1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1954:Q1,32128.00,17276.00,0.00,0.00,0.00,0.00,0.00,2489.00,0.00,2489.00,9097.00,3266.00,3117.00,149.00,0.00,40247.00,28803.00,4521.00,4954.00,19327.00,11352.00,0.00,92.00,0.00
1954:Q2,32072.00,17400.00,0.00,0.00,0.00,0.00,0.00,2562.00,0.00,2562.00,8777.00,3333.00,3183.00,150.00,0.00,41708.00,29907.00,4764.00,4999.00,20144.00,11707.00,0.00,94.00,0.00
1954:Q3,32366.00,17538.00,0.00,0.00,0.00,0.00,0.00,2512.00,0.00,2512.00,8916.00,3400.00,3248.00,152.00,0.00,43537.00,30884.00,5029.00,5047.00,20808.00,12557.00,0.00,96.00,0.00
1954:Q4,32079.00,17641.00,0.00,0.00,0.00,0.00,0.00,2799.00,0.00,2799.00,8174.00,3465.00,3311.00,154.00,0.00,42743.00,30915.00,4661.00,5078.00,21176.00,11730.00,0.00,99.00,0.00
1955:Q1,32706.00,17722.00,0.00,0.00,0.00,0.00,0.00,2501.00,0.00,2501.00,8955.00,3528.00,3372.00,156.00,0.00,44372.00,31602.00,4649.00,5310.00,21643.00,12669.00,0.00,101.00,0.00
1955:Q2,32477.00,17791.00,0.00,0.00,0.00,0.00,0.00,2619.00,0.00,2619.00,8476.00,3591.00,3434.00,157.00,0.00,46506.00,33305.00,5292.00,5477.00,22536.00,13098.00,0.00,103.00,0.00
1955:Q3,32645.00,17857.00,0.00,0.00,0.00,0.00,0.00,2613.00,0.00,2613.00,8521.00,3655.00,3494.00,161.00,0.00,48238.00,34494.00,5665.00,5582.00,23247.00,13638.00,0.00,105.00,0.00
1955:Q4,32455.00,17924.00,0.00,0.00,0.00,0.00,0.00,2905.00,0.00,2905.00,7907.00,3719.00,3553.00,165.00,0.00,48105.00,34838.00,5737.00,5575.00,23526.00,13157.00,0.00,109.00,0.00
1956:Q1,33275.00,17961.00,0.00,0.00,0.00,0.00,0.00,2631.00,0.00,2631.00,8912.00,3771.00,3603.00,168.00,0.00,49768.00,35453.00,5764.00,5653.00,24036.00,14204.00,0.00,111.00,0.00
1956:Q2,33524.00,17980.00,0.00,0.00,0.00,0.00,0.00,2732.00,0.00,2732.00,8993.00,3819.00,3647.00,172.00,0.00,51474.00,36909.00,6217.00,5793.00,24898.00,14452.00,0.00,113.00,0.00
1956:Q3,34129.00,18015.00,0.00,0.00,0.00,0.00,0.00,2772.00,0.00,2772.00,9474.00,3868.00,3693.00,175.00,0.00,52977.00,37908.00,6565.00,5814.00,25529.00,14953.00,0.00,115.00,0.00
1956:Q4,34130.00,18095.00,0.00,0.00,0.00,0.00,0.00,3061.00,0.00,3061.00,9051.00,3923.00,3745.00,178.00,0.00,52127.00,37929.00,6279.00,5935.00,25715.00,14080.00,0.00,118.00,0.00
1957:Q1,34873.00,18216.00,0.00,0.00,0.00,0.00,0.00,2748.00,0.00,2748.00,9927.00,3982.00,3800.00,182.00,0.00,53403.00,38245.00,6218.00,6095.00,25933.00,15038.00,0.00,119.00,0.00
1957:Q2,34431.00,18355.00,0.00,0.00,0.00,0.00,0.00,2869.00,0.00,2869.00,9159.00,4049.00,3860.00,189.00,0.00,54166.00,39336.00,6582.00,6167.00,26587.00,14710.00,0.00,120.00,0.00
1957:Q3,34481.00,18532.00,0.00,0.00,0.00,0.00,0.00,2843.00,0.00,2843.00,8997.00,4109.00,3918.00,191.00,0.00,54998.00,40086.00,6658.00,6200.00,27229.00,14791.00,0.00,121.00,0.00
1957:Q4,34401.00,18762.00,0.00,0.00,0.00,0.00,0.00,3102.00,0.00,3102.00,8378.00,4159.00,3966.00,193.00,0.00,54867.00,40378.00,6732.00,6168.00,27478.00,14366.00,0.00,123.00,0.00
1958:Q1,35674.00,19147.00,0.00,0.00,0.00,0.00,0.00,2702.00,0.00,2702.00,9617.00,4209.00,4013.00,195.00,0.00,56594.00,40840.00,6609.00,6382.00,27849.00,15629.00,0.00,125.00,0.00
1958:Q2,36242.00,19705.00,0.00,0.00,0.00,0.00,0.00,2774.00,0.00,2774.00,9516.00,4247.00,4052.00,195.00,0.00,58116.00,42235.00,7098.00,6510.00,28626.00,15754.00,0.00,127.00,0.00
1958:Q3,37161.00,20184.00,0.00,0.00,0.00,0.00,0.00,2808.00,0.00,2808.00,9874.00,4294.00,4089.00,205.00,0.00,59483.00,43311.00,7158.00,6552.00,29600.00,16043.00,0.00,129.00,0.00
1958:Q4,37158.00,20335.00,0.00,0.00,0.00,0.00,0.00,3103.00,0.00,3103.00,9377.00,4343.00,4135.00,209.00,0.00,59751.00,44180.00,7288.00,6586.00,30306.00,15441.00,0.00,131.00,0.00
1959:Q1,37491.00,20170.00,0.00,0.00,0.00,0.00,0.00,2836.00,0.00,2836.00,10079.00,4406.00,4193.00,213.00,0.00,61893.00,45645.00,7374.00,6926.00,31345.00,16115.00,0.00,133.00,0.00
1959:Q2,36679.00,19678.00,0.00,0.00,0.00,0.00,0.00,2969.00,0.00,2969.00,9556.00,4476.00,4261.00,215.00,0.00,64283.00,48026.00,7986.00,7212.00,32829.00,16121.00,0.00,136.00,0.00
1959:Q3,36264.00,19116.00,0.00,0.00,0.00,0.00,0.00,2944.00,0.00,2944.00,9648.00,4556.00,4329.00,227.00,0.00,66194.00,49616.00,8279.00,7222.00,34114.00,16439.00,0.00,139.00,0.00
1959:Q4,35017.00,18737.00,0.00,0.00,0.00,0.00,0.00,3425.00,0.00,3425.00,8234.00,4621.00,4390.00,232.00,0.00,65423.00,50249.00,8343.00,7106.00,34800.00,15032.00,0.00,142.00,0.00
1960:Q1,35772.00,18478.00,0.00,0.00,0.00,0.00,0.00,2864.00,0.00,2864.00,9755.00,4675.00,4438.00,237.00,0.00,68152.00,51424.00,8464.00,7322.00,35638.00,16586.00,0.00,143.00,0.00
1960:Q2,35034.00,18284.00,0.00,0.00,0.00,0.00,0.00,3025.00,0.00,3025.00,9010.00,4715.00,4479.00,236.00,0.00,69575.00,53204.00,8850.00,7500.00,36854.00,16226.00,0.00,144.00,0.00
1960:Q3,35086.00,18146.00,0.00,0.00,0.00,0.00,0.00,2927.00,0.00,2927.00,9246.00,4767.00,4519.00,248.00,0.00,70999.00,54375.00,8882.00,7511.00,37982.00,16479.00,0.00,145.00,0.00
1960:Q4,34617.00,18044.00,0.00,0.00,0.00,0.00,0.00,3202.00,0.00,3202.00,8554.00,4818.00,4566.00,252.00,0.00,70786.00,55024.00,8858.00,7424.00,38742.00,15614.00,0.00,149.00,0.00
1961:Q1,35218.00,18016.00,0.00,0.00,0.00,0.00,0.00,2594.00,0.00,2594.00,9731.00,4877.00,4620.00,257.00,0.00,73662.00,56904.00,8971.00,7709.00,40225.00,16606.00,0.00,151.00,0.00
1961:Q2,35187.00,18064.00,0.00,0.00,0.00,0.00,0.00,2763.00,0.00,2763.00,9421.00,4938.00,4681.00,257.00,0.00,75106.00,58707.00,9214.00,7789.00,41704.00,16245.00,0.00,154.00,0.00
1961:Q3,35597.00,18133.00,0.00,0.00,0.00,0.00,0.00,2798.00,0.00,2798.00,9655.00,5011.00,4739.00,272.00,0.00,76974.00,60612.00,9395.00,7892.00,43325.00,16205.00,0.00,157.00,0.00
1961:Q4,35258.00,18162.00,0.00,0.00,0.00,0.00,0.00,3130.00,0.00,3130.00,8904.00,5062.00,4787.00,276.00,0.00,77013.00,61717.00,9459.00,7780.00,44478.00,15136.00,0.00,160.00,0.00
1962:Q1,35783.00,18177.00,0.00,0.00,0.00,0.00,0.00,2777.00,0.00,2777.00,9724.00,5105.00,4824.00,281.00,0.00,79514.00,63516.00,9617.00,8104.00,45796.00,15837.00,0.00,161.00,0.00
1962:Q2,35403.00,18186.00,0.00,0.00,0.00,0.00,0.00,3020.00,0.00,3020.00,9068.00,5129.00,4848.00,282.00,0.00,81680.00,65954.00,10147.00,8294.00,47513.00,15564.00,0.00,162.00,0.00
1962:Q3,35527.00,18184.00,0.00,0.00,0.00,0.00,0.00,3019.00,0.00,3019.00,9153.00,5171.00,4874.00,297.00,0.00,83601.00,67699.00,10332.00,8307.00,49060.00,15739.00,0.00,163.00,0.00
1962:Q4,35160.00,18163.00,0.00,0.00,0.00,0.00,0.00,3315.00,0.00,3315.00,8462.00,5220.00,4919.00,301.00,0.00,84489.00,69302.00,10573.00,8238.00,50491.00,15023.00,0.00,164.00,0.00
1963:Q1,35553.00,18139.00,0.00,0.00,0.00,0.00,0.00,2966.00,0.00,2966.00,9149.00,5299.00,4993.00,306.00,0.00,86886.00,71203.00,10639.00,8728.00,51836.00,15518.00,0.00,165.00,0.00
1963:Q2,35366.00,18088.00,0.00,0.00,0.00,0.00,0.00,3178.00,0.00,3178.00,8702.00,5398.00,5093.00,305.00,0.00,89247.00,74023.00,11221.00,8923.00,53879.00,15058.00,0.00,166.00,0.00
1963:Q3,35475.00,18039.00,0.00,0.00,0.00,0.00,0.00,3224.00,0.00,3224.00,8697.00,5515.00,5191.00,324.00,0.00,90864.00,75981.00,11351.00,8960.00,55671.00,14715.00,0.00,168.00,0.00
1963:Q4,35117.00,18018.00,0.00,0.00,0.00,0.00,0.00,3553.00,0.00,3553.00,7961.00,5586.00,5258.00,328.00,0.00,91777.00,77972.00,11731.00,9063.00,57179.00,13633.00,0.00,172.00,0.00
1964:Q1,35543.00,18018.00,0.00,0.00,0.00,0.00,0.00,3266.00,0.00,3266.00,8574.00,5685.00,5352.00,333.00,0.00,94138.00,79809.00,11911.00,9501.00,58396.00,14155.00,0.00,174.00,0.00
1964:Q2,35691.00,18047.00,0.00,0.00,0.00,0.00,0.00,3404.00,0.00,3404.00,8454.00,5786.00,5452.00,334.00,0.00,96989.00,82677.00,12393.00,9824.00,60460.00,14136.00,0.00,176.00,0.00
1964:Q3,36096.00,18087.00,0.00,0.00,0.00,0.00,0.00,3437.00,0.00,3437.00,8661.00,5911.00,5556.00,355.00,0.00,99054.00,84749.00,12529.00,9890.00,62330.00,14127.00,0.00,178.00,0.00
1964:Q4,36024.00,18119.00,0.00,0.00,0.00,0.00,0.00,3779.00,0.00,3779.00,8106.00,6020.00,5658.00,362.00,0.00,99525.00,86267.00,12477.00,9904.00,63886.00,13078.00,0.00,180.00,0.00
1965:Q1,36394.00,18145.00,0.00,0.00,0.00,0.00,0.00,3495.00,0.00,3495.00,8627.00,6127.00,5756.00,371.00,0.00,102218.00,88376.00,12968.00,10320.00,65087.00,13660.00,0.00,182.00,0.00
1965:Q2,36346.00,18175.00,0.00,0.00,0.00,0.00,0.00,3662.00,0.00,3662.00,8266.00,6243.00,5852.00,391.00,0.00,105239.00,91529.00,13599.00,10642.00,67288.00,13527.00,0.00,184.00,0.00
1965:Q3,36716.00,18202.00,0.00,0.00,0.00,0.00,0.00,3670.00,0.00,3670.00,8487.00,6357.00,5951.00,407.00,0.00,107523.00,93708.00,13802.00,10643.00,69264.00,13628.00,0.00,187.00,0.00
1965:Q4,36666.00,18223.00,0.00,0.00,0.00,0.00,0.00,4040.00,0.00,4040.00,7930.00,6473.00,6060.00,413.00,0.00,108535.00,95594.00,14046.00,10695.00,70853.00,12750.00,0.00,191.00,0.00
1966:Q1,37156.00,18226.00,0.00,0.00,0.00,0.00,0.00,3701.00,0.00,3701.00,8627.00,6601.00,6176.00,426.00,0.00,112094.00,98991.00,14668.00,11379.00,72943.00,12911.00,0.00,192.00,0.00
1966:Q2,37049.00,18219.00,0.00,0.00,0.00,0.00,0.00,3830.00,0.00,3830.00,8260.00,6740.00,6300.00,440.00,0.00,114625.00,102189.00,15622.00,11629.00,74938.00,12243.00,0.00,193.00,0.00
