date,FA386000105.Q,FA385090005.Q,FA385050005.Q,FA155111003.Q,FA385012005.Q,FA385013005.Q,FA145020005.Q,FA385420005.Q,FA385000005.Q,FA384090005.Q,FA313011005.Q,FA383091005.Q,FA383020005.Q,FA383030005.Q,FA383034005.Q,FA382051005.Q,FA384022005.Q,FA383069105.Q,FA383061105.Q,FA383061705.Q,FA383062005.Q,FA383063005.Q,FA384023005.Q,FA383069005.Q,FA383065005.Q,FA383066005.Q,FA383064105.Q,FA383064205.Q,FA383070005.Q,FA153040005.Q,FA153050005.Q,FA383078005.Q,FA152090205.Q,FA103092005.Q,FA383090005.Q,FA384190005.Q,FA313111303.Q,FA713014003.Q,FA313112003.Q,FA384122005.Q,FA103169100.Q,FA313161105.Q,FA313161705.Q,FA383162005.Q,FA103163003.Q,FA384123005.Q,FA383168005.Q,FA383169005.Q,FA383165005.Q,FA153166000.Q,FA103164103.Q,FA383170005.Q,FA313140003.Q,FA143178005.Q,FA112090205.Q,FA143192005.Q,FA383190005.Q,FA387005005.Q
1992:Q1,1518479.00,1617510.00,1643884.00,465278.00,248998.00,929318.00,246.00,44.00,-26374.00,1162537.00,2260.00,-5824.00,52233.00,-161414.00,26035.00,-4252.00,141306.00,-59038.00,242502.00,428.00,-38204.00,-4382.00,-73126.00,-67916.00,10137.00,-15347.00,130504.00,125513.00,17645.00,28800.00,299500.00,-9840.00,18893.00,53336.00,520969.00,1188912.00,0.00,0.00,72.00,460333.00,16000.00,373850.00,-11164.00,5187.00,76460.00,97231.00,-37110.00,-28359.00,155949.00,6750.00,46000.00,59227.00,-464.00,126.00,19177.00,19254.00,487957.00,-99031.00
1992:Q2,1540789.00,1709534.00,1699965.00,469788.00,259876.00,947060.00,23209.00,32.00,9569.00,671544.00,-2586.00,1584.00,66815.00,-21356.00,10427.00,28892.00,93735.00,18674.00,67660.00,26411.00,-41096.00,22086.00,10900.00,33096.00,-24926.00,2730.00,-38383.00,137236.00,83877.00,17688.00,348644.00,16832.00,46680.00,38727.00,-168169.00,661974.00,0.00,0.00,288.00,463169.00,-5048.00,362969.00,388.00,27096.00,77764.00,49593.00,-32823.00,23746.00,66236.00,-7566.00,36000.00,81267.00,2452.00,8878.00,47312.00,15866.00,-42850.00,-168746.00
1992:Q3,1579855.00,1740430.00,1716540.00,480200.00,261441.00,954363.00,20512.00,24.00,23890.00,796454.00,-3306.00,4812.00,181892.00,-163655.00,-73892.00,-3380.00,140925.00,7428.00,93350.00,97544.00,-3032.00,-54365.00,-21387.00,236.00,-33438.00,11815.00,73352.00,177972.00,6334.00,36660.00,365536.00,-6513.00,52388.00,31384.00,-2665.00,772565.00,0.00,0.00,188.00,500716.00,-2472.00,370467.00,9028.00,61945.00,61748.00,136701.00,-27833.00,31852.00,119892.00,12790.00,12000.00,50268.00,668.00,10464.00,50592.00,-8924.00,19891.00,-160575.00
1992:Q4,1533147.00,1464203.00,1746338.00,490490.00,265056.00,969428.00,21344.00,20.00,-282135.00,394457.00,-3288.00,1544.00,86913.00,-118943.00,-69849.00,10920.00,27760.00,39661.00,-500.00,17641.00,-83475.00,54433.00,-16053.00,-5072.00,-22794.00,11814.00,-49309.00,160655.00,16476.00,31244.00,350588.00,-2278.00,784.00,36385.00,-69091.00,676592.00,0.00,-8000.00,332.00,348943.00,26036.00,266875.00,2668.00,-940.00,54304.00,153496.00,10550.00,18722.00,99447.00,24778.00,14000.00,37586.00,3100.00,8908.00,1280.00,1200.00,115748.00,68944.00
1993:Q1,1556040.00,1655205.00,1777907.00,494139.00,275438.00,972346.00,35940.00,44.00,-122703.00,768492.00,2698.00,-9828.00,-21237.00,-207231.00,-15827.00,6496.00,115223.00,22021.00,35512.00,-78802.00,1897.00,134595.00,-4208.00,56720.00,-39181.00,-21747.00,-205652.00,188251.00,140618.00,31512.00,437560.00,-26607.00,51784.00,64586.00,220354.00,891194.00,0.00,0.00,288.00,531038.00,-9346.00,232382.00,3160.00,73410.00,231432.00,17615.00,-28551.00,-30293.00,44440.00,32019.00,8200.00,94526.00,12.00,-4286.00,48064.00,32363.00,163374.00,-99165.00
1993:Q2,1602782.00,1844829.00,1810118.00,512853.00,282599.00,990510.00,24104.00,52.00,34710.00,1002641.00,-1890.00,340.00,151154.00,-60039.00,29989.00,-9960.00,37019.00,23056.00,108512.00,-126736.00,-65741.00,97930.00,2600.00,42828.00,-51520.00,11291.00,-28713.00,193172.00,42415.00,36500.00,380848.00,6743.00,48442.00,54377.00,119644.00,967931.00,0.00,0.00,360.00,665961.00,27950.00,360495.00,4080.00,87500.00,185936.00,157928.00,-6969.00,-25846.00,148253.00,42491.00,23200.00,18088.00,2560.00,8105.00,49814.00,20575.00,21339.00,-242046.00
1993:Q3,1586154.00,1958268.00,1810530.00,521085.00,289358.00,993441.00,6598.00,48.00,147738.00,1066856.00,1396.00,3824.00,141416.00,-26670.00,-21283.00,2240.00,169627.00,6012.00,-3302.00,64045.00,-4273.00,107145.00,-33036.00,-15956.00,-34487.00,17406.00,-10596.00,217382.00,41946.00,37244.00,361636.00,-15015.00,44364.00,56170.00,96212.00,919118.00,0.00,0.00,424.00,553244.00,11562.00,257687.00,16232.00,91455.00,176308.00,262770.00,18732.00,27704.00,147304.00,69031.00,32300.00,44892.00,276.00,5966.00,41772.00,-18277.00,-4250.00,-372114.00
1993:Q4,1664369.00,1727520.00,1882846.00,537147.00,305526.00,1023517.00,16612.00,44.00,-155326.00,866654.00,1744.00,-3812.00,119167.00,-125408.00,-8287.00,33804.00,112878.00,22791.00,97091.00,-87058.00,-83837.00,163890.00,-28863.00,-18692.00,-32289.00,22117.00,-132923.00,199931.00,2261.00,38252.00,306220.00,11711.00,38061.00,56520.00,245399.00,1021979.00,0.00,0.00,712.00,461317.00,9882.00,291056.00,7724.00,12824.00,139832.00,258333.00,40533.00,1526.00,114216.00,102059.00,21500.00,90321.00,2724.00,4802.00,39421.00,46835.00,96014.00,-63152.00
1994:Q1,1735859.00,2015660.00,1925549.00,543530.00,313214.00,1023411.00,45362.00,32.00,90111.00,759341.00,314.00,4748.00,5696.00,-83666.00,-70881.00,-20996.00,375133.00,10360.00,65175.00,232122.00,-25041.00,92517.00,-57229.00,-8100.00,-32050.00,-17079.00,-53140.00,74484.00,104967.00,26472.00,383540.00,-36139.00,26308.00,104069.00,-24340.00,669230.00,0.00,0.00,656.00,253135.00,13600.00,103764.00,-1304.00,-7685.00,144760.00,333584.00,38294.00,55068.00,134143.00,106079.00,-9600.00,95179.00,24.00,-12985.00,26360.00,26973.00,-44097.00,-279801.00
1994:Q2,1764347.00,2038995.00,2002178.00,552666.00,324118.00,1043959.00,81411.00,24.00,36817.00,966735.00,-7360.00,5924.00,-114422.00,-78181.00,72521.00,-10796.00,408178.00,16439.00,233695.00,114795.00,-22361.00,65611.00,442.00,-11584.00,-3631.00,15657.00,-132819.00,42506.00,111796.00,26700.00,364548.00,6858.00,83561.00,58131.00,129148.00,929918.00,0.00,0.00,636.00,312120.00,6656.00,273844.00,4716.00,-62136.00,89040.00,373099.00,56215.00,21155.00,160851.00,134879.00,-2000.00,105529.00,2716.00,11231.00,85725.00,15068.00,25793.00,-274648.00
1994:Q3,1776676.00,1986142.00,2009676.00,562441.00,322440.00,1071552.00,53223.00,20.00,-23534.00,845357.00,2.00,-11728.00,-3662.00,140835.00,-9544.00,-29020.00,136639.00,11539.00,92516.00,56902.00,-53470.00,29152.00,17762.00,4024.00,-3108.00,16846.00,-207704.00,63044.00,42914.00,67116.00,326380.00,-892.00,42616.00,65353.00,205247.00,868890.00,0.00,0.00,768.00,287295.00,27040.00,202046.00,2896.00,-266.00,55580.00,414997.00,93310.00,24572.00,161128.00,135987.00,-50000.00,69386.00,392.00,723.00,42712.00,60078.00,42539.00,-209466.00
1994:Q4,1840866.00,2042752.00,2090647.00,583227.00,329301.00,1102949.00,75142.00,28.00,-47895.00,1059252.00,-3770.00,18080.00,4758.00,-20444.00,101636.00,-924.00,353107.00,-4278.00,55631.00,151175.00,-10724.00,161303.00,66743.00,36872.00,-18322.00,48193.00,-95250.00,-168417.00,99880.00,23248.00,195020.00,10198.00,23574.00,86471.00,365343.00,1107147.00,0.00,0.00,684.00,225654.00,38340.00,193679.00,-5676.00,-73625.00,72936.00,502305.00,98350.00,79334.00,161570.00,163051.00,-118000.00,153010.00,1940.00,5071.00,25722.00,82309.00,228454.00,-201886.00
1995:Q1,1888793.00,1913081.00,2105226.00,572771.00,324339.00,1146905.00,61179.00,32.00,-192144.00,643316.00,13418.00,-1348.00,-21348.00,77787.00,-100.00,-29324.00,-246274.00,23956.00,-221827.00,-15686.00,-109006.00,76288.00,1734.00,20444.00,-12575.00,-6135.00,18197.00,-33411.00,67575.00,44596.00,326732.00,-3961.00,29785.00,70828.00,328429.00,835460.00,0.00,0.00,736.00,138351.00,2961.00,148970.00,-1228.00,-60744.00,48392.00,519285.00,149697.00,38814.00,181909.00,148865.00,-43600.00,110523.00,200.00,3041.00,29673.00,38402.00,38850.00,-24288.00
1995:Q2,1881879.00,2133676.00,2089716.00,577992.00,313854.00,1164587.00,33759.00,-476.00,43959.00,1259355.00,7328.00,10964.00,37576.00,204481.00,325182.00,-13472.00,-71017.00,11756.00,79763.00,-8213.00,-111990.00,-42332.00,-3480.00,6540.00,-20144.00,10124.00,-60055.00,14242.00,15715.00,52848.00,334320.00,-8708.00,35536.00,55958.00,321937.00,1215395.00,0.00,0.00,680.00,493053.00,32761.00,410880.00,1608.00,-55572.00,103376.00,482798.00,109217.00,39784.00,187264.00,146533.00,-54920.00,66417.00,1724.00,-2983.00,37364.00,54234.00,137028.00,-251797.00
1995:Q3,1933153.00,2240555.00,2102137.00,592400.00,328498.00,1169909.00,11326.00,4.00,138418.00,1212987.00,5040.00,4176.00,-80940.00,213003.00,76103.00,-2324.00,-62103.00,36025.00,-91957.00,-57754.00,-68677.00,120260.00,-10718.00,8376.00,-20602.00,1508.00,-81211.00,93376.00,168532.00,28544.00,361252.00,-8418.00,11918.00,79564.00,417194.00,1074568.00,0.00,8600.00,788.00,128271.00,18937.00,125034.00,408.00,-54936.00,38828.00,518346.00,87671.00,65841.00,212348.00,152485.00,-76400.00,135276.00,296.00,-6724.00,9702.00,62003.00,294411.00,-307402.00
1995:Q4,1998694.00,2272477.00,2141504.00,601344.00,335924.00,1186253.00,18431.00,-448.00,130973.00,1151264.00,-32.00,11424.00,-48777.00,72442.00,112542.00,34348.00,-88646.00,9899.00,-80871.00,59725.00,-133387.00,55988.00,9045.00,29900.00,-18378.00,-2477.00,4589.00,127285.00,139118.00,34744.00,323764.00,-6861.00,-1758.00,154938.00,273099.00,1020291.00,0.00,0.00,508.00,5989.00,17793.00,-29789.00,5132.00,-59200.00,72052.00,374056.00,82559.00,8521.00,142899.00,140077.00,-58400.00,149977.00,1856.00,8846.00,782.00,64585.00,472092.00,-273783.00
1996:Q1,2038025.00,2326817.00,2168795.00,607096.00,340424.00,1214386.00,6881.00,8.00,158022.00,1441486.00,2058.00,22596.00,-41380.00,235689.00,94950.00,79612.00,-125784.00,21900.00,-79859.00,-28809.00,-52673.00,13657.00,58400.00,74764.00,-17836.00,1472.00,-45707.00,213278.00,108110.00,16216.00,319220.00,-7411.00,-27292.00,88332.00,450598.00,1283464.00,0.00,0.00,-4.00,389160.00,25793.00,291067.00,-2320.00,-17016.00,91636.00,529765.00,23861.00,84041.00,305074.00,116789.00,-60900.00,105542.00,368.00,8159.00,-28660.00,44839.00,295194.00,-288792.00
1996:Q2,2095235.00,2316932.00,2245657.00,622282.00,355942.00,1236904.00,30521.00,8.00,71275.00,1272783.00,1752.00,4516.00,-65087.00,177246.00,118606.00,40404.00,294522.00,56816.00,49678.00,170984.00,-53505.00,70548.00,-39816.00,-9852.00,-14984.00,-14980.00,-70659.00,177956.00,134067.00,30384.00,294564.00,-1349.00,26637.00,50818.00,98222.00,1201507.00,0.00,0.00,-180.00,366104.00,9037.00,256127.00,2248.00,-3364.00,102056.00,512601.00,67421.00,54970.00,280121.00,110089.00,13900.00,160642.00,2432.00,13208.00,27833.00,113981.00,-9015.00,-221697.00
1996:Q3,2139396.00,2316246.00,2304176.00,625090.00,358199.00,1269809.00,51070.00,8.00,12070.00,1093393.00,-16312.00,20312.00,53318.00,220244.00,51251.00,2932.00,10541.00,26189.00,-6140.00,104502.00,-34053.00,-79957.00,-42051.00,-7704.00,-17296.00,-17051.00,-269150.00,138165.00,122882.00,56096.00,298352.00,-6904.00,1098.00,76946.00,375673.00,1081322.00,0.00,-1800.00,2344.00,209681.00,-14515.00,194230.00,-3072.00,-30017.00,63056.00,490569.00,144559.00,39760.00,215941.00,90309.00,-112500.00,-34586.00,156.00,963.00,-166.00,39436.00,487225.00,-176850.00
1996:Q4,2200283.00,2261358.00,2321123.00,634528.00,354873.00,1296989.00,34725.00,8.00,-59764.00,933700.00,982.00,45256.00,-85848.00,113313.00,3296.00,11392.00,-147533.00,38287.00,-180647.00,55395.00,-59391.00,-1177.00,153460.00,131336.00,-13128.00,35252.00,-158396.00,155993.00,131558.00,57944.00,401572.00,23708.00,-12392.00,91080.00,148316.00,993465.00,0.00,0.00,-4.00,158242.00,-24099.00,65048.00,-3296.00,24293.00,96296.00,355471.00,15810.00,-4781.00,238757.00,105685.00,-29800.00,203919.00,-488.00,25189.00,-12180.00,89011.00,204105.00,-61075.00
1997:Q1,2262256.00,2128680.00,2381436.00,649297.00,362827.00,1319490.00,49758.00,64.00,-252756.00,768161.00,-11222.00,14284.00,24741.00,114483.00,75809.00,14844.00,-282896.00,20422.00,-66052.00,-61933.00,-11237.00,-164095.00,-24678.00,-17624.00,8996.00,-16050.00,-59057.00,95022.00,138090.00,47408.00,335592.00,-11914.00,-37949.00,103081.00,232523.00,1020917.00,0.00,-2072.00,436.00,232740.00,7017.00,108046.00,-1420.00,7246.00,111852.00,560842.00,200018.00,40594.00,278422.00,41808.00,-55800.00,42158.00,2840.00,25452.00,-41693.00,99430.00,156584.00,133576.00
1997:Q2,2317303.00,2652632.00,2439672.00,641012.00,369300.00,1340896.00,88388.00,76.00,212960.00,1174977.00,630.00,19360.00,-45734.00,227959.00,191704.00,-10964.00,-129093.00,5422.00,-134170.00,28617.00,-7133.00,-21829.00,91575.00,65816.00,19864.00,5895.00,-84808.00,142590.00,154645.00,51728.00,421008.00,-16103.00,-14421.00,80662.00,94239.00,962017.00,0.00,0.00,156.00,311414.00,20541.00,104177.00,244.00,44376.00,142076.00,525578.00,127813.00,58430.00,265522.00,73812.00,-58700.00,124854.00,2204.00,6887.00,-14869.00,139120.00,-74628.00,-335329.00
1997:Q3,2387302.00,2863753.00,2492708.00,665114.00,373575.00,1385991.00,67948.00,80.00,371045.00,1457473.00,2664.00,5376.00,-72524.00,263588.00,121664.00,15796.00,25559.00,23861.00,-73701.00,-43817.00,20879.00,98337.00,48264.00,29908.00,17336.00,1020.00,-280644.00,281891.00,52441.00,54764.00,386788.00,11050.00,-23240.00,74195.00,489841.00,1086428.00,0.00,0.00,1252.00,384624.00,14701.00,80953.00,-920.00,84410.00,205480.00,624833.00,-13456.00,160951.00,403266.00,74072.00,-91500.00,99311.00,-96.00,16470.00,-24952.00,116823.00,-40338.00,-476451.00
1997:Q4,2415445.00,2369425.00,2512899.00,678350.00,375059.00,1381754.00,77664.00,72.00,-143475.00,800470.00,17802.00,-33164.00,-10921.00,172529.00,13963.00,-2776.00,-105261.00,31188.00,-403581.00,251090.00,39195.00,-23154.00,160203.00,65488.00,19068.00,75647.00,-190304.00,207073.00,159744.00,32052.00,353544.00,-7315.00,-944.00,79154.00,-44908.00,943945.00,0.00,0.00,-4.00,122466.00,12645.00,-39184.00,1748.00,91564.00,55692.00,598403.00,132273.00,127501.00,247174.00,91456.00,-103500.00,203208.00,2000.00,5623.00,624.00,42692.00,72433.00,46020.00
1998:Q1,2511197.00,2737212.00,2577634.00,683118.00,387757.00,1401671.00,105100.00,-12.00,159579.00,1735669.00,1398.00,14456.00,9969.00,268011.00,161046.00,31128.00,4813.00,21882.00,19933.00,-171505.00,7558.00,126944.00,80469.00,103400.00,-10424.00,-12507.00,-299727.00,235913.00,119164.00,27380.00,473708.00,3986.00,-48382.00,175501.00,476839.00,1576090.00,0.00,0.00,320.00,435194.00,51068.00,7147.00,-2432.00,90275.00,289136.00,648442.00,74775.00,74606.00,465609.00,33452.00,-86700.00,163865.00,720.00,17487.00,-46338.00,88279.00,354821.00,-226015.00
1998:Q2,2552310.00,3113028.00,2593605.00,712323.00,406108.00,1437850.00,37340.00,-16.00,519423.00,2229007.00,5812.00,-22280.00,148291.00,62833.00,296575.00,-28904.00,470085.00,-17405.00,214898.00,164632.00,-7347.00,115308.00,62781.00,61372.00,-11080.00,12489.00,-178915.00,186698.00,40017.00,39112.00,490108.00,-31416.00,-43242.00,147061.00,584389.00,1709584.00,0.00,0.00,224.00,495465.00,3760.00,111955.00,-1440.00,90034.00,291156.00,797350.00,159359.00,70297.00,402669.00,165024.00,-71232.00,38095.00,2612.00,-21488.00,-41550.00,124516.00,385593.00,-560718.00
1998:Q3,2612856.00,3130382.00,2664734.00,726958.00,420164.00,1465209.00,52419.00,-16.00,465648.00,1606820.00,7828.00,-1908.00,-148763.00,67875.00,210776.00,-4640.00,276112.00,19086.00,86786.00,286057.00,-16958.00,-98860.00,114254.00,150956.00,-15644.00,-21058.00,-134775.00,9328.00,202543.00,32728.00,462624.00,31775.00,-7837.00,74275.00,414623.00,1141172.00,0.00,0.00,1700.00,150016.00,85568.00,-118780.00,-412.00,75000.00,108640.00,632748.00,97981.00,46293.00,394219.00,94256.00,-259360.00,104761.00,12.00,32605.00,-12253.00,58278.00,432664.00,-517526.00
1998:Q4,2628470.00,2198429.00,2752206.00,764133.00,439286.00,1488786.00,60017.00,-16.00,-553777.00,944687.00,9068.00,41432.00,-31680.00,286437.00,62154.00,17716.00,-193518.00,52961.00,-362849.00,244836.00,-4608.00,-123858.00,19927.00,-35592.00,19160.00,36359.00,-346287.00,171641.00,134496.00,78376.00,389504.00,-21561.00,-48830.00,119895.00,255916.00,1498464.00,0.00,0.00,-4.00,139793.00,-42956.00,-53842.00,12184.00,81483.00,142924.00,892489.00,62317.00,157598.00,576879.00,95696.00,-444856.00,133067.00,1824.00,7252.00,-42466.00,309083.00,502282.00,430041.00
1999:Q1,2699643.00,2861018.00,2811917.00,761416.00,447356.00,1519759.00,83394.00,-8.00,49101.00,1961172.00,-9162.00,29440.00,85919.00,-39485.00,159280.00,348.00,271692.00,40185.00,-98448.00,59356.00,29837.00,240762.00,-39050.00,-21028.00,-16384.00,-1638.00,63900.00,14163.00,197415.00,43040.00,258080.00,9607.00,-38799.00,237941.00,716844.00,1912071.00,0.00,-4000.00,0.00,277581.00,58321.00,-58073.00,-1532.00,80149.00,198716.00,926267.00,79525.00,128580.00,596389.00,121773.00,-27680.00,129561.00,676.00,-4584.00,-37579.00,43135.00,608694.00,-161375.00
1999:Q2,2684285.00,2729567.00,2853866.00,793786.00,469410.00,1555566.00,35112.00,-8.00,-124298.00,1704966.00,-4724.00,-11096.00,-3115.00,192730.00,160846.00,-11040.00,98605.00,45921.00,91272.00,103288.00,-33749.00,-108126.00,8305.00,4664.00,-20556.00,24197.00,-101548.00,145601.00,225272.00,57920.00,323028.00,27208.00,-72067.00,173574.00,495466.00,1829264.00,0.00,0.00,2068.00,268506.00,-2643.00,-5851.00,600.00,33324.00,243076.00,708232.00,29103.00,44993.00,518151.00,115985.00,-306800.00,246879.00,2696.00,45329.00,-71083.00,402022.00,531414.00,-45282.00
1999:Q3,2678765.00,2996378.00,2909361.00,809001.00,470373.00,1589482.00,40517.00,-12.00,87017.00,2014192.00,-8130.00,7324.00,28578.00,299395.00,80082.00,4384.00,231332.00,15378.00,-37314.00,179226.00,41532.00,32510.00,48923.00,78448.00,-17912.00,-11613.00,-46406.00,20851.00,327242.00,27380.00,322232.00,-10970.00,-70559.00,227025.00,525510.00,1927175.00,0.00,-4000.00,2000.00,317595.00,49757.00,-87811.00,32.00,75761.00,279856.00,897270.00,117465.00,42003.00,608585.00,129217.00,-104752.00,297162.00,228.00,-1732.00,-74667.00,125326.00,472745.00,-317613.00
1999:Q4,2704274.00,2739887.00,2987382.00,813772.00,477874.00,1611515.00,84241.00,-20.00,-247495.00,1785548.00,-6354.00,-10164.00,228659.00,369871.00,197564.00,2684.00,-289148.00,20108.00,80599.00,145618.00,25964.00,-561437.00,151347.00,140756.00,-11440.00,22031.00,-382519.00,215241.00,297535.00,65808.00,411236.00,18648.00,-90418.00,164312.00,441245.00,2033043.00,0.00,-4000.00,-4.00,210741.00,44037.00,32259.00,32.00,28210.00,106204.00,888182.00,63075.00,196096.00,546582.00,82429.00,-2240.00,287113.00,2004.00,24595.00,-93510.00,164525.00,555636.00,-35613.00
2000:Q1,2930097.00,2521488.00,3050867.00,877484.00,486783.00,1670463.00,16157.00,-20.00,-529379.00,1628944.00,1902.00,35124.00,-191267.00,345119.00,269932.00,2056.00,-195620.00,54755.00,-221149.00,36252.00,28011.00,-93489.00,224085.00,235720.00,1528.00,-13163.00,-716192.00,219381.00,232106.00,49144.00,366720.00,22824.00,-33359.00,114850.00,882138.00,2158323.00,0.00,0.00,2160.00,37258.00,29752.00,-199018.00,-2064.00,28572.00,180016.00,1188003.00,107467.00,416486.00,540889.00,123161.00,108176.00,330169.00,1168.00,53044.00,-32847.00,144852.00,326338.00,408609.00
2000:Q2,2907067.00,3076679.00,3154461.00,859431.00,489957.00,1714658.00,90443.00,-28.00,-77782.00,1882322.00,-8328.00,-21268.00,-108536.00,443468.00,145875.00,-20396.00,-3073.00,26905.00,-274319.00,127497.00,24064.00,92781.00,-38688.00,-65588.00,704.00,26196.00,-302560.00,23610.00,391275.00,31356.00,383976.00,-10695.00,-19194.00,181541.00,813960.00,1960104.00,0.00,-8000.00,3194.00,-173357.00,110448.00,-401995.00,1836.00,-15882.00,132236.00,946111.00,199697.00,-20007.00,572252.00,194169.00,-202520.00,428753.00,2624.00,2458.00,-22670.00,340204.00,643308.00,-169612.00
2000:Q3,2932231.00,3077378.00,3152358.00,868699.00,485263.00,1741195.00,57233.00,-32.00,-74980.00,1941767.00,-1544.00,-68304.00,-71233.00,325415.00,186931.00,-9080.00,174137.00,40333.00,-279906.00,174446.00,26909.00,212356.00,114861.00,76704.00,2704.00,35453.00,-668286.00,105906.00,416246.00,46164.00,387312.00,-53538.00,18090.00,122124.00,916565.00,2016747.00,0.00,-4000.00,4228.00,-3076.00,56128.00,-280794.00,-2424.00,51927.00,172088.00,822717.00,58425.00,6516.00,562583.00,195193.00,-42924.00,416615.00,216.00,-29864.00,21418.00,258556.00,572860.00,-145147.00
2000:Q4,2856132.00,3209857.00,3165861.00,872670.00,487661.00,1751215.00,54343.00,-28.00,43996.00,1897005.00,5370.00,55172.00,-129054.00,494070.00,160846.00,-20168.00,263531.00,29067.00,-28673.00,-37859.00,19878.00,281118.00,212149.00,191660.00,804.00,19685.00,-507735.00,-33213.00,406153.00,45308.00,439836.00,-4250.00,-43483.00,133449.00,419025.00,1853009.00,0.00,-4000.00,-4.00,-67430.00,-4024.00,-214261.00,-1180.00,29879.00,122156.00,749508.00,39394.00,-26285.00,542742.00,193657.00,-335548.00,378919.00,1752.00,48806.00,-43099.00,254224.00,869882.00,-353725.00
2001:Q1,2891315.00,2923316.00,3075509.00,872830.00,501043.00,1732299.00,-30631.00,-32.00,-152193.00,1037434.00,-1154.00,-18328.00,-14796.00,395636.00,497765.00,-15480.00,-437772.00,26072.00,-118426.00,-509084.00,67710.00,95956.00,-71801.00,-57992.00,7552.00,-21361.00,-431174.00,9411.00,-237384.00,100692.00,406132.00,-21712.00,21573.00,133254.00,722572.00,1189627.00,0.00,0.00,1592.00,477659.00,-199164.00,133781.00,-2236.00,136378.00,408900.00,476422.00,-56255.00,-112139.00,470849.00,173966.00,-19400.00,-118490.00,636.00,-606.00,8597.00,180144.00,183073.00,-32001.00
2001:Q2,2866690.00,3180756.00,3096645.00,865924.00,517837.00,1724476.00,-11560.00,-32.00,84111.00,1017052.00,5040.00,-8664.00,-75533.00,369562.00,224830.00,-5608.00,-255488.00,-3588.00,-319876.00,25298.00,38557.00,4121.00,19352.00,18420.00,15744.00,-14812.00,-428315.00,253706.00,-63360.00,101916.00,374528.00,-6384.00,-15312.00,105521.00,421260.00,932940.00,0.00,0.00,1304.00,-1728.00,-131524.00,-371570.00,1124.00,90914.00,409328.00,858884.00,-54784.00,46377.00,740309.00,126982.00,-59100.00,-75474.00,2372.00,-24481.00,-18828.00,208264.00,41727.00,-314066.00
2001:Q3,2809658.00,3057840.00,3067064.00,870077.00,531939.00,1695191.00,-30115.00,-28.00,-9224.00,1532868.00,13868.00,-11180.00,69782.00,281455.00,273772.00,-17868.00,387892.00,-11814.00,85555.00,356212.00,79858.00,-121920.00,395108.00,365628.00,68.00,29412.00,-610188.00,-17218.00,-116300.00,13048.00,594404.00,78471.00,-18978.00,119951.00,96851.00,1542092.00,0.00,0.00,2232.00,471749.00,-44424.00,266697.00,-352.00,108897.00,140932.00,1142722.00,-52740.00,285305.00,822943.00,87214.00,-109400.00,-94700.00,28.00,81579.00,-28806.00,67072.00,9615.00,-248182.00
2001:Q4,2693969.00,2618821.00,3043642.00,937877.00,512125.00,1674501.00,-80829.00,-32.00,-424821.00,623431.00,508.00,5744.00,287181.00,205867.00,106425.00,-5376.00,88627.00,32182.00,57835.00,-213283.00,29249.00,182643.00,-148804.00,-188904.00,15860.00,24240.00,-245713.00,158162.00,-7859.00,80760.00,292000.00,-77400.00,-67035.00,136402.00,-186058.00,1048252.00,0.00,0.00,0.00,605644.00,42632.00,194137.00,-732.00,154552.00,215056.00,380566.00,-147009.00,-376450.00,689951.00,214074.00,-4600.00,-31349.00,2504.00,-28085.00,-27587.00,109788.00,41370.00,75148.00
2002:Q1,2705484.00,2598353.00,3095961.00,914802.00,538751.00,1642670.00,-214.00,-48.00,-497608.00,820910.00,-1934.00,1000.00,-272400.00,546835.00,-28065.00,-21976.00,92277.00,6991.00,-97044.00,39664.00,96257.00,46410.00,-80937.00,-59928.00,5856.00,-26865.00,-255499.00,140186.00,-128877.00,90972.00,478916.00,-89114.00,-71742.00,152316.00,268950.00,1318518.00,0.00,0.00,936.00,291787.00,-77770.00,46687.00,-1796.00,112094.00,212572.00,858829.00,-43946.00,-1253.00,795758.00,108270.00,-2476.00,82793.00,-272.00,-12001.00,-63474.00,91280.00,71116.00,107131.00
2002:Q2,2682287.00,2343529.00,3123836.00,919230.00,558380.00,1627158.00,19120.00,-52.00,-780307.00,773805.00,7190.00,9104.00,4178.00,160811.00,-106302.00,-5324.00,182171.00,-443.00,-124734.00,-162945.00,85349.00,384944.00,-132486.00,-139660.00,896.00,6278.00,-94083.00,116508.00,-2702.00,95288.00,378984.00,61331.00,-74233.00,118860.00,54509.00,1554112.00,0.00,0.00,600.00,640215.00,-56842.00,413815.00,1788.00,147830.00,133624.00,627301.00,-195212.00,-54227.00,745854.00,130886.00,23964.00,101636.00,4000.00,13392.00,-83545.00,17264.00,209286.00,338758.00
2002:Q3,2676150.00,2630086.00,3154344.00,941630.00,560928.00,1626545.00,25293.00,-52.00,-524258.00,973642.00,5424.00,12248.00,201626.00,468180.00,-6216.00,-21340.00,-62642.00,9835.00,1732.00,-194000.00,88219.00,31573.00,17562.00,-23628.00,-448.00,41638.00,-108989.00,-13814.00,-130527.00,60056.00,440716.00,1473.00,-69045.00,115736.00,63193.00,1497900.00,0.00,0.00,2416.00,444674.00,-47790.00,387694.00,1580.00,164458.00,-61268.00,933114.00,-117157.00,-1638.00,957107.00,94802.00,-114256.00,57310.00,-116.00,30523.00,-78845.00,45592.00,177488.00,46064.00
