date,FA386000105.Q,FA385090005.Q,FA385050005.Q,FA155111003.Q,FA385012005.Q,FA385013005.Q,FA145020005.Q,FA385420005.Q,FA385000005.Q,FA384090005.Q,FA313011005.Q,FA383091005.Q,FA383020005.Q,FA383030005.Q,FA383034005.Q,FA382051005.Q,FA384022005.Q,FA383069105.Q,FA383061105.Q,FA383061705.Q,FA383062005.Q,FA383063005.Q,FA384023005.Q,FA383069005.Q,FA383065005.Q,FA383066005.Q,FA383064105.Q,FA383064205.Q,FA383070005.Q,FA153040005.Q,FA153050005.Q,FA383078005.Q,FA152090205.Q,FA103092005.Q,FA383090005.Q,FA384190005.Q,FA313111303.Q,FA713014003.Q,FA313112003.Q,FA384122005.Q,FA103169100.Q,FA313161105.Q,FA313161705.Q,FA383162005.Q,FA103163003.Q,FA384123005.Q,FA383168005.Q,FA383169005.Q,FA383165005.Q,FA153166000.Q,FA103164103.Q,FA383170005.Q,FA313140003.Q,FA143178005.Q,FA112090205.Q,FA143192005.Q,FA383190005.Q,FA387005005.Q
1956:Q1,139578.00,153050.00,139784.00,37570.00,24347.00,71469.00,6398.00,0.00,13266.00,56844.00,-164.00,-136.00,9200.00,9700.00,0.00,-632.00,2196.00,1704.00,-2524.00,0.00,2248.00,768.00,4701.00,136.00,2824.00,1741.00,280.00,1204.00,4635.00,3400.00,17204.00,7945.00,751.00,1128.00,-4568.00,43579.00,0.00,0.00,8.00,1832.00,-40.00,-3984.00,-276.00,4444.00,1688.00,28845.00,7648.00,704.00,15096.00,5397.00,2088.00,5596.00,232.00,-5284.00,751.00,252.00,9258.00,-13472.00
1956:Q2,141449.00,161438.00,139589.00,37708.00,24595.00,73701.00,3585.00,0.00,21849.00,54751.00,-204.00,184.00,-2732.00,10632.00,0.00,-2252.00,6080.00,260.00,-2796.00,3232.00,3592.00,1792.00,1073.00,428.00,1748.00,-1103.00,-1876.00,108.00,9183.00,3636.00,17624.00,11849.00,-2442.00,1392.00,2496.00,32902.00,0.00,0.00,12.00,-6692.00,-116.00,-15108.00,272.00,4420.00,3840.00,26361.00,6876.00,268.00,15772.00,3445.00,936.00,9812.00,360.00,-5192.00,-2442.00,236.00,9511.00,-19989.00
1956:Q3,145267.00,162210.00,141823.00,37581.00,24199.00,76474.00,3569.00,0.00,20387.00,65153.00,620.00,-88.00,-1424.00,6100.00,0.00,7512.00,36.00,-400.00,-4484.00,1704.00,2536.00,680.00,2149.00,288.00,600.00,1261.00,-96.00,1364.00,9347.00,3564.00,18800.00,5913.00,-1400.00,2108.00,10648.00,44766.00,0.00,0.00,20.00,6000.00,240.00,-2308.00,-156.00,3956.00,4268.00,21037.00,3004.00,944.00,14136.00,2953.00,2292.00,6744.00,344.00,304.00,-1400.00,204.00,9221.00,-16943.00
1956:Q4,148702.00,152484.00,143303.00,39297.00,23790.00,77972.00,2244.00,0.00,9181.00,62929.00,2180.00,76.00,-1440.00,11424.00,0.00,-2344.00,1832.00,-948.00,1288.00,-2836.00,3024.00,1304.00,3853.00,1748.00,1672.00,433.00,1008.00,468.00,5499.00,3280.00,20424.00,7937.00,3164.00,2812.00,2756.00,53748.00,0.00,0.00,36.00,9336.00,-20.00,2268.00,-860.00,3840.00,4108.00,20757.00,2508.00,2028.00,13492.00,2729.00,3684.00,2696.00,276.00,3468.00,3164.00,72.00,10259.00,-3782.00
1957:Q1,150486.00,167160.00,145769.00,40011.00,23582.00,80014.00,2162.00,0.00,21391.00,75626.00,-232.00,240.00,13936.00,14396.00,0.00,-696.00,6972.00,1864.00,-464.00,316.00,2284.00,2972.00,4155.00,-368.00,3516.00,1007.00,-376.00,892.00,4657.00,2976.00,21516.00,9028.00,1114.00,1804.00,-4756.00,54235.00,0.00,0.00,28.00,14424.00,-136.00,5104.00,-164.00,3740.00,5880.00,23055.00,5280.00,1692.00,12888.00,3195.00,3040.00,5048.00,184.00,-2796.00,1114.00,84.00,10054.00,-16674.00
1957:Q2,150243.00,167107.00,145509.00,39608.00,23145.00,80099.00,2657.00,0.00,21598.00,51755.00,292.00,-88.00,-9240.00,13300.00,0.00,-4472.00,7052.00,-688.00,2044.00,3100.00,1848.00,748.00,307.00,-976.00,1948.00,-665.00,460.00,860.00,801.00,2668.00,22912.00,10156.00,-33.00,4652.00,2128.00,30157.00,0.00,0.00,44.00,-6336.00,-4.00,-16572.00,-40.00,4420.00,5860.00,22847.00,7184.00,1384.00,11252.00,3027.00,3612.00,704.00,88.00,-2860.00,-33.00,192.00,11899.00,-16864.00
1957:Q3,149806.00,168885.00,147480.00,39331.00,23067.00,82274.00,2808.00,0.00,21405.00,70658.00,1016.00,-92.00,2440.00,7824.00,0.00,8968.00,3024.00,72.00,-1344.00,500.00,2552.00,1244.00,2931.00,692.00,1844.00,395.00,-1960.00,860.00,1177.00,2596.00,23364.00,8576.00,82.00,1492.00,8360.00,49253.00,0.00,0.00,32.00,19324.00,-76.00,9228.00,-412.00,4532.00,6052.00,17231.00,-700.00,2628.00,12332.00,2971.00,1196.00,2528.00,48.00,-1036.00,82.00,-16.00,9864.00,-19079.00
1957:Q4,139788.00,146123.00,139071.00,38947.00,23024.00,81618.00,-4518.00,0.00,7052.00,40834.00,140.00,-88.00,-9828.00,13644.00,0.00,-1688.00,560.00,452.00,-936.00,-360.00,2108.00,-704.00,4083.00,2044.00,2520.00,-481.00,-1824.00,728.00,-2731.00,2712.00,22764.00,7112.00,410.00,1400.00,3440.00,33781.00,0.00,0.00,40.00,7340.00,392.00,-6632.00,1908.00,5336.00,6336.00,10727.00,-3508.00,576.00,12304.00,1355.00,1916.00,3468.00,28.00,-1840.00,410.00,288.00,11405.00,-6335.00
1958:Q1,133666.00,156434.00,132851.00,36569.00,22162.00,78129.00,-4009.00,0.00,23583.00,59864.00,376.00,116.00,11116.00,19596.00,0.00,-248.00,-5164.00,2248.00,-9768.00,-1676.00,804.00,3228.00,4381.00,1120.00,3452.00,-191.00,-1964.00,1304.00,4907.00,2884.00,21576.00,4077.00,2987.00,576.00,-6656.00,36281.00,0.00,0.00,64.00,21048.00,1060.00,5128.00,2136.00,5264.00,7460.00,10677.00,-3792.00,3256.00,12476.00,-1263.00,884.00,-3672.00,28.00,-5996.00,2987.00,104.00,10157.00,-22768.00
1958:Q2,129560.00,135472.00,131250.00,35862.00,22343.00,77280.00,-4235.00,0.00,4222.00,64856.00,52.00,-112.00,11160.00,20200.00,0.00,-7032.00,-2664.00,-700.00,3284.00,-1132.00,-1388.00,-2728.00,3085.00,840.00,3188.00,-943.00,-1568.00,1812.00,1847.00,3100.00,21216.00,6541.00,1887.00,1684.00,3648.00,60634.00,0.00,0.00,48.00,26996.00,452.00,19588.00,-2792.00,5428.00,4320.00,11717.00,-1816.00,1076.00,13564.00,-1107.00,3432.00,8072.00,44.00,-4640.00,1887.00,56.00,13022.00,-5912.00
1958:Q3,137821.00,151900.00,139845.00,36569.00,23992.00,77737.00,1547.00,0.00,12055.00,66243.00,-36.00,160.00,-9192.00,10164.00,0.00,8372.00,-10344.00,-1104.00,-13444.00,240.00,2128.00,1836.00,5061.00,1760.00,2136.00,1165.00,-772.00,1488.00,15263.00,3176.00,21616.00,9625.00,3222.00,580.00,7860.00,54188.00,0.00,0.00,12.00,6592.00,-272.00,-4656.00,612.00,5124.00,5784.00,19341.00,1556.00,948.00,16056.00,781.00,1940.00,12732.00,64.00,-784.00,3222.00,12.00,11057.00,-14079.00
1958:Q4,145911.00,153336.00,150396.00,37773.00,26498.00,80890.00,5235.00,0.00,2940.00,88055.00,-548.00,-92.00,8744.00,13364.00,0.00,-2704.00,12712.00,-936.00,10332.00,-1360.00,4020.00,656.00,6457.00,1696.00,4188.00,573.00,-3384.00,1028.00,6487.00,3132.00,22612.00,11709.00,3442.00,1500.00,3596.00,85115.00,0.00,0.00,28.00,29472.00,-296.00,19056.00,-280.00,5984.00,5008.00,28937.00,3676.00,2948.00,19632.00,2681.00,1616.00,8412.00,88.00,1040.00,3442.00,204.00,11876.00,-7425.00
1959:Q1,154062.00,151802.00,158190.00,40618.00,29413.00,84283.00,3876.00,0.00,-6388.00,66840.00,-680.00,-24.00,9072.00,9484.00,0.00,-4852.00,14700.00,1484.00,8780.00,288.00,2776.00,1372.00,8375.00,1436.00,4992.00,1947.00,-1568.00,1724.00,6773.00,3184.00,23268.00,2547.00,-2925.00,1044.00,-3282.00,73227.00,0.00,0.00,24.00,16704.00,-212.00,10312.00,-1440.00,5676.00,2368.00,31035.00,3208.00,2816.00,18452.00,6559.00,2044.00,10960.00,108.00,4280.00,-2925.00,216.00,10782.00,2260.00
1959:Q2,162682.00,164328.00,165958.00,42307.00,30441.00,85922.00,7288.00,0.00,-1630.00,80448.00,1260.00,-24.00,696.00,13200.00,0.00,-816.00,20772.00,812.00,12336.00,4504.00,3552.00,-432.00,4643.00,520.00,4024.00,99.00,-2472.00,1224.00,8285.00,3208.00,24788.00,6150.00,-7727.00,1660.00,5601.00,82078.00,0.00,0.00,60.00,17600.00,-596.00,8740.00,68.00,5940.00,3448.00,38835.00,8840.00,3384.00,19832.00,6779.00,2952.00,9332.00,124.00,7936.00,-7727.00,328.00,12638.00,-1646.00
1959:Q3,155727.00,164897.00,160900.00,43118.00,29803.00,87595.00,384.00,0.00,3997.00,63053.00,640.00,32.00,6056.00,6584.00,0.00,3992.00,13396.00,-1144.00,7024.00,2744.00,4632.00,140.00,2583.00,-48.00,2368.00,263.00,-4536.00,1484.00,3453.00,3444.00,25376.00,-86.00,-6828.00,788.00,6675.00,59056.00,0.00,0.00,20.00,19044.00,-88.00,10192.00,-12.00,6680.00,2272.00,35863.00,6656.00,1344.00,19724.00,8139.00,1040.00,1972.00,112.00,-2100.00,-6828.00,216.00,9716.00,-9170.00
1959:Q4,156580.00,148041.00,160557.00,41040.00,28859.00,86538.00,4120.00,0.00,-12516.00,45488.00,-944.00,-52.00,-6736.00,9436.00,0.00,-1688.00,15140.00,328.00,10868.00,392.00,3280.00,272.00,1091.00,-5908.00,2828.00,4171.00,-4308.00,1244.00,601.00,3848.00,25172.00,-222.00,-592.00,1560.00,1938.00,58004.00,0.00,0.00,52.00,10928.00,-476.00,3316.00,-1212.00,5072.00,4228.00,32151.00,748.00,3056.00,18932.00,9415.00,2276.00,2792.00,92.00,-1620.00,-592.00,80.00,11845.00,8539.00
1960:Q1,170659.00,181283.00,171958.00,42424.00,29787.00,88548.00,11200.00,-1.00,9325.00,70773.00,-468.00,-44.00,4904.00,8908.00,0.00,-1688.00,18324.00,4444.00,7008.00,-2776.00,4360.00,5288.00,-16.00,-340.00,3304.00,-2980.00,-2728.00,1272.00,14660.00,3756.00,24124.00,-753.00,-200.00,2540.00,-1817.00,61449.00,0.00,0.00,52.00,2476.00,164.00,-4876.00,-252.00,5752.00,1688.00,32064.00,7752.00,3648.00,17236.00,3428.00,1404.00,13880.00,84.00,-468.00,-200.00,300.00,11857.00,-10624.00
1960:Q2,164867.00,159324.00,163565.00,43337.00,27480.00,89524.00,3224.00,0.00,-4241.00,51030.00,-260.00,76.00,2896.00,13488.00,0.00,-616.00,7556.00,532.00,-1984.00,3008.00,4116.00,1884.00,3772.00,284.00,2820.00,668.00,-4040.00,1412.00,768.00,3508.00,23492.00,-1725.00,-1772.00,2232.00,243.00,55271.00,0.00,0.00,36.00,7912.00,768.00,-2692.00,1000.00,5272.00,3564.00,31164.00,4536.00,4180.00,16332.00,6116.00,1476.00,3816.00,72.00,-380.00,-1772.00,332.00,12615.00,5543.00
1960:Q3,165131.00,165103.00,164047.00,42862.00,26706.00,90159.00,4320.00,0.00,1056.00,50225.00,-308.00,204.00,6180.00,16348.00,0.00,620.00,-14776.00,-516.00,-14872.00,-1920.00,2224.00,308.00,3656.00,1980.00,2632.00,-956.00,-3900.00,1072.00,7696.00,3068.00,23344.00,-1551.00,-855.00,2896.00,6530.00,49169.00,0.00,0.00,48.00,8976.00,492.00,1832.00,-1728.00,5252.00,3128.00,25176.00,1052.00,2124.00,18068.00,3932.00,1600.00,5100.00,68.00,-4128.00,-855.00,296.00,12887.00,28.00
1960:Q4,158198.00,146949.00,152550.00,41708.00,26754.00,89900.00,-5812.00,0.00,-5601.00,37029.00,-632.00,-224.00,-8484.00,20420.00,0.00,-1324.00,-5068.00,-504.00,-7600.00,-1428.00,2364.00,2100.00,7200.00,2904.00,3900.00,396.00,-4424.00,440.00,-516.00,2580.00,23700.00,-1859.00,-721.00,3612.00,2329.00,42630.00,0.00,0.00,52.00,11328.00,392.00,728.00,-64.00,4964.00,5308.00,23604.00,360.00,3092.00,17488.00,2664.00,980.00,-3128.00,80.00,-1384.00,-721.00,52.00,11767.00,11249.00
1961:Q1,158872.00,143429.00,155410.00,39355.00,26928.00,91673.00,-2548.00,2.00,-11981.00,41146.00,-186.00,164.00,398.00,24444.00,0.00,1020.00,-8892.00,1112.00,-7684.00,-2888.00,460.00,108.00,2085.00,-476.00,5268.00,-2707.00,-1516.00,1716.00,6655.00,2752.00,23396.00,-2757.00,-5154.00,2968.00,-5947.00,53127.00,0.00,0.00,20.00,6680.00,-884.00,172.00,568.00,5380.00,1444.00,28521.00,7640.00,1760.00,17436.00,1685.00,2680.00,8112.00,84.00,-2264.00,-5154.00,216.00,14231.00,15443.00
1961:Q2,162462.00,177633.00,160993.00,40360.00,27101.00,91739.00,1792.00,1.00,16640.00,82799.00,514.00,96.00,-446.00,23124.00,0.00,-316.00,9776.00,124.00,1292.00,916.00,4076.00,3368.00,5381.00,1788.00,3276.00,317.00,-3140.00,1320.00,10883.00,3172.00,23936.00,228.00,963.00,2068.00,5240.00,66158.00,0.00,0.00,64.00,20496.00,768.00,8032.00,-68.00,3952.00,7812.00,20353.00,-476.00,2956.00,18392.00,-519.00,4672.00,5320.00,88.00,1108.00,963.00,312.00,12783.00,-15171.00
1961:Q3,171127.00,166194.00,170284.00,41535.00,28576.00,93516.00,6656.00,1.00,-4090.00,74750.00,1632.00,100.00,13940.00,15772.00,0.00,2224.00,-7684.00,-2004.00,-5208.00,2380.00,-1032.00,-1820.00,3605.00,-320.00,3160.00,765.00,-4624.00,1548.00,10303.00,3692.00,23996.00,1766.00,625.00,2812.00,5043.00,78839.00,0.00,0.00,64.00,26168.00,608.00,16708.00,-168.00,6192.00,2828.00,28321.00,2592.00,2140.00,21432.00,2157.00,1532.00,7696.00,96.00,1124.00,625.00,200.00,13013.00,4933.00
1961:Q4,178730.00,163218.00,175929.00,43494.00,29610.00,96827.00,5996.00,2.00,-12711.00,64522.00,-1320.00,-8.00,-2508.00,18316.00,0.00,-2444.00,7644.00,524.00,5028.00,228.00,2608.00,-744.00,6253.00,708.00,4232.00,1313.00,-8056.00,2100.00,6299.00,4172.00,24088.00,2896.00,4507.00,2228.00,356.00,77234.00,0.00,0.00,68.00,18576.00,808.00,5388.00,896.00,5988.00,5496.00,34269.00,-96.00,3960.00,24980.00,5425.00,-400.00,3748.00,104.00,2516.00,4507.00,364.00,13482.00,15512.00
1962:Q1,180751.00,172314.00,182320.00,44501.00,30138.00,98273.00,9408.00,0.00,-10006.00,72164.00,-804.00,-8.00,5444.00,32988.00,0.00,384.00,184.00,1636.00,-912.00,-536.00,-536.00,532.00,5455.00,1144.00,4052.00,259.00,-5932.00,1512.00,6809.00,4128.00,23432.00,216.00,1547.00,2032.00,-5223.00,82170.00,0.00,0.00,32.00,19712.00,-156.00,9188.00,732.00,6644.00,3304.00,32495.00,9264.00,120.00,19560.00,3551.00,244.00,8772.00,116.00,2452.00,1547.00,312.00,16487.00,8437.00
1962:Q2,182169.00,186195.00,182031.00,45756.00,31090.00,99742.00,5444.00,-1.00,4164.00,73250.00,700.00,128.00,2236.00,27324.00,0.00,-164.00,4508.00,1648.00,3980.00,388.00,-1432.00,-76.00,8787.00,4952.00,1788.00,2047.00,-8816.00,1548.00,3781.00,3952.00,23036.00,910.00,-609.00,2716.00,3213.00,69086.00,0.00,0.00,36.00,18632.00,276.00,6016.00,1232.00,4932.00,6176.00,32627.00,1208.00,280.00,23072.00,8067.00,576.00,3180.00,124.00,2412.00,-609.00,480.00,11628.00,-4026.00
1962:Q3,185053.00,177676.00,185207.00,46241.00,31006.00,101774.00,6188.00,-2.00,-7531.00,70480.00,-1856.00,-76.00,4524.00,20772.00,0.00,3648.00,-2856.00,1308.00,-3324.00,1288.00,916.00,-3044.00,3159.00,1020.00,1428.00,711.00,-5180.00,328.00,10597.00,3648.00,23236.00,340.00,421.00,3084.00,6691.00,78010.00,0.00,0.00,-32.00,5844.00,464.00,-108.00,-1460.00,4640.00,2308.00,40755.00,7864.00,3276.00,24380.00,5235.00,256.00,12128.00,132.00,1780.00,421.00,200.00,16526.00,7377.00
1962:Q4,188140.00,178041.00,184301.00,48087.00,30774.00,102077.00,3364.00,-1.00,-6260.00,64538.00,-490.00,-544.00,4434.00,30328.00,0.00,-1784.00,2988.00,-512.00,4816.00,-1212.00,-176.00,72.00,3643.00,32.00,2796.00,815.00,-6324.00,796.00,-2671.00,3340.00,24384.00,635.00,937.00,2960.00,1907.00,70798.00,0.00,0.00,44.00,24592.00,-168.00,13164.00,1668.00,5588.00,4340.00,40295.00,2516.00,4132.00,26864.00,6783.00,400.00,-6248.00,128.00,-2320.00,937.00,236.00,12734.00,10099.00
1963:Q1,192835.00,168550.00,189560.00,48758.00,31630.00,102304.00,6868.00,0.00,-21010.00,71967.00,210.00,152.00,2798.00,31552.00,0.00,-1868.00,1204.00,2856.00,-408.00,-3896.00,872.00,1780.00,4079.00,528.00,2744.00,807.00,-5008.00,944.00,10373.00,3828.00,24856.00,-671.00,2265.00,3752.00,-6499.00,92976.00,0.00,0.00,36.00,16364.00,-160.00,7532.00,340.00,4908.00,3744.00,42075.00,8072.00,3760.00,22384.00,7859.00,-20.00,12656.00,132.00,424.00,2265.00,152.00,18893.00,24285.00
1963:Q2,199025.00,210217.00,192989.00,49956.00,33544.00,104653.00,4836.00,0.00,17228.00,98068.00,276.00,484.00,8500.00,26952.00,0.00,4.00,10524.00,1796.00,5676.00,2932.00,1188.00,-1068.00,5891.00,4036.00,920.00,935.00,-7784.00,608.00,7489.00,4092.00,26072.00,3458.00,633.00,3332.00,7537.00,80840.00,0.00,0.00,40.00,19740.00,-512.00,8864.00,16.00,6908.00,4464.00,40187.00,896.00,4852.00,27160.00,7279.00,-44.00,5252.00,136.00,2980.00,633.00,436.00,11479.00,-11192.00
1963:Q3,200648.00,194203.00,198873.00,50716.00,33759.00,108682.00,5716.00,0.00,-4670.00,76184.00,-544.00,-260.00,2752.00,21932.00,0.00,4016.00,-2872.00,-1068.00,-656.00,576.00,324.00,-2048.00,2755.00,592.00,420.00,1743.00,-5816.00,1436.00,5741.00,4380.00,27340.00,2459.00,2238.00,2708.00,7919.00,80854.00,0.00,0.00,36.00,2124.00,-216.00,-2632.00,-1200.00,4052.00,2120.00,47875.00,5596.00,4300.00,28732.00,9247.00,384.00,9384.00,132.00,1644.00,2238.00,428.00,16609.00,6445.00
1963:Q4,205870.00,199107.00,201573.00,51678.00,35037.00,109796.00,5064.00,-2.00,-2466.00,82536.00,200.00,-1212.00,2112.00,33280.00,0.00,-6996.00,13032.00,-112.00,7996.00,3036.00,1048.00,1064.00,3919.00,1412.00,1220.00,1287.00,-10220.00,960.00,3421.00,4648.00,28360.00,1959.00,3558.00,3452.00,2063.00,85002.00,0.00,0.00,72.00,16504.00,-32.00,6528.00,160.00,5092.00,4756.00,48383.00,5148.00,4520.00,28996.00,9719.00,-1684.00,3848.00,124.00,508.00,3558.00,-84.00,13773.00,6763.00
1964:Q1,210855.00,190477.00,207298.00,53716.00,36864.00,111595.00,5124.00,-1.00,-16821.00,73273.00,-60.00,544.00,-1860.00,25976.00,0.00,-520.00,4260.00,3500.00,1552.00,-2080.00,2016.00,-728.00,12303.00,6748.00,3292.00,2263.00,-2420.00,120.00,5365.00,4336.00,29420.00,-1139.00,2791.00,3100.00,-8943.00,90094.00,0.00,0.00,76.00,12820.00,-344.00,6316.00,-964.00,5104.00,2708.00,48767.00,8984.00,3972.00,25072.00,10739.00,2548.00,3796.00,112.00,632.00,2791.00,340.00,18212.00,20378.00
1964:Q2,213227.00,229236.00,209249.00,55089.00,35675.00,114029.00,4456.00,0.00,19987.00,102076.00,-700.00,368.00,9440.00,27748.00,0.00,4176.00,13832.00,1912.00,7440.00,2308.00,3980.00,-1808.00,-2781.00,-2100.00,-48.00,-633.00,-5320.00,1188.00,8153.00,4348.00,30432.00,781.00,227.00,3696.00,6488.00,82089.00,0.00,0.00,64.00,18152.00,140.00,4800.00,1516.00,6612.00,5084.00,40663.00,652.00,3768.00,27388.00,8855.00,3128.00,6468.00,96.00,1476.00,227.00,408.00,11407.00,-16009.00
1964:Q3,218120.00,227443.00,212990.00,56847.00,35240.00,116213.00,4692.00,-2.00,14453.00,113836.00,-382.00,224.00,21850.00,25812.00,0.00,1240.00,-4876.00,688.00,-8116.00,884.00,1192.00,476.00,9991.00,6392.00,1764.00,1835.00,-6356.00,1144.00,15905.00,4428.00,31692.00,1138.00,1187.00,3868.00,6971.00,99383.00,0.00,0.00,56.00,17960.00,-12.00,8316.00,276.00,6596.00,2784.00,48767.00,6140.00,3096.00,29452.00,10079.00,748.00,12772.00,96.00,420.00,1187.00,196.00,17180.00,-9323.00
1964:Q4,222607.00,202582.00,213533.00,54996.00,35343.00,118178.00,5016.00,0.00,-10951.00,89823.00,490.00,-724.00,1526.00,35744.00,0.00,-7712.00,9152.00,708.00,3328.00,-512.00,2980.00,2648.00,2851.00,-412.00,2080.00,1183.00,-13780.00,1472.00,8429.00,4552.00,32920.00,233.00,5346.00,3596.00,5728.00,100774.00,0.00,0.00,-100.00,21236.00,844.00,6232.00,2592.00,6168.00,5400.00,51131.00,12124.00,1552.00,29200.00,8255.00,-1844.00,9064.00,112.00,-660.00,5346.00,252.00,16236.00,20025.00
1965:Q1,235219.00,209761.00,229754.00,60357.00,35431.00,122423.00,11544.00,-1.00,-19993.00,91487.00,-176.00,-256.00,-472.00,34280.00,0.00,3524.00,3196.00,1360.00,1956.00,-672.00,1260.00,-708.00,8139.00,3416.00,2060.00,2663.00,-7952.00,2156.00,11713.00,4392.00,33644.00,-601.00,3236.00,6216.00,-9552.00,111480.00,0.00,0.00,136.00,12412.00,-1516.00,3460.00,-36.00,6768.00,3736.00,57839.00,16180.00,4140.00,25552.00,11967.00,-224.00,17192.00,124.00,2236.00,3236.00,772.00,17757.00,25458.00
1965:Q2,236861.00,252871.00,230777.00,60265.00,35792.00,126151.00,8568.00,1.00,22094.00,111620.00,2128.00,-844.00,7952.00,27992.00,0.00,3064.00,9076.00,640.00,5032.00,3652.00,1528.00,-1776.00,2515.00,3468.00,-408.00,-545.00,-10368.00,672.00,13961.00,4932.00,34312.00,-113.00,1735.00,4788.00,9818.00,89526.00,0.00,0.00,148.00,14868.00,-184.00,1008.00,-376.00,8024.00,6396.00,44895.00,1644.00,4464.00,26988.00,11799.00,1320.00,11740.00,136.00,1556.00,1735.00,-24.00,13152.00,-16010.00
1965:Q3,238887.00,254270.00,238622.00,62016.00,35982.00,131332.00,9292.00,0.00,15648.00,112701.00,-674.00,280.00,8578.00,29660.00,0.00,2708.00,0.00,-884.00,-5716.00,2716.00,2700.00,1184.00,3459.00,2332.00,-236.00,1363.00,-8792.00,3356.00,16629.00,5096.00,36176.00,2159.00,3467.00,3896.00,6704.00,97053.00,0.00,0.00,192.00,6776.00,24.00,-9616.00,2052.00,7544.00,6772.00,51167.00,10880.00,2084.00,28876.00,9327.00,52.00,14428.00,140.00,1488.00,3467.00,652.00,18691.00,-15383.00
1965:Q4,242292.00,252375.00,243935.00,64274.00,36263.00,135814.00,7584.00,0.00,8440.00,136814.00,-232.00,-428.00,3952.00,36656.00,0.00,-3960.00,6024.00,1072.00,4524.00,-392.00,4676.00,-3856.00,7215.00,4540.00,1332.00,1343.00,-15104.00,2312.00,14677.00,4880.00,38516.00,3787.00,6610.00,4272.00,27637.00,128375.00,0.00,0.00,460.00,24684.00,364.00,15052.00,152.00,6612.00,2504.00,62367.00,19308.00,7116.00,28488.00,7455.00,-1260.00,11836.00,136.00,3052.00,6610.00,484.00,20006.00,-10083.00
1966:Q1,254459.00,250604.00,259944.00,67403.00,36708.00,141961.00,13872.00,0.00,-9340.00,102226.00,-816.00,412.00,-6264.00,22460.00,0.00,1448.00,24516.00,6324.00,9660.00,2472.00,3180.00,2880.00,6135.00,2560.00,1392.00,2183.00,-9184.00,4048.00,14321.00,4696.00,39944.00,318.00,1199.00,4224.00,-5231.00,111566.00,0.00,0.00,712.00,23992.00,-616.00,4708.00,1396.00,6652.00,11852.00,53167.00,8008.00,6588.00,28504.00,10067.00,-528.00,12140.00,116.00,3124.00,1199.00,512.00,17131.00,3855.00
1966:Q2,252861.00,284904.00,256838.00,64987.00,35130.00,144403.00,12316.00,2.00,28066.00,121824.00,210.00,132.00,13754.00,21916.00,0.00,768.00,16604.00,468.00,-420.00,13272.00,3308.00,-24.00,4867.00,3096.00,2816.00,-1045.00,-7024.00,1620.00,18249.00,4568.00,41008.00,-9899.00,1474.00,5252.00,8325.00,93758.00,0.00,0.00,1204.00,17840.00,512.00,-8168.00,7052.00,8176.00,10268.00,50187.00,13356.00,5016.00,26348.00,5467.00,6032.00,9096.00,112.00,-5380.00,1474.00,468.00,12725.00,-32043.00
1966:Q3,255719.00,281579.00,261182.00,67414.00,33798.00,148118.00,11852.00,0.00,20397.00,115567.00,-512.00,60.00,-3108.00,11536.00,0.00,7000.00,13456.00,108.00,1472.00,3444.00,2256.00,6176.00,8743.00,5700.00,3588.00,-545.00,-6800.00,1572.00,18613.00,4628.00,42108.00,2160.00,5483.00,5008.00,5620.00,95170.00,0.00,0.00,788.00,15656.00,1628.00,1520.00,-2136.00,4912.00,9732.00,38307.00,10660.00,1908.00,22104.00,3635.00,1068.00,13884.00,104.00,976.00,5483.00,-212.00,19116.00,-25860.00
1966:Q4,262120.00,250113.00,266129.00,67696.00,31023.00,150905.00,16504.00,1.00,-16016.00,92458.00,94.00,-188.00,918.00,21996.00,0.00,-1956.00,17112.00,8028.00,2876.00,1124.00,5724.00,-640.00,4771.00,1108.00,3780.00,-117.00,-16308.00,2148.00,8125.00,4884.00,43348.00,1718.00,5827.00,6208.00,-6238.00,108475.00,0.00,0.00,892.00,31256.00,1776.00,16164.00,-892.00,5204.00,9004.00,43183.00,13956.00,6912.00,17752.00,4563.00,-1536.00,7320.00,96.00,-2240.00,5827.00,684.00,22993.00,12007.00
1967:Q1,257037.00,265162.00,263184.00,66166.00,30311.00,151286.00,15423.00,-2.00,1978.00,95826.00,-1874.00,264.00,10634.00,48200.00,0.00,-4448.00,-13700.00,7828.00,-18380.00,-840.00,-6220.00,3912.00,16023.00,8936.00,4536.00,2551.00,-11108.00,2068.00,3749.00,5896.00,42936.00,-1517.00,6677.00,4500.00,-12475.00,93848.00,0.00,0.00,852.00,34800.00,3212.00,7776.00,5496.00,5744.00,12572.00,28871.00,2044.00,6184.00,16776.00,3867.00,1008.00,348.00,96.00,1348.00,6677.00,652.00,19196.00,-8125.00
1967:Q2,256344.00,271881.00,259537.00,69309.00,33781.00,150107.00,6341.00,-1.00,12344.00,62868.00,812.00,-432.00,-664.00,41856.00,0.00,316.00,-13040.00,-120.00,-6804.00,156.00,-6608.00,336.00,3879.00,5048.00,412.00,-1581.00,-15724.00,-80.00,10181.00,4948.00,44316.00,-24881.00,-1090.00,3600.00,8872.00,50524.00,0.00,0.00,872.00,11304.00,2664.00,-21444.00,7424.00,8184.00,14476.00,28399.00,1328.00,3008.00,19936.00,4127.00,1920.00,8984.00,96.00,-16128.00,-1090.00,692.00,15476.00,-15537.00
