1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1957:Q4,6298.00,48.00,68.00,0.00,16.00,1076.00,0.00,-220.00,96.00,1200.00,144.00,980.00,0.00,3966.00,0.00,20.00,3886.00,60.00,6300.00
1958:Q1,5240.00,36.00,72.00,0.00,20.00,1108.00,0.00,-152.00,92.00,1168.00,144.00,1024.00,0.00,2836.00,0.00,60.00,2740.00,36.00,5240.00
1958:Q2,4536.00,28.00,76.00,0.00,12.00,1152.00,0.00,64.00,-96.00,1184.00,144.00,1064.00,0.00,2060.00,0.00,84.00,1956.00,20.00,4536.00
1958:Q3,4380.00,24.00,76.00,0.00,16.00,1228.00,0.00,-4.00,16.00,1216.00,160.00,1124.00,0.00,1752.00,0.00,104.00,1632.00,16.00,4380.00
1958:Q4,4776.00,32.00,80.00,0.00,24.00,1308.00,0.00,60.00,0.00,1248.00,188.00,1208.00,0.00,1936.00,0.00,116.00,1788.00,32.00,4776.00
1959:Q1,5330.00,36.00,84.00,0.00,28.00,824.00,0.00,76.00,64.00,684.00,216.00,1360.00,0.00,2782.00,0.00,60.00,2654.00,68.00,5332.00
1959:Q2,5982.00,44.00,84.00,0.00,28.00,1244.00,0.00,140.00,108.00,996.00,240.00,1552.00,0.00,2790.00,0.00,104.00,2618.00,68.00,5984.00
1959:Q3,6238.00,44.00,88.00,0.00,36.00,1128.00,0.00,192.00,52.00,884.00,260.00,1216.00,0.00,3466.00,0.00,40.00,3326.00,100.00,6240.00
1959:Q4,5934.00,32.00,92.00,0.00,32.00,1520.00,0.00,96.00,12.00,1412.00,272.00,1448.00,0.00,2538.00,0.00,108.00,2350.00,80.00,5936.00
1960:Q1,5270.00,12.00,96.00,0.00,40.00,1076.00,0.00,-244.00,240.00,1080.00,296.00,1508.00,0.00,2242.00,0.00,8.00,2106.00,128.00,5272.00
1960:Q2,4578.00,-8.00,104.00,0.00,40.00,904.00,0.00,-240.00,112.00,1032.00,328.00,1568.00,0.00,1642.00,0.00,92.00,1434.00,116.00,4580.00
1960:Q3,4022.00,0.00,104.00,0.00,44.00,1140.00,0.00,-148.00,-4.00,1292.00,328.00,1476.00,0.00,930.00,0.00,4.00,778.00,148.00,4024.00
1960:Q4,3574.00,40.00,104.00,0.00,36.00,1668.00,0.00,-12.00,-80.00,1760.00,296.00,1676.00,0.00,-246.00,0.00,160.00,-478.00,72.00,3576.00
1961:Q1,3138.00,88.00,112.00,0.00,36.00,416.00,0.00,8.00,-24.00,432.00,272.00,1740.00,0.00,474.00,0.00,176.00,250.00,48.00,3140.00
1961:Q2,2810.00,132.00,116.00,0.00,28.00,1272.00,0.00,68.00,-64.00,1268.00,244.00,1752.00,0.00,-734.00,0.00,68.00,-878.00,76.00,2812.00
1961:Q3,2370.00,136.00,124.00,0.00,28.00,868.00,0.00,4.00,36.00,828.00,244.00,1828.00,0.00,-858.00,0.00,92.00,-1018.00,68.00,2372.00
1961:Q4,1822.00,100.00,124.00,0.00,36.00,1332.00,0.00,-16.00,88.00,1260.00,276.00,1908.00,0.00,-1954.00,0.00,172.00,-2182.00,56.00,1824.00
1962:Q1,1294.00,68.00,132.00,0.00,56.00,872.00,0.00,-12.00,136.00,748.00,296.00,1484.00,128.00,-1742.00,0.00,36.00,-1958.00,180.00,1296.00
1962:Q2,974.00,40.00,132.00,0.00,68.00,1432.00,0.00,112.00,64.00,1256.00,316.00,2272.00,312.00,-3598.00,0.00,-252.00,-3690.00,344.00,976.00
1962:Q3,926.00,32.00,144.00,0.00,68.00,632.00,0.00,196.00,-8.00,444.00,324.00,1484.00,204.00,-1962.00,0.00,120.00,-2286.00,204.00,928.00
1962:Q4,1154.00,48.00,144.00,0.00,56.00,1596.00,0.00,228.00,-84.00,1452.00,328.00,1792.00,72.00,-2882.00,0.00,208.00,-3210.00,120.00,1156.00
1963:Q1,1520.00,56.00,152.00,0.00,44.00,1208.00,0.00,84.00,28.00,1096.00,324.00,1096.00,16.00,-1376.00,0.00,140.00,-1604.00,88.00,1524.00
1963:Q2,2000.00,56.00,156.00,0.00,20.00,1380.00,0.00,80.00,8.00,1292.00,312.00,2008.00,-60.00,-1872.00,0.00,124.00,-2028.00,32.00,2004.00
1963:Q3,2448.00,68.00,164.00,0.00,32.00,1428.00,0.00,-44.00,128.00,1344.00,336.00,1744.00,-44.00,-1280.00,0.00,120.00,-1460.00,60.00,2452.00
1963:Q4,2796.00,84.00,168.00,0.00,64.00,1032.00,0.00,116.00,-20.00,936.00,404.00,2096.00,28.00,-1080.00,0.00,124.00,-1388.00,184.00,2800.00
1964:Q1,3069.00,116.00,176.00,0.00,104.00,1388.00,0.00,580.00,48.00,760.00,548.00,1800.00,56.00,-1119.00,0.00,180.00,-1595.00,296.00,3072.00
1964:Q2,3381.00,192.00,184.00,0.00,144.00,1232.00,0.00,-620.00,-40.00,1892.00,596.00,1816.00,148.00,-931.00,0.00,152.00,-1535.00,452.00,3384.00
1964:Q3,3785.00,28.00,188.00,0.00,144.00,936.00,0.00,-12.00,-32.00,980.00,536.00,1688.00,132.00,133.00,0.00,144.00,-483.00,472.00,3788.00
1964:Q4,4253.00,140.00,196.00,0.00,120.00,2152.00,0.00,160.00,356.00,1636.00,552.00,1780.00,152.00,-839.00,0.00,140.00,-1347.00,368.00,4256.00
1965:Q1,4710.00,-560.00,208.00,0.00,92.00,1700.00,0.00,584.00,-228.00,1344.00,564.00,2440.00,48.00,218.00,0.00,128.00,-186.00,276.00,4716.00
1965:Q2,5450.00,-96.00,212.00,0.00,68.00,864.00,0.00,-600.00,0.00,1464.00,1024.00,2408.00,76.00,894.00,0.00,24.00,634.00,236.00,5456.00
1965:Q3,6346.00,128.00,220.00,0.00,68.00,488.00,0.00,-756.00,84.00,1160.00,492.00,2628.00,-48.00,2370.00,0.00,280.00,1962.00,128.00,6352.00
1965:Q4,7298.00,724.00,228.00,0.00,88.00,1136.00,0.00,244.00,72.00,820.00,348.00,2520.00,-4.00,2258.00,0.00,184.00,1830.00,244.00,7304.00
1966:Q1,8053.00,64.00,240.00,0.00,104.00,3176.00,0.00,-180.00,36.00,3320.00,492.00,2216.00,68.00,1693.00,0.00,92.00,1265.00,336.00,8060.00
1966:Q2,8965.00,-664.00,248.00,0.00,116.00,1080.00,0.00,-304.00,32.00,1352.00,332.00,3148.00,108.00,4597.00,0.00,-12.00,4181.00,428.00,8972.00
1966:Q3,9701.00,-288.00,256.00,0.00,124.00,1272.00,0.00,-80.00,-104.00,1456.00,476.00,2736.00,228.00,4897.00,0.00,-136.00,4533.00,500.00,9708.00
1966:Q4,10109.00,156.00,312.00,0.00,128.00,1836.00,0.00,-140.00,12.00,1964.00,804.00,3032.00,0.00,3841.00,0.00,240.00,3245.00,356.00,10116.00
1967:Q1,10109.00,264.00,256.00,0.00,132.00,820.00,0.00,-468.00,-44.00,1332.00,320.00,3448.00,-80.00,4949.00,0.00,416.00,4225.00,308.00,10116.00
1967:Q2,10317.00,60.00,300.00,0.00,144.00,-72.00,0.00,-448.00,-132.00,508.00,-60.00,4008.00,56.00,5881.00,0.00,108.00,5305.00,468.00,10324.00
1967:Q3,10469.00,172.00,312.00,0.00,140.00,1156.00,0.00,-96.00,-84.00,1336.00,332.00,3496.00,0.00,4861.00,0.00,284.00,4181.00,396.00,10476.00
1967:Q4,10557.00,48.00,392.00,0.00,128.00,400.00,0.00,60.00,-80.00,420.00,96.00,3648.00,100.00,5745.00,0.00,76.00,5237.00,432.00,10564.00
1968:Q1,10758.00,-92.00,260.00,0.00,120.00,1952.00,0.00,660.00,68.00,1224.00,32.00,3180.00,312.00,4994.00,0.00,-108.00,4630.00,472.00,10768.00
1968:Q2,11486.00,316.00,356.00,0.00,112.00,52.00,0.00,-76.00,64.00,64.00,-164.00,3672.00,-132.00,7274.00,0.00,492.00,6582.00,200.00,11496.00
1968:Q3,12930.00,132.00,384.00,0.00,104.00,608.00,0.00,-184.00,68.00,724.00,84.00,4028.00,32.00,7558.00,0.00,220.00,7046.00,292.00,12940.00
1968:Q4,14710.00,128.00,412.00,0.00,104.00,756.00,0.00,716.00,-12.00,52.00,-16.00,4548.00,120.00,8658.00,0.00,200.00,8162.00,296.00,14720.00
1969:Q1,16168.00,-40.00,252.00,0.00,104.00,-108.00,0.00,304.00,112.00,-524.00,48.00,4676.00,268.00,10968.00,0.00,-16.00,10616.00,368.00,16180.00
1969:Q2,17767.00,16.00,512.00,0.00,96.00,-456.00,0.00,-808.00,108.00,244.00,-40.00,3816.00,276.00,13547.00,0.00,28.00,13187.00,332.00,17780.00
1969:Q3,18647.00,-20.00,384.00,0.00,92.00,1884.00,0.00,-96.00,256.00,1724.00,260.00,3572.00,172.00,12303.00,0.00,-8.00,11967.00,344.00,18660.00
1969:Q4,18466.00,80.00,440.00,0.00,104.00,772.00,0.00,72.00,184.00,516.00,328.00,5160.00,200.00,11382.00,0.00,152.00,10926.00,304.00,18480.00
1970:Q1,17300.00,20.00,460.00,0.00,104.00,832.00,0.00,-304.00,-96.00,1232.00,56.00,3412.00,108.00,12308.00,0.00,40.00,11904.00,364.00,17312.00
1970:Q2,16392.00,-444.00,468.00,0.00,112.00,392.00,0.00,-292.00,256.00,428.00,-68.00,2776.00,804.00,12352.00,0.00,-640.00,12348.00,644.00,16404.00
1970:Q3,15376.00,440.00,492.00,0.00,112.00,2896.00,0.00,504.00,800.00,1592.00,-80.00,3104.00,-216.00,8628.00,0.00,680.00,7816.00,132.00,15388.00
1970:Q4,14332.00,312.00,460.00,0.00,116.00,2480.00,0.00,-84.00,-40.00,2604.00,-88.00,4408.00,8.00,6636.00,0.00,512.00,5904.00,220.00,14344.00
1971:Q1,13335.00,372.00,536.00,0.00,124.00,-2256.00,0.00,404.00,-452.00,-2208.00,-364.00,5732.00,-104.00,9295.00,0.00,584.00,8507.00,204.00,13348.00
1971:Q2,13299.00,24.00,416.00,0.00,124.00,-2560.00,0.00,-772.00,-516.00,-1272.00,-664.00,7080.00,328.00,8551.00,0.00,100.00,8039.00,412.00,13312.00
1971:Q3,13915.00,148.00,568.00,0.00,136.00,-1368.00,0.00,128.00,-12.00,-1484.00,-584.00,7364.00,420.00,7231.00,0.00,272.00,6591.00,368.00,13928.00
1971:Q4,14935.00,252.00,504.00,0.00,140.00,2608.00,0.00,244.00,52.00,2312.00,-440.00,6572.00,140.00,5159.00,0.00,408.00,4399.00,352.00,14948.00
1972:Q1,15928.00,432.00,516.00,0.00,612.00,2380.00,740.00,1244.00,788.00,-392.00,-1304.00,8692.00,200.00,4400.00,0.00,604.00,1844.00,1952.00,15944.00
1972:Q2,16807.00,232.00,652.00,0.00,932.00,4816.00,1164.00,-268.00,1088.00,2832.00,-796.00,10328.00,408.00,235.00,0.00,304.00,-3301.00,3232.00,16824.00
1972:Q3,17239.00,424.00,708.00,0.00,964.00,7392.00,1268.00,516.00,1664.00,3944.00,-1072.00,9876.00,392.00,-1445.00,0.00,444.00,-5185.00,3296.00,17256.00
1972:Q4,16878.00,852.00,756.00,0.00,728.00,4352.00,1040.00,2276.00,1052.00,-16.00,-548.00,7328.00,40.00,3370.00,0.00,740.00,318.00,2312.00,16896.00
1973:Q1,16056.00,396.00,804.00,0.00,520.00,6548.00,836.00,1032.00,1624.00,3056.00,-856.00,5036.00,976.00,2632.00,0.00,-108.00,820.00,1920.00,16072.00
1973:Q2,16191.00,508.00,724.00,0.00,352.00,3664.00,668.00,856.00,592.00,1548.00,-300.00,3000.00,828.00,7415.00,0.00,-244.00,6291.00,1368.00,16208.00
1973:Q3,17218.00,1296.00,948.00,0.00,316.00,6360.00,708.00,2100.00,560.00,2992.00,-312.00,2036.00,-316.00,6890.00,0.00,768.00,5294.00,828.00,17236.00
1973:Q4,18874.00,460.00,736.00,0.00,412.00,2884.00,964.00,2004.00,700.00,-784.00,60.00,2136.00,952.00,11234.00,0.00,-516.00,10078.00,1672.00,18892.00
1974:Q1,20159.00,596.00,884.00,0.00,460.00,3396.00,1140.00,2192.00,188.00,-124.00,68.00,1512.00,536.00,12707.00,0.00,376.00,10819.00,1512.00,20168.00
1974:Q2,21408.00,944.00,912.00,0.00,480.00,4332.00,1236.00,2408.00,36.00,652.00,-64.00,140.00,748.00,13916.00,0.00,-292.00,12376.00,1832.00,21416.00
1974:Q3,21328.00,1012.00,968.00,0.00,516.00,8896.00,1444.00,3968.00,772.00,2712.00,-36.00,652.00,2004.00,7316.00,0.00,-1036.00,6068.00,2284.00,21336.00
1974:Q4,19723.00,1092.00,1328.00,0.00,588.00,9252.00,1760.00,972.00,2476.00,4044.00,16.00,3040.00,-124.00,4531.00,0.00,844.00,1915.00,1772.00,19732.00
1975:Q1,17412.00,1040.00,1140.00,0.00,680.00,13292.00,2220.00,3192.00,1148.00,6732.00,148.00,5304.00,-428.00,-3764.00,0.00,1460.00,-7084.00,1860.00,17416.00
1975:Q2,16350.00,1156.00,1392.00,0.00,1456.00,11116.00,2832.00,2680.00,708.00,4896.00,-124.00,5592.00,-96.00,-4142.00,0.00,1604.00,-10350.00,4604.00,16352.00
1975:Q3,16809.00,1072.00,1444.00,0.00,1868.00,11396.00,2252.00,4140.00,252.00,4752.00,-48.00,5220.00,2276.00,-6419.00,0.00,-20.00,-13127.00,6728.00,16812.00
1975:Q4,18673.00,868.00,1320.00,0.00,1216.00,10212.00,1488.00,1500.00,1516.00,5708.00,68.00,5620.00,360.00,-991.00,0.00,936.00,-5935.00,4008.00,18676.00
1976:Q1,20923.00,868.00,1356.00,0.00,156.00,8848.00,1980.00,3652.00,1512.00,1704.00,0.00,6340.00,360.00,2995.00,0.00,1200.00,1719.00,76.00,20924.00
1976:Q2,22947.00,348.00,1168.00,0.00,-980.00,8812.00,1316.00,4792.00,1172.00,1532.00,0.00,4820.00,-228.00,9007.00,0.00,76.00,12479.00,-3548.00,22948.00
1976:Q3,23879.00,-340.00,956.00,0.00,984.00,12.00,760.00,3480.00,596.00,-4824.00,-40.00,3532.00,772.00,18003.00,0.00,192.00,14347.00,3464.00,23880.00
1976:Q4,23179.00,-436.00,1152.00,0.00,1400.00,452.00,468.00,5112.00,-1380.00,-3748.00,164.00,3408.00,1128.00,15911.00,0.00,392.00,10643.00,4876.00,23180.00
1977:Q1,21606.00,-44.00,1400.00,0.00,2332.00,2604.00,448.00,-604.00,3164.00,-404.00,24.00,4440.00,488.00,10362.00,0.00,40.00,1954.00,8368.00,21608.00
1977:Q2,21402.00,272.00,1556.00,0.00,64.00,11864.00,320.00,6252.00,1688.00,3604.00,476.00,5560.00,1380.00,230.00,0.00,576.00,-358.00,12.00,21404.00
1977:Q3,22770.00,508.00,1668.00,0.00,1872.00,4548.00,88.00,368.00,3056.00,1036.00,-212.00,6724.00,-800.00,8462.00,0.00,256.00,1570.00,6636.00,22772.00
1977:Q4,25146.00,564.00,1744.00,0.00,-344.00,12908.00,12.00,3684.00,-340.00,9552.00,44.00,6488.00,220.00,3522.00,0.00,444.00,4498.00,-1420.00,25148.00
1978:Q1,26445.00,436.00,2012.00,0.00,2204.00,3072.00,88.00,508.00,-92.00,2568.00,248.00,7152.00,160.00,11161.00,0.00,368.00,3001.00,7792.00,26448.00
1978:Q2,26367.00,348.00,2116.00,0.00,-528.00,15084.00,-36.00,2124.00,-152.00,13148.00,352.00,6868.00,1088.00,1039.00,0.00,1176.00,2235.00,-2372.00,26372.00
1978:Q3,22438.00,352.00,1948.00,0.00,1408.00,8504.00,-388.00,-3288.00,4840.00,7340.00,236.00,6792.00,-1816.00,5014.00,0.00,1476.00,-938.00,4476.00,22444.00
1978:Q4,15667.00,260.00,2440.00,0.00,1788.00,6140.00,-28.00,6268.00,-4036.00,3936.00,60.00,7288.00,-1404.00,-905.00,0.00,224.00,-7477.00,6348.00,15672.00
1979:Q1,10485.00,92.00,2260.00,0.00,1272.00,9816.00,1036.00,1644.00,3788.00,3348.00,308.00,7572.00,2400.00,-13235.00,0.00,1204.00,-18531.00,4092.00,10496.00
1979:Q2,11917.00,-72.00,2016.00,0.00,948.00,18788.00,2172.00,3604.00,2620.00,10392.00,-192.00,7772.00,192.00,-17535.00,0.00,804.00,-21435.00,3096.00,11928.00
1979:Q3,23767.00,-188.00,2196.00,0.00,168.00,20168.00,3348.00,2524.00,3960.00,10336.00,872.00,10488.00,940.00,-10877.00,0.00,1292.00,-12245.00,76.00,23780.00
1979:Q4,44715.00,-348.00,2504.00,0.00,944.00,16192.00,3608.00,676.00,1732.00,10176.00,684.00,11540.00,44.00,13155.00,0.00,404.00,9519.00,3232.00,44728.00
1980:Q1,67022.00,-544.00,1984.00,0.00,844.00,21376.00,2940.00,3624.00,2448.00,12364.00,208.00,12156.00,1288.00,29710.00,0.00,176.00,26558.00,2976.00,67036.00
1980:Q2,84587.00,-792.00,1840.00,0.00,840.00,25288.00,2520.00,6552.00,5252.00,10964.00,288.00,10188.00,3984.00,42951.00,0.00,2084.00,38687.00,2180.00,84600.00
1980:Q3,91310.00,-1096.00,1744.00,0.00,1184.00,22988.00,2348.00,3548.00,4432.00,12660.00,832.00,13344.00,732.00,51582.00,0.00,1920.00,46166.00,3496.00,91324.00
1980:Q4,84162.00,-1140.00,2768.00,0.00,-428.00,21888.00,2116.00,4936.00,5920.00,8916.00,372.00,12672.00,-396.00,48426.00,0.00,1300.00,49178.00,-2052.00,84176.00
1981:Q1,68055.00,-924.00,2324.00,0.00,-564.00,17600.00,1812.00,3412.00,6116.00,6260.00,736.00,12016.00,-1188.00,38055.00,0.00,524.00,39767.00,-2236.00,68072.00
1981:Q2,52798.00,-764.00,1704.00,0.00,472.00,18924.00,3600.00,3572.00,8176.00,3576.00,492.00,12188.00,-1808.00,21590.00,0.00,224.00,19758.00,1608.00,52816.00
1981:Q3,40917.00,-676.00,2616.00,0.00,680.00,17268.00,3456.00,636.00,8696.00,4480.00,28.00,14276.00,-4824.00,11549.00,0.00,-612.00,9473.00,2688.00,40936.00
1981:Q4,35363.00,-580.00,3212.00,0.00,-1068.00,25268.00,3068.00,35788.00,-17204.00,3616.00,140.00,12888.00,-3500.00,-997.00,0.00,1412.00,2003.00,-4412.00,35384.00
1982:Q1,36234.00,-2008.00,6592.00,0.00,-2120.00,43848.00,-6072.00,28052.00,11556.00,10312.00,0.00,3220.00,-572.00,-12726.00,0.00,1048.00,-5718.00,-8056.00,36260.00
1982:Q2,45360.00,-424.00,7312.00,0.00,448.00,33852.00,-3284.00,18016.00,11472.00,7648.00,5892.00,6200.00,2144.00,-10064.00,0.00,1276.00,-12444.00,1104.00,45384.00
1982:Q3,61794.00,-996.00,6600.00,0.00,3232.00,29000.00,-6736.00,17592.00,6604.00,11540.00,3900.00,9384.00,3656.00,7018.00,0.00,3504.00,-6714.00,10228.00,61816.00
1982:Q4,81800.00,-1240.00,6928.00,0.00,228.00,31320.00,-6232.00,21800.00,7180.00,8572.00,5636.00,45268.00,6408.00,-12748.00,0.00,1844.00,-14676.00,84.00,81820.00
1983:Q1,97344.00,-584.00,8640.00,0.00,2344.00,28008.00,-2304.00,13676.00,3844.00,12792.00,5144.00,7584.00,-508.00,46716.00,0.00,3436.00,36216.00,7064.00,97376.00
1983:Q2,107683.00,532.00,11784.00,0.00,4368.00,20864.00,2540.00,9964.00,3780.00,4580.00,2612.00,6920.00,-400.00,61003.00,0.00,4032.00,42859.00,14112.00,107712.00
1983:Q3,104258.00,1356.00,368.00,0.00,-44.00,43960.00,4068.00,18160.00,7896.00,13836.00,3440.00,6280.00,1328.00,47570.00,0.00,520.00,47422.00,-372.00,104288.00
1983:Q4,86177.00,576.00,3500.00,0.00,896.00,28764.00,600.00,12684.00,5984.00,9496.00,-1780.00,1256.00,1364.00,51601.00,0.00,572.00,48029.00,3000.00,86208.00
