1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2011:Q2,328998.00,408795.00,38358.00,370999.00,332641.00,370437.00,318302.00,-52135.00,-22279.00,-84235.00,40670.00,12773.00,10267.00,-242.00,-1439.00,-73.00,30319.00,29036.00,727.00,557.00,-87837.00,63832632.00,11751673.00
2011:Q3,-2100270.00,628123.00,40298.00,375865.00,335567.00,587825.00,542949.00,-44876.00,-2518487.00,82728.00,-1562669.00,-537887.00,95246.00,-24428.00,-571415.00,-62.00,628.00,-500.00,577.00,552.00,-210534.00,61732362.00,11876634.00
2011:Q4,1777766.00,284883.00,47106.00,384423.00,337317.00,237777.00,281326.00,43549.00,1488173.00,121955.00,692176.00,214420.00,179156.00,10575.00,269897.00,-7.00,-13376.00,-14885.00,1279.00,230.00,18086.00,63510128.00,11924909.00
2012:Q1,2504346.00,247290.00,62761.00,400241.00,337480.00,184529.00,196088.00,11559.00,2273535.00,178205.00,1194895.00,399024.00,65759.00,17601.00,418058.00,-6.00,-1079.00,-1344.00,-330.00,595.00,-15400.00,66014474.00,12189994.00
2012:Q2,138245.00,398302.00,61639.00,402084.00,340446.00,336664.00,398489.00,61825.00,-155068.00,415929.00,-426861.00,-135969.00,148291.00,-6638.00,-149777.00,-43.00,-12478.00,-12054.00,-876.00,452.00,-92511.00,66152719.00,12321330.00
2012:Q3,2044186.00,194730.00,64570.00,407832.00,343262.00,130160.00,197450.00,67290.00,1729638.00,417484.00,574765.00,220741.00,283131.00,9432.00,224086.00,0.00,-18186.00,-18459.00,-154.00,427.00,138003.00,68196905.00,12355422.00
2012:Q4,1224874.00,337503.00,70951.00,416805.00,345855.00,266552.00,385111.00,118559.00,838509.00,388444.00,224931.00,28487.00,174252.00,1398.00,20995.00,0.00,-9189.00,-9602.00,687.00,-274.00,58052.00,69421780.00,12748128.00
2013:Q1,2930254.00,466537.00,80873.00,428955.00,348082.00,385663.00,360977.00,-24686.00,2411234.00,492457.00,1152549.00,256826.00,168360.00,13436.00,327606.00,0.00,-13459.00,-12093.00,-723.00,-644.00,65942.00,72352033.00,12259292.00
2013:Q2,1452992.00,205461.00,80007.00,431901.00,351894.00,125454.00,165295.00,39841.00,939951.00,601554.00,99468.00,-41605.00,264700.00,315.00,15520.00,0.00,-26785.00,-27676.00,112.00,779.00,334364.00,73805026.00,12335893.00
2013:Q3,2418220.00,119404.00,80854.00,435778.00,354924.00,38550.00,176246.00,137696.00,2265285.00,578712.00,829339.00,264644.00,309983.00,10997.00,271610.00,0.00,-27873.00,-29667.00,988.00,805.00,61405.00,76223246.00,12453821.00
2013:Q4,2685618.00,415625.00,79560.00,437801.00,358242.00,336066.00,418370.00,82304.00,2167994.00,454918.00,840565.00,288723.00,224707.00,12648.00,346433.00,0.00,-21852.00,-23978.00,-69.00,2195.00,123850.00,78908864.00,12534347.00
2014:Q1,1242294.00,371005.00,78815.00,439600.00,360785.00,292190.00,300248.00,8058.00,938667.00,273211.00,400362.00,91061.00,80856.00,3729.00,89448.00,0.00,-23651.00,-24507.00,422.00,435.00,-43727.00,80151158.00,12735841.00
2014:Q2,1621725.00,122961.00,88305.00,451363.00,363058.00,34657.00,214120.00,179463.00,1561240.00,223808.00,749922.00,211827.00,158067.00,7529.00,210087.00,0.00,-18027.00,-18845.00,733.00,85.00,-44449.00,81772883.00,12962431.00
2014:Q3,331414.00,138608.00,93202.00,460250.00,367048.00,45406.00,181423.00,136017.00,49666.00,312356.00,-239270.00,-106093.00,159045.00,-3161.00,-73210.00,0.00,-24244.00,-24636.00,19.00,373.00,167383.00,82104296.00,13127448.00
2014:Q4,1839659.00,620851.00,99569.00,470055.00,370487.00,521282.00,617111.00,95829.00,1216024.00,404938.00,433857.00,38353.00,225959.00,4624.00,108293.00,0.00,-33271.00,-33734.00,-167.00,629.00,36055.00,83943955.00,13265253.00
2015:Q1,1881400.00,592494.00,104817.00,475826.00,371010.00,487677.00,490022.00,2345.00,1367709.00,401806.00,431606.00,40104.00,251299.00,4958.00,237935.00,0.00,-17381.00,-19457.00,1138.00,938.00,-61422.00,85825355.00,13276493.00
2015:Q2,577657.00,9614.00,112699.00,486486.00,373787.00,-103085.00,49451.00,152535.00,297201.00,293165.00,-93474.00,-21660.00,141682.00,-1284.00,-21228.00,0.00,934.00,939.00,-340.00,334.00,269908.00,86403012.00,13464692.00
2015:Q3,-1314243.00,333419.00,115146.00,493813.00,378667.00,218273.00,307118.00,88846.00,-1605759.00,321489.00,-1185470.00,-442928.00,147906.00,-17325.00,-429432.00,0.00,-24547.00,-24722.00,43.00,132.00,-17355.00,85088769.00,13611672.00
2015:Q4,2081479.00,421423.00,117307.00,499142.00,381835.00,304116.00,452143.00,148026.00,1520428.00,352560.00,639520.00,149059.00,172074.00,7513.00,199702.00,0.00,-14874.00,-14723.00,265.00,-416.00,154502.00,87170248.00,13726358.00
2016:Q1,817472.00,596597.00,126383.00,502293.00,375910.00,470214.00,494024.00,23811.00,414756.00,310338.00,34003.00,12362.00,42092.00,644.00,15317.00,0.00,508.00,-450.00,292.00,667.00,-194388.00,87987720.00,13807411.00
2016:Q2,1075000.00,146516.00,128331.00,509081.00,380749.00,18185.00,190475.00,172290.00,1023798.00,416729.00,240622.00,113033.00,136494.00,4721.00,112198.00,0.00,-22154.00,-22593.00,-71.00,509.00,-73161.00,89062720.00,13954423.00
