1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1976:Q2,136463.00,5759.00,17935.00,724.00,0.00,0.00,0.00,87513.00,68816.00,18697.00,0.00,0.00,6882.00,9648.00,8002.00,984647.00,2629.00,500.00,8657.00,524055.00,515607.00,372629.00,142978.00,8448.00,1029.00,14559.00,10387.00,422831.00,421881.00,950.00
1976:Q3,144045.00,6752.00,19881.00,570.00,0.00,0.00,0.00,91880.00,72389.00,19491.00,0.00,0.00,6984.00,9648.00,8330.00,1013088.00,2654.00,800.00,8556.00,540824.00,532091.00,388895.00,143196.00,8733.00,997.00,16438.00,10440.00,432379.00,431588.00,791.00
1976:Q4,139080.00,7005.00,14990.00,731.00,0.00,0.00,0.00,93790.00,74227.00,19563.00,0.00,0.00,6949.00,9648.00,5967.00,1041243.00,2665.00,1200.00,8659.00,558730.00,550401.00,402836.00,147565.00,8329.00,982.00,17920.00,10751.00,440336.00,439686.00,650.00
1977:Q1,137033.00,7452.00,11898.00,590.00,0.00,0.00,0.00,95202.00,75422.00,19780.00,0.00,0.00,6768.00,9039.00,6084.00,1068316.00,2659.00,1200.00,8648.00,575265.00,567090.00,417402.00,149688.00,8175.00,949.00,19239.00,10803.00,449553.00,448977.00,576.00
1977:Q2,145444.00,7500.00,19148.00,810.00,0.00,0.00,0.00,95955.00,74973.00,20982.00,0.00,0.00,6583.00,9039.00,6409.00,1076799.00,2674.00,1200.00,8765.00,575703.00,567606.00,413050.00,154556.00,8097.00,919.00,20153.00,10970.00,456415.00,455934.00,481.00
1977:Q3,153297.00,7350.00,21995.00,760.00,0.00,0.00,0.00,100507.00,78242.00,22265.00,0.00,0.00,7037.00,9039.00,6609.00,1106154.00,2669.00,1200.00,8864.00,601311.00,593712.00,429469.00,164243.00,7599.00,894.00,21146.00,11069.00,459001.00,458606.00,395.00
1977:Q4,148689.00,7605.00,14626.00,878.00,0.00,0.00,0.00,103553.00,79808.00,23745.00,0.00,0.00,6187.00,9039.00,6801.00,1135834.00,2787.00,1250.00,8909.00,621737.00,614181.00,445890.00,168291.00,7556.00,869.00,21125.00,11422.00,467735.00,467735.00,0.00
1978:Q1,152231.00,7429.00,9099.00,690.00,0.00,0.00,0.00,107755.00,83501.00,24254.00,0.00,0.00,7376.00,12746.00,7136.00,1167412.00,2837.00,1250.00,9045.00,640974.00,633741.00,461467.00,172274.00,7233.00,845.00,22235.00,11475.00,478751.00,478751.00,0.00
1978:Q2,166796.00,7128.00,20073.00,1051.00,0.00,0.00,0.00,110696.00,85585.00,25111.00,0.00,0.00,7836.00,12746.00,7266.00,1181168.00,2843.00,1250.00,9142.00,644960.00,637824.00,462538.00,175286.00,7136.00,818.00,22851.00,11781.00,487523.00,487523.00,0.00
1978:Q3,178648.00,7188.00,25109.00,946.00,0.00,0.00,0.00,117146.00,90053.00,27093.00,0.00,0.00,8077.00,12746.00,7436.00,1207994.00,2939.00,1300.00,9271.00,665986.00,659402.00,474270.00,185132.00,6584.00,792.00,23953.00,11848.00,491905.00,491905.00,0.00
1978:Q4,174779.00,5402.00,18652.00,942.00,0.00,0.00,0.00,120340.00,92374.00,27966.00,0.00,0.00,8912.00,12746.00,7785.00,1235474.00,2989.00,1300.00,9383.00,681346.00,675125.00,478139.00,196986.00,6221.00,772.00,25524.00,12112.00,502048.00,502048.00,0.00
1979:Q1,174341.00,6446.00,10436.00,935.00,0.00,0.00,0.00,124434.00,94510.00,29924.00,0.00,0.00,9151.00,14944.00,7995.00,1258214.00,4077.00,1300.00,9659.00,689699.00,684106.00,487732.00,196374.00,5593.00,746.00,26361.00,12094.00,514278.00,514278.00,0.00
1979:Q2,192927.00,7036.00,20826.00,973.00,0.00,0.00,0.00,131132.00,99498.00,31634.00,0.00,0.00,9892.00,14944.00,8124.00,1266475.00,4090.00,1800.00,9982.00,686724.00,681578.00,487581.00,193997.00,5146.00,705.00,27378.00,12357.00,523439.00,523439.00,0.00
1979:Q3,203095.00,5826.00,27081.00,997.00,0.00,0.00,0.00,135807.00,102597.00,33210.00,0.00,0.00,10224.00,14944.00,8216.00,1291316.00,4175.00,1800.00,10262.00,706688.00,701618.00,498750.00,202868.00,5070.00,680.00,28676.00,12359.00,526676.00,526676.00,0.00
1979:Q4,201641.00,5328.00,19183.00,1007.00,0.00,0.00,0.00,141522.00,106955.00,34567.00,0.00,0.00,11313.00,14944.00,8344.00,1319643.00,4173.00,1800.00,10493.00,725255.00,720317.00,516104.00,204213.00,4938.00,654.00,27767.00,12630.00,536871.00,536871.00,0.00
1980:Q1,202332.00,8013.00,11623.00,909.00,0.00,0.00,0.00,148340.00,111277.00,37063.00,0.00,0.00,12838.00,12213.00,8396.00,1351032.00,5058.00,2968.00,10709.00,740698.00,735824.00,540619.00,195205.00,4874.00,633.00,28609.00,12598.00,549759.00,549759.00,0.00
1980:Q2,215603.00,8463.00,17428.00,758.00,0.00,0.00,0.00,154907.00,115755.00,39152.00,0.00,0.00,13316.00,12213.00,8518.00,1369666.00,5353.00,3018.00,10849.00,748317.00,743632.00,553831.00,189801.00,4685.00,601.00,29247.00,12842.00,559439.00,559439.00,0.00
1980:Q3,231309.00,9620.00,25115.00,988.00,0.00,0.00,0.00,160134.00,119728.00,40406.00,0.00,0.00,14443.00,12213.00,8796.00,1409379.00,5305.00,3268.00,10925.00,785643.00,781070.00,582379.00,198691.00,4573.00,572.00,29832.00,12860.00,560974.00,560974.00,0.00
1980:Q4,230418.00,10550.00,16176.00,797.00,0.00,0.00,0.00,165552.00,123479.00,42073.00,0.00,0.00,15091.00,12213.00,10039.00,1446069.00,5155.00,2518.00,11057.00,811634.00,807189.00,609679.00,197510.00,4445.00,550.00,30033.00,13195.00,571927.00,571927.00,0.00
1981:Q1,233586.00,12240.00,19813.00,823.00,0.00,0.00,0.00,173191.00,129743.00,43448.00,0.00,0.00,15733.00,1720.00,10066.00,1493869.00,6019.00,2818.00,11167.00,843025.00,838634.00,646299.00,192335.00,4391.00,520.00,31462.00,13163.00,585695.00,585695.00,0.00
1981:Q2,239841.00,12042.00,17720.00,757.00,0.00,0.00,0.00,180541.00,135555.00,44986.00,0.00,0.00,16495.00,1720.00,10566.00,1503131.00,5637.00,3068.00,11266.00,841914.00,837682.00,646256.00,191426.00,4232.00,493.00,31484.00,13497.00,595772.00,595772.00,0.00
1981:Q3,252737.00,13037.00,23978.00,667.00,0.00,0.00,0.00,185351.00,139632.00,45719.00,0.00,0.00,17133.00,1720.00,10851.00,1532783.00,5608.00,3318.00,11374.00,871221.00,867051.00,668124.00,198927.00,4170.00,465.00,31209.00,13473.00,596115.00,596115.00,0.00
1981:Q4,251953.00,13834.00,17367.00,655.00,0.00,0.00,0.00,189832.00,142820.00,47012.00,0.00,0.00,17633.00,1720.00,10912.00,1580182.00,5703.00,3318.00,11502.00,907217.00,903113.00,705719.00,197394.00,4104.00,441.00,30572.00,13833.00,607596.00,607596.00,0.00
1982:Q1,256491.00,13881.00,18910.00,784.00,0.00,0.00,0.00,193016.00,145431.00,47585.00,0.00,0.00,18712.00,0.00,11188.00,1625509.00,5454.00,3568.00,11606.00,936752.00,933246.00,738577.00,194669.00,3506.00,415.00,31624.00,13868.00,622222.00,622222.00,0.00
1982:Q2,262960.00,14782.00,17130.00,958.00,0.00,0.00,0.00,198424.00,149806.00,48618.00,0.00,0.00,19968.00,0.00,11698.00,1649035.00,5351.00,3818.00,11693.00,947862.00,944377.00,749688.00,194689.00,3485.00,383.00,33484.00,14232.00,632212.00,632212.00,0.00
1982:Q3,286125.00,14760.00,34884.00,986.00,0.00,0.00,0.00,203636.00,155072.00,48564.00,0.00,0.00,19852.00,0.00,12007.00,1720475.00,5254.00,4218.00,11764.00,1017401.00,1013958.00,809587.00,204371.00,3443.00,353.00,34969.00,14242.00,632274.00,632274.00,0.00
1982:Q4,283334.00,17076.00,24513.00,1127.00,0.00,0.00,0.00,206049.00,156673.00,49376.00,0.00,0.00,22425.00,0.00,12144.00,1796731.00,5405.00,4618.00,11859.00,1080707.00,1077356.00,869350.00,208006.00,3351.00,322.00,35325.00,14679.00,643816.00,643816.00,0.00
1983:Q1,285467.00,18173.00,20669.00,950.00,0.00,0.00,0.00,207279.00,158332.00,48947.00,0.00,0.00,23698.00,2062.00,12636.00,1864710.00,5285.00,4618.00,11971.00,1133632.00,1130245.00,925470.00,204775.00,3387.00,307.00,35546.00,14707.00,658644.00,658644.00,0.00
1983:Q2,303218.00,18459.00,33178.00,749.00,0.00,0.00,0.00,211091.00,161355.00,49736.00,0.00,0.00,24780.00,2062.00,12899.00,1926137.00,5234.00,4618.00,12104.00,1182806.00,1179462.00,966482.00,212980.00,3344.00,275.00,37472.00,15112.00,668516.00,668516.00,0.00
1983:Q3,314486.00,18255.00,41761.00,784.00,0.00,0.00,0.00,213343.00,163245.00,50098.00,0.00,0.00,25071.00,2062.00,13210.00,1987321.00,5178.00,4618.00,12241.00,1242288.00,1238968.00,1010312.00,228656.00,3320.00,261.00,39169.00,15164.00,668402.00,668402.00,0.00
1983:Q4,292699.00,18986.00,16444.00,676.00,0.00,0.00,0.00,214813.00,164217.00,50596.00,0.00,0.00,26191.00,2062.00,13527.00,2038006.00,5130.00,4618.00,12327.00,1280539.00,1277228.00,1044748.00,232480.00,3311.00,241.00,40336.00,15637.00,679178.00,679178.00,0.00
1984:Q1,305037.00,19888.00,18381.00,816.00,0.00,0.00,0.00,216403.00,166127.00,50276.00,0.00,0.00,27510.00,7936.00,14103.00,2102796.00,5214.00,4618.00,12501.00,1327434.00,1324160.00,1092278.00,231882.00,3274.00,204.00,42926.00,15723.00,694176.00,694176.00,0.00
1984:Q2,310478.00,19764.00,18636.00,841.00,0.00,0.00,0.00,219095.00,168576.00,50519.00,0.00,0.00,29795.00,7936.00,14411.00,2149734.00,5052.00,4618.00,12656.00,1361995.00,1358733.00,1121406.00,237327.00,3262.00,180.00,45535.00,16177.00,703521.00,703521.00,0.00
1984:Q3,331718.00,19734.00,34521.00,939.00,0.00,0.00,0.00,222614.00,172729.00,49885.00,0.00,0.00,31057.00,7936.00,14917.00,2218477.00,4895.00,4618.00,12739.00,1428763.00,1425508.00,1172606.00,252902.00,3255.00,152.00,47291.00,16230.00,703789.00,703789.00,0.00
1984:Q4,329636.00,20307.00,21828.00,1208.00,0.00,0.00,0.00,231855.00,180392.00,51463.00,0.00,0.00,31273.00,7936.00,15229.00,2297278.00,4803.00,4618.00,12880.00,1496316.00,1493072.00,1232741.00,260331.00,3244.00,141.00,47479.00,16721.00,714320.00,714320.00,0.00
1985:Q1,337365.00,20469.00,17379.00,1139.00,0.00,0.00,0.00,238056.00,186392.00,51664.00,0.00,0.00,33352.00,11336.00,15634.00,2357328.00,4857.00,4618.00,13157.00,1547453.00,1544223.00,1277088.00,267135.00,3230.00,116.00,50496.00,16757.00,719874.00,719874.00,0.00
1985:Q2,353379.00,20897.00,27693.00,1112.00,0.00,0.00,0.00,241550.00,189389.00,52161.00,0.00,0.00,35083.00,11336.00,15708.00,2420993.00,4891.00,4618.00,13175.00,1597297.00,1594076.00,1310253.00,283823.00,3221.00,96.00,53373.00,17226.00,730317.00,730317.00,0.00
1985:Q3,359117.00,22289.00,21029.00,1195.00,0.00,0.00,0.00,251119.00,198378.00,52741.00,0.00,0.00,36123.00,11336.00,16026.00,2485823.00,5191.00,4618.00,13255.00,1658020.00,1654805.00,1348328.00,306477.00,3215.00,83.00,56180.00,17282.00,731194.00,731194.00,0.00
1985:Q4,373688.00,25129.00,33973.00,1248.00,0.00,0.00,0.00,250670.00,197366.00,53304.00,0.00,0.00,34952.00,11336.00,16380.00,2594207.00,5382.00,4718.00,13267.00,1761942.00,1758725.00,1425915.00,332810.00,3217.00,72.00,58119.00,17829.00,732878.00,732878.00,0.00
1986:Q1,364970.00,26196.00,14951.00,1621.00,0.00,0.00,0.00,252812.00,199507.00,53305.00,0.00,0.00,34455.00,18369.00,16566.00,2651058.00,5577.00,4718.00,13478.00,1797058.00,1793895.00,1461722.00,332173.00,3163.00,61.00,60178.00,17859.00,752129.00,752129.00,0.00
1986:Q2,380521.00,27405.00,26717.00,1646.00,0.00,0.00,0.00,254306.00,201223.00,53083.00,0.00,0.00,35161.00,18369.00,16917.00,2725400.00,5770.00,4818.00,13571.00,1853824.00,1850659.00,1488154.00,362505.00,3165.00,52.00,65151.00,18355.00,763859.00,763859.00,0.00
1986:Q3,388864.00,27928.00,33585.00,1456.00,0.00,0.00,0.00,256634.00,203499.00,53135.00,0.00,0.00,34213.00,18369.00,16679.00,2806699.00,5945.00,5018.00,13647.00,1922764.00,1919205.00,1553259.00,365946.00,3559.00,40.00,71063.00,18428.00,769794.00,769794.00,0.00
1986:Q4,387610.00,28032.00,32846.00,1433.00,0.00,0.00,0.00,257449.00,203092.00,54357.00,0.00,0.00,32630.00,18369.00,16851.00,2895948.00,5993.00,5018.00,13756.00,2007511.00,2003903.00,1608685.00,395218.00,3608.00,36.00,72737.00,18871.00,772026.00,772026.00,0.00
1987:Q1,365437.00,28338.00,10024.00,1321.00,0.00,0.00,0.00,251404.00,197337.00,54067.00,0.00,0.00,37905.00,19252.00,17193.00,2941960.00,6299.00,5018.00,13884.00,2032489.00,2027895.00,1624673.00,403222.00,4594.00,27.00,75048.00,18998.00,790197.00,790197.00,0.00
1987:Q2,393102.00,24962.00,42488.00,1573.00,0.00,0.00,0.00,248122.00,194102.00,54020.00,0.00,0.00,39389.00,19252.00,17316.00,2990860.00,6262.00,5018.00,13991.00,2070146.00,2066019.00,1646764.00,419255.00,4127.00,25.00,76347.00,19487.00,799584.00,799584.00,0.00
1987:Q3,385612.00,26958.00,37426.00,1520.00,0.00,0.00,0.00,242260.00,193494.00,48766.00,0.00,0.00,40469.00,19252.00,17727.00,3032759.00,6270.00,5018.00,14105.00,2105953.00,2102052.00,1663907.00,438145.00,3901.00,22.00,78794.00,20518.00,802079.00,801117.00,962.00
1987:Q4,372238.00,29112.00,21410.00,1651.00,0.00,0.00,0.00,242289.00,193221.00,49068.00,0.00,0.00,40608.00,19252.00,17916.00,3111555.00,6951.00,5018.00,14225.00,2181693.00,2176549.00,1711632.00,464917.00,5144.00,21.00,80214.00,20076.00,803357.00,802191.00,1166.00
1988:Q1,373256.00,25533.00,20996.00,1572.00,0.00,0.00,0.00,240812.00,191642.00,49170.00,0.00,0.00,41759.00,24497.00,18087.00,3171095.00,6797.00,5018.00,14354.00,2218897.00,2213876.00,1743989.00,469887.00,5021.00,21.00,82883.00,20097.00,823028.00,821265.00,1763.00
1988:Q2,389444.00,23799.00,39514.00,1644.00,0.00,0.00,0.00,239753.00,191271.00,48482.00,0.00,0.00,41875.00,24497.00,18362.00,3209700.00,6421.00,5018.00,14454.00,2245357.00,2238405.00,1755942.00,482463.00,6952.00,22.00,85428.00,20617.00,832383.00,829576.00,2807.00
1988:Q3,387783.00,27264.00,44806.00,1419.00,0.00,0.00,0.00,230620.00,183054.00,47566.00,0.00,0.00,40550.00,24497.00,18627.00,3267108.00,6322.00,5018.00,14574.00,2298425.00,2286249.00,1786803.00,499446.00,12176.00,20.00,86539.00,20654.00,835556.00,831973.00,3583.00
1988:Q4,362369.00,27671.00,32118.00,1404.00,0.00,0.00,0.00,216819.00,168802.00,48017.00,0.00,0.00,40682.00,24497.00,19178.00,3342498.00,6593.00,5018.00,14736.00,2369599.00,2347021.00,1824433.00,522588.00,22578.00,16.00,88180.00,21249.00,837107.00,831285.00,5822.00
1989:Q1,341612.00,28725.00,13572.00,1332.00,0.00,0.00,0.00,212313.00,164310.00,48003.00,0.00,0.00,42390.00,23844.00,19436.00,3399027.00,6334.00,5368.00,14876.00,2402753.00,2380469.00,1856155.00,524314.00,22284.00,15.00,90818.00,21271.00,857592.00,851486.00,6106.00
1989:Q2,373938.00,30632.00,42937.00,1285.00,0.00,0.00,0.00,211818.00,164659.00,47159.00,0.00,0.00,43782.00,23844.00,19640.00,3433126.00,6107.00,8518.00,15056.00,2420771.00,2397204.00,1861784.00,535420.00,23567.00,14.00,94295.00,21798.00,866567.00,859414.00,7153.00
1989:Q3,375173.00,31356.00,36747.00,1155.00,0.00,0.00,0.00,209023.00,161859.00,47164.00,0.00,0.00,43963.00,23844.00,29085.00,3489247.00,6270.00,8518.00,15166.00,2471490.00,2446148.00,1892480.00,553668.00,25342.00,13.00,95893.00,21790.00,870107.00,862624.00,7483.00
1989:Q4,370155.00,32275.00,25570.00,1261.00,0.00,0.00,0.00,208809.00,161524.00,47285.00,0.00,0.00,43876.00,23844.00,34520.00,3568518.00,6439.00,8518.00,15303.00,2550509.00,2526312.00,1942516.00,583796.00,24197.00,13.00,96799.00,22406.00,868531.00,860759.00,7772.00
1990:Q1,369613.00,31852.00,15129.00,1409.00,0.00,0.00,0.00,218801.00,164156.00,54645.00,0.00,0.00,46080.00,22499.00,33843.00,3640237.00,6373.00,8518.00,15453.00,2604040.00,2572450.00,1955020.00,617430.00,31590.00,14.00,94174.00,22402.00,889263.00,881823.00,7440.00
1990:Q2,415594.00,32067.00,31113.00,1335.00,0.00,0.00,0.00,228960.00,163572.00,65388.00,0.00,0.00,47088.00,22499.00,52532.00,3696086.00,6486.00,8518.00,15614.00,2648417.00,2615484.00,1985110.00,630374.00,32933.00,11.00,95581.00,22950.00,898509.00,890816.00,7693.00
1990:Q3,438998.00,34568.00,33389.00,1459.00,0.00,0.00,0.00,244128.00,165100.00,79028.00,0.00,0.00,46090.00,22499.00,56865.00,3775134.00,6823.00,8518.00,15713.00,2725169.00,2692566.00,2043898.00,648668.00,32603.00,10.00,95060.00,22985.00,900856.00,893419.00,7437.00
1990:Q4,442378.00,39684.00,25417.00,1403.00,0.00,0.00,0.00,242552.00,159693.00,82859.00,0.00,0.00,42141.00,22499.00,68682.00,3878206.00,6970.00,10018.00,16256.00,2830760.00,2798410.00,2117196.00,681214.00,32350.00,10.00,91002.00,23594.00,899596.00,891908.00,7688.00
1991:Q1,440571.00,36904.00,32672.00,1300.00,0.00,0.00,0.00,249822.00,157302.00,92520.00,0.00,0.00,41281.00,16440.00,62152.00,3941500.00,6596.00,10018.00,15958.00,2875416.00,2849066.00,2165271.00,683795.00,26350.00,11.00,88244.00,23655.00,921602.00,914181.00,7421.00
1991:Q2,460184.00,35258.00,40223.00,1544.00,0.00,0.00,0.00,257207.00,156017.00,101190.00,0.00,0.00,40363.00,16440.00,69149.00,4002628.00,6441.00,10018.00,16070.00,2927919.00,2903119.00,2204987.00,698132.00,24800.00,10.00,88837.00,24227.00,929106.00,921431.00,7675.00
1991:Q3,481528.00,37793.00,27232.00,1527.00,0.00,0.00,0.00,256315.00,152609.00,103706.00,0.00,0.00,39797.00,16440.00,102424.00,4114566.00,6703.00,10018.00,16170.00,3037866.00,3020264.00,2308289.00,711975.00,17602.00,10.00,89161.00,24118.00,930520.00,923815.00,6705.00
1991:Q4,500732.00,39097.00,50916.00,1551.00,0.00,0.00,0.00,250431.00,152143.00,98288.00,0.00,0.00,37508.00,16440.00,104789.00,4218597.00,7008.00,10018.00,16296.00,3147353.00,3128797.00,2390681.00,738116.00,18556.00,10.00,85478.00,24790.00,927644.00,920685.00,6959.00
1992:Q1,495930.00,37607.00,23391.00,1901.00,0.00,0.00,0.00,254658.00,152171.00,102487.00,0.00,0.00,38176.00,27649.00,112548.00,4317991.00,6721.00,10018.00,16314.00,3224421.00,3208656.00,2473821.00,734835.00,15765.00,10.00,84605.00,24674.00,951228.00,944559.00,6669.00
1992:Q2,517654.00,41615.00,48971.00,2201.00,0.00,0.00,0.00,249754.00,151999.00,97755.00,0.00,0.00,35602.00,18397.00,121114.00,4401830.00,7012.00,10018.00,16386.00,3297683.00,3281821.00,2532517.00,749304.00,15862.00,8.00,86007.00,25287.00,959429.00,952505.00,6924.00
1992:Q3,518987.00,43109.00,59309.00,2175.00,0.00,0.00,0.00,242674.00,152109.00,90565.00,0.00,0.00,32351.00,16979.00,122390.00,4494553.00,7216.00,10018.00,16433.00,3388744.00,3370625.00,2606080.00,764545.00,18119.00,8.00,85310.00,25454.00,961370.00,954739.00,6631.00
1992:Q4,476373.00,38847.00,31741.00,874.00,0.00,0.00,0.00,238468.00,152118.00,86350.00,0.00,0.00,30831.00,15485.00,120127.00,4589613.00,6737.00,8018.00,16516.00,3491123.00,3472337.00,2683010.00,789327.00,18786.00,8.00,82677.00,26229.00,958305.00,951421.00,6884.00
1993:Q1,477138.00,41089.00,22661.00,936.00,0.00,0.00,0.00,232718.00,150786.00,81932.00,0.00,0.00,30550.00,29511.00,119673.00,4667395.00,6848.00,8018.00,16588.00,3542998.00,3523422.00,2737390.00,786032.00,19576.00,8.00,83807.00,26232.00,982896.00,976105.00,6791.00
1993:Q2,494742.00,40682.00,61834.00,835.00,0.00,0.00,0.00,226437.00,150028.00,76409.00,0.00,0.00,28921.00,17300.00,118733.00,4747448.00,6877.00,8018.00,16678.00,3613614.00,3593018.00,2786667.00,806351.00,20596.00,8.00,85357.00,26872.00,990024.00,983236.00,6788.00
1993:Q3,481195.00,41605.00,53892.00,826.00,0.00,0.00,0.00,222095.00,148906.00,73189.00,0.00,0.00,29103.00,19111.00,114563.00,4812282.00,6949.00,8018.00,16784.00,3674507.00,3649853.00,2829297.00,820556.00,24654.00,7.00,87373.00,26941.00,991703.00,985155.00,6548.00
