date,FA644090075.Q,FA643020073.Q,FA644022075.Q,FA643061773.Q,FA643063073.Q,FA643065075.Q,FA643065173.Q,FA643065473.Q,FA643065573.Q,FA643090075.Q,FA644190075.Q,FA642151073.Q,FA644122075.Q,FA643169173.Q,FA643163075.Q,FA644123075.Q,FA643168073.Q,FA643169373.Q,FA643193075.Q,FA643065045.Q,FA643061743.Q,FA643065143.Q,FA643065443.Q,FA643065543.Q
2007:Q4,-26724.00,-172.00,23676.00,40912.00,-17236.00,-40428.00,-38740.00,-944.00,-744.00,-9800.00,-12200.00,24360.00,-34848.00,0.00,-34848.00,-8460.00,-8460.00,0.00,6748.00,-36284.00,0.00,-29620.00,20.00,-6684.00
2008:Q1,-78788.00,7980.00,-29172.00,13652.00,-42824.00,-59372.00,-57728.00,-844.00,-800.00,1776.00,-96268.00,-7372.00,-90284.00,0.00,-90284.00,-2780.00,-2780.00,0.00,4168.00,-79704.00,0.00,-63472.00,-20.00,-16212.00
2008:Q2,632.00,-6272.00,20104.00,28032.00,-7928.00,-25200.00,-21968.00,-616.00,-2616.00,12000.00,-13856.00,7056.00,-15172.00,0.00,-15172.00,-4660.00,-4660.00,0.00,-1080.00,-22124.00,0.00,-22720.00,16.00,580.00
2008:Q3,-37820.00,12180.00,-32388.00,-24624.00,-7764.00,-22944.00,-20256.00,-2364.00,-324.00,5332.00,-35752.00,-8192.00,-39448.00,0.00,-39448.00,2532.00,2532.00,0.00,9356.00,-28944.00,0.00,-25456.00,-24.00,-3464.00
2008:Q4,-163236.00,-14956.00,-47624.00,-14176.00,-33448.00,-87512.00,-84476.00,-440.00,-2596.00,-13144.00,-138992.00,-40844.00,-90624.00,0.00,-90624.00,-6312.00,-6312.00,0.00,-1212.00,-56076.00,0.00,-50840.00,24.00,-5260.00
2009:Q1,-102240.00,-1996.00,10404.00,14116.00,-3712.00,-100948.00,-103144.00,-628.00,2824.00,-9700.00,-107780.00,-424.00,-99444.00,0.00,-99444.00,-8544.00,-8544.00,0.00,632.00,-85852.00,0.00,-98232.00,-36.00,12416.00
2009:Q2,24704.00,-1524.00,37688.00,32836.00,4852.00,-5800.00,3844.00,-824.00,-8820.00,-5660.00,13516.00,10868.00,-5956.00,0.00,-5956.00,-972.00,-972.00,0.00,9576.00,820.00,0.00,2816.00,-20.00,-1976.00
2009:Q3,12852.00,8992.00,25188.00,17512.00,7676.00,-20704.00,-1032.00,-5432.00,-14240.00,-624.00,-1724.00,28608.00,-15356.00,0.00,-15356.00,-308.00,-308.00,0.00,-14668.00,-13200.00,0.00,-776.00,-16.00,-12408.00
2009:Q4,-4564.00,2924.00,-2080.00,-2216.00,136.00,-9376.00,-720.00,-432.00,-8224.00,3968.00,-2436.00,5412.00,-4648.00,0.00,-4648.00,-1536.00,-1536.00,0.00,-1664.00,-8884.00,0.00,-6592.00,-4.00,-2288.00
2010:Q1,44684.00,-6372.00,24960.00,15664.00,9296.00,23012.00,8664.00,-260.00,14608.00,3084.00,40092.00,-6268.00,32248.00,0.00,32248.00,-204.00,-204.00,0.00,14316.00,8416.00,0.00,5312.00,48.00,3056.00
2010:Q2,-4484.00,-2432.00,26920.00,22032.00,4888.00,-21752.00,-8332.00,-188.00,-13232.00,-7220.00,-12676.00,21900.00,-25768.00,0.00,-25768.00,-412.00,-412.00,0.00,-8396.00,-4048.00,0.00,-32.00,-40.00,-3976.00
2010:Q3,67156.00,2600.00,61544.00,56308.00,5236.00,-4796.00,-448.00,-384.00,-3964.00,7808.00,64116.00,30608.00,-748.00,0.00,-748.00,36.00,36.00,0.00,34220.00,-1948.00,0.00,-900.00,-48.00,-1000.00
2010:Q4,54592.00,-300.00,66640.00,58796.00,7844.00,-3172.00,680.00,-492.00,-3360.00,-8576.00,46224.00,73380.00,-5928.00,0.00,-5928.00,556.00,556.00,0.00,-21784.00,-4440.00,0.00,-8.00,-4.00,-4428.00
2011:Q1,267796.00,11992.00,200176.00,189256.00,10920.00,49200.00,45792.00,-300.00,3708.00,6428.00,170440.00,161704.00,352.00,0.00,352.00,-4940.00,-4940.00,0.00,13324.00,-12432.00,0.00,-4460.00,-12.00,-7960.00
2011:Q2,103172.00,-8108.00,112720.00,104968.00,7752.00,-7640.00,-2580.00,-40.00,-5020.00,6200.00,95280.00,105168.00,-9384.00,0.00,-9384.00,-1328.00,-1328.00,0.00,824.00,-2244.00,0.00,-536.00,-32.00,-1676.00
2011:Q3,109692.00,18564.00,93500.00,89004.00,4496.00,-4760.00,256.00,-116.00,-4900.00,2388.00,97888.00,95012.00,-5112.00,0.00,-5112.00,160.00,160.00,0.00,7828.00,388.00,0.00,1776.00,-40.00,-1348.00
2011:Q4,11880.00,-3124.00,30028.00,35508.00,-5480.00,-1556.00,228.00,-300.00,-1484.00,-13468.00,8804.00,29000.00,-8536.00,0.00,-8536.00,184.00,184.00,0.00,-11844.00,-880.00,0.00,296.00,-16.00,-1160.00
2012:Q1,262244.00,10976.00,231844.00,219268.00,12576.00,56.00,6196.00,72.00,-6212.00,19368.00,233092.00,173884.00,1336.00,0.00,1336.00,-636.00,-636.00,0.00,58508.00,3364.00,0.00,2644.00,-48.00,768.00
2012:Q2,93680.00,-324.00,78164.00,70868.00,7296.00,11928.00,12276.00,12.00,-360.00,3912.00,80384.00,81088.00,14740.00,0.00,14740.00,588.00,588.00,0.00,-16032.00,9680.00,0.00,9644.00,-80.00,116.00
2012:Q3,277280.00,11980.00,240908.00,228824.00,12084.00,4788.00,640.00,-156.00,4304.00,19604.00,232560.00,160004.00,-6464.00,0.00,-6464.00,124.00,-276.00,400.00,78896.00,-1644.00,0.00,-420.00,24.00,-1248.00
2012:Q4,-45596.00,-8416.00,-74124.00,-81040.00,6916.00,10884.00,8272.00,360.00,2252.00,26060.00,-46380.00,-5188.00,-14436.00,0.00,-14436.00,11148.00,10500.00,648.00,-37904.00,-6192.00,0.00,2984.00,-36.00,-9140.00
2013:Q1,10352.00,25084.00,-29664.00,-46736.00,17072.00,1684.00,880.00,1252.00,-448.00,13248.00,-10604.00,5832.00,6516.00,0.00,6516.00,-2412.00,-3056.00,644.00,-20540.00,1272.00,0.00,1688.00,148.00,-564.00
2013:Q2,461552.00,-25192.00,-79676.00,-53176.00,-26500.00,562548.00,10388.00,5740.00,546420.00,3872.00,458108.00,-49240.00,508848.00,0.00,508848.00,-3824.00,-4124.00,300.00,2324.00,539572.00,0.00,31164.00,9764.00,498644.00
2013:Q3,-140968.00,-7936.00,-82428.00,-83920.00,1492.00,5748.00,1132.00,104.00,4512.00,-56352.00,-142316.00,-85032.00,5792.00,0.00,5792.00,956.00,516.00,440.00,-64032.00,5128.00,0.00,4092.00,4.00,1032.00
2013:Q4,-138592.00,-5160.00,-167680.00,-169332.00,1652.00,22008.00,7440.00,2036.00,12532.00,12240.00,-96356.00,-131732.00,47276.00,0.00,47276.00,4448.00,2924.00,1524.00,-16348.00,32040.00,0.00,1844.00,700.00,29496.00
2014:Q1,60028.00,-404.00,-38904.00,-37132.00,-1772.00,86240.00,6344.00,200.00,79696.00,13096.00,54240.00,-48512.00,85652.00,0.00,85652.00,-1376.00,-3008.00,1632.00,18476.00,77896.00,0.00,-1892.00,1148.00,78640.00
2014:Q2,42652.00,2716.00,39604.00,44096.00,-4492.00,-1572.00,9300.00,-336.00,-10536.00,1904.00,28196.00,37684.00,-20860.00,0.00,-20860.00,10872.00,4328.00,6544.00,500.00,-22336.00,0.00,-940.00,-112.00,-21284.00
2014:Q3,4800.00,1336.00,-21024.00,-20088.00,-936.00,18368.00,25168.00,1936.00,-8736.00,6120.00,312.00,-1608.00,4652.00,0.00,4652.00,5580.00,732.00,4848.00,-8312.00,-4444.00,0.00,11520.00,-176.00,-15788.00
2014:Q4,10668.00,1588.00,49012.00,47220.00,1792.00,-33728.00,-6644.00,-14592.00,-12492.00,-6204.00,58876.00,52400.00,2836.00,0.00,2836.00,8284.00,1836.00,6448.00,-4644.00,-1484.00,0.00,4184.00,504.00,-6172.00
2015:Q1,-44640.00,2320.00,-17596.00,-33480.00,15884.00,-26484.00,-3960.00,-1800.00,-20724.00,-2880.00,-42824.00,-12980.00,-28100.00,0.00,-28100.00,4264.00,-1300.00,5564.00,-6008.00,-23868.00,0.00,2840.00,-2072.00,-24636.00
2015:Q2,-68652.00,-2668.00,-77948.00,-84000.00,6052.00,2716.00,25328.00,-244.00,-22368.00,9248.00,-83640.00,-52916.00,-41488.00,0.00,-41488.00,12704.00,2968.00,9736.00,-1940.00,-48596.00,0.00,11044.00,-220.00,-59420.00
2015:Q3,-70840.00,5224.00,-30596.00,-29316.00,-1280.00,-47356.00,-4708.00,1064.00,-43712.00,1888.00,-64056.00,-79856.00,-51056.00,0.00,-51056.00,36496.00,-356.00,36852.00,30360.00,-16644.00,0.00,23324.00,1516.00,-41484.00
2015:Q4,-104788.00,-7316.00,-51008.00,-51780.00,772.00,-46940.00,-7716.00,-436.00,-38788.00,476.00,-94468.00,-36408.00,-32508.00,0.00,-32508.00,18980.00,-544.00,19524.00,-44532.00,-29192.00,0.00,2700.00,8.00,-31900.00
2016:Q1,52696.00,5344.00,-2680.00,-2044.00,-636.00,47232.00,7336.00,1304.00,38592.00,2800.00,60008.00,836.00,51168.00,0.00,51168.00,-19316.00,-3096.00,-16220.00,27320.00,27380.00,0.00,-11492.00,272.00,38600.00
2016:Q2,-6920.00,2896.00,-3120.00,-7876.00,4756.00,-12196.00,9988.00,-600.00,-21584.00,5500.00,-8452.00,-12412.00,-8436.00,0.00,-8436.00,4252.00,6760.00,-2508.00,8144.00,-15596.00,0.00,7096.00,240.00,-22932.00
2016:Q3,9656.00,-4248.00,-46044.00,-48880.00,2836.00,44228.00,37564.00,632.00,6032.00,15720.00,-77468.00,-27412.00,-33292.00,0.00,-33292.00,-7208.00,-436.00,-6772.00,-9556.00,-40532.00,0.00,-8732.00,252.00,-32052.00
