date,FL263192005.Q,FL263192101.Q,FL263192305.Q,FL263192313.Q,FL263092313.Q,FL103092005.Q,FL763092000.Q,FL513092003.Q,FL543092073.Q,FL613092003.Q,FL663092003.Q,FL103192005.Q,FL115114005.Q,FL753192003.Q,FL513192003.Q,FL543192073.Q,FL613192003.Q,FL663192005.Q,FL733192003.Q,FL503192003.Q,FL263092001.Q,FL263092101.Q,FL263092303.Q,FL263092323.Q,FL263192323.Q,FL263192035.Q,FL263192101.Q,FL263192345.Q,FL263192313.Q,FL263192323.Q,FL263092035.Q,FL263092101.Q,FL263092345.Q,FL263092313.Q,FL263092323.Q,LM263192045.Q,LM263192141.Q,LM263192305.Q,FL263192055.Q,FL263192151.Q,FL263192305.Q,LM263092045.Q,LM263092141.Q,LM263092303.Q,FL263092055.Q,FL263092151.Q,FL263092303.Q
2010:Q3,4278167.00,4101660.00,176507.00,555062.00,378555.00,3425721.00,264650.00,127147.00,31002.00,189752.00,239895.00,2142625.00,4832.00,119120.00,68181.00,73732.00,95776.00,68644.00,0.00,11272.00,2584182.00,2080384.00,503798.00,775382.00,271584.00,4928306.00,4101660.00,826646.00,555062.00,271584.00,3234321.00,2080384.00,1153937.00,378555.00,775382.00,4513161.00,4336654.00,176507.00,3751343.00,3574836.00,176507.00,3139756.00,2635958.00,503798.00,2244288.00,1740490.00,503798.00
2010:Q4,4273559.00,4084823.00,188737.00,586867.00,398130.00,3402902.00,280055.00,99093.00,46257.00,205972.00,239280.00,2128728.00,5296.00,120018.00,70717.00,84325.00,114663.00,88477.00,0.00,11422.00,2623646.00,2129106.00,494540.00,773214.00,278674.00,4950364.00,4084823.00,865541.00,586867.00,278674.00,3300450.00,2129106.00,1171344.00,398130.00,773214.00,4809587.00,4620850.00,188737.00,3741911.00,3553174.00,188737.00,3422293.00,2927753.00,494540.00,2280044.00,1785504.00,494540.00
2011:Q1,4319489.00,4132866.00,186623.00,600841.00,414218.00,3443022.00,282662.00,97232.00,46290.00,207995.00,242288.00,2142026.00,5188.00,129908.00,72040.00,79848.00,115537.00,93322.00,0.00,11572.00,2649441.00,2162787.00,486654.00,774587.00,287933.00,5021640.00,4132866.00,888774.00,600841.00,287933.00,3351592.00,2162787.00,1188805.00,414218.00,774587.00,5108938.00,4922315.00,186623.00,3783384.00,3596761.00,186623.00,3580935.00,3094281.00,486654.00,2300531.00,1813877.00,486654.00
2011:Q2,4505315.00,4310231.00,195084.00,618807.00,423723.00,3618177.00,285878.00,97452.00,47375.00,211168.00,245265.00,2181307.00,5236.00,133897.00,69822.00,82336.00,118210.00,99634.00,0.00,11722.00,2702164.00,2211583.00,490581.00,783032.00,292450.00,5221488.00,4310231.00,911257.00,618807.00,292450.00,3418338.00,2211583.00,1206755.00,423723.00,783032.00,5139499.00,4944415.00,195084.00,3964754.00,3769670.00,195084.00,3600126.00,3109545.00,490581.00,2347947.00,1857366.00,490581.00
2011:Q3,4576304.00,4393086.00,183218.00,616889.00,433671.00,3686556.00,278814.00,101620.00,48724.00,213760.00,246830.00,2245660.00,5255.00,143679.00,68780.00,75732.00,117967.00,105929.00,0.00,11872.00,2774874.00,2265501.00,509373.00,786759.00,277386.00,5287361.00,4393086.00,894275.00,616889.00,277386.00,3485931.00,2265501.00,1220430.00,433671.00,786759.00,4244882.00,4061664.00,183218.00,4031288.00,3848070.00,183218.00,3196405.00,2687032.00,509373.00,2415349.00,1905976.00,509373.00
2011:Q4,4599498.00,4405223.00,194275.00,619084.00,424809.00,3759184.00,272464.00,90204.00,54179.00,221779.00,201688.00,2230737.00,6062.00,176616.00,73876.00,103619.00,91101.00,104648.00,0.00,12022.00,2798681.00,2268317.00,530364.00,806054.00,275690.00,5299997.00,4405223.00,894774.00,619084.00,275690.00,3499180.00,2268317.00,1230863.00,424809.00,806054.00,4514327.00,4320052.00,194275.00,4050026.00,3855751.00,194275.00,3498726.00,2968362.00,530364.00,2433848.00,1903484.00,530364.00
2012:Q1,4667246.00,4439616.00,227630.00,635852.00,408221.00,3815478.00,275245.00,85539.00,56222.00,229039.00,205723.00,2245062.00,6160.00,169950.00,71995.00,102257.00,89187.00,107155.00,0.00,12172.00,2803938.00,2295200.00,508738.00,807542.00,298804.00,5374272.00,4439616.00,934656.00,635852.00,298804.00,3510963.00,2295200.00,1215763.00,408221.00,807542.00,4968970.00,4741340.00,227630.00,4103192.00,3875562.00,227630.00,3826404.00,3317666.00,508738.00,2429675.00,1920937.00,508738.00
2012:Q2,4761236.00,4526366.00,234870.00,650511.00,415641.00,3904218.00,276723.00,86838.00,57319.00,229666.00,206472.00,2313195.00,6654.00,172061.00,88575.00,103713.00,89129.00,108849.00,0.00,12322.00,2894498.00,2377295.00,517203.00,831257.00,314054.00,5490931.00,4526366.00,964565.00,650511.00,314054.00,3624193.00,2377295.00,1246898.00,415641.00,831257.00,4684122.00,4449252.00,234870.00,4182600.00,3947730.00,234870.00,3760851.00,3243648.00,517203.00,2510806.00,1993603.00,517203.00
2012:Q3,4915625.00,4678415.00,237210.00,650064.00,412854.00,4056086.00,274836.00,86275.00,57966.00,231896.00,208566.00,2365084.00,6695.00,173466.00,87513.00,105602.00,89334.00,111886.00,0.00,12472.00,2952052.00,2426155.00,525897.00,842073.00,316177.00,5644656.00,4678415.00,966241.00,650064.00,316177.00,3681082.00,2426155.00,1254927.00,412854.00,842073.00,5050597.00,4813387.00,237210.00,4322408.00,4085198.00,237210.00,3957343.00,3431446.00,525897.00,2558930.00,2033033.00,525897.00
2012:Q4,5017814.00,4778836.00,238978.00,659438.00,420459.00,4134652.00,276997.00,98468.00,69101.00,226335.00,212261.00,2399793.00,6332.00,205908.00,58107.00,105304.00,88677.00,110516.00,0.00,12622.00,2987259.00,2487297.00,499962.00,826131.00,326170.00,5764444.00,4778836.00,985608.00,659438.00,326170.00,3733887.00,2487297.00,1246590.00,420459.00,826131.00,5222873.00,4983895.00,238978.00,4410014.00,4171036.00,238978.00,3915805.00,3415843.00,499962.00,2584708.00,2084746.00,499962.00
2013:Q1,4990205.00,4784587.00,205618.00,673031.00,467413.00,4092764.00,279072.00,103009.00,68545.00,229249.00,217566.00,2426498.00,6354.00,208264.00,63975.00,107391.00,88983.00,112033.00,0.00,12772.00,3026270.00,2524145.00,502125.00,828933.00,326808.00,5784426.00,4784587.00,999839.00,673031.00,326808.00,3820491.00,2524145.00,1296346.00,467413.00,828933.00,5448605.00,5242987.00,205618.00,4375626.00,4170008.00,205618.00,4255704.00,3753579.00,502125.00,2619363.00,2117238.00,502125.00
2013:Q2,5090570.00,4867306.00,223264.00,700568.00,477304.00,4188866.00,274957.00,108179.00,69620.00,229875.00,219073.00,2462501.00,6300.00,210155.00,65795.00,108849.00,89480.00,113969.00,0.00,12922.00,3069971.00,2567489.00,502482.00,854720.00,352238.00,5920112.00,4867306.00,1052806.00,700568.00,352238.00,3899513.00,2567489.00,1332024.00,477304.00,854720.00,5390706.00,5167442.00,223264.00,4469211.00,4245947.00,223264.00,4351622.00,3849140.00,502482.00,2658709.00,2156227.00,502482.00
2013:Q3,5232712.00,5025935.00,206777.00,702960.00,496183.00,4313096.00,281630.00,113349.00,70486.00,232346.00,221805.00,2506594.00,6736.00,212403.00,66531.00,110345.00,86320.00,116578.00,0.00,13072.00,3118579.00,2614180.00,504399.00,856520.00,352121.00,6081016.00,5025935.00,1055081.00,702960.00,352121.00,3966883.00,2614180.00,1352703.00,496183.00,856520.00,5913304.00,5706527.00,206777.00,4604574.00,4397797.00,206777.00,4548655.00,4044256.00,504399.00,2702962.00,2198563.00,504399.00
2013:Q4,5214631.00,5014687.00,199944.00,698148.00,498204.00,4389539.00,268648.00,107005.00,68388.00,223298.00,157753.00,2580240.00,7085.00,214903.00,44119.00,88096.00,73408.00,126724.00,0.00,13222.00,3147797.00,2642595.00,505202.00,873515.00,368313.00,6081148.00,5014687.00,1066461.00,698148.00,368313.00,4014314.00,2642595.00,1371719.00,498204.00,873515.00,6254171.00,6054227.00,199944.00,4579713.00,4379769.00,199944.00,4948418.00,4443216.00,505202.00,2727825.00,2222623.00,505202.00
2014:Q1,5253742.00,5045965.00,207777.00,718025.00,510248.00,4417276.00,271026.00,108047.00,68936.00,229940.00,158517.00,2559214.00,7270.00,214580.00,43303.00,88114.00,80677.00,127852.00,0.00,13372.00,3134382.00,2632349.00,502033.00,864499.00,362466.00,6126456.00,5045965.00,1080491.00,718025.00,362466.00,4007096.00,2632349.00,1374747.00,510248.00,864499.00,6327360.00,6119583.00,207777.00,4620432.00,4412655.00,207777.00,4882529.00,4380496.00,502033.00,2711156.00,2209123.00,502033.00
2014:Q2,5373181.00,5171993.00,201188.00,705466.00,504277.00,4534670.00,272803.00,108578.00,68442.00,229814.00,158874.00,2627725.00,7602.00,214545.00,42806.00,90852.00,81817.00,128075.00,0.00,13522.00,3206944.00,2696796.00,510148.00,875190.00,365041.00,6242500.00,5171993.00,1070507.00,705466.00,365041.00,4076263.00,2696796.00,1379467.00,504277.00,875190.00,6615335.00,6414147.00,201188.00,4741476.00,4540288.00,201188.00,5130824.00,4620676.00,510148.00,2780465.00,2270317.00,510148.00
2014:Q3,5437708.00,5235161.00,202547.00,714935.00,512388.00,4588913.00,275772.00,110303.00,69654.00,232240.00,160826.00,2710662.00,7667.00,214046.00,45373.00,94862.00,82342.00,128297.00,0.00,13672.00,3296921.00,2739063.00,557858.00,928799.00,370941.00,6321037.00,5235161.00,1085876.00,714935.00,370941.00,4180250.00,2739063.00,1441187.00,512388.00,928799.00,6356307.00,6153760.00,202547.00,4807610.00,4605063.00,202547.00,5211610.00,4653752.00,557858.00,2867189.00,2309331.00,557858.00
2014:Q4,5457917.00,5277867.00,180050.00,700370.00,520320.00,4615590.00,261047.00,113356.00,68854.00,228037.00,171033.00,2740629.00,10207.00,202810.00,67896.00,97019.00,82669.00,131238.00,0.00,13822.00,3346290.00,2788327.00,557963.00,945651.00,387688.00,6365925.00,5277867.00,1088058.00,700370.00,387688.00,4254298.00,2788327.00,1465971.00,520320.00,945651.00,6225124.00,6045074.00,180050.00,4829425.00,4649375.00,180050.00,5442044.00,4884081.00,557963.00,2913305.00,2355342.00,557963.00
2015:Q1,5505951.00,5308729.00,197222.00,725592.00,528370.00,4651898.00,262202.00,114124.00,70784.00,234403.00,172540.00,2842868.00,11003.00,199708.00,67554.00,105129.00,84343.00,133114.00,0.00,13973.00,3457692.00,2883139.00,574553.00,985884.00,411331.00,6445652.00,5308729.00,1136923.00,725592.00,411331.00,4397393.00,2883139.00,1514254.00,528370.00,985884.00,6392111.00,6194889.00,197222.00,4882603.00,4685381.00,197222.00,5596484.00,5021931.00,574553.00,3022396.00,2447843.00,574553.00
2015:Q2,5581147.00,5377035.00,204112.00,747247.00,543136.00,4714230.00,264020.00,117150.00,70719.00,237683.00,177345.00,2903018.00,11430.00,203161.00,67732.00,105406.00,83077.00,137054.00,0.00,14123.00,3525001.00,2926748.00,598253.00,1022205.00,423952.00,6548234.00,5377035.00,1171199.00,747247.00,423952.00,4492089.00,2926748.00,1565341.00,543136.00,1022205.00,6417049.00,6212937.00,204112.00,4962941.00,4758829.00,204112.00,5621945.00,5023692.00,598253.00,3087394.00,2489141.00,598253.00
2015:Q3,5593158.00,5424495.00,168663.00,722424.00,553761.00,4724582.00,262140.00,117604.00,69391.00,239739.00,179702.00,2945836.00,11605.00,203651.00,70990.00,105198.00,75239.00,136860.00,7454.00,14273.00,3571106.00,2968394.00,602712.00,1024860.00,422148.00,6569067.00,5424495.00,1144572.00,722424.00,422148.00,4547015.00,2968394.00,1578621.00,553761.00,1024860.00,5809113.00,5640450.00,168663.00,4980096.00,4811433.00,168663.00,5284360.00,4681648.00,602712.00,3131189.00,2528477.00,602712.00
2015:Q4,5648567.00,5453940.00,194627.00,742836.00,548209.00,4807171.00,253157.00,111780.00,60019.00,232789.00,183651.00,2964781.00,11758.00,197928.00,77034.00,91769.00,63750.00,137454.00,17530.00,14423.00,3576427.00,2984484.00,591943.00,1016336.00,424393.00,6621169.00,5453940.00,1167229.00,742836.00,424393.00,4549029.00,2984484.00,1564545.00,548209.00,1016336.00,6005747.00,5811120.00,194627.00,5040648.00,4846021.00,194627.00,5571207.00,4979264.00,591943.00,3134200.00,2542257.00,591943.00
2016:Q1,5756749.00,5570794.00,185955.00,748619.00,562664.00,4903898.00,254577.00,112236.00,60710.00,236884.00,188444.00,3012100.00,12111.00,199750.00,104095.00,100605.00,64467.00,155187.00,16945.00,14573.00,3679833.00,3054217.00,625616.00,1032136.00,406521.00,6725934.00,5570794.00,1155140.00,748619.00,406521.00,4649017.00,3054217.00,1594800.00,562664.00,1032136.00,6023865.00,5837910.00,185955.00,5148830.00,4962875.00,185955.00,5695568.00,5069952.00,625616.00,3237605.00,2611989.00,625616.00
2016:Q2,5853304.00,5672355.00,180949.00,749810.00,568861.00,4970822.00,254623.00,113221.00,61841.00,261243.00,191554.00,3142886.00,12509.00,201318.00,104106.00,100872.00,65489.00,155906.00,19614.00,14723.00,3817423.00,3143115.00,674308.00,1082849.00,408541.00,6830706.00,5672355.00,1158351.00,749810.00,408541.00,4794825.00,3143115.00,1651710.00,568861.00,1082849.00,5986231.00,5805282.00,180949.00,5245385.00,5064436.00,180949.00,5932943.00,5258635.00,674308.00,3375196.00,2700888.00,674308.00
2016:Q3,5962694.00,5783856.00,178838.00,759074.00,580234.00,5069588.00,251826.00,114064.00,64299.00,266295.00,196623.00,3212846.00,12933.00,204019.00,123470.00,109057.00,67322.00,46760.00,131760.00,14873.00,3923040.00,3230226.00,692814.00,1087474.00,394661.00,6937591.00,5783856.00,1153735.00,759074.00,394661.00,4897935.00,3230226.00,1667709.00,580234.00,1087474.00,6090790.00,5911951.00,178838.00,5349944.00,5171105.00,178838.00,6099843.00,5407029.00,692814.00,3542096.00,2849282.00,692814.00
