date,FL263192005.Q,FL263192101.Q,FL263192305.Q,FL263192313.Q,FL263092313.Q,FL103092005.Q,FL763092000.Q,FL513092003.Q,FL543092073.Q,FL613092003.Q,FL663092003.Q,FL103192005.Q,FL115114005.Q,FL753192003.Q,FL513192003.Q,FL543192073.Q,FL613192003.Q,FL663192005.Q,FL733192003.Q,FL503192003.Q,FL263092001.Q,FL263092101.Q,FL263092303.Q,FL263092323.Q,FL263192323.Q,FL263192035.Q,FL263192101.Q,FL263192345.Q,FL263192313.Q,FL263192323.Q,FL263092035.Q,FL263092101.Q,FL263092345.Q,FL263092313.Q,FL263092323.Q,LM263192045.Q,LM263192141.Q,LM263192305.Q,FL263192055.Q,FL263192151.Q,FL263192305.Q,LM263092045.Q,LM263092141.Q,LM263092303.Q,FL263092055.Q,FL263092151.Q,FL263092303.Q
1983:Q4,393163.00,367100.00,26063.00,54758.00,66214.00,365247.00,12638.00,9859.00,1725.00,2922.00,772.00,167638.00,6440.00,8697.00,4657.00,4007.00,19.00,2250.00,0.00,0.00,193708.00,159313.00,34395.00,45163.00,10768.00,432626.00,367100.00,65526.00,54758.00,10768.00,270690.00,159313.00,111377.00,66214.00,45163.00,311862.00,285799.00,26063.00,249670.00,223607.00,26063.00,153318.00,118923.00,34395.00,137061.00,102666.00,34395.00
1984:Q1,398033.00,374009.00,24024.00,54913.00,70661.00,369538.00,12886.00,9846.00,1698.00,3479.00,586.00,170243.00,6890.00,8919.00,4699.00,3841.00,1257.00,2660.00,0.00,0.00,198509.00,163398.00,35110.00,46092.00,10982.00,439904.00,374009.00,65895.00,54913.00,10982.00,280151.00,163398.00,116753.00,70661.00,46092.00,316027.00,292003.00,24024.00,253835.00,229811.00,24024.00,158412.00,123302.00,35110.00,142155.00,107045.00,35110.00
1984:Q2,403564.00,381719.00,21845.00,56338.00,76697.00,374469.00,13612.00,10020.00,1704.00,3021.00,738.00,178304.00,7172.00,9269.00,4706.00,3821.00,1355.00,2804.00,0.00,0.00,207431.00,167804.00,39626.00,51611.00,11985.00,450042.00,381719.00,68323.00,56338.00,11985.00,296112.00,167804.00,128308.00,76697.00,51611.00,320790.00,298945.00,21845.00,258598.00,236753.00,21845.00,167619.00,127993.00,39626.00,151362.00,111736.00,39626.00
1984:Q3,407961.00,387498.00,20464.00,57520.00,80299.00,378413.00,13629.00,10217.00,1737.00,3330.00,635.00,181303.00,7255.00,10018.00,4540.00,3720.00,2241.00,2847.00,0.00,0.00,211924.00,171141.00,40782.00,52067.00,11285.00,456303.00,387498.00,68805.00,57520.00,11285.00,303507.00,171141.00,132366.00,80299.00,52067.00,324314.00,303850.00,20464.00,262122.00,241658.00,20464.00,172383.00,131601.00,40782.00,156126.00,115344.00,40782.00
1984:Q4,389543.00,366755.00,22788.00,56925.00,75338.00,359846.00,13774.00,9906.00,1928.00,3396.00,693.00,191554.00,7104.00,10326.00,4044.00,4878.00,1916.00,3716.00,0.00,0.00,223538.00,181726.00,41813.00,53821.00,12008.00,435688.00,366755.00,68933.00,56925.00,12008.00,310885.00,181726.00,129159.00,75338.00,53821.00,311775.00,288987.00,22788.00,259294.00,236506.00,22788.00,172377.00,130564.00,41813.00,164584.00,122771.00,41813.00
1985:Q1,392718.00,370867.00,21852.00,56571.00,75495.00,363073.00,14199.00,9472.00,1873.00,3407.00,694.00,196402.00,7460.00,10555.00,3977.00,4736.00,1816.00,3461.00,0.00,0.00,228407.00,185237.00,43171.00,56225.00,13054.00,440492.00,370867.00,69625.00,56571.00,13054.00,316957.00,185237.00,131720.00,75495.00,56225.00,313648.00,291796.00,21852.00,261167.00,239315.00,21852.00,177460.00,134289.00,43171.00,169667.00,126496.00,43171.00
1985:Q2,397418.00,378877.00,18544.00,54697.00,76365.00,367130.00,14530.00,9725.00,1964.00,3378.00,691.00,200716.00,7370.00,10710.00,3897.00,4835.00,2116.00,3436.00,0.00,0.00,233080.00,188031.00,45051.00,58302.00,13251.00,446825.00,378877.00,67948.00,54697.00,13251.00,322698.00,188031.00,134667.00,76365.00,58302.00,316945.00,298401.00,18544.00,264464.00,245920.00,18544.00,182325.00,137274.00,45051.00,174532.00,129481.00,45051.00
1985:Q3,400734.00,381338.00,19399.00,57035.00,76161.00,370266.00,14130.00,10078.00,1979.00,3552.00,729.00,204392.00,7410.00,11499.00,4183.00,5276.00,1792.00,3446.00,0.00,0.00,237998.00,191655.00,46345.00,59775.00,13430.00,451803.00,381338.00,70465.00,57035.00,13430.00,327591.00,191655.00,135936.00,76161.00,59775.00,318825.00,299426.00,19399.00,266344.00,246945.00,19399.00,187419.00,141074.00,46345.00,179626.00,133281.00,46345.00
1985:Q4,407815.00,388581.00,19234.00,56032.00,73578.00,377132.00,14810.00,10032.00,1575.00,3389.00,877.00,210869.00,7955.00,11377.00,4545.00,7260.00,1369.00,3848.00,0.00,0.00,247223.00,200225.00,46999.00,62763.00,15764.00,460377.00,388581.00,71796.00,56032.00,15764.00,336566.00,200225.00,136341.00,73578.00,62763.00,423131.00,403897.00,19234.00,275148.00,255914.00,19234.00,219996.00,172997.00,46999.00,184616.00,137617.00,46999.00
1986:Q1,416821.00,393773.00,23047.00,59000.00,71247.00,384101.00,15235.00,10400.00,1520.00,4663.00,902.00,222207.00,8171.00,11698.00,4454.00,6862.00,1269.00,3958.00,0.00,-8045.00,250574.00,201723.00,48853.00,65442.00,16589.00,469362.00,393773.00,75589.00,59000.00,16589.00,338412.00,201723.00,136689.00,71247.00,65442.00,430981.00,407934.00,23047.00,282998.00,259951.00,23047.00,223507.00,174654.00,48853.00,188127.00,139274.00,48853.00
1986:Q2,423280.00,400691.00,22587.00,60539.00,70803.00,389412.00,15568.00,10764.00,1175.00,5470.00,891.00,228941.00,8360.00,11967.00,4476.00,7024.00,1200.00,4056.00,0.00,-9613.00,256411.00,205758.00,50654.00,67634.00,16980.00,478210.00,400691.00,77519.00,60539.00,16980.00,344195.00,205758.00,138437.00,70803.00,67634.00,436355.00,413768.00,22587.00,288372.00,265785.00,22587.00,229512.00,178858.00,50654.00,194132.00,143478.00,50654.00
1986:Q3,427557.00,404766.00,22788.00,58977.00,67470.00,394220.00,15248.00,11256.00,1251.00,4647.00,935.00,236392.00,8491.00,12669.00,4516.00,8521.00,1769.00,4124.00,0.00,-11201.00,265281.00,212842.00,52440.00,69875.00,17435.00,481178.00,404766.00,76412.00,58977.00,17435.00,350187.00,212842.00,137345.00,67470.00,69875.00,439580.00,416792.00,22788.00,291597.00,268809.00,22788.00,238568.00,186128.00,52440.00,203188.00,150748.00,52440.00
1986:Q4,437492.00,413257.00,24235.00,58748.00,67187.00,402295.00,15028.00,11848.00,1460.00,5655.00,1206.00,254068.00,8104.00,12394.00,5982.00,9363.00,3614.00,3624.00,0.00,-12448.00,284701.00,226404.00,58297.00,76174.00,17877.00,489882.00,413257.00,76625.00,58748.00,17877.00,369765.00,226404.00,143361.00,67187.00,76174.00,562748.00,538513.00,24235.00,303146.00,278911.00,24235.00,272966.00,214669.00,58297.00,220414.00,162117.00,58297.00
1987:Q1,444664.00,419158.00,25506.00,61246.00,68536.00,408383.00,15493.00,12655.00,1471.00,5426.00,1236.00,267840.00,8224.00,12793.00,5912.00,9887.00,3052.00,4809.00,0.00,-15043.00,297474.00,232463.00,65011.00,85524.00,20513.00,500917.00,419158.00,81759.00,61246.00,20513.00,386523.00,232463.00,154060.00,68536.00,85524.00,568688.00,543182.00,25506.00,309086.00,283580.00,25506.00,286003.00,220992.00,65011.00,233451.00,168440.00,65011.00
1987:Q2,452122.00,426397.00,25725.00,63470.00,68743.00,415938.00,14596.00,13087.00,1483.00,5787.00,1231.00,277883.00,8388.00,12227.00,6439.00,10281.00,4651.00,5413.00,0.00,-18724.00,306558.00,239010.00,67548.00,89456.00,21908.00,511775.00,426397.00,85378.00,63470.00,21908.00,397209.00,239010.00,158199.00,68743.00,89456.00,574898.00,549173.00,25725.00,315296.00,289571.00,25725.00,295369.00,227821.00,67548.00,242817.00,175269.00,67548.00
1987:Q3,460330.00,434298.00,26034.00,63227.00,67006.00,423426.00,14911.00,13343.00,1517.00,5899.00,1234.00,298248.00,8497.00,13158.00,6696.00,10414.00,3471.00,5754.00,0.00,-18682.00,327556.00,247956.00,79600.00,102888.00,23288.00,520813.00,434298.00,86515.00,63227.00,23288.00,417850.00,247956.00,169894.00,67006.00,102888.00,581879.00,555845.00,26034.00,322277.00,296243.00,26034.00,316654.00,237054.00,79600.00,264102.00,184502.00,79600.00
1987:Q4,506624.00,479666.00,26958.00,64037.00,65641.00,462526.00,18652.00,15512.00,1889.00,5210.00,2835.00,316746.00,3083.00,14354.00,10508.00,7204.00,3451.00,3130.00,0.00,-23924.00,334552.00,258872.00,75680.00,101545.00,25864.00,569567.00,479666.00,89901.00,64037.00,25864.00,426058.00,258872.00,167186.00,65641.00,101545.00,618808.00,591850.00,26958.00,354815.00,327857.00,26958.00,316200.00,240520.00,75680.00,263394.00,187714.00,75680.00
1988:Q1,511410.00,482399.00,29010.00,66269.00,64357.00,465211.00,19052.00,16496.00,1994.00,6186.00,2471.00,329481.00,3290.00,15522.00,10673.00,7454.00,4211.00,3774.00,0.00,-31681.00,342724.00,269954.00,72770.00,98088.00,25317.00,573985.00,482399.00,91586.00,66269.00,25317.00,432399.00,269954.00,162445.00,64357.00,98088.00,622627.00,593617.00,29010.00,358634.00,329624.00,29010.00,324601.00,251831.00,72770.00,271795.00,199025.00,72770.00
1988:Q2,515165.00,486730.00,28435.00,66521.00,63307.00,468782.00,18695.00,16962.00,1935.00,6517.00,2274.00,350235.00,3464.00,15784.00,10817.00,7146.00,4279.00,2094.00,0.00,-36954.00,356865.00,281445.00,75421.00,101150.00,25728.00,578979.00,486730.00,92249.00,66521.00,25728.00,445902.00,281445.00,164457.00,63307.00,101150.00,625445.00,597010.00,28435.00,361452.00,333017.00,28435.00,338954.00,263533.00,75421.00,286148.00,210727.00,75421.00
1988:Q3,523796.00,495496.00,28301.00,66998.00,63648.00,476372.00,18618.00,17537.00,2028.00,7055.00,2186.00,366491.00,3613.00,15685.00,11008.00,7608.00,3860.00,3921.00,0.00,-41260.00,370926.00,290768.00,80159.00,107552.00,27392.00,589886.00,495496.00,94390.00,66998.00,27392.00,461968.00,290768.00,171200.00,63648.00,107552.00,633108.00,604807.00,28301.00,369115.00,340814.00,28301.00,353215.00,273056.00,80159.00,300409.00,220250.00,80159.00
1988:Q4,535920.00,504196.00,31724.00,67970.00,58404.00,484692.00,20239.00,18863.00,2118.00,7300.00,2708.00,394345.00,6467.00,16906.00,11729.00,7263.00,2668.00,4795.00,0.00,-42407.00,401766.00,314524.00,87242.00,119323.00,32081.00,604247.00,504196.00,100051.00,67970.00,32081.00,492251.00,314524.00,177727.00,58404.00,119323.00,714620.00,682896.00,31724.00,369338.00,337614.00,31724.00,391530.00,304288.00,87242.00,314754.00,227512.00,87242.00
1989:Q1,550582.00,514089.00,36493.00,75065.00,61394.00,497065.00,20944.00,19396.00,2019.00,8402.00,2756.00,410824.00,6995.00,17901.00,12015.00,8169.00,5854.00,4363.00,0.00,-46103.00,420018.00,317642.00,102377.00,132785.00,30408.00,619562.00,514089.00,105473.00,75065.00,30408.00,511821.00,317642.00,194179.00,61394.00,132785.00,727981.00,691488.00,36493.00,382699.00,346206.00,36493.00,410004.00,307627.00,102377.00,333228.00,230851.00,102377.00
1989:Q2,559201.00,522543.00,36660.00,79791.00,64211.00,500894.00,21110.00,19839.00,1921.00,12930.00,2507.00,423649.00,7512.00,17976.00,12377.00,8123.00,9448.00,4787.00,0.00,-48111.00,435761.00,328361.00,107401.00,135685.00,28284.00,630618.00,522543.00,108075.00,79791.00,28284.00,528257.00,328361.00,199896.00,64211.00,135685.00,735172.00,698512.00,36660.00,389890.00,353230.00,36660.00,425954.00,318553.00,107401.00,349178.00,241777.00,107401.00
1989:Q3,568981.00,531602.00,37382.00,83954.00,66205.00,506733.00,21273.00,20403.00,1744.00,16320.00,2508.00,438210.00,7594.00,18544.00,13099.00,8537.00,5404.00,4718.00,0.00,-48526.00,447580.00,340939.00,106642.00,139740.00,33098.00,648654.00,531602.00,117052.00,83954.00,33098.00,546884.00,340939.00,205945.00,66205.00,139740.00,743426.00,706044.00,37382.00,398144.00,360762.00,37382.00,437949.00,331307.00,106642.00,361173.00,254531.00,106642.00
1989:Q4,570655.00,524940.00,45715.00,92084.00,63931.00,497898.00,22571.00,22371.00,2398.00,23127.00,2290.00,454631.00,8717.00,18638.00,14188.00,8552.00,9336.00,6266.00,0.00,-52442.00,467886.00,356020.00,111866.00,145440.00,33574.00,650598.00,524940.00,125658.00,92084.00,33574.00,565391.00,356020.00,209371.00,63931.00,145440.00,850022.00,804307.00,45715.00,399343.00,353628.00,45715.00,534734.00,422868.00,111866.00,368924.00,257058.00,111866.00
1990:Q1,581726.00,535099.00,46628.00,92156.00,62393.00,510759.00,23429.00,23047.00,2478.00,19614.00,2399.00,469524.00,8928.00,19312.00,14492.00,8956.00,8488.00,6325.00,0.00,-52501.00,483524.00,368933.00,114591.00,151015.00,36424.00,663679.00,535099.00,128580.00,92156.00,36424.00,582341.00,368933.00,213408.00,62393.00,151015.00,859500.00,812872.00,46628.00,408821.00,362193.00,46628.00,550418.00,435827.00,114591.00,384608.00,270017.00,114591.00
1990:Q2,587541.00,542189.00,45353.00,91664.00,62418.00,517408.00,23487.00,22855.00,2464.00,18907.00,2420.00,482568.00,9238.00,20121.00,14719.00,8760.00,9370.00,6471.00,0.00,-53079.00,498168.00,380391.00,117777.00,157316.00,39539.00,673392.00,542189.00,131203.00,91664.00,39539.00,600125.00,380391.00,219734.00,62418.00,157316.00,863732.00,818379.00,45353.00,413053.00,367700.00,45353.00,565058.00,447281.00,117777.00,399248.00,281471.00,117777.00
1990:Q3,606804.00,556170.00,50635.00,101713.00,67153.00,533247.00,23074.00,23364.00,2859.00,21735.00,2525.00,501731.00,9323.00,20278.00,15019.00,8775.00,6828.00,6536.00,0.00,-61166.00,507324.00,389250.00,118074.00,164104.00,46030.00,703913.00,556170.00,147743.00,101713.00,46030.00,620507.00,389250.00,231257.00,67153.00,164104.00,881451.00,830816.00,50635.00,430772.00,380137.00,50635.00,574171.00,456097.00,118074.00,408361.00,290287.00,118074.00
1990:Q4,629804.00,589029.00,40775.00,101455.00,73829.00,556172.00,24905.00,24822.00,2709.00,18677.00,2519.00,513266.00,3843.00,18442.00,17253.00,9868.00,4575.00,3774.00,0.00,-65675.00,505346.00,387141.00,118205.00,165945.00,47740.00,738224.00,589029.00,149195.00,101455.00,47740.00,626915.00,387141.00,239774.00,73829.00,165945.00,744911.00,704136.00,40775.00,443670.00,402895.00,40775.00,539601.00,421396.00,118205.00,394911.00,276706.00,118205.00
1991:Q1,647666.00,602238.00,45429.00,103861.00,73946.00,567453.00,25651.00,25054.00,2860.00,24069.00,2579.00,518713.00,3671.00,18890.00,19585.00,10145.00,1774.00,5179.00,0.00,-68765.00,509192.00,396633.00,112560.00,163752.00,51192.00,757291.00,602238.00,155053.00,103861.00,51192.00,634331.00,396633.00,237698.00,73946.00,163752.00,761416.00,715987.00,45429.00,460175.00,414746.00,45429.00,543376.00,430816.00,112560.00,398686.00,286126.00,112560.00
1991:Q2,650263.00,610379.00,39884.00,105129.00,80452.00,574663.00,24902.00,25092.00,2849.00,20078.00,2679.00,519808.00,3679.00,18728.00,19787.00,10252.00,10973.00,5591.00,0.00,-65651.00,523167.00,401508.00,121660.00,166591.00,44931.00,760439.00,610379.00,150060.00,105129.00,44931.00,648551.00,401508.00,247043.00,80452.00,166591.00,762713.00,722829.00,39884.00,461472.00,421588.00,39884.00,557265.00,435605.00,121660.00,412575.00,290915.00,121660.00
1991:Q3,660498.00,621720.00,38777.00,110106.00,85755.00,583997.00,25105.00,24786.00,2686.00,21065.00,2859.00,515883.00,3711.00,18976.00,20385.00,11547.00,5177.00,5888.00,0.00,-59197.00,522370.00,406375.00,115995.00,168754.00,52759.00,784585.00,621720.00,162865.00,110106.00,52759.00,660884.00,406375.00,254509.00,85755.00,168754.00,771680.00,732903.00,38777.00,470439.00,431662.00,38777.00,556368.00,440373.00,115995.00,411678.00,295683.00,115995.00
1991:Q4,657717.00,619283.00,38434.00,101569.00,77488.00,580288.00,25370.00,23730.00,3683.00,21188.00,3458.00,511257.00,3937.00,24876.00,24708.00,8633.00,5622.00,5770.00,0.00,-51399.00,533404.00,419526.00,113878.00,171435.00,57557.00,778409.00,619283.00,159126.00,101569.00,57557.00,668449.00,419526.00,248923.00,77488.00,171435.00,841890.00,803456.00,38434.00,482197.00,443763.00,38434.00,669137.00,555259.00,113878.00,419108.00,305230.00,113878.00
1992:Q1,678420.00,632522.00,45899.00,109105.00,76607.00,594534.00,26013.00,24225.00,3857.00,26134.00,3657.00,522549.00,3956.00,25488.00,24810.00,8951.00,6296.00,5955.00,0.00,-62819.00,535186.00,423147.00,112039.00,171722.00,59683.00,801310.00,632522.00,168788.00,109105.00,59683.00,671476.00,423147.00,248329.00,76607.00,171722.00,861274.00,815375.00,45899.00,501581.00,455682.00,45899.00,670783.00,558744.00,112039.00,420754.00,308715.00,112039.00
1992:Q2,689268.00,642837.00,46433.00,113002.00,79019.00,605675.00,26502.00,24505.00,4043.00,24623.00,3920.00,529395.00,4027.00,25985.00,24991.00,9428.00,6712.00,6109.00,0.00,-65082.00,541565.00,426752.00,114813.00,176822.00,62009.00,817848.00,642837.00,175011.00,113002.00,62009.00,682593.00,426752.00,255841.00,79019.00,176822.00,870755.00,824322.00,46433.00,511062.00,464629.00,46433.00,677015.00,562202.00,114813.00,426986.00,312173.00,114813.00
1992:Q3,694987.00,649966.00,45024.00,115851.00,82325.00,614855.00,27026.00,20713.00,4006.00,24413.00,3974.00,528772.00,4059.00,26162.00,24930.00,9253.00,7434.00,6130.00,0.00,-61627.00,545113.00,431934.00,113178.00,179020.00,65842.00,831659.00,649966.00,181693.00,115851.00,65842.00,693279.00,431934.00,261345.00,82325.00,179020.00,875044.00,830020.00,45024.00,515351.00,470327.00,45024.00,680407.00,567229.00,113178.00,430378.00,317200.00,113178.00
1992:Q4,674386.00,627412.00,46974.00,112748.00,76330.00,586397.00,29905.00,24000.00,4021.00,24642.00,5421.00,523630.00,4376.00,21238.00,25662.00,9681.00,4194.00,5297.00,0.00,-53808.00,540270.00,425089.00,115181.00,183585.00,68404.00,808564.00,627412.00,181152.00,112748.00,68404.00,685004.00,425089.00,259915.00,76330.00,183585.00,809186.00,762212.00,46974.00,512619.00,465645.00,46974.00,696178.00,580997.00,115181.00,423131.00,307950.00,115181.00
1993:Q1,679807.00,639817.00,39990.00,120308.00,80318.00,592857.00,30343.00,24784.00,4107.00,22067.00,5649.00,534629.00,4390.00,21341.00,25917.00,8611.00,2226.00,9433.00,0.00,-58464.00,548083.00,428621.00,119462.00,189055.00,69593.00,829718.00,639817.00,189901.00,120308.00,69593.00,697994.00,428621.00,269373.00,80318.00,189055.00,813010.00,773020.00,39990.00,516443.00,476453.00,39990.00,703851.00,584389.00,119462.00,430804.00,311342.00,119462.00
1993:Q2,704180.00,655967.00,48213.00,133370.00,85157.00,607448.00,30724.00,25308.00,3864.00,30492.00,6344.00,540354.00,4324.00,22569.00,25965.00,9269.00,5042.00,13569.00,0.00,-61210.00,559882.00,432791.00,127090.00,194237.00,67147.00,856484.00,655967.00,200517.00,133370.00,67147.00,712185.00,432791.00,279394.00,85157.00,194237.00,835723.00,787510.00,48213.00,539156.00,490943.00,48213.00,715493.00,588403.00,127090.00,442446.00,315356.00,127090.00
1993:Q3,718351.00,673246.00,45105.00,140332.00,95227.00,622359.00,31517.00,25921.00,3819.00,28384.00,6351.00,538038.00,4378.00,22589.00,26119.00,9603.00,6183.00,17705.00,0.00,-52585.00,572030.00,438670.00,133359.00,201042.00,67683.00,881261.00,673246.00,208015.00,140332.00,67683.00,734939.00,438670.00,296269.00,95227.00,201042.00,848186.00,803081.00,45105.00,551619.00,506514.00,45105.00,727457.00,594098.00,133359.00,454410.00,321051.00,133359.00
1993:Q4,723526.00,664527.00,59000.00,138906.00,79906.00,607125.00,33827.00,28826.00,4864.00,44588.00,4296.00,545294.00,5206.00,24035.00,26678.00,13134.00,10153.00,23690.00,0.00,-54877.00,593313.00,449383.00,143931.00,207337.00,63406.00,866839.00,664527.00,202312.00,138906.00,63406.00,736626.00,449383.00,287243.00,79906.00,207337.00,1061299.00,1002299.00,59000.00,564284.00,505284.00,59000.00,768398.00,624467.00,143931.00,467413.00,323482.00,143931.00
1994:Q1,754598.00,680509.00,74091.00,155101.00,81010.00,635464.00,34608.00,28128.00,4963.00,47085.00,4350.00,560641.00,5264.00,24462.00,27197.00,13635.00,9921.00,23914.00,0.00,-66248.00,598786.00,455719.00,143067.00,207187.00,64120.00,899730.00,680509.00,219221.00,155101.00,64120.00,743916.00,455719.00,288197.00,81010.00,207187.00,1090629.00,1016538.00,74091.00,593614.00,519523.00,74091.00,773521.00,630454.00,143067.00,472536.00,329469.00,143067.00
1994:Q2,770721.00,696117.00,74606.00,156961.00,82356.00,651039.00,35521.00,28205.00,5223.00,46274.00,4459.00,563600.00,5251.00,24658.00,27539.00,13663.00,10413.00,24138.00,0.00,-64450.00,604812.00,460886.00,143926.00,206879.00,62953.00,916031.00,696117.00,219914.00,156961.00,62953.00,750121.00,460886.00,289235.00,82356.00,206879.00,1105013.00,1030407.00,74606.00,607998.00,533392.00,74606.00,779222.00,635296.00,143926.00,478237.00,334311.00,143926.00
1994:Q3,789980.00,713008.00,76972.00,163295.00,86324.00,669271.00,36365.00,28555.00,5106.00,46165.00,4518.00,584228.00,5210.00,25539.00,28031.00,13952.00,10525.00,24362.00,0.00,-72412.00,619435.00,472811.00,146624.00,209077.00,62453.00,938756.00,713008.00,225748.00,163295.00,62453.00,768212.00,472811.00,295401.00,86324.00,209077.00,1122545.00,1045573.00,76972.00,625530.00,548558.00,76972.00,793603.00,646979.00,146624.00,492618.00,345994.00,146624.00
1994:Q4,786565.00,726031.00,60534.00,140439.00,79904.00,685575.00,35626.00,32199.00,4752.00,25853.00,2560.00,598073.00,4834.00,26261.00,27892.00,10941.00,6014.00,14032.00,0.00,-70065.00,617982.00,483997.00,133985.00,173582.00,39597.00,906067.00,726031.00,180036.00,140439.00,39597.00,737483.00,483997.00,253486.00,79904.00,173582.00,1114582.00,1054048.00,60534.00,612893.00,552359.00,60534.00,757853.00,623868.00,133985.00,480667.00,346682.00,133985.00
1995:Q1,808249.00,746540.00,61709.00,144367.00,82657.00,705300.00,35862.00,32771.00,4777.00,27137.00,2402.00,614419.00,4795.00,27851.00,28026.00,11166.00,4910.00,14513.00,0.00,-78259.00,627421.00,496636.00,130785.00,171059.00,40274.00,931181.00,746540.00,184641.00,144367.00,40274.00,750352.00,496636.00,253716.00,82657.00,171059.00,1134601.00,1072892.00,61709.00,632912.00,571203.00,61709.00,767538.00,636753.00,130785.00,490352.00,359567.00,130785.00
1995:Q2,824281.00,761870.00,62412.00,148102.00,85689.00,720106.00,36516.00,32745.00,5038.00,27412.00,2464.00,629642.00,4762.00,28083.00,29409.00,11342.00,4467.00,14994.00,0.00,-83079.00,639620.00,506452.00,133167.00,171825.00,38658.00,948630.00,761870.00,186760.00,148102.00,38658.00,763966.00,506452.00,257514.00,85689.00,171825.00,1148977.00,1086565.00,62412.00,647288.00,584876.00,62412.00,780055.00,646888.00,133167.00,502869.00,369702.00,133167.00
1995:Q3,847305.00,783748.00,63556.00,150470.00,86912.00,741314.00,37185.00,33746.00,4921.00,27534.00,2605.00,646732.00,4753.00,30943.00,29755.00,11711.00,5456.00,15475.00,0.00,-87346.00,657479.00,522214.00,135265.00,174054.00,38789.00,973007.00,783748.00,189259.00,150470.00,38789.00,783180.00,522214.00,260966.00,86912.00,174054.00,1170336.00,1106780.00,63556.00,668647.00,605091.00,63556.00,798199.00,662934.00,135265.00,521013.00,385748.00,135265.00
1995:Q4,885506.00,827357.00,58149.00,147166.00,89016.00,778673.00,37850.00,37759.00,5611.00,22783.00,2830.00,651294.00,2818.00,32662.00,36837.00,13810.00,7450.00,17382.00,0.00,-82187.00,680066.00,544620.00,135446.00,176246.00,40800.00,1015323.00,827357.00,187966.00,147166.00,40800.00,809882.00,544620.00,265262.00,89016.00,176246.00,1363792.00,1305643.00,58149.00,699015.00,640866.00,58149.00,1005726.00,870280.00,135446.00,535553.00,400107.00,135446.00
1996:Q1,912237.00,856132.00,56106.00,143779.00,87673.00,803285.00,38823.00,38303.00,5829.00,24195.00,1802.00,674766.00,3021.00,32726.00,37887.00,14004.00,8169.00,18280.00,0.00,-80654.00,708199.00,563919.00,144280.00,186684.00,42404.00,1042315.00,856132.00,186183.00,143779.00,42404.00,838276.00,563919.00,274357.00,87673.00,186684.00,1388773.00,1332667.00,56106.00,723996.00,667890.00,56106.00,1033572.00,889292.00,144280.00,563399.00,419119.00,144280.00
1996:Q2,929065.00,872636.00,56429.00,144699.00,88270.00,817570.00,39179.00,38937.00,6012.00,25359.00,2008.00,699688.00,2967.00,30752.00,38671.00,14110.00,9240.00,19178.00,0.00,-89708.00,724898.00,577189.00,147709.00,191854.00,44145.00,1061480.00,872636.00,188844.00,144699.00,44145.00,857313.00,577189.00,280124.00,88270.00,191854.00,1403785.00,1347356.00,56429.00,739008.00,682579.00,56429.00,1049795.00,902086.00,147709.00,579622.00,431913.00,147709.00
1996:Q3,953867.00,893197.00,60671.00,147191.00,86520.00,838645.00,40322.00,39770.00,6265.00,26198.00,2667.00,710366.00,2987.00,31394.00,39124.00,14545.00,7511.00,20076.00,0.00,-84508.00,741495.00,593121.00,148374.00,196590.00,48216.00,1088604.00,893197.00,195407.00,147191.00,48216.00,876231.00,593121.00,283110.00,86520.00,196590.00,1426690.00,1366019.00,60671.00,761913.00,701242.00,60671.00,1065784.00,917410.00,148374.00,595611.00,447237.00,148374.00
1996:Q4,989810.00,921999.00,67810.00,161120.00,93309.00,866486.00,42839.00,33646.00,6553.00,27854.00,12432.00,704789.00,4021.00,30266.00,38496.00,17628.00,8899.00,20765.00,0.00,-79245.00,745619.00,595911.00,149708.00,197357.00,47649.00,1130768.00,921999.00,208769.00,161120.00,47649.00,886577.00,595911.00,290666.00,93309.00,197357.00,1608340.00,1540530.00,67810.00,795194.00,727384.00,67810.00,1229118.00,1079410.00,149708.00,598021.00,448313.00,149708.00
1997:Q1,1022479.00,953498.00,68980.00,162478.00,93496.00,894784.00,43894.00,35404.00,7292.00,28277.00,12828.00,733860.00,4132.00,31648.00,38697.00,18473.00,10845.00,22230.00,0.00,-85598.00,774287.00,613026.00,161262.00,207409.00,46147.00,1162123.00,953498.00,208625.00,162478.00,46147.00,913931.00,613026.00,300905.00,93496.00,207409.00,1638947.00,1569967.00,68980.00,825801.00,756821.00,68980.00,1257270.00,1096008.00,161262.00,626173.00,464911.00,161262.00
1997:Q2,1049865.00,979644.00,70218.00,166267.00,96046.00,917177.00,45194.00,37043.00,7415.00,29954.00,13082.00,753366.00,4151.00,34970.00,39578.00,22165.00,10039.00,23695.00,0.00,-89890.00,798074.00,628487.00,169588.00,217032.00,47444.00,1193355.00,979644.00,213711.00,166267.00,47444.00,941565.00,628487.00,313078.00,96046.00,217032.00,1664152.00,1593934.00,70218.00,851006.00,780788.00,70218.00,1280537.00,1110949.00,169588.00,649440.00,479852.00,169588.00
