1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1967:Q3,3839.00,3839.00,0.00,44.00,44.00,1318.00,1318.00,0.00,0.00,3876.00,3876.00,11672.00,2066.00,7825.00,1781.00,11672.00,24482.00,9536.00,7946.00,7000.00,0.00,0.00,0.00,1451.00,1451.00,0.00,0.00,0.00,0.00,29376.00,203869.00,36851.00,29376.00,203869.00,36851.00
1967:Q4,3983.00,3983.00,0.00,25.00,25.00,1432.00,1432.00,0.00,0.00,3947.00,3947.00,11898.00,2144.00,7941.00,1813.00,11898.00,25006.00,9738.00,8116.00,7152.00,0.00,0.00,0.00,1470.00,1470.00,0.00,0.00,0.00,0.00,31104.00,207978.00,37107.00,31104.00,207978.00,37107.00
1968:Q1,3853.00,3853.00,0.00,0.00,0.00,1303.00,1303.00,0.00,0.00,4031.00,4031.00,12139.00,2224.00,8070.00,1845.00,12139.00,25578.00,9956.00,8306.00,7316.00,0.00,0.00,0.00,1443.00,1443.00,0.00,0.00,0.00,0.00,35325.00,212317.00,39252.00,35325.00,212317.00,39252.00
1968:Q2,3955.00,3955.00,0.00,0.00,0.00,1400.00,1400.00,0.00,0.00,4121.00,4121.00,12385.00,2303.00,8205.00,1877.00,12385.00,26159.00,10180.00,8492.00,7487.00,0.00,0.00,0.00,1566.00,1566.00,0.00,0.00,0.00,0.00,31638.00,215505.00,40397.00,31638.00,215505.00,40397.00
1968:Q3,3954.00,3954.00,0.00,0.00,0.00,1253.00,1253.00,0.00,0.00,4213.00,4213.00,12637.00,2385.00,8343.00,1909.00,12637.00,26780.00,10414.00,8692.00,7674.00,0.00,0.00,0.00,1621.00,1621.00,0.00,0.00,0.00,0.00,32021.00,220090.00,42035.00,32021.00,220090.00,42035.00
1968:Q4,3920.00,3920.00,0.00,0.00,0.00,1383.00,1383.00,0.00,0.00,4302.00,4302.00,12894.00,2474.00,8479.00,1941.00,12894.00,27472.00,10667.00,8923.00,7882.00,0.00,0.00,0.00,1671.00,1671.00,0.00,0.00,0.00,0.00,33082.00,224705.00,43561.00,33082.00,224705.00,43561.00
1969:Q1,3690.00,3690.00,0.00,0.00,0.00,1244.00,1244.00,0.00,0.00,4390.00,4390.00,13154.00,2565.00,8616.00,1973.00,13154.00,28314.00,11015.00,9185.00,8114.00,0.00,0.00,0.00,1667.00,1667.00,0.00,0.00,0.00,0.00,37457.00,228963.00,45499.00,37457.00,228963.00,45499.00
1969:Q2,3788.00,3788.00,0.00,0.00,0.00,1278.00,1278.00,0.00,0.00,4478.00,4478.00,13418.00,2659.00,8754.00,2005.00,13418.00,29147.00,11295.00,9480.00,8372.00,0.00,0.00,0.00,1674.00,1674.00,0.00,0.00,0.00,0.00,41663.00,232441.00,47359.00,41663.00,232441.00,47359.00
1969:Q3,3847.00,3847.00,0.00,0.00,0.00,891.00,891.00,0.00,0.00,4568.00,4568.00,13692.00,2762.00,8893.00,2037.00,13692.00,29840.00,11412.00,9789.00,8639.00,0.00,0.00,0.00,1672.00,1672.00,0.00,0.00,0.00,0.00,46494.00,237028.00,49092.00,46494.00,237028.00,49092.00
1969:Q4,3831.00,3831.00,0.00,0.00,0.00,1041.00,1041.00,0.00,0.00,4688.00,4688.00,13982.00,2879.00,9034.00,2069.00,13982.00,30817.00,11825.00,10093.00,8899.00,0.00,0.00,0.00,1710.00,1710.00,0.00,0.00,0.00,0.00,49205.00,242272.00,51052.00,49205.00,242272.00,51052.00
1970:Q1,3811.00,3811.00,0.00,0.00,0.00,986.00,986.00,0.00,0.00,4792.00,4792.00,14291.00,3014.00,9176.00,2101.00,14291.00,31664.00,12160.00,10335.00,9169.00,0.00,0.00,0.00,1720.00,1720.00,0.00,0.00,0.00,0.00,56161.00,249877.00,51518.00,56161.00,249877.00,51518.00
1970:Q2,3848.00,3848.00,0.00,0.00,0.00,1333.00,1333.00,0.00,0.00,4899.00,4899.00,14621.00,3169.00,9319.00,2133.00,14621.00,32515.00,12523.00,10546.00,9446.00,0.00,0.00,0.00,1560.00,1560.00,0.00,0.00,0.00,0.00,68514.00,256206.00,53340.00,68514.00,256206.00,53340.00
1970:Q3,3804.00,3804.00,0.00,0.00,0.00,1339.00,1339.00,0.00,0.00,5008.00,5008.00,14956.00,3328.00,9463.00,2165.00,14956.00,33371.00,12890.00,10761.00,9720.00,0.00,0.00,0.00,1730.00,1730.00,0.00,0.00,0.00,0.00,63789.00,264503.00,52364.00,63789.00,264503.00,52364.00
1970:Q4,3847.00,3847.00,0.00,0.00,0.00,2330.00,2330.00,0.00,0.00,5118.00,5118.00,15279.00,3474.00,9608.00,2197.00,15279.00,34235.00,13240.00,11016.00,9979.00,0.00,0.00,0.00,1858.00,1858.00,0.00,0.00,0.00,0.00,60923.00,272704.00,52094.00,60923.00,272704.00,52094.00
1971:Q1,3767.00,3767.00,0.00,0.00,0.00,3425.00,3425.00,0.00,0.00,5206.00,5206.00,15615.00,3592.00,9762.00,2261.00,15615.00,35096.00,13563.00,11260.00,10273.00,0.00,0.00,0.00,2004.00,2004.00,0.00,0.00,0.00,0.00,56986.00,279243.00,54288.00,56986.00,279243.00,54288.00
1971:Q2,3688.00,3688.00,0.00,0.00,0.00,2112.00,2112.00,0.00,0.00,5282.00,5282.00,15939.00,3694.00,9921.00,2324.00,15939.00,35932.00,13864.00,11494.00,10574.00,0.00,0.00,0.00,2029.00,2029.00,0.00,0.00,0.00,0.00,59123.00,284350.00,57979.00,59123.00,284350.00,57979.00
1971:Q3,3682.00,3682.00,0.00,0.00,0.00,1450.00,1450.00,0.00,0.00,5356.00,5356.00,16262.00,3790.00,10084.00,2388.00,16262.00,36812.00,14165.00,11757.00,10890.00,0.00,0.00,0.00,2097.00,2097.00,0.00,0.00,0.00,0.00,59271.00,291284.00,61735.00,59271.00,291284.00,61735.00
1971:Q4,3665.00,3665.00,0.00,0.00,0.00,1789.00,1789.00,0.00,0.00,5436.00,5436.00,16593.00,3892.00,10250.00,2451.00,16593.00,37805.00,14484.00,12091.00,11230.00,0.00,0.00,0.00,2199.00,2199.00,0.00,0.00,0.00,0.00,57859.00,297993.00,65271.00,57859.00,297993.00,65271.00
1972:Q1,3557.00,3557.00,0.00,0.00,0.00,2008.00,2008.00,0.00,0.00,5556.00,5556.00,16954.00,4001.00,10439.00,2514.00,16954.00,38909.00,14814.00,12502.00,11593.00,0.00,0.00,0.00,2350.00,2350.00,0.00,0.00,0.00,0.00,54616.00,305387.00,68372.00,54616.00,305387.00,68372.00
1972:Q2,3543.00,3543.00,0.00,0.00,0.00,1746.00,1746.00,0.00,0.00,5701.00,5701.00,17329.00,4110.00,10641.00,2578.00,17329.00,40125.00,15146.00,12994.00,11985.00,0.00,0.00,0.00,2426.00,2426.00,0.00,0.00,0.00,0.00,55649.00,310643.00,72693.00,55649.00,310643.00,72693.00
1972:Q3,3529.00,3529.00,0.00,0.00,0.00,1444.00,1444.00,0.00,0.00,5849.00,5849.00,17716.00,4224.00,10851.00,2641.00,17716.00,41385.00,15497.00,13506.00,12382.00,0.00,0.00,0.00,2537.00,2537.00,0.00,0.00,0.00,0.00,55020.00,317925.00,76772.00,55020.00,317925.00,76772.00
1972:Q4,3499.00,3499.00,0.00,0.00,0.00,1548.00,1548.00,0.00,0.00,5976.00,5976.00,18113.00,4347.00,11061.00,2705.00,18113.00,42624.00,15886.00,13977.00,12761.00,0.00,0.00,0.00,2722.00,2722.00,0.00,0.00,0.00,0.00,50454.00,324888.00,79534.00,50454.00,324888.00,79534.00
1973:Q1,3529.00,3529.00,0.00,0.00,0.00,1291.00,1291.00,0.00,0.00,6087.00,6087.00,18521.00,4479.00,11274.00,2768.00,18521.00,43819.00,16232.00,14459.00,13128.00,0.00,0.00,0.00,2695.00,2695.00,0.00,0.00,0.00,0.00,56170.00,332618.00,77579.00,56170.00,332618.00,77579.00
1973:Q2,3554.00,3554.00,0.00,0.00,0.00,1453.00,1453.00,0.00,0.00,6185.00,6185.00,18944.00,4620.00,11492.00,2832.00,18944.00,45006.00,16579.00,14952.00,13475.00,0.00,0.00,0.00,2634.00,2634.00,0.00,0.00,0.00,0.00,63511.00,338007.00,75835.00,63511.00,338007.00,75835.00
1973:Q3,3523.00,3523.00,0.00,0.00,0.00,1178.00,1178.00,0.00,0.00,6278.00,6278.00,19373.00,4765.00,11713.00,2895.00,19373.00,46196.00,16921.00,15456.00,13819.00,0.00,0.00,0.00,2826.00,2826.00,0.00,0.00,0.00,0.00,58182.00,346165.00,70840.00,58182.00,346165.00,70840.00
1973:Q4,4102.00,4102.00,0.00,0.00,0.00,1745.00,1745.00,0.00,0.00,6376.00,6376.00,19805.00,4910.00,11936.00,2959.00,19805.00,47399.00,17253.00,15970.00,14176.00,0.00,0.00,0.00,2697.00,2697.00,0.00,0.00,0.00,0.00,69686.00,353765.00,70649.00,69686.00,353765.00,70649.00
1974:Q1,4283.00,4283.00,0.00,0.00,0.00,2027.00,2027.00,0.00,0.00,6530.00,6530.00,20225.00,5074.00,12129.00,3022.00,20225.00,48618.00,17572.00,16497.00,14549.00,0.00,0.00,0.00,2791.00,2791.00,0.00,0.00,0.00,0.00,70258.00,361940.00,72958.00,70258.00,361940.00,72958.00
1974:Q2,3692.00,3692.00,0.00,0.00,0.00,2064.00,2064.00,0.00,0.00,6715.00,6715.00,20638.00,5251.00,12302.00,3085.00,20638.00,49859.00,17884.00,17038.00,14937.00,0.00,0.00,0.00,2718.00,2718.00,0.00,0.00,0.00,0.00,79617.00,366048.00,77481.00,79617.00,366048.00,77481.00
1974:Q3,3548.00,3548.00,0.00,0.00,0.00,2063.00,2063.00,0.00,0.00,6908.00,6908.00,21060.00,5432.00,12479.00,3149.00,21060.00,51093.00,18188.00,17588.00,15317.00,0.00,0.00,0.00,2459.00,2459.00,0.00,0.00,0.00,0.00,98259.00,374855.00,85195.00,98259.00,374855.00,85195.00
1974:Q4,3561.00,3561.00,0.00,0.00,0.00,2393.00,2393.00,0.00,0.00,7086.00,7086.00,21503.00,5607.00,12684.00,3212.00,21503.00,52293.00,18486.00,18143.00,15664.00,0.00,0.00,0.00,2670.00,2670.00,0.00,0.00,0.00,0.00,92791.00,382786.00,87122.00,92791.00,382786.00,87122.00
1975:Q1,3532.00,3532.00,0.00,0.00,0.00,2889.00,2889.00,0.00,0.00,7258.00,7258.00,21975.00,5782.00,12917.00,3276.00,21975.00,53679.00,18885.00,18694.00,16100.00,0.00,0.00,0.00,3035.00,3035.00,0.00,0.00,0.00,0.00,81676.00,390981.00,86469.00,81676.00,390981.00,86469.00
1975:Q2,3539.00,3539.00,0.00,0.00,0.00,2721.00,2721.00,0.00,0.00,7431.00,7431.00,22478.00,5962.00,13177.00,3339.00,22478.00,55061.00,19254.00,19255.00,16552.00,0.00,0.00,0.00,3436.00,3436.00,0.00,0.00,0.00,0.00,66956.00,393906.00,85517.00,66956.00,393906.00,85517.00
1975:Q3,3494.00,3494.00,0.00,0.00,0.00,2245.00,2245.00,0.00,0.00,7596.00,7596.00,22981.00,6136.00,13442.00,3403.00,22981.00,56611.00,19759.00,19829.00,17023.00,0.00,0.00,0.00,3431.00,3431.00,0.00,0.00,0.00,0.00,72385.00,403137.00,91675.00,72385.00,403137.00,91675.00
1975:Q4,3570.00,3570.00,0.00,0.00,0.00,2662.00,2662.00,0.00,0.00,7744.00,7744.00,23448.00,6293.00,13689.00,3466.00,23448.00,58502.00,20545.00,20433.00,17524.00,0.00,0.00,0.00,3665.00,3665.00,0.00,0.00,0.00,0.00,66111.00,411240.00,92741.00,66111.00,411240.00,92741.00
1976:Q1,3622.00,3622.00,0.00,0.00,0.00,3121.00,3121.00,0.00,0.00,7902.00,7902.00,24016.00,6462.00,13973.00,3581.00,24016.00,60744.00,21318.00,21210.00,18216.00,0.00,0.00,0.00,3965.00,3965.00,310.00,310.00,0.00,0.00,56866.00,420073.00,85631.00,56866.00,420073.00,85631.00
1976:Q2,3472.00,3472.00,0.00,0.00,0.00,2860.00,2860.00,0.00,0.00,8045.00,8045.00,24601.00,6630.00,14275.00,3696.00,24601.00,63347.00,22227.00,22081.00,19039.00,0.00,0.00,0.00,3984.00,3984.00,178.00,178.00,0.00,0.00,60902.00,421881.00,80276.00,60902.00,421881.00,80276.00
1976:Q3,3455.00,3455.00,0.00,0.00,0.00,3067.00,3067.00,0.00,0.00,8196.00,8196.00,25191.00,6797.00,14583.00,3811.00,25191.00,66100.00,23192.00,22998.00,19910.00,0.00,0.00,0.00,4032.00,4032.00,198.00,198.00,0.00,0.00,65248.00,431588.00,76621.00,65248.00,431588.00,76621.00
1976:Q4,854.00,854.00,0.00,0.00,0.00,3866.00,3866.00,0.00,0.00,8375.00,8375.00,25773.00,6962.00,14885.00,3926.00,25773.00,68792.00,24132.00,23912.00,20748.00,0.00,0.00,0.00,4130.00,4130.00,610.00,610.00,0.00,0.00,67307.00,439686.00,73779.00,67307.00,439686.00,73779.00
1977:Q1,786.00,786.00,0.00,0.00,0.00,3509.00,3509.00,0.00,0.00,8582.00,8582.00,26513.00,7252.00,15216.00,4045.00,26513.00,71737.00,25136.00,24948.00,21653.00,0.00,0.00,0.00,4140.00,4140.00,931.00,931.00,0.00,0.00,73641.00,448977.00,78301.00,73641.00,448977.00,78301.00
1977:Q2,884.00,884.00,0.00,0.00,0.00,3712.00,3712.00,0.00,0.00,8818.00,8818.00,27342.00,7614.00,15564.00,4164.00,27342.00,74852.00,26207.00,26042.00,22603.00,0.00,0.00,0.00,4284.00,4284.00,540.00,540.00,0.00,0.00,71857.00,455934.00,78206.00,71857.00,455934.00,78206.00
1977:Q3,841.00,841.00,0.00,0.00,0.00,3572.00,3572.00,0.00,0.00,9060.00,9060.00,28193.00,7992.00,15918.00,4283.00,28193.00,78085.00,27288.00,27201.00,23596.00,0.00,0.00,0.00,4348.00,4348.00,443.00,443.00,0.00,0.00,75551.00,458606.00,80709.00,75551.00,458606.00,80709.00
1977:Q4,818.00,818.00,0.00,0.00,0.00,4146.00,4146.00,0.00,0.00,9284.00,9284.00,28997.00,8329.00,16266.00,4402.00,28997.00,81385.00,28323.00,28435.00,24627.00,0.00,0.00,0.00,4459.00,4459.00,491.00,491.00,0.00,0.00,75987.00,467735.00,81457.00,75987.00,467735.00,81457.00
1978:Q1,861.00,861.00,0.00,0.00,0.00,4439.00,4439.00,0.00,0.00,9534.00,9534.00,29812.00,8661.00,16618.00,4533.00,29812.00,84775.00,29306.00,29775.00,25694.00,0.00,0.00,0.00,4551.00,4551.00,561.00,561.00,0.00,0.00,79480.00,478751.00,83984.00,79480.00,478751.00,83984.00
1978:Q2,849.00,849.00,0.00,0.00,0.00,5010.00,5010.00,0.00,0.00,9790.00,9790.00,30631.00,8997.00,16971.00,4663.00,30631.00,88282.00,30235.00,31223.00,26824.00,0.00,0.00,0.00,4845.00,4845.00,360.00,360.00,0.00,0.00,71078.00,487523.00,81766.00,71078.00,487523.00,81766.00
1978:Q3,827.00,827.00,0.00,0.00,0.00,5624.00,5624.00,0.00,0.00,10059.00,10059.00,31439.00,9316.00,17330.00,4793.00,31439.00,91856.00,31183.00,32705.00,27968.00,0.00,0.00,0.00,5214.00,5214.00,517.00,517.00,0.00,0.00,59414.00,491905.00,80432.00,59414.00,491905.00,80432.00
1978:Q4,935.00,935.00,0.00,0.00,0.00,6206.00,6206.00,0.00,0.00,10349.00,10349.00,32218.00,9596.00,17699.00,4923.00,32218.00,95447.00,32224.00,34148.00,29075.00,0.00,0.00,0.00,5270.00,5270.00,1016.00,1016.00,0.00,0.00,61741.00,502048.00,83219.00,61741.00,502048.00,83219.00
1979:Q1,982.00,982.00,0.00,0.00,0.00,6689.00,6689.00,0.00,0.00,10665.00,10665.00,33006.00,9839.00,18088.00,5079.00,33006.00,99066.00,33335.00,35586.00,30145.00,0.00,0.00,0.00,5571.00,5571.00,555.00,555.00,0.00,0.00,53407.00,514278.00,84802.00,53407.00,514278.00,84802.00
1979:Q2,965.00,965.00,0.00,0.00,0.00,7948.00,7948.00,0.00,0.00,11010.00,11010.00,33786.00,10047.00,18504.00,5235.00,33786.00,102724.00,34494.00,37043.00,31187.00,0.00,0.00,0.00,5772.00,5772.00,604.00,604.00,0.00,0.00,46839.00,523439.00,86346.00,46839.00,523439.00,86346.00
1979:Q3,924.00,924.00,0.00,0.00,0.00,8271.00,8271.00,0.00,0.00,11360.00,11360.00,34537.00,10235.00,18910.00,5392.00,34537.00,106427.00,35717.00,38469.00,32241.00,0.00,0.00,0.00,6095.00,6095.00,777.00,777.00,0.00,0.00,36875.00,526676.00,89307.00,36875.00,526676.00,89307.00
1979:Q4,942.00,942.00,0.00,0.00,0.00,9254.00,9254.00,0.00,0.00,11692.00,11692.00,35234.00,10416.00,19270.00,5548.00,35234.00,110182.00,37022.00,39810.00,33350.00,0.00,0.00,0.00,6196.00,6196.00,1146.00,1146.00,0.00,0.00,43256.00,536871.00,94463.00,43256.00,536871.00,94463.00
1980:Q1,778.00,778.00,0.00,0.00,0.00,9684.00,9684.00,0.00,0.00,12003.00,12003.00,35800.00,10578.00,19583.00,5639.00,35800.00,114012.00,38599.00,41113.00,34300.00,0.00,0.00,0.00,6240.00,6240.00,720.00,720.00,0.00,0.00,52946.00,549759.00,94214.00,52946.00,549759.00,94214.00
1980:Q2,729.00,729.00,0.00,0.00,0.00,10126.00,10126.00,0.00,0.00,12288.00,12288.00,36289.00,10709.00,19850.00,5730.00,36289.00,117350.00,39773.00,42341.00,35236.00,0.00,0.00,0.00,6761.00,6761.00,773.00,773.00,0.00,0.00,48827.00,559439.00,86084.00,48827.00,559439.00,86084.00
1980:Q3,720.00,720.00,0.00,0.00,0.00,9498.00,9498.00,0.00,0.00,12587.00,12587.00,36770.00,10843.00,20106.00,5821.00,36770.00,120571.00,40926.00,43500.00,36145.00,0.00,0.00,0.00,7241.00,7241.00,1793.00,1793.00,0.00,0.00,48109.00,560974.00,82549.00,48109.00,560974.00,82549.00
1980:Q4,1842.00,1842.00,0.00,0.00,0.00,10068.00,10068.00,0.00,0.00,12939.00,12939.00,37313.00,11015.00,20386.00,5912.00,37313.00,123727.00,42115.00,44592.00,37020.00,0.00,0.00,0.00,7566.00,7566.00,1130.00,1130.00,0.00,0.00,52291.00,571927.00,80572.00,52291.00,571927.00,80572.00
1981:Q1,1674.00,1674.00,0.00,0.00,0.00,9694.00,9694.00,0.00,0.00,13358.00,13358.00,38109.00,11214.00,20688.00,6207.00,38109.00,126814.00,43349.00,45644.00,37821.00,0.00,0.00,0.00,7697.00,7697.00,797.00,797.00,0.00,0.00,61919.00,585695.00,83038.00,61919.00,585695.00,83038.00
1981:Q2,1851.00,1851.00,0.00,0.00,0.00,9793.00,9793.00,0.00,0.00,13859.00,13859.00,38942.00,11432.00,21009.00,6501.00,38942.00,129799.00,44604.00,46635.00,38560.00,0.00,0.00,0.00,7753.00,7753.00,1040.00,1040.00,0.00,0.00,72448.00,595772.00,83610.00,72448.00,595772.00,83610.00
1981:Q3,1820.00,1820.00,0.00,0.00,0.00,11801.00,11801.00,0.00,0.00,14345.00,14345.00,39793.00,11671.00,21326.00,6796.00,39793.00,132592.00,45743.00,47555.00,39294.00,0.00,0.00,0.00,7600.00,7600.00,576.00,576.00,0.00,0.00,91231.00,596115.00,90045.00,91231.00,596115.00,90045.00
1981:Q4,1573.00,1573.00,0.00,0.00,0.00,11914.00,11914.00,0.00,0.00,14722.00,14722.00,40637.00,11931.00,21616.00,7090.00,40637.00,135270.00,46795.00,48396.00,40079.00,0.00,0.00,0.00,7953.00,7953.00,2084.00,2084.00,0.00,0.00,82382.00,607596.00,88185.00,82382.00,607596.00,88185.00
1982:Q1,1636.00,1636.00,0.00,0.00,0.00,12590.00,12590.00,0.00,0.00,15001.00,15001.00,41580.00,12209.00,21879.00,7492.00,41580.00,137461.00,47336.00,49167.00,40958.00,0.00,0.00,0.00,8215.00,8215.00,1977.00,1977.00,0.00,0.00,76213.00,622222.00,93417.00,76213.00,622222.00,93417.00
1982:Q2,1861.00,1861.00,0.00,0.00,0.00,12200.00,12200.00,0.00,0.00,15194.00,15194.00,42503.00,12502.00,22108.00,7893.00,42503.00,139615.00,47765.00,49782.00,42068.00,0.00,0.00,0.00,8534.00,8534.00,3068.00,3068.00,0.00,0.00,70545.00,632212.00,96677.00,70545.00,632212.00,96677.00
1982:Q3,1913.00,1913.00,0.00,0.00,0.00,13813.00,13813.00,0.00,0.00,15349.00,15349.00,43459.00,12822.00,22342.00,8295.00,43459.00,141792.00,48397.00,50408.00,42987.00,0.00,0.00,0.00,9410.00,9410.00,3684.00,3684.00,0.00,0.00,43404.00,632274.00,93738.00,43404.00,632274.00,93738.00
1982:Q4,1798.00,1798.00,0.00,0.00,0.00,14732.00,14732.00,0.00,0.00,15515.00,15515.00,44497.00,13181.00,22620.00,8696.00,44497.00,146102.00,51600.00,51213.00,43289.00,0.00,0.00,0.00,9871.00,9871.00,2280.00,2280.00,0.00,0.00,39216.00,643816.00,90035.00,39216.00,643816.00,90035.00
1983:Q1,1875.00,1875.00,0.00,0.00,0.00,13782.00,13782.00,0.00,0.00,15665.00,15665.00,45452.00,13583.00,22938.00,8931.00,45452.00,148572.00,53786.00,52011.00,42775.00,0.00,0.00,0.00,10730.00,10730.00,4003.00,4003.00,0.00,0.00,21096.00,658644.00,83265.00,21096.00,658644.00,83265.00
1983:Q2,1913.00,1913.00,0.00,0.00,0.00,13083.00,13083.00,0.00,0.00,15810.00,15810.00,46491.00,14032.00,23293.00,9166.00,46491.00,150698.00,56555.00,52824.00,41319.00,0.00,0.00,0.00,11738.00,11738.00,3331.00,3331.00,0.00,0.00,-101.00,668516.00,72179.00,-101.00,668516.00,72179.00
1983:Q3,1875.00,1875.00,0.00,0.00,0.00,12440.00,12440.00,0.00,0.00,15950.00,15950.00,47560.00,14499.00,23660.00,9401.00,47560.00,153812.00,60148.00,53717.00,39947.00,0.00,0.00,0.00,11868.00,11868.00,2416.00,2416.00,0.00,0.00,18812.00,668402.00,75808.00,18812.00,668402.00,75808.00
1983:Q4,1812.00,1812.00,0.00,0.00,0.00,11841.00,11841.00,0.00,0.00,16099.00,16099.00,48606.00,14956.00,24014.00,9636.00,48606.00,158322.00,63899.00,54756.00,39667.00,0.00,0.00,0.00,12011.00,12011.00,5195.00,5195.00,0.00,0.00,33448.00,679178.00,77383.00,33448.00,679178.00,77383.00
1984:Q1,2064.00,2064.00,0.00,0.00,0.00,10901.00,10901.00,0.00,0.00,15949.00,15949.00,49700.00,15366.00,24318.00,10016.00,49700.00,161848.00,57737.00,55868.00,48243.00,0.00,0.00,0.00,11629.00,11629.00,5752.00,5752.00,0.00,0.00,93417.00,694176.00,78369.00,93417.00,694176.00,78369.00
1984:Q2,2061.00,2061.00,0.00,0.00,0.00,12351.00,12351.00,0.00,0.00,15600.00,15600.00,50741.00,15753.00,24591.00,10397.00,50741.00,165451.00,59350.00,57194.00,48907.00,0.00,0.00,0.00,11259.00,11259.00,3325.00,3325.00,0.00,0.00,134697.00,703521.00,75691.00,134697.00,703521.00,75691.00
1984:Q3,2191.00,2191.00,0.00,0.00,0.00,14942.00,14942.00,0.00,0.00,15255.00,15255.00,51766.00,16135.00,24854.00,10777.00,51766.00,169030.00,60801.00,58571.00,49658.00,0.00,0.00,0.00,12189.00,12189.00,5232.00,5232.00,0.00,0.00,111095.00,703789.00,65630.00,111095.00,703789.00,65630.00
1984:Q4,2088.00,2088.00,0.00,0.00,0.00,18852.00,18852.00,0.00,0.00,15108.00,15108.00,52849.00,16552.00,25140.00,11157.00,52849.00,173138.00,62521.00,59893.00,50724.00,0.00,0.00,0.00,12913.00,12913.00,5381.00,5381.00,0.00,0.00,95811.00,714320.00,65831.00,95811.00,714320.00,65831.00
1985:Q1,2158.00,2158.00,0.00,0.00,0.00,15404.00,15404.00,0.00,0.00,15071.00,15071.00,53818.00,17060.00,25446.00,11312.00,53818.00,177502.00,63656.00,61120.00,52726.00,0.00,0.00,0.00,13761.00,13761.00,4099.00,4099.00,0.00,0.00,85642.00,719874.00,63236.00,85642.00,719874.00,63236.00
1985:Q2,1892.00,1892.00,0.00,0.00,0.00,20318.00,20318.00,0.00,0.00,15180.00,15180.00,54870.00,17622.00,25781.00,11467.00,54870.00,186584.00,69414.00,62582.00,54588.00,0.00,0.00,0.00,14718.00,14718.00,5704.00,5704.00,0.00,0.00,72794.00,730317.00,59806.00,72794.00,730317.00,59806.00
1985:Q3,1874.00,1874.00,0.00,0.00,0.00,18136.00,18136.00,0.00,0.00,15279.00,15279.00,55931.00,18212.00,26097.00,11622.00,55931.00,199049.00,78845.00,63671.00,56533.00,0.00,0.00,0.00,14545.00,14545.00,4496.00,4496.00,0.00,0.00,113176.00,731194.00,68073.00,113176.00,731194.00,68073.00
1985:Q4,1938.00,1938.00,0.00,0.00,0.00,23342.00,23342.00,0.00,0.00,15209.00,15209.00,56930.00,18805.00,26348.00,11777.00,56930.00,210175.00,89762.00,64155.00,56258.00,131774.00,131774.00,0.00,18707.00,18707.00,6869.00,6869.00,0.00,0.00,-23961.00,732878.00,49617.00,-23961.00,732878.00,49617.00
1986:Q1,1916.00,1916.00,0.00,0.00,0.00,25662.00,25662.00,0.00,0.00,14968.00,14968.00,58005.00,19429.00,26532.00,12044.00,58005.00,219607.00,92915.00,68584.00,58108.00,138808.00,138808.00,0.00,18707.00,18707.00,7725.00,7725.00,0.00,0.00,-63525.00,752129.00,36964.00,-63525.00,752129.00,36964.00
1986:Q2,1873.00,1873.00,0.00,0.00,0.00,23325.00,23325.00,0.00,0.00,14548.00,14548.00,59077.00,20115.00,26650.00,12312.00,59077.00,229527.00,96710.00,72687.00,60130.00,140989.00,140989.00,0.00,18707.00,18707.00,11900.00,11900.00,0.00,0.00,-55625.00,763859.00,28643.00,-55625.00,763859.00,28643.00
1986:Q3,920.00,920.00,0.00,0.00,0.00,25041.00,25041.00,0.00,0.00,14129.00,14129.00,60096.00,20768.00,26749.00,12579.00,60096.00,241131.00,101732.00,77366.00,62033.00,141730.00,141730.00,0.00,18712.00,18712.00,11302.00,11302.00,0.00,0.00,2447.00,769794.00,37160.00,2447.00,769794.00,37160.00
1986:Q4,927.00,927.00,0.00,0.00,0.00,26954.00,26954.00,0.00,0.00,13885.00,13885.00,61019.00,21294.00,26878.00,12847.00,61019.00,252382.00,106421.00,83082.00,62879.00,146862.00,146862.00,0.00,18742.00,18742.00,12011.00,12011.00,0.00,0.00,10026.00,772026.00,21340.00,10026.00,772026.00,21340.00
1987:Q1,1080.00,1080.00,0.00,0.00,0.00,25191.00,25191.00,0.00,0.00,13853.00,13853.00,62372.00,22033.00,27089.00,13250.00,62372.00,262972.00,112696.00,87788.00,62488.00,161214.00,161214.00,0.00,19042.00,19042.00,15783.00,15783.00,0.00,0.00,-87868.00,790197.00,-15126.00,-87868.00,790197.00,-15126.00
1987:Q2,921.00,921.00,0.00,0.00,0.00,21327.00,21327.00,0.00,0.00,14193.00,14193.00,63884.00,22881.00,27350.00,13653.00,63884.00,273839.00,118333.00,94772.00,60734.00,171248.00,171248.00,0.00,19492.00,19492.00,19375.00,19375.00,0.00,0.00,-100382.00,799584.00,-23857.00,-100382.00,799584.00,-23857.00
