1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1980:Q2,1402381.00,5385.00,33255.00,1845.00,8189.00,330296.00,17671.00,114327.00,32810.00,4025.00,161463.00,13558.00,228738.00,13033.00,768082.00,0.00,6761.00,694350.00,66971.00,1412450.00,1265368.00,571018.00,694350.00,ND,1255299.00,147082.00,ND,ND
1980:Q3,1449229.00,5036.00,34079.00,2195.00,8485.00,351169.00,18650.00,127492.00,34499.00,3921.00,166607.00,14068.00,251630.00,14520.00,768047.00,0.00,7241.00,691632.00,69174.00,1460089.00,1302998.00,611366.00,691632.00,ND,1292138.00,157091.00,ND,ND
1980:Q4,1490789.00,4765.00,35511.00,2633.00,8378.00,361282.00,19531.00,130325.00,37428.00,4059.00,169939.00,14454.00,267768.00,15735.00,780263.00,0.00,7566.00,704790.00,67907.00,1502485.00,1339122.00,634332.00,704790.00,ND,1327426.00,163363.00,ND,ND
1981:Q1,1528536.00,4715.00,37030.00,3244.00,8237.00,367539.00,20286.00,130223.00,40506.00,3920.00,172604.00,14914.00,271821.00,16159.00,804877.00,0.00,7697.00,730652.00,66528.00,1541180.00,1375188.00,644536.00,730652.00,ND,1362544.00,165992.00,ND,ND
1981:Q2,1562371.00,4456.00,37488.00,4134.00,8355.00,381965.00,21787.00,134727.00,43874.00,3995.00,177582.00,15473.00,267720.00,15647.00,827133.00,0.00,7753.00,751830.00,67550.00,1576077.00,1407968.00,656138.00,751830.00,ND,1394262.00,168109.00,ND,ND
1981:Q3,1590161.00,4314.00,39256.00,5413.00,8525.00,402733.00,23227.00,146865.00,47834.00,3859.00,180948.00,16078.00,246013.00,13588.00,854241.00,0.00,7600.00,777391.00,69250.00,1604893.00,1438299.00,660908.00,777391.00,ND,1423567.00,166594.00,ND,ND
1981:Q4,1625904.00,4050.00,40289.00,6564.00,8258.00,418344.00,24505.00,161427.00,44449.00,3856.00,184107.00,16432.00,266279.00,13063.00,852625.00,0.00,7953.00,778163.00,66509.00,1641891.00,1467528.00,689365.00,778163.00,1860376.00,1451541.00,174363.00,38000.00,196472.00
1982:Q1,1657515.00,3576.00,43557.00,7030.00,7728.00,435210.00,21975.00,169893.00,51139.00,3651.00,188552.00,16903.00,269505.00,12435.00,861571.00,0.00,8215.00,791852.00,61504.00,1675299.00,1497619.00,705767.00,791852.00,1908438.00,1479835.00,177680.00,45500.00,205423.00
1982:Q2,1694508.00,3578.00,47644.00,6030.00,7840.00,454086.00,20607.00,180802.00,55473.00,3848.00,193356.00,18612.00,273502.00,13021.00,870195.00,0.00,8534.00,799434.00,62227.00,1712961.00,1530503.00,731069.00,799434.00,1963304.00,1512050.00,182458.00,53000.00,215796.00
1982:Q3,1748732.00,3405.00,51230.00,5071.00,8648.00,480745.00,17800.00,202269.00,61035.00,3550.00,196091.00,20028.00,317149.00,14979.00,847477.00,0.00,9410.00,769416.00,68651.00,1767978.00,1568051.00,798635.00,769416.00,2037392.00,1548805.00,199927.00,60500.00,228160.00
1982:Q4,1799469.00,3240.00,55408.00,4688.00,8705.00,493760.00,15203.00,211314.00,66307.00,3131.00,197805.00,21543.00,343116.00,17336.00,851673.00,0.00,9871.00,773067.00,68735.00,1819268.00,1610971.00,837904.00,773067.00,2104569.00,1591172.00,208297.00,68000.00,237100.00
1983:Q1,1858835.00,3315.00,60841.00,4877.00,9455.00,502863.00,14407.00,215915.00,68568.00,2363.00,201610.00,23039.00,388286.00,19237.00,846922.00,0.00,10730.00,763005.00,73187.00,1880661.00,1654255.00,891250.00,763005.00,2182301.00,1632429.00,226406.00,77750.00,245716.00
1983:Q2,1925941.00,3472.00,66806.00,5228.00,10789.00,516713.00,15708.00,225458.00,70597.00,2483.00,202467.00,23808.00,443462.00,21272.00,834391.00,0.00,11738.00,740594.00,82059.00,1950367.00,1700789.00,960195.00,740594.00,2271250.00,1676363.00,249578.00,87500.00,257809.00
1983:Q3,1973914.00,3746.00,66527.00,5602.00,11067.00,542368.00,17692.00,246882.00,73378.00,2423.00,201993.00,24718.00,441621.00,21478.00,856787.00,0.00,11868.00,763022.00,81897.00,1998459.00,1747172.00,984150.00,763022.00,2335268.00,1722627.00,251287.00,97250.00,264104.00
1983:Q4,2019005.00,4129.00,69658.00,5929.00,11596.00,555371.00,18247.00,256029.00,78142.00,2000.00,200953.00,24775.00,439907.00,21761.00,885879.00,0.00,12011.00,790009.00,83859.00,2044168.00,1789513.00,999504.00,790009.00,2398660.00,1764350.00,254655.00,107000.00,272655.00
1984:Q1,2074898.00,4699.00,70272.00,6191.00,11487.00,565530.00,20902.00,261224.00,79494.00,2151.00,201759.00,24618.00,412462.00,21708.00,957931.00,0.00,11629.00,865962.00,80340.00,2098674.00,1838771.00,972809.00,865962.00,2472960.00,1814995.00,259903.00,120000.00,278062.00
1984:Q2,2112724.00,5269.00,71113.00,6388.00,11551.00,574165.00,23770.00,266847.00,77215.00,2264.00,204069.00,24304.00,395648.00,20894.00,1003392.00,0.00,11259.00,913909.00,78224.00,2135540.00,1883133.00,969224.00,913909.00,2530799.00,1860317.00,252407.00,133000.00,285075.00
1984:Q3,2174784.00,5469.00,77602.00,6770.00,12633.00,613254.00,24211.00,292058.00,80894.00,2068.00,214023.00,24002.00,435771.00,23015.00,976268.00,0.00,12189.00,880514.00,83565.00,2198669.00,1925279.00,1044765.00,880514.00,2619614.00,1901394.00,273390.00,146000.00,298830.00
1984:Q4,2230929.00,5296.00,79985.00,6938.00,13409.00,646202.00,22109.00,308579.00,87926.00,1534.00,226054.00,24990.00,455492.00,24107.00,974510.00,0.00,12913.00,875962.00,85635.00,2255074.00,1967599.00,1091637.00,875962.00,2705722.00,1943454.00,287475.00,159000.00,315793.00
1985:Q1,2309107.00,5875.00,87280.00,7429.00,14687.00,653109.00,22369.00,326838.00,89810.00,1550.00,212542.00,26360.00,514153.00,26240.00,973974.00,0.00,13761.00,868752.00,91461.00,2334345.00,2011835.00,1143083.00,868752.00,2814705.00,1986597.00,322510.00,179500.00,326098.00
1985:Q2,2356024.00,6667.00,94209.00,8015.00,16104.00,669519.00,22891.00,341468.00,90812.00,1278.00,213070.00,27149.00,530847.00,28158.00,975356.00,0.00,14718.00,862917.00,97721.00,2382367.00,2058491.00,1195574.00,862917.00,2896120.00,2032148.00,323876.00,200000.00,340096.00
1985:Q3,2396944.00,6317.00,92973.00,8239.00,16363.00,693593.00,24163.00,361624.00,93604.00,1225.00,212977.00,26682.00,503788.00,27716.00,1021273.00,0.00,14545.00,912443.00,94285.00,2422141.00,2106740.00,1194297.00,912443.00,2962658.00,2081543.00,315401.00,220500.00,345214.00
1985:Q4,2559244.00,5632.00,89928.00,10514.00,24181.00,724014.00,26969.00,386064.00,105230.00,1128.00,204623.00,29325.00,615017.00,39210.00,1021423.00,131774.00,18707.00,758534.00,112408.00,2586661.00,2154947.00,1396413.00,758534.00,3043730.00,2127530.00,431714.00,241000.00,243486.00
1986:Q1,2629294.00,5121.00,92116.00,11011.00,24978.00,741901.00,28195.00,396229.00,103547.00,938.00,212992.00,29262.00,685464.00,45953.00,993488.00,138808.00,18707.00,725568.00,110405.00,2658674.00,2199592.00,1474024.00,725568.00,3147222.00,2170212.00,459082.00,263000.00,254928.00
1986:Q2,2674597.00,4631.00,93152.00,10907.00,25993.00,753476.00,29590.00,400525.00,102261.00,1196.00,219904.00,28189.00,703994.00,46525.00,1007730.00,140989.00,18707.00,736877.00,111157.00,2705619.00,2243800.00,1506923.00,736877.00,3234589.00,2212778.00,461819.00,285000.00,274992.00
1986:Q3,2704790.00,4605.00,93297.00,11693.00,27212.00,786014.00,31355.00,416416.00,103395.00,1035.00,233813.00,27973.00,626897.00,43259.00,1083840.00,141730.00,18712.00,809401.00,113997.00,2737598.00,2288033.00,1478632.00,809401.00,3295740.00,2255225.00,449565.00,307000.00,283950.00
1986:Q4,2767319.00,4984.00,96811.00,12715.00,29137.00,804755.00,33988.00,429806.00,97282.00,709.00,242970.00,26805.00,649387.00,44488.00,1098237.00,146862.00,18742.00,803392.00,129241.00,2802305.00,2332608.00,1529216.00,803392.00,3401533.00,2297622.00,469697.00,329000.00,305214.00
1987:Q1,2853404.00,5496.00,91091.00,12951.00,29891.00,816716.00,36459.00,434359.00,101396.00,553.00,243949.00,25429.00,807439.00,56781.00,1007610.00,161214.00,19042.00,687203.00,140151.00,2889196.00,2372115.00,1684912.00,687203.00,3517925.00,2336323.00,517081.00,347750.00,316771.00
1987:Q2,2919348.00,6008.00,89574.00,13893.00,31451.00,829788.00,40159.00,441385.00,109937.00,606.00,237701.00,24536.00,853285.00,63850.00,1006963.00,171248.00,19492.00,675345.00,140878.00,2955763.00,2413180.00,1737835.00,675345.00,3608606.00,2376765.00,542583.00,366500.00,322758.00
1987:Q3,3006602.00,6364.00,86163.00,14274.00,32153.00,854804.00,42901.00,464184.00,113362.00,647.00,233710.00,24133.00,903516.00,70594.00,1014601.00,184348.00,20142.00,651701.00,158410.00,3043856.00,2455965.00,1804264.00,651701.00,3725765.00,2418711.00,587891.00,385250.00,333913.00
1987:Q4,3014457.00,6480.00,81319.00,14847.00,31716.00,884705.00,44247.00,484901.00,115219.00,808.00,239530.00,23536.00,677498.00,57369.00,1236987.00,186265.00,20250.00,895594.00,134878.00,3051796.00,2500046.00,1604452.00,895594.00,3739000.00,2462707.00,551750.00,404000.00,320543.00
1988:Q1,3078338.00,6688.00,82256.00,15562.00,31696.00,878753.00,41706.00,476516.00,121136.00,667.00,238728.00,25062.00,717319.00,60828.00,1260174.00,184762.00,19750.00,918647.00,137015.00,3113751.00,2540748.00,1622101.00,918647.00,3843306.00,2505335.00,573003.00,420000.00,344968.00
1988:Q2,3138115.00,7531.00,88631.00,17093.00,33042.00,895406.00,41314.00,484203.00,121024.00,742.00,248123.00,26906.00,738070.00,62891.00,1268545.00,187501.00,19050.00,918225.00,143769.00,3172568.00,2582396.00,1664171.00,918225.00,3935966.00,2547943.00,590172.00,436000.00,361851.00
1988:Q3,3179087.00,8272.00,89137.00,17776.00,32408.00,929910.00,38286.00,513451.00,123474.00,622.00,254077.00,29569.00,701052.00,60581.00,1310382.00,183436.00,17800.00,953818.00,155328.00,3211706.00,2625183.00,1671365.00,953818.00,4010083.00,2592564.00,586523.00,452000.00,378996.00
1988:Q4,3234116.00,8957.00,94058.00,18074.00,32766.00,953762.00,36668.00,530842.00,121931.00,533.00,263788.00,32269.00,699118.00,62500.00,1332612.00,186900.00,19012.00,962680.00,164020.00,3265533.00,2668401.00,1705721.00,962680.00,4098761.00,2636984.00,597132.00,468000.00,396645.00
1989:Q1,3323330.00,8807.00,102640.00,19137.00,33891.00,962993.00,36936.00,518908.00,135308.00,467.00,271374.00,32762.00,741493.00,65585.00,1356022.00,192621.00,20696.00,977253.00,165452.00,3356963.00,2732665.00,1755412.00,977253.00,4217861.00,2699032.00,624298.00,487500.00,407031.00
1989:Q2,3415020.00,8665.00,110018.00,20570.00,34370.00,993949.00,36434.00,533234.00,144939.00,403.00,278939.00,34390.00,801925.00,70639.00,1340494.00,196637.00,22555.00,962107.00,159195.00,3450506.00,2797792.00,1835685.00,962107.00,4349163.00,2762306.00,652714.00,507000.00,427143.00
1989:Q3,3511377.00,7995.00,117541.00,20929.00,35611.00,1025930.00,36681.00,553862.00,152255.00,336.00,282796.00,36374.00,878117.00,77165.00,1311715.00,202090.00,24454.00,935740.00,149431.00,3549204.00,2864010.00,1928270.00,935740.00,4476649.00,2826183.00,685194.00,526500.00,438772.00
1989:Q4,3606849.00,7312.00,123466.00,22483.00,34517.00,1065704.00,34517.00,578934.00,161631.00,268.00,290354.00,38593.00,877516.00,79522.00,1357736.00,204708.00,26280.00,972799.00,153949.00,3646265.00,2931068.00,1958269.00,972799.00,4610489.00,2891652.00,715197.00,546000.00,457640.00
1990:Q1,3653262.00,7456.00,124481.00,23698.00,34823.00,1081546.00,34823.00,573331.00,177157.00,479.00,295756.00,38491.00,841350.00,78250.00,1423167.00,207757.00,28004.00,1041020.00,146386.00,3692885.00,2978682.00,1937662.00,1041020.00,4696208.00,2939059.00,714203.00,568750.00,474196.00
1990:Q2,3708887.00,7584.00,121232.00,23026.00,35913.00,1114146.00,35913.00,591981.00,184005.00,486.00,301761.00,39422.00,889881.00,86579.00,1391104.00,210073.00,29268.00,1013230.00,138533.00,3749135.00,3027635.00,2014405.00,1013230.00,4808185.00,2987387.00,721500.00,591500.00,507798.00
1990:Q3,3739828.00,8132.00,118913.00,22846.00,35966.00,1141472.00,35966.00,611339.00,191907.00,245.00,302015.00,39925.00,766614.00,76229.00,1529731.00,210651.00,30642.00,1150878.00,137560.00,3780483.00,3077749.00,1926871.00,1150878.00,4865817.00,3037094.00,702734.00,614250.00,511739.00
1990:Q4,3824308.00,8285.00,117924.00,23492.00,35737.00,1161988.00,35737.00,630611.00,195488.00,473.00,299679.00,40962.00,857745.00,84463.00,1493712.00,214824.00,32331.00,1124752.00,121805.00,3865502.00,3128304.00,2003552.00,1124752.00,4989108.00,3087110.00,737198.00,637000.00,527800.00
1991:Q1,3926338.00,7592.00,122295.00,22041.00,36910.00,1174460.00,36910.00,626538.00,209478.00,364.00,301170.00,39953.00,997372.00,99964.00,1425751.00,221275.00,35015.00,1054448.00,115013.00,3967934.00,3178460.00,2124012.00,1054448.00,5130887.00,3136864.00,789474.00,671750.00,532799.00
1991:Q2,3991263.00,7781.00,122026.00,22636.00,40554.00,1189637.00,40554.00,637707.00,209108.00,487.00,301781.00,37702.00,992536.00,104701.00,1473690.00,227141.00,38479.00,1084428.00,123642.00,4033600.00,3229589.00,2145161.00,1084428.00,5244559.00,3187252.00,804011.00,706500.00,546796.00
1991:Q3,4081242.00,6094.00,124291.00,24240.00,46341.00,1215907.00,46341.00,640814.00,211962.00,549.00,316241.00,36668.00,1056671.00,117906.00,1453124.00,235003.00,41713.00,1054182.00,122226.00,4124446.00,3281930.00,2227748.00,1054182.00,5380146.00,3238726.00,842516.00,741250.00,557654.00
1991:Q4,4180800.00,6772.00,124547.00,23974.00,46105.00,1237529.00,46105.00,663575.00,203830.00,619.00,323400.00,35112.00,1158716.00,126341.00,1421704.00,244532.00,44403.00,1016230.00,116539.00,4225334.00,3335171.00,2318941.00,1016230.00,5528299.00,3290637.00,890163.00,776000.00,571499.00
1992:Q1,4263890.00,6877.00,119076.00,24073.00,46360.00,1248637.00,46360.00,653546.00,212611.00,554.00,335566.00,33416.00,1123126.00,133075.00,1529250.00,245603.00,46813.00,1132401.00,104433.00,4308401.00,3418890.00,2286489.00,1132401.00,5642896.00,3374379.00,889511.00,800250.00,578756.00
1992:Q2,4364695.00,7344.00,114477.00,24163.00,47874.00,1266393.00,47874.00,669221.00,204402.00,534.00,344362.00,33140.00,1143453.00,142500.00,1585351.00,246814.00,49189.00,1181417.00,107931.00,4409348.00,3503445.00,2322028.00,1181417.00,5783703.00,3458792.00,905903.00,824500.00,594508.00
1992:Q3,4485561.00,9313.00,110899.00,25034.00,50929.00,1313186.00,50929.00,707658.00,205190.00,378.00,349031.00,31728.00,1173821.00,147304.00,1623347.00,248455.00,51659.00,1217574.00,105659.00,4530592.00,3589159.00,2371585.00,1217574.00,5942123.00,3544128.00,941433.00,848750.00,607812.00
1992:Q4,4604025.00,9434.00,105550.00,25284.00,52104.00,1347768.00,52104.00,735654.00,196277.00,445.00,363288.00,30999.00,1260762.00,164678.00,1607446.00,247586.00,54321.00,1202173.00,103366.00,4649260.00,3675177.00,2473004.00,1202173.00,6114783.00,3629942.00,974083.00,873000.00,637758.00
1993:Q1,4712374.00,8789.00,107292.00,27897.00,53580.00,1353369.00,53580.00,720176.00,203980.00,460.00,375173.00,30299.00,1362628.00,178247.00,1590273.00,255081.00,56975.00,1174847.00,103370.00,4758422.00,3727469.00,2552622.00,1174847.00,6268950.00,3681421.00,1030953.00,903000.00,653576.00
1993:Q2,4790258.00,9107.00,108010.00,30297.00,55143.00,1376775.00,55143.00,735758.00,202014.00,617.00,383243.00,28836.00,1377027.00,192288.00,1612775.00,257893.00,59829.00,1196220.00,98833.00,4837368.00,3780425.00,2584205.00,1196220.00,6393852.00,3733315.00,1056943.00,933000.00,670594.00
1993:Q3,4875589.00,8455.00,103614.00,30552.00,47972.00,1432202.00,47972.00,774557.00,202459.00,1222.00,405992.00,29879.00,1428520.00,206692.00,1587703.00,261806.00,62933.00,1170626.00,92338.00,4922631.00,3834119.00,2663493.00,1170626.00,6533037.00,3787077.00,1088512.00,963000.00,694448.00
1993:Q4,4949673.00,9674.00,101484.00,32960.00,48788.00,1453948.00,48788.00,785200.00,206383.00,1371.00,412206.00,27513.00,1470292.00,224067.00,1580947.00,267861.00,66636.00,1155736.00,90714.00,4997068.00,3888099.00,2732363.00,1155736.00,6648077.00,3840704.00,1108969.00,993000.00,705404.00
1994:Q1,5011004.00,8660.00,102844.00,35887.00,47557.00,1451683.00,47557.00,784385.00,216543.00,716.00,402482.00,27184.00,1413732.00,234265.00,1689192.00,272422.00,69970.00,1259380.00,87420.00,5059101.00,3942813.00,2683433.00,1259380.00,6732314.00,3894716.00,1116288.00,1008750.00,712560.00
1994:Q2,5097085.00,9156.00,102921.00,37818.00,48681.00,1481821.00,48681.00,799254.00,233923.00,845.00,399118.00,27504.00,1426116.00,244891.00,1718177.00,278678.00,73062.00,1274991.00,91446.00,5146584.00,3998594.00,2723603.00,1274991.00,6833662.00,3949095.00,1147990.00,1024500.00,712077.00
1994:Q3,5199306.00,10678.00,98867.00,38169.00,49008.00,1515851.00,49008.00,817592.00,241364.00,1104.00,406783.00,27585.00,1514528.00,269165.00,1675455.00,283400.00,75948.00,1222010.00,94097.00,5249868.00,4055518.00,2833508.00,1222010.00,6961920.00,4004956.00,1194350.00,1040250.00,722364.00
1994:Q4,5233948.00,10725.00,104200.00,39353.00,49982.00,1548730.00,49982.00,840967.00,251131.00,1112.00,405538.00,22994.00,1485785.00,308102.00,1664077.00,297926.00,78325.00,1196722.00,91104.00,5296990.00,4112991.00,2916269.00,1196722.00,7007261.00,4049949.00,1183999.00,1056000.00,717313.00
1995:Q1,5359115.00,9339.00,106992.00,40442.00,51748.00,1569530.00,51748.00,843815.00,257531.00,1053.00,415383.00,23388.00,1586661.00,353224.00,1617791.00,303617.00,79682.00,1142245.00,92247.00,5423780.00,4173755.00,3031510.00,1142245.00,7204601.00,4109090.00,1250025.00,1114000.00,731486.00
1995:Q2,5482600.00,9101.00,108115.00,43418.00,53557.00,1585618.00,53557.00,846998.00,261025.00,1131.00,422907.00,23746.00,1706002.00,399584.00,1553459.00,309154.00,81041.00,1069161.00,94103.00,5548388.00,4235354.00,3166193.00,1069161.00,7419163.00,4169566.00,1313034.00,1172000.00,764563.00
1995:Q3,5627154.00,9774.00,112120.00,44789.00,51756.00,1602776.00,51756.00,854958.00,268628.00,1374.00,426060.00,24130.00,1827643.00,452415.00,1501751.00,315759.00,82398.00,1007736.00,95858.00,5693932.00,4297486.00,3289750.00,1007736.00,7642121.00,4230708.00,1396446.00,1230000.00,784967.00
1995:Q4,5756771.00,9060.00,114283.00,46947.00,53920.00,1610379.00,53920.00,848298.00,276368.00,1830.00,429963.00,24519.00,1897774.00,495913.00,1503976.00,322167.00,83757.00,1000724.00,97328.00,5824725.00,4359291.00,3367475.00,991816.00,7840610.00,4291337.00,1465434.00,1288000.00,795839.00
1996:Q1,5877922.00,9848.00,116902.00,50312.00,49894.00,1646482.00,49894.00,868677.00,282326.00,2271.00,443314.00,24902.00,1966190.00,533255.00,1480137.00,326999.00,85114.00,965990.00,102034.00,5947659.00,4416137.00,3450147.00,965990.00,8017908.00,4346400.00,1531522.00,1332750.00,807236.00
1996:Q2,5974513.00,11180.00,118955.00,52322.00,52666.00,1677613.00,52666.00,888482.00,283351.00,1297.00,451817.00,25295.00,2012064.00,562946.00,1461472.00,332133.00,86471.00,936199.00,106669.00,6045946.00,4472885.00,3536686.00,936199.00,8168853.00,4401452.00,1573061.00,1377500.00,816840.00
1996:Q3,6086252.00,12707.00,119744.00,55537.00,53082.00,1667718.00,53082.00,890147.00,272856.00,496.00,451137.00,25695.00,2085046.00,597399.00,1469324.00,340885.00,87829.00,929758.00,110852.00,6158402.00,4530604.00,3600846.00,929758.00,8332251.00,4458454.00,1627798.00,1422250.00,823749.00
1996:Q4,6355445.00,12985.00,120790.00,61416.00,55554.00,1694840.00,55554.00,913965.00,269907.00,561.00,454853.00,26031.00,2181637.00,697316.00,1504876.00,429552.00,89185.00,854805.00,131334.00,6428951.00,4589152.00,3734347.00,854805.00,8595967.00,4515646.00,1839799.00,1467000.00,773522.00
1997:Q1,6420026.00,11412.00,125727.00,67359.00,54439.00,1715929.00,54440.00,903632.00,281792.00,2051.00,474014.00,26506.00,2136351.00,720559.00,1561744.00,423782.00,91610.00,913878.00,132474.00,6495485.00,4643535.00,3729657.00,913878.00,8729475.00,4568076.00,1851950.00,1532250.00,777199.00
1997:Q2,6673964.00,15159.00,126018.00,70464.00,59741.00,1751310.00,59742.00,917615.00,282911.00,2059.00,488983.00,26995.00,2418083.00,839894.00,1366300.00,445345.00,93059.00,691138.00,136758.00,6750677.00,4699509.00,4008371.00,691138.00,9096980.00,4622796.00,2051168.00,1597500.00,825516.00
1997:Q3,6893800.00,13670.00,126266.00,79269.00,59616.00,1793090.00,59619.00,942374.00,287703.00,2467.00,500927.00,27522.00,2609108.00,935916.00,1249343.00,459895.00,94508.00,555424.00,139516.00,6971656.00,4756810.00,4201386.00,555424.00,9412360.00,4678954.00,2214846.00,1662750.00,855810.00
1997:Q4,6956502.00,12203.00,131891.00,78373.00,57153.00,1839118.00,57158.00,964256.00,294565.00,1503.00,521636.00,27701.00,2574168.00,950958.00,1284937.00,465024.00,97572.00,576953.00,145388.00,7034258.00,4814464.00,4237511.00,576953.00,9523895.00,4736708.00,2219794.00,1728000.00,839393.00
1998:Q1,7250281.00,13228.00,138695.00,79401.00,65861.00,1841785.00,65873.00,943396.00,297070.00,2080.00,533366.00,28798.00,2868767.00,1067276.00,1146470.00,485699.00,101929.00,410422.00,148420.00,7330561.00,4894636.00,4484214.00,410422.00,9970241.00,4814356.00,2435925.00,1833500.00,886460.00
1998:Q2,7344959.00,13831.00,147030.00,80399.00,65149.00,1863300.00,65176.00,953705.00,300000.00,2227.00,542192.00,30851.00,2847062.00,1075221.00,1222116.00,481068.00,106429.00,483187.00,151432.00,7426110.00,4975744.00,4492557.00,483187.00,10200727.00,4894593.00,2450366.00,1939000.00,916768.00
1998:Q3,7234389.00,13624.00,154202.00,81944.00,67892.00,1890469.00,67950.00,959058.00,304152.00,2151.00,557158.00,31811.00,2466336.00,976343.00,1551768.00,457579.00,110976.00,829261.00,153952.00,7316942.00,5058056.00,4228795.00,829261.00,10172236.00,4975503.00,2258886.00,2044500.00,893347.00
1998:Q4,7635461.00,15998.00,161154.00,83707.00,67222.00,1930905.00,67333.00,987813.00,295744.00,3252.00,576763.00,32297.00,2966657.00,1154894.00,1222627.00,484610.00,110453.00,472672.00,154892.00,7722683.00,5141177.00,4668505.00,472672.00,10734217.00,5053955.00,2581506.00,2150000.00,948756.00
1999:Q1,7781545.00,13356.00,152356.00,88827.00,71894.00,1955960.00,71667.00,978200.00,311687.00,4536.00,589870.00,33133.00,2981977.00,1234857.00,1249185.00,490004.00,107339.00,492061.00,159781.00,7870818.00,5215707.00,4723646.00,492061.00,11009670.00,5126434.00,2655111.00,2275250.00,952875.00
1999:Q2,7985251.00,15634.00,143415.00,92355.00,71932.00,1999358.00,72270.00,998986.00,322935.00,3241.00,601926.00,34762.00,3136998.00,1340009.00,1150788.00,498549.00,103373.00,383492.00,165374.00,8076261.00,5291541.00,4908049.00,383492.00,11366575.00,5200531.00,2784720.00,2400500.00,980824.00
1999:Q3,7973175.00,15884.00,132323.00,98715.00,70693.00,2045441.00,71230.00,1012404.00,326949.00,3122.00,631736.00,35102.00,2872259.00,1327441.00,1375317.00,494549.00,98336.00,612146.00,170286.00,8068704.00,5368286.00,4756140.00,612146.00,11447164.00,5272757.00,2700418.00,2525750.00,948239.00
1999:Q4,8297432.00,16623.00,121690.00,99732.00,72009.00,2116232.00,72814.00,1034728.00,355355.00,3044.00,650291.00,37387.00,3271384.00,1521770.00,1040605.00,511516.00,92083.00,261832.00,175174.00,8396064.00,5444896.00,5183064.00,261832.00,11989828.00,5346264.00,2951168.00,2651000.00,1041396.00
2000:Q1,8477509.00,18844.00,119559.00,99562.00,76089.00,2110671.00,77233.00,1019234.00,354091.00,2900.00,657213.00,36213.00,3460415.00,1599856.00,956300.00,516521.00,90069.00,176130.00,173580.00,8578433.00,5518183.00,5342053.00,176130.00,12204362.00,5417259.00,3060250.00,2645500.00,1081353.00
2000:Q2,8506736.00,21117.00,111366.00,99616.00,74602.00,2093919.00,78619.00,1026861.00,359591.00,2836.00,626012.00,36743.00,3377878.00,1605724.00,1085771.00,499597.00,83290.00,329149.00,173735.00,8607114.00,5591670.00,5262521.00,329149.00,12226956.00,5491292.00,3015444.00,2640000.00,1080220.00
2000:Q3,8610406.00,22028.00,106007.00,103088.00,69918.00,2081508.00,76853.00,1030375.00,366350.00,2272.00,605658.00,33827.00,3431915.00,1662821.00,1099294.00,489583.00,77999.00,358323.00,173389.00,8707315.00,5666730.00,5308407.00,358323.00,12352251.00,5569821.00,3040585.00,2634500.00,1107345.00
2000:Q4,8556085.00,20642.00,98821.00,104051.00,66368.00,2057654.00,76227.00,1028525.00,373623.00,1707.00,577572.00,34056.00,3178325.00,1608615.00,1387553.00,462076.00,72991.00,678447.00,174039.00,8643961.00,5743323.00,5064876.00,678447.00,12265860.00,5655447.00,2900638.00,2629000.00,1080775.00
2001:Q1,8394193.00,17820.00,86664.00,101731.00,57615.00,2064709.00,70371.00,1043029.00,388000.00,1943.00,561366.00,32107.00,2886506.00,1432808.00,1714233.00,422393.00,70761.00,1078781.00,142298.00,8486673.00,5840763.00,4761982.00,1078781.00,12082665.00,5748283.00,2645910.00,2626500.00,1061972.00
2001:Q2,8607897.00,22939.00,80049.00,102285.00,59019.00,2069537.00,74606.00,1056092.00,403053.00,1779.00,534007.00,30585.00,3118453.00,1481706.00,1643324.00,437558.00,64343.00,1004009.00,137414.00,8698575.00,5940388.00,4936379.00,1004009.00,12315363.00,5849710.00,2758187.00,2624000.00,1083466.00
2001:Q3,8438368.00,23155.00,71547.00,102926.00,55393.00,2038641.00,73712.00,1054154.00,376964.00,715.00,533096.00,30893.00,2767265.00,1316328.00,2032220.00,384492.00,57207.00,1455951.00,134570.00,8528595.00,6041573.00,4585622.00,1455951.00,12131587.00,5951346.00,2487022.00,2621500.00,1071719.00
2001:Q4,8682506.00,21346.00,62548.00,102010.00,51625.00,2038411.00,72550.00,1065012.00,377947.00,1651.00,521251.00,30734.00,3094782.00,1416372.00,1864678.00,415955.00,48408.00,1269945.00,130370.00,8772794.00,6142884.00,4872939.00,1269945.00,12394691.00,6052596.00,2629910.00,2619000.00,1093185.00
2002:Q1,8876247.00,22030.00,61961.00,103192.00,51054.00,2046221.00,74225.00,1067532.00,376109.00,686.00,527669.00,31271.00,3123247.00,1503121.00,1934150.00,437616.00,53365.00,1312791.00,130378.00,8968274.00,6217499.00,4904708.00,1312791.00,12545692.00,6125472.00,2750775.00,2597250.00,1072195.00
2002:Q2,8739513.00,20976.00,60296.00,108478.00,47393.00,2050716.00,72758.00,1065470.00,383433.00,822.00,528233.00,31086.00,2814471.00,1387660.00,2218437.00,403802.00,50993.00,1627662.00,135980.00,8828165.00,6292951.00,4665289.00,1627662.00,12360055.00,6204299.00,2535214.00,2575500.00,1045042.00
