1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1969:Q1,416067.00,264857.00,49196.00,74367.00,27647.00,416067.00,275348.00,138727.00,43212.00,95515.00,1635.00,357.00,416067.00,47321.00,123.00,0.00,9507.00,3243.00,250915.00,0.00,548.00,1259.00,195.00,70382.00,4079.00,5426.00,14006.00,2616.00,0.00,5455.00,992.00
1969:Q2,424224.00,269738.00,50352.00,75792.00,28342.00,424224.00,280427.00,141819.00,42775.00,99044.00,1610.00,368.00,424224.00,47038.00,160.00,100.00,9782.00,3302.00,256372.00,0.00,593.00,1182.00,196.00,70858.00,4069.00,5475.00,14732.00,2701.00,0.00,6389.00,1275.00
1969:Q3,432047.00,274512.00,51512.00,77271.00,28752.00,432047.00,285383.00,144688.00,42572.00,102116.00,1598.00,378.00,432047.00,47429.00,201.00,200.00,9980.00,3432.00,261387.00,0.00,642.00,1087.00,197.00,71368.00,4134.00,5550.00,16002.00,2949.00,0.00,5991.00,1498.00
1969:Q4,439911.00,278689.00,53176.00,79051.00,28995.00,439911.00,289709.00,148199.00,43292.00,104907.00,1573.00,430.00,439911.00,49237.00,236.00,300.00,10231.00,3652.00,263880.00,0.00,685.00,1055.00,200.00,72027.00,4216.00,5575.00,17664.00,3204.00,0.00,5742.00,2007.00
1970:Q1,442980.00,280971.00,53467.00,78950.00,29592.00,442980.00,287149.00,153842.00,56458.00,97384.00,1556.00,433.00,442980.00,47109.00,194.00,400.00,10318.00,4078.00,265252.00,0.00,715.00,745.00,208.00,72673.00,4230.00,5650.00,19332.00,3499.00,0.00,6222.00,2355.00
1970:Q2,450595.00,284366.00,55054.00,81253.00,29922.00,450595.00,290195.00,158420.00,57301.00,101119.00,1532.00,448.00,450595.00,47969.00,202.00,500.00,10448.00,4187.00,268173.00,0.00,738.00,764.00,220.00,73227.00,4213.00,5808.00,20653.00,3713.00,0.00,7036.00,2744.00
1970:Q3,460315.00,288349.00,57668.00,84057.00,30241.00,460315.00,294086.00,164203.00,58500.00,105703.00,1506.00,520.00,460315.00,49830.00,208.00,600.00,10496.00,4353.00,272836.00,0.00,759.00,784.00,233.00,73582.00,4193.00,5789.00,22230.00,4132.00,0.00,7138.00,3152.00
1970:Q4,469364.00,292240.00,60129.00,86503.00,30492.00,469364.00,297922.00,169398.00,59762.00,109636.00,1498.00,546.00,469364.00,50108.00,214.00,700.00,10533.00,4569.00,277693.00,0.00,783.00,800.00,245.00,74375.00,4171.00,5920.00,23046.00,4755.00,0.00,7548.00,3904.00
1971:Q1,477184.00,296349.00,62312.00,87700.00,30823.00,477184.00,301778.00,173340.00,60905.00,112435.00,1484.00,582.00,477184.00,49360.00,219.00,975.00,10444.00,4875.00,282965.00,0.00,809.00,813.00,245.00,74533.00,4080.00,6019.00,23087.00,5957.00,0.00,8481.00,4322.00
1971:Q2,490134.00,303206.00,65052.00,90090.00,31786.00,490134.00,307479.00,180576.00,62021.00,118555.00,1463.00,616.00,490134.00,49791.00,199.00,1275.00,10404.00,5031.00,291831.00,0.00,863.00,824.00,240.00,74509.00,3914.00,6170.00,23427.00,7572.00,0.00,9109.00,4975.00
1971:Q3,504220.00,311379.00,67399.00,93327.00,32115.00,504220.00,315173.00,186969.00,62941.00,124028.00,1445.00,633.00,504220.00,48634.00,220.00,1575.00,10335.00,5358.00,302928.00,0.00,890.00,835.00,233.00,74751.00,3768.00,6178.00,25299.00,8369.00,0.00,9332.00,5515.00
1971:Q4,517869.00,318411.00,70094.00,96983.00,32381.00,517869.00,321936.00,193827.00,64936.00,128891.00,1426.00,680.00,517869.00,47341.00,239.00,1875.00,10153.00,5648.00,312799.00,0.00,915.00,847.00,223.00,75496.00,3658.00,6288.00,26672.00,9516.00,0.00,9996.00,6203.00
1972:Q1,531563.00,325753.00,72680.00,100034.00,33096.00,531563.00,328734.00,200699.00,68012.00,132687.00,1401.00,729.00,531563.00,47660.00,237.00,2175.00,10239.00,5983.00,322630.00,0.00,917.00,881.00,215.00,75398.00,3332.00,6309.00,27469.00,10542.00,0.00,10441.00,7135.00
1972:Q2,550187.00,335726.00,76046.00,104306.00,34109.00,550187.00,337344.00,210529.00,69435.00,141094.00,1383.00,931.00,550187.00,48176.00,199.00,2450.00,10194.00,6386.00,336533.00,0.00,894.00,927.00,204.00,75404.00,3133.00,6257.00,28473.00,11748.00,0.00,10990.00,8219.00
1972:Q3,569366.00,347347.00,78834.00,108330.00,34855.00,569366.00,347504.00,219457.00,71313.00,148144.00,1362.00,1043.00,569366.00,48384.00,271.00,2725.00,10083.00,6673.00,351594.00,0.00,971.00,972.00,193.00,75588.00,2865.00,6340.00,29589.00,12815.00,0.00,11382.00,8921.00
1972:Q4,589786.00,357381.00,82876.00,114168.00,35361.00,589786.00,356801.00,230494.00,74173.00,156321.00,1340.00,1151.00,589786.00,48260.00,226.00,3000.00,9460.00,7035.00,365919.00,0.00,924.00,1000.00,181.00,76948.00,2728.00,6470.00,30677.00,14404.00,0.00,12158.00,10396.00
1973:Q1,605291.00,365955.00,84593.00,118253.00,36490.00,605291.00,365076.00,237623.00,76383.00,161240.00,1318.00,1274.00,605291.00,47831.00,264.00,3170.00,9299.00,7313.00,378156.00,20.00,920.00,1155.00,176.00,77166.00,2514.00,6632.00,31880.00,15160.00,0.00,12366.00,11269.00
1973:Q2,627950.00,378024.00,87957.00,124008.00,37961.00,627950.00,375373.00,249865.00,82945.00,166920.00,1300.00,1412.00,627950.00,48215.00,300.00,3299.00,8269.00,7556.00,394407.00,14.00,915.00,1264.00,173.00,77982.00,2439.00,6821.00,33559.00,16615.00,0.00,13167.00,12955.00
1973:Q3,649008.00,389894.00,91127.00,129035.00,38952.00,649008.00,385930.00,260377.00,93859.00,166518.00,1284.00,1417.00,649008.00,47607.00,312.00,3330.00,9229.00,8002.00,408615.00,30.00,975.00,1369.00,171.00,79187.00,2361.00,6888.00,35846.00,17057.00,0.00,13120.00,14909.00
1973:Q4,666543.00,399840.00,93191.00,133706.00,39806.00,666543.00,396080.00,267743.00,104837.00,162906.00,1269.00,1451.00,666543.00,47231.00,324.00,3285.00,8871.00,8735.00,418276.00,52.00,1036.00,1441.00,166.00,81369.00,2376.00,7141.00,37750.00,18040.00,0.00,14494.00,15956.00
1974:Q1,681413.00,407909.00,95355.00,137455.00,40694.00,681413.00,404012.00,274634.00,106810.00,167824.00,1249.00,1518.00,681413.00,48171.00,397.00,3354.00,8797.00,9188.00,426306.00,60.00,1092.00,1476.00,164.00,82180.00,2393.00,7277.00,38879.00,19709.00,0.00,15270.00,16700.00
1974:Q2,700754.00,418838.00,97221.00,142377.00,42318.00,700754.00,414624.00,283376.00,107401.00,175975.00,1227.00,1527.00,700754.00,48950.00,471.00,3406.00,9672.00,9652.00,438681.00,66.00,1148.00,1471.00,162.00,83225.00,2377.00,7330.00,42150.00,20132.00,0.00,15223.00,16638.00
1974:Q3,716574.00,428859.00,98933.00,145045.00,43737.00,716574.00,425813.00,288010.00,104607.00,183403.00,1196.00,1555.00,716574.00,49938.00,617.00,3418.00,11089.00,10095.00,447294.00,82.00,1382.00,1470.00,161.00,84427.00,2368.00,7423.00,45539.00,20537.00,0.00,14392.00,16342.00
1974:Q4,728426.00,435176.00,100049.00,148279.00,44922.00,728426.00,433813.00,291870.00,103738.00,188132.00,1163.00,1580.00,728426.00,50594.00,746.00,3393.00,12634.00,11205.00,451470.00,100.00,1512.00,1513.00,157.00,86234.00,2372.00,7702.00,48094.00,21458.00,0.00,13097.00,16145.00
1975:Q1,737733.00,439951.00,100586.00,150411.00,46785.00,737733.00,438999.00,295997.00,103900.00,192097.00,1159.00,1578.00,737733.00,44702.00,9247.00,3278.00,12902.00,11754.00,454481.00,215.00,1537.00,1605.00,151.00,87246.00,2409.00,7705.00,49531.00,24420.00,0.00,12656.00,13894.00
1975:Q2,753522.00,450826.00,100735.00,153431.00,48530.00,753522.00,449278.00,301576.00,105014.00,196562.00,1117.00,1551.00,753522.00,47107.00,9397.00,3196.00,15023.00,12202.00,463779.00,348.00,1567.00,1744.00,172.00,87967.00,2378.00,7810.00,50962.00,25603.00,0.00,12624.00,11643.00
1975:Q3,769738.00,462776.00,100820.00,157058.00,49084.00,769738.00,461310.00,305820.00,106682.00,199138.00,1100.00,1508.00,769738.00,49475.00,9547.00,3190.00,17031.00,12500.00,474537.00,286.00,1627.00,1887.00,191.00,88331.00,2366.00,7875.00,52211.00,26785.00,0.00,12899.00,9000.00
1975:Q4,785568.00,474003.00,100693.00,161019.00,49853.00,785568.00,474084.00,308901.00,107945.00,200956.00,1073.00,1510.00,785568.00,50481.00,9697.00,3252.00,19143.00,12812.00,485024.00,185.00,1688.00,1993.00,221.00,89168.00,2383.00,7542.00,53460.00,28511.00,0.00,12868.00,7140.00
1976:Q1,802392.00,486205.00,102169.00,163221.00,50797.00,802392.00,485179.00,314591.00,107760.00,206831.00,1051.00,1571.00,802392.00,51356.00,9864.00,3326.00,19834.00,12752.00,496562.00,165.00,1712.00,2119.00,221.00,89427.00,2383.00,7543.00,54121.00,31152.00,0.00,13345.00,6510.00
1976:Q2,823317.00,501045.00,103607.00,166355.00,52310.00,823317.00,499346.00,321249.00,110124.00,211125.00,1029.00,1693.00,823317.00,52099.00,10030.00,3462.00,18697.00,13221.00,513478.00,162.00,1734.00,2251.00,245.00,89706.00,2383.00,7623.00,54620.00,34026.00,0.00,13700.00,5880.00
1976:Q3,847760.00,518784.00,104909.00,170146.00,53921.00,847760.00,516618.00,328347.00,112794.00,215553.00,997.00,1798.00,847760.00,52928.00,10199.00,3741.00,19491.00,13607.00,531259.00,128.00,1730.00,2381.00,244.00,90202.00,2373.00,7625.00,55906.00,36984.00,0.00,13712.00,5250.00
1976:Q4,870518.00,535022.00,105895.00,174189.00,55412.00,870518.00,532631.00,334905.00,114892.00,220013.00,982.00,2000.00,870518.00,52839.00,10367.00,4151.00,19563.00,14062.00,547314.00,89.00,1727.00,2500.00,273.00,91555.00,2414.00,7732.00,56423.00,40693.00,0.00,14196.00,4620.00
1977:Q1,892257.00,550282.00,107142.00,177453.00,57380.00,892257.00,547018.00,342310.00,116099.00,226211.00,949.00,1980.00,892257.00,53628.00,11160.00,4320.00,19780.00,14217.00,561830.00,91.00,1729.00,2590.00,327.00,91844.00,2420.00,7684.00,56459.00,45418.00,0.00,14450.00,4310.00
1977:Q2,926270.00,575838.00,109746.00,180348.00,60338.00,926270.00,570034.00,353429.00,119022.00,234407.00,919.00,1888.00,926270.00,54453.00,11961.00,4557.00,20982.00,13996.00,586720.00,102.00,1731.00,2656.00,368.00,92934.00,2539.00,7864.00,58253.00,47980.00,0.00,15174.00,4000.00
1977:Q3,963193.00,603197.00,111835.00,185795.00,62366.00,963193.00,596004.00,364464.00,123313.00,241151.00,894.00,1831.00,963193.00,55295.00,12772.00,4959.00,22265.00,14283.00,612471.00,81.00,1770.00,2721.00,395.00,94170.00,2486.00,7622.00,59194.00,52412.00,0.00,16607.00,3690.00
1977:Q4,999213.00,627724.00,114279.00,193261.00,63949.00,999213.00,619315.00,377219.00,129232.00,247987.00,869.00,1810.00,999213.00,55378.00,13582.00,5509.00,23745.00,14617.00,636562.00,55.00,1807.00,2800.00,384.00,96849.00,2497.00,8041.00,59944.00,56803.00,0.00,17260.00,3380.00
1978:Q1,1026813.00,646079.00,116827.00,197958.00,65949.00,1026813.00,637604.00,386860.00,132625.00,254235.00,845.00,1504.00,1026813.00,56421.00,14065.00,6006.00,24254.00,15174.00,654640.00,67.00,1700.00,2915.00,375.00,97922.00,2559.00,8082.00,62320.00,59512.00,0.00,17503.00,3298.00
1978:Q2,1066897.00,674540.00,120272.00,203343.00,68742.00,1066897.00,664946.00,399484.00,136998.00,262486.00,818.00,1649.00,1066897.00,59018.00,14552.00,6563.00,25111.00,15758.00,680665.00,86.00,1590.00,3052.00,365.00,99862.00,2647.00,8246.00,65014.00,62611.00,0.00,18542.00,3215.00
1978:Q3,1109961.00,707359.00,122681.00,208876.00,71045.00,1109961.00,695843.00,411519.00,140123.00,271396.00,792.00,1807.00,1109961.00,61621.00,15046.00,7273.00,27093.00,16288.00,706590.00,96.00,1604.00,2702.00,366.00,102169.00,2706.00,8407.00,68632.00,65755.00,0.00,20513.00,3100.00
1978:Q4,1150674.00,738254.00,125152.00,214511.00,72757.00,1150674.00,725794.00,422148.00,141797.00,280351.00,772.00,1960.00,1150674.00,62445.00,15539.00,8114.00,27966.00,17116.00,729568.00,103.00,1619.00,2512.00,391.00,106167.00,2721.00,8586.00,72192.00,70407.00,0.00,22178.00,3050.00
1979:Q1,1186117.00,762873.00,127635.00,219175.00,76434.00,1186117.00,750836.00,432518.00,145185.00,287333.00,746.00,2017.00,1186117.00,64808.00,16344.00,8970.00,29924.00,18216.00,745027.00,119.00,1635.00,2641.00,448.00,108327.00,2798.00,8797.00,76850.00,75627.00,0.00,22568.00,3018.00
1979:Q2,1231418.00,794869.00,129903.00,225711.00,80935.00,1231418.00,780688.00,448021.00,145589.00,302432.00,705.00,2004.00,1231418.00,68066.00,17158.00,9771.00,31634.00,19575.00,768981.00,136.00,1655.00,2632.00,428.00,110970.00,2750.00,9017.00,80171.00,80506.00,0.00,24983.00,2985.00
1979:Q3,1278932.00,828850.00,132396.00,233353.00,84333.00,1278932.00,813431.00,462855.00,146354.00,316501.00,680.00,1966.00,1278932.00,71178.00,17980.00,10437.00,33210.00,21269.00,791892.00,465.00,1676.00,2499.00,458.00,114109.00,2968.00,9322.00,82904.00,87309.00,0.00,28303.00,2953.00
1979:Q4,1317030.00,855779.00,135048.00,239448.00,86755.00,1317030.00,844336.00,470089.00,143988.00,326101.00,654.00,1951.00,1317030.00,71611.00,18803.00,11001.00,34567.00,23575.00,807645.00,856.00,1700.00,3102.00,650.00,118422.00,3139.00,9604.00,86630.00,94778.00,0.00,28027.00,2920.00
1980:Q1,1357614.00,886093.00,137027.00,243912.00,90582.00,1357614.00,873791.00,481248.00,141876.00,339372.00,633.00,1942.00,1357614.00,80996.00,20939.00,10779.00,37063.00,25601.00,816319.00,1248.00,1655.00,4477.00,774.00,122395.00,3191.00,10054.00,91736.00,99954.00,0.00,27563.00,2870.00
1980:Q2,1383696.00,902289.00,138408.00,248864.00,94135.00,1383696.00,891836.00,489329.00,136753.00,352576.00,601.00,1930.00,1383696.00,82942.00,23075.00,10767.00,39152.00,28113.00,821921.00,1639.00,1700.00,4732.00,821.00,125564.00,3263.00,10295.00,95193.00,104016.00,0.00,27683.00,2820.00
1980:Q3,1421427.00,931530.00,140218.00,253808.00,95871.00,1421427.00,919706.00,499230.00,133884.00,365346.00,572.00,1919.00,1421427.00,86837.00,25235.00,11278.00,40406.00,30873.00,836219.00,1929.00,1751.00,4432.00,865.00,128062.00,3471.00,10597.00,97244.00,109691.00,0.00,29767.00,2770.00
1980:Q4,1457828.00,957912.00,142526.00,259903.00,97487.00,1457828.00,944782.00,510586.00,134320.00,376266.00,550.00,1910.00,1457828.00,87255.00,27394.00,12217.00,42073.00,33357.00,852973.00,2178.00,1800.00,4645.00,994.00,131081.00,3564.00,10890.00,100782.00,113959.00,0.00,29946.00,2720.00
1981:Q1,1484685.00,973129.00,143948.00,267511.00,100097.00,1484685.00,959039.00,523216.00,135097.00,388119.00,520.00,1910.00,1484685.00,89379.00,29493.00,13906.00,43448.00,35554.00,860950.00,2558.00,1911.00,4505.00,1055.00,132917.00,3748.00,11166.00,103049.00,117260.00,0.00,31086.00,2700.00
1981:Q2,1523566.00,996937.00,144952.00,278496.00,103181.00,1523566.00,982877.00,538284.00,141063.00,397221.00,493.00,1912.00,1523566.00,95636.00,31615.00,15731.00,44986.00,37793.00,874988.00,3054.00,2074.00,4136.00,1147.00,134659.00,3871.00,11602.00,105852.00,120851.00,0.00,32891.00,2680.00
1981:Q3,1555141.00,1014571.00,146039.00,288922.00,105609.00,1555141.00,1000856.00,551902.00,146455.00,405447.00,465.00,1918.00,1555141.00,99638.00,33761.00,17898.00,45719.00,39547.00,885085.00,3427.00,2225.00,3828.00,1249.00,136036.00,3878.00,12200.00,110097.00,124370.00,0.00,33523.00,2660.00
1981:Q4,1579504.00,1030213.00,142377.00,299685.00,107229.00,1579504.00,1017314.00,559819.00,141354.00,418465.00,441.00,1930.00,1579504.00,101407.00,35906.00,20339.00,47012.00,41039.00,890159.00,3916.00,2300.00,3686.00,1341.00,137747.00,3913.00,12519.00,113411.00,128986.00,0.00,33182.00,2641.00
1982:Q1,1600795.00,1041585.00,143640.00,306619.00,108951.00,1600795.00,1027837.00,570591.00,139891.00,430700.00,415.00,1952.00,1600795.00,105876.00,36483.00,21868.00,47585.00,42173.00,889707.00,4255.00,2308.00,3125.00,1406.00,138830.00,3913.00,12990.00,116158.00,137628.00,0.00,33810.00,2680.00
1982:Q2,1625667.00,1055044.00,144694.00,315647.00,110282.00,1625667.00,1039571.00,583727.00,136334.00,447393.00,383.00,1986.00,1625667.00,108742.00,37066.00,23247.00,48618.00,43194.00,890235.00,4651.00,2253.00,3082.00,1448.00,139672.00,5386.00,13226.00,119961.00,146951.00,0.00,35215.00,2720.00
1982:Q3,1635406.00,1055314.00,144215.00,324780.00,111097.00,1635406.00,1038213.00,594820.00,129479.00,465341.00,353.00,2020.00,1635406.00,104528.00,37656.00,24252.00,48564.00,44602.00,880445.00,4876.00,2173.00,3099.00,1501.00,140477.00,6361.00,13667.00,124500.00,160231.00,0.00,35714.00,2760.00
1982:Q4,1661290.00,1070187.00,146112.00,333680.00,111311.00,1661290.00,1052093.00,606832.00,127196.00,479636.00,322.00,2043.00,1661290.00,110888.00,38246.00,24961.00,49376.00,46278.00,870502.00,4994.00,2100.00,2686.00,1600.00,141989.00,7770.00,13773.00,127500.00,178519.00,0.00,37308.00,2800.00
1983:Q1,1692029.00,1087139.00,147020.00,346330.00,111540.00,1692029.00,1048715.00,640949.00,143413.00,497536.00,307.00,2058.00,1692029.00,109724.00,38689.00,25509.00,48947.00,47885.00,875894.00,5025.00,2028.00,2765.00,1749.00,143329.00,9056.00,13983.00,129691.00,196517.00,0.00,38468.00,2770.00
1983:Q2,1739644.00,1116296.00,150761.00,360215.00,112372.00,1739644.00,1077492.00,659810.00,148075.00,511735.00,275.00,2067.00,1739644.00,111357.00,39136.00,26274.00,49736.00,49755.00,894117.00,4974.00,1934.00,3535.00,1954.00,144725.00,9709.00,14099.00,132551.00,213061.00,0.00,39987.00,2740.00
1983:Q3,1796351.00,1153484.00,155784.00,373975.00,113108.00,1796351.00,1113556.00,680463.00,153028.00,527435.00,261.00,2071.00,1796351.00,110672.00,39589.00,27574.00,50098.00,51647.00,923495.00,4833.00,1849.00,4051.00,2160.00,147356.00,10569.00,14149.00,133975.00,231538.00,0.00,40086.00,2710.00
1983:Q4,1850645.00,1186271.00,161229.00,389424.00,113721.00,1850645.00,1144812.00,703524.00,158266.00,545258.00,241.00,2068.00,1850645.00,111313.00,40041.00,29305.00,50596.00,54164.00,950389.00,5190.00,1800.00,4381.00,2311.00,150999.00,10124.00,14651.00,137898.00,244807.00,0.00,39996.00,2680.00
1984:Q1,1904844.00,1216062.00,167158.00,408654.00,112970.00,1904844.00,1175949.00,726540.00,160941.00,565599.00,204.00,2151.00,1904844.00,110989.00,42877.00,31772.00,50276.00,56580.00,980485.00,4422.00,1790.00,5538.00,2414.00,151301.00,9892.00,14726.00,141926.00,255930.00,0.00,41024.00,2902.00
1984:Q2,1972432.00,1254448.00,174957.00,429688.00,113339.00,1972432.00,1211542.00,758423.00,167617.00,590806.00,180.00,2287.00,1972432.00,112405.00,45712.00,34252.00,50519.00,59363.00,1022247.00,4264.00,1813.00,6398.00,2490.00,153531.00,9369.00,14935.00,144588.00,263344.00,0.00,44078.00,3124.00
1984:Q3,2034727.00,1289107.00,180374.00,451779.00,113467.00,2034727.00,1246460.00,785698.00,171960.00,613738.00,152.00,2417.00,2034727.00,114667.00,48579.00,36765.00,49885.00,61772.00,1058155.00,4407.00,1851.00,7020.00,2580.00,155372.00,9041.00,14961.00,146406.00,275538.00,0.00,44383.00,3345.00
1984:Q4,2091991.00,1321526.00,186145.00,471898.00,112422.00,2091991.00,1278648.00,810723.00,173213.00,637510.00,141.00,2479.00,2091991.00,103009.00,51446.00,39311.00,51463.00,64399.00,1084010.00,5616.00,1881.00,7534.00,2664.00,156699.00,9735.00,15255.00,150123.00,288987.00,11000.00,45351.00,3508.00
1985:Q1,2168248.00,1385660.00,182816.00,487050.00,112722.00,2168248.00,1342047.00,823596.00,162000.00,661596.00,116.00,2489.00,2168248.00,123726.00,52819.00,41009.00,51664.00,66455.00,1103507.00,5453.00,1916.00,7788.00,2869.00,158470.00,11041.00,15319.00,155376.00,304033.00,19153.00,44043.00,3607.00
1985:Q2,2234883.00,1428061.00,189290.00,505953.00,111579.00,2234883.00,1380479.00,851807.00,164619.00,687188.00,96.00,2501.00,2234883.00,125750.00,54207.00,42493.00,52161.00,68591.00,1130993.00,5380.00,1959.00,8821.00,3047.00,162114.00,11804.00,15345.00,158216.00,321090.00,21054.00,48108.00,3750.00
1985:Q3,2303008.00,1477181.00,194964.00,522126.00,108737.00,2303008.00,1439935.00,860474.00,160680.00,699794.00,83.00,2516.00,2303008.00,122083.00,55610.00,43447.00,52741.00,71191.00,1163079.00,5471.00,2003.00,10041.00,3197.00,164760.00,11361.00,15321.00,158983.00,343332.00,21644.00,54843.00,3901.00
1985:Q4,2368542.00,1526876.00,205915.00,541661.00,94090.00,2368542.00,1488821.00,877115.00,169299.00,707816.00,72.00,2534.00,2368542.00,116174.00,57013.00,43983.00,53304.00,74207.00,1189107.00,5743.00,2038.00,11086.00,3339.00,171797.00,14016.00,15309.00,159734.00,367864.00,24580.00,53321.00,5927.00
1986:Q1,2416495.00,1557666.00,212974.00,554231.00,91624.00,2416495.00,1517076.00,896690.00,170472.00,726218.00,61.00,2668.00,2416495.00,115115.00,55321.00,43818.00,53305.00,78819.00,1202391.00,6174.00,2070.00,13622.00,3623.00,174996.00,13862.00,15400.00,157415.00,394587.00,26020.00,53796.00,6161.00
1986:Q2,2492143.00,1616328.00,220862.00,565823.00,89130.00,2492143.00,1569098.00,920098.00,174225.00,745873.00,52.00,2895.00,2492143.00,115335.00,53610.00,45091.00,53083.00,81696.00,1222648.00,6587.00,2095.00,15128.00,3843.00,180496.00,12992.00,15197.00,154448.00,429072.00,28721.00,65633.00,6468.00
1986:Q3,2578098.00,1683521.00,228838.00,579130.00,86609.00,2578098.00,1633606.00,941571.00,178779.00,762792.00,40.00,2881.00,2578098.00,112936.00,51880.00,46259.00,53135.00,83742.00,1246771.00,6993.00,2122.00,17255.00,4075.00,185980.00,12609.00,15364.00,152140.00,475896.00,31176.00,73194.00,6571.00
1986:Q4,2655581.00,1730129.00,239394.00,601970.00,84088.00,2655581.00,1692264.00,960491.00,185294.00,775197.00,36.00,2790.00,2655581.00,112602.00,50150.00,44676.00,54357.00,86005.00,1278668.00,8675.00,2153.00,19325.00,4348.00,193842.00,11255.00,15550.00,147775.00,531591.00,17898.00,70781.00,5930.00
1987:Q1,2737635.00,1770490.00,245492.00,639606.00,82047.00,2737635.00,1727626.00,1007101.00,215198.00,791903.00,27.00,2881.00,2737635.00,118284.00,50490.00,42950.00,54067.00,89436.00,1309118.00,8361.00,2191.00,22046.00,4444.00,195743.00,10096.00,15333.00,144011.00,575435.00,20275.00,69185.00,6170.00
1987:Q2,2829845.00,1843953.00,250241.00,655668.00,79983.00,2829845.00,1799664.00,1027271.00,226133.00,801138.00,25.00,2885.00,2829845.00,118370.00,50833.00,40438.00,54020.00,92299.00,1348798.00,9777.00,2226.00,24928.00,4750.00,200382.00,9308.00,15228.00,140414.00,615142.00,24032.00,72755.00,6145.00
1987:Q3,2899473.00,1898660.00,254693.00,668224.00,77896.00,2899473.00,1849648.00,1046881.00,235440.00,811441.00,22.00,2922.00,2899473.00,118254.00,51180.00,38352.00,48766.00,93273.00,1385757.00,11235.00,2275.00,27623.00,4868.00,204263.00,8725.00,15408.00,140290.00,647084.00,30073.00,65567.00,6480.00
1987:Q4,2956685.00,1928457.00,258355.00,694063.00,75810.00,2956685.00,1878154.00,1075400.00,252667.00,822733.00,21.00,3110.00,2956685.00,120245.00,51527.00,37909.00,49068.00,94697.00,1402853.00,13921.00,2347.00,29872.00,4994.00,212375.00,8205.00,15331.00,139459.00,669394.00,31454.00,66065.00,6969.00
1988:Q1,3025696.00,1974919.00,268334.00,707871.00,74572.00,3025696.00,1927161.00,1095417.00,255332.00,840085.00,21.00,3097.00,3025696.00,120209.00,55681.00,40185.00,49170.00,96036.00,1440681.00,15959.00,2455.00,31520.00,5139.00,216083.00,9614.00,15448.00,142285.00,677841.00,33194.00,66925.00,7271.00
1988:Q2,3114010.00,2044958.00,265969.00,729750.00,73333.00,3114010.00,1994931.00,1115942.00,256151.00,859791.00,22.00,3115.00,3114010.00,120510.00,59836.00,43716.00,48482.00,96714.00,1476097.00,17863.00,2591.00,34063.00,5269.00,220402.00,11269.00,15637.00,144704.00,695315.00,34999.00,79232.00,7311.00
1988:Q3,3187484.00,2105915.00,269276.00,740212.00,72081.00,3187484.00,2053679.00,1130694.00,251512.00,879182.00,20.00,3091.00,3187484.00,121082.00,63990.00,47078.00,47566.00,96968.00,1506478.00,19955.00,2744.00,36377.00,5406.00,225051.00,13983.00,15586.00,143781.00,721137.00,37509.00,74940.00,7853.00
1988:Q4,3274088.00,2162789.00,274544.00,765926.00,70829.00,3274088.00,2117574.00,1153115.00,254976.00,898139.00,16.00,3383.00,3274088.00,122501.00,68145.00,47846.00,48017.00,98647.00,1539962.00,22063.00,2903.00,38060.00,5574.00,232863.00,16666.00,15603.00,144457.00,745287.00,40454.00,76353.00,8687.00
1989:Q1,3329462.00,2196931.00,279826.00,782385.00,70320.00,3329462.00,2153833.00,1172183.00,266773.00,905410.00,15.00,3431.00,3329462.00,123201.00,64756.00,46631.00,48003.00,100224.00,1566182.00,23613.00,3070.00,40753.00,5779.00,236777.00,17630.00,15132.00,143720.00,770459.00,42058.00,73054.00,8420.00
1989:Q2,3399428.00,2255378.00,284991.00,789255.00,69804.00,3399428.00,2213175.00,1182788.00,269123.00,913665.00,14.00,3451.00,3399428.00,125714.00,61328.00,43064.00,47159.00,102096.00,1594122.00,25554.00,3248.00,42912.00,6027.00,241761.00,19272.00,15118.00,145345.00,794482.00,43671.00,80201.00,8354.00
1989:Q3,3475700.00,2321631.00,285815.00,798971.00,69283.00,3475700.00,2278936.00,1193171.00,270220.00,922950.00,13.00,3580.00,3475700.00,128286.00,57864.00,39090.00,47164.00,103383.00,1611724.00,27917.00,3437.00,44352.00,6270.00,247035.00,21079.00,15295.00,147965.00,827012.00,41645.00,97981.00,8201.00
1989:Q4,3526605.00,2369557.00,287001.00,801286.00,68761.00,3526605.00,2330087.00,1192795.00,263201.00,929594.00,13.00,3710.00,3526605.00,131366.00,54399.00,35146.00,47285.00,104961.00,1609402.00,30189.00,3634.00,26964.00,6460.00,254214.00,23294.00,15299.00,150491.00,869549.00,52647.00,102938.00,8367.00
