1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1982:Q3,845418.00,522307.00,63027.00,162430.00,296850.00,148240.00,146790.00,119682.00,5913.00,86436.00,16990.00,10344.00,27108.00,21322.00,255.00,5525.00,7.00,1450.00,-602.00,2052.00,-7412.00,69909.00,77321.00,182284.00,139745.00,64814.00,74931.00,42539.00,22725.00,19814.00,8757.00,25363.00,16606.00,854175.00,-466.00,39.00,-126.00,553.00,0.00
1982:Q4,852312.00,537732.00,66089.00,164185.00,307458.00,137312.00,147267.00,117882.00,6027.00,85025.00,16315.00,10515.00,29385.00,23190.00,264.00,5928.00,3.00,-9955.00,-10512.00,557.00,-7396.00,66319.00,73715.00,184665.00,143323.00,67030.00,76293.00,41342.00,23569.00,17773.00,8523.00,24254.00,15731.00,860835.00,-463.00,2340.00,-2426.00,549.00,0.00
1983:Q1,865891.00,547641.00,67227.00,164251.00,316163.00,141380.00,150145.00,115526.00,6082.00,83364.00,15409.00,10671.00,34619.00,27306.00,309.00,7004.00,0.00,-8765.00,-6743.00,-2022.00,-6137.00,67675.00,73813.00,183008.00,145677.00,67949.00,77728.00,37331.00,24061.00,13270.00,8513.00,23451.00,14938.00,874404.00,-485.00,-71.00,10.00,545.00,0.00
1983:Q2,895780.00,563628.00,72396.00,168262.00,322970.00,153444.00,155362.00,116612.00,6225.00,84192.00,15131.00,11066.00,38750.00,30561.00,354.00,7840.00,-4.00,-1918.00,1018.00,-2936.00,-11359.00,68129.00,79488.00,190067.00,148164.00,69435.00,78729.00,41903.00,24970.00,16933.00,9185.00,24698.00,15513.00,904966.00,-487.00,3597.00,-3658.00,548.00,0.00
1983:Q3,926682.00,581077.00,75591.00,172109.00,333377.00,163067.00,164118.00,121343.00,6471.00,87474.00,15655.00,11744.00,42775.00,33754.00,398.00,8627.00,-4.00,-1051.00,6113.00,-7164.00,-16300.00,69545.00,85845.00,198839.00,151798.00,72092.00,79706.00,47041.00,26231.00,20810.00,9467.00,26310.00,16844.00,936149.00,-495.00,1232.00,-1294.00,557.00,0.00
1983:Q4,949782.00,594174.00,79818.00,174130.00,340226.00,179624.00,173641.00,128672.00,6748.00,92848.00,16468.00,12609.00,44969.00,35544.00,419.00,9008.00,-1.00,5983.00,7626.00,-1643.00,-17846.00,71647.00,89493.00,193830.00,148940.00,68377.00,80563.00,44890.00,27076.00,17814.00,9920.00,27423.00,17503.00,959702.00,-510.00,-57.00,-7.00,574.00,0.00
1984:Q1,974178.00,605689.00,82860.00,176614.00,346215.00,197718.00,179473.00,132866.00,6734.00,95549.00,17495.00,13088.00,46606.00,36954.00,406.00,9237.00,10.00,18246.00,16204.00,2041.00,-23751.00,73243.00,96995.00,194523.00,152568.00,70136.00,82432.00,41955.00,27498.00,14457.00,9260.00,28709.00,19449.00,983438.00,-509.00,616.00,-706.00,598.00,0.00
1984:Q2,1003887.00,620306.00,85318.00,180593.00,354395.00,204724.00,187394.00,139569.00,6864.00,100311.00,18535.00,13859.00,47825.00,37964.00,407.00,9438.00,16.00,17330.00,15315.00,2015.00,-26075.00,75550.00,101625.00,204932.00,157424.00,73382.00,84042.00,47508.00,28369.00,19139.00,9385.00,30802.00,21417.00,1013272.00,-532.00,1464.00,-1558.00,626.00,0.00
1984:Q3,1025329.00,629928.00,85519.00,181142.00,363267.00,209713.00,191878.00,144160.00,6912.00,103511.00,19264.00,14473.00,47718.00,37856.00,404.00,9440.00,18.00,17835.00,15521.00,2313.00,-25961.00,76436.00,102398.00,211650.00,159535.00,73662.00,85873.00,52115.00,28661.00,23454.00,9339.00,31823.00,22484.00,1034668.00,-556.00,981.00,-1079.00,654.00,0.00
1984:Q4,1037295.00,642234.00,88460.00,183196.00,370579.00,207936.00,195941.00,147726.00,6943.00,105927.00,19819.00,15038.00,48215.00,38164.00,413.00,9624.00,14.00,11995.00,10345.00,1650.00,-26939.00,77151.00,104090.00,214065.00,162464.00,74850.00,87614.00,51601.00,31062.00,20539.00,8306.00,30531.00,22225.00,1045601.00,-581.00,512.00,-614.00,684.00,0.00
1985:Q1,1053648.00,660974.00,92003.00,185596.00,383375.00,202467.00,198410.00,149855.00,6943.00,106803.00,20595.00,15515.00,48555.00,38273.00,418.00,9843.00,20.00,4058.00,2128.00,1930.00,-22825.00,76502.00,99327.00,213032.00,165903.00,76101.00,89802.00,47129.00,30906.00,16223.00,6423.00,28159.00,21736.00,1060070.00,-593.00,-168.00,47.00,713.00,0.00
1985:Q2,1074793.00,672800.00,93313.00,188190.00,391298.00,206760.00,201349.00,152272.00,7018.00,108471.00,20702.00,16082.00,49077.00,38553.00,436.00,10064.00,23.00,5412.00,4223.00,1188.00,-28611.00,76032.00,104643.00,223844.00,169174.00,77413.00,91761.00,54670.00,32579.00,22091.00,6917.00,28583.00,21666.00,1081710.00,-621.00,-78.00,-48.00,747.00,0.00
1985:Q3,1103448.00,691186.00,99113.00,190121.00,401952.00,205538.00,201463.00,151107.00,6994.00,107170.00,20616.00,16327.00,50356.00,39475.00,447.00,10407.00,27.00,4076.00,2438.00,1638.00,-29224.00,74318.00,103542.00,235948.00,175032.00,80906.00,94126.00,60916.00,34498.00,26418.00,5624.00,27505.00,21881.00,1109072.00,-651.00,999.00,-1131.00,783.00,0.00
1985:Q4,1114855.00,697719.00,95938.00,193337.00,408445.00,214887.00,206608.00,154518.00,7250.00,108401.00,21740.00,17127.00,52090.00,40765.00,464.00,10808.00,52.00,8280.00,6923.00,1357.00,-33359.00,76359.00,109717.00,235607.00,178449.00,82331.00,96118.00,57158.00,34542.00,22616.00,6401.00,28415.00,22014.00,1121256.00,-682.00,-69.00,-70.00,821.00,0.00
1986:Q1,1123689.00,708683.00,97907.00,194813.00,415963.00,215864.00,208264.00,153381.00,7362.00,108248.00,20286.00,17486.00,54884.00,42948.00,515.00,11389.00,32.00,7599.00,6665.00,934.00,-31503.00,78351.00,109855.00,230646.00,178724.00,81114.00,97610.00,51922.00,33473.00,18449.00,5540.00,29120.00,23580.00,1129229.00,-679.00,-175.00,-9.00,862.00,0.00
1986:Q2,1139273.00,715760.00,101823.00,191864.00,422073.00,213809.00,209893.00,151253.00,7473.00,106142.00,20021.00,17618.00,58640.00,45976.00,546.00,12115.00,3.00,3916.00,4488.00,-572.00,-32218.00,78780.00,110998.00,241923.00,182861.00,84052.00,98809.00,59062.00,34633.00,24429.00,3874.00,28032.00,24158.00,1143147.00,-709.00,1666.00,-1858.00,901.00,0.00
1986:Q3,1158761.00,732433.00,111427.00,192760.00,428246.00,208958.00,210712.00,150491.00,7696.00,105122.00,19867.00,17806.00,60222.00,47328.00,567.00,12328.00,-1.00,-1755.00,-985.00,-770.00,-34740.00,80119.00,114859.00,252110.00,186200.00,85714.00,100486.00,65910.00,36969.00,28941.00,4545.00,27302.00,22758.00,1163306.00,-738.00,-198.00,-2.00,938.00,0.00
1986:Q4,1168430.00,741533.00,110283.00,194752.00,436498.00,210516.00,213706.00,152639.00,8119.00,106335.00,19945.00,18240.00,61067.00,48179.00,387.00,12325.00,176.00,-3190.00,-2643.00,-547.00,-33407.00,83750.00,117157.00,249788.00,188598.00,85613.00,102985.00,61190.00,36809.00,24381.00,2999.00,26870.00,23871.00,1171429.00,-766.00,948.00,-1155.00,973.00,0.00
1987:Q1,1177783.00,749563.00,104624.00,199346.00,445593.00,217800.00,210806.00,149139.00,8288.00,102660.00,20293.00,17898.00,61668.00,48920.00,553.00,12205.00,-10.00,6993.00,8317.00,-1324.00,-35309.00,84113.00,119422.00,245729.00,189360.00,84789.00,104571.00,56369.00,36495.00,19874.00,3592.00,28096.00,24504.00,1181375.00,-787.00,-223.00,-1.00,1011.00,0.00
1987:Q2,1206180.00,767201.00,109775.00,203071.00,454355.00,218647.00,214516.00,152093.00,8708.00,104368.00,20688.00,18330.00,62423.00,49842.00,511.00,12059.00,11.00,4131.00,6265.00,-2134.00,-36745.00,88840.00,125585.00,257077.00,193331.00,87006.00,106325.00,63746.00,38175.00,25571.00,4533.00,30345.00,25811.00,1210714.00,-807.00,-182.00,-47.00,1036.00,0.00
1987:Q3,1229178.00,783382.00,115135.00,205164.00,463083.00,219117.00,218863.00,156370.00,9104.00,106878.00,21463.00,18926.00,62493.00,50231.00,499.00,11723.00,40.00,254.00,1109.00,-855.00,-36366.00,92964.00,129330.00,263044.00,193781.00,86088.00,107693.00,69263.00,39012.00,30251.00,4441.00,31474.00,27033.00,1233619.00,-821.00,-27.00,-206.00,1054.00,0.00
1987:Q4,1257076.00,791905.00,112487.00,206695.00,472723.00,236614.00,220843.00,157637.00,9214.00,107502.00,21761.00,19161.00,63206.00,51236.00,394.00,11449.00,126.00,15771.00,15713.00,57.00,-36352.00,98027.00,134378.00,264909.00,199647.00,89889.00,109758.00,65262.00,38765.00,26497.00,4921.00,33371.00,28450.00,1261997.00,-830.00,-52.00,-184.00,1066.00,0.00
1988:Q1,1265826.00,812250.00,117610.00,209597.00,485043.00,227143.00,222904.00,160375.00,9293.00,109521.00,21985.00,19577.00,62529.00,51165.00,489.00,10870.00,5.00,4239.00,5001.00,-762.00,-30996.00,104682.00,135678.00,257430.00,199780.00,88053.00,111727.00,57650.00,36456.00,21194.00,6247.00,36368.00,30121.00,1272073.00,-834.00,-271.00,45.00,1060.00,0.00
1988:Q2,1303313.00,827243.00,118306.00,213385.00,495552.00,233632.00,228720.00,164842.00,9500.00,112262.00,22819.00,20261.00,63878.00,52580.00,475.00,10804.00,19.00,4912.00,7338.00,-2426.00,-26657.00,109868.00,136525.00,269095.00,203992.00,90302.00,113690.00,65103.00,36948.00,28155.00,5704.00,36619.00,30915.00,1309017.00,-844.00,-836.00,607.00,1073.00,0.00
1988:Q3,1328334.00,844583.00,117597.00,217695.00,509291.00,235501.00,230956.00,166582.00,9581.00,113319.00,23011.00,20671.00,64374.00,53137.00,462.00,10754.00,21.00,4545.00,6775.00,-2229.00,-24816.00,113397.00,138212.00,273066.00,203916.00,88421.00,115495.00,69150.00,36937.00,32213.00,5041.00,38363.00,33323.00,1333375.00,-858.00,362.00,-595.00,1091.00,0.00
1988:Q4,1355158.00,862817.00,121541.00,221581.00,519696.00,240688.00,235902.00,170482.00,9820.00,115860.00,23387.00,21416.00,65420.00,53958.00,428.00,10967.00,68.00,4786.00,8833.00,-4047.00,-26924.00,116655.00,143579.00,278577.00,212085.00,94060.00,118025.00,66492.00,37642.00,28850.00,5666.00,40767.00,35101.00,1360823.00,-879.00,-26.00,-213.00,1117.00,0.00
1989:Q1,1375218.00,876519.00,121612.00,225632.00,529275.00,251341.00,239307.00,174086.00,10079.00,118583.00,23231.00,22194.00,65221.00,53567.00,494.00,11148.00,12.00,12034.00,9829.00,2205.00,-25241.00,121297.00,146539.00,272599.00,212281.00,91052.00,121229.00,60318.00,37141.00,23177.00,5599.00,42860.00,37261.00,1380817.00,-896.00,-285.00,31.00,1150.00,0.00
1989:Q2,1409331.00,892380.00,123336.00,231937.00,537107.00,250248.00,241183.00,177235.00,10326.00,120541.00,23635.00,22734.00,63948.00,52305.00,506.00,11125.00,12.00,9064.00,7909.00,1156.00,-22040.00,126807.00,148847.00,288744.00,221092.00,96989.00,124103.00,67652.00,37633.00,30019.00,5417.00,44941.00,39525.00,1414747.00,-930.00,124.00,-387.00,1193.00,0.00
1989:Q3,1431201.00,906390.00,126410.00,234072.00,545908.00,249126.00,246670.00,182795.00,10730.00,124941.00,23736.00,23389.00,63875.00,52095.00,443.00,11288.00,49.00,2457.00,3554.00,-1097.00,-18769.00,127338.00,146107.00,294454.00,221271.00,94753.00,126518.00,73183.00,38634.00,34549.00,6074.00,44665.00,38591.00,1437275.00,-968.00,-93.00,-182.00,1243.00,0.00
1989:Q4,1441947.00,917527.00,122971.00,237835.00,556721.00,248987.00,244849.00,181878.00,10771.00,126365.00,21735.00,23007.00,62971.00,51182.00,455.00,11285.00,49.00,4138.00,4934.00,-796.00,-20691.00,128847.00,149538.00,296124.00,226845.00,97369.00,129476.00,69279.00,37809.00,31470.00,7700.00,45234.00,37534.00,1449646.00,-1012.00,-89.00,-198.00,1298.00,0.00
1990:Q1,1465937.00,938624.00,128849.00,243543.00,566233.00,252710.00,249222.00,185221.00,11079.00,129806.00,21385.00,22950.00,64001.00,51918.00,421.00,11613.00,49.00,3489.00,2898.00,590.00,-22133.00,134559.00,156692.00,296736.00,231561.00,98887.00,132674.00,65175.00,38764.00,26411.00,7380.00,45941.00,38561.00,1473317.00,-1032.00,-237.00,-108.00,1376.00,0.00
1990:Q2,1494854.00,950040.00,124602.00,245213.00,580225.00,253688.00,245263.00,183539.00,11119.00,130692.00,19442.00,22287.00,61724.00,50057.00,409.00,11208.00,49.00,8425.00,8294.00,131.00,-17208.00,136482.00,153690.00,308334.00,235329.00,100544.00,134785.00,73005.00,39941.00,33064.00,7906.00,46129.00,38223.00,1502760.00,-1067.00,-17.00,-340.00,1423.00,0.00
1990:Q3,1511599.00,965850.00,123392.00,250777.00,591681.00,250165.00,244698.00,186071.00,11445.00,133584.00,18890.00,22152.00,58627.00,47622.00,421.00,10534.00,49.00,5467.00,4296.00,1170.00,-18738.00,138787.00,157526.00,314323.00,236186.00,98436.00,137750.00,78137.00,40191.00,37946.00,6784.00,46181.00,39396.00,1518383.00,-1091.00,-6.00,-359.00,1456.00,0.00
1990:Q4,1507195.00,971112.00,120237.00,254689.00,596187.00,236888.00,239721.00,184404.00,11545.00,132451.00,18872.00,21536.00,55317.00,45090.00,451.00,9728.00,49.00,-2834.00,-3809.00,976.00,-19774.00,142047.00,161821.00,318969.00,244918.00,103948.00,140970.00,74051.00,39308.00,34743.00,12622.00,50597.00,37975.00,1519816.00,-1106.00,-395.00,26.00,1475.00,0.00
1991:Q1,1505173.00,972555.00,117923.00,253537.00,601095.00,231152.00,235032.00,182460.00,11654.00,131871.00,18019.00,20915.00,52572.00,43094.00,481.00,8948.00,49.00,-3880.00,-3670.00,-210.00,-11785.00,143294.00,155079.00,313252.00,247294.00,104975.00,142319.00,65958.00,38622.00,27336.00,9864.00,46693.00,36829.00,1515037.00,-1065.00,-435.00,38.00,1462.00,0.00
1991:Q2,1538052.00,985923.00,118812.00,255441.00,611670.00,231638.00,236146.00,181699.00,11809.00,131521.00,17866.00,20504.00,54447.00,44945.00,494.00,8960.00,49.00,-4508.00,-4101.00,-407.00,-5797.00,147683.00,153480.00,326289.00,251401.00,107595.00,143806.00,74888.00,40433.00,34455.00,7140.00,41999.00,34859.00,1545192.00,-1066.00,-435.00,37.00,1463.00,0.00
1991:Q3,1559298.00,997410.00,121084.00,256098.00,620228.00,236868.00,236657.00,180037.00,11876.00,130630.00,17471.00,20060.00,56621.00,47106.00,442.00,8997.00,76.00,211.00,2540.00,-2329.00,-5268.00,150149.00,155417.00,330289.00,250746.00,104903.00,145843.00,79543.00,39618.00,39925.00,6278.00,40383.00,34106.00,1565575.00,-1065.00,-431.00,34.00,1462.00,0.00
1991:Q4,1571527.00,1004267.00,119364.00,255175.00,629729.00,244689.00,236906.00,179392.00,11982.00,130469.00,17144.00,19798.00,57514.00,48212.00,448.00,8813.00,41.00,7783.00,5959.00,1825.00,-5764.00,153804.00,159568.00,328334.00,254630.00,106468.00,148162.00,73704.00,38124.00,35580.00,8305.00,39288.00,30983.00,1579832.00,-1064.00,-437.00,40.00,1460.00,0.00
1992:Q1,1586779.00,1029416.00,124045.00,259417.00,645954.00,239194.00,239132.00,178542.00,12047.00,130943.00,15972.00,19581.00,60591.00,51131.00,468.00,8942.00,50.00,62.00,-1660.00,1722.00,-5135.00,156321.00,161456.00,323304.00,255430.00,104556.00,150874.00,67874.00,38312.00,29562.00,8183.00,38698.00,30515.00,1594962.00,-1069.00,-439.00,52.00,1467.00,-11.00
1992:Q2,1624002.00,1043340.00,125247.00,261805.00,656288.00,253266.00,247463.00,184174.00,12418.00,135147.00,16467.00,20142.00,63290.00,53665.00,487.00,9117.00,20.00,5802.00,3429.00,2373.00,-8197.00,156541.00,164738.00,335594.00,260606.00,106757.00,153849.00,74988.00,39297.00,35691.00,8014.00,39274.00,31260.00,1632016.00,-1067.00,-441.00,52.00,1464.00,-8.00
1992:Q3,1652865.00,1061353.00,128023.00,265263.00,668067.00,256051.00,250923.00,187145.00,12468.00,137488.00,16704.00,20485.00,63779.00,54149.00,468.00,9106.00,56.00,5128.00,3716.00,1412.00,-9622.00,159841.00,169463.00,345083.00,265663.00,109280.00,156383.00,79420.00,39560.00,39860.00,7303.00,37225.00,29923.00,1660167.00,-1065.00,-435.00,45.00,1461.00,-6.00
1992:Q4,1675653.00,1081547.00,130766.00,268703.00,682078.00,264502.00,259166.00,192083.00,12496.00,141450.00,17014.00,21124.00,67083.00,56920.00,-1939.00,9643.00,2459.00,5336.00,4480.00,856.00,-11785.00,160349.00,172134.00,341389.00,267554.00,109618.00,157936.00,73835.00,39225.00,34610.00,7577.00,36855.00,29278.00,1683231.00,-1063.00,-431.00,40.00,1458.00,-5.00
1993:Q1,1679902.00,1092121.00,131963.00,269782.00,690376.00,270975.00,261990.00,194140.00,12172.00,141687.00,18749.00,21532.00,67850.00,57357.00,-109.00,9980.00,622.00,8985.00,9671.00,-686.00,-13927.00,160901.00,174828.00,330732.00,264874.00,105269.00,159605.00,65858.00,37870.00,27988.00,9503.00,37988.00,28485.00,1689405.00,-1064.00,-440.00,56.00,1459.00,-11.00
1993:Q2,1708250.00,1109364.00,136961.00,271582.00,700822.00,273617.00,267591.00,198089.00,12034.00,145068.00,18854.00,22134.00,69501.00,58691.00,22.00,10278.00,511.00,6026.00,6723.00,-697.00,-15797.00,163274.00,179070.00,341066.00,267393.00,106533.00,160860.00,73673.00,37961.00,35712.00,7870.00,38598.00,30728.00,1716120.00,-1067.00,-423.00,39.00,1464.00,-13.00
1993:Q3,1733066.00,1126508.00,139160.00,273132.00,714216.00,273985.00,272336.00,199601.00,11821.00,146230.00,19105.00,22446.00,72735.00,61561.00,-1501.00,10624.00,2050.00,1650.00,4238.00,-2588.00,-17089.00,162724.00,179813.00,349662.00,270954.00,108689.00,162265.00,78708.00,37603.00,41105.00,9254.00,39352.00,30099.00,1742320.00,-1075.00,-412.00,25.00,1474.00,-12.00
1993:Q4,1757493.00,1143005.00,143449.00,276319.00,723238.00,288249.00,284096.00,207374.00,12052.00,151574.00,20301.00,23446.00,76722.00,65332.00,-1440.00,10859.00,1972.00,4153.00,4283.00,-130.00,-18362.00,167900.00,186262.00,344601.00,270954.00,107209.00,163745.00,73647.00,37249.00,36398.00,5371.00,39662.00,34291.00,1762864.00,-1086.00,-426.00,34.00,1489.00,-11.00
1994:Q1,1777958.00,1160214.00,147206.00,279212.00,733797.00,300515.00,289174.00,210275.00,12081.00,154048.00,20267.00,23879.00,78899.00,67757.00,-1401.00,10582.00,1961.00,11341.00,7162.00,4179.00,-20149.00,170308.00,190457.00,337378.00,273490.00,106637.00,166853.00,63888.00,35152.00,28736.00,7065.00,41353.00,34287.00,1785023.00,-1105.00,-380.00,-17.00,1509.00,-8.00
1994:Q2,1816102.00,1175721.00,149680.00,282024.00,744017.00,316272.00,295920.00,213937.00,12148.00,156370.00,21251.00,24169.00,81982.00,70532.00,-1699.00,10831.00,2318.00,20353.00,15541.00,4812.00,-22643.00,176747.00,199390.00,346752.00,273944.00,104632.00,169312.00,72808.00,36040.00,36768.00,5944.00,44031.00,38088.00,1822046.00,-1123.00,-171.00,-234.00,1534.00,-6.00
1994:Q3,1845975.00,1193278.00,152328.00,287395.00,753556.00,312899.00,299593.00,217986.00,12231.00,159945.00,21556.00,24255.00,81607.00,69853.00,-1751.00,11077.00,2428.00,13306.00,10255.00,3050.00,-24217.00,184221.00,208438.00,364015.00,281813.00,109853.00,171960.00,82202.00,37926.00,44276.00,5548.00,47739.00,42192.00,1851522.00,-1145.00,-766.00,352.00,1564.00,-5.00
1994:Q4,1868721.00,1211807.00,157957.00,290753.00,763097.00,326797.00,308012.00,226653.00,12563.00,167635.00,21876.00,24580.00,81359.00,68810.00,211.00,11794.00,544.00,18786.00,16938.00,1848.00,-25478.00,189662.00,215140.00,355595.00,280321.00,106209.00,174112.00,75274.00,36241.00,39033.00,5309.00,51420.00,46112.00,1874030.00,-1171.00,-395.00,-27.00,1600.00,-7.00
1995:Q1,1879111.00,1220837.00,155313.00,291713.00,773811.00,331816.00,316522.00,236075.00,12923.00,175124.00,23372.00,24657.00,80447.00,66808.00,352.00,12852.00,434.00,15295.00,15549.00,-254.00,-26332.00,195393.00,221725.00,352789.00,283702.00,107303.00,176399.00,69087.00,37166.00,31921.00,7663.00,55312.00,47650.00,1886774.00,-1198.00,-393.00,-41.00,1640.00,-8.00
1995:Q2,1901344.00,1238740.00,156729.00,294246.00,787765.00,325956.00,317517.00,239154.00,12925.00,178810.00,23006.00,24413.00,78363.00,64341.00,-214.00,13223.00,1014.00,8440.00,10773.00,-2333.00,-27373.00,199713.00,227086.00,364021.00,285966.00,107309.00,178657.00,78055.00,37358.00,40697.00,8357.00,57924.00,49567.00,1909701.00,-1211.00,128.00,-693.00,1657.00,119.00
1995:Q3,1934835.00,1255116.00,160636.00,295922.00,798558.00,325805.00,322974.00,241375.00,12872.00,181305.00,22729.00,24470.00,81598.00,66753.00,234.00,14038.00,573.00,2832.00,6931.00,-4099.00,-18611.00,207850.00,226461.00,372525.00,288903.00,108811.00,180092.00,83622.00,37309.00,46313.00,4910.00,57467.00,52558.00,1939744.00,-1207.00,6643.00,-7087.00,1652.00,-1.00
1995:Q4,1948771.00,1269484.00,163061.00,297913.00,808511.00,333905.00,329297.00,245636.00,12921.00,184594.00,22983.00,25138.00,83662.00,68693.00,71.00,14175.00,723.00,4608.00,5245.00,-637.00,-17445.00,209856.00,227300.00,362827.00,285911.00,104236.00,181675.00,76916.00,35868.00,41048.00,7829.00,59130.00,51302.00,1956600.00,-1187.00,-442.00,-108.00,1625.00,112.00
1996:Q1,1966279.00,1288448.00,164957.00,302793.00,820698.00,338808.00,337087.00,250906.00,13011.00,187809.00,23741.00,26346.00,86181.00,71575.00,29.00,13855.00,723.00,1720.00,1376.00,344.00,-22199.00,211985.00,234184.00,361223.00,289058.00,105385.00,183673.00,72165.00,38360.00,33805.00,9540.00,60133.00,50592.00,1975820.00,-1214.00,-65.00,-293.00,1574.00,-2.00
1996:Q2,2014566.00,1311033.00,169083.00,309886.00,832065.00,354640.00,347010.00,256660.00,13301.00,192172.00,23924.00,27264.00,90350.00,75566.00,-246.00,14017.00,1012.00,7630.00,4641.00,2989.00,-23426.00,214762.00,238188.00,372319.00,291864.00,105815.00,186049.00,80455.00,37813.00,42642.00,7482.00,59806.00,52324.00,2022048.00,-1177.00,-172.00,-175.00,1526.00,-2.00
1996:Q3,2047798.00,1324572.00,169846.00,311626.00,843100.00,368612.00,355844.00,264765.00,13903.00,198163.00,24642.00,28058.00,91079.00,76380.00,-419.00,13910.00,1208.00,12768.00,8357.00,4411.00,-28545.00,214894.00,243439.00,383160.00,296176.00,108291.00,187885.00,86984.00,37760.00,49224.00,6687.00,61441.00,54754.00,2054485.00,-1143.00,74.00,-410.00,1481.00,-2.00
1996:Q4,2071557.00,1344017.00,172410.00,317071.00,854535.00,369999.00,361318.00,270866.00,14612.00,202316.00,25714.00,28224.00,90452.00,75680.00,-608.00,13885.00,1495.00,8681.00,7147.00,1534.00,-22206.00,225949.00,248155.00,379747.00,299399.00,108927.00,190472.00,80348.00,35859.00,44489.00,8073.00,65025.00,56952.00,2079630.00,-1111.00,3580.00,-3907.00,1440.00,-2.00
1997:Q1,2092316.00,1364183.00,176398.00,320276.00,867509.00,380488.00,368048.00,276708.00,15538.00,207718.00,25542.00,27911.00,91340.00,75992.00,-1187.00,14386.00,2148.00,12440.00,11484.00,955.00,-27210.00,229594.00,256803.00,374855.00,300128.00,107319.00,192809.00,74727.00,34418.00,40309.00,5985.00,67544.00,61559.00,2098301.00,-1158.00,91.00,-318.00,1401.00,-16.00
