date,FU086902005.Q,FU156901001.Q,FU155011001.Q,FU156901035.Q,FU156901041.Q,FU835019905.Q,FU835019005.Q,FU835013001.Q,FU165013005.Q,FU105013005.Q,FU115013005.Q,FU795013005.Q,FU835012001.Q,FU155012005.Q,FU105012005.Q,FU115012005.Q,FU645012063.Q,FU145020005.Q,FU105020005.Q,FU115020005.Q,FU266903005.Q,FU266903011.Q,FU266903001.Q,FU366902005.Q,FU366901005.Q,FU316901001.Q,FU206901001.Q,FU365019005.Q,FU315019001.Q,FU205019001.Q,FU266904005.Q,FU266904001.Q,FU266904101.Q,FU086902105.Q,FU155420003.Q,FU105420005.Q,FU315420003.Q,FU205420003.Q,FU265420005.Q
1945:Q4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q4,227812.00,144303.00,17113.00,69130.00,58060.00,33129.00,27118.00,19163.00,597.00,13306.00,4708.00,552.00,7955.00,6794.00,46.00,1115.00,0.00,6011.00,5891.00,120.00,7182.00,14156.00,6974.00,43198.00,38490.00,28982.00,9508.00,4708.00,3079.00,1629.00,652.00,1092.00,440.00,228464.00,0.00,-70.00,0.00,70.00,0.00
1947:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q4,249945.00,161979.00,21833.00,77595.00,62551.00,37130.00,37680.00,25471.00,747.00,17213.00,6876.00,635.00,12209.00,10394.00,72.00,1743.00,0.00,-550.00,1141.00,-1691.00,10807.00,18740.00,7933.00,40029.00,34346.00,23020.00,11326.00,5683.00,2793.00,2890.00,1110.00,1597.00,487.00,251055.00,0.00,-90.00,0.00,90.00,0.00
1948:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q4,274808.00,175010.00,24454.00,82967.00,67589.00,50345.00,44687.00,28879.00,1114.00,18980.00,8058.00,727.00,15808.00,13381.00,100.00,2327.00,0.00,5658.00,2899.00,2759.00,5487.00,15547.00,10060.00,43966.00,35478.00,22683.00,12795.00,8488.00,4419.00,4069.00,1456.00,2031.00,575.00,276264.00,0.00,-116.00,0.00,116.00,0.00
1949:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q4,272827.00,178472.00,26624.00,81458.00,70390.00,39095.00,41787.00,26946.00,1318.00,17152.00,7712.00,764.00,14841.00,12451.00,100.00,2290.00,0.00,-2692.00,-1996.00,-696.00,5235.00,14484.00,9249.00,50025.00,38716.00,24559.00,14157.00,11309.00,5912.00,5397.00,1280.00,1944.00,664.00,274107.00,0.00,-199.00,0.00,199.00,0.00
1950:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q4,300199.00,192192.00,32445.00,84385.00,75362.00,56532.00,50762.00,30018.00,1671.00,18812.00,8667.00,868.00,20744.00,17692.00,123.00,2929.00,0.00,5770.00,5560.00,210.00,738.00,12350.00,11612.00,50737.00,39285.00,23928.00,15357.00,11452.00,5527.00,5925.00,1440.00,2186.00,746.00,301639.00,0.00,-269.00,0.00,269.00,0.00
1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q4,347295.00,208485.00,31740.00,93010.00,83735.00,62753.00,52844.00,34183.00,1855.00,22647.00,8666.00,1015.00,18661.00,16118.00,97.00,2446.00,0.00,9909.00,8485.00,1424.00,2513.00,17099.00,14586.00,73544.00,53972.00,37444.00,16528.00,19572.00,12533.00,7039.00,1892.00,2756.00,864.00,349187.00,0.00,-272.00,0.00,272.00,0.00
1952:Q1,89256.00,53274.00,7694.00,23691.00,21889.00,14533.00,13350.00,8782.00,440.00,6024.00,2082.00,237.00,4567.00,3947.00,23.00,597.00,0.00,1183.00,898.00,285.00,930.00,4670.00,3740.00,20520.00,14958.00,10713.00,4245.00,5562.00,4164.00,1398.00,500.00,704.00,203.00,89757.00,0.00,-61.00,0.00,61.00,0.00
1952:Q2,90121.00,54307.00,7752.00,24150.00,22405.00,13250.00,13631.00,8940.00,445.00,6214.00,2041.00,240.00,4691.00,4049.00,24.00,618.00,0.00,-381.00,-798.00,417.00,488.00,4145.00,3658.00,22076.00,15968.00,11520.00,4448.00,6108.00,4190.00,1918.00,505.00,723.00,218.00,90625.00,0.00,-61.00,0.00,61.00,0.00
1952:Q3,92273.00,54929.00,7367.00,24619.00,22944.00,14304.00,12911.00,8222.00,432.00,5771.00,1802.00,218.00,4689.00,4057.00,24.00,608.00,0.00,1394.00,810.00,584.00,-1.00,3812.00,3813.00,23041.00,16451.00,12045.00,4406.00,6590.00,4376.00,2214.00,496.00,716.00,221.00,92768.00,0.00,-63.00,0.00,63.00,0.00
1952:Q4,96083.00,56964.00,8431.00,25083.00,23451.00,15185.00,13866.00,8954.00,458.00,6245.00,2015.00,237.00,4912.00,4238.00,26.00,649.00,0.00,1319.00,1147.00,172.00,-253.00,3832.00,4086.00,24188.00,17829.00,13323.00,4506.00,6359.00,4491.00,1868.00,485.00,714.00,230.00,96568.00,0.00,-67.00,0.00,67.00,0.00
1953:Q1,96325.00,57866.00,8796.00,25129.00,23940.00,15415.00,14442.00,9447.00,471.00,6561.00,2120.00,295.00,4996.00,4298.00,27.00,671.00,0.00,973.00,745.00,228.00,-167.00,3782.00,3949.00,23211.00,17048.00,12407.00,4641.00,6163.00,4669.00,1494.00,477.00,706.00,229.00,96802.00,0.00,-77.00,0.00,77.00,0.00
1953:Q2,98089.00,58306.00,8755.00,25139.00,24412.00,15529.00,14635.00,9617.00,483.00,6653.00,2182.00,299.00,5018.00,4319.00,27.00,672.00,0.00,894.00,1008.00,-114.00,-313.00,3799.00,4112.00,24566.00,17792.00,13161.00,4631.00,6774.00,4823.00,1951.00,513.00,742.00,229.00,98602.00,0.00,-82.00,0.00,82.00,0.00
1953:Q3,97686.00,58487.00,8644.00,24961.00,24882.00,15358.00,14776.00,9903.00,495.00,6819.00,2281.00,308.00,4873.00,4197.00,26.00,649.00,0.00,583.00,395.00,188.00,-138.00,3939.00,4077.00,23978.00,16786.00,12064.00,4722.00,7192.00,4732.00,2460.00,452.00,689.00,237.00,98138.00,0.00,-84.00,0.00,84.00,0.00
1953:Q4,97638.00,58353.00,8421.00,24990.00,24943.00,14111.00,14613.00,9800.00,497.00,6736.00,2262.00,305.00,4813.00,4148.00,25.00,640.00,0.00,-502.00,-969.00,468.00,-84.00,3793.00,3877.00,25258.00,18732.00,13975.00,4757.00,6526.00,4435.00,2091.00,457.00,706.00,249.00,98095.00,0.00,-86.00,0.00,86.00,0.00
1954:Q1,95385.00,58862.00,8228.00,25316.00,25319.00,13928.00,14420.00,9582.00,564.00,6646.00,2065.00,307.00,4838.00,4179.00,25.00,634.00,0.00,-492.00,-663.00,172.00,-89.00,3606.00,3695.00,22684.00,16668.00,11815.00,4853.00,6016.00,4342.00,1674.00,500.00,739.00,239.00,95885.00,0.00,-79.00,0.00,79.00,0.00
1954:Q2,96906.00,59548.00,8411.00,25331.00,25806.00,13862.00,14706.00,9539.00,562.00,6595.00,2077.00,306.00,5167.00,4463.00,26.00,678.00,0.00,-845.00,-753.00,-91.00,64.00,4110.00,4046.00,23433.00,16920.00,11944.00,4976.00,6513.00,4151.00,2362.00,500.00,737.00,237.00,97406.00,0.00,-84.00,0.00,84.00,0.00
1954:Q3,97877.00,60157.00,8308.00,25549.00,26300.00,14742.00,15265.00,9719.00,565.00,6666.00,2177.00,312.00,5546.00,4788.00,28.00,729.00,0.00,-523.00,-659.00,136.00,144.00,3970.00,3826.00,22834.00,16087.00,10937.00,5150.00,6747.00,3823.00,2924.00,510.00,743.00,234.00,98386.00,0.00,-94.00,0.00,94.00,0.00
1954:Q4,100978.00,61359.00,8766.00,25858.00,26735.00,15535.00,15614.00,9722.00,563.00,6598.00,2250.00,311.00,5891.00,5089.00,30.00,773.00,0.00,-79.00,49.00,-128.00,286.00,4151.00,3865.00,23798.00,17683.00,12463.00,5220.00,6115.00,3781.00,2334.00,586.00,821.00,235.00,101563.00,0.00,-109.00,0.00,109.00,0.00
1955:Q1,102379.00,62941.00,9609.00,26126.00,27206.00,17180.00,16229.00,9874.00,562.00,6670.00,2278.00,366.00,6355.00,5511.00,31.00,813.00,0.00,951.00,932.00,19.00,276.00,4318.00,4042.00,21982.00,16568.00,11161.00,5407.00,5414.00,3564.00,1850.00,606.00,850.00,244.00,102985.00,0.00,-135.00,0.00,135.00,0.00
1955:Q2,105244.00,64212.00,10177.00,26531.00,27504.00,18171.00,17016.00,10515.00,587.00,7008.00,2531.00,389.00,6501.00,5633.00,32.00,837.00,0.00,1155.00,1356.00,-201.00,-39.00,4236.00,4274.00,22899.00,16705.00,11236.00,5469.00,6194.00,3579.00,2615.00,600.00,866.00,266.00,105843.00,0.00,-150.00,0.00,150.00,0.00
1955:Q3,108324.00,65262.00,10605.00,26736.00,27922.00,18687.00,17613.00,11206.00,620.00,7492.00,2681.00,414.00,6407.00,5552.00,31.00,824.00,0.00,1074.00,1326.00,-252.00,181.00,4536.00,4355.00,24194.00,17551.00,11997.00,5554.00,6643.00,3514.00,3129.00,612.00,885.00,274.00,108936.00,0.00,-162.00,0.00,162.00,0.00
1955:Q4,110227.00,66263.00,10353.00,27262.00,28648.00,19720.00,17912.00,11771.00,651.00,8041.00,2646.00,433.00,6141.00,5317.00,30.00,795.00,0.00,1808.00,1646.00,162.00,60.00,4587.00,4527.00,24183.00,18078.00,12405.00,5673.00,6105.00,3554.00,2551.00,632.00,907.00,275.00,110858.00,0.00,-169.00,0.00,169.00,0.00
1956:Q1,108843.00,66646.00,9918.00,27636.00,29092.00,19576.00,17976.00,11943.00,653.00,8326.00,2548.00,417.00,6033.00,5202.00,30.00,802.00,0.00,1600.00,1524.00,76.00,110.00,4841.00,4731.00,22511.00,16854.00,11072.00,5782.00,5657.00,3609.00,2048.00,713.00,992.00,280.00,109556.00,0.00,-168.00,0.00,168.00,0.00
1956:Q2,111818.00,67319.00,9955.00,27823.00,29541.00,19255.00,18358.00,12265.00,673.00,8732.00,2433.00,428.00,6094.00,5257.00,30.00,807.00,0.00,896.00,1188.00,-292.00,477.00,5221.00,4743.00,24767.00,18093.00,12174.00,5919.00,6674.00,3752.00,2922.00,710.00,984.00,274.00,112527.00,0.00,-170.00,0.00,170.00,0.00
1956:Q3,113029.00,68130.00,9921.00,28108.00,30101.00,19566.00,18674.00,12686.00,696.00,9139.00,2409.00,443.00,5988.00,5162.00,30.00,796.00,0.00,892.00,1021.00,-128.00,642.00,5456.00,4813.00,24690.00,17122.00,11037.00,6085.00,7568.00,4067.00,3501.00,734.00,1023.00,290.00,113762.00,0.00,-172.00,0.00,172.00,0.00
1956:Q4,116442.00,69474.00,10374.00,28419.00,30681.00,19287.00,18726.00,12853.00,703.00,9297.00,2406.00,447.00,5873.00,5075.00,30.00,767.00,0.00,561.00,909.00,-348.00,1132.00,5767.00,4635.00,26549.00,19312.00,13077.00,6235.00,7237.00,4324.00,2913.00,640.00,934.00,294.00,117082.00,0.00,-173.00,0.00,173.00,0.00
1957:Q1,116576.00,70583.00,10650.00,28854.00,31080.00,19432.00,18892.00,13116.00,750.00,9500.00,2433.00,434.00,5775.00,4910.00,31.00,834.00,0.00,541.00,454.00,86.00,1205.00,6230.00,5025.00,25356.00,18642.00,12303.00,6339.00,6714.00,4322.00,2392.00,771.00,1070.00,299.00,117347.00,0.00,-172.00,0.00,172.00,0.00
1957:Q2,118095.00,71155.00,10542.00,29120.00,31493.00,19477.00,18812.00,13160.00,756.00,9567.00,2402.00,435.00,5653.00,4807.00,32.00,814.00,0.00,664.00,479.00,185.00,1025.00,6092.00,5068.00,26439.00,18962.00,12442.00,6520.00,7477.00,4213.00,3264.00,842.00,1140.00,299.00,118937.00,0.00,-174.00,0.00,174.00,0.00
1957:Q3,120342.00,72297.00,10469.00,29839.00,31990.00,19834.00,19132.00,13516.00,766.00,9789.00,2517.00,445.00,5616.00,4775.00,33.00,808.00,0.00,702.00,552.00,150.00,999.00,5940.00,4941.00,27211.00,18980.00,12275.00,6705.00,8231.00,4502.00,3729.00,808.00,1115.00,307.00,121150.00,0.00,-177.00,0.00,177.00,0.00
1957:Q4,119839.00,72701.00,10367.00,29763.00,32571.00,17762.00,18891.00,13304.00,758.00,9532.00,2577.00,438.00,5587.00,4749.00,33.00,805.00,0.00,-1130.00,-833.00,-297.00,847.00,5756.00,4909.00,28530.00,20722.00,13853.00,6869.00,7808.00,4538.00,3270.00,634.00,943.00,309.00,120473.00,0.00,-181.00,0.00,181.00,0.00
1958:Q1,115843.00,72583.00,9849.00,29966.00,32768.00,16683.00,17685.00,12343.00,834.00,8638.00,2441.00,430.00,5343.00,4367.00,30.00,946.00,0.00,-1002.00,-1471.00,469.00,270.00,5134.00,4864.00,26308.00,19298.00,12215.00,7083.00,7010.00,4514.00,2496.00,658.00,972.00,314.00,116501.00,0.00,-189.00,0.00,189.00,0.00
1958:Q2,118075.00,73312.00,9659.00,30296.00,33357.00,16266.00,17324.00,11957.00,810.00,8279.00,2454.00,414.00,5367.00,4365.00,32.00,970.00,0.00,-1059.00,-1374.00,316.00,118.00,5137.00,5019.00,28380.00,20346.00,13051.00,7295.00,8034.00,4611.00,3423.00,674.00,967.00,293.00,118749.00,0.00,-193.00,0.00,193.00,0.00
1958:Q3,121984.00,74577.00,9849.00,30757.00,33971.00,18000.00,17613.00,11859.00,798.00,8150.00,2502.00,409.00,5754.00,4669.00,44.00,1042.00,0.00,387.00,-144.00,531.00,214.00,5149.00,4935.00,29193.00,20304.00,12870.00,7434.00,8889.00,4765.00,4124.00,651.00,960.00,309.00,122635.00,0.00,-196.00,0.00,196.00,0.00
1958:Q4,126141.00,75556.00,10173.00,31020.00,34363.00,20001.00,18692.00,12333.00,820.00,8430.00,2660.00,424.00,6359.00,5154.00,68.00,1137.00,0.00,1309.00,826.00,483.00,-65.00,5141.00,5206.00,30650.00,21962.00,14421.00,7541.00,8688.00,5047.00,3641.00,646.00,971.00,325.00,126787.00,0.00,-198.00,0.00,198.00,0.00
1959:Q1,126122.00,77467.00,10912.00,31519.00,35036.00,20791.00,19822.00,12735.00,827.00,8819.00,2636.00,453.00,7087.00,5801.00,97.00,1190.00,0.00,969.00,985.00,-16.00,101.00,5450.00,5349.00,27763.00,19602.00,11947.00,7655.00,8161.00,5347.00,2814.00,646.00,991.00,345.00,126768.00,0.00,-198.00,0.00,198.00,0.00
1959:Q2,131659.00,78971.00,11366.00,31789.00,35817.00,22345.00,20523.00,13184.00,857.00,9073.00,2785.00,469.00,7340.00,6012.00,122.00,1206.00,0.00,1822.00,2173.00,-351.00,3.00,5639.00,5636.00,30340.00,21224.00,13476.00,7748.00,9116.00,5452.00,3664.00,650.00,1014.00,364.00,132309.00,0.00,-200.00,0.00,200.00,0.00
1959:Q3,132167.00,80272.00,11584.00,32048.00,36640.00,20902.00,20806.00,13605.00,886.00,9370.00,2864.00,486.00,7200.00,5911.00,127.00,1162.00,0.00,96.00,608.00,-512.00,150.00,5867.00,5717.00,30844.00,21072.00,13217.00,7855.00,9772.00,5607.00,4165.00,708.00,1095.00,387.00,132874.00,0.00,-345.00,143.00,202.00,0.00
1959:Q4,132507.00,80799.00,11026.00,32365.00,37408.00,21631.00,20601.00,13600.00,883.00,9467.00,2764.00,487.00,7002.00,5751.00,118.00,1133.00,0.00,1030.00,1390.00,-360.00,144.00,5770.00,5626.00,29934.00,21127.00,13138.00,7989.00,8807.00,5364.00,3443.00,758.00,1170.00,412.00,133265.00,0.00,-346.00,141.00,205.00,0.00
1960:Q1,134572.00,81682.00,11364.00,32401.00,37917.00,24118.00,21318.00,14080.00,928.00,9909.00,2733.00,509.00,7239.00,5980.00,104.00,1154.00,0.00,2800.00,2013.00,787.00,679.00,6501.00,5822.00,28093.00,20122.00,11885.00,8237.00,7971.00,5359.00,2612.00,732.00,1192.00,461.00,135304.00,-160.00,-121.00,73.00,208.00,0.00
1960:Q2,135989.00,83148.00,11609.00,32991.00,38548.00,21774.00,20968.00,14297.00,949.00,10161.00,2672.00,516.00,6671.00,5484.00,104.00,1084.00,0.00,806.00,453.00,353.00,1040.00,6904.00,5864.00,30028.00,21156.00,12683.00,8473.00,8872.00,5336.00,3536.00,751.00,1198.00,447.00,136740.00,-163.00,-179.00,130.00,212.00,0.00
1960:Q3,137239.00,83134.00,11481.00,32895.00,38758.00,21593.00,20513.00,14040.00,944.00,10016.00,2576.00,505.00,6473.00,5273.00,112.00,1089.00,0.00,1080.00,642.00,438.00,1041.00,6761.00,5720.00,31471.00,21607.00,13015.00,8592.00,9864.00,5619.00,4245.00,791.00,1234.00,443.00,138030.00,-168.00,-185.00,134.00,219.00,0.00
1960:Q4,135479.00,83614.00,11172.00,33104.00,39338.00,18991.00,20444.00,13971.00,957.00,9930.00,2586.00,498.00,6473.00,5216.00,114.00,1144.00,0.00,-1453.00,-1057.00,-396.00,1444.00,6879.00,5436.00,31431.00,22140.00,13366.00,8774.00,9291.00,5578.00,3713.00,839.00,1264.00,425.00,136318.00,-174.00,-168.00,115.00,227.00,0.00
1961:Q1,135268.00,83745.00,10560.00,33351.00,39835.00,19594.00,20231.00,13753.00,966.00,9716.00,2585.00,486.00,6479.00,5140.00,121.00,1218.00,0.00,-637.00,-594.00,-43.00,1449.00,6864.00,5415.00,30479.00,21505.00,12461.00,9044.00,8974.00,6028.00,2946.00,894.00,1325.00,431.00,136162.00,-183.00,-150.00,95.00,238.00,-1.00
1961:Q2,140029.00,84985.00,10830.00,33561.00,40594.00,21027.00,20579.00,14050.00,1008.00,9907.00,2639.00,496.00,6530.00,5104.00,135.00,1291.00,0.00,448.00,233.00,215.00,1383.00,6858.00,5475.00,32634.00,22895.00,13597.00,9298.00,9739.00,6032.00,3707.00,850.00,1285.00,435.00,140879.00,-189.00,-196.00,140.00,246.00,0.00
1961:Q3,142189.00,85710.00,11145.00,33649.00,40915.00,22729.00,21065.00,14177.00,1036.00,9981.00,2656.00,505.00,6888.00,5315.00,152.00,1421.00,0.00,1664.00,1106.00,558.00,977.00,6809.00,5832.00,32773.00,22125.00,12758.00,9367.00,10648.00,6221.00,4427.00,876.00,1329.00,454.00,143064.00,-193.00,-212.00,154.00,252.00,0.00
1961:Q4,145822.00,87527.00,11671.00,34041.00,41815.00,23233.00,21734.00,14618.00,1084.00,10289.00,2718.00,529.00,7116.00,5431.00,167.00,1518.00,0.00,1499.00,893.00,606.00,1104.00,7072.00,5968.00,33958.00,23420.00,13891.00,9529.00,10538.00,6366.00,4172.00,899.00,1368.00,468.00,146721.00,-197.00,-165.00,106.00,257.00,-1.00
1962:Q1,147363.00,88846.00,11926.00,34458.00,42462.00,24519.00,22167.00,14914.00,1119.00,10446.00,2797.00,552.00,7253.00,5484.00,181.00,1588.00,0.00,2352.00,1542.00,810.00,988.00,7066.00,6079.00,33011.00,23397.00,13742.00,9655.00,9614.00,6483.00,3131.00,900.00,1351.00,451.00,148263.00,-198.00,-204.00,145.00,258.00,0.00
1962:Q2,151390.00,90254.00,12262.00,34687.00,43306.00,24176.00,22815.00,15339.00,1155.00,10724.00,2887.00,572.00,7477.00,5604.00,202.00,1671.00,0.00,1361.00,1016.00,345.00,1450.00,7671.00,6221.00,35510.00,25115.00,15336.00,9779.00,10395.00,6508.00,3887.00,998.00,1458.00,460.00,152388.00,-201.00,-237.00,177.00,262.00,0.00
1962:Q3,152689.00,91220.00,12392.00,34990.00,43838.00,24540.00,22993.00,15525.00,1165.00,10837.00,2948.00,575.00,7468.00,5558.00,215.00,1695.00,0.00,1547.00,1155.00,392.00,960.00,7238.00,6278.00,35970.00,24502.00,14632.00,9870.00,11468.00,6779.00,4689.00,1013.00,1477.00,465.00,153702.00,-205.00,-200.00,138.00,266.00,1.00
1962:Q4,153673.00,92787.00,12887.00,35369.00,44532.00,23743.00,22902.00,15455.00,1148.00,10793.00,2957.00,557.00,7446.00,5515.00,224.00,1708.00,0.00,841.00,586.00,255.00,704.00,7091.00,6388.00,36440.00,25319.00,15280.00,10039.00,11121.00,6732.00,4389.00,1183.00,1654.00,472.00,154856.00,-209.00,-199.00,136.00,272.00,0.00
1963:Q1,153985.00,93680.00,13147.00,35614.00,44918.00,24922.00,23205.00,15493.00,1129.00,10872.00,2957.00,535.00,7712.00,5699.00,234.00,1780.00,0.00,1717.00,988.00,729.00,971.00,7267.00,6296.00,34413.00,24709.00,14459.00,10250.00,9704.00,6450.00,3254.00,1127.00,1605.00,478.00,155112.00,-213.00,-166.00,102.00,278.00,0.00
1963:Q2,158497.00,94713.00,13471.00,35701.00,45541.00,25412.00,24203.00,15971.00,1147.00,11184.00,3097.00,543.00,8233.00,6068.00,250.00,1915.00,0.00,1209.00,931.00,278.00,1633.00,8106.00,6473.00,36739.00,25596.00,15141.00,10455.00,11143.00,6601.00,4542.00,1084.00,1587.00,503.00,159582.00,-218.00,-241.00,175.00,284.00,0.00
1963:Q3,162532.00,96460.00,13675.00,36292.00,46493.00,26152.00,24723.00,16427.00,1169.00,11514.00,3179.00,565.00,8296.00,6090.00,258.00,1949.00,0.00,1429.00,1239.00,190.00,979.00,7655.00,6676.00,38941.00,26561.00,15895.00,10666.00,12380.00,6987.00,5393.00,1110.00,1635.00,526.00,163642.00,-223.00,-242.00,175.00,291.00,0.00
1963:Q4,163564.00,97626.00,13935.00,36320.00,47372.00,26797.00,25531.00,16917.00,1198.00,11874.00,3238.00,607.00,8614.00,6297.00,269.00,2048.00,0.00,1266.00,879.00,387.00,1356.00,8047.00,6691.00,37785.00,26574.00,15669.00,10905.00,11211.00,6632.00,4579.00,1156.00,1703.00,547.00,164720.00,-229.00,-144.00,75.00,298.00,1.00
1964:Q1,165771.00,100030.00,14499.00,37163.00,48368.00,27618.00,26337.00,17278.00,1223.00,12109.00,3282.00,665.00,9059.00,6589.00,287.00,2184.00,0.00,1281.00,1129.00,152.00,1816.00,8560.00,6745.00,36307.00,25989.00,14832.00,11157.00,10318.00,6732.00,3586.00,1265.00,1822.00,558.00,167036.00,-236.00,-254.00,183.00,308.00,0.00
1964:Q2,171106.00,102021.00,14869.00,37864.00,49288.00,27631.00,26517.00,17770.00,1257.00,12460.00,3335.00,717.00,8747.00,6349.00,283.00,2115.00,0.00,1114.00,1104.00,10.00,1768.00,8699.00,6932.00,39687.00,27819.00,16429.00,11390.00,11868.00,6775.00,5093.00,1219.00,1792.00,573.00,172325.00,-240.00,-308.00,235.00,313.00,0.00
1964:Q3,174388.00,104246.00,15344.00,38719.00,50183.00,28158.00,26985.00,18352.00,1297.00,12898.00,3395.00,762.00,8633.00,6281.00,278.00,2074.00,0.00,1173.00,1258.00,-85.00,1594.00,8702.00,7107.00,40390.00,27773.00,16164.00,11609.00,12617.00,6833.00,5784.00,1262.00,1838.00,576.00,175650.00,-244.00,-317.00,243.00,317.00,1.00
1964:Q4,174518.00,104894.00,14844.00,38950.00,51100.00,28746.00,27492.00,18831.00,1328.00,13285.00,3427.00,791.00,8661.00,6347.00,268.00,2046.00,0.00,1254.00,1191.00,63.00,1737.00,9058.00,7321.00,39142.00,27557.00,15683.00,11874.00,11585.00,6775.00,4810.00,1175.00,1787.00,612.00,175693.00,-246.00,-41.00,-34.00,320.00,0.00
1965:Q1,177956.00,107572.00,16229.00,39440.00,51904.00,31635.00,28749.00,20057.00,1410.00,14210.00,3599.00,837.00,8692.00,6432.00,262.00,1998.00,0.00,2886.00,2221.00,665.00,1150.00,8265.00,7114.00,37599.00,27130.00,14965.00,12165.00,10469.00,6570.00,3899.00,1359.00,1981.00,622.00,179314.00,-245.00,-223.00,149.00,319.00,0.00
