date,FL892150005.Q,FL712151003.Q,FL762150005.Q,FL762152005.Q,FL762151005.Q,FL752150005.Q,FL752152005.Q,FL752151005.Q,FL472150053.Q,FL512151003.Q,FL542151073.Q,FL402150005.Q,FL642151073.Q,FL662151003.Q,FL732151003.Q,FL262151003.Q,FL892050005.Q,FL102051003.Q,FL212051003.Q,FL712051000.Q,FL762050005.Q,FL762052005.Q,FL762051005.Q,FL752050005.Q,FL752052005.Q,FL752051005.Q,FL472050053.Q,FL472052053.Q,FL472051053.Q,FL512051003.Q,FL542051073.Q,FL572051005.Q,FL222051043.Q,FL632051000.Q,FL652051003.Q,FL402050005.Q,FL402052033.Q,FL662051003.Q,FL732051003.Q,FL502051003.Q,FL262051003.Q,FL902050005.Q,FL072052006.Q,FL712151103.Q,FL632051103.Q,FL792051115.Q
1980:Q4,179104.00,0.00,142932.00,ND,ND,10313.00,ND,ND,0.00,0.00,0.00,0.00,0.00,25859.00,0.00,0.00,174630.00,3887.00,16997.00,3330.00,83353.00,ND,ND,6690.00,ND,ND,732.00,ND,ND,0.00,0.00,8378.00,0.00,5643.00,2306.00,6008.00,0.00,32911.00,0.00,0.00,4395.00,4474.00,18.90,0.00,0.00,0.00
1981:Q1,202595.00,0.00,153223.00,ND,ND,11956.00,ND,ND,0.00,0.00,0.00,0.00,0.00,37416.00,0.00,0.00,170069.00,3459.00,17135.00,732.00,90567.00,ND,ND,5517.00,ND,ND,1273.00,ND,ND,0.00,0.00,8237.00,0.00,4993.00,1764.00,6940.00,0.00,25376.00,0.00,0.00,4076.00,32526.00,14.70,0.00,0.00,0.00
1981:Q2,203666.00,0.00,155924.00,ND,ND,10224.00,ND,ND,0.00,0.00,0.00,0.00,0.00,37518.00,0.00,0.00,173290.00,2925.00,16301.00,0.00,86988.00,ND,ND,7374.00,ND,ND,1805.00,ND,ND,0.00,0.00,8355.00,0.00,7550.00,2031.00,6767.00,0.00,29665.00,0.00,0.00,3529.00,30376.00,19.10,0.00,0.00,0.00
1981:Q3,207484.00,0.00,157044.00,ND,ND,11924.00,ND,ND,0.00,0.00,0.00,0.00,0.00,38516.00,0.00,0.00,183610.00,1514.00,17315.00,0.00,87509.00,ND,ND,7471.00,ND,ND,2007.00,ND,ND,0.00,0.00,8525.00,0.00,10114.00,2149.00,9211.00,0.00,34394.00,0.00,0.00,3401.00,23874.00,15.87,0.00,0.00,0.00
1981:Q4,250633.00,0.00,178182.00,ND,ND,18474.00,ND,ND,0.00,0.00,0.00,0.00,0.00,53977.00,0.00,0.00,225008.00,1784.00,13661.00,3680.00,107379.00,ND,ND,9480.00,ND,ND,2397.00,ND,ND,0.00,0.00,8258.00,0.00,14529.00,2233.00,9476.00,0.00,47727.00,0.00,0.00,4404.00,25625.00,12.37,0.00,0.00,0.00
1982:Q1,248300.00,0.00,181134.00,ND,ND,18388.00,ND,ND,0.00,0.00,0.00,0.00,0.00,48778.00,0.00,0.00,207650.00,1820.00,11896.00,2167.00,105420.00,ND,ND,7331.00,ND,ND,2532.00,ND,ND,0.00,0.00,7728.00,0.00,17285.00,2289.00,9480.00,0.00,34832.00,0.00,0.00,4870.00,40650.00,14.68,0.00,0.00,0.00
1982:Q2,244735.00,0.00,177446.00,ND,ND,18080.00,ND,ND,0.00,0.00,0.00,0.00,0.00,49209.00,0.00,0.00,214851.00,2452.00,13450.00,0.00,102822.00,ND,ND,8163.00,ND,ND,2805.00,ND,ND,0.00,0.00,7840.00,0.00,16738.00,2546.00,10939.00,0.00,41500.00,0.00,0.00,5596.00,29884.00,14.15,0.00,0.00,0.00
1982:Q3,265321.00,0.00,185752.00,ND,ND,21698.00,ND,ND,0.00,0.00,0.00,0.00,0.00,57871.00,0.00,0.00,237949.00,3305.00,14701.00,5616.00,108861.00,ND,ND,5071.00,ND,ND,3032.00,ND,ND,0.00,0.00,8648.00,0.00,18906.00,2125.00,11661.00,0.00,50153.00,0.00,0.00,5870.00,27372.00,10.31,0.00,0.00,0.00
1982:Q4,285813.00,0.00,192419.00,ND,ND,19147.00,ND,ND,0.00,0.00,0.00,0.00,0.00,74247.00,0.00,0.00,249934.00,2435.00,16086.00,5773.00,123888.00,ND,ND,6984.00,ND,ND,3186.00,ND,ND,0.00,0.00,8705.00,0.00,16224.00,2074.00,14855.00,0.00,43738.00,0.00,0.00,5986.00,35879.00,8.95,0.00,0.00,0.00
1983:Q1,274156.00,0.00,191190.00,ND,ND,19297.00,ND,ND,0.00,0.00,0.00,0.00,0.00,63669.00,0.00,0.00,250215.00,3278.00,18517.00,0.00,121221.00,ND,ND,8315.00,ND,ND,2883.00,ND,ND,0.00,0.00,9291.00,164.00,13238.00,2685.00,15568.00,0.00,49007.00,0.00,0.00,6048.00,23941.00,8.77,0.00,0.00,0.00
1983:Q2,277884.00,0.00,191871.00,ND,ND,19726.00,ND,ND,0.00,0.00,0.00,0.00,0.00,66287.00,0.00,0.00,260369.00,3899.00,23422.00,1580.00,120865.00,ND,ND,7999.00,ND,ND,3309.00,ND,ND,0.00,0.00,10383.00,406.00,12050.00,2989.00,14223.00,0.00,53224.00,0.00,0.00,6020.00,17515.00,8.98,0.00,0.00,0.00
1983:Q3,300605.00,0.00,196241.00,ND,ND,20011.00,ND,ND,0.00,0.00,0.00,0.00,0.00,84353.00,0.00,0.00,282887.00,3847.00,30795.00,10925.00,115984.00,ND,ND,6239.00,ND,ND,3813.00,ND,ND,0.00,0.00,10372.00,695.00,14799.00,2947.00,13604.00,0.00,62693.00,0.00,0.00,6174.00,17718.00,9.45,0.00,0.00,0.00
1983:Q4,315712.00,0.00,203614.00,ND,ND,16948.00,ND,ND,0.00,0.00,0.00,0.00,0.00,95150.00,0.00,0.00,291901.00,3248.00,32665.00,2010.00,115372.00,ND,ND,9066.00,ND,ND,4270.00,ND,ND,0.00,0.00,10596.00,1000.00,13029.00,2855.00,12569.00,0.00,78562.00,0.00,0.00,6659.00,23811.00,9.47,0.00,0.00,0.00
1984:Q1,333587.00,0.00,215914.00,ND,ND,21339.00,ND,ND,0.00,0.00,0.00,0.00,0.00,96334.00,0.00,0.00,309231.00,4127.00,36581.00,0.00,120967.00,ND,ND,8044.00,ND,ND,5549.00,ND,ND,0.00,0.00,10166.00,1321.00,17610.00,4201.00,13279.00,0.00,81202.00,0.00,0.00,6184.00,24356.00,9.91,0.00,0.00,0.00
1984:Q2,342044.00,0.00,220040.00,ND,ND,20073.00,ND,ND,0.00,0.00,0.00,0.00,0.00,101931.00,0.00,0.00,326213.00,5917.00,40000.00,0.00,122432.00,ND,ND,6982.00,ND,ND,5075.00,ND,ND,0.00,0.00,9894.00,1657.00,17198.00,4652.00,12746.00,0.00,93633.00,0.00,0.00,6027.00,15831.00,11.06,0.00,0.00,0.00
1984:Q3,362389.00,0.00,229869.00,ND,ND,22895.00,ND,ND,0.00,0.00,0.00,0.00,0.00,109625.00,0.00,0.00,335866.00,3928.00,48267.00,0.00,120294.00,ND,ND,9103.00,ND,ND,4420.00,ND,ND,0.00,0.00,10593.00,2040.00,20537.00,5719.00,13171.00,0.00,92034.00,0.00,0.00,5760.00,26523.00,11.30,0.00,0.00,0.00
1984:Q4,399321.00,0.00,235806.00,ND,ND,21865.00,ND,ND,0.00,0.00,0.00,0.00,0.00,141650.00,0.00,0.00,387815.00,3919.00,53122.00,2015.00,137135.00,ND,ND,8568.00,ND,ND,4614.00,ND,ND,0.00,0.00,10909.00,2500.00,22752.00,4912.00,20912.00,0.00,109699.00,0.00,0.00,6758.00,11506.00,8.38,0.00,0.00,0.00
1985:Q1,373374.00,0.00,233223.00,ND,ND,23004.00,ND,ND,0.00,0.00,0.00,0.00,0.00,117147.00,0.00,0.00,379370.00,8081.00,58548.00,0.00,125015.00,ND,ND,7805.00,ND,ND,6017.00,ND,ND,0.00,0.00,11648.00,3039.00,23271.00,4577.00,18115.00,0.00,106799.00,0.00,0.00,6455.00,-5996.00,8.58,0.00,0.00,0.00
1985:Q2,382333.00,0.00,229027.00,ND,ND,30098.00,ND,ND,0.00,0.00,0.00,0.00,0.00,123208.00,0.00,0.00,400750.00,4225.00,67216.00,0.00,137307.00,ND,ND,8369.00,ND,ND,7614.00,ND,ND,0.00,0.00,12448.00,3656.00,17963.00,4930.00,21372.00,0.00,108989.00,0.00,0.00,6661.00,-18417.00,7.53,0.00,0.00,0.00
1985:Q3,407222.00,0.00,245717.00,ND,ND,28573.00,ND,ND,0.00,0.00,0.00,0.00,0.00,132932.00,0.00,0.00,428271.00,4794.00,73614.00,0.00,142957.00,ND,ND,10366.00,ND,ND,7927.00,ND,ND,0.00,0.00,12043.00,4320.00,21250.00,5603.00,21349.00,0.00,116430.00,0.00,0.00,7618.00,-21049.00,7.92,0.00,0.00,0.00
1985:Q4,468475.00,0.00,268034.00,ND,ND,32259.00,ND,ND,0.00,0.00,0.00,0.00,0.00,168182.00,0.00,0.00,488605.00,3374.00,74128.00,5223.00,156165.00,ND,ND,8782.00,ND,ND,8356.00,ND,ND,0.00,0.00,19181.00,5000.00,26046.00,4744.00,26909.00,0.00,143180.00,0.00,0.00,7517.00,-20130.00,8.27,0.00,0.00,0.00
1986:Q1,488627.00,0.00,275640.00,ND,ND,30658.00,ND,ND,0.00,0.00,0.00,0.00,0.00,182329.00,0.00,0.00,491663.00,3349.00,74379.00,0.00,162064.00,ND,ND,8571.00,ND,ND,10910.00,ND,ND,0.00,0.00,19264.00,5714.00,26180.00,8152.00,27825.00,0.00,136776.00,0.00,0.00,8479.00,-3036.00,7.48,0.00,0.00,0.00
1986:Q2,518547.00,0.00,281305.00,ND,ND,37648.00,ND,ND,0.00,0.00,0.00,0.00,0.00,199594.00,0.00,0.00,523778.00,2900.00,75637.00,0.00,164163.00,ND,ND,11385.00,ND,ND,12044.00,ND,ND,0.00,0.00,19513.00,6480.00,32121.00,8007.00,27597.00,0.00,155422.00,0.00,0.00,8509.00,-5231.00,6.92,0.00,0.00,0.00
1986:Q3,547934.00,0.00,291137.00,ND,ND,38410.00,ND,ND,0.00,0.00,0.00,0.00,0.00,218387.00,0.00,0.00,561256.00,3742.00,81473.00,8123.00,155227.00,ND,ND,11650.00,ND,ND,11500.00,ND,ND,0.00,0.00,19857.00,7355.00,30775.00,8344.00,33048.00,0.00,180321.00,0.00,0.00,9841.00,-13322.00,5.89,0.00,0.00,0.00
1986:Q4,571419.00,0.00,310121.00,ND,ND,36937.00,ND,ND,0.00,0.00,0.00,0.00,0.00,224361.00,0.00,0.00,584729.00,5073.00,78977.00,16005.00,160298.00,ND,ND,13994.00,ND,ND,10867.00,ND,ND,0.00,0.00,20867.00,8270.00,32120.00,9588.00,29396.00,0.00,188407.00,0.00,0.00,10867.00,-13310.00,6.91,0.00,0.00,0.00
1987:Q1,575882.00,0.00,312797.00,ND,ND,38898.00,ND,ND,0.00,0.00,0.00,0.00,0.00,224187.00,0.00,0.00,591551.00,5556.00,81673.00,0.00,158024.00,ND,ND,14992.00,ND,ND,14002.00,ND,ND,0.00,0.00,20680.00,9211.00,36846.00,12597.00,29098.00,0.00,197168.00,0.00,0.00,11704.00,-15669.00,6.13,0.00,0.00,0.00
1987:Q2,583954.00,0.00,312679.00,ND,ND,43304.00,ND,ND,0.00,0.00,0.00,0.00,0.00,227971.00,0.00,0.00,613560.00,5532.00,85191.00,3054.00,163517.00,ND,ND,10278.00,ND,ND,11848.00,ND,ND,0.00,0.00,21281.00,10170.00,37683.00,12338.00,31444.00,0.00,210448.00,0.00,0.00,10776.00,-29606.00,6.73,0.00,0.00,0.00
1987:Q3,613459.00,0.00,323502.00,ND,ND,38159.00,ND,ND,0.00,0.00,0.00,0.00,0.00,251798.00,0.00,0.00,640381.00,5601.00,90656.00,0.00,154109.00,ND,ND,12264.00,ND,ND,9967.00,ND,ND,0.00,0.00,21224.00,10929.00,40235.00,14418.00,27805.00,0.00,240369.00,0.00,0.00,12804.00,-26922.00,7.22,0.00,0.00,0.00
1987:Q4,630590.00,0.00,327857.00,ND,ND,33636.00,ND,ND,0.00,0.00,0.00,0.00,0.00,269097.00,0.00,0.00,660629.00,3362.00,90908.00,4961.00,150026.00,ND,ND,14966.00,ND,ND,9234.00,ND,ND,0.00,0.00,20444.00,11272.00,39229.00,11301.00,27189.00,0.00,264626.00,0.00,0.00,13111.00,-30039.00,6.77,0.00,0.00,0.00
1988:Q1,680418.00,0.00,339137.00,ND,ND,45894.00,ND,ND,0.00,0.00,0.00,0.00,0.00,295387.00,0.00,0.00,702329.00,3658.00,88141.00,0.00,166321.00,ND,ND,12368.00,ND,ND,8587.00,ND,ND,0.00,0.00,20449.00,11247.00,41367.00,16459.00,39023.00,0.00,282706.00,0.00,0.00,12003.00,-21911.00,6.58,0.00,0.00,0.00
1988:Q2,687614.00,0.00,339897.00,ND,ND,53843.00,ND,ND,0.00,0.00,0.00,0.00,0.00,293874.00,0.00,0.00,711601.00,3075.00,92201.00,7426.00,160795.00,ND,ND,14470.00,ND,ND,10549.00,ND,ND,0.00,0.00,22142.00,10900.00,40553.00,13390.00,34687.00,0.00,289479.00,0.00,0.00,11934.00,-23987.00,7.51,0.00,0.00,0.00
1988:Q3,726255.00,0.00,353658.00,ND,ND,47976.00,ND,ND,0.00,0.00,0.00,0.00,0.00,324621.00,0.00,0.00,755997.00,3695.00,92776.00,9490.00,162861.00,ND,ND,12830.00,ND,ND,8883.00,ND,ND,0.00,0.00,21940.00,10468.00,41524.00,16432.00,37546.00,0.00,323899.00,0.00,0.00,13653.00,-29742.00,8.19,0.00,0.00,0.00
1988:Q4,687114.00,0.00,343854.00,ND,ND,42449.00,ND,ND,0.00,0.00,0.00,0.00,0.00,300811.00,0.00,0.00,726760.00,4981.00,89894.00,6861.00,148263.00,ND,ND,17974.00,ND,ND,9369.00,ND,ND,0.00,0.00,22583.00,10183.00,41611.00,16159.00,33782.00,0.00,312062.00,0.00,0.00,13038.00,-39646.00,8.76,0.00,0.00,0.00
1989:Q1,756598.00,0.00,369378.00,ND,ND,40720.00,ND,ND,0.00,0.00,0.00,0.00,0.00,346500.00,0.00,0.00,786288.00,3744.00,97872.00,0.00,162094.00,ND,ND,11746.00,ND,ND,10342.00,ND,ND,0.00,0.00,23571.00,10320.00,47558.00,16020.00,40715.00,0.00,347904.00,0.00,0.00,14402.00,-29690.00,9.85,0.00,0.00,0.00
1989:Q2,835695.00,0.00,369372.00,ND,ND,50291.00,ND,ND,0.00,0.00,0.00,0.00,0.00,416032.00,0.00,0.00,862024.00,3524.00,100237.00,0.00,167890.00,ND,ND,10822.00,ND,ND,9964.00,ND,ND,0.00,0.00,24017.00,10353.00,52664.00,17346.00,60350.00,0.00,387628.00,0.00,0.00,17229.00,-26329.00,9.53,0.00,0.00,0.00
1989:Q3,795466.00,0.00,349741.00,ND,ND,46149.00,ND,ND,0.00,0.00,0.00,0.00,0.00,399576.00,0.00,0.00,823482.00,2449.00,103620.00,0.00,157234.00,ND,ND,16310.00,ND,ND,10921.00,ND,ND,0.00,0.00,25085.00,10526.00,54274.00,17026.00,58721.00,0.00,350241.00,0.00,0.00,17075.00,-28016.00,9.02,0.00,0.00,0.00
1989:Q4,780517.00,0.00,338446.00,ND,ND,45460.00,ND,ND,0.00,0.00,0.00,0.00,0.00,396611.00,0.00,0.00,818245.00,2783.00,106040.00,2117.00,171479.00,ND,ND,16073.00,ND,ND,12494.00,ND,ND,0.00,0.00,24814.00,9703.00,54763.00,15766.00,61793.00,0.00,317274.00,30.00,0.00,23116.00,-37728.00,8.45,0.00,0.00,0.00
1990:Q1,776864.00,0.00,341708.00,ND,ND,57384.00,ND,ND,0.00,0.00,0.00,0.00,0.00,377772.00,0.00,0.00,828636.00,2036.00,106401.00,1933.00,174152.00,ND,ND,13982.00,ND,ND,16805.00,ND,ND,0.00,0.00,24854.00,9969.00,53123.00,16071.00,59695.00,0.00,327226.00,130.00,0.00,22259.00,-51772.00,8.28,0.00,0.00,0.00
1990:Q2,774510.00,0.00,331369.00,ND,ND,77926.00,ND,ND,0.00,0.00,0.00,0.00,0.00,365215.00,0.00,0.00,825683.00,1800.00,109562.00,0.00,174418.00,ND,ND,15890.00,ND,ND,16007.00,ND,ND,0.00,0.00,24503.00,11410.00,54999.00,16094.00,61508.00,0.00,317861.00,230.00,0.00,21401.00,-51173.00,8.29,0.00,0.00,0.00
1990:Q3,766165.00,0.00,323013.00,ND,ND,71113.00,ND,ND,0.00,0.00,0.00,0.00,0.00,372039.00,0.00,0.00,837849.00,2792.00,109957.00,0.00,170980.00,ND,ND,17487.00,ND,ND,14637.00,ND,ND,0.00,0.00,24146.00,11820.00,66173.00,16987.00,52423.00,0.00,329569.00,334.00,0.00,20544.00,-71684.00,8.20,0.00,0.00,0.00
1990:Q4,750138.00,0.00,293418.00,ND,ND,60000.00,ND,ND,0.00,0.00,0.00,0.00,0.00,396720.00,0.00,0.00,829851.00,2137.00,111771.00,18354.00,169631.00,ND,ND,15423.00,ND,ND,14596.00,ND,ND,0.00,0.00,23504.00,12233.00,58899.00,16681.00,68691.00,0.00,297813.00,432.00,0.00,19686.00,-79713.00,7.31,0.00,0.00,0.00
1991:Q1,754362.00,0.00,280517.00,ND,ND,63434.00,ND,ND,0.00,0.00,0.00,0.00,0.00,410411.00,0.00,0.00,857827.00,1324.00,109672.00,0.00,171273.00,ND,ND,12926.00,ND,ND,16551.00,ND,ND,0.00,0.00,23125.00,13785.00,73804.00,17692.00,70120.00,0.00,326912.00,664.00,0.00,19979.00,-103465.00,6.12,0.00,0.00,0.00
1991:Q2,794209.00,0.00,271656.00,ND,ND,79838.00,ND,ND,0.00,0.00,0.00,0.00,0.00,442715.00,0.00,0.00,892585.00,1430.00,114641.00,1439.00,173105.00,ND,ND,19739.00,ND,ND,14174.00,ND,ND,0.00,0.00,24039.00,16515.00,71927.00,17276.00,71960.00,0.00,344404.00,1665.00,0.00,20271.00,-98376.00,5.90,0.00,0.00,0.00
1991:Q3,834843.00,0.00,274658.00,ND,ND,74823.00,ND,ND,0.00,0.00,0.00,0.00,0.00,485325.00,37.00,0.00,931278.00,1635.00,115611.00,0.00,184953.00,ND,ND,22211.00,ND,ND,11946.00,ND,ND,0.00,0.00,25471.00,20870.00,73404.00,16970.00,75985.00,0.00,359831.00,1827.00,0.00,20564.00,-96435.00,5.45,0.00,0.00,0.00
1991:Q4,770450.00,0.00,256394.00,ND,ND,72090.00,ND,ND,0.00,0.00,0.00,0.00,0.00,441925.00,41.00,0.00,874176.00,1620.00,118442.00,15898.00,165461.00,ND,ND,23680.00,ND,ND,13195.00,ND,ND,0.00,0.00,27237.00,18868.00,68098.00,12837.00,67570.00,0.00,319012.00,1401.00,0.00,20857.00,-103726.00,4.43,0.00,0.00,0.00
1992:Q1,809092.00,0.00,271642.00,ND,ND,73614.00,ND,ND,0.00,0.00,0.00,0.00,1398.00,462400.00,38.00,0.00,909001.00,3211.00,115788.00,1805.00,179233.00,ND,ND,21860.00,ND,ND,13818.00,ND,ND,0.00,0.00,27061.00,19299.00,81043.00,7655.00,68778.00,0.00,336591.00,681.00,0.00,32178.00,-99909.00,3.98,0.00,0.00,0.00
1992:Q2,852600.00,0.00,253586.00,ND,ND,89962.00,ND,ND,0.00,0.00,0.00,0.00,1871.00,507136.00,45.00,0.00,950225.00,3872.00,122350.00,0.00,165688.00,ND,ND,25572.00,ND,ND,12920.00,ND,ND,0.00,0.00,27189.00,20685.00,81211.00,8637.00,67459.00,0.00,378374.00,1544.00,0.00,34724.00,-97625.00,3.76,0.00,0.00,0.00
1992:Q3,920862.00,0.00,273221.00,ND,ND,66009.00,ND,ND,0.00,0.00,0.00,0.00,2379.00,579111.00,142.00,0.00,1002772.00,3194.00,122183.00,18160.00,169060.00,ND,ND,34461.00,ND,ND,11603.00,ND,ND,0.00,0.00,27356.00,23573.00,73147.00,12194.00,71751.00,0.00,401339.00,1414.00,0.00,33337.00,-81910.00,3.22,0.00,0.00,0.00
1992:Q4,909275.00,0.00,277301.00,ND,ND,61540.00,ND,ND,0.00,0.00,0.00,0.00,2883.00,567447.00,104.00,0.00,1004790.00,5057.00,123050.00,8094.00,176072.00,ND,ND,33827.00,ND,ND,13547.00,ND,ND,0.00,0.00,27424.00,24680.00,66942.00,8801.00,66578.00,0.00,407726.00,1277.00,0.00,41715.00,-95515.00,2.92,0.00,0.00,0.00
1993:Q1,985805.00,0.00,297011.00,ND,ND,58972.00,ND,ND,0.00,0.00,0.00,0.00,3415.00,626314.00,93.00,0.00,1028268.00,3905.00,125826.00,7323.00,166297.00,ND,ND,31774.00,ND,ND,12227.00,ND,ND,0.00,0.00,28361.00,25219.00,73937.00,9022.00,57305.00,0.00,439658.00,818.00,0.00,46596.00,-42463.00,3.07,0.00,0.00,0.00
1993:Q2,977844.00,0.00,287282.00,ND,ND,62789.00,ND,ND,0.00,0.00,0.00,0.00,4007.00,623513.00,253.00,0.00,1034598.00,3071.00,124170.00,16005.00,160102.00,ND,ND,38094.00,ND,ND,11191.00,ND,ND,0.00,0.00,28799.00,26344.00,68925.00,9742.00,49568.00,0.00,447275.00,961.00,0.00,50351.00,-56754.00,3.04,0.00,0.00,0.00
1993:Q3,1059023.00,0.00,309096.00,ND,ND,54539.00,ND,ND,0.00,0.00,0.00,0.00,4571.00,690693.00,124.00,0.00,1087412.00,1963.00,125838.00,8442.00,161021.00,ND,ND,37988.00,ND,ND,9098.00,ND,ND,0.00,0.00,28085.00,19887.00,76972.00,10118.00,48602.00,0.00,504000.00,347.00,0.00,55051.00,-28389.00,3.09,0.00,0.00,0.00
1993:Q4,1037410.00,0.00,305722.00,ND,ND,51203.00,ND,ND,0.00,0.00,0.00,0.00,5019.00,675444.00,22.00,0.00,1093787.00,2506.00,133746.00,13212.00,164539.00,ND,ND,46268.00,ND,ND,8463.00,ND,ND,0.00,0.00,28339.00,20449.00,67201.00,8468.00,50334.00,0.00,490861.00,774.00,0.00,58627.00,-56377.00,2.96,0.00,0.00,0.00
1994:Q1,1102126.00,0.00,323527.00,ND,ND,53640.00,ND,ND,0.00,0.00,0.00,0.00,6600.00,718235.00,124.00,0.00,1148753.00,2579.00,128424.00,5450.00,162536.00,ND,ND,36784.00,ND,ND,13167.00,ND,ND,0.00,0.00,27158.00,20399.00,74091.00,13369.00,53931.00,0.00,552305.00,432.00,0.00,58128.00,-46627.00,3.34,0.00,0.00,0.00
1994:Q2,1131534.00,0.00,333377.00,ND,ND,55545.00,ND,ND,0.00,0.00,0.00,0.00,7900.00,734691.00,21.00,0.00,1161251.00,2514.00,125790.00,10639.00,152750.00,ND,ND,45564.00,ND,ND,10648.00,ND,ND,0.00,0.00,25772.00,22909.00,72173.00,13755.00,61773.00,0.00,560631.00,726.00,0.00,55607.00,-29717.00,4.25,0.00,0.00,0.00
1994:Q3,1174027.00,0.00,348659.00,ND,ND,46841.00,ND,ND,0.00,0.00,0.00,0.00,9400.00,769031.00,96.00,0.00,1198426.00,2696.00,118353.00,2510.00,150263.00,ND,ND,44131.00,ND,ND,9326.00,ND,ND,0.00,0.00,23915.00,25093.00,72196.00,15540.00,69243.00,0.00,589408.00,638.00,0.00,75114.00,-24399.00,4.73,0.00,0.00,0.00
1994:Q4,1076969.00,0.00,360906.00,ND,ND,54253.00,ND,ND,0.00,0.00,0.00,0.00,9747.00,652000.00,63.00,0.00,1105785.00,2178.00,118640.00,10590.00,157239.00,ND,ND,54694.00,ND,ND,6201.00,ND,ND,0.00,0.00,22157.00,27825.00,70314.00,14818.00,85771.00,0.00,487740.00,1002.00,0.00,46616.00,-28816.00,5.45,0.00,0.00,0.00
1995:Q1,1157291.00,0.00,369856.00,ND,ND,50819.00,ND,ND,0.00,0.00,0.00,0.00,9940.00,726541.00,135.00,0.00,1159878.00,3707.00,109780.00,6698.00,165080.00,ND,ND,36363.00,ND,ND,9195.00,ND,ND,0.00,0.00,22229.00,29519.00,74507.00,14987.00,92298.00,0.00,538204.00,703.00,0.00,56608.00,-2587.00,5.98,0.00,0.00,0.00
1995:Q2,1216633.00,0.00,376416.00,ND,ND,61587.00,ND,ND,0.00,0.00,0.00,0.00,10391.00,766201.00,2038.00,0.00,1240264.00,9019.00,101100.00,16785.00,177201.00,ND,ND,38693.00,ND,ND,8527.00,ND,ND,0.00,0.00,22300.00,31257.00,82510.00,17618.00,103364.00,0.00,568510.00,892.00,0.00,62488.00,-23631.00,6.00,0.00,0.00,0.00
1995:Q3,1239257.00,0.00,390766.00,ND,ND,52589.00,ND,ND,0.00,0.00,0.00,0.00,10648.00,785182.00,72.00,0.00,1248693.00,3771.00,105767.00,6520.00,168605.00,ND,ND,44372.00,ND,ND,7891.00,ND,ND,0.00,0.00,22373.00,29383.00,85156.00,15833.00,107536.00,0.00,584830.00,457.00,0.00,66199.00,-9436.00,5.80,0.00,0.00,0.00
1995:Q4,1271368.00,0.00,376107.00,ND,ND,56611.00,ND,ND,0.00,0.00,0.00,0.00,10926.00,827466.00,258.00,0.00,1308397.00,2440.00,115685.00,13862.00,196264.00,ND,ND,47341.00,ND,ND,6366.00,ND,ND,0.00,0.00,22443.00,31477.00,89478.00,17180.00,106257.00,0.00,591187.00,783.00,0.00,67634.00,-37029.00,5.60,0.00,0.00,0.00
1996:Q1,1318229.00,0.00,370486.00,ND,ND,58503.00,ND,ND,0.00,0.00,0.00,0.00,11205.00,877899.00,136.00,0.00,1362136.00,2428.00,135600.00,4896.00,184759.00,ND,ND,38167.00,ND,ND,10362.00,ND,ND,0.00,0.00,23466.00,26428.00,98438.00,16871.00,103951.00,0.00,643711.00,519.00,0.00,72540.00,-43907.00,5.31,0.00,0.00,0.00
1996:Q2,1349692.00,0.00,366488.00,ND,ND,70272.00,ND,ND,0.00,0.00,0.00,0.00,11595.00,901200.00,137.00,0.00,1396128.00,4322.00,143807.00,7086.00,169800.00,ND,ND,40641.00,ND,ND,7137.00,ND,ND,0.00,0.00,24487.00,28179.00,100113.00,17891.00,103408.00,0.00,672305.00,553.00,0.00,76399.00,-46436.00,5.27,0.00,0.00,0.00
1996:Q3,1350140.00,0.00,364440.00,ND,ND,64341.00,ND,ND,0.00,0.00,0.00,0.00,12060.00,909240.00,59.00,0.00,1395472.00,4674.00,144188.00,8352.00,167638.00,ND,ND,32869.00,ND,ND,2510.00,ND,ND,0.00,0.00,25509.00,27573.00,103377.00,19655.00,103478.00,0.00,678846.00,325.00,0.00,76478.00,-45332.00,5.30,0.00,0.00,0.00
1996:Q4,1352361.00,0.00,366643.00,ND,ND,73132.00,ND,ND,0.00,0.00,0.00,0.00,13720.00,898114.00,752.00,0.00,1417527.00,3904.00,147806.00,21583.00,174501.00,ND,ND,47686.00,ND,ND,1423.00,ND,ND,0.00,0.00,27332.00,28222.00,105879.00,18696.00,94467.00,0.00,674251.00,925.00,0.00,70852.00,-65166.00,5.29,0.00,0.00,0.00
1997:Q1,1456951.00,0.00,384520.00,ND,ND,81292.00,ND,ND,1661.00,0.00,0.00,0.00,15075.00,973835.00,568.00,0.00,1521470.00,3732.00,151689.00,11581.00,188758.00,ND,ND,44942.00,ND,ND,8409.00,ND,ND,0.00,0.00,27044.00,27395.00,121874.00,21046.00,96064.00,0.00,726717.00,541.00,0.00,91678.00,-64519.00,5.39,0.00,0.00,0.00
1997:Q2,1488565.00,0.00,368679.00,ND,ND,88993.00,ND,ND,1950.00,0.00,0.00,0.00,17423.00,1011047.00,473.00,0.00,1534722.00,3249.00,149431.00,16573.00,176095.00,ND,ND,58333.00,ND,ND,4241.00,ND,ND,0.00,0.00,27508.00,32233.00,115929.00,23765.00,102181.00,0.00,732277.00,587.00,0.00,92320.00,-46157.00,5.56,0.00,0.00,0.00
