date,FL892150005.Q,FL712151003.Q,FL762150005.Q,FL762152005.Q,FL762151005.Q,FL752150005.Q,FL752152005.Q,FL752151005.Q,FL472150053.Q,FL512151003.Q,FL542151073.Q,FL402150005.Q,FL642151073.Q,FL662151003.Q,FL732151003.Q,FL262151003.Q,FL892050005.Q,FL102051003.Q,FL212051003.Q,FL712051000.Q,FL762050005.Q,FL762052005.Q,FL762051005.Q,FL752050005.Q,FL752052005.Q,FL752051005.Q,FL472050053.Q,FL472052053.Q,FL472051053.Q,FL512051003.Q,FL542051073.Q,FL572051005.Q,FL222051043.Q,FL632051000.Q,FL652051003.Q,FL402050005.Q,FL402052033.Q,FL662051003.Q,FL732051003.Q,FL502051003.Q,FL262051003.Q,FL902050005.Q,FL072052006.Q,FL712151103.Q,FL632051103.Q,FL792051115.Q
2013:Q1,3977922.00,105457.00,327278.00,70435.00,256843.00,323555.00,22851.00,300704.00,0.00,2704.00,22318.00,218.00,322011.00,2084684.00,31.00,789666.00,3594571.00,9240.00,126646.00,0.00,259227.00,56765.00,202462.00,178742.00,948.00,177794.00,389.00,314.00,75.00,1918.00,5102.00,2498.00,3069.00,478973.00,72600.00,193608.00,48041.00,1518523.00,10122.00,2.00,733912.00,383351.00,0.14,0.00,0.00,0.00
2013:Q2,3817921.00,95153.00,328902.00,68458.00,260445.00,310030.00,22322.00,287708.00,0.00,1476.00,22887.00,20.00,309701.00,2001025.00,30.00,748697.00,3455511.00,8630.00,125598.00,0.00,237362.00,53463.00,183898.00,181073.00,1822.00,179251.00,170.00,110.00,60.00,1763.00,5883.00,2603.00,3084.00,458691.00,76020.00,151275.00,51629.00,1478930.00,6996.00,2.00,717431.00,362410.00,0.09,0.00,0.00,0.00
2013:Q3,3781585.00,157405.00,305223.00,64320.00,240903.00,331138.00,17959.00,313179.00,0.00,1645.00,22517.00,0.00,288443.00,1909900.00,30.00,765284.00,3420278.00,12500.00,126012.00,0.00,217167.00,48370.00,168797.00,199268.00,2861.00,196407.00,50.00,0.00,50.00,1665.00,6133.00,2708.00,3179.00,497757.00,80860.00,133421.00,32883.00,1413888.00,9757.00,2.00,715911.00,361307.00,0.08,58157.00,54865.00,3292.00
2013:Q4,3636702.00,315924.00,269353.00,58341.00,211012.00,312733.00,18833.00,293900.00,0.00,1492.00,20896.00,0.00,255510.00,1768587.00,30.00,692177.00,3310678.00,8744.00,126400.00,0.00,215435.00,47017.00,168418.00,177081.00,1272.00,175809.00,50.00,0.00,50.00,1684.00,3116.00,2813.00,3274.00,501574.00,84162.00,152286.00,29500.00,1320966.00,7686.00,2.00,705405.00,326024.00,0.09,197755.00,163295.00,34460.00
2014:Q1,3705844.00,341023.00,283236.00,64690.00,218547.00,356507.00,26379.00,330128.00,0.00,1137.00,20935.00,25.00,243382.00,1712628.00,25.00,746946.00,3333287.00,11320.00,128295.00,0.00,201778.00,49388.00,152390.00,200267.00,1746.00,198521.00,200.00,150.00,50.00,1780.00,2905.00,2860.00,3371.00,515029.00,91614.00,127250.00,45516.00,1273270.00,7590.00,2.00,765756.00,372557.00,0.08,242069.00,221984.00,20085.00
2014:Q2,3752763.00,456501.00,271919.00,64665.00,207253.00,366497.00,24238.00,342259.00,0.00,1253.00,23198.00,0.00,252803.00,1677145.00,25.00,703422.00,3431232.00,13558.00,131261.00,0.00,202480.00,50821.00,151659.00,228187.00,1973.00,226214.00,50.00,0.00,50.00,1630.00,2699.00,2906.00,3466.00,573652.00,100386.00,132647.00,35545.00,1230272.00,9509.00,2.00,798527.00,321531.00,0.10,339481.00,305531.00,33950.00
2014:Q3,3653469.00,410131.00,249918.00,55036.00,194882.00,375367.00,33711.00,341656.00,0.00,1109.00,22542.00,0.00,252401.00,1606312.00,25.00,735664.00,3384968.00,21071.00,130626.00,0.00,196018.00,45518.00,150500.00,218746.00,1683.00,217063.00,30.00,0.00,30.00,1653.00,2730.00,2952.00,3521.00,585450.00,100058.00,109290.00,39848.00,1220427.00,8153.00,2.00,784241.00,268501.00,0.09,300000.00,294368.00,5632.00
2014:Q4,3661702.00,509837.00,236174.00,38691.00,197483.00,371283.00,27152.00,344131.00,0.00,1045.00,21900.00,50.00,265501.00,1547722.00,25.00,708165.00,3445686.00,21672.00,131912.00,0.00,185037.00,30608.00,154429.00,218132.00,1254.00,216878.00,30.00,0.00,30.00,1750.00,3138.00,2998.00,3573.00,654472.00,94091.00,162629.00,52773.00,1152749.00,2545.00,2.00,810956.00,216016.00,0.12,396705.00,371227.00,25478.00
2015:Q1,3732597.00,536859.00,228661.00,28728.00,199933.00,369942.00,38505.00,331437.00,16.00,1136.00,22144.00,87.00,262256.00,1535275.00,42.00,776179.00,3413892.00,22284.00,135031.00,0.00,215094.00,25436.00,189658.00,199793.00,1048.00,198745.00,40.00,0.00,40.00,1737.00,2967.00,2923.00,3624.00,635003.00,92786.00,158161.00,42543.00,1138802.00,5782.00,2.00,799863.00,318705.00,0.11,378490.00,345272.00,33218.00
2015:Q2,3670008.00,558167.00,226208.00,34231.00,191978.00,374807.00,22688.00,352119.00,16.00,1136.00,22446.00,0.00,249027.00,1480318.00,64.00,757819.00,3373650.00,23905.00,135978.00,0.00,208903.00,22439.00,186463.00,210534.00,1225.00,209309.00,40.00,0.00,40.00,1719.00,2711.00,2869.00,3678.00,644670.00,88632.00,141024.00,41637.00,1171209.00,7604.00,2.00,730172.00,296358.00,0.13,392602.00,372152.00,20450.00
2015:Q3,3819642.00,641081.00,205906.00,29773.00,176132.00,375372.00,26917.00,348455.00,15.00,1294.00,22411.00,118.00,229063.00,1493738.00,89.00,850556.00,3514037.00,26967.00,139075.00,0.00,212305.00,19273.00,193031.00,198476.00,718.00,197758.00,40.00,0.00,40.00,1751.00,3138.00,2795.00,3625.00,696514.00,82916.00,148996.00,31011.00,1243636.00,3970.00,2.00,749831.00,305605.00,0.14,449614.00,414415.00,35199.00
2015:Q4,3711477.00,712401.00,196810.00,39442.00,157368.00,406623.00,26890.00,379733.00,14.00,1422.00,22793.00,0.00,219961.00,1368312.00,95.00,783046.00,3375800.00,27694.00,142149.00,0.00,209813.00,19367.00,190447.00,218513.00,869.00,217644.00,40.00,0.00,40.00,1750.00,2663.00,2750.00,3595.00,699287.00,81711.00,182862.00,42380.00,1133265.00,2141.00,2.00,667565.00,335677.00,0.24,474592.00,423991.00,50601.00
2016:Q1,3613028.00,550546.00,193719.00,39717.00,154001.00,407908.00,34502.00,373406.00,14.00,495.00,22870.00,0.00,220170.00,1366096.00,80.00,851130.00,3256815.00,24523.00,142937.00,0.00,205608.00,21851.00,183757.00,205821.00,813.00,205008.00,40.00,0.00,40.00,1291.00,2846.00,2765.00,3431.00,597096.00,86824.00,159864.00,49407.00,1115289.00,3000.00,2.00,705478.00,356213.00,0.36,303849.00,267679.00,36170.00
2016:Q2,3767142.00,543850.00,184102.00,28377.00,155725.00,429144.00,34827.00,394317.00,13.00,502.00,22551.00,0.00,217067.00,1422963.00,73.00,946877.00,3438244.00,23280.00,143821.00,0.00,215618.00,18478.00,197141.00,203392.00,814.00,202578.00,40.00,0.00,40.00,1308.00,2807.00,2771.00,3578.00,641524.00,84291.00,164836.00,45671.00,1197401.00,3183.00,2.00,750392.00,328898.00,0.38,278809.00,242784.00,36025.00
2016:Q3,3878975.00,665045.00,180082.00,32517.00,147564.00,440753.00,39029.00,401724.00,0.00,622.00,22689.00,0.00,210214.00,1436131.00,76.00,923363.00,3671976.00,23428.00,145726.00,0.00,234427.00,20086.00,214341.00,204751.00,960.00,203791.00,40.00,0.00,40.00,1949.00,2824.00,2765.00,3592.00,855634.00,83313.00,172224.00,58179.00,1204280.00,2327.00,2.00,734694.00,206999.00,0.40,412523.00,384348.00,28175.00
