date,FU653164205.Q,FU653164205.Q,FU153064205.Q,FU103064203.Q,FU213064203.Q,FU763064203.Q,FU473064205.Q,FU513064203.Q,FU543064205.Q,FU573064205.Q,FU223064205.Q,FU263064203.Q
2004:Q4,88906.00,88906.00,59152.00,-317.00,975.00,984.00,-650.00,247.00,17724.00,19823.00,-9498.00,466.00
2005:Q1,82112.00,82112.00,51865.00,178.00,614.00,-2043.00,-290.00,164.00,5354.00,20390.00,5970.00,-90.00
2005:Q2,61882.00,61882.00,37697.00,178.00,536.00,-1084.00,-337.00,164.00,8878.00,18252.00,-2069.00,-333.00
2005:Q3,64030.00,64030.00,50387.00,178.00,1559.00,769.00,-467.00,164.00,2159.00,15288.00,-9071.00,3064.00
2005:Q4,78016.00,78016.00,52131.00,178.00,946.00,589.00,-121.00,164.00,3674.00,18386.00,-1333.00,3402.00
2006:Q1,134480.00,134480.00,99917.00,5910.00,332.00,-1508.00,-19.00,274.00,17002.00,13017.00,-5004.00,4559.00
2006:Q2,41228.00,41228.00,-6896.00,5910.00,931.00,1659.00,-204.00,274.00,13909.00,20387.00,2547.00,2711.00
2006:Q3,48022.00,48022.00,3179.00,5910.00,1535.00,2214.00,-63.00,274.00,13139.00,17876.00,-2662.00,6620.00
2006:Q4,122423.00,122423.00,64574.00,5910.00,1108.00,1487.00,-85.00,274.00,23430.00,23769.00,-6059.00,8015.00
2007:Q1,141202.00,141202.00,110539.00,-1226.00,1474.00,-2365.00,52.00,527.00,13990.00,11230.00,-1803.00,8784.00
2007:Q2,99152.00,99152.00,55346.00,-1226.00,1028.00,912.00,-414.00,527.00,22805.00,12608.00,576.00,6990.00
2007:Q3,40170.00,40170.00,24964.00,-1226.00,1080.00,3547.00,-29.00,527.00,15862.00,11281.00,-13517.00,-2319.00
2007:Q4,95574.00,95574.00,66928.00,-1226.00,884.00,1549.00,183.00,527.00,26746.00,12011.00,-10917.00,-1111.00
2008:Q1,27836.00,27836.00,37842.00,-4128.00,501.00,-254.00,525.00,-10.00,-1980.00,14437.00,-15524.00,-3573.00
2008:Q2,101225.00,101225.00,87008.00,-4128.00,-233.00,-540.00,-31.00,-10.00,11653.00,18283.00,-9873.00,-904.00
2008:Q3,-55544.00,-55544.00,-36846.00,-4128.00,-826.00,-2211.00,-81.00,-10.00,-9746.00,14053.00,-7378.00,-8371.00
2008:Q4,-131613.00,-131613.00,-116608.00,-4128.00,-213.00,4330.00,426.00,-10.00,-9390.00,14900.00,-8550.00,-12370.00
2009:Q1,29317.00,29317.00,-795.00,8817.00,-516.00,16583.00,-143.00,55.00,-1030.00,22720.00,-9652.00,-6722.00
2009:Q2,169546.00,169546.00,122045.00,8817.00,741.00,-3747.00,-272.00,55.00,18788.00,24675.00,-2591.00,1035.00
2009:Q3,171592.00,171592.00,105968.00,8817.00,1220.00,7579.00,-510.00,55.00,11685.00,23701.00,1499.00,11578.00
2009:Q4,162933.00,162933.00,106567.00,8817.00,602.00,-5584.00,-292.00,55.00,13802.00,23386.00,3676.00,11904.00
2010:Q1,151173.00,151173.00,108724.00,2780.00,351.00,-4614.00,178.00,-156.00,14091.00,15191.00,3318.00,11310.00
2010:Q2,79384.00,79384.00,33652.00,2780.00,194.00,1176.00,110.00,-156.00,16258.00,12223.00,-341.00,13488.00
2010:Q3,81229.00,81229.00,40429.00,2780.00,1317.00,-2366.00,-154.00,-156.00,12849.00,13620.00,-2383.00,15293.00
2010:Q4,84093.00,84093.00,31456.00,2780.00,1108.00,-45.00,-116.00,-156.00,19008.00,14337.00,643.00,15078.00
2011:Q1,100922.00,100922.00,79614.00,-3209.00,-26.00,-392.00,70.00,-129.00,2424.00,14197.00,-7050.00,15423.00
2011:Q2,76384.00,76384.00,56399.00,-3209.00,153.00,-1606.00,161.00,-129.00,2205.00,13402.00,-7275.00,16283.00
2011:Q3,-27632.00,-27632.00,-3027.00,-3209.00,31.00,-114.00,206.00,-129.00,-1374.00,10401.00,-29535.00,-882.00
2011:Q4,51125.00,51125.00,15363.00,-3209.00,-294.00,1328.00,-70.00,-129.00,8216.00,14160.00,-24115.00,39875.00
2012:Q1,134053.00,134053.00,124266.00,-423.00,-260.00,-2572.00,75.00,481.00,684.00,7343.00,-19977.00,24436.00
2012:Q2,82597.00,82597.00,55634.00,-423.00,221.00,-680.00,15.00,481.00,2514.00,5550.00,-25917.00,45202.00
2012:Q3,87064.00,87064.00,75025.00,-423.00,564.00,-202.00,0.00,481.00,-2844.00,5755.00,12987.00,-4279.00
2012:Q4,82587.00,82587.00,49571.00,-423.00,221.00,2346.00,85.00,481.00,-117.00,4910.00,11410.00,14103.00
2013:Q1,192775.00,192775.00,169910.00,300.00,214.00,676.00,124.00,181.00,-4337.00,31713.00,10546.00,-16552.00
2013:Q2,44575.00,44575.00,5862.00,300.00,-582.00,-2220.00,-207.00,181.00,-5200.00,30476.00,13581.00,2384.00
2013:Q3,29227.00,29227.00,10582.00,300.00,-54.00,1408.00,-259.00,181.00,-7719.00,30978.00,-247.00,-5943.00
2013:Q4,79748.00,79748.00,44470.00,300.00,-63.00,1772.00,-179.00,181.00,-1774.00,30720.00,553.00,3768.00
2014:Q1,124790.00,124790.00,116333.00,3788.00,479.00,2137.00,-14.00,309.00,-12142.00,10290.00,-1751.00,5361.00
2014:Q2,91349.00,91349.00,59923.00,3788.00,851.00,1282.00,-122.00,309.00,-6466.00,9881.00,-4691.00,26594.00
2014:Q3,33213.00,33213.00,7905.00,3788.00,-428.00,-3205.00,-44.00,309.00,-10797.00,9024.00,8072.00,18589.00
2014:Q4,60343.00,60343.00,57341.00,3788.00,250.00,-900.00,-5.00,309.00,-3620.00,11355.00,9666.00,-17841.00
2015:Q1,104676.00,104676.00,56163.00,1853.00,894.00,-616.00,-140.00,191.00,-9342.00,17669.00,12409.00,25595.00
2015:Q2,59798.00,59798.00,18241.00,1853.00,127.00,948.00,141.00,191.00,-7057.00,18969.00,7478.00,18907.00
2015:Q3,-48964.00,-48964.00,-11409.00,1853.00,869.00,-832.00,133.00,191.00,-12669.00,-12435.00,-5157.00,-9508.00
2015:Q4,-19696.00,-19696.00,-4679.00,1853.00,854.00,-400.00,-258.00,191.00,-307.00,9975.00,931.00,-27856.00
2016:Q1,37861.00,37861.00,-3306.00,1853.00,272.00,1016.00,20.00,-743.00,-16841.00,37450.00,2626.00,15514.00
2016:Q2,21693.00,21693.00,36691.00,1853.00,305.00,-114.00,28.00,-194.00,-13966.00,3536.00,-3388.00,-3058.00
2016:Q3,8529.00,8529.00,-18304.00,1853.00,658.00,-2060.00,-93.00,-190.00,-12334.00,6516.00,4485.00,27998.00
