date,FA266905005.Q,FA266903001.Q,FA266904101.Q,FA266400101.Q,FA266900005.Q,FA266903011.Q,FA266904001.Q,FA266400201.Q,FA265440005.Q,FA266000105.Q,FA265090005.Q,FA265420005.Q,FA265000005.Q,FA264090005.Q,FA263011205.Q,FA313111303.Q,FA264016005.Q,FA263020005.Q,FA263030005.Q,FA263034003.Q,FA262051003.Q,FA264022005.Q,FA263069103.Q,FA263061105.Q,FA263061110.Q,FA263061120.Q,FA263061705.Q,FA263062003.Q,FA263063005.Q,FA263069500.Q,FA263064105.Q,FA263064203.Q,FA263070003.Q,FA263092001.Q,FA264190005.Q,FA263111005.Q,FA263191005.Q,FA262151003.Q,FA264122005.Q,FA263169105.Q,FA263163005.Q,FA264123005.Q,FA263168005.Q,FA263169005.Q,FA263164103.Q,FA263170003.Q,FA263192005.Q,FA263190005.Q,FA313092803.Q,FA263191103.Q,FA263194735.Q,FA267005005.Q,FA266903005.Q,FA266904005.Q,FA266400101.Q,FA266400201.Q,FA266000005.Q
1971:Q4,77836.00,61939.00,7005.00,8892.00,75015.00,60282.00,14733.00,0.00,-24.00,2845.00,11360.00,0.00,11360.00,23728.00,4.00,0.00,-2312.00,1948.00,376.00,0.00,0.00,18756.00,-464.00,17900.00,13012.00,4888.00,-268.00,0.00,1588.00,0.00,2124.00,0.00,1536.00,1296.00,12368.00,76.00,-20.00,0.00,312.00,0.00,312.00,6216.00,4788.00,1428.00,-348.00,632.00,5312.00,188.00,256.00,-68.00,0.00,-8515.00,-1657.00,7728.00,8892.00,0.00,-2821.00
1972:Q1,88862.00,72173.00,7017.00,9672.00,83831.00,68639.00,15192.00,0.00,-24.00,5055.00,2372.00,0.00,2372.00,20140.00,2176.00,2840.00,-2532.00,988.00,1984.00,0.00,0.00,12884.00,140.00,11212.00,7632.00,3580.00,72.00,0.00,1460.00,0.00,2776.00,0.00,-432.00,-544.00,17768.00,2536.00,748.00,0.00,1932.00,0.00,1932.00,4000.00,1740.00,2260.00,-28.00,88.00,8748.00,-256.00,176.00,-432.00,0.00,2683.00,-3534.00,8175.00,9672.00,0.00,-5031.00
1972:Q2,87651.00,71409.00,7630.00,8612.00,82898.00,67152.00,15746.00,0.00,-24.00,4777.00,6156.00,0.00,6156.00,12868.00,0.00,0.00,1620.00,2684.00,1192.00,0.00,0.00,4128.00,-16.00,360.00,-12248.00,12608.00,620.00,0.00,3164.00,0.00,680.00,0.00,1072.00,1492.00,6712.00,240.00,820.00,0.00,1688.00,0.00,1688.00,-1688.00,692.00,-2380.00,-416.00,-76.00,5924.00,220.00,276.00,-56.00,0.00,-1379.00,-4257.00,8116.00,8612.00,0.00,-4753.00
1972:Q3,91736.00,74091.00,7765.00,9880.00,88137.00,71453.00,16684.00,0.00,-36.00,3635.00,15000.00,0.00,15000.00,29728.00,12.00,0.00,436.00,2816.00,4656.00,0.00,0.00,17908.00,-4160.00,21256.00,3372.00,17884.00,-140.00,0.00,952.00,0.00,1924.00,0.00,736.00,1240.00,14728.00,-372.00,776.00,0.00,-512.00,0.00,-512.00,5188.00,5516.00,-328.00,-300.00,72.00,9740.00,136.00,192.00,-56.00,0.00,-11365.00,-2638.00,8919.00,9880.00,0.00,-3599.00
1972:Q4,96401.00,79190.00,8467.00,8744.00,93619.00,76129.00,17490.00,0.00,-36.00,2818.00,2300.00,0.00,2300.00,18808.00,0.00,0.00,-2436.00,2256.00,3784.00,0.00,0.00,6404.00,3788.00,-132.00,-3476.00,3344.00,28.00,0.00,2720.00,0.00,4356.00,0.00,2832.00,1612.00,16508.00,-200.00,1408.00,0.00,1012.00,0.00,1012.00,6144.00,4024.00,2120.00,-900.00,2148.00,6576.00,320.00,440.00,-120.00,0.00,518.00,-3061.00,9023.00,8744.00,0.00,-2782.00
1973:Q1,102035.00,85360.00,9611.00,7064.00,104240.00,83959.00,20281.00,0.00,-36.00,-2169.00,9188.00,0.00,9188.00,37568.00,0.00,0.00,-7920.00,-1084.00,3832.00,0.00,400.00,32544.00,40.00,30760.00,24504.00,6256.00,-32.00,0.00,1776.00,756.00,5092.00,0.00,1424.00,2524.00,28380.00,-852.00,2200.00,0.00,532.00,0.00,532.00,7180.00,3664.00,3516.00,-752.00,452.00,15140.00,4480.00,360.00,120.00,4000.00,-11357.00,-1401.00,10670.00,7064.00,0.00,2205.00
1973:Q2,108937.00,89469.00,10796.00,8672.00,114345.00,91923.00,22422.00,0.00,-36.00,-5372.00,-11316.00,0.00,-11316.00,9708.00,0.00,0.00,4520.00,4580.00,3936.00,0.00,400.00,-9280.00,760.00,-11740.00,-12080.00,340.00,256.00,0.00,1444.00,-92.00,512.00,0.00,1792.00,3340.00,21024.00,-44.00,1132.00,0.00,600.00,0.00,600.00,8168.00,4448.00,3720.00,-256.00,256.00,10764.00,404.00,304.00,100.00,0.00,5944.00,2454.00,11626.00,8672.00,0.00,5408.00
1973:Q3,110334.00,91138.00,11356.00,7840.00,122809.00,97576.00,25233.00,0.00,-40.00,-12435.00,-9256.00,0.00,-9256.00,5648.00,0.00,0.00,-2232.00,1104.00,472.00,0.00,400.00,-1412.00,3912.00,-7076.00,-5012.00,-2064.00,540.00,0.00,1212.00,-568.00,3484.00,0.00,2244.00,2156.00,14904.00,92.00,-1104.00,0.00,884.00,0.00,884.00,-1996.00,-2912.00,916.00,-100.00,2204.00,8636.00,6288.00,412.00,-124.00,6000.00,-3179.00,6438.00,13877.00,7840.00,0.00,12475.00
1973:Q4,118491.00,98669.00,11926.00,7896.00,133848.00,107620.00,26228.00,0.00,-36.00,-15321.00,-29168.00,0.00,-29168.00,588.00,0.00,0.00,-5128.00,10736.00,3008.00,0.00,400.00,-15900.00,-3508.00,-12572.00,-7328.00,-5244.00,-556.00,0.00,736.00,32.00,1964.00,0.00,2296.00,3180.00,29756.00,172.00,2400.00,0.00,1816.00,0.00,1816.00,7900.00,5660.00,2240.00,-36.00,3900.00,10872.00,2732.00,416.00,2316.00,0.00,13847.00,8951.00,14302.00,7896.00,0.00,15357.00
1974:Q1,129861.00,110314.00,12603.00,6944.00,146379.00,116709.00,29670.00,0.00,-36.00,-16482.00,16064.00,0.00,16064.00,31228.00,0.00,0.00,21784.00,1952.00,-1848.00,0.00,400.00,-1432.00,452.00,-3068.00,-1532.00,-1536.00,748.00,0.00,436.00,76.00,1504.00,0.00,1656.00,7136.00,15164.00,984.00,1600.00,0.00,2768.00,60.00,2708.00,4216.00,5880.00,-1664.00,-308.00,6392.00,-3600.00,3112.00,388.00,724.00,2000.00,-32546.00,6395.00,17067.00,6944.00,0.00,16518.00
1974:Q2,154333.00,129382.00,13931.00,11020.00,156996.00,126668.00,30328.00,0.00,-36.00,-2627.00,-20616.00,0.00,-20616.00,12876.00,0.00,0.00,-18096.00,5460.00,8304.00,0.00,-100.00,13752.00,400.00,10824.00,10100.00,724.00,556.00,0.00,1972.00,268.00,-100.00,0.00,1232.00,2156.00,33492.00,1432.00,-800.00,0.00,1836.00,-56.00,1892.00,24060.00,13196.00,10864.00,-804.00,2404.00,7160.00,-1796.00,568.00,-2364.00,0.00,17989.00,-2714.00,16397.00,11020.00,0.00,2663.00
1974:Q3,156791.00,133610.00,15185.00,7996.00,157100.00,126638.00,30462.00,0.00,-36.00,-273.00,-6788.00,0.00,-6788.00,23104.00,0.00,0.00,-716.00,108.00,15524.00,0.00,-100.00,-676.00,400.00,-2820.00,-2140.00,-680.00,-200.00,0.00,1944.00,104.00,364.00,0.00,2056.00,6440.00,29892.00,4012.00,-1600.00,0.00,2016.00,356.00,1660.00,5448.00,-3832.00,9280.00,-532.00,1256.00,17540.00,1752.00,328.00,-576.00,2000.00,6515.00,-6972.00,15277.00,7996.00,0.00,309.00
1974:Q4,161013.00,136552.00,15481.00,8980.00,165405.00,136585.00,28820.00,0.00,-36.00,-4356.00,-5600.00,0.00,-5600.00,26948.00,0.00,0.00,-3912.00,7728.00,8944.00,0.00,-100.00,7872.00,400.00,10932.00,6868.00,4064.00,-2972.00,0.00,-488.00,436.00,-812.00,0.00,3480.00,3312.00,32548.00,-548.00,0.00,0.00,3592.00,364.00,3228.00,11772.00,3380.00,8392.00,-432.00,2140.00,15108.00,916.00,864.00,52.00,0.00,1244.00,33.00,13339.00,8980.00,0.00,4392.00
1975:Q1,150405.00,124888.00,15529.00,9988.00,168294.00,141369.00,26925.00,0.00,-48.00,-17841.00,-22096.00,0.00,-22096.00,5156.00,0.00,0.00,-21708.00,-6808.00,376.00,0.00,-100.00,26288.00,600.00,24200.00,19612.00,4588.00,568.00,0.00,920.00,148.00,2608.00,0.00,3240.00,1112.00,27252.00,1300.00,304.00,0.00,8728.00,296.00,8432.00,-200.00,-4928.00,4728.00,-708.00,-752.00,16088.00,2492.00,608.00,-116.00,2000.00,4255.00,16481.00,11396.00,9988.00,0.00,17889.00
1975:Q2,141902.00,115245.00,14873.00,11784.00,163356.00,136827.00,26529.00,0.00,-60.00,-21394.00,-28716.00,0.00,-28716.00,716.00,0.00,0.00,-16520.00,5108.00,3312.00,0.00,-100.00,1492.00,600.00,1560.00,-7260.00,8820.00,-488.00,0.00,-180.00,-208.00,2368.00,0.00,1784.00,3480.00,29432.00,116.00,-800.00,0.00,5416.00,532.00,4884.00,8288.00,8008.00,280.00,-944.00,892.00,15960.00,504.00,476.00,28.00,0.00,7322.00,21582.00,11656.00,11784.00,0.00,21454.00
1975:Q3,143797.00,122055.00,15090.00,6652.00,162186.00,134098.00,28088.00,0.00,-60.00,-18329.00,-6392.00,0.00,-6392.00,17220.00,0.00,0.00,16460.00,-440.00,1136.00,0.00,-52.00,-4420.00,400.00,-2892.00,-6544.00,3652.00,-1732.00,0.00,-196.00,44.00,3964.00,0.00,184.00,344.00,23612.00,1332.00,1800.00,0.00,5140.00,76.00,5064.00,8076.00,7984.00,92.00,-1312.00,1976.00,5980.00,620.00,800.00,-180.00,0.00,-11937.00,12043.00,12998.00,6652.00,0.00,18389.00
1975:Q4,151462.00,128730.00,14588.00,8144.00,173085.00,142531.00,30554.00,0.00,-60.00,-21563.00,-31148.00,0.00,-31148.00,10864.00,0.00,0.00,-17668.00,5676.00,1000.00,0.00,-48.00,10428.00,400.00,6124.00,3176.00,2948.00,1292.00,0.00,2612.00,304.00,3272.00,0.00,2424.00,5476.00,42012.00,644.00,2000.00,0.00,10900.00,608.00,10292.00,10156.00,4372.00,5784.00,-720.00,1048.00,18948.00,-964.00,732.00,304.00,-2000.00,9585.00,13801.00,15966.00,8144.00,0.00,21623.00
1976:Q1,161820.00,138938.00,15638.00,7244.00,174972.00,143588.00,31384.00,0.00,-60.00,-13092.00,-22724.00,0.00,-22724.00,16828.00,0.00,0.00,-2604.00,-2008.00,-5576.00,0.00,-100.00,11268.00,300.00,9740.00,540.00,9200.00,304.00,0.00,924.00,-140.00,3796.00,0.00,6308.00,5884.00,39552.00,3108.00,2624.00,0.00,10012.00,592.00,9420.00,7360.00,3820.00,3540.00,448.00,-520.00,15692.00,828.00,620.00,208.00,0.00,9632.00,4650.00,15746.00,7244.00,0.00,13152.00
1976:Q2,169881.00,147116.00,15609.00,7156.00,178875.00,146621.00,32254.00,0.00,-48.00,-8946.00,-34104.00,0.00,-34104.00,2608.00,4.00,0.00,-14864.00,4456.00,-1740.00,0.00,-52.00,9520.00,300.00,6296.00,2744.00,3552.00,1244.00,0.00,1680.00,348.00,408.00,0.00,184.00,4344.00,36712.00,6312.00,2052.00,0.00,6240.00,852.00,5388.00,11820.00,7364.00,4456.00,232.00,732.00,8068.00,1256.00,1456.00,-600.00,400.00,25158.00,-495.00,16645.00,7156.00,0.00,8994.00
1976:Q3,181923.00,155848.00,15435.00,10640.00,184329.00,151775.00,32554.00,0.00,-48.00,-2358.00,11388.00,0.00,11388.00,37836.00,0.00,0.00,7728.00,3916.00,-2940.00,0.00,-48.00,18976.00,300.00,17144.00,7448.00,9696.00,288.00,0.00,1244.00,464.00,-72.00,0.00,5816.00,3996.00,26448.00,1632.00,-712.00,0.00,11196.00,880.00,10316.00,1052.00,-2032.00,3084.00,688.00,-1628.00,13308.00,912.00,1380.00,-68.00,-400.00,-13746.00,-4073.00,17119.00,10640.00,0.00,2406.00
1976:Q4,185510.00,162679.00,15383.00,7448.00,189336.00,156076.00,33260.00,0.00,-48.00,-3778.00,-27188.00,0.00,-27188.00,22424.00,0.00,0.00,-13660.00,11692.00,2660.00,0.00,-100.00,16928.00,300.00,15228.00,2496.00,12732.00,424.00,0.00,976.00,8.00,-696.00,0.00,2432.00,3160.00,49612.00,-828.00,2712.00,0.00,9564.00,568.00,8996.00,24696.00,17952.00,6744.00,52.00,1408.00,10728.00,1280.00,952.00,-72.00,400.00,23410.00,-6603.00,17877.00,7448.00,0.00,3826.00
1977:Q1,199156.00,176433.00,15015.00,7708.00,191134.00,155354.00,35780.00,0.00,-52.00,8074.00,9027.00,0.00,9027.00,21991.00,-240.00,0.00,-4276.00,-6132.00,-2208.00,0.00,-100.00,28132.00,400.00,25144.00,11244.00,13900.00,452.00,0.00,2136.00,588.00,1320.00,0.00,988.00,3919.00,12964.00,1448.00,3384.00,0.00,3524.00,1304.00,2220.00,-3560.00,-9900.00,6340.00,776.00,-596.00,7520.00,468.00,740.00,-272.00,0.00,-953.00,-21079.00,20765.00,7708.00,0.00,-8022.00
1977:Q2,207701.00,183041.00,16204.00,8456.00,198859.00,161906.00,36953.00,0.00,-60.00,8902.00,2151.00,0.00,2151.00,36415.00,0.00,0.00,-3104.00,4128.00,5828.00,0.00,-52.00,24140.00,400.00,15016.00,2224.00,12792.00,2868.00,116.00,5740.00,-192.00,1100.00,0.00,708.00,3859.00,34264.00,96.00,5776.00,0.00,7500.00,832.00,6668.00,4820.00,1404.00,3416.00,468.00,-828.00,15132.00,1300.00,908.00,392.00,0.00,6751.00,-21135.00,20749.00,8456.00,0.00,-8842.00
1977:Q3,208312.00,182903.00,17245.00,8164.00,200455.00,162325.00,38130.00,0.00,-72.00,7929.00,38403.00,0.00,38403.00,68463.00,0.00,0.00,24196.00,1460.00,-5476.00,0.00,-48.00,39912.00,400.00,32700.00,-3716.00,36416.00,2944.00,112.00,3756.00,-184.00,556.00,0.00,3956.00,4091.00,30060.00,-448.00,-2964.00,0.00,8104.00,584.00,7520.00,14556.00,8668.00,5888.00,1188.00,-2224.00,11048.00,800.00,972.00,-172.00,0.00,-30474.00,-20578.00,20885.00,8164.00,0.00,-7857.00
1977:Q4,214681.00,187393.00,19168.00,8120.00,195746.00,157809.00,37937.00,0.00,-72.00,19007.00,34555.00,0.00,34555.00,65947.00,-244.00,0.00,-20096.00,15948.00,3180.00,0.00,-100.00,59668.00,400.00,50044.00,22896.00,27148.00,4572.00,116.00,4536.00,388.00,2320.00,0.00,1840.00,3043.00,31392.00,-68.00,-936.00,0.00,3336.00,-460.00,3796.00,15244.00,12044.00,3200.00,-800.00,-228.00,13664.00,1180.00,860.00,-80.00,400.00,-15548.00,-29584.00,18769.00,8120.00,0.00,-18935.00
1978:Q1,232081.00,203282.00,20379.00,8420.00,207071.00,164599.00,42472.00,0.00,-84.00,25094.00,27987.00,0.00,27987.00,55615.00,4.00,0.00,-17580.00,-5340.00,6732.00,0.00,2800.00,57416.00,400.00,55140.00,48536.00,6604.00,896.00,112.00,868.00,592.00,1364.00,0.00,4204.00,5423.00,27628.00,-748.00,5140.00,0.00,5700.00,348.00,5352.00,-2136.00,3692.00,-5828.00,-892.00,-200.00,19024.00,1740.00,1168.00,172.00,400.00,-2893.00,-38683.00,22093.00,8420.00,0.00,-25010.00
1978:Q2,241655.00,208840.00,23835.00,8980.00,228800.00,186216.00,42584.00,0.00,-84.00,12939.00,2999.00,0.00,2999.00,27307.00,0.00,0.00,19424.00,2388.00,3052.00,0.00,2536.00,-15084.00,400.00,-20064.00,-15744.00,-4320.00,1612.00,116.00,2852.00,1000.00,3856.00,0.00,884.00,9251.00,24308.00,-992.00,604.00,0.00,5724.00,1016.00,4708.00,9264.00,5904.00,3360.00,-332.00,-200.00,14880.00,-4640.00,568.00,-48.00,-5160.00,9940.00,-22624.00,18749.00,8980.00,0.00,-12855.00
1978:Q3,248927.00,215062.00,25349.00,8516.00,237541.00,191302.00,46239.00,0.00,-84.00,11470.00,44203.00,0.00,44203.00,69803.00,0.00,0.00,38680.00,-1252.00,920.00,0.00,116.00,14180.00,400.00,8100.00,-1648.00,9748.00,3540.00,112.00,2028.00,1476.00,-104.00,0.00,5308.00,10479.00,25600.00,-460.00,-2316.00,0.00,3496.00,1568.00,1928.00,14416.00,19092.00,-4676.00,112.00,-200.00,9728.00,824.00,768.00,-88.00,144.00,-32733.00,-23760.00,20890.00,8516.00,0.00,-11386.00
1978:Q4,260389.00,221816.00,29121.00,9452.00,259127.00,205415.00,53712.00,0.00,-96.00,1358.00,-10493.00,0.00,-10493.00,74311.00,-260.00,0.00,-18832.00,12168.00,6292.00,0.00,3052.00,61272.00,660.00,59904.00,46040.00,13864.00,-956.00,116.00,1548.00,-2044.00,164.00,0.00,6068.00,6431.00,84804.00,-988.00,6368.00,0.00,5120.00,1200.00,3920.00,53492.00,44380.00,9112.00,-292.00,-172.00,19164.00,2112.00,964.00,488.00,660.00,11851.00,-16401.00,24591.00,9452.00,0.00,-1262.00
1979:Q1,271097.00,229827.00,31938.00,9332.00,269287.00,211669.00,57618.00,0.00,-96.00,1906.00,-1712.00,0.00,-1712.00,54796.00,0.00,4556.00,72428.00,-9920.00,1776.00,0.00,-920.00,-22236.00,2140.00,-25072.00,-29972.00,4900.00,-24.00,132.00,588.00,1760.00,1696.00,0.00,-560.00,6216.00,56508.00,14340.00,20920.00,0.00,4420.00,904.00,3516.00,-8540.00,-13820.00,5280.00,116.00,-1072.00,22788.00,3536.00,652.00,188.00,2696.00,3618.00,-18158.00,25680.00,9332.00,0.00,-1810.00
1979:Q2,287712.00,243097.00,34655.00,9960.00,285012.00,220906.00,64106.00,0.00,-108.00,2808.00,-43356.00,0.00,-43356.00,9916.00,0.00,0.00,21312.00,12576.00,-3812.00,0.00,4012.00,-46304.00,2000.00,-51668.00,-52656.00,988.00,444.00,132.00,2788.00,2148.00,1104.00,0.00,5464.00,13416.00,53272.00,-1288.00,-1488.00,0.00,2688.00,540.00,2148.00,18056.00,7996.00,10060.00,-180.00,1960.00,29900.00,3624.00,584.00,-68.00,3108.00,46164.00,-22191.00,29451.00,9960.00,0.00,-2700.00
1979:Q3,305258.00,257307.00,37319.00,10632.00,307691.00,234278.00,73413.00,0.00,-108.00,-2325.00,-5836.00,0.00,-5836.00,89792.00,0.00,0.00,27008.00,5288.00,5680.00,0.00,228.00,33456.00,2000.00,26112.00,19536.00,6576.00,1568.00,132.00,3644.00,2324.00,548.00,0.00,1732.00,13528.00,95628.00,-11116.00,21172.00,0.00,9832.00,2940.00,6892.00,41764.00,26848.00,14916.00,2432.00,3884.00,30688.00,-3028.00,532.00,-164.00,-3396.00,3511.00,-23029.00,36094.00,10632.00,0.00,2433.00
1979:Q4,334399.00,280466.00,41649.00,12284.00,331812.00,253665.00,78147.00,0.00,-120.00,2707.00,-36588.00,0.00,-36588.00,-21212.00,-260.00,0.00,-39600.00,15840.00,956.00,0.00,3428.00,-16928.00,1648.00,-22872.00,-15424.00,-7448.00,192.00,132.00,3972.00,1716.00,772.00,0.00,-1488.00,14352.00,15376.00,2332.00,-1476.00,0.00,4556.00,2308.00,2248.00,-11812.00,-8804.00,-3008.00,1732.00,1404.00,23908.00,-5268.00,440.00,-56.00,-5652.00,39295.00,-26801.00,36498.00,12284.00,0.00,-2587.00
1980:Q1,362749.00,304312.00,45585.00,12852.00,352082.00,268508.00,83574.00,0.00,-120.00,10787.00,-2836.00,0.00,-2836.00,60652.00,0.00,4608.00,29588.00,-736.00,-1036.00,0.00,-1456.00,6088.00,952.00,-8228.00,-16504.00,8276.00,4596.00,132.00,8636.00,2256.00,7984.00,0.00,72.00,13284.00,63488.00,13072.00,12632.00,0.00,3076.00,2656.00,420.00,1892.00,-10968.00,12860.00,2728.00,2320.00,23792.00,3976.00,864.00,-656.00,3768.00,13623.00,-35804.00,37989.00,12852.00,0.00,-10667.00
1980:Q2,347166.00,292598.00,43812.00,10756.00,357012.00,277389.00,79623.00,0.00,-128.00,-9718.00,-42164.00,0.00,-42164.00,13228.00,0.00,0.00,-94900.00,17640.00,3980.00,0.00,1988.00,22132.00,1000.00,12356.00,14984.00,-2628.00,184.00,132.00,8460.00,8464.00,1132.00,0.00,29768.00,23024.00,55392.00,-2008.00,6932.00,0.00,4892.00,1256.00,3636.00,26804.00,13060.00,13744.00,1912.00,3544.00,14220.00,-904.00,684.00,-196.00,-1392.00,32446.00,-15209.00,35811.00,10756.00,0.00,9846.00
1980:Q3,331384.00,279201.00,40455.00,11728.00,359542.00,284673.00,74869.00,0.00,-132.00,-28026.00,-43836.00,0.00,-43836.00,14476.00,0.00,0.00,-16720.00,-13296.00,-3056.00,0.00,1128.00,27552.00,1000.00,14064.00,10152.00,3912.00,2508.00,140.00,9840.00,-1220.00,192.00,0.00,1044.00,18852.00,58312.00,4436.00,-9428.00,0.00,1528.00,1188.00,340.00,26180.00,18704.00,7476.00,3436.00,8816.00,20604.00,2740.00,1148.00,-36.00,1628.00,15810.00,5472.00,34414.00,11728.00,0.00,28158.00
1980:Q4,364112.00,299200.00,49776.00,15136.00,370819.00,292517.00,78302.00,0.00,-132.00,-6575.00,-28068.00,0.00,-28068.00,60776.00,0.00,0.00,-15856.00,7552.00,4016.00,0.00,-532.00,44160.00,736.00,31220.00,27456.00,3764.00,2892.00,136.00,9176.00,-3044.00,7620.00,0.00,4348.00,12512.00,88844.00,17116.00,7780.00,0.00,4920.00,4508.00,412.00,27048.00,26324.00,724.00,1388.00,-7404.00,33132.00,4864.00,484.00,-80.00,4460.00,21493.00,-6683.00,28526.00,15136.00,0.00,6707.00
1981:Q1,389538.00,319724.00,54337.00,15477.00,391208.00,305468.00,85740.00,0.00,-128.00,-1542.00,-32812.00,0.00,-32812.00,45900.00,400.00,4372.00,-22732.00,-7104.00,-3468.00,0.00,-1276.00,47272.00,-1336.00,34512.00,18656.00,15856.00,2324.00,132.00,11640.00,12840.00,6592.00,0.00,-3580.00,12584.00,78712.00,18116.00,26140.00,0.00,7372.00,6112.00,1260.00,6248.00,-8272.00,14520.00,632.00,7844.00,11836.00,524.00,780.00,-672.00,416.00,31270.00,-14256.00,31403.00,15477.00,0.00,1670.00
1981:Q2,398029.00,321963.00,59733.00,16333.00,398200.00,308454.00,89746.00,0.00,-120.00,-51.00,-14924.00,0.00,-14924.00,58328.00,0.00,0.00,8580.00,9688.00,4200.00,0.00,-2188.00,4896.00,-1200.00,-5348.00,-10124.00,4776.00,2620.00,132.00,8692.00,1460.00,11612.00,0.00,-1096.00,21176.00,73252.00,3620.00,4792.00,0.00,9680.00,4324.00,5356.00,23680.00,7612.00,16068.00,900.00,-6196.00,25720.00,11056.00,1292.00,708.00,9056.00,14873.00,-13509.00,30013.00,16333.00,0.00,171.00
1981:Q3,391172.00,309897.00,63214.00,18061.00,398245.00,302337.00,95908.00,0.00,-120.00,-6953.00,-4796.00,0.00,-4796.00,45032.00,8.00,0.00,22524.00,1180.00,-2004.00,0.00,-512.00,-5228.00,-1200.00,-20252.00,-29436.00,9184.00,2524.00,136.00,13564.00,10796.00,376.00,0.00,-4128.00,22020.00,49828.00,16.00,3272.00,0.00,6020.00,2096.00,3924.00,15968.00,13060.00,2908.00,-1136.00,-1464.00,11780.00,15372.00,1264.00,-124.00,14232.00,-2157.00,-7560.00,32694.00,18061.00,0.00,7073.00
1981:Q4,396805.00,319447.00,59073.00,18285.00,401396.00,304694.00,96702.00,0.00,-120.00,-4471.00,-1856.00,0.00,-1856.00,44900.00,4.00,0.00,-51312.00,-12668.00,10360.00,0.00,4012.00,29388.00,-1436.00,22872.00,11784.00,11088.00,-1240.00,132.00,9060.00,18496.00,736.00,0.00,880.00,45004.00,46756.00,-1048.00,7472.00,0.00,14372.00,2964.00,11408.00,10384.00,-292.00,10676.00,456.00,1108.00,12488.00,1524.00,1232.00,-572.00,864.00,-2615.00,-14753.00,37629.00,18285.00,0.00,4591.00
1982:Q1,390873.00,309477.00,62332.00,19064.00,391526.00,293202.00,98324.00,0.00,-120.00,-533.00,52332.00,0.00,52332.00,105141.00,4.00,0.00,88344.00,-15772.00,7096.00,0.00,1864.00,11760.00,-1764.00,-120.00,-20568.00,20448.00,-280.00,132.00,13792.00,5012.00,3568.00,0.00,-5352.00,8617.00,52809.00,4356.00,21452.00,0.00,5508.00,2208.00,3300.00,1092.00,-8960.00,10052.00,-788.00,-13076.00,23421.00,10844.00,852.00,252.00,9740.00,-52865.00,-16275.00,35992.00,19064.00,0.00,653.00
1982:Q2,384475.00,299115.00,66255.00,19105.00,401911.00,294728.00,107183.00,0.00,-116.00,-17320.00,-19564.00,0.00,-19564.00,39317.00,4.00,0.00,-37648.00,11724.00,17116.00,0.00,2904.00,24420.00,-1600.00,-4.00,-5364.00,5360.00,2112.00,136.00,23776.00,2456.00,3780.00,0.00,2776.00,11785.00,58881.00,4528.00,4448.00,0.00,8304.00,6876.00,1428.00,6828.00,-7836.00,14664.00,452.00,-1872.00,14485.00,21708.00,1140.00,900.00,19668.00,2244.00,-4387.00,40928.00,19105.00,0.00,17436.00
1982:Q3,395119.00,309282.00,66423.00,19414.00,381084.00,279634.00,101450.00,0.00,-108.00,14143.00,17952.00,0.00,17952.00,2597.00,4.00,0.00,-50032.00,-6204.00,4384.00,0.00,1096.00,33456.00,-1600.00,24980.00,11032.00,13948.00,-1556.00,132.00,11500.00,11324.00,1592.00,0.00,-4420.00,11397.00,-15355.00,3176.00,-28508.00,0.00,12356.00,-656.00,13012.00,11540.00,-3100.00,14640.00,576.00,-2204.00,6953.00,-19244.00,1028.00,208.00,-20480.00,-3809.00,-29648.00,35027.00,19414.00,0.00,-14035.00
1982:Q4,379545.00,294860.00,62923.00,21762.00,362291.00,265275.00,97016.00,0.00,-108.00,17362.00,29244.00,0.00,29244.00,102153.00,0.00,0.00,14568.00,5480.00,12896.00,0.00,464.00,34792.00,-1884.00,26372.00,16156.00,10216.00,-1720.00,132.00,11892.00,184.00,5676.00,0.00,9352.00,18741.00,72909.00,7796.00,10624.00,0.00,7752.00,-972.00,8724.00,11632.00,-2136.00,13768.00,5228.00,1144.00,27861.00,872.00,1008.00,84.00,-220.00,-11882.00,-29585.00,34093.00,21762.00,0.00,-17254.00
1983:Q1,372403.00,295250.00,59753.00,17400.00,364505.00,270701.00,93804.00,0.00,-108.00,8006.00,-35080.00,0.00,-35080.00,12416.00,0.00,0.00,-25952.00,3548.00,-4824.00,0.00,248.00,30864.00,4464.00,23700.00,12572.00,11128.00,-1732.00,136.00,4296.00,5420.00,10428.00,0.00,-12336.00,5020.00,47496.00,3148.00,8900.00,0.00,9280.00,6932.00,2348.00,4132.00,17708.00,-13576.00,3848.00,-636.00,8096.00,10728.00,1660.00,308.00,8760.00,43086.00,-24549.00,34051.00,17400.00,0.00,-7898.00
1983:Q2,398945.00,317950.00,62051.00,18944.00,371307.00,272515.00,98792.00,0.00,-104.00,27742.00,29596.00,0.00,29596.00,62340.00,0.00,0.00,2848.00,8132.00,2944.00,0.00,-112.00,26276.00,-1252.00,20444.00,10268.00,10176.00,28.00,132.00,6924.00,7760.00,4540.00,0.00,-3196.00,13148.00,32744.00,-64.00,-3716.00,0.00,11288.00,7080.00,4208.00,7148.00,1516.00,5632.00,7044.00,-4560.00,13092.00,2512.00,900.00,152.00,1460.00,-1854.00,-45435.00,36741.00,18944.00,0.00,-27638.00
