date,FA263192005.Q,FA263192101.Q,FA263192113.Q,FA263192125.Q,FA263192193.Q,FA263192305.Q,FA263192313.Q,FA263092313.Q,FA103092005.Q,FA263192193.Q,FA763092000.Q,FA513092003.Q,FA543092073.Q,FA613092003.Q,FA663092003.Q,FA103192005.Q,FA263092193.Q,FA115114005.Q,FA753192003.Q,FA513192003.Q,FA543192073.Q,FA613192003.Q,FA663192003.Q,FA503192003.Q,FA263092001.Q,FA263092101.Q,FA263092113.Q,FA263092125.Q,FA263092193.Q,FA263092303.Q,FA263092323.Q,FA263192323.Q,FA263192035.Q,FA263192101.Q,FA263192345.Q,FA263192313.Q,FA263192323.Q,FA263092035.Q,FA263092101.Q,FA263092345.Q,FA263092313.Q,FA263092323.Q
2003:Q1,90624.00,130344.00,37104.00,93240.00,19908.00,-39720.00,-16084.00,23636.00,71053.00,19908.00,5419.00,3848.00,-96.00,-1532.00,11932.00,66700.00,10560.00,-96.00,15284.00,-8516.00,28.00,71828.00,2872.00,576.00,148676.00,186844.00,146820.00,40024.00,10560.00,-38168.00,-25464.00,12704.00,126964.00,130344.00,-3380.00,-16084.00,12704.00,185016.00,186844.00,-1828.00,23636.00,-25464.00
2003:Q2,186048.00,144976.00,30044.00,114932.00,20084.00,41072.00,43776.00,2704.00,160469.00,20084.00,4927.00,9940.00,1464.00,1664.00,7584.00,-22024.00,10644.00,160.00,-504.00,4684.00,-6940.00,12.00,2872.00,-100.00,-21840.00,-4004.00,26920.00,-30924.00,10644.00,-17832.00,-1588.00,16244.00,204996.00,144976.00,60020.00,43776.00,16244.00,-2888.00,-4004.00,1116.00,2704.00,-1588.00
2003:Q3,162388.00,147316.00,17792.00,129524.00,20300.00,15072.00,19864.00,4792.00,137355.00,20300.00,5117.00,8200.00,788.00,1992.00,8936.00,-7960.00,10644.00,-192.00,-584.00,-1696.00,-1952.00,3200.00,2872.00,16.00,-6296.00,65948.00,38556.00,27392.00,10644.00,-72244.00,-42072.00,30172.00,197352.00,147316.00,50036.00,19864.00,30172.00,28668.00,65948.00,-37280.00,4792.00,-42072.00
2003:Q4,159184.00,202044.00,56996.00,145048.00,20552.00,-42860.00,24528.00,67388.00,132203.00,20552.00,10577.00,-7748.00,1364.00,4992.00,17796.00,123196.00,10568.00,-196.00,2476.00,17376.00,-11792.00,124.00,2872.00,408.00,134464.00,182048.00,161384.00,20664.00,10568.00,-47584.00,-14840.00,32744.00,259316.00,202044.00,57272.00,24528.00,32744.00,234596.00,182048.00,52548.00,67388.00,-14840.00
2004:Q1,309132.00,280876.00,121188.00,159688.00,21096.00,28256.00,65132.00,36876.00,230210.00,21096.00,6174.00,24340.00,-728.00,2292.00,46844.00,79808.00,10616.00,4.00,1284.00,3052.00,272.00,15860.00,3088.00,632.00,104000.00,69884.00,49652.00,20232.00,10616.00,34116.00,65600.00,31484.00,377492.00,280876.00,96616.00,65132.00,31484.00,172360.00,69884.00,102476.00,36876.00,65600.00
2004:Q2,301508.00,271668.00,119952.00,151716.00,21320.00,29840.00,46768.00,16928.00,249932.00,21320.00,12372.00,12452.00,3792.00,3748.00,19212.00,59744.00,10384.00,-724.00,4744.00,-5048.00,55456.00,13412.00,3088.00,-40.00,130632.00,164592.00,103948.00,60644.00,10384.00,-33956.00,-7140.00,26816.00,345252.00,271668.00,73584.00,46768.00,26816.00,174380.00,164592.00,9788.00,16928.00,-7140.00
2004:Q3,207992.00,195092.00,22512.00,172580.00,21432.00,12900.00,46800.00,33896.00,179112.00,21432.00,6796.00,12528.00,3548.00,1640.00,4368.00,66488.00,10024.00,-240.00,48104.00,-5948.00,15732.00,9232.00,3088.00,-4.00,136452.00,138072.00,67892.00,70180.00,10024.00,-1620.00,29260.00,30880.00,272772.00,195092.00,77680.00,46800.00,30880.00,201228.00,138072.00,63156.00,33896.00,29260.00
2004:Q4,446256.00,437100.00,269452.00,167648.00,21424.00,9156.00,69120.00,59964.00,430314.00,21424.00,7274.00,-12900.00,604.00,-43180.00,64144.00,177876.00,9536.00,132.00,17472.00,-11444.00,11776.00,13364.00,3088.00,516.00,212780.00,197188.00,150124.00,47064.00,9536.00,15592.00,26392.00,10800.00,517020.00,437100.00,79920.00,69120.00,10800.00,283544.00,197188.00,86356.00,59964.00,26392.00
2005:Q1,235196.00,229956.00,82208.00,147748.00,21256.00,5240.00,17328.00,12088.00,215766.00,21256.00,-6438.00,4136.00,1456.00,316.00,19960.00,105016.00,8900.00,1032.00,21732.00,11484.00,2128.00,15996.00,-2600.00,696.00,155484.00,145948.00,102636.00,43312.00,8900.00,9536.00,-1048.00,-10584.00,236700.00,229956.00,6744.00,17328.00,-10584.00,156988.00,145948.00,11040.00,12088.00,-1048.00
2005:Q2,166192.00,180172.00,70112.00,110060.00,21040.00,-13980.00,-7284.00,6696.00,121921.00,21040.00,2215.00,29556.00,2372.00,9108.00,1020.00,-42444.00,8232.00,-236.00,8488.00,-9780.00,4400.00,5968.00,-2600.00,188.00,-36016.00,68676.00,-3800.00,72476.00,8232.00,-104692.00,-47096.00,57596.00,230484.00,180172.00,50312.00,-7284.00,57596.00,28276.00,68676.00,-40400.00,6696.00,-47096.00
2005:Q3,-48652.00,-89236.00,10464.00,-99700.00,20752.00,40584.00,40192.00,-392.00,-79067.00,20752.00,6627.00,9616.00,6156.00,8268.00,-252.00,151460.00,7524.00,-516.00,3416.00,-9496.00,4984.00,4800.00,-2600.00,16.00,152064.00,74136.00,69056.00,5080.00,7524.00,77928.00,92376.00,14448.00,-34596.00,-89236.00,54640.00,40192.00,14448.00,166120.00,74136.00,91984.00,-392.00,92376.00
2005:Q4,-207792.00,-114412.00,84964.00,-199376.00,20416.00,-93384.00,-67712.00,25668.00,-159863.00,20416.00,-209.00,-84.00,-4416.00,188.00,-43408.00,180824.00,6804.00,-44.00,3784.00,7228.00,-10104.00,-1508.00,-2600.00,1440.00,179020.00,161076.00,115008.00,46068.00,6804.00,17944.00,15180.00,-2764.00,-184888.00,-114412.00,-70476.00,-67712.00,-2764.00,201924.00,161076.00,40848.00,25668.00,15180.00
2006:Q1,235204.00,288724.00,86032.00,202692.00,20812.00,-53520.00,54728.00,108252.00,198677.00,20812.00,315.00,5944.00,-2348.00,8924.00,23692.00,139816.00,6644.00,-192.00,25584.00,17536.00,6560.00,6404.00,-19384.00,1104.00,177428.00,194536.00,103976.00,90560.00,6644.00,-17108.00,26888.00,43996.00,387448.00,288724.00,98724.00,54728.00,43996.00,329676.00,194536.00,135140.00,108252.00,26888.00
2006:Q2,140640.00,174608.00,-29860.00,204468.00,20756.00,-33964.00,1584.00,35548.00,128505.00,20756.00,2399.00,-436.00,-348.00,3208.00,7312.00,214464.00,6208.00,-2924.00,5136.00,2116.00,39968.00,6008.00,-2920.00,596.00,262444.00,185656.00,80500.00,105156.00,6208.00,76788.00,124448.00,47660.00,223852.00,174608.00,49244.00,1584.00,47660.00,345652.00,185656.00,159996.00,35548.00,124448.00
2006:Q3,288596.00,284984.00,50808.00,234176.00,20676.00,3616.00,10928.00,7312.00,266840.00,20676.00,-5656.00,11692.00,3264.00,4784.00,7672.00,183492.00,5796.00,-712.00,18012.00,10444.00,12612.00,3204.00,-5096.00,24.00,221980.00,154320.00,62020.00,92300.00,5796.00,67660.00,72756.00,5096.00,301008.00,284984.00,16024.00,10928.00,5096.00,234388.00,154320.00,80068.00,7312.00,72756.00
2006:Q4,315248.00,316932.00,88900.00,228032.00,20564.00,-1688.00,-20416.00,-18732.00,282662.00,20564.00,-3726.00,-4820.00,2644.00,14884.00,23604.00,230356.00,5412.00,228.00,6448.00,62464.00,-1700.00,5332.00,6912.00,712.00,310752.00,202060.00,213612.00,-11552.00,5412.00,108692.00,84108.00,-24584.00,271932.00,316932.00,-45000.00,-20416.00,-24584.00,267436.00,202060.00,65376.00,-18732.00,84108.00
2007:Q1,404896.00,483348.00,250504.00,232844.00,20520.00,-78452.00,11628.00,90080.00,299945.00,20520.00,34343.00,16816.00,6268.00,20752.00,26772.00,208644.00,5684.00,-8.00,13836.00,-27824.00,-1636.00,-16972.00,23356.00,600.00,199996.00,219916.00,123992.00,95924.00,5684.00,-19920.00,133788.00,153708.00,648684.00,483348.00,165336.00,11628.00,153708.00,443784.00,219916.00,223868.00,90080.00,133788.00
2007:Q2,354948.00,408148.00,207040.00,201108.00,20496.00,-53200.00,-12532.00,40664.00,185052.00,20496.00,35436.00,18576.00,4416.00,55076.00,56392.00,203348.00,5428.00,8.00,15080.00,23584.00,9888.00,2600.00,6944.00,600.00,262052.00,213496.00,148920.00,64576.00,5428.00,48552.00,65516.00,16964.00,412580.00,408148.00,4432.00,-12532.00,16964.00,319676.00,213496.00,106180.00,40664.00,65516.00
2007:Q3,309396.00,318980.00,68152.00,250828.00,20512.00,-9588.00,25204.00,34788.00,236493.00,20512.00,32023.00,11220.00,6440.00,18068.00,5152.00,273156.00,5080.00,-988.00,47532.00,27764.00,-2212.00,-7972.00,7052.00,600.00,344932.00,274616.00,231276.00,43340.00,5080.00,70312.00,133816.00,63500.00,407684.00,318980.00,88704.00,25204.00,63500.00,443220.00,274616.00,168604.00,34788.00,133816.00
2007:Q4,586916.00,515036.00,277704.00,237332.00,20556.00,71884.00,66344.00,-5540.00,506671.00,20556.00,29277.00,23932.00,6060.00,11824.00,9152.00,163292.00,4664.00,172.00,-79668.00,4744.00,-10012.00,-12.00,-1432.00,600.00,77684.00,53644.00,64824.00,-11180.00,4664.00,24044.00,105476.00,81432.00,662812.00,515036.00,147776.00,66344.00,81432.00,153580.00,53644.00,99936.00,-5540.00,105476.00
2008:Q1,368796.00,359044.00,139284.00,219760.00,20732.00,9748.00,75844.00,66092.00,302738.00,20732.00,1406.00,8064.00,7340.00,35320.00,13928.00,224916.00,3804.00,-988.00,37676.00,10012.00,15640.00,18572.00,47748.00,600.00,354176.00,284860.00,224960.00,59900.00,3804.00,69316.00,57848.00,-11468.00,423420.00,359044.00,64376.00,75844.00,-11468.00,408800.00,284860.00,123940.00,66092.00,57848.00
2008:Q2,380560.00,362536.00,75196.00,287340.00,20784.00,18024.00,43388.00,25364.00,338959.00,20784.00,-887.00,10060.00,3012.00,22804.00,6612.00,186912.00,3576.00,36.00,19256.00,28352.00,-7892.00,-2464.00,41748.00,600.00,266548.00,178564.00,93992.00,84572.00,3576.00,87984.00,125412.00,37428.00,443352.00,362536.00,80816.00,43388.00,37428.00,329340.00,178564.00,150776.00,25364.00,125412.00
2008:Q3,266840.00,371496.00,91680.00,279816.00,20808.00,-104656.00,-54856.00,49800.00,207984.00,20808.00,13932.00,10516.00,6424.00,19428.00,8556.00,123520.00,3612.00,840.00,-120.00,12204.00,5924.00,17076.00,90908.00,600.00,250952.00,288588.00,244516.00,44072.00,3612.00,-37636.00,-15476.00,22156.00,338796.00,371496.00,-32700.00,-54856.00,22156.00,322912.00,288588.00,34324.00,49800.00,-15476.00
2008:Q4,300124.00,347444.00,201992.00,145452.00,20816.00,-47316.00,-180564.00,-133248.00,200871.00,20816.00,55793.00,-1292.00,1704.00,19100.00,23948.00,223000.00,3912.00,-692.00,42196.00,8840.00,36380.00,15724.00,42640.00,600.00,368688.00,427432.00,459428.00,-31996.00,3912.00,-58740.00,-24300.00,34440.00,201320.00,347444.00,-146124.00,-180564.00,34440.00,269884.00,427432.00,-157548.00,-133248.00,-24300.00
2009:Q1,291568.00,203096.00,35736.00,167360.00,21864.00,88472.00,84040.00,-4432.00,260104.00,21864.00,8092.00,4216.00,-2340.00,9368.00,12128.00,7240.00,5740.00,-1596.00,14680.00,-41100.00,6696.00,15316.00,-11176.00,600.00,-9340.00,31032.00,74980.00,-43948.00,5740.00,-40376.00,-19456.00,20920.00,308056.00,203096.00,104960.00,84040.00,20920.00,7144.00,31032.00,-23888.00,-4432.00,-19456.00
2009:Q2,263664.00,212976.00,5440.00,207536.00,22316.00,50688.00,143860.00,93172.00,236138.00,22316.00,-12006.00,9896.00,8312.00,10936.00,10388.00,57908.00,6580.00,-152.00,-240.00,11692.00,26820.00,9576.00,14768.00,600.00,120972.00,109292.00,100492.00,8800.00,6580.00,11680.00,4120.00,-7560.00,349276.00,212976.00,136300.00,143860.00,-7560.00,206584.00,109292.00,97292.00,93172.00,4120.00
2009:Q3,345804.00,307076.00,67408.00,239668.00,22712.00,38724.00,80924.00,42200.00,265598.00,22712.00,23806.00,21704.00,4956.00,14188.00,15552.00,163280.00,7268.00,2424.00,17428.00,19704.00,17428.00,6072.00,-7540.00,600.00,219396.00,165000.00,120292.00,44708.00,7268.00,54396.00,35720.00,-18676.00,369324.00,307076.00,62248.00,80924.00,-18676.00,242920.00,165000.00,77920.00,42200.00,35720.00
2009:Q4,340496.00,325084.00,29956.00,295128.00,23032.00,15412.00,-98652.00,-114060.00,317016.00,23032.00,-22972.00,29276.00,-4336.00,9580.00,11932.00,190124.00,7764.00,-128.00,34480.00,19384.00,-6576.00,20420.00,12440.00,600.00,270744.00,288536.00,211492.00,77044.00,7764.00,-17792.00,-15976.00,1820.00,228252.00,325084.00,-96832.00,-98652.00,1820.00,158500.00,288536.00,-130036.00,-114060.00,-15976.00
2010:Q1,380304.00,457340.00,159080.00,298260.00,23304.00,-77036.00,-57912.00,19124.00,374500.00,23304.00,-10472.00,9588.00,3044.00,-3168.00,6812.00,115044.00,7888.00,-172.00,19728.00,268.00,5280.00,-3128.00,9228.00,601.00,146848.00,120120.00,82720.00,37400.00,7888.00,26728.00,22260.00,-4468.00,394960.00,457340.00,-62380.00,-57912.00,-4468.00,161504.00,120120.00,41384.00,19124.00,22260.00
2010:Q2,264524.00,328748.00,30068.00,298680.00,23392.00,-64224.00,-40624.00,23596.00,238691.00,23392.00,5445.00,-6472.00,3992.00,10748.00,12120.00,98623.00,7944.00,296.00,12716.00,9464.00,3068.00,-6736.00,4512.00,601.00,122544.00,124460.00,54464.00,69996.00,7944.00,-1916.00,-11660.00,-9744.00,278380.00,328748.00,-50368.00,-40624.00,-9744.00,136396.00,124460.00,11936.00,23596.00,-11660.00
2010:Q3,333416.00,353388.00,36924.00,316464.00,23344.00,-19972.00,33032.00,53004.00,291144.00,23344.00,10136.00,10492.00,1324.00,3656.00,16664.00,266664.00,7824.00,60.00,13152.00,4380.00,8976.00,33008.00,3220.00,600.00,330060.00,304740.00,225628.00,79112.00,7824.00,25320.00,53456.00,28136.00,414556.00,353388.00,61168.00,33032.00,28136.00,411200.00,304740.00,106460.00,53004.00,53456.00
2010:Q4,226072.00,232680.00,-63872.00,296552.00,23164.00,-6608.00,71692.00,78300.00,309029.00,23164.00,5587.00,-102572.00,-904.00,15908.00,-976.00,147860.00,7552.00,1096.00,3872.00,-2732.00,7836.00,29536.00,35884.00,600.00,223952.00,263272.00,199088.00,64184.00,7552.00,-39320.00,-13296.00,26028.00,330400.00,232680.00,97720.00,71692.00,26028.00,328276.00,263272.00,65004.00,78300.00,-13296.00
2011:Q1,405916.00,366364.00,51408.00,314956.00,22876.00,39552.00,109412.00,69860.00,389751.00,22876.00,3353.00,-7444.00,132.00,8092.00,12032.00,114584.00,6780.00,-432.00,39560.00,5292.00,-17908.00,3496.00,19380.00,600.00,164572.00,154344.00,69768.00,84576.00,6780.00,10228.00,54652.00,44424.00,520200.00,366364.00,153836.00,109412.00,44424.00,278856.00,154344.00,124512.00,69860.00,54652.00
2011:Q2,512192.00,485552.00,160660.00,324892.00,22620.00,26640.00,64660.00,38020.00,475938.00,22620.00,6434.00,880.00,4340.00,12692.00,11908.00,187768.00,6344.00,192.00,15956.00,-8872.00,9952.00,10692.00,25248.00,600.00,241536.00,225872.00,131120.00,94752.00,6344.00,15664.00,33836.00,18172.00,568384.00,485552.00,82832.00,64660.00,18172.00,297728.00,225872.00,71856.00,38020.00,33836.00
2011:Q3,304244.00,339460.00,19416.00,320044.00,22360.00,-35212.00,-8856.00,26356.00,290706.00,22360.00,-25158.00,16672.00,5396.00,10368.00,6260.00,230756.00,5984.00,76.00,39128.00,-4168.00,-26416.00,-972.00,25180.00,600.00,264184.00,188312.00,108412.00,79900.00,5984.00,75868.00,14640.00,-61228.00,269376.00,339460.00,-70084.00,-8856.00,-61228.00,229308.00,188312.00,40996.00,26356.00,14640.00
2011:Q4,453888.00,414756.00,125024.00,289732.00,22116.00,39132.00,3688.00,-35448.00,459237.00,22116.00,-9233.00,-5788.00,3484.00,16936.00,-10748.00,237692.00,5716.00,164.00,9552.00,-932.00,12880.00,11216.00,2808.00,600.00,273980.00,171676.00,116544.00,55132.00,5716.00,102308.00,87524.00,-14784.00,403660.00,414756.00,-11096.00,3688.00,-14784.00,223752.00,171676.00,52076.00,-35448.00,87524.00
2012:Q1,407388.00,321812.00,14388.00,307424.00,21608.00,85576.00,69432.00,-16148.00,369680.00,21608.00,3016.00,-18660.00,8172.00,29040.00,16140.00,185676.00,5396.00,392.00,-26664.00,-7524.00,-5448.00,-7656.00,10028.00,600.00,149404.00,141684.00,58816.00,82868.00,5396.00,7720.00,59300.00,51580.00,442824.00,321812.00,121012.00,69432.00,51580.00,184836.00,141684.00,43152.00,-16148.00,59300.00
2012:Q2,288052.00,322612.00,58656.00,263956.00,21276.00,-34560.00,-33712.00,848.00,274986.00,21276.00,-2022.00,5196.00,4388.00,2508.00,2996.00,207168.00,5164.00,1976.00,8444.00,66320.00,5824.00,-232.00,6776.00,600.00,296876.00,262432.00,179016.00,83416.00,5164.00,34444.00,97124.00,62680.00,351580.00,322612.00,28968.00,-33712.00,62680.00,360404.00,262432.00,97972.00,848.00,97124.00
2012:Q3,324840.00,315000.00,43416.00,271584.00,20984.00,9840.00,-4688.00,-14528.00,311485.00,20984.00,-4277.00,-2252.00,2588.00,8920.00,8376.00,144912.00,4984.00,164.00,5620.00,-4248.00,7556.00,820.00,12148.00,600.00,167572.00,134580.00,47148.00,87432.00,4984.00,32988.00,42104.00,9116.00,319428.00,315000.00,4428.00,-4688.00,9116.00,162156.00,134580.00,27576.00,-14528.00,42104.00
2012:Q4,337104.00,329420.00,32504.00,296916.00,20732.00,7684.00,41428.00,33740.00,319362.00,20732.00,-3054.00,17180.00,8472.00,-6596.00,1740.00,189908.00,4856.00,628.00,3552.00,-24060.00,1040.00,-3764.00,34784.00,600.00,202688.00,277644.00,194124.00,83520.00,4856.00,-74952.00,-46740.00,28212.00,399060.00,329420.00,69640.00,41428.00,28212.00,264644.00,277644.00,-13000.00,33740.00,-46740.00
2013:Q1,295740.00,319724.00,13804.00,305920.00,20548.00,-23980.00,-28188.00,-4204.00,247332.00,20548.00,-408.00,18164.00,-2224.00,11656.00,21220.00,85068.00,4812.00,88.00,9424.00,23472.00,8348.00,1224.00,6068.00,600.00,134292.00,128164.00,45812.00,82352.00,4812.00,6128.00,7608.00,1480.00,293016.00,319724.00,-26708.00,-28188.00,1480.00,131568.00,128164.00,3404.00,-4204.00,7608.00
2013:Q2,400256.00,332724.00,23316.00,309408.00,20388.00,67532.00,107100.00,39564.00,391190.00,20388.00,-24446.00,20680.00,4300.00,2504.00,6028.00,213356.00,4744.00,-216.00,7564.00,7280.00,5832.00,1988.00,7744.00,600.00,244148.00,243060.00,138732.00,104328.00,4744.00,1088.00,103012.00,101924.00,541748.00,332724.00,209024.00,107100.00,101924.00,385636.00,243060.00,142576.00,39564.00,103012.00
2013:Q3,321952.00,390952.00,41488.00,349464.00,20268.00,-69000.00,2400.00,71400.00,247551.00,20268.00,29445.00,20680.00,3464.00,9884.00,10928.00,218384.00,4696.00,1744.00,8992.00,2944.00,5984.00,-12640.00,10436.00,600.00,236444.00,224032.00,178880.00,45152.00,4696.00,12408.00,9132.00,-3276.00,390076.00,390952.00,-876.00,2400.00,-3276.00,304564.00,224032.00,80532.00,71400.00,9132.00
2013:Q4,277156.00,302784.00,-44.00,302828.00,20176.00,-25628.00,-21260.00,4364.00,308707.00,20176.00,-2847.00,-12080.00,6072.00,-29712.00,7016.00,187144.00,4652.00,20.00,9072.00,17688.00,-23688.00,10960.00,7800.00,600.00,209596.00,207208.00,132988.00,74220.00,4652.00,2388.00,74572.00,72184.00,353708.00,302784.00,50924.00,-21260.00,72184.00,286144.00,207208.00,78936.00,4364.00,74572.00
2014:Q1,214696.00,197216.00,-108232.00,305448.00,20188.00,17480.00,36216.00,18736.00,177893.00,20188.00,819.00,4168.00,2192.00,26568.00,3056.00,-380060.00,4584.00,740.00,-1292.00,-3264.00,72.00,29076.00,4512.00,600.00,-349616.00,-360828.00,-428728.00,67900.00,4584.00,11212.00,-5072.00,-16280.00,217152.00,197216.00,19936.00,36216.00,-16280.00,-347164.00,-360828.00,13664.00,18736.00,-5072.00
2014:Q2,292472.00,340012.00,-8784.00,348796.00,20088.00,-47540.00,-71424.00,-23884.00,291992.00,20088.00,-592.00,2124.00,-1976.00,-504.00,1428.00,274264.00,4584.00,1328.00,-140.00,-1988.00,10952.00,4560.00,892.00,600.00,290468.00,261112.00,152300.00,108812.00,4584.00,29356.00,40164.00,10808.00,279396.00,340012.00,-60616.00,-71424.00,10808.00,277392.00,261112.00,16280.00,-23884.00,40164.00
2014:Q3,374040.00,368608.00,31268.00,337340.00,19956.00,5432.00,37876.00,32444.00,330911.00,19956.00,13869.00,6900.00,4848.00,9704.00,7808.00,411116.00,4616.00,260.00,-1996.00,10268.00,16040.00,2100.00,888.00,600.00,439276.00,226320.00,127936.00,98384.00,4616.00,212952.00,213712.00,760.00,407244.00,368608.00,38636.00,37876.00,760.00,472476.00,226320.00,246156.00,32444.00,213712.00
2014:Q4,367948.00,457936.00,111648.00,346288.00,19792.00,-89984.00,-58260.00,31728.00,371748.00,19792.00,-1276.00,-9224.00,624.00,-5664.00,11740.00,303380.00,4676.00,7592.00,9404.00,-1752.00,-3804.00,-3196.00,12516.00,601.00,324740.00,321392.00,206808.00,114584.00,4676.00,3344.00,73644.00,70300.00,469976.00,457936.00,12040.00,-58260.00,70300.00,426764.00,321392.00,105372.00,31728.00,73644.00
2015:Q1,370464.00,325244.00,9352.00,315892.00,19492.00,45224.00,38044.00,-7180.00,332312.00,19492.00,-4132.00,3072.00,7720.00,25464.00,6028.00,763783.00,4804.00,3184.00,-12408.00,-1368.00,32440.00,6696.00,7504.00,601.00,800432.00,641336.00,563104.00,78232.00,4804.00,159096.00,142112.00,-16984.00,346304.00,325244.00,21060.00,38044.00,-16984.00,776268.00,641336.00,134932.00,-7180.00,142112.00
2015:Q2,343832.00,327616.00,16316.00,311300.00,19340.00,16216.00,75276.00,59060.00,299449.00,19340.00,199.00,12104.00,-260.00,13120.00,19220.00,288098.00,4868.00,1708.00,13812.00,712.00,1108.00,-5064.00,15760.00,602.00,316736.00,237480.00,136108.00,101372.00,4868.00,79260.00,135480.00,56224.00,459116.00,327616.00,131500.00,75276.00,56224.00,432020.00,237480.00,194540.00,59060.00,135480.00
2015:Q3,178812.00,318036.00,23976.00,294060.00,19240.00,-139224.00,-102072.00,37152.00,171209.00,19240.00,-6553.00,1816.00,-5312.00,8224.00,9428.00,162732.00,4916.00,700.00,1960.00,13032.00,-832.00,-31352.00,29040.00,600.00,175880.00,162080.00,69744.00,92336.00,4916.00,13800.00,3124.00,-10676.00,205288.00,318036.00,-112748.00,-102072.00,-10676.00,202356.00,162080.00,40276.00,37152.00,3124.00
2015:Q4,396868.00,294488.00,-1676.00,296164.00,19196.00,102380.00,80172.00,-22208.00,383986.00,19196.00,13746.00,2640.00,-3896.00,-9872.00,10264.00,65780.00,4936.00,1784.00,872.00,33096.00,-1512.00,6696.00,12768.00,600.00,120084.00,163536.00,104464.00,59072.00,4936.00,-43452.00,-34236.00,9216.00,383876.00,294488.00,89388.00,80172.00,9216.00,107092.00,163536.00,-56444.00,-22208.00,-34236.00
2016:Q1,307660.00,310560.00,29752.00,280808.00,19280.00,-2904.00,27848.00,30748.00,270601.00,19280.00,-3081.00,1824.00,2764.00,16380.00,19172.00,179004.00,4896.00,1412.00,7288.00,108244.00,35344.00,2868.00,68592.00,600.00,403352.00,358548.00,281408.00,77140.00,4896.00,44804.00,-23956.00,-68760.00,269648.00,310560.00,-40912.00,27848.00,-68760.00,365340.00,358548.00,6792.00,30748.00,-23956.00
2016:Q2,391948.00,414484.00,108544.00,305940.00,19280.00,-22536.00,5116.00,27648.00,280098.00,19280.00,-6490.00,3940.00,4524.00,97436.00,12440.00,578804.00,4892.00,1592.00,6272.00,44.00,1068.00,4088.00,13552.00,600.00,606020.00,464648.00,372576.00,92072.00,4892.00,141372.00,146052.00,4680.00,424280.00,414484.00,9796.00,5116.00,4680.00,638348.00,464648.00,173700.00,27648.00,146052.00
