date,FA263192005.Q,FA263192101.Q,FA263192113.Q,FA263192125.Q,FA263192193.Q,FA263192305.Q,FA263192313.Q,FA263092313.Q,FA103092005.Q,FA263192193.Q,FA763092000.Q,FA513092003.Q,FA543092073.Q,FA613092003.Q,FA663092003.Q,FA103192005.Q,FA263092193.Q,FA115114005.Q,FA753192003.Q,FA513192003.Q,FA543192073.Q,FA613192003.Q,FA663192003.Q,FA503192003.Q,FA263092001.Q,FA263092101.Q,FA263092113.Q,FA263092125.Q,FA263092193.Q,FA263092303.Q,FA263092323.Q,FA263192323.Q,FA263192035.Q,FA263192101.Q,FA263192345.Q,FA263192313.Q,FA263192323.Q,FA263092035.Q,FA263092101.Q,FA263092345.Q,FA263092313.Q,FA263092323.Q
1968:Q1,3924.00,ND,ND,ND,ND,ND,ND,ND,3624.00,ND,92.00,100.00,40.00,32.00,36.00,1424.00,ND,16.00,8.00,4.00,4.00,4.00,8.00,0.00,1468.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1968:Q2,4688.00,ND,ND,ND,ND,ND,ND,ND,4388.00,ND,100.00,104.00,36.00,28.00,32.00,476.00,ND,16.00,16.00,4.00,8.00,4.00,8.00,0.00,532.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1968:Q3,6292.00,ND,ND,ND,ND,ND,ND,ND,5964.00,ND,108.00,112.00,40.00,32.00,36.00,536.00,ND,20.00,16.00,4.00,8.00,4.00,4.00,0.00,592.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1968:Q4,6272.00,ND,ND,ND,ND,ND,ND,ND,5936.00,ND,112.00,120.00,36.00,32.00,36.00,592.00,ND,20.00,16.00,4.00,8.00,-4.00,4.00,0.00,640.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1969:Q1,6224.00,ND,ND,ND,ND,ND,ND,ND,5864.00,ND,120.00,128.00,40.00,32.00,40.00,1368.00,ND,20.00,16.00,4.00,8.00,4.00,16.00,0.00,1436.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1969:Q2,6652.00,ND,ND,ND,ND,ND,ND,ND,6276.00,ND,128.00,136.00,44.00,32.00,36.00,980.00,ND,20.00,24.00,8.00,12.00,8.00,16.00,0.00,1068.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1969:Q3,6192.00,ND,ND,ND,ND,ND,ND,ND,5800.00,ND,136.00,148.00,40.00,32.00,36.00,956.00,ND,24.00,24.00,8.00,12.00,8.00,12.00,0.00,1044.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1969:Q4,4768.00,ND,ND,ND,ND,ND,ND,ND,4356.00,ND,140.00,156.00,44.00,32.00,40.00,1416.00,ND,24.00,24.00,8.00,12.00,8.00,12.00,0.00,1504.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1970:Q1,7832.00,ND,ND,ND,ND,ND,ND,ND,7396.00,ND,156.00,168.00,44.00,32.00,36.00,2284.00,ND,32.00,24.00,8.00,12.00,8.00,0.00,0.00,2368.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1970:Q2,8576.00,ND,ND,ND,ND,ND,ND,ND,8120.00,ND,160.00,180.00,44.00,32.00,40.00,780.00,ND,32.00,20.00,8.00,8.00,8.00,-8.00,0.00,848.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1970:Q3,6872.00,ND,ND,ND,ND,ND,ND,ND,6388.00,ND,172.00,192.00,44.00,36.00,40.00,1360.00,ND,32.00,20.00,8.00,8.00,8.00,-8.00,0.00,1428.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1970:Q4,7080.00,ND,ND,ND,ND,ND,ND,ND,6580.00,ND,180.00,204.00,48.00,32.00,36.00,1144.00,ND,32.00,20.00,8.00,8.00,8.00,-8.00,0.00,1212.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1971:Q1,8132.00,ND,ND,ND,ND,ND,ND,ND,7592.00,ND,196.00,220.00,48.00,36.00,40.00,696.00,ND,12.00,20.00,8.00,8.00,8.00,32.00,0.00,784.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1971:Q2,7796.00,ND,ND,ND,ND,ND,ND,ND,7228.00,ND,204.00,236.00,48.00,36.00,44.00,464.00,ND,16.00,24.00,8.00,12.00,8.00,28.00,0.00,560.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1971:Q3,9232.00,ND,ND,ND,ND,ND,ND,ND,8644.00,ND,216.00,248.00,52.00,32.00,40.00,-1268.00,ND,16.00,24.00,8.00,12.00,8.00,28.00,0.00,-1172.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1971:Q4,5312.00,ND,ND,ND,ND,ND,ND,ND,4684.00,ND,232.00,268.00,52.00,36.00,40.00,1208.00,ND,16.00,24.00,8.00,12.00,0.00,28.00,0.00,1296.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1972:Q1,8748.00,ND,ND,ND,ND,ND,ND,ND,8084.00,ND,244.00,288.00,52.00,36.00,44.00,-636.00,ND,20.00,24.00,8.00,12.00,8.00,20.00,0.00,-544.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1972:Q2,5924.00,ND,ND,ND,ND,ND,ND,ND,5228.00,ND,260.00,308.00,52.00,36.00,40.00,1416.00,ND,20.00,20.00,8.00,8.00,8.00,12.00,0.00,1492.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1972:Q3,9740.00,ND,ND,ND,ND,ND,ND,ND,8996.00,ND,276.00,328.00,56.00,40.00,44.00,1164.00,ND,20.00,20.00,8.00,8.00,8.00,12.00,0.00,1240.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1972:Q4,6576.00,ND,ND,ND,ND,ND,ND,ND,5796.00,ND,292.00,352.00,56.00,36.00,44.00,1540.00,ND,24.00,20.00,8.00,8.00,4.00,8.00,0.00,1612.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1973:Q1,15140.00,ND,ND,ND,ND,ND,ND,ND,14312.00,ND,312.00,376.00,60.00,36.00,44.00,2260.00,ND,104.00,72.00,28.00,32.00,24.00,4.00,0.00,2524.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1973:Q2,10764.00,ND,ND,ND,ND,ND,ND,ND,9888.00,ND,332.00,400.00,60.00,40.00,44.00,3096.00,ND,156.00,72.00,28.00,32.00,24.00,-68.00,0.00,3340.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1973:Q3,8636.00,ND,ND,ND,ND,ND,ND,ND,7720.00,ND,348.00,428.00,60.00,36.00,44.00,1904.00,ND,124.00,72.00,28.00,32.00,24.00,-28.00,0.00,2156.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1973:Q4,10872.00,ND,ND,ND,ND,ND,ND,ND,9896.00,ND,372.00,460.00,60.00,40.00,44.00,2936.00,ND,144.00,72.00,28.00,32.00,24.00,-56.00,0.00,3180.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1974:Q1,-3600.00,ND,ND,ND,ND,ND,ND,ND,-4640.00,ND,396.00,492.00,64.00,40.00,48.00,7020.00,ND,152.00,284.00,-308.00,-264.00,-4.00,256.00,0.00,7136.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1974:Q2,7160.00,ND,ND,ND,ND,ND,ND,ND,6068.00,ND,420.00,524.00,64.00,40.00,44.00,2040.00,ND,152.00,284.00,-308.00,-264.00,-4.00,256.00,0.00,2156.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1974:Q3,17540.00,ND,ND,ND,ND,ND,ND,ND,16380.00,ND,444.00,560.00,68.00,40.00,48.00,6324.00,ND,156.00,284.00,-308.00,-264.00,-4.00,252.00,0.00,6440.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1974:Q4,15108.00,ND,ND,ND,ND,ND,ND,ND,13880.00,ND,472.00,600.00,68.00,40.00,48.00,3196.00,ND,156.00,284.00,-308.00,-264.00,-4.00,252.00,0.00,3312.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1975:Q1,16088.00,ND,ND,ND,ND,ND,ND,ND,14788.00,ND,500.00,644.00,68.00,40.00,48.00,716.00,ND,-20.00,24.00,180.00,156.00,-4.00,60.00,0.00,1112.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1975:Q2,15960.00,ND,ND,ND,ND,ND,ND,ND,14576.00,ND,532.00,688.00,72.00,44.00,48.00,3076.00,ND,-20.00,24.00,180.00,156.00,4.00,60.00,0.00,3480.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1975:Q3,5980.00,ND,ND,ND,ND,ND,ND,ND,4520.00,ND,568.00,732.00,72.00,40.00,48.00,-60.00,ND,-20.00,24.00,180.00,156.00,4.00,60.00,0.00,344.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1975:Q4,18948.00,ND,ND,ND,ND,ND,ND,ND,17400.00,ND,596.00,784.00,72.00,44.00,52.00,5060.00,ND,-24.00,24.00,188.00,152.00,4.00,72.00,0.00,5476.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1976:Q1,15692.00,ND,ND,ND,ND,ND,ND,ND,14048.00,ND,636.00,840.00,76.00,44.00,48.00,5084.00,ND,16.00,128.00,260.00,220.00,4.00,172.00,0.00,5884.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1976:Q2,8068.00,ND,ND,ND,ND,ND,ND,ND,6320.00,ND,676.00,900.00,80.00,40.00,52.00,3540.00,ND,16.00,128.00,260.00,220.00,8.00,172.00,0.00,4344.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1976:Q3,13308.00,ND,ND,ND,ND,ND,ND,ND,11456.00,ND,716.00,960.00,80.00,44.00,52.00,3192.00,ND,16.00,128.00,260.00,220.00,8.00,172.00,0.00,3996.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1976:Q4,10728.00,ND,ND,ND,ND,ND,ND,ND,8764.00,ND,760.00,1028.00,80.00,44.00,52.00,2352.00,ND,12.00,128.00,260.00,220.00,8.00,180.00,0.00,3160.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1977:Q1,7520.00,ND,ND,ND,ND,ND,ND,ND,5432.00,ND,808.00,1096.00,84.00,48.00,52.00,3355.00,ND,-16.00,128.00,112.00,92.00,8.00,240.00,0.00,3919.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1977:Q2,15132.00,ND,ND,ND,ND,ND,ND,ND,12920.00,ND,856.00,1176.00,84.00,44.00,52.00,3291.00,ND,-16.00,136.00,112.00,92.00,4.00,240.00,0.00,3859.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1977:Q3,11048.00,ND,ND,ND,ND,ND,ND,ND,8696.00,ND,912.00,1256.00,88.00,44.00,52.00,3523.00,ND,-16.00,136.00,112.00,92.00,4.00,240.00,0.00,4091.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1977:Q4,13664.00,ND,ND,ND,ND,ND,ND,ND,11164.00,ND,964.00,1344.00,88.00,48.00,56.00,2471.00,ND,-20.00,136.00,112.00,92.00,8.00,244.00,0.00,3043.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1978:Q1,19024.00,ND,ND,ND,ND,ND,ND,ND,17160.00,ND,948.00,708.00,136.00,176.00,-104.00,4467.00,ND,132.00,176.00,292.00,248.00,20.00,88.00,0.00,5423.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1978:Q2,14880.00,ND,ND,ND,ND,ND,ND,ND,12932.00,ND,1000.00,732.00,140.00,180.00,-104.00,8307.00,ND,160.00,176.00,292.00,248.00,20.00,48.00,0.00,9251.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1978:Q3,9728.00,ND,ND,ND,ND,ND,ND,ND,7676.00,ND,1056.00,760.00,144.00,192.00,-100.00,9547.00,ND,192.00,176.00,292.00,248.00,20.00,4.00,0.00,10479.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1978:Q4,19164.00,ND,ND,ND,ND,ND,ND,ND,17016.00,ND,1116.00,784.00,152.00,196.00,-100.00,5515.00,ND,220.00,176.00,284.00,252.00,20.00,-36.00,0.00,6431.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1979:Q1,22788.00,ND,ND,ND,ND,ND,ND,ND,20532.00,ND,1184.00,808.00,152.00,208.00,-96.00,3400.00,ND,428.00,596.00,760.00,648.00,48.00,336.00,0.00,6216.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1979:Q2,29900.00,ND,ND,ND,ND,ND,ND,ND,27540.00,ND,1244.00,840.00,160.00,212.00,-96.00,10600.00,ND,428.00,596.00,760.00,648.00,48.00,336.00,0.00,13416.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1979:Q3,30688.00,ND,ND,ND,ND,ND,ND,ND,28204.00,ND,1320.00,868.00,164.00,224.00,-92.00,10712.00,ND,428.00,596.00,760.00,648.00,48.00,336.00,0.00,13528.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1979:Q4,23908.00,ND,ND,ND,ND,ND,ND,ND,21304.00,ND,1392.00,896.00,172.00,232.00,-88.00,11536.00,ND,428.00,596.00,760.00,648.00,48.00,336.00,0.00,14352.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1980:Q1,23792.00,ND,ND,ND,ND,ND,ND,ND,21060.00,ND,1472.00,928.00,176.00,244.00,-88.00,10260.00,ND,1140.00,1660.00,316.00,152.00,-424.00,180.00,0.00,13284.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1980:Q2,14220.00,ND,ND,ND,ND,ND,ND,ND,11356.00,ND,1556.00,960.00,184.00,252.00,-88.00,19144.00,ND,1064.00,820.00,392.00,1016.00,420.00,168.00,0.00,23024.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1980:Q3,20604.00,ND,ND,ND,ND,ND,ND,ND,17600.00,ND,1644.00,992.00,188.00,264.00,-84.00,14360.00,ND,1276.00,1096.00,344.00,536.00,1036.00,204.00,0.00,18852.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1980:Q4,33132.00,ND,ND,ND,ND,ND,ND,ND,29980.00,ND,1740.00,1028.00,196.00,272.00,-84.00,8988.00,ND,1324.00,724.00,536.00,264.00,468.00,208.00,0.00,12512.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1981:Q1,11836.00,ND,ND,ND,ND,ND,ND,ND,8528.00,ND,1836.00,1060.00,204.00,288.00,-80.00,11116.00,ND,1288.00,908.00,204.00,448.00,-1596.00,216.00,0.00,12584.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1981:Q2,25720.00,ND,ND,ND,ND,ND,ND,ND,22256.00,ND,1940.00,1100.00,208.00,296.00,-80.00,16416.00,ND,1300.00,2236.00,368.00,532.00,108.00,216.00,0.00,21176.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1981:Q3,11780.00,ND,ND,ND,ND,ND,ND,ND,8152.00,ND,2048.00,1132.00,216.00,308.00,-76.00,17088.00,ND,1424.00,1568.00,632.00,444.00,628.00,236.00,0.00,22020.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1981:Q4,12488.00,ND,ND,ND,ND,ND,ND,ND,8672.00,ND,2168.00,1176.00,224.00,324.00,-76.00,37680.00,ND,2140.00,3032.00,692.00,1832.00,-724.00,352.00,0.00,45004.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1982:Q1,23421.00,18352.00,3952.00,14400.00,2996.00,5068.00,-4052.00,3520.00,17489.00,2996.00,2920.00,1760.00,-60.00,860.00,452.00,6117.00,-1332.00,904.00,1592.00,-144.00,84.00,-496.00,560.00,0.00,8617.00,2084.00,3592.00,-1508.00,-1332.00,6532.00,5528.00,-1004.00,13296.00,18352.00,-5056.00,-4052.00,-1004.00,11132.00,2084.00,9048.00,3520.00,5528.00
1982:Q2,14485.00,18440.00,16176.00,2264.00,3580.00,-3960.00,1152.00,23888.00,11829.00,3580.00,804.00,684.00,32.00,672.00,464.00,6593.00,-1176.00,1024.00,1592.00,-68.00,1028.00,984.00,632.00,0.00,11785.00,5396.00,9672.00,-4276.00,-1176.00,6388.00,6008.00,-380.00,19212.00,18440.00,772.00,1152.00,-380.00,35292.00,5396.00,29896.00,23888.00,6008.00
1982:Q3,6953.00,15748.00,10552.00,5196.00,3728.00,-8796.00,-3032.00,16328.00,4789.00,3728.00,1184.00,812.00,-44.00,964.00,-752.00,9117.00,-1104.00,1436.00,1360.00,-188.00,-148.00,-1064.00,884.00,0.00,11397.00,8532.00,12356.00,-3824.00,-1104.00,2864.00,6136.00,3272.00,15988.00,15748.00,240.00,-3032.00,3272.00,30996.00,8532.00,22464.00,16328.00,6136.00
1982:Q4,27861.00,19428.00,8152.00,11276.00,3608.00,8432.00,12268.00,16344.00,29973.00,3608.00,340.00,-652.00,68.00,-1048.00,-820.00,11397.00,-1088.00,1580.00,1496.00,1432.00,292.00,1572.00,972.00,0.00,18741.00,8732.00,13272.00,-4540.00,-1088.00,10008.00,7400.00,-2608.00,29088.00,19428.00,9660.00,12268.00,-2608.00,32476.00,8732.00,23744.00,16344.00,7400.00
1983:Q1,8096.00,22028.00,6636.00,15392.00,3348.00,-13932.00,-16248.00,2332.00,3808.00,3348.00,1676.00,272.00,-108.00,2228.00,220.00,2080.00,-1104.00,2460.00,888.00,168.00,-664.00,-460.00,548.00,0.00,5020.00,6380.00,9280.00,-2900.00,-1104.00,-1360.00,1636.00,2996.00,8776.00,22028.00,-13252.00,-16248.00,2996.00,10348.00,6380.00,3968.00,2332.00,1636.00
1983:Q2,13092.00,18100.00,4944.00,13156.00,3068.00,-5008.00,1916.00,12648.00,10576.00,3068.00,884.00,1492.00,204.00,-212.00,148.00,10584.00,-1136.00,1116.00,268.00,112.00,72.00,748.00,248.00,0.00,13148.00,4892.00,7904.00,-3012.00,-1136.00,8256.00,7448.00,-808.00,19208.00,18100.00,1108.00,1916.00,-808.00,24988.00,4892.00,20096.00,12648.00,7448.00
1983:Q3,23160.00,23836.00,6132.00,17704.00,2844.00,-680.00,628.00,5016.00,20424.00,2844.00,1128.00,1160.00,156.00,48.00,244.00,10584.00,-1164.00,1356.00,1684.00,1280.00,80.00,952.00,300.00,0.00,16236.00,6692.00,6316.00,376.00,-1164.00,9544.00,9336.00,-208.00,24256.00,23836.00,420.00,628.00,-208.00,21044.00,6692.00,14352.00,5016.00,9336.00
1983:Q4,27540.00,31764.00,11284.00,20480.00,2752.00,-4224.00,-6896.00,5020.00,25372.00,2752.00,1936.00,-88.00,180.00,-128.00,268.00,8252.00,-1180.00,236.00,588.00,328.00,212.00,-2580.00,44.00,0.00,7080.00,10888.00,11296.00,-408.00,-1180.00,-3808.00,2464.00,6272.00,31140.00,31764.00,-624.00,-6896.00,6272.00,18372.00,10888.00,7484.00,5020.00,2464.00
1984:Q1,16356.00,24512.00,3488.00,21024.00,2820.00,-8156.00,620.00,17788.00,15016.00,2820.00,-64.00,-52.00,248.00,1952.00,-744.00,11168.00,-1172.00,1800.00,792.00,-320.00,124.00,4952.00,920.00,0.00,19436.00,16576.00,14492.00,2084.00,-1172.00,2860.00,3716.00,856.00,25988.00,24512.00,1476.00,620.00,856.00,38080.00,16576.00,21504.00,17788.00,3716.00
1984:Q2,17600.00,26316.00,5336.00,20980.00,3072.00,-8716.00,5700.00,24144.00,16288.00,3072.00,1816.00,696.00,24.00,-1832.00,608.00,31056.00,-1140.00,1128.00,1400.00,28.00,-80.00,392.00,576.00,0.00,34500.00,16436.00,14308.00,2128.00,-1140.00,18064.00,22076.00,4012.00,36028.00,26316.00,9712.00,5700.00,4012.00,62656.00,16436.00,46220.00,24144.00,22076.00
1984:Q3,16984.00,22512.00,472.00,22040.00,3496.00,-5524.00,4728.00,14408.00,14740.00,3496.00,500.00,788.00,132.00,1236.00,-412.00,11748.00,-1084.00,332.00,2996.00,-664.00,-404.00,3544.00,172.00,0.00,17724.00,13100.00,11912.00,1188.00,-1084.00,4624.00,1824.00,-2800.00,24440.00,22512.00,1928.00,4728.00,-2800.00,29332.00,13100.00,16232.00,14408.00,1824.00
1984:Q4,30140.00,20120.00,280.00,19840.00,4060.00,10020.00,-2376.00,-19844.00,24500.00,4060.00,3640.00,536.00,812.00,680.00,-28.00,19752.00,-1000.00,1008.00,1424.00,-72.00,4844.00,-1260.00,512.00,0.00,26208.00,22084.00,19468.00,2616.00,-1000.00,4124.00,7012.00,2888.00,20632.00,20120.00,512.00,-2376.00,2888.00,9252.00,22084.00,-12832.00,-19844.00,7012.00
1985:Q1,9428.00,13172.00,-2636.00,15808.00,5208.00,-3744.00,-1416.00,628.00,11888.00,5208.00,-552.00,-1736.00,-220.00,44.00,4.00,19564.00,-856.00,1424.00,916.00,-268.00,-568.00,-400.00,-1020.00,0.00,19648.00,14216.00,14024.00,192.00,-856.00,5432.00,9616.00,4184.00,15940.00,13172.00,2768.00,-1416.00,4184.00,24460.00,14216.00,10244.00,628.00,9616.00
1985:Q2,15232.00,28468.00,3388.00,25080.00,5616.00,-13232.00,-7496.00,3480.00,12952.00,5616.00,1032.00,1012.00,364.00,-116.00,-12.00,16068.00,-768.00,-360.00,620.00,-320.00,396.00,1200.00,-100.00,0.00,17504.00,9984.00,12504.00,-2520.00,-768.00,7520.00,8308.00,788.00,21760.00,28468.00,-6708.00,-7496.00,788.00,21772.00,9984.00,11788.00,3480.00,8308.00
1985:Q3,12044.00,8624.00,-8100.00,16724.00,5744.00,3420.00,9352.00,-816.00,11588.00,5744.00,-1864.00,1412.00,60.00,696.00,152.00,14392.00,-704.00,160.00,3156.00,1144.00,1764.00,-1296.00,40.00,0.00,19360.00,14184.00,13092.00,1092.00,-704.00,5176.00,5892.00,716.00,18692.00,8624.00,10068.00,9352.00,716.00,19260.00,14184.00,5076.00,-816.00,5892.00
1985:Q4,22564.00,21868.00,660.00,21208.00,5588.00,696.00,-2632.00,-9060.00,20828.00,5588.00,2476.00,-1152.00,96.00,-124.00,440.00,20120.00,-664.00,1324.00,1012.00,660.00,1128.00,-1692.00,-80.00,0.00,22472.00,19856.00,21240.00,-1384.00,-664.00,2616.00,11952.00,9336.00,28572.00,21868.00,6704.00,-2632.00,9336.00,22748.00,19856.00,2892.00,-9060.00,11952.00
1986:Q1,33176.00,17924.00,780.00,17144.00,4624.00,15252.00,11872.00,-9324.00,27020.00,4624.00,-556.00,1472.00,44.00,5096.00,100.00,6308.00,-640.00,864.00,1284.00,-364.00,-1592.00,-400.00,440.00,7180.00,13720.00,6304.00,7356.00,-1052.00,-640.00,7416.00,10716.00,3300.00,33096.00,17924.00,15172.00,11872.00,3300.00,7696.00,6304.00,1392.00,-9324.00,10716.00
1986:Q2,19432.00,21268.00,1612.00,19656.00,4336.00,-1840.00,6156.00,-1776.00,15060.00,4336.00,1112.00,1456.00,-1380.00,3228.00,-44.00,18708.00,-672.00,756.00,1076.00,88.00,648.00,-276.00,392.00,688.00,22080.00,14876.00,12868.00,2008.00,-672.00,7204.00,8768.00,1564.00,28988.00,21268.00,7720.00,6156.00,1564.00,21868.00,14876.00,6992.00,-1776.00,8768.00
1986:Q3,13624.00,12820.00,4220.00,8600.00,4208.00,804.00,-6248.00,-13332.00,16340.00,4208.00,-1872.00,1968.00,304.00,-3292.00,176.00,30036.00,-744.00,524.00,2808.00,160.00,5988.00,2276.00,272.00,-7080.00,34984.00,27840.00,30264.00,-2424.00,-744.00,7144.00,8964.00,1820.00,8392.00,12820.00,-4428.00,-6248.00,1820.00,23472.00,27840.00,-4368.00,-13332.00,8964.00
1986:Q4,10172.00,8656.00,-2024.00,10680.00,4248.00,1512.00,-2820.00,-1916.00,17584.00,4248.00,-5348.00,-1932.00,232.00,-116.00,-248.00,72432.00,-844.00,2304.00,1096.00,2028.00,3680.00,6704.00,1228.00,-18580.00,70892.00,47468.00,49856.00,-2388.00,-844.00,23424.00,25196.00,1772.00,7608.00,8656.00,-1048.00,-2820.00,1772.00,70748.00,47468.00,23280.00,-1916.00,25196.00
1987:Q1,26676.00,21592.00,1160.00,20432.00,4928.00,5084.00,9992.00,5396.00,25572.00,4928.00,-1224.00,3228.00,-104.00,-916.00,120.00,47804.00,-1056.00,480.00,1596.00,-280.00,2096.00,-2248.00,4740.00,-2656.00,51532.00,24676.00,23372.00,1304.00,-1056.00,26856.00,37400.00,10544.00,42128.00,21592.00,20536.00,9992.00,10544.00,67472.00,24676.00,42796.00,5396.00,37400.00
1987:Q2,22972.00,22096.00,-772.00,22868.00,4992.00,876.00,8896.00,828.00,22616.00,4992.00,-2844.00,1728.00,48.00,1444.00,-20.00,32008.00,-1128.00,656.00,-2264.00,2108.00,1576.00,6396.00,2416.00,-8524.00,34372.00,24224.00,24964.00,-740.00,-1128.00,10148.00,15728.00,5580.00,36572.00,22096.00,14476.00,8896.00,5580.00,40780.00,24224.00,16556.00,828.00,15728.00
