date,FA226330005.Q,FA225013005.Q,FA224090005.Q,FA223020043.Q,FA223030045.Q,FA223034005.Q,FA222051043.Q,FA224022045.Q,FA223069143.Q,FA223061143.Q,FA223061743.Q,FA223062043.Q,FA223063045.Q,FA223065043.Q,FA223064145.Q,FA223064205.Q,FA223090005.Q,FA223095505.Q,FA223073045.Q,FA223093005.Q,FA224190005.Q,FA224090045.Q,FA224090055.Q
2007:Q2,119.00,315.00,243180.00,788.00,6812.00,9172.00,628.00,128188.00,7376.00,22472.00,22000.00,-332.00,76672.00,4412.00,-66228.00,2304.00,157104.00,27580.00,118976.00,10548.00,243376.00,199812.00,43368.00
2007:Q3,120.00,332.00,213232.00,-248.00,-436.00,-1176.00,-324.00,-27908.00,-1428.00,-36436.00,-22552.00,-252.00,32760.00,-400.00,160524.00,-54068.00,137268.00,7436.00,132060.00,-2228.00,213444.00,204356.00,8876.00
2007:Q4,122.00,344.00,220222.00,-244.00,-488.00,-5880.00,-320.00,-28856.00,-1456.00,-35592.00,-22996.00,136.00,31052.00,-428.00,166436.00,-43668.00,133670.00,1224.00,130482.00,1964.00,220444.00,206346.00,13876.00
2008:Q1,120.00,148.00,165528.00,-224.00,-348.00,-4648.00,-296.00,12268.00,-1264.00,-34028.00,-19224.00,-120.00,66904.00,-332.00,192500.00,-62096.00,28704.00,-34064.00,67516.00,-4748.00,165556.00,206000.00,-40472.00
2008:Q2,122.00,151.00,233731.00,-240.00,-532.00,-6496.00,-308.00,84004.00,-1452.00,300.00,10008.00,-216.00,75364.00,-452.00,170232.00,-39492.00,27015.00,10104.00,15123.00,1788.00,233760.00,207555.00,26176.00
2008:Q3,123.00,152.00,165171.00,224.00,3192.00,-100.00,84.00,44552.00,2744.00,9708.00,-34204.00,32.00,66272.00,-5384.00,27940.00,-29512.00,124175.00,-42488.00,203527.00,-36864.00,165200.00,211399.00,-46228.00
2008:Q4,124.00,150.00,139634.00,120.00,2248.00,2288.00,8.00,-207548.00,1760.00,-26464.00,-69764.00,-232.00,-112848.00,-5116.00,34480.00,-34200.00,347354.00,-66836.00,455210.00,-41020.00,139660.00,213034.00,-73400.00
2009:Q1,126.00,87.00,191127.00,-40.00,788.00,-2436.00,-124.00,-78048.00,200.00,21408.00,-22692.00,-476.00,-76488.00,-5012.00,34184.00,-38608.00,280423.00,-14040.00,324639.00,-30176.00,191088.00,210147.00,-19020.00
2009:Q2,126.00,78.00,281840.00,-224.00,-752.00,-7144.00,-268.00,-282944.00,-1484.00,22740.00,-31244.00,-400.00,-272556.00,-5088.00,14408.00,-10364.00,574216.00,51012.00,545148.00,-21944.00,281792.00,214324.00,67516.00
2009:Q3,126.00,71.00,271487.00,-44.00,760.00,-5344.00,-116.00,-67440.00,184.00,3868.00,11096.00,328.00,-82916.00,-180.00,12120.00,5996.00,325735.00,46628.00,261015.00,18092.00,271432.00,218723.00,52764.00
2009:Q4,127.00,66.00,251805.00,-40.00,844.00,-4740.00,-124.00,71484.00,244.00,23196.00,23932.00,796.00,23316.00,-172.00,11476.00,14704.00,158373.00,18236.00,124241.00,15896.00,251744.00,220769.00,31036.00
2010:Q1,123.00,65.00,246038.00,-48.00,816.00,-4496.00,-128.00,23988.00,192.00,9028.00,13312.00,704.00,752.00,-204.00,10740.00,13272.00,202098.00,18012.00,169450.00,14636.00,245980.00,217562.00,28476.00
2010:Q2,122.00,68.00,179406.00,-32.00,1016.00,-4220.00,-124.00,-11516.00,368.00,-11524.00,4492.00,696.00,-5548.00,-152.00,16308.00,-1364.00,179490.00,-31708.00,199698.00,11500.00,179352.00,220814.00,-41408.00
2010:Q3,122.00,67.00,266715.00,1036.00,9880.00,7200.00,756.00,-30784.00,10176.00,1644.00,-12028.00,280.00,-30856.00,-372.00,-171316.00,-9532.00,459847.00,38872.00,395655.00,25320.00,266660.00,222955.00,43760.00
2010:Q4,122.00,69.00,267565.00,1072.00,10316.00,7208.00,784.00,111140.00,10596.00,33916.00,4184.00,972.00,61472.00,-496.00,-152212.00,2572.00,287181.00,31140.00,231701.00,24340.00,267512.00,221569.00,45996.00
2011:Q1,127.00,61.00,209674.00,1096.00,10544.00,3256.00,796.00,43908.00,10820.00,16764.00,-4204.00,616.00,19912.00,-596.00,-151044.00,-28200.00,329914.00,14824.00,290586.00,24504.00,209608.00,214846.00,-5172.00
2011:Q2,125.00,66.00,186735.00,1160.00,11200.00,7980.00,844.00,-5280.00,11480.00,636.00,-14608.00,268.00,-3056.00,-696.00,-173724.00,-29100.00,374351.00,-8152.00,361399.00,21104.00,186676.00,215223.00,-28488.00
2011:Q3,124.00,70.00,108098.00,-708.00,-6048.00,-6728.00,-572.00,-28384.00,-6592.00,-9444.00,-48016.00,-1660.00,37328.00,-416.00,34868.00,-118140.00,234226.00,-69208.00,327194.00,-23760.00,108044.00,215962.00,-107864.00
2011:Q4,124.00,73.00,233327.00,-780.00,-6688.00,-8872.00,-628.00,8576.00,-7284.00,20344.00,-39172.00,-1448.00,36136.00,-612.00,30856.00,-96460.00,307935.00,24012.00,291983.00,-8060.00,233276.00,214899.00,18428.00
2012:Q1,129.00,257.00,216400.00,-784.00,-6708.00,-9188.00,-636.00,15664.00,-7304.00,34616.00,-35616.00,-1400.00,25368.00,-644.00,26256.00,-79908.00,272348.00,5292.00,275196.00,-8140.00,216528.00,211680.00,4720.00
2012:Q2,131.00,266.00,176145.00,-732.00,-6280.00,-7856.00,-592.00,-16352.00,-6840.00,7104.00,-41604.00,-1368.00,26356.00,-524.00,38636.00,-103668.00,273513.00,-21968.00,315557.00,-20076.00,176280.00,211053.00,-34908.00
2012:Q3,133.00,265.00,220860.00,84.00,736.00,460.00,72.00,-31892.00,800.00,996.00,-12452.00,1292.00,-22528.00,-1336.00,-184444.00,51948.00,385232.00,13872.00,356576.00,14784.00,220992.00,212580.00,8280.00
2012:Q4,134.00,261.00,195409.00,84.00,700.00,532.00,64.00,22736.00,764.00,5924.00,-9116.00,1412.00,23752.00,-1416.00,-185184.00,45640.00,312253.00,-1844.00,301969.00,12128.00,195536.00,211549.00,-16140.00
2013:Q1,137.00,48.00,171017.00,60.00,500.00,-76.00,48.00,35060.00,544.00,3796.00,-8332.00,1440.00,37612.00,-1508.00,-145620.00,42184.00,240369.00,-28820.00,251669.00,17520.00,170928.00,206037.00,-35020.00
2013:Q2,139.00,49.00,192482.00,68.00,620.00,724.00,60.00,123368.00,668.00,19528.00,-932.00,1888.00,102216.00,-1564.00,-171784.00,54324.00,186666.00,-6560.00,182198.00,11028.00,192392.00,207186.00,-14704.00
2013:Q3,140.00,51.00,213461.00,476.00,4064.00,8724.00,380.00,96060.00,4432.00,16216.00,8916.00,328.00,66168.00,468.00,-209212.00,-988.00,313489.00,13096.00,286817.00,13576.00,213372.00,208413.00,5048.00
2013:Q4,142.00,52.00,221362.00,472.00,4024.00,4212.00,380.00,104504.00,4384.00,22076.00,11708.00,232.00,66104.00,412.00,-189200.00,2212.00,294346.00,19400.00,258774.00,16172.00,221272.00,207570.00,13792.00
2014:Q1,138.00,77.00,156041.00,480.00,4120.00,4092.00,388.00,39964.00,4488.00,2616.00,3632.00,-104.00,29332.00,412.00,-202788.00,-7004.00,316377.00,-25220.00,331101.00,10496.00,155980.00,202477.00,-46436.00
2014:Q2,140.00,78.00,176754.00,468.00,3992.00,3924.00,380.00,39356.00,4352.00,1472.00,4224.00,-16.00,29324.00,328.00,-181912.00,-18764.00,328982.00,2736.00,314898.00,11348.00,176692.00,204498.00,-27744.00
2014:Q3,142.00,79.00,176975.00,272.00,2336.00,2016.00,220.00,26508.00,2540.00,-8720.00,-9440.00,-332.00,42460.00,780.00,-73740.00,32288.00,186295.00,-5248.00,174523.00,17020.00,176912.00,206899.00,-29924.00
2014:Q4,144.00,80.00,191872.00,256.00,2208.00,1728.00,208.00,-24564.00,2408.00,-23404.00,-14960.00,-160.00,11552.00,752.00,-70260.00,38664.00,242880.00,2268.00,223868.00,16744.00,191808.00,207516.00,-15644.00
2015:Q1,138.00,94.00,205092.00,252.00,2164.00,2368.00,204.00,-39748.00,2356.00,-19452.00,-13612.00,-132.00,-8908.00,736.00,-71788.00,49636.00,261268.00,6800.00,239356.00,15112.00,205048.00,204080.00,1012.00
2015:Q2,140.00,93.00,202191.00,268.00,2288.00,2824.00,216.00,3004.00,2492.00,6152.00,-6940.00,52.00,1248.00,776.00,-74520.00,29912.00,237423.00,2444.00,219331.00,15648.00,202144.00,208011.00,-5820.00
2015:Q3,142.00,92.00,173974.00,-264.00,-2244.00,-6448.00,-212.00,-19960.00,-2448.00,-17800.00,-7800.00,-724.00,8812.00,-1928.00,-47688.00,-20628.00,273346.00,-15216.00,297966.00,-9404.00,173924.00,212630.00,-38656.00
2015:Q4,144.00,89.00,240503.00,-144.00,-1248.00,2364.00,-120.00,34096.00,-1356.00,5200.00,1528.00,-140.00,28864.00,-1312.00,-72860.00,3724.00,276003.00,12916.00,267287.00,-4200.00,240448.00,215679.00,24824.00
2016:Q1,142.00,88.00,217506.00,-812.00,-6960.00,-12288.00,-656.00,58004.00,-7584.00,3100.00,1704.00,1552.00,59232.00,-5128.00,-8580.00,8224.00,185702.00,-1028.00,218102.00,-31372.00,217452.00,215678.00,1828.00
2016:Q2,144.00,87.00,219497.00,36.00,316.00,96.00,28.00,22088.00,348.00,-6684.00,-5664.00,12.00,34076.00,-624.00,-75172.00,23428.00,249301.00,7176.00,235733.00,6392.00,219440.00,215681.00,3816.00
