date,FU706000105.Q,FU705013005.Q,FU705000005.Q,FU704090005.Q,FU703025005.Q,FU713113003.Q,FU702050005.Q,FU704022005.Q,FU703069175.Q,FU703061105.Q,FU703061705.Q,FU703062005.Q,FU703063005.Q,FU704023005.Q,FU703068005.Q,FU703069005.Q,FU703065005.Q,FU703066005.Q,FU703064105.Q,FU703064205.Q,FU763040005.Q,FU763092000.Q,FU703090005.Q,FU704190005.Q,FU704110005.Q,FU703127005.Q,FU703131005.Q,FU703135005.Q,FU702150005.Q,FU704122005.Q,FU703169175.Q,FU763163005.Q,FU703169005.Q,FU763164103.Q,FU763178003.Q,FU753192003.Q,FU703190005.Q,FU763194735.Q,FU753194503.Q,FU703193005.Q,FU707005005.Q,FU763066303.Q
1980:Q4,1389.00,3398.00,5034.00,83702.00,2501.00,-690.00,1084.00,19654.00,278.00,6028.00,6428.00,3305.00,3615.00,52538.00,32587.00,281.00,17209.00,2461.00,-157.00,0.00,0.00,435.00,8337.00,78668.00,-3513.00,11576.00,23900.00,38714.00,2352.00,124.00,181.00,-57.00,4802.00,100.00,-127.00,181.00,559.00,108.00,-671.00,1122.00,-7043.00,0.00
1981:Q1,208.00,3415.00,-3373.00,17176.00,-2519.00,-1292.00,6582.00,5894.00,-90.00,3824.00,3932.00,-1000.00,-772.00,3683.00,-6019.00,4388.00,8328.00,-3014.00,-160.00,0.00,0.00,459.00,4529.00,20549.00,-8725.00,-13938.00,13745.00,6050.00,11934.00,3933.00,4263.00,-330.00,212.00,112.00,-97.00,227.00,7097.00,2873.00,674.00,3550.00,166.00,0.00
1981:Q2,-166.00,3556.00,589.00,52406.00,1263.00,-2538.00,-1190.00,3734.00,1760.00,8.00,2936.00,1085.00,-2055.00,44748.00,24448.00,1477.00,14076.00,4747.00,-252.00,0.00,0.00,485.00,6156.00,51817.00,2922.00,11755.00,2089.00,18609.00,969.00,1845.00,2083.00,-238.00,6920.00,117.00,-89.00,559.00,6122.00,2917.00,-1791.00,4996.00,-4311.00,0.00
1981:Q3,-537.00,3747.00,-3915.00,48997.00,635.00,3617.00,820.00,3768.00,-834.00,-3028.00,5613.00,2655.00,-638.00,36669.00,19483.00,1909.00,10313.00,4964.00,-107.00,0.00,0.00,512.00,3083.00,52912.00,5903.00,1721.00,8469.00,23983.00,2820.00,1911.00,2284.00,-373.00,8252.00,125.00,-75.00,392.00,-589.00,1661.00,177.00,-2427.00,-369.00,0.00
1981:Q4,-1123.00,3979.00,-13687.00,52621.00,-562.00,-2015.00,22269.00,10498.00,1208.00,1557.00,5153.00,2506.00,74.00,27328.00,17336.00,3520.00,5198.00,1274.00,-126.00,0.00,0.00,542.00,-5313.00,66308.00,-19360.00,17605.00,30363.00,13036.00,27688.00,3435.00,3103.00,332.00,847.00,132.00,-63.00,758.00,-8133.00,5122.00,-342.00,-12913.00,8585.00,0.00
1982:Q1,-1206.00,3587.00,-11413.00,35638.00,-2009.00,1129.00,-3973.00,16778.00,3047.00,4081.00,9005.00,-649.00,1294.00,14630.00,16090.00,751.00,-670.00,-1541.00,-148.00,0.00,0.00,730.00,8501.00,47051.00,17859.00,-20332.00,31148.00,8860.00,2866.00,1649.00,1977.00,-328.00,968.00,139.00,-39.00,398.00,3536.00,-1873.00,836.00,4573.00,6620.00,0.00
1982:Q2,-713.00,3742.00,-1678.00,37668.00,3487.00,-6159.00,-1493.00,3177.00,-1788.00,-2541.00,10015.00,-1167.00,-1342.00,27740.00,20476.00,3324.00,826.00,3114.00,-96.00,0.00,0.00,201.00,10811.00,39346.00,-10552.00,2432.00,15461.00,17237.00,-3996.00,3149.00,3271.00,-122.00,3236.00,146.00,-18.00,398.00,11854.00,-3745.00,1597.00,14002.00,-2777.00,0.00
1982:Q3,-926.00,3962.00,-15836.00,40919.00,-899.00,120.00,3174.00,13844.00,1545.00,2147.00,8455.00,-251.00,1948.00,18530.00,14788.00,-64.00,-1282.00,5088.00,-114.00,0.00,0.00,296.00,5968.00,56755.00,-17653.00,16039.00,26165.00,12668.00,11924.00,321.00,-343.00,664.00,-1756.00,153.00,-9.00,340.00,8563.00,12348.00,1723.00,-5508.00,10948.00,0.00
1982:Q4,-340.00,4251.00,-11665.00,79734.00,332.00,6171.00,17094.00,44472.00,-741.00,20291.00,12300.00,6317.00,6305.00,12542.00,12269.00,3724.00,-8197.00,4746.00,-107.00,0.00,0.00,85.00,-855.00,91399.00,2193.00,29458.00,75876.00,-14984.00,4116.00,6973.00,6154.00,819.00,-1641.00,160.00,-15.00,374.00,-11111.00,7247.00,-2262.00,-16096.00,7074.00,0.00
1983:Q1,809.00,3289.00,11861.00,40966.00,-1246.00,-3070.00,-1639.00,38834.00,-189.00,22918.00,15142.00,-4903.00,5866.00,-2142.00,-453.00,-4854.00,5791.00,-2626.00,88.00,0.00,0.00,419.00,9722.00,29105.00,-16728.00,-10595.00,102800.00,-50523.00,-1079.00,-5510.00,-5699.00,189.00,-5534.00,167.00,-9.00,222.00,15894.00,-4282.00,-794.00,20970.00,-14341.00,0.00
1983:Q2,1867.00,3602.00,-9488.00,69713.00,2166.00,-5415.00,-246.00,38891.00,-108.00,20238.00,10326.00,1101.00,7334.00,34988.00,5222.00,3639.00,18848.00,7279.00,61.00,0.00,0.00,221.00,-953.00,79201.00,3683.00,23498.00,32307.00,5764.00,1110.00,2072.00,2162.00,-90.00,-487.00,174.00,-4.00,67.00,11017.00,-501.00,593.00,10925.00,7753.00,0.00
1983:Q3,1587.00,3940.00,-5403.00,71583.00,-3042.00,2693.00,-6137.00,21998.00,102.00,10368.00,11089.00,1944.00,-1505.00,50578.00,3451.00,3865.00,29668.00,13594.00,69.00,0.00,0.00,282.00,5142.00,76986.00,6029.00,-2217.00,29699.00,18551.00,4655.00,3958.00,3914.00,44.00,-173.00,200.00,-12.00,421.00,15875.00,8615.00,-257.00,7517.00,3050.00,0.00
1983:Q4,1725.00,4332.00,1245.00,102471.00,3589.00,749.00,2672.00,18938.00,-940.00,8516.00,2059.00,5380.00,3923.00,76500.00,28041.00,4203.00,27532.00,16724.00,100.00,0.00,0.00,484.00,-561.00,101226.00,3687.00,15784.00,42451.00,14953.00,4310.00,4616.00,4888.00,-272.00,1609.00,240.00,-4.00,147.00,13434.00,8489.00,2648.00,2297.00,-3852.00,0.00
1984:Q1,1198.00,3921.00,6693.00,73346.00,-3665.00,721.00,5852.00,22442.00,-1406.00,11717.00,6078.00,-804.00,6857.00,49897.00,13435.00,-934.00,25581.00,11815.00,112.00,0.00,0.00,248.00,-2261.00,66653.00,3972.00,-5074.00,36889.00,14006.00,16691.00,-2106.00,-2000.00,-106.00,-1034.00,260.00,-220.00,198.00,3072.00,-5728.00,-90.00,8890.00,-9416.00,0.00
1984:Q2,1189.00,4207.00,1383.00,104592.00,740.00,-1915.00,-71.00,2359.00,-837.00,-4510.00,9066.00,-444.00,-916.00,99697.00,26323.00,7003.00,43882.00,22489.00,-26.00,0.00,0.00,726.00,3082.00,103209.00,10928.00,5803.00,34348.00,33294.00,2860.00,9782.00,7675.00,2107.00,8390.00,270.00,210.00,350.00,-3025.00,-4605.00,-4381.00,5961.00,-4401.00,0.00
1984:Q3,2117.00,4465.00,-21218.00,97428.00,276.00,3360.00,-672.00,16411.00,300.00,2217.00,4413.00,5435.00,4046.00,58025.00,3890.00,-1640.00,37245.00,18530.00,-81.00,0.00,0.00,17.00,20092.00,118646.00,3525.00,2785.00,26606.00,20118.00,12651.00,-2315.00,-2033.00,-282.00,7238.00,280.00,51.00,749.00,46959.00,17054.00,5255.00,24650.00,18871.00,0.00
1984:Q4,2366.00,4739.00,-9010.00,113727.00,5899.00,-1793.00,16500.00,9844.00,-1217.00,1072.00,-4449.00,8007.00,6431.00,74278.00,30508.00,-669.00,27608.00,16831.00,-234.00,0.00,0.00,482.00,8751.00,122737.00,-7974.00,33120.00,50595.00,19368.00,4907.00,3830.00,55.00,3775.00,1783.00,290.00,-173.00,356.00,16636.00,11589.00,-449.00,5496.00,6637.00,0.00
1985:Q1,3214.00,4378.00,124.00,33846.00,-6190.00,5178.00,-11480.00,8106.00,-217.00,13722.00,-447.00,-4729.00,-223.00,30920.00,2318.00,-3432.00,19623.00,12411.00,166.00,0.00,0.00,425.00,6721.00,33722.00,3362.00,-26753.00,48126.00,3117.00,-1444.00,-1887.00,-3727.00,1840.00,289.00,300.00,17.00,229.00,8366.00,-485.00,1770.00,7081.00,-1288.00,0.00
1985:Q2,3496.00,4765.00,-2707.00,75654.00,799.00,239.00,14453.00,-3712.00,-525.00,-3223.00,-6578.00,2021.00,4593.00,53716.00,13081.00,-3279.00,28489.00,15425.00,145.00,0.00,0.00,331.00,9683.00,78361.00,-5934.00,31920.00,38734.00,-7979.00,2898.00,-1587.00,-2992.00,1405.00,5182.00,350.00,-403.00,155.00,15025.00,2633.00,-337.00,12729.00,1438.00,0.00
1985:Q3,4824.00,5129.00,-357.00,94423.00,2222.00,-74.00,7960.00,22415.00,-1203.00,3821.00,7251.00,10818.00,1728.00,63809.00,15741.00,-361.00,33441.00,14988.00,-28.00,0.00,0.00,-400.00,-1481.00,94780.00,2148.00,19853.00,26609.00,11584.00,15165.00,880.00,-1491.00,2371.00,6363.00,360.00,292.00,789.00,10737.00,9362.00,-589.00,1964.00,52.00,0.00
1985:Q4,5791.00,5683.00,-11918.00,127220.00,4433.00,1469.00,12051.00,41283.00,-1040.00,-9557.00,-952.00,49681.00,3151.00,61297.00,21203.00,-2388.00,27380.00,15102.00,-265.00,0.00,0.00,-83.00,7035.00,139138.00,11354.00,42178.00,26850.00,10377.00,26000.00,2309.00,-1150.00,3459.00,3317.00,375.00,290.00,253.00,15835.00,3623.00,1362.00,10850.00,12026.00,0.00
1986:Q1,6374.00,4800.00,-5710.00,25465.00,-4286.00,2151.00,8242.00,1653.00,1038.00,3070.00,11925.00,-17827.00,3447.00,11227.00,-567.00,-2326.00,16283.00,-2163.00,229.00,0.00,0.00,465.00,5784.00,31175.00,-5565.00,-22429.00,34816.00,3080.00,6005.00,-1915.00,-3704.00,1789.00,-1405.00,325.00,134.00,321.00,17809.00,9794.00,2913.00,5102.00,7284.00,0.00
1986:Q2,7116.00,5174.00,3915.00,82350.00,970.00,1158.00,6047.00,30518.00,-1345.00,3997.00,25466.00,-5371.00,7771.00,44454.00,12283.00,-1928.00,22201.00,11898.00,596.00,0.00,0.00,333.00,-1726.00,78435.00,-9842.00,48202.00,31706.00,-10151.00,12655.00,723.00,-1169.00,1892.00,7776.00,325.00,283.00,269.00,-3511.00,2908.00,-6731.00,312.00,-1972.00,0.00
1986:Q3,4941.00,5450.00,-5007.00,88219.00,388.00,4854.00,-9215.00,48044.00,-1486.00,3977.00,23855.00,8908.00,12790.00,35764.00,-2146.00,1184.00,26683.00,10043.00,869.00,0.00,0.00,-320.00,7835.00,93226.00,5251.00,3608.00,31149.00,15729.00,10594.00,4632.00,2153.00,2479.00,4376.00,350.00,294.00,702.00,16541.00,1286.00,5616.00,9639.00,4497.00,0.00
1986:Q4,3483.00,5692.00,12363.00,159147.00,3043.00,11313.00,6782.00,22919.00,3018.00,2711.00,24827.00,-14408.00,6771.00,107884.00,63169.00,-2500.00,35680.00,11535.00,450.00,0.00,0.00,-2144.00,8900.00,146784.00,-6198.00,82690.00,32320.00,12704.00,17511.00,-2162.00,-3137.00,975.00,9849.00,350.00,-362.00,274.00,-192.00,4025.00,2373.00,-6590.00,-14573.00,0.00
1987:Q1,4509.00,5285.00,5812.00,10997.00,-3159.00,-6134.00,1859.00,11011.00,-452.00,2953.00,14314.00,-10944.00,5140.00,-20385.00,-26719.00,750.00,19046.00,-13462.00,819.00,0.00,0.00,393.00,26593.00,5185.00,25232.00,-69698.00,19900.00,-8712.00,4637.00,3631.00,329.00,3302.00,-1711.00,369.00,-104.00,399.00,31242.00,2734.00,520.00,27988.00,-6587.00,0.00
1987:Q2,6487.00,5414.00,4311.00,70522.00,1457.00,-5871.00,-1375.00,25738.00,-2023.00,1822.00,23798.00,-6974.00,9115.00,64306.00,5741.00,4172.00,44013.00,10380.00,337.00,0.00,0.00,-897.00,-13173.00,66211.00,-10883.00,41405.00,10123.00,26248.00,4288.00,3977.00,4259.00,-282.00,8355.00,373.00,-1858.00,-566.00,-15250.00,6672.00,3559.00,-25481.00,-3238.00,0.00
1987:Q3,7937.00,5585.00,-9253.00,81353.00,472.00,2925.00,-9303.00,23202.00,-1845.00,8270.00,15063.00,-5458.00,7172.00,60589.00,9268.00,-1107.00,41161.00,11267.00,137.00,0.00,0.00,315.00,3016.00,90606.00,30394.00,-2224.00,12456.00,23001.00,5678.00,-1484.00,-2326.00,842.00,5951.00,373.00,-187.00,931.00,15718.00,3451.00,1926.00,10341.00,11605.00,0.00
1987:Q4,6472.00,5677.00,2124.00,98282.00,436.00,2757.00,-2114.00,26961.00,5644.00,-3696.00,19586.00,-5761.00,11188.00,77510.00,14499.00,1611.00,49307.00,12093.00,24.00,-48.00,0.00,-1022.00,-6222.00,96158.00,-5192.00,17760.00,34637.00,33683.00,-168.00,4501.00,3314.00,1187.00,13191.00,374.00,-286.00,895.00,-3236.00,10365.00,1218.00,-14819.00,-1330.00,0.00
1988:Q1,6407.00,5905.00,-12919.00,42198.00,-1748.00,-3007.00,13050.00,1705.00,-3473.00,-799.00,2647.00,-7266.00,10596.00,28693.00,732.00,-5046.00,33518.00,-511.00,724.00,-118.00,0.00,485.00,2414.00,55117.00,-7853.00,-17962.00,57486.00,-3722.00,23538.00,-5456.00,-5325.00,-131.00,-3603.00,167.00,-496.00,1168.00,11850.00,-1167.00,4648.00,8369.00,13420.00,0.00
1988:Q2,6523.00,6160.00,-14828.00,101720.00,2455.00,-3096.00,-1462.00,16011.00,-301.00,-5709.00,13877.00,-5280.00,13424.00,74367.00,21619.00,986.00,39999.00,11763.00,505.00,-79.00,0.00,-357.00,13376.00,116548.00,15659.00,27884.00,27141.00,5288.00,8709.00,1922.00,615.00,1307.00,5295.00,-48.00,-653.00,262.00,25089.00,7826.00,4225.00,13038.00,15191.00,0.00
1988:Q3,4569.00,6376.00,-1314.00,71066.00,-3472.00,3357.00,-1240.00,16306.00,1327.00,-1484.00,14919.00,-2796.00,4340.00,53865.00,-6899.00,-300.00,48112.00,12952.00,460.00,-123.00,0.00,-77.00,1990.00,72380.00,-8502.00,-11796.00,18639.00,35097.00,7894.00,17.00,-193.00,210.00,6569.00,1705.00,354.00,-99.00,22503.00,7668.00,2657.00,12178.00,-493.00,0.00
1988:Q4,2424.00,6782.00,-10155.00,85705.00,5468.00,309.00,-8968.00,3544.00,2548.00,-8071.00,17584.00,-7121.00,-1396.00,70107.00,19390.00,2031.00,37434.00,11252.00,298.00,-144.00,0.00,-125.00,15216.00,95860.00,5929.00,26511.00,19206.00,25022.00,-15331.00,2387.00,2164.00,223.00,11183.00,664.00,999.00,1406.00,17884.00,8690.00,1268.00,7926.00,5798.00,0.00
1989:Q1,4967.00,6595.00,7716.00,16408.00,-5358.00,-1953.00,8576.00,4904.00,-2441.00,4389.00,8895.00,-3916.00,-2023.00,11553.00,-1072.00,-5106.00,25315.00,-7584.00,1172.00,-99.00,0.00,705.00,-3092.00,8692.00,-8006.00,-53888.00,12932.00,24208.00,23795.00,-5947.00,-5354.00,-593.00,11069.00,242.00,-462.00,995.00,3755.00,-301.00,3887.00,169.00,-9344.00,0.00
1989:Q2,6622.00,6782.00,-4417.00,45745.00,572.00,-13.00,4494.00,-20024.00,483.00,-20760.00,8957.00,-4727.00,-3977.00,52735.00,9796.00,1591.00,32218.00,9130.00,-285.00,-193.00,0.00,166.00,8293.00,50162.00,-16333.00,24026.00,19489.00,981.00,9565.00,2333.00,1584.00,749.00,-2174.00,416.00,421.00,75.00,11363.00,8669.00,-1400.00,4094.00,4257.00,0.00
1989:Q3,7494.00,6846.00,15177.00,14292.00,347.00,-5128.00,-4211.00,-25616.00,-1206.00,-12724.00,-6311.00,-3071.00,-2304.00,37692.00,5654.00,684.00,21594.00,9760.00,-365.00,-32.00,0.00,163.00,11442.00,-885.00,1670.00,-11869.00,32404.00,-2615.00,-23773.00,-248.00,-117.00,-131.00,-10547.00,416.00,-436.00,568.00,13545.00,482.00,-2206.00,15269.00,-14529.00,0.00
1989:Q4,4489.00,6490.00,-5200.00,26866.00,5549.00,6074.00,15581.00,-13645.00,2492.00,-1383.00,-5888.00,-6263.00,-2603.00,18981.00,7368.00,693.00,641.00,10279.00,-259.00,-117.00,0.00,-828.00,-4470.00,32066.00,-19560.00,38531.00,34159.00,7134.00,-11984.00,-990.00,-344.00,-646.00,-8799.00,416.00,-830.00,692.00,-6702.00,1538.00,2330.00,-10570.00,3199.00,0.00
1990:Q1,5253.00,6861.00,8345.00,15933.00,-5420.00,-2198.00,4893.00,30136.00,-355.00,14576.00,16282.00,-3486.00,3119.00,-29491.00,-22243.00,-5598.00,12671.00,-14321.00,-664.00,-101.00,0.00,858.00,17920.00,7588.00,12534.00,-38680.00,31491.00,-29214.00,15186.00,-4958.00,-3712.00,-1246.00,-8796.00,663.00,548.00,674.00,28140.00,6388.00,-2832.00,24584.00,-9953.00,0.00
1990:Q2,5730.00,6315.00,-3671.00,-10336.00,1043.00,207.00,1376.00,-9525.00,923.00,-4462.00,5385.00,-5913.00,-5458.00,1514.00,8762.00,-2491.00,-1351.00,-3406.00,-705.00,56.00,0.00,58.00,-4360.00,-6665.00,-2364.00,24457.00,4505.00,-19147.00,10203.00,-4774.00,-2220.00,-2554.00,-6057.00,140.00,-168.00,809.00,-14269.00,2407.00,-2400.00,-14276.00,3086.00,0.00
1990:Q3,6824.00,6035.00,-16160.00,-6201.00,458.00,-2502.00,-3211.00,153.00,-87.00,605.00,6304.00,-1260.00,-5409.00,-12830.00,-9289.00,-1889.00,-6056.00,4404.00,-831.00,152.00,0.00,-413.00,12823.00,9959.00,19135.00,-3990.00,8513.00,-11545.00,-15169.00,-2033.00,-353.00,-1680.00,-8091.00,13.00,-130.00,157.00,23099.00,10994.00,5833.00,6272.00,16949.00,0.00
1990:Q4,6663.00,5457.00,14803.00,-16359.00,7838.00,4824.00,-3454.00,622.00,3474.00,-8250.00,11763.00,-5331.00,-1034.00,-24213.00,-3027.00,144.00,-20384.00,-946.00,-2860.00,-119.00,0.00,-308.00,1311.00,-31162.00,-24733.00,36640.00,19457.00,-1355.00,-40708.00,5114.00,987.00,4127.00,-985.00,1333.00,-334.00,-714.00,-24877.00,-2450.00,-2443.00,-19984.00,-13597.00,0.00
1991:Q1,9730.00,5908.00,-13074.00,-47512.00,-7883.00,-14591.00,1100.00,11659.00,982.00,16002.00,3485.00,-4331.00,-4479.00,-47863.00,-13833.00,-7173.00,-12339.00,-14518.00,1414.00,767.00,0.00,746.00,7139.00,-34438.00,7590.00,-37765.00,31371.00,-13188.00,-9467.00,-9299.00,-8301.00,-998.00,-10492.00,897.00,-637.00,448.00,6104.00,7769.00,-986.00,-679.00,16895.00,0.00
1991:Q2,9771.00,5559.00,5853.00,-32392.00,920.00,-1866.00,6268.00,-3188.00,-1339.00,8908.00,-1088.00,-4694.00,-4975.00,-22350.00,-11355.00,-1474.00,-4263.00,-5258.00,-741.00,454.00,0.00,-749.00,-11140.00,-38245.00,1040.00,22990.00,-4128.00,-39343.00,7543.00,-2643.00,-2410.00,-233.00,-12100.00,162.00,-26.00,-162.00,-11579.00,2042.00,-4098.00,-9523.00,-1641.00,0.00
1991:Q3,10013.00,5238.00,-1638.00,189.00,3130.00,5203.00,12092.00,25136.00,-1412.00,19435.00,513.00,-3320.00,9920.00,-46800.00,-7820.00,228.00,-34723.00,-4485.00,-232.00,1075.00,0.00,203.00,382.00,1827.00,15043.00,18891.00,-10587.00,-3751.00,-2013.00,-3656.00,-1450.00,-2206.00,-10810.00,-759.00,451.00,248.00,-1231.00,1487.00,1836.00,-4554.00,6413.00,0.00
1991:Q4,9562.00,4999.00,14359.00,12759.00,4846.00,2009.00,-16774.00,35281.00,568.00,20319.00,12043.00,-2472.00,4823.00,-11065.00,-4129.00,-1788.00,-8823.00,3675.00,123.00,638.00,0.00,-1168.00,-1131.00,-1600.00,-9771.00,53012.00,-15035.00,-12954.00,-20997.00,-1828.00,-2114.00,286.00,-3865.00,620.00,-1203.00,2075.00,8346.00,3252.00,2763.00,2331.00,-9796.00,0.00
1992:Q1,11897.00,6286.00,-2125.00,-9241.00,-4265.00,67.00,12575.00,29052.00,-649.00,26130.00,8610.00,-2633.00,-2406.00,-55955.00,-16451.00,-3611.00,-19220.00,-16673.00,-269.00,1293.00,0.00,643.00,7618.00,-7116.00,22250.00,-16120.00,-2724.00,-28728.00,16772.00,-3616.00,-2176.00,-1440.00,-2858.00,543.00,277.00,612.00,6475.00,3248.00,455.00,2772.00,7736.00,0.00
1992:Q2,12142.00,6435.00,-31339.00,-5532.00,355.00,-6740.00,-10731.00,25599.00,-126.00,14653.00,16453.00,-1851.00,-3530.00,-17332.00,1641.00,-294.00,-15133.00,-3546.00,79.00,57.00,0.00,489.00,2692.00,25807.00,-6727.00,27529.00,-18464.00,1559.00,-1708.00,281.00,-1637.00,1918.00,641.00,1153.00,-189.00,497.00,21235.00,12368.00,3860.00,5007.00,37047.00,0.00
1992:Q3,20026.00,6505.00,49408.00,47543.00,501.00,4925.00,10944.00,35989.00,-855.00,20338.00,10613.00,144.00,5749.00,-9097.00,-5972.00,-711.00,-5474.00,3060.00,-552.00,593.00,0.00,524.00,3716.00,-1865.00,17891.00,20737.00,-24668.00,-33016.00,-4318.00,973.00,-1062.00,2035.00,2639.00,719.00,-218.00,177.00,17218.00,8994.00,158.00,8066.00,-35887.00,0.00
1992:Q4,9448.00,6734.00,-12592.00,19110.00,1676.00,4414.00,8322.00,28410.00,-145.00,10562.00,14349.00,-1720.00,5364.00,-12718.00,-4746.00,971.00,-15415.00,6472.00,689.00,-967.00,0.00,373.00,-11089.00,31702.00,-19045.00,63784.00,-11309.00,-10761.00,-389.00,3693.00,993.00,2700.00,-998.00,1924.00,-70.00,1383.00,3490.00,12229.00,-602.00,-8137.00,15306.00,0.00
1993:Q1,4632.00,4769.00,21817.00,-20067.00,-1309.00,2454.00,-13148.00,40457.00,-365.00,14942.00,21940.00,-1599.00,5539.00,-47440.00,-28122.00,-2813.00,-11651.00,-4854.00,507.00,554.00,0.00,438.00,-2580.00,-41884.00,20117.00,-44075.00,-17800.00,-23961.00,17142.00,-3013.00,-3252.00,239.00,5034.00,616.00,-3861.00,103.00,7813.00,8534.00,-9105.00,8384.00,-21954.00,0.00
1993:Q2,4900.00,4999.00,6819.00,47129.00,1649.00,-6809.00,-911.00,9240.00,-2162.00,-2006.00,12701.00,728.00,-21.00,37914.00,11822.00,-1352.00,15147.00,12297.00,441.00,-161.00,0.00,381.00,5385.00,40310.00,-10758.00,47673.00,-20707.00,3628.00,-5912.00,66.00,-1763.00,1829.00,6708.00,369.00,-273.00,1228.00,18288.00,7075.00,-3940.00,15153.00,-6918.00,0.00
1993:Q3,4459.00,5114.00,11307.00,50498.00,-475.00,2210.00,-1280.00,23297.00,-1146.00,5461.00,11286.00,2506.00,5190.00,24488.00,742.00,-1203.00,8893.00,16056.00,1095.00,87.00,0.00,793.00,283.00,39191.00,10579.00,16963.00,-18375.00,-8157.00,13564.00,-1893.00,-1784.00,-109.00,6472.00,33.00,184.00,20.00,19800.00,7110.00,6011.00,6679.00,-11963.00,0.00
1993:Q4,2445.00,5421.00,10006.00,74501.00,936.00,5017.00,11163.00,18023.00,746.00,7117.00,9796.00,76.00,288.00,39950.00,13933.00,-1050.00,7325.00,19742.00,506.00,-153.00,0.00,384.00,-1325.00,64495.00,-3196.00,59601.00,-13409.00,13214.00,-6710.00,-732.00,-859.00,127.00,3905.00,892.00,1043.00,807.00,9080.00,7340.00,471.00,1269.00,-12982.00,0.00
1994:Q1,11981.00,5334.00,-28908.00,76887.00,-1232.00,782.00,-6783.00,36514.00,-2043.00,23932.00,7282.00,501.00,6842.00,-18093.00,-3666.00,-1002.00,-14758.00,1333.00,-1299.00,-1364.00,0.00,781.00,67581.00,105795.00,26534.00,-27624.00,10667.00,-6648.00,20242.00,-1439.00,-1224.00,-215.00,-2574.00,634.00,-1025.00,427.00,86601.00,5192.00,-911.00,82320.00,35555.00,0.00
1994:Q2,5167.00,5296.00,4106.00,70567.00,2987.00,-2375.00,-3525.00,-7344.00,179.00,-12567.00,4772.00,-271.00,543.00,53855.00,9681.00,-363.00,21324.00,23213.00,-863.00,-962.00,0.00,913.00,27881.00,66461.00,26003.00,-4640.00,-18954.00,5130.00,11755.00,-579.00,-463.00,-116.00,7454.00,15.00,-1085.00,196.00,41166.00,1717.00,2930.00,36519.00,-4235.00,0.00
1994:Q3,5805.00,5040.00,19503.00,21770.00,-3271.00,-3304.00,-5242.00,-12574.00,-541.00,-19851.00,10728.00,-672.00,-2238.00,67394.00,10856.00,823.00,28131.00,27584.00,-408.00,-762.00,0.00,844.00,-20907.00,2267.00,5665.00,-27715.00,-16336.00,26253.00,6578.00,1799.00,886.00,913.00,8202.00,564.00,592.00,881.00,-4216.00,6643.00,-5164.00,-5695.00,-18738.00,0.00
1994:Q4,1983.00,4613.00,-6803.00,82226.00,6974.00,735.00,14414.00,-30035.00,630.00,-24164.00,-1810.00,-1230.00,-3461.00,88455.00,27587.00,-1833.00,33185.00,29516.00,-578.00,-360.00,0.00,41.00,2580.00,89029.00,32234.00,22429.00,-12818.00,17355.00,19659.00,-50.00,-2055.00,2005.00,9210.00,554.00,-464.00,1938.00,-1018.00,1975.00,2676.00,-5669.00,4173.00,0.00
1995:Q1,752.00,5144.00,2326.00,35322.00,-6838.00,-780.00,-7496.00,16489.00,-1722.00,13953.00,9332.00,-2237.00,-2837.00,59311.00,28800.00,1087.00,28424.00,1000.00,-52.00,91.00,0.00,236.00,-25639.00,32996.00,-3550.00,-50226.00,16732.00,35188.00,5516.00,1171.00,1100.00,71.00,-6129.00,143.00,519.00,1590.00,32042.00,13211.00,6154.00,12677.00,-6718.00,0.00
1995:Q2,1014.00,4662.00,22853.00,89683.00,2305.00,-5063.00,13783.00,3379.00,922.00,-14653.00,15154.00,-960.00,2916.00,86016.00,41139.00,361.00,26584.00,17932.00,750.00,326.00,0.00,654.00,-12467.00,66830.00,-2207.00,25573.00,26494.00,17748.00,17328.00,1439.00,34.00,1405.00,292.00,1228.00,1576.00,232.00,-22873.00,6866.00,2025.00,-31764.00,-26501.00,0.00
1995:Q3,1154.00,4548.00,14502.00,68197.00,-524.00,-1514.00,-3553.00,11830.00,-897.00,-6565.00,16940.00,-1049.00,3401.00,62524.00,18174.00,-651.00,25980.00,19021.00,1625.00,3.00,0.00,669.00,-2863.00,53695.00,487.00,-38199.00,38494.00,9063.00,5352.00,1141.00,-394.00,1535.00,1235.00,538.00,1335.00,2860.00,31389.00,13356.00,-922.00,18955.00,-17896.00,0.00
1995:Q4,-2521.00,4809.00,-1148.00,62442.00,7490.00,6179.00,29103.00,-12948.00,63.00,-15757.00,6987.00,4.00,-4245.00,42121.00,22870.00,-1353.00,1023.00,19581.00,441.00,-289.00,0.00,85.00,-9740.00,63590.00,-6712.00,17091.00,30783.00,-472.00,-10637.00,-1855.00,-1498.00,-357.00,8107.00,696.00,1696.00,1939.00,22954.00,5467.00,-595.00,18082.00,-6181.00,0.00
1996:Q1,-1992.00,5623.00,-5814.00,10810.00,-6176.00,-4871.00,-16683.00,12537.00,214.00,7308.00,5171.00,-404.00,248.00,22714.00,19209.00,268.00,14620.00,-11383.00,932.00,72.00,0.00,973.00,1312.00,16624.00,-4363.00,-51707.00,69217.00,12920.00,-3729.00,1933.00,238.00,1695.00,-1994.00,802.00,-1413.00,64.00,-5106.00,4739.00,1959.00,-11804.00,-1800.00,0.00
