1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1994:Q1,222.00,222.00,44.00,44.00,271.00,4.00,76.00,0.00,173.00,7.00,0.00,11.00,0.00,0.00,5192.00,0.00,0.00,-1029.00,-1060.00,-77.00,3026.00,-1144.00,-1144.00,-911.00,9986.00,9075.00,0.00,0.00,0.00
1994:Q2,362.00,362.00,78.00,78.00,702.00,4.00,60.00,0.00,627.00,9.00,0.00,2.00,0.00,0.00,1717.00,0.00,0.00,1853.00,-3025.00,6277.00,6822.00,1221.00,1221.00,2930.00,91.00,3021.00,0.00,0.00,0.00
1994:Q3,396.00,396.00,85.00,85.00,438.00,7.00,60.00,0.00,356.00,14.00,0.00,1.00,0.00,0.00,6643.00,0.00,0.00,2874.00,804.00,-2163.00,8158.00,1893.00,1893.00,-5164.00,4948.00,-216.00,0.00,0.00,0.00
1994:Q4,451.00,451.00,75.00,75.00,415.00,-3.00,-27.00,0.00,395.00,15.00,0.00,35.00,0.00,0.00,1975.00,0.00,0.00,325.00,3937.00,3809.00,10046.00,215.00,215.00,2676.00,1037.00,3713.00,0.00,0.00,0.00
1995:Q1,312.00,312.00,103.00,103.00,370.00,-1.00,-27.00,0.00,404.00,-2.00,0.00,-4.00,0.00,0.00,13211.00,0.00,0.00,-1241.00,4550.00,1379.00,17899.00,2203.00,2203.00,6154.00,8396.00,14550.00,0.00,0.00,0.00
1995:Q2,277.00,277.00,29.00,29.00,454.00,1.00,-30.00,0.00,463.00,19.00,0.00,1.00,0.00,0.00,6866.00,0.00,0.00,2501.00,2677.00,830.00,12874.00,1963.00,1963.00,2025.00,2787.00,4812.00,0.00,0.00,0.00
1995:Q3,403.00,403.00,100.00,100.00,659.00,1.00,-25.00,0.00,667.00,15.00,0.00,1.00,0.00,0.00,13356.00,0.00,0.00,600.00,1179.00,2338.00,17473.00,470.00,470.00,-922.00,7322.00,6400.00,0.00,0.00,0.00
1995:Q4,526.00,526.00,51.00,51.00,500.00,6.00,20.00,0.00,458.00,25.00,0.00,-9.00,0.00,0.00,5467.00,0.00,0.00,1557.00,-1873.00,-698.00,4453.00,1224.00,1224.00,-595.00,-656.00,-1251.00,0.00,0.00,0.00
1996:Q1,438.00,438.00,71.00,71.00,126.00,0.00,-28.00,0.00,127.00,-8.00,0.00,35.00,0.00,0.00,4739.00,0.00,0.00,626.00,2928.00,1109.00,9402.00,-1133.00,-1133.00,1959.00,11857.00,13816.00,0.00,0.00,0.00
1996:Q2,377.00,377.00,101.00,101.00,550.00,4.00,14.00,0.00,513.00,8.00,0.00,11.00,0.00,0.00,15051.00,0.00,0.00,3326.00,-2480.00,-2999.00,12898.00,2425.00,2425.00,158.00,11150.00,11308.00,0.00,0.00,0.00
1996:Q3,433.00,433.00,397.00,397.00,310.00,2.00,-11.00,0.00,306.00,11.00,0.00,2.00,0.00,0.00,2610.00,0.00,0.00,-740.00,-676.00,1459.00,2653.00,-540.00,-540.00,6580.00,7048.00,13628.00,0.00,0.00,0.00
1996:Q4,586.00,586.00,67.00,67.00,464.00,-59.00,121.00,0.00,354.00,5.00,0.00,43.00,0.00,0.00,11272.00,0.00,0.00,-267.00,-10116.00,4577.00,5466.00,-195.00,-195.00,5037.00,21451.00,26488.00,0.00,0.00,0.00
1997:Q1,427.00,427.00,160.00,160.00,646.00,1.00,3.00,0.00,633.00,7.00,0.00,2.00,0.00,0.00,8974.00,0.00,0.00,8978.00,-14840.00,-5376.00,-2264.00,9205.00,9205.00,14890.00,14169.00,29059.00,0.00,0.00,0.00
1997:Q2,411.00,411.00,288.00,288.00,475.00,8.00,-5.00,0.00,456.00,11.00,0.00,5.00,0.00,0.00,10984.00,0.00,0.00,-3911.00,5477.00,3708.00,16258.00,-3110.00,-3110.00,-5070.00,1719.00,-3351.00,0.00,0.00,0.00
1997:Q3,415.00,415.00,177.00,177.00,417.00,8.00,13.00,0.00,-36.00,205.00,0.00,227.00,0.00,0.00,11325.00,0.00,0.00,5030.00,400.00,997.00,17752.00,3999.00,3999.00,8607.00,11346.00,19953.00,0.00,0.00,0.00
1997:Q4,336.00,336.00,206.00,206.00,224.00,-8.00,-20.00,0.00,653.00,-180.00,0.00,-221.00,0.00,0.00,-2.00,0.00,0.00,-6475.00,12485.00,-82.00,5926.00,-5147.00,-5147.00,-4092.00,7786.00,3694.00,0.00,0.00,0.00
1998:Q1,385.00,385.00,38.00,38.00,1339.00,13.00,26.00,0.00,1302.00,2.00,0.00,-4.00,0.00,0.00,19848.00,0.00,0.00,5296.00,-591.00,-1070.00,23483.00,-7784.00,-7784.00,8729.00,22869.00,31598.00,0.00,0.00,0.00
1998:Q2,444.00,444.00,320.00,320.00,578.00,18.00,277.00,0.00,266.00,31.00,0.00,-14.00,0.00,0.00,14456.00,0.00,0.00,-3894.00,18133.00,-768.00,27927.00,-1943.00,-1943.00,-8237.00,4314.00,-3923.00,0.00,0.00,0.00
1998:Q3,413.00,413.00,119.00,119.00,816.00,11.00,-11.00,0.00,755.00,41.00,0.00,20.00,0.00,0.00,17126.00,0.00,0.00,-2394.00,3732.00,-2445.00,16019.00,-1193.00,-1193.00,10173.00,7248.00,17421.00,0.00,0.00,0.00
1998:Q4,338.00,338.00,42.00,42.00,1320.00,-16.00,-253.00,0.00,1548.00,15.00,0.00,26.00,0.00,0.00,9729.00,0.00,0.00,1858.00,16894.00,3696.00,32177.00,926.00,926.00,1091.00,1054.00,2145.00,0.00,0.00,0.00
1999:Q1,394.00,394.00,170.00,170.00,1445.00,-3.00,-17.00,0.00,1314.00,91.00,0.00,60.00,0.00,0.00,13887.00,0.00,0.00,3249.00,3375.00,-3137.00,17374.00,-4597.00,-4597.00,-769.00,38160.00,37391.00,0.00,0.00,0.00
1999:Q2,456.00,456.00,160.00,160.00,858.00,11.00,5.00,0.00,756.00,52.00,0.00,34.00,0.00,0.00,1650.00,0.00,0.00,-624.00,14681.00,-6846.00,8861.00,-213.00,-213.00,-1317.00,5909.00,4592.00,0.00,0.00,0.00
1999:Q3,329.00,329.00,48.00,48.00,1737.00,5.00,-6.00,0.00,1649.00,34.00,0.00,55.00,0.00,0.00,14169.00,0.00,0.00,13627.00,-19220.00,408.00,8984.00,4638.00,4638.00,14006.00,1986.00,15992.00,0.00,0.00,0.00
1999:Q4,272.00,272.00,102.00,102.00,2022.00,-8.00,5.00,0.00,1991.00,48.00,0.00,-14.00,0.00,0.00,-5274.00,0.00,0.00,31619.00,-29788.00,13720.00,10277.00,10760.00,10760.00,-9448.00,19879.00,10431.00,0.00,0.00,0.00
2000:Q1,343.00,343.00,312.00,312.00,1027.00,-8.00,15.00,0.00,1072.00,31.00,0.00,-83.00,0.00,0.00,14647.00,0.00,0.00,20506.00,-16113.00,-5629.00,13411.00,63760.00,63760.00,21536.00,-2466.00,19070.00,0.00,0.00,0.00
2000:Q2,410.00,410.00,121.00,121.00,137.00,11.00,-28.00,0.00,129.00,25.00,0.00,0.00,0.00,0.00,16226.00,0.00,0.00,-6821.00,8333.00,-1358.00,16380.00,-1693.00,-1693.00,-25.00,6589.00,6564.00,0.00,0.00,0.00
2000:Q3,335.00,335.00,68.00,68.00,364.00,9.00,9.00,0.00,221.00,20.00,0.00,105.00,0.00,0.00,44042.00,0.00,0.00,7201.00,5299.00,-27447.00,29095.00,1941.00,1941.00,5379.00,-3743.00,1636.00,0.00,0.00,0.00
2000:Q4,412.00,412.00,64.00,64.00,701.00,5.00,39.00,0.00,619.00,37.00,0.00,1.00,0.00,0.00,19887.00,0.00,0.00,4371.00,5050.00,1897.00,31205.00,1178.00,1178.00,18748.00,678.00,19426.00,0.00,0.00,0.00
2001:Q1,521.00,521.00,32.00,32.00,777.00,-1.00,-48.00,0.00,790.00,57.00,0.00,-21.00,0.00,0.00,5983.00,0.00,13.00,18474.00,20273.00,4412.00,49155.00,-19191.00,-19191.00,3647.00,46769.00,50416.00,0.00,0.00,0.00
2001:Q2,498.00,498.00,114.00,114.00,890.00,50.00,478.00,0.00,438.00,32.00,0.00,-108.00,0.00,0.00,10076.00,0.00,25.00,2575.00,7593.00,-3064.00,17205.00,206.00,206.00,-8003.00,-22811.00,-30814.00,0.00,0.00,0.00
2001:Q3,359.00,359.00,123.00,123.00,742.00,12.00,14.00,0.00,600.00,90.00,0.00,26.00,0.00,0.00,42255.00,0.00,-34.00,2147.00,-3103.00,-13076.00,28189.00,172.00,172.00,-16980.00,-10011.00,-26991.00,0.00,0.00,0.00
2001:Q4,327.00,327.00,107.00,107.00,867.00,11.00,8.00,0.00,789.00,45.00,0.00,14.00,0.00,0.00,2030.00,0.00,-1371.00,12544.00,-40570.00,8411.00,-18956.00,1006.00,1006.00,-543.00,10035.00,9492.00,0.00,0.00,0.00
2002:Q1,446.00,446.00,275.00,275.00,718.00,2.00,-2.00,0.00,596.00,96.00,0.00,26.00,0.00,0.00,23839.00,0.00,-524.00,-17076.00,14160.00,-12167.00,8232.00,3079.00,3079.00,-6510.00,17801.00,11291.00,0.00,0.00,0.00
2002:Q2,368.00,368.00,682.00,682.00,286.00,18.00,15.00,0.00,87.00,105.00,0.00,61.00,0.00,0.00,14531.00,0.00,1988.00,7601.00,-16399.00,3074.00,10795.00,875.00,875.00,21196.00,-5686.00,15510.00,0.00,0.00,0.00
2002:Q3,364.00,364.00,-66.00,-66.00,605.00,11.00,23.00,0.00,498.00,39.00,0.00,34.00,0.00,0.00,28658.00,0.00,992.00,10139.00,-19621.00,-4641.00,15527.00,1165.00,1165.00,-6750.00,-3881.00,-10631.00,0.00,0.00,0.00
2002:Q4,308.00,308.00,116.00,116.00,383.00,10.00,17.00,0.00,207.00,51.00,0.00,98.00,0.00,0.00,-491.00,0.00,1498.00,15490.00,-689.00,13128.00,28936.00,1781.00,1781.00,10637.00,11941.00,22578.00,0.00,0.00,0.00
2003:Q1,378.00,378.00,125.00,125.00,1213.00,0.00,42.00,0.00,1017.00,73.00,0.00,81.00,0.00,0.00,-16837.00,0.00,667.00,-665.00,6789.00,39872.00,29826.00,140.00,140.00,182.00,8081.00,8263.00,0.00,0.00,0.00
2003:Q2,405.00,405.00,152.00,152.00,566.00,27.00,20.00,0.00,241.00,86.00,0.00,192.00,0.00,0.00,13600.00,0.00,1588.00,19489.00,-507.00,3264.00,37434.00,2250.00,2250.00,-1363.00,-3918.00,-5281.00,0.00,0.00,0.00
2003:Q3,357.00,357.00,89.00,89.00,836.00,24.00,60.00,0.00,439.00,71.00,0.00,242.00,0.00,0.00,2034.00,0.00,359.00,-1994.00,12189.00,263.00,12851.00,-230.00,-230.00,-3182.00,-3128.00,-6310.00,0.00,0.00,0.00
2003:Q4,294.00,294.00,101.00,101.00,588.00,43.00,472.00,0.00,-79.00,15.00,0.00,137.00,0.00,0.00,21045.00,0.00,1207.00,3952.00,1212.00,735.00,28151.00,456.00,456.00,11769.00,9709.00,21478.00,0.00,0.00,0.00
2004:Q1,342.00,342.00,131.00,131.00,1816.00,-8.00,93.00,0.00,1539.00,133.00,0.00,59.00,0.00,0.00,34083.00,0.00,1207.00,10573.00,13999.00,1846.00,61708.00,-1565.00,-1565.00,24253.00,7883.00,32136.00,0.00,0.00,0.00
2004:Q2,513.00,513.00,248.00,248.00,1134.00,39.00,6.00,0.00,1008.00,57.00,0.00,24.00,0.00,0.00,31219.00,0.00,-688.00,20761.00,-14267.00,-3792.00,33233.00,2091.00,2091.00,-22472.00,-7610.00,-30082.00,0.00,0.00,0.00
2004:Q3,849.00,849.00,1276.00,1276.00,27.00,36.00,-9.00,0.00,-27.00,21.00,0.00,6.00,0.00,0.00,115365.00,0.00,1528.00,8567.00,4280.00,-19682.00,110058.00,862.00,862.00,14582.00,-5663.00,8919.00,0.00,0.00,0.00
2004:Q4,289.00,289.00,1412.00,1412.00,-472.00,4.00,-46.00,0.00,-934.00,36.00,0.00,468.00,0.00,0.00,38474.00,0.00,424.00,12377.00,-1935.00,-3931.00,45409.00,1247.00,1247.00,16686.00,13824.00,30510.00,0.00,0.00,0.00
2005:Q1,363.00,363.00,646.00,646.00,350.00,-12.00,45.00,0.00,371.00,-4.00,1.00,-51.00,0.00,0.00,-17601.00,0.00,-115.00,-75066.00,78307.00,17311.00,2836.00,71769.00,71769.00,1384.00,10708.00,12092.00,0.00,0.00,0.00
2005:Q2,355.00,355.00,377.00,377.00,767.00,6.00,-202.00,0.00,982.00,38.00,-11.00,-46.00,0.00,0.00,26821.00,0.00,180.00,3498.00,3274.00,4003.00,37776.00,2098.00,2098.00,15626.00,19235.00,34861.00,0.00,0.00,0.00
2005:Q3,294.00,294.00,370.00,370.00,810.00,40.00,72.00,0.00,617.00,83.00,0.00,-2.00,0.00,0.00,5236.00,0.00,8066.00,6886.00,11255.00,-4519.00,26924.00,4128.00,4128.00,5025.00,-1409.00,3616.00,0.00,0.00,0.00
2005:Q4,252.00,252.00,229.00,229.00,-18.00,8.00,1.00,0.00,-9.00,-3.00,0.00,-15.00,0.00,0.00,13405.00,0.00,1617.00,25780.00,-5856.00,2828.00,37774.00,-13546.00,-13546.00,-1000.00,18346.00,17346.00,0.00,0.00,0.00
2006:Q1,1302.00,1302.00,223.00,223.00,574.00,9.00,6.00,0.00,522.00,40.00,-6.00,3.00,0.00,0.00,15832.00,0.00,-367.00,-8211.00,6900.00,7644.00,21798.00,14977.00,14977.00,24124.00,7434.00,31558.00,0.00,0.00,0.00
2006:Q2,162.00,162.00,1211.00,1211.00,35.00,10.00,20.00,0.00,121.00,-19.00,-11.00,-86.00,0.00,0.00,9776.00,0.00,-488.00,4946.00,2127.00,17622.00,33983.00,3376.00,3376.00,2076.00,7301.00,9377.00,0.00,0.00,0.00
2006:Q3,336.00,336.00,99.00,99.00,99.00,18.00,96.00,0.00,-88.00,61.00,-6.00,18.00,0.00,0.00,23820.00,0.00,3826.00,5421.00,1287.00,11214.00,45568.00,3826.00,3826.00,-3176.00,-2288.00,-5464.00,0.00,0.00,0.00
2006:Q4,224.00,224.00,256.00,256.00,-527.00,14.00,50.00,0.00,-779.00,75.00,-6.00,119.00,0.00,0.00,47807.00,0.00,-273.00,1081.00,16895.00,4802.00,70312.00,763.00,763.00,-14467.00,10118.00,-4349.00,0.00,0.00,0.00
2007:Q1,284.00,284.00,521.00,521.00,-5.00,45.00,274.00,0.00,-194.00,-187.00,-6.00,63.00,0.00,0.00,10415.00,0.00,1158.00,45638.00,-52633.00,5857.00,10435.00,-53408.00,-53408.00,33748.00,15116.00,48864.00,0.00,0.00,0.00
2007:Q2,1184.00,1184.00,256.00,256.00,107.00,50.00,307.00,0.00,-521.00,143.00,-9.00,137.00,0.00,0.00,18770.00,0.00,1942.00,13011.00,7290.00,14507.00,55520.00,4421.00,4421.00,9652.00,1869.00,11521.00,0.00,0.00,0.00
2007:Q3,90.00,90.00,1172.00,1172.00,6841.00,19.00,73.00,0.00,5983.00,460.00,56.00,250.00,0.00,0.00,38407.00,0.00,453.00,-12424.00,27079.00,20107.00,73622.00,-4221.00,-4221.00,-15451.00,21384.00,5933.00,0.00,0.00,0.00
2007:Q4,93.00,93.00,1176.00,1176.00,2150.00,18.00,55.00,0.00,1777.00,159.00,-9.00,150.00,0.00,0.00,46411.00,0.00,1780.00,-4757.00,-39219.00,1710.00,5925.00,-1617.00,-1617.00,15716.00,35556.00,51272.00,0.00,0.00,0.00
2008:Q1,103.00,103.00,1099.00,1099.00,-2493.00,-75.00,589.00,0.00,-2960.00,-155.00,-4.00,112.00,0.00,0.00,27355.00,0.00,-684.00,4277.00,12556.00,4912.00,48416.00,2952.00,2952.00,-571.00,-7568.00,-8139.00,0.00,0.00,0.00
2008:Q2,1067.00,1067.00,325.00,325.00,1806.00,-17.00,103.00,0.00,1232.00,293.00,12.00,183.00,0.00,0.00,71626.00,0.00,-697.00,-6499.00,44252.00,-18538.00,90144.00,-2249.00,-2249.00,-3151.00,-3241.00,-6392.00,0.00,0.00,0.00
2008:Q3,129.00,129.00,438.00,438.00,-696.00,-32.00,191.00,0.00,-1357.00,202.00,33.00,267.00,0.00,0.00,-2418.00,0.00,-5312.00,3649.00,-32434.00,-24107.00,-60622.00,1263.00,1263.00,-44671.00,1359.00,-43312.00,0.00,0.00,0.00
2008:Q4,85.00,85.00,764.00,764.00,-2821.00,37.00,271.00,0.00,-3410.00,-82.00,14.00,349.00,0.00,0.00,17071.00,0.00,-5800.00,-8752.00,73839.00,28663.00,105021.00,-3028.00,-3028.00,84024.00,15884.00,99908.00,0.00,0.00,0.00
2009:Q1,138.00,138.00,1482.00,1482.00,1711.00,39.00,-592.00,0.00,2600.00,-335.00,-30.00,29.00,0.00,0.00,145464.00,0.00,-1455.00,-6361.00,-150756.00,-511.00,-13619.00,-3507.00,-3507.00,-7299.00,16087.00,8788.00,0.00,0.00,0.00
2009:Q2,1297.00,1297.00,1688.00,1688.00,1806.00,-16.00,102.00,0.00,1605.00,88.00,9.00,18.00,0.00,0.00,-31185.00,0.00,4158.00,-13540.00,28784.00,22507.00,10724.00,-4605.00,-4605.00,-44878.00,-20318.00,-65196.00,0.00,0.00,0.00
2009:Q3,78.00,78.00,672.00,672.00,-696.00,-34.00,193.00,0.00,-760.00,-2.00,-16.00,-77.00,0.00,0.00,43645.00,0.00,6982.00,-4305.00,-46808.00,10441.00,9955.00,-1463.00,-1463.00,-24537.00,-10573.00,-35110.00,0.00,0.00,0.00
2009:Q4,138.00,138.00,722.00,722.00,-2821.00,34.00,274.00,0.00,-2736.00,-137.00,1.00,-257.00,0.00,0.00,8838.00,0.00,-392.00,886.00,-4369.00,-8917.00,-3954.00,300.00,300.00,3166.00,21124.00,24290.00,2392.00,1196.00,1196.00
2010:Q1,485.00,485.00,615.00,615.00,-768.00,16.00,16.00,0.00,-701.00,-7.00,-100.00,2.00,6.00,0.00,-22499.00,0.00,2735.00,-27810.00,18353.00,7796.00,-21425.00,24699.00,24699.00,-13902.00,-685.00,-14587.00,3342.00,1671.00,1671.00
2010:Q2,1327.00,1327.00,365.00,365.00,-468.00,-32.00,78.00,0.00,-599.00,0.00,45.00,9.00,31.00,0.00,55925.00,0.00,3756.00,-2499.00,-13429.00,-33976.00,9777.00,-1322.00,-1322.00,-38782.00,-7722.00,-46504.00,2546.00,1273.00,1273.00
2010:Q3,328.00,328.00,66.00,66.00,96.00,76.00,303.00,0.00,-382.00,45.00,5.00,52.00,-3.00,0.00,18510.00,0.00,3863.00,-664.00,-8095.00,19467.00,33081.00,-350.00,-350.00,26665.00,16170.00,42835.00,1248.00,624.00,624.00
2010:Q4,194.00,194.00,-162.00,-162.00,-1606.00,63.00,-19.00,0.00,-1338.00,-238.00,-33.00,-64.00,23.00,0.00,-18582.00,0.00,11880.00,-8509.00,-21162.00,17298.00,-19075.00,3638.00,3638.00,-5488.00,-34618.00,-40106.00,774.00,387.00,387.00
2011:Q1,569.00,569.00,-231.00,-231.00,-410.00,84.00,-37.00,0.00,-502.00,13.00,0.00,55.00,-23.00,0.00,38143.00,0.00,1793.00,-15164.00,21408.00,-13763.00,32417.00,12152.00,12152.00,17367.00,9893.00,27260.00,-86.00,-43.00,-43.00
2011:Q2,1460.00,1460.00,193.00,193.00,-4423.00,-69.00,129.00,0.00,-4128.00,-174.00,2.00,-208.00,25.00,0.00,3205.00,0.00,2888.00,-987.00,-39116.00,64366.00,30356.00,-722.00,-722.00,-15525.00,21496.00,5971.00,528.00,264.00,264.00
2011:Q3,426.00,426.00,-481.00,-481.00,-716.00,-68.00,163.00,0.00,-838.00,22.00,3.00,1.00,1.00,0.00,20264.00,0.00,7196.00,-1659.00,-13373.00,13036.00,25464.00,-1212.00,-1212.00,-33286.00,13944.00,-19342.00,504.00,252.00,252.00
