1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1995:Q3,1439305.00,308046.00,585204.00,239734.00,222130.00,17604.00,345470.00,-277158.00,-245212.00,-31946.00,1131259.00,890074.00,724077.00,528780.00,121260.00,74037.00,165997.00,241185.00,152276.00,88909.00,1510902.00,1609906.00,1303220.00,984721.00,753457.00,133385.00,97879.00,318499.00,306686.00,146672.00,160014.00,1976.00,42347.00,26571.00,26571.00,0.00,0.00,15776.00,-40371.00,-15440.00,-24931.00,-100980.00,201308.00,24116.00,42479.00,-12125.00,-6238.00,177192.00,-302288.00,-224168.00,-78120.00,71595.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1995:Q4,1481720.00,337443.00,580281.00,244642.00,229618.00,15024.00,335639.00,-242838.00,-222305.00,-20533.00,1144277.00,901959.00,734015.00,536967.00,122323.00,74725.00,167944.00,242318.00,152184.00,90134.00,1559822.00,1644051.00,1335619.00,1009167.00,759767.00,148848.00,100552.00,326452.00,308432.00,146668.00,161764.00,-268.00,14662.00,2760.00,-3543.00,-1417.00,7720.00,11902.00,-14930.00,10572.00,-25502.00,-83961.00,210061.00,44832.00,88463.00,-25108.00,-18523.00,165229.00,-294022.00,-227361.00,-66661.00,78102.00,9700.00,9700.00,4824.00,4876.00,0.00,0.00,0.00
1996:Q1,1522457.00,366445.00,605354.00,261092.00,239393.00,21699.00,344262.00,-238909.00,-223105.00,-15804.00,1156012.00,912295.00,742605.00,544164.00,123244.00,75198.00,169690.00,243717.00,152544.00,91173.00,1567934.00,1669965.00,1355230.00,1016887.00,758563.00,152941.00,105383.00,338343.00,314735.00,153664.00,161071.00,216.00,16441.00,-258.00,-258.00,0.00,0.00,16699.00,-16225.00,11980.00,-28205.00,-102247.00,191455.00,32545.00,70728.00,-29697.00,-8486.00,158910.00,-293702.00,-236205.00,-57497.00,45477.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1996:Q2,1562510.00,394164.00,590929.00,249265.00,239482.00,9783.00,341664.00,-196765.00,-179857.00,-16908.00,1168346.00,923926.00,752342.00,552331.00,124261.00,75749.00,171584.00,244420.00,152448.00,91972.00,1628054.00,1736471.00,1418560.00,1063095.00,788184.00,165857.00,109054.00,355465.00,317911.00,152076.00,165835.00,204.00,17572.00,-687.00,-687.00,0.00,0.00,18259.00,-17368.00,9956.00,-27324.00,-108621.00,144267.00,4743.00,69861.00,-41596.00,-23522.00,139524.00,-252888.00,-189441.00,-63447.00,65541.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1996:Q3,1598643.00,416306.00,596242.00,242968.00,246077.00,-3109.00,353274.00,-179936.00,-169636.00,-10300.00,1182337.00,936850.00,763224.00,561467.00,125367.00,76390.00,173626.00,245487.00,152412.00,93075.00,1663551.00,1796139.00,1474446.00,1113314.00,827336.00,173748.00,112230.00,361132.00,321693.00,149648.00,172045.00,204.00,19859.00,295.00,295.00,0.00,0.00,19564.00,-19655.00,7240.00,-26895.00,-132792.00,103695.00,-42509.00,44821.00,-48381.00,-38949.00,146204.00,-236487.00,-174112.00,-62375.00,64910.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1996:Q4,1641713.00,444329.00,592554.00,250902.00,256095.00,-5193.00,341652.00,-148225.00,-141420.00,-6805.00,1197384.00,951069.00,775253.00,571574.00,126557.00,77122.00,175816.00,246315.00,152204.00,94111.00,1692071.00,1805461.00,1479995.00,1118828.00,841848.00,164085.00,112895.00,361167.00,325466.00,143780.00,181686.00,212.00,33660.00,14320.00,14320.00,0.00,0.00,19340.00,-33448.00,-4592.00,-28856.00,-113602.00,80326.00,-56635.00,21859.00,-37528.00,-40966.00,136961.00,-193928.00,-128404.00,-65524.00,50358.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1997:Q1,1701854.00,487614.00,613141.00,269390.00,271792.00,-2402.00,343751.00,-125527.00,-120694.00,-4833.00,1214240.00,966582.00,788428.00,582650.00,127825.00,77953.00,178154.00,247658.00,152508.00,95150.00,1721180.00,1852313.00,1521951.00,1155832.00,878501.00,165687.00,111644.00,366119.00,330362.00,141460.00,188902.00,284.00,21412.00,364.00,364.00,0.00,0.00,21048.00,-21128.00,7764.00,-28892.00,-131417.00,55686.00,-79052.00,-5097.00,-37862.00,-36093.00,134738.00,-187103.00,-117410.00,-69693.00,19330.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1997:Q2,1771307.00,539649.00,644708.00,279042.00,270603.00,8439.00,365666.00,-105059.00,-102494.00,-2565.00,1231658.00,982183.00,801501.00,593385.00,129187.00,78929.00,180682.00,249475.00,153136.00,96339.00,1818794.00,1919877.00,1589852.00,1215071.00,928854.00,173945.00,112272.00,374781.00,330025.00,142368.00,187657.00,576.00,48407.00,26742.00,26742.00,0.00,0.00,21665.00,-47831.00,-18148.00,-29683.00,-101659.00,36119.00,-113783.00,-44121.00,-44758.00,-24904.00,149902.00,-137778.00,-73578.00,-64200.00,47491.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1997:Q3,1820424.00,571959.00,634203.00,294019.00,272005.00,22014.00,340184.00,-62244.00,-68697.00,6453.00,1248465.00,997871.00,814474.00,603780.00,130646.00,80049.00,183397.00,250594.00,153344.00,97250.00,1834617.00,1956623.00,1625338.00,1239468.00,937665.00,184073.00,117730.00,385870.00,331285.00,146600.00,184685.00,680.00,25834.00,3164.00,3164.00,0.00,0.00,22670.00,-25154.00,4584.00,-29738.00,-122686.00,-4905.00,-119946.00,-50852.00,-53427.00,-15667.00,115041.00,-117781.00,-66537.00,-51244.00,14193.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1997:Q4,1840632.00,575178.00,640289.00,281132.00,255761.00,25371.00,359157.00,-65111.00,-72770.00,7659.00,1265454.00,1013648.00,827345.00,613833.00,132210.00,81302.00,186303.00,251806.00,153124.00,98682.00,1808808.00,1971755.00,1645296.00,1249867.00,946002.00,182844.00,121021.00,395429.00,326459.00,144392.00,182067.00,364.00,24362.00,1172.00,1172.00,0.00,0.00,23190.00,-23998.00,5196.00,-29194.00,-163311.00,-47545.00,-174386.00,-109404.00,-50634.00,-14348.00,126841.00,-115766.00,-69234.00,-46532.00,-31823.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1998:Q1,1912032.00,630085.00,638767.00,202829.00,210677.00,-7848.00,435938.00,-8682.00,-22619.00,13937.00,1281947.00,1029513.00,840115.00,623545.00,133883.00,82687.00,189398.00,252434.00,152720.00,99714.00,1872850.00,2036891.00,1712314.00,1302640.00,983760.00,189281.00,129599.00,409674.00,324577.00,143964.00,180613.00,216.00,26673.00,1437.00,1437.00,0.00,0.00,25236.00,-26457.00,624.00,-27081.00,-164257.00,-109889.00,-300315.00,-190157.00,-55398.00,-54760.00,190426.00,-54368.00,-14487.00,-39881.00,-39182.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1998:Q2,1917547.00,617405.00,615178.00,199783.00,207814.00,-8031.00,415395.00,2227.00,-8754.00,10981.00,1300142.00,1046030.00,853341.00,633301.00,135680.00,84360.00,192689.00,254112.00,153296.00,100816.00,1836442.00,2031677.00,1694789.00,1265936.00,945671.00,180956.00,139309.00,428853.00,336888.00,147268.00,189620.00,196.00,35864.00,9489.00,9489.00,0.00,0.00,26375.00,-35668.00,-8624.00,-27044.00,-195431.00,-150550.00,-303406.00,-195150.00,-45276.00,-62980.00,152856.00,-44881.00,5898.00,-50779.00,-81104.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1998:Q3,1960400.00,641056.00,605155.00,202574.00,214026.00,-11452.00,402581.00,35901.00,21694.00,14207.00,1319344.00,1063200.00,867022.00,643102.00,137604.00,86315.00,196178.00,256144.00,153688.00,102456.00,1867767.00,2091549.00,1739786.00,1295038.00,967823.00,187017.00,140198.00,444748.00,351763.00,150868.00,200895.00,272.00,33455.00,6733.00,6733.00,0.00,0.00,26722.00,-33183.00,-4592.00,-28591.00,-224054.00,-197519.00,-324808.00,-210060.00,-49413.00,-65335.00,127289.00,-26535.00,29106.00,-55641.00,-92632.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1998:Q4,1939567.00,599915.00,556874.00,189505.00,211592.00,-22087.00,367369.00,43041.00,20551.00,22490.00,1339652.00,1081022.00,881159.00,652947.00,139655.00,88557.00,199863.00,258630.00,154604.00,104026.00,1911820.00,2146796.00,1794417.00,1336518.00,992004.00,194121.00,150393.00,457899.00,352379.00,148552.00,203827.00,236.00,27276.00,-390.00,-390.00,0.00,0.00,27666.00,-27040.00,3560.00,-30600.00,-235212.00,-211544.00,-293211.00,-154822.00,-54466.00,-83923.00,81667.00,-23668.00,23043.00,-46711.00,-27746.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1999:Q1,2035620.00,675424.00,615795.00,241430.00,226255.00,15175.00,374365.00,59629.00,47466.00,12163.00,1360196.00,1099495.00,895751.00,662837.00,141838.00,91077.00,203744.00,260701.00,155244.00,105457.00,1966050.00,2206935.00,1850634.00,1389229.00,1028953.00,210230.00,150046.00,461405.00,356301.00,148092.00,208209.00,280.00,27056.00,-1755.00,-1755.00,0.00,0.00,28811.00,-26776.00,352.00,-27128.00,-241165.00,-231970.00,-319863.00,-207677.00,-68392.00,-43794.00,87893.00,-9195.00,54266.00,-63461.00,-69572.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1999:Q2,1987453.00,602370.00,535694.00,239732.00,235539.00,4193.00,295962.00,66676.00,62759.00,3917.00,1385083.00,1121452.00,913278.00,675008.00,144216.00,94054.00,208174.00,263631.00,156324.00,107307.00,1936644.00,2210021.00,1845773.00,1374500.00,1014995.00,205759.00,153746.00,471273.00,364248.00,154324.00,209924.00,272.00,28762.00,-1246.00,-1246.00,0.00,0.00,30008.00,-28490.00,3024.00,-31514.00,-273649.00,-268198.00,-271053.00,-154011.00,-61543.00,-55499.00,2855.00,-5451.00,61735.00,-67186.00,-50807.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1999:Q3,1974695.00,561921.00,481653.00,213451.00,220232.00,-6781.00,268202.00,80268.00,71536.00,8732.00,1412774.00,1146893.00,933741.00,689462.00,146468.00,97811.00,213152.00,265881.00,157004.00,108877.00,1955181.00,2261474.00,1890917.00,1412616.00,1052113.00,201908.00,158595.00,478301.00,370557.00,157108.00,213449.00,304.00,31063.00,3109.00,-2153.00,-1650.00,6912.00,27954.00,-30759.00,2800.00,-33559.00,-306597.00,-312948.00,-288047.00,-159780.00,-53790.00,-74477.00,-24901.00,6351.00,68632.00,-62281.00,-19513.00,13998.00,13998.00,8922.00,5076.00,0.00,0.00,0.00
1999:Q4,2016503.00,571113.00,474211.00,199582.00,203117.00,-3535.00,274629.00,96902.00,84791.00,12111.00,1445390.00,1175814.00,957138.00,706197.00,148978.00,101964.00,218676.00,269576.00,158624.00,110952.00,2006364.00,2332203.00,1949443.00,1464573.00,1097423.00,210777.00,156373.00,484870.00,382760.00,159904.00,222856.00,17012.00,30246.00,-1718.00,-1718.00,0.00,0.00,31964.00,-13234.00,20152.00,-33386.00,-342851.00,-339803.00,-316274.00,-196531.00,-61799.00,-57944.00,-23529.00,-3048.00,63359.00,-66407.00,-10138.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2000:Q1,2143087.00,661918.00,463720.00,153238.00,182830.00,-29592.00,310482.00,198198.00,176163.00,22035.00,1481169.00,1208219.00,983470.00,725215.00,152075.00,106182.00,224749.00,272950.00,160008.00,112942.00,1957527.00,2333625.00,1945917.00,1447720.00,1084688.00,206334.00,156698.00,498197.00,387708.00,156348.00,231360.00,384.00,27847.00,-1414.00,-1414.00,0.00,0.00,29261.00,-27463.00,7336.00,-34799.00,-376482.00,-487385.00,-495158.00,-360791.00,-54259.00,-80108.00,7773.00,110903.00,172487.00,-61584.00,-185562.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2000:Q2,2124785.00,615866.00,447295.00,132774.00,169693.00,-36919.00,314521.00,168571.00,146364.00,22207.00,1508919.00,1232523.00,1003219.00,739479.00,155040.00,108699.00,229304.00,276396.00,161040.00,115356.00,2071708.00,2457716.00,2071760.00,1568491.00,1172484.00,235649.00,160358.00,503269.00,385956.00,156340.00,229616.00,372.00,27970.00,-1271.00,-1271.00,0.00,0.00,29241.00,-27598.00,7544.00,-35142.00,-386380.00,-472989.00,-484304.00,-315117.00,-80609.00,-88578.00,11315.00,86609.00,143520.00,-56911.00,-53079.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2000:Q3,2142044.00,613904.00,453662.00,130923.00,165902.00,-34979.00,322739.00,160242.00,153699.00,6543.00,1528140.00,1248726.00,1016386.00,748988.00,157806.00,109592.00,232340.00,279414.00,162096.00,117318.00,2023799.00,2447384.00,2055769.00,1552730.00,1164545.00,228000.00,160185.00,503039.00,391615.00,158480.00,233135.00,436.00,27942.00,-634.00,-634.00,0.00,0.00,28576.00,-27506.00,7108.00,-34614.00,-424021.00,-499568.00,-523032.00,-367266.00,-70194.00,-85572.00,23464.00,75547.00,150207.00,-74660.00,-118251.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2000:Q4,2069105.00,530375.00,391707.00,108772.00,128572.00,-19800.00,282935.00,138668.00,149818.00,-11150.00,1538730.00,1256827.00,1022969.00,753742.00,160365.00,108862.00,233858.00,281903.00,162808.00,119095.00,2028106.00,2457311.00,2061573.00,1553659.00,1162283.00,233340.00,158036.00,507914.00,395738.00,158336.00,237402.00,180.00,26833.00,-1392.00,-1392.00,0.00,0.00,28225.00,-26653.00,11188.00,-37841.00,-429385.00,-480871.00,-461525.00,-319576.00,-72975.00,-68974.00,-19346.00,51486.00,143102.00,-91616.00,-40997.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2001:Q1,2143929.00,573119.00,467822.00,144890.00,118041.00,26849.00,322932.00,105297.00,129970.00,-24673.00,1570810.00,1287026.00,1045827.00,770474.00,163075.00,112278.00,241199.00,283784.00,162932.00,120852.00,1950251.00,2369215.00,1967535.00,1445726.00,1057384.00,223814.00,164528.00,521809.00,401680.00,158744.00,242936.00,228.00,31310.00,2482.00,2482.00,0.00,0.00,28828.00,-31082.00,7420.00,-38502.00,-419192.00,-437675.00,-451169.00,-365029.00,-60739.00,-25401.00,13494.00,18483.00,126738.00,-108255.00,-193677.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2001:Q2,2128452.00,529726.00,490477.00,189103.00,140485.00,48618.00,301374.00,39249.00,92781.00,-53532.00,1598726.00,1313171.00,1065066.00,783802.00,165765.00,115498.00,248105.00,285555.00,163276.00,122279.00,2009029.00,2388702.00,1966993.00,1433855.00,1058285.00,217813.00,157757.00,533138.00,421709.00,163500.00,258209.00,208.00,28568.00,7909.00,-6891.00,-2800.00,17600.00,20659.00,-28360.00,12452.00,-40812.00,-379881.00,-311336.00,-307018.00,-246529.00,-49248.00,-11241.00,-4318.00,-68545.00,80105.00,-148650.00,-119420.00,13856.00,13856.00,5900.00,7956.00,0.00,0.00,0.00
2001:Q3,2046648.00,430695.00,637392.00,180187.00,148122.00,32065.00,457205.00,-206697.00,-130192.00,-76505.00,1615953.00,1328947.00,1074878.00,790336.00,167854.00,116688.00,254069.00,287006.00,163368.00,123638.00,1931493.00,2344044.00,1937338.00,1394880.00,1026261.00,218726.00,149893.00,542458.00,406706.00,165720.00,240986.00,-52520.00,-21682.00,-35899.00,-46782.00,-2465.00,13348.00,14217.00,-30838.00,16168.00,-47006.00,-360031.00,-64472.00,-219071.00,-156176.00,-48407.00,-14488.00,154599.00,-295559.00,-148712.00,-146847.00,-115155.00,62947.00,55987.00,55987.00,0.00,6960.00,0.00,6960.00
2001:Q4,1954899.00,324472.00,465670.00,206486.00,145798.00,60688.00,259184.00,-141198.00,-34748.00,-106450.00,1630427.00,1341636.00,1084293.00,796699.00,169601.00,117993.00,257343.00,288791.00,163608.00,125183.00,1923238.00,2267124.00,1842681.00,1300601.00,950544.00,205710.00,144347.00,542080.00,424443.00,167416.00,257027.00,324.00,23928.00,-2463.00,-2463.00,0.00,0.00,26391.00,-23604.00,16488.00,-40092.00,-344210.00,-90964.00,-39020.00,-37245.00,-36109.00,34334.00,-51944.00,-253246.00,-55044.00,-198202.00,-31664.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2002:Q1,2010061.00,369893.00,715221.00,284634.00,194316.00,90318.00,430587.00,-345328.00,-228008.00,-117320.00,1640168.00,1349342.00,1089762.00,799845.00,171097.00,118820.00,259580.00,290826.00,164072.00,126754.00,1937920.00,2344413.00,1910026.00,1348184.00,960667.00,231271.00,156246.00,561842.00,434387.00,171844.00,262543.00,364.00,23615.00,-2798.00,-2798.00,0.00,0.00,26413.00,-23251.00,21544.00,-44795.00,-406857.00,58781.00,-43131.00,-35849.00,-60174.00,52892.00,101912.00,-465638.00,-257324.00,-208314.00,-72137.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2002:Q2,1993368.00,340855.00,730650.00,296248.00,203525.00,92723.00,434402.00,-389795.00,-266477.00,-123318.00,1652513.00,1359620.00,1095737.00,801817.00,173292.00,120627.00,263883.00,292893.00,164488.00,128405.00,1913690.00,2365043.00,1925596.00,1347589.00,967206.00,223722.00,156661.00,578007.00,439447.00,178480.00,260967.00,368.00,21484.00,-2843.00,-2843.00,0.00,0.00,24327.00,-21116.00,20388.00,-41504.00,-451721.00,63512.00,-32439.00,-38698.00,-50430.00,56689.00,95951.00,-515233.00,-300857.00,-214376.00,-79682.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2002:Q3,1963972.00,294696.00,687685.00,312674.00,213410.00,99264.00,375011.00,-392989.00,-276860.00,-116129.00,1669276.00,1374083.00,1105837.00,806901.00,175681.00,123255.00,268246.00,295193.00,165352.00,129841.00,1923116.00,2375826.00,1927858.00,1346225.00,958208.00,230241.00,157776.00,581633.00,447968.00,184568.00,263400.00,640.00,22483.00,-2782.00,-2782.00,0.00,0.00,25265.00,-21843.00,18788.00,-40631.00,-453350.00,70571.00,34212.00,24029.00,-54560.00,64743.00,36359.00,-523921.00,-314864.00,-209057.00,-40859.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2002:Q4,1994878.00,308558.00,746090.00,365048.00,242312.00,122736.00,381042.00,-437532.00,-310591.00,-126941.00,1686320.00,1389016.00,1114249.00,810109.00,178379.00,125760.00,274767.00,297304.00,166212.00,131092.00,1896487.00,2388986.00,1936499.00,1337485.00,951892.00,232700.00,152893.00,599014.00,452487.00,186216.00,266271.00,628.00,4670.00,-2244.00,-2244.00,0.00,0.00,6914.00,-4042.00,35788.00,-39830.00,-493127.00,95546.00,45665.00,4383.00,-54321.00,95603.00,49881.00,-588673.00,-366383.00,-222290.00,-98390.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2003:Q1,1941744.00,239779.00,728029.00,345165.00,244475.00,100690.00,382864.00,-488250.00,-333398.00,-154852.00,1701965.00,1401611.00,1119279.00,811369.00,180680.00,127229.00,282332.00,300354.00,167656.00,132698.00,1882751.00,2415538.00,1960189.00,1340202.00,954536.00,235171.00,150495.00,619987.00,455349.00,188864.00,266485.00,612.00,3767.00,-2247.00,-2247.00,0.00,0.00,6014.00,-3155.00,33087.00,-36242.00,-533399.00,106691.00,67496.00,44563.00,-54491.00,77424.00,39195.00,-640090.00,-387693.00,-252397.00,-58994.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2003:Q2,1977779.00,261291.00,799847.00,389128.00,280700.00,108428.00,410719.00,-538556.00,-401811.00,-136745.00,1716488.00,1413240.00,1126208.00,814897.00,182235.00,129077.00,287032.00,303248.00,169364.00,133884.00,1917763.00,2431592.00,1970549.00,1339411.00,954927.00,232491.00,151993.00,631138.00,461043.00,196276.00,264767.00,5371.00,1767.00,-1731.00,-1731.00,0.00,0.00,3498.00,3604.00,46636.00,-43032.00,-519200.00,180755.00,117640.00,82384.00,-50256.00,85512.00,63115.00,-699955.00,-475359.00,-224596.00,-60013.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2003:Q3,1985189.00,250185.00,829691.00,392786.00,289149.00,103637.00,436905.00,-579506.00,-472463.00,-107043.00,1735004.00,1428594.00,1135656.00,820280.00,184440.00,130937.00,292938.00,306410.00,171272.00,135138.00,2006284.00,2520509.00,2048269.00,1380817.00,976936.00,243598.00,160283.00,667452.00,472240.00,199124.00,273116.00,2271.00,952.00,-2221.00,-2221.00,0.00,0.00,3173.00,1319.00,43023.00,-41704.00,-516496.00,230159.00,170941.00,155808.00,-59158.00,74291.00,59218.00,-746655.00,-543338.00,-203317.00,21095.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2003:Q4,2059854.00,304430.00,795265.00,387463.00,278407.00,109056.00,407802.00,-490835.00,-403842.00,-86993.00,1755424.00,1446032.00,1145197.00,825261.00,187202.00,132733.00,300835.00,309392.00,172968.00,136424.00,2103248.00,2605186.00,2132792.00,1435915.00,1021793.00,250723.00,163399.00,696877.00,472394.00,201152.00,271242.00,249.00,3368.00,-2590.00,-2590.00,0.00,0.00,5958.00,-3119.00,38010.00,-41129.00,-502187.00,148531.00,142729.00,127860.00,-63521.00,78390.00,5802.00,-650718.00,-470036.00,-180682.00,43397.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2004:Q1,2068534.00,285279.00,841501.00,445614.00,292980.00,152634.00,395887.00,-556222.00,-441039.00,-115183.00,1783255.00,1470097.00,1160612.00,834534.00,190590.00,135488.00,309485.00,313158.00,175040.00,138118.00,2090302.00,2630420.00,2155154.00,1431482.00,1006912.00,256319.00,168251.00,723672.00,475266.00,203644.00,271622.00,491.00,2164.00,-2406.00,-2406.00,0.00,0.00,4570.00,-1673.00,39147.00,-40820.00,-540609.00,176048.00,198918.00,144776.00,-65729.00,119871.00,-22870.00,-716657.00,-508790.00,-207867.00,21768.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2004:Q2,2144027.00,330856.00,855619.00,425452.00,297212.00,128240.00,430167.00,-524763.00,-402182.00,-122581.00,1813171.00,1494450.00,1176048.00,843800.00,194273.00,137974.00,318402.00,318721.00,177380.00,141341.00,2129625.00,2747080.00,2259525.00,1500183.00,1048455.00,278082.00,173646.00,759342.00,487555.00,208992.00,278563.00,240.00,2915.00,-1960.00,-1960.00,0.00,0.00,4875.00,-2675.00,35232.00,-37907.00,-617695.00,73227.00,88875.00,80116.00,-83809.00,92568.00,-15648.00,-690922.00,-469026.00,-221896.00,-14401.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2004:Q3,2213243.00,367162.00,849422.00,456225.00,319031.00,137194.00,393197.00,-482260.00,-373118.00,-109142.00,1846081.00,1520659.00,1192526.00,853984.00,198188.00,140354.00,328133.00,325422.00,179660.00,145762.00,2170256.00,2805694.00,2311281.00,1531854.00,1074761.00,277248.00,179845.00,779427.00,494413.00,215280.00,279133.00,-12406.00,-27511.00,16301.00,-28315.00,-20113.00,64729.00,-43812.00,15105.00,42226.00,-27121.00,-623032.00,43324.00,57609.00,83582.00,-58947.00,32974.00,-14285.00,-666356.00,-450964.00,-215392.00,-42988.00,117796.00,117796.00,69636.00,48160.00,0.00,0.00,0.00
2004:Q4,2161023.00,276734.00,743824.00,325358.00,341505.00,-16147.00,418466.00,-467090.00,-380537.00,-86553.00,1884289.00,1551988.00,1214509.00,868578.00,202524.00,143408.00,337479.00,332301.00,182408.00,149893.00,2162289.00,2877358.00,2380750.00,1579441.00,1111475.00,283589.00,184377.00,801309.00,496608.00,216108.00,280500.00,522.00,3760.00,-1154.00,-1154.00,0.00,0.00,4914.00,-3238.00,37425.00,-40663.00,-715591.00,-87432.00,-37154.00,101027.00,-81065.00,-57116.00,-50278.00,-628159.00,-451662.00,-176497.00,1270.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2005:Q1,2282747.00,360723.00,740225.00,466041.00,362123.00,103918.00,274184.00,-379502.00,-312921.00,-66581.00,1922024.00,1584935.00,1238733.00,885174.00,207238.00,146322.00,346202.00,337089.00,185172.00,151917.00,2295716.00,2973343.00,2475169.00,1649136.00,1190588.00,285549.00,172999.00,826033.00,498174.00,216676.00,281498.00,8897.00,5100.00,-47.00,-47.00,0.00,0.00,5147.00,3797.00,48247.00,-44450.00,-686524.00,-142140.00,68654.00,69724.00,-78311.00,77241.00,-210794.00,-544384.00,-392672.00,-151712.00,12969.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2005:Q2,2285961.00,326630.00,707330.00,478932.00,429167.00,49765.00,228398.00,-380700.00,-310021.00,-70679.00,1959331.00,1616005.00,1260674.00,901071.00,211657.00,147945.00,355331.00,343326.00,187928.00,155398.00,2273921.00,2979132.00,2469547.00,1616902.00,1148583.00,290587.00,177732.00,852645.00,509585.00,221392.00,288193.00,604.00,4854.00,59.00,59.00,0.00,0.00,4795.00,-4250.00,41928.00,-46178.00,-705815.00,-163106.00,110605.00,169557.00,-78930.00,19978.00,-273711.00,-542709.00,-385413.00,-157296.00,-12038.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2005:Q3,2328690.00,327761.00,705500.00,494406.00,415192.00,79214.00,211094.00,-377739.00,-307874.00,-69865.00,2000929.00,1650796.00,1282706.00,916500.00,216802.00,149403.00,368090.00,350133.00,190624.00,159509.00,2311145.00,3046617.00,2527238.00,1643435.00,1160457.00,299205.00,183773.00,883803.00,519379.00,226896.00,292483.00,-61190.00,-114791.00,10689.00,-50546.00,-46501.00,107736.00,-125480.00,53601.00,102688.00,-49087.00,-674282.00,-73696.00,105443.00,204237.00,-35902.00,-62892.00,-179139.00,-600586.00,-446834.00,-153752.00,-17547.00,414197.00,369229.00,180036.00,189193.00,44968.00,1972.00,42996.00
2005:Q4,2456795.00,411254.00,758658.00,499889.00,440233.00,59656.00,258769.00,-347404.00,-288124.00,-59280.00,2045541.00,1689456.00,1310739.00,936935.00,221983.00,151822.00,378717.00,356085.00,193724.00,162361.00,2331477.00,3163906.00,2636478.00,1739024.00,1243881.00,309827.00,185316.00,897454.00,527428.00,226552.00,300876.00,272.00,-18548.00,-10160.00,-7551.00,-5769.00,3160.00,-8388.00,18820.00,40504.00,-21684.00,-832701.00,-295134.00,-43554.00,15519.00,-82075.00,23002.00,-251580.00,-537567.00,-361456.00,-176111.00,-125315.00,27463.00,27463.00,15180.00,12283.00,0.00,0.00,0.00
