date,FC112090205.Q,FU115440005.Q,FU115060005.Q,FU115061005.Q,FU115050005.Q,FU116300005.Q,FU115000005.Q,FU114090005.Q,FU114190005.Q,FU112090205.Q,FR115035005.Q,FR115035023.Q,FR115035035.Q,FR118100005.Q,FR115012265.Q,FR115013265.Q,FR115013765.Q,FR115020005.Q,FR115114005.Q,FV118090005.Q,FL112090205.Q
1950:Q4,16895.00,0.00,2103.00,4848.00,11806.00,6958.00,-4848.00,1628.00,6476.00,2103.00,10859.00,7680.00,3179.00,3933.00,85.00,2125.00,131.00,1592.00,0.00,0.00,301716.00
1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q4,26793.00,0.00,1709.00,4626.00,12536.00,7910.00,-4626.00,707.00,5332.00,1709.00,17877.00,5994.00,11883.00,7207.00,14.00,1109.00,73.00,6011.00,0.00,0.00,328509.00
1952:Q1,2873.00,0.00,1376.00,905.00,2964.00,2059.00,-905.00,1649.00,2554.00,1376.00,1753.00,884.00,869.00,-257.00,5.00,-81.00,53.00,-235.00,0.00,1.00,331382.00
1952:Q2,658.00,0.00,-285.00,1001.00,3076.00,2076.00,-1001.00,-61.00,940.00,-285.00,1827.00,1473.00,354.00,-883.00,-1.00,-27.00,37.00,-892.00,0.00,0.00,332041.00
1952:Q3,838.00,0.00,490.00,901.00,2994.00,2093.00,-901.00,345.00,1246.00,490.00,1838.00,1598.00,240.00,-1492.00,2.00,499.00,23.00,-2016.00,0.00,2.00,332879.00
1952:Q4,-2217.00,0.00,957.00,724.00,2835.00,2112.00,-724.00,164.00,888.00,957.00,264.00,-450.00,713.00,-3438.00,-11.00,70.00,-51.00,-3444.00,2.00,0.00,330662.00
1953:Q1,-1633.00,0.00,376.00,887.00,3019.00,2131.00,-887.00,815.00,1702.00,376.00,-79.00,486.00,-565.00,-1930.00,-3.00,-4.00,66.00,-1990.00,0.00,0.00,329029.00
1953:Q2,-1369.00,0.00,-407.00,590.00,2740.00,2150.00,-590.00,-46.00,544.00,-407.00,137.00,316.00,-178.00,-1099.00,1.00,284.00,10.00,-1395.00,0.00,0.00,327660.00
1953:Q3,853.00,0.00,237.00,950.00,3118.00,2168.00,-950.00,125.00,1075.00,237.00,1295.00,1565.00,-270.00,-681.00,6.00,206.00,17.00,-909.00,0.00,1.00,328513.00
1953:Q4,1703.00,0.00,2707.00,1185.00,3369.00,2184.00,-1185.00,-303.00,882.00,2707.00,-1242.00,-483.00,-759.00,239.00,-4.00,250.00,13.00,-18.00,1.00,0.00,330216.00
1954:Q1,228.00,0.00,-454.00,673.00,2871.00,2199.00,-673.00,680.00,1353.00,-454.00,-76.00,-359.00,284.00,757.00,-7.00,329.00,67.00,369.00,0.00,0.00,330444.00
1954:Q2,40.00,0.00,-1067.00,450.00,2664.00,2214.00,-450.00,-56.00,394.00,-1067.00,1144.00,689.00,455.00,-38.00,-9.00,420.00,-2.00,-447.00,0.00,0.00,330484.00
1954:Q3,1290.00,0.00,-722.00,812.00,3042.00,2229.00,-812.00,294.00,1106.00,-722.00,2783.00,1866.00,917.00,-769.00,-15.00,-706.00,12.00,-61.00,0.00,-1.00,331774.00
1954:Q4,2052.00,0.00,1158.00,650.00,2894.00,2244.00,-650.00,-287.00,363.00,1158.00,1412.00,379.00,1033.00,-519.00,-27.00,-229.00,4.00,-265.00,1.00,0.00,333826.00
1955:Q1,2502.00,0.00,-152.00,849.00,3110.00,2261.00,-849.00,626.00,1475.00,-152.00,2045.00,1025.00,1020.00,610.00,-7.00,267.00,146.00,204.00,0.00,-1.00,336329.00
1955:Q2,717.00,0.00,-1482.00,882.00,3167.00,2285.00,-882.00,-229.00,653.00,-1482.00,3308.00,1584.00,1724.00,-1110.00,1.00,287.00,9.00,-1406.00,0.00,0.00,337045.00
1955:Q3,2945.00,0.00,-628.00,933.00,3253.00,2320.00,-933.00,169.00,1102.00,-628.00,4150.00,1412.00,2738.00,-575.00,-18.00,462.00,1.00,-1021.00,0.00,-2.00,339991.00
1955:Q4,3814.00,0.00,1186.00,1241.00,3603.00,2362.00,-1241.00,-190.00,1051.00,1186.00,3930.00,650.00,3281.00,-1301.00,-28.00,459.00,-53.00,-1678.00,1.00,-2.00,343804.00
1956:Q1,5811.00,0.00,167.00,1011.00,3425.00,2414.00,-1011.00,820.00,1831.00,167.00,4888.00,986.00,3901.00,755.00,-20.00,408.00,79.00,289.00,0.00,0.00,349615.00
1956:Q2,4759.00,0.00,-968.00,488.00,2948.00,2460.00,-488.00,250.00,738.00,-968.00,3813.00,2044.00,1768.00,1915.00,-22.00,360.00,32.00,1545.00,0.00,-1.00,354374.00
1956:Q3,3539.00,0.00,-322.00,576.00,3076.00,2501.00,-576.00,605.00,1181.00,-322.00,3688.00,227.00,3462.00,173.00,-4.00,628.00,34.00,-484.00,0.00,0.00,357913.00
1956:Q4,2916.00,0.00,1141.00,290.00,2825.00,2535.00,-290.00,1.00,291.00,1141.00,1162.00,-650.00,1812.00,612.00,-24.00,384.00,6.00,247.00,1.00,0.00,360829.00
1957:Q1,3655.00,0.00,254.00,788.00,3353.00,2566.00,-788.00,742.00,1530.00,254.00,2461.00,-123.00,2585.00,939.00,-31.00,736.00,66.00,168.00,0.00,1.00,364484.00
1957:Q2,2751.00,0.00,-401.00,806.00,3401.00,2596.00,-806.00,-442.00,364.00,-401.00,2590.00,772.00,1817.00,561.00,-24.00,103.00,36.00,446.00,0.00,2.00,367235.00
1957:Q3,3605.00,0.00,64.00,848.00,3475.00,2627.00,-848.00,49.00,897.00,64.00,2795.00,1208.00,1588.00,744.00,29.00,197.00,40.00,478.00,0.00,2.00,370840.00
1957:Q4,2342.00,0.00,476.00,424.00,3085.00,2661.00,-424.00,-79.00,345.00,476.00,162.00,-592.00,753.00,1705.00,79.00,820.00,19.00,788.00,1.00,0.00,373182.00
1958:Q1,5808.00,0.00,706.00,1159.00,3855.00,2696.00,-1159.00,1273.00,2432.00,706.00,2250.00,-245.00,2495.00,2852.00,-79.00,-103.00,121.00,2913.00,0.00,0.00,378990.00
1958:Q2,3466.00,0.00,60.00,1016.00,3740.00,2724.00,-1016.00,567.00,1583.00,60.00,2630.00,513.00,2117.00,775.00,8.00,548.00,28.00,191.00,0.00,1.00,382457.00
1958:Q3,3229.00,0.00,878.00,1325.00,4074.00,2750.00,-1325.00,920.00,2245.00,878.00,1127.00,254.00,873.00,1226.00,31.00,432.00,-26.00,789.00,0.00,-2.00,385686.00
1958:Q4,1582.00,0.00,1239.00,1509.00,4279.00,2770.00,-1509.00,-3.00,1506.00,1239.00,1200.00,545.00,655.00,-856.00,14.00,163.00,-67.00,-966.00,0.00,-2.00,387268.00
1959:Q1,926.00,0.00,-783.00,1025.00,3810.00,2785.00,-1025.00,333.00,1358.00,-783.00,1284.00,88.00,1197.00,424.00,73.00,538.00,-44.00,-143.00,0.00,0.00,388193.00
1959:Q2,-397.00,0.00,-2359.00,842.00,3640.00,2798.00,-842.00,-812.00,30.00,-2359.00,2119.00,397.00,1722.00,-156.00,-3.00,322.00,57.00,-532.00,0.00,-1.00,387796.00
1959:Q3,-442.00,0.00,-1619.00,705.00,3514.00,2809.00,-705.00,-415.00,290.00,-1619.00,1862.00,308.00,1554.00,-684.00,-13.00,75.00,82.00,-828.00,0.00,-1.00,387354.00
1959:Q4,1265.00,0.00,243.00,720.00,3537.00,2818.00,-720.00,-1247.00,-527.00,243.00,2053.00,422.00,1631.00,-1030.00,-16.00,5.00,89.00,-1109.00,0.00,0.00,388619.00
1960:Q1,2775.00,0.00,-122.00,1852.00,4675.00,2823.00,-1852.00,755.00,2607.00,-122.00,3069.00,2653.00,416.00,-172.00,-9.00,-190.00,43.00,-17.00,0.00,0.00,391395.00
1960:Q2,802.00,0.00,-884.00,1277.00,4108.00,2831.00,-1277.00,-737.00,540.00,-884.00,2866.00,2571.00,295.00,-1181.00,-7.00,1.00,35.00,-1209.00,0.00,1.00,392196.00
1960:Q3,3013.00,0.00,-112.00,1262.00,4102.00,2840.00,-1262.00,51.00,1313.00,-112.00,2698.00,2306.00,392.00,425.00,-11.00,226.00,21.00,188.00,0.00,2.00,395209.00
1960:Q4,3347.00,0.00,230.00,484.00,3334.00,2850.00,-484.00,-468.00,16.00,230.00,2036.00,1919.00,118.00,1082.00,-16.00,407.00,2.00,691.00,2.00,-1.00,398556.00
1961:Q1,2691.00,0.00,-1380.00,896.00,3759.00,2864.00,-896.00,601.00,1497.00,-1380.00,3392.00,2058.00,1334.00,677.00,-11.00,349.00,47.00,293.00,0.00,1.00,401247.00
1961:Q2,3704.00,0.00,-209.00,1266.00,4144.00,2879.00,-1266.00,-31.00,1235.00,-209.00,4750.00,3038.00,1712.00,-836.00,-4.00,61.00,11.00,-903.00,0.00,0.00,404952.00
1961:Q3,5194.00,0.00,280.00,1738.00,4634.00,2896.00,-1738.00,410.00,2148.00,280.00,4230.00,2564.00,1667.00,683.00,-11.00,16.00,29.00,649.00,0.00,0.00,410146.00
1961:Q4,5636.00,0.00,1543.00,1924.00,4842.00,2918.00,-1924.00,-339.00,1585.00,1543.00,4213.00,2339.00,1875.00,-122.00,-14.00,-327.00,22.00,197.00,0.00,2.00,415782.00
1962:Q1,5004.00,0.00,276.00,2250.00,5194.00,2944.00,-2250.00,525.00,2775.00,276.00,4420.00,2476.00,1945.00,309.00,-11.00,172.00,-3.00,151.00,0.00,-1.00,420786.00
1962:Q2,3180.00,0.00,-610.00,1937.00,4903.00,2966.00,-1937.00,-380.00,1557.00,-610.00,4184.00,2505.00,1679.00,-394.00,-15.00,64.00,33.00,-476.00,0.00,0.00,423966.00
1962:Q3,4841.00,0.00,250.00,2047.00,5035.00,2987.00,-2047.00,124.00,2171.00,250.00,3562.00,2224.00,1339.00,1027.00,-22.00,109.00,10.00,930.00,0.00,1.00,428807.00
1962:Q4,4044.00,0.00,658.00,1913.00,4920.00,3006.00,-1913.00,-367.00,1546.00,658.00,3788.00,2024.00,1764.00,-402.00,-13.00,-19.00,0.00,-370.00,0.00,0.00,432851.00
1963:Q1,2264.00,0.00,435.00,2439.00,5466.00,3026.00,-2439.00,393.00,2832.00,435.00,2569.00,-26.00,2595.00,-741.00,-13.00,413.00,16.00,-1157.00,0.00,0.00,435115.00
1963:Q2,292.00,0.00,-305.00,2242.00,5289.00,3047.00,-2242.00,-186.00,2056.00,-305.00,1135.00,-738.00,1873.00,-537.00,-2.00,265.00,29.00,-829.00,0.00,-1.00,435407.00
1963:Q3,-136.00,0.00,738.00,2245.00,5318.00,3073.00,-2245.00,110.00,2355.00,738.00,-64.00,-2188.00,2123.00,-809.00,-2.00,56.00,48.00,-911.00,0.00,-1.00,435270.00
1963:Q4,3197.00,0.00,1306.00,2572.00,5673.00,3101.00,-2572.00,-357.00,2215.00,1306.00,3132.00,1076.00,2056.00,-1239.00,-5.00,-200.00,64.00,-1096.00,2.00,-2.00,438467.00
1964:Q1,1115.00,0.00,547.00,2482.00,5617.00,3135.00,-2482.00,426.00,2908.00,547.00,957.00,-1123.00,2080.00,-390.00,-9.00,366.00,46.00,-793.00,0.00,-1.00,439582.00
1964:Q2,5455.00,0.00,-413.00,2289.00,5460.00,3171.00,-2289.00,148.00,2437.00,-413.00,6178.00,3008.00,3170.00,-310.00,-10.00,325.00,90.00,-716.00,0.00,0.00,445036.00
1964:Q3,4283.00,0.00,512.00,2174.00,5384.00,3210.00,-2174.00,404.00,2578.00,512.00,3191.00,991.00,2200.00,580.00,-4.00,63.00,54.00,468.00,0.00,1.00,449319.00
1964:Q4,8833.00,0.00,1742.00,2283.00,5536.00,3253.00,-2283.00,-70.00,2213.00,1742.00,7362.00,4081.00,3281.00,-269.00,-7.00,-118.00,15.00,-160.00,0.00,-1.00,458152.00
1965:Q1,5400.00,0.00,634.00,2958.00,6262.00,3304.00,-2958.00,369.00,3327.00,634.00,3502.00,132.00,3371.00,1263.00,-8.00,637.00,116.00,518.00,0.00,1.00,463552.00
1965:Q2,5181.00,0.00,-41.00,3029.00,6384.00,3356.00,-3029.00,-48.00,2981.00,-41.00,3665.00,560.00,3105.00,1557.00,-16.00,498.00,109.00,967.00,0.00,0.00,468733.00
1965:Q3,3696.00,0.00,1125.00,3037.00,6448.00,3412.00,-3037.00,371.00,3408.00,1125.00,3273.00,459.00,2814.00,-701.00,-36.00,267.00,71.00,-1002.00,0.00,-1.00,472429.00
1965:Q4,12614.00,0.00,2044.00,3105.00,6577.00,3473.00,-3105.00,-50.00,3055.00,2044.00,9549.00,5409.00,4140.00,1021.00,-22.00,-374.00,-35.00,1453.00,1.00,0.00,485043.00
1966:Q1,2791.00,0.00,98.00,3167.00,6708.00,3541.00,-3167.00,489.00,3656.00,98.00,1292.00,-749.00,2040.00,1401.00,-4.00,405.00,146.00,855.00,0.00,0.00,487835.00
1966:Q2,13831.00,0.00,-104.00,2535.00,6140.00,3605.00,-2535.00,-107.00,2428.00,-104.00,13183.00,8823.00,4360.00,751.00,0.00,416.00,76.00,260.00,0.00,1.00,501666.00
1966:Q3,6014.00,0.00,1657.00,2631.00,6298.00,3667.00,-2631.00,690.00,3321.00,1657.00,3305.00,767.00,2538.00,1052.00,5.00,619.00,10.00,418.00,0.00,0.00,507680.00
1966:Q4,10858.00,0.00,1845.00,2596.00,6324.00,3727.00,-2596.00,-21.00,2575.00,1845.00,10098.00,6291.00,3808.00,-1085.00,-2.00,969.00,-4.00,-2047.00,1.00,1.00,518538.00
1967:Q1,4121.00,0.00,1435.00,2716.00,6504.00,3788.00,-2716.00,501.00,3217.00,1435.00,3621.00,1200.00,2421.00,-935.00,-1.00,350.00,13.00,-1297.00,0.00,0.00,522659.00
1967:Q2,5417.00,0.00,-742.00,2558.00,6405.00,3848.00,-2558.00,108.00,2666.00,-742.00,4629.00,1643.00,2987.00,1531.00,4.00,413.00,118.00,996.00,0.00,-1.00,528075.00
1967:Q3,5586.00,0.00,241.00,2366.00,6278.00,3912.00,-2366.00,586.00,2952.00,241.00,5418.00,2247.00,3171.00,-73.00,12.00,874.00,129.00,-1087.00,0.00,-1.00,533661.00
1967:Q4,9544.00,0.00,-1.00,2257.00,6234.00,3978.00,-2257.00,101.00,2358.00,-1.00,9236.00,4965.00,4272.00,309.00,18.00,730.00,154.00,-592.00,0.00,-1.00,543205.00
1968:Q1,12889.00,0.00,2420.00,3208.00,7259.00,4052.00,-3208.00,-1152.00,2056.00,2420.00,8852.00,5555.00,3298.00,1617.00,20.00,226.00,217.00,1155.00,0.00,0.00,556094.00
1968:Q2,8521.00,0.00,-130.00,3686.00,7814.00,4128.00,-3686.00,224.00,3910.00,-130.00,7304.00,3857.00,3447.00,1346.00,19.00,1090.00,50.00,189.00,0.00,0.00,564614.00
1968:Q3,7170.00,0.00,538.00,2764.00,6976.00,4213.00,-2764.00,671.00,3435.00,538.00,5465.00,1925.00,3540.00,1168.00,18.00,939.00,19.00,193.00,0.00,-1.00,571784.00
1968:Q4,16518.00,0.00,331.00,2579.00,6882.00,4304.00,-2579.00,63.00,2642.00,331.00,15861.00,10977.00,4884.00,326.00,24.00,739.00,51.00,-487.00,1.00,1.00,588302.00
1969:Q1,11318.00,0.00,1125.00,3823.00,8230.00,4407.00,-3823.00,603.00,4426.00,1125.00,8605.00,5241.00,3364.00,1586.00,17.00,510.00,166.00,894.00,0.00,1.00,599620.00
1969:Q2,8850.00,0.00,-1206.00,3771.00,8274.00,4503.00,-3771.00,582.00,4353.00,-1206.00,7747.00,3870.00,3878.00,2315.00,16.00,669.00,76.00,1555.00,0.00,-6.00,608469.00
1969:Q3,3890.00,0.00,-159.00,3478.00,8072.00,4594.00,-3478.00,720.00,4198.00,-159.00,4292.00,1321.00,2971.00,-245.00,17.00,907.00,141.00,-1309.00,0.00,1.00,612359.00
1969:Q4,10903.00,0.00,379.00,3074.00,7754.00,4681.00,-3074.00,70.00,3144.00,379.00,7848.00,4128.00,3720.00,2677.00,19.00,1276.00,85.00,1296.00,0.00,0.00,623262.00
1970:Q1,8810.00,0.00,3277.00,3530.00,8296.00,4766.00,-3530.00,585.00,4115.00,3277.00,4398.00,928.00,3470.00,1119.00,17.00,638.00,76.00,388.00,0.00,16.00,632072.00
1970:Q2,17482.00,0.00,-1486.00,3338.00,8194.00,4856.00,-3338.00,465.00,3803.00,-1486.00,18167.00,11783.00,6385.00,801.00,30.00,788.00,20.00,-36.00,0.00,0.00,649554.00
1970:Q3,-4668.00,0.00,-1491.00,2974.00,7930.00,4956.00,-2974.00,516.00,3490.00,-1491.00,-3739.00,-5678.00,1939.00,563.00,9.00,755.00,129.00,-330.00,0.00,-2.00,644886.00
1970:Q4,9695.00,0.00,-658.00,2520.00,7583.00,5063.00,-2520.00,316.00,2836.00,-658.00,8673.00,4185.00,4489.00,1680.00,19.00,2152.00,250.00,-740.00,0.00,0.00,654582.00
1971:Q1,20407.00,0.00,1338.00,4484.00,9665.00,5181.00,-4484.00,3400.00,7884.00,1338.00,14902.00,8340.00,6562.00,4206.00,21.00,1573.00,223.00,2389.00,0.00,-39.00,674989.00
1971:Q2,15111.00,0.00,-572.00,5265.00,10559.00,5294.00,-5265.00,2002.00,7267.00,-572.00,14229.00,7149.00,7080.00,1491.00,16.00,1069.00,57.00,349.00,0.00,-37.00,690100.00
1971:Q3,15490.00,0.00,1275.00,5048.00,10458.00,5410.00,-5048.00,2460.00,7508.00,1275.00,14093.00,6807.00,7286.00,123.00,14.00,791.00,8.00,-689.00,0.00,0.00,705591.00
1971:Q4,15302.00,0.00,-235.00,3903.00,9427.00,5524.00,-3903.00,1962.00,5865.00,-235.00,13047.00,5981.00,7066.00,2490.00,-9.00,252.00,-92.00,2338.00,-1.00,0.00,720893.00
1972:Q1,22316.00,0.00,986.00,4910.00,10550.00,5640.00,-4910.00,2355.00,7265.00,986.00,18347.00,7548.00,10799.00,2983.00,7.00,1616.00,202.00,1159.00,0.00,-1.00,743209.00
1972:Q2,14317.00,0.00,-3013.00,5739.00,11498.00,5759.00,-5739.00,2654.00,8393.00,-3013.00,13767.00,4846.00,8920.00,3879.00,5.00,1286.00,77.00,2511.00,0.00,-315.00,757526.00
1972:Q3,20383.00,0.00,-23.00,5634.00,11518.00,5885.00,-5634.00,2931.00,8565.00,-23.00,18347.00,9313.00,9035.00,2057.00,-7.00,884.00,29.00,1151.00,0.00,1.00,777909.00
1972:Q4,24159.00,0.00,-2889.00,5480.00,11497.00,6016.00,-5480.00,2046.00,7526.00,-2889.00,23325.00,14445.00,8880.00,3716.00,3.00,-649.00,-56.00,4418.00,0.00,7.00,802068.00
1973:Q1,28077.00,0.00,-2248.00,5456.00,11617.00,6161.00,-5456.00,3020.00,8476.00,-2248.00,24638.00,7945.00,16693.00,8707.00,14.00,1583.00,196.00,6914.00,0.00,-3019.00,830146.00
1973:Q2,33046.00,0.00,-228.00,7622.00,13947.00,6325.00,-7622.00,2164.00,9786.00,-228.00,30953.00,13145.00,17809.00,7199.00,25.00,1506.00,94.00,5574.00,0.00,-4878.00,863192.00
1973:Q3,41244.00,0.00,4827.00,6704.00,13221.00,6518.00,-6704.00,1919.00,8623.00,4827.00,36066.00,17197.00,18869.00,4975.00,21.00,1538.00,51.00,3365.00,0.00,-4623.00,904436.00
1973:Q4,32723.00,0.00,7002.00,6716.00,13450.00,6734.00,-6716.00,1974.00,8690.00,7002.00,29622.00,10698.00,18924.00,-526.00,28.00,1180.00,3.00,-1755.00,-17.00,-3374.00,937159.00
1974:Q1,18765.00,0.00,-4981.00,4373.00,11367.00,6995.00,-4373.00,2588.00,6961.00,-4981.00,24852.00,12285.00,12568.00,-326.00,70.00,1596.00,221.00,-2213.00,0.00,-781.00,955924.00
1974:Q2,19780.00,0.00,-7830.00,4891.00,12144.00,7253.00,-4891.00,2233.00,7124.00,-7830.00,29838.00,13428.00,16410.00,-2346.00,153.00,3291.00,188.00,-5977.00,0.00,118.00,975704.00
1974:Q3,41634.00,0.00,-8253.00,3918.00,11442.00,7524.00,-3918.00,450.00,4368.00,-8253.00,36609.00,17609.00,19000.00,12811.00,253.00,5276.00,144.00,7139.00,0.00,467.00,1017339.00
1974:Q4,32003.00,0.00,-6704.00,1818.00,9626.00,7808.00,-1818.00,-534.00,1284.00,-6704.00,33826.00,15493.00,18334.00,4726.00,270.00,8042.00,152.00,-3742.00,-4.00,155.00,1049342.00
1975:Q1,28483.00,0.00,-3424.00,3406.00,11535.00,8129.00,-3406.00,115.00,3521.00,-3424.00,30172.00,12927.00,17246.00,1736.00,159.00,4760.00,194.00,-3377.00,0.00,-1.00,1077825.00
1975:Q2,30121.00,0.00,-5070.00,2212.00,10594.00,8383.00,-2212.00,552.00,2764.00,-5070.00,24297.00,9841.00,14456.00,10894.00,88.00,3934.00,362.00,6511.00,0.00,0.00,1107946.00
1975:Q3,18598.00,0.00,-2603.00,2111.00,10702.00,8591.00,-2111.00,637.00,2748.00,-2603.00,18029.00,6047.00,11982.00,3172.00,78.00,1942.00,62.00,1090.00,0.00,0.00,1126544.00
1975:Q4,20924.00,0.00,-1650.00,2563.00,11319.00,8756.00,-2563.00,1387.00,3950.00,-1650.00,23594.00,10662.00,12932.00,-1020.00,109.00,1642.00,-115.00,-2656.00,0.00,0.00,1147468.00
1976:Q1,21347.00,0.00,-5110.00,2561.00,11458.00,8896.00,-2561.00,958.00,3519.00,-5110.00,23480.00,5438.00,18042.00,2976.00,109.00,3847.00,283.00,-1263.00,0.00,1.00,1168815.00
1976:Q2,43285.00,0.00,-4294.00,2720.00,11768.00,9048.00,-2720.00,2046.00,4766.00,-4294.00,40723.00,19491.00,21232.00,6882.00,102.00,2933.00,209.00,3639.00,0.00,-26.00,1212100.00
1976:Q3,28462.00,0.00,-2269.00,3533.00,12764.00,9231.00,-3533.00,3006.00,6539.00,-2269.00,33400.00,12300.00,21100.00,-2669.00,69.00,2818.00,13.00,-5569.00,0.00,1.00,1240563.00
1976:Q4,37020.00,0.00,-1480.00,2707.00,12153.00,9445.00,-2707.00,4247.00,6954.00,-1480.00,35420.00,13887.00,21533.00,3081.00,53.00,2573.00,-146.00,602.00,1.00,-1.00,1277583.00
1977:Q1,36180.00,0.00,-6866.00,3342.00,13054.00,9712.00,-3342.00,2452.00,5794.00,-6866.00,37284.00,16821.00,20462.00,5763.00,63.00,4411.00,179.00,1111.00,0.00,-1.00,1313762.00
1977:Q2,33771.00,0.00,-3822.00,5523.00,15499.00,9977.00,-5523.00,3915.00,9438.00,-3822.00,36662.00,19563.00,17099.00,980.00,62.00,3708.00,125.00,-2916.00,0.00,-49.00,1347534.00
1977:Q3,44369.00,0.00,-445.00,5898.00,16155.00,10258.00,-5898.00,4819.00,10717.00,-445.00,41883.00,23726.00,18158.00,2931.00,89.00,3390.00,79.00,-628.00,0.00,0.00,1391903.00
1977:Q4,49679.00,0.00,3077.00,7267.00,17819.00,10553.00,-7267.00,6072.00,13339.00,3077.00,40582.00,22865.00,17717.00,6019.00,121.00,2135.00,18.00,3801.00,57.00,1.00,1441582.00
1978:Q1,64365.00,0.00,-2990.00,5201.00,16088.00,10887.00,-5201.00,4754.00,9955.00,-2990.00,50931.00,21034.00,29898.00,16424.00,110.00,5776.00,627.00,9911.00,0.00,0.00,1505947.00
1978:Q2,57255.00,0.00,-6161.00,6898.00,18126.00,11229.00,-6898.00,5294.00,12192.00,-6161.00,54794.00,23373.00,31421.00,8623.00,145.00,3585.00,277.00,4616.00,0.00,-1.00,1563202.00
1978:Q3,53181.00,0.00,-3259.00,9273.00,20870.00,11597.00,-9273.00,5554.00,14827.00,-3259.00,51298.00,22189.00,29110.00,5141.00,189.00,3761.00,36.00,1156.00,0.00,1.00,1616383.00
1978:Q4,56671.00,0.00,-2384.00,8518.00,20512.00,11994.00,-8518.00,6191.00,14709.00,-2384.00,50251.00,21211.00,29041.00,8804.00,208.00,3451.00,-328.00,5522.00,49.00,0.00,1673054.00
