1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1999:Q3,3777827.00,28276.00,1502334.00,2247217.00,3777827.00,552820.00,12445.00,0.00,184518.00,238.00,754452.00,69718.00,13187.00,65438.00,74474.00,224561.00,213129.00,981.00,112839.00,166644.00,230013.00,628103.00,167859.00,14608.00,57294.00,3967.00,230539.00
1999:Q4,3916025.00,28284.00,1594210.00,2293531.00,3916025.00,579926.00,12416.00,0.00,198338.00,181.00,755413.00,72350.00,13537.00,61296.00,75532.00,224368.00,225397.00,936.00,129022.00,195734.00,233166.00,655590.00,167817.00,11366.00,65950.00,5356.00,232334.00
2000:Q1,3971750.00,27768.00,1620483.00,2323499.00,3971750.00,574888.00,15205.00,0.00,209390.00,150.00,769265.00,71690.00,13747.00,65440.00,77505.00,228007.00,228716.00,875.00,124500.00,176850.00,225564.00,684393.00,175552.00,11259.00,50284.00,4749.00,263721.00
2000:Q2,4067602.00,28227.00,1682743.00,2356632.00,4067602.00,602737.00,18089.00,0.00,218932.00,140.00,770736.00,70440.00,14157.00,65824.00,79382.00,229826.00,215439.00,861.00,143291.00,164495.00,227372.00,703786.00,180648.00,10376.00,55092.00,4968.00,291011.00
2000:Q3,4196119.00,27621.00,1752603.00,2415895.00,4196119.00,617047.00,18933.00,0.00,230255.00,130.00,760338.00,70789.00,15972.00,60891.00,82114.00,233028.00,206386.00,882.00,159082.00,166549.00,241041.00,742238.00,179363.00,11607.00,62613.00,5080.00,331781.00
2000:Q4,4346988.00,27326.00,1826417.00,2493245.00,4346988.00,620723.00,15423.00,0.00,239741.00,130.00,766919.00,72703.00,17829.00,60937.00,84101.00,235367.00,193756.00,994.00,178873.00,191583.00,251644.00,810911.00,176630.00,11993.00,63695.00,4808.00,348228.00
2001:Q1,4455491.00,26767.00,1892900.00,2535824.00,4455491.00,483720.00,14284.00,0.00,250304.00,10.00,763468.00,75316.00,16409.00,68401.00,86323.00,240372.00,210432.00,1504.00,176064.00,257517.00,277187.00,875635.00,186022.00,13100.00,75298.00,5414.00,378711.00
2001:Q2,4629047.00,27048.00,1964609.00,2637390.00,4629047.00,495558.00,14828.00,0.00,264619.00,10.00,772460.00,56905.00,16492.00,66288.00,86323.00,245062.00,206735.00,1663.00,194655.00,281346.00,307914.00,920150.00,191050.00,15245.00,96345.00,5071.00,390328.00
2001:Q3,4833695.00,26960.00,2046278.00,2760457.00,4833695.00,537416.00,16203.00,0.00,272631.00,10.00,806464.00,56271.00,16829.00,74136.00,90820.00,250515.00,196281.00,2337.00,178346.00,336820.00,314242.00,978722.00,192840.00,17729.00,80443.00,5007.00,409633.00
2001:Q4,4989126.00,26777.00,2130565.00,2831784.00,4989126.00,420126.00,17539.00,0.00,287035.00,10.00,861653.00,50682.00,20302.00,80558.00,94229.00,253503.00,194571.00,2639.00,180737.00,351196.00,337931.00,1017821.00,210185.00,20288.00,77780.00,6218.00,504123.00
2002:Q1,5158371.00,26328.00,2175623.00,2956420.00,5158371.00,427432.00,18325.00,0.00,296823.00,10.00,898652.00,51681.00,21340.00,90697.00,98671.00,272996.00,191579.00,2602.00,181928.00,331561.00,346949.00,1078501.00,215597.00,27094.00,71816.00,10226.00,523891.00
2002:Q2,5279787.00,26775.00,2210400.00,3042612.00,5279787.00,378163.00,18964.00,0.00,306487.00,10.00,939927.00,55258.00,22793.00,98829.00,103144.00,291213.00,194427.00,2787.00,186219.00,305411.00,358516.00,1085988.00,222839.00,31555.00,89951.00,11483.00,575823.00
2002:Q3,5395156.00,27170.00,2282789.00,3085197.00,5395156.00,296786.00,18126.00,0.00,314684.00,10.00,962927.00,61487.00,23076.00,91967.00,107030.00,312161.00,187372.00,3411.00,189259.00,329747.00,402210.00,1108404.00,248935.00,33864.00,88821.00,10900.00,603979.00
2002:Q4,5536276.00,27275.00,2350398.00,3158603.00,5536276.00,260597.00,16883.00,0.00,328761.00,10.00,997503.00,61559.00,24243.00,79077.00,113194.00,330910.00,178006.00,4750.00,192558.00,332468.00,410213.00,1149520.00,284216.00,31765.00,91831.00,10734.00,637478.00
2003:Q1,5664191.00,26880.00,2406836.00,3230475.00,5664191.00,175483.00,17944.00,0.00,328550.00,10.00,1052165.00,60338.00,23368.00,89289.00,113445.00,338419.00,185821.00,6478.00,196651.00,331380.00,433425.00,1177833.00,315165.00,27459.00,128110.00,11441.00,651417.00
2003:Q2,5774915.00,27009.00,2454945.00,3292961.00,5774915.00,104037.00,12192.00,0.00,338697.00,10.00,1128376.00,63426.00,24964.00,90530.00,113266.00,345002.00,193301.00,6496.00,195736.00,341093.00,456962.00,1168142.00,347886.00,29482.00,139400.00,10920.00,664997.00
2003:Q3,5972097.00,27023.00,2569913.00,3375161.00,5972097.00,275065.00,11785.00,0.00,336025.00,10.00,1065739.00,55002.00,28283.00,92858.00,113863.00,346865.00,204494.00,6094.00,216040.00,370736.00,451919.00,1259985.00,371072.00,26678.00,85829.00,12217.00,641538.00
2003:Q4,5969388.00,24866.00,2601271.00,3343251.00,5969388.00,395861.00,11230.00,0.00,340247.00,0.00,1105198.00,53263.00,28948.00,94285.00,115408.00,348927.00,215435.00,5656.00,235068.00,339001.00,439992.00,1088880.00,366621.00,28883.00,83726.00,11649.00,661110.00
2004:Q1,5974191.00,25132.00,2602671.00,3346388.00,5974191.00,360188.00,11642.00,0.00,344232.00,0.00,1213226.00,50463.00,29922.00,94596.00,116365.00,352932.00,216199.00,5564.00,256252.00,311108.00,367718.00,1051276.00,368906.00,37780.00,93776.00,12542.00,679504.00
2004:Q2,6047127.00,24221.00,2656374.00,3366532.00,6047127.00,332399.00,11336.00,0.00,359947.00,0.00,1220993.00,53519.00,31530.00,98542.00,115266.00,355107.00,220099.00,5447.00,273153.00,290820.00,456097.00,1021389.00,366566.00,37126.00,86301.00,12895.00,698595.00
2004:Q3,6090892.00,24183.00,2685944.00,3380765.00,6090892.00,403276.00,10627.00,0.00,365468.00,0.00,1158837.00,50170.00,33318.00,94452.00,114266.00,356940.00,223950.00,5942.00,260694.00,284120.00,468062.00,1000184.00,343751.00,40787.00,131898.00,14337.00,729813.00
2004:Q4,6084549.00,24261.00,2676270.00,3384018.00,6084549.00,452496.00,11338.00,0.00,376013.00,0.00,1132536.00,51839.00,33608.00,93140.00,112131.00,357133.00,226281.00,5753.00,231128.00,275783.00,461887.00,886503.00,349828.00,44675.00,107266.00,13534.00,861677.00
2005:Q1,6072148.00,24076.00,2640891.00,3407181.00,6072148.00,444013.00,16410.00,0.00,381813.00,0.00,1225269.00,50923.00,34199.00,95315.00,114564.00,366785.00,228844.00,5654.00,207940.00,218402.00,452714.00,844217.00,353941.00,44153.00,108177.00,13597.00,865218.00
2005:Q2,6091054.00,23730.00,2624974.00,3442350.00,6091054.00,506302.00,17643.00,0.00,386524.00,0.00,1199512.00,57916.00,35765.00,95269.00,115340.00,367947.00,229122.00,5693.00,184810.00,171341.00,471246.00,796413.00,336472.00,44523.00,135931.00,12833.00,920452.00
2005:Q3,6066248.00,23636.00,2557661.00,3484951.00,6066248.00,500958.00,16161.00,0.00,404291.00,0.00,1189215.00,51132.00,35964.00,90763.00,118324.00,369856.00,232976.00,5941.00,185323.00,148962.00,490578.00,760913.00,333047.00,43003.00,118070.00,11553.00,959218.00
2005:Q4,6164547.00,23835.00,2592229.00,3548483.00,6164547.00,562429.00,17372.00,0.00,414028.00,0.00,1185014.00,50944.00,34758.00,86388.00,117936.00,368536.00,245249.00,5797.00,181911.00,165343.00,509657.00,751078.00,309137.00,40628.00,101001.00,11198.00,1006143.00
2006:Q1,6240515.00,23582.00,2589715.00,3627218.00,6240515.00,551168.00,16670.00,0.00,415911.00,0.00,1234940.00,44290.00,34652.00,89253.00,119502.00,376726.00,244936.00,5672.00,180526.00,158393.00,490731.00,746154.00,305477.00,40308.00,130041.00,11948.00,1043217.00
2006:Q2,6353955.00,23639.00,2638504.00,3691812.00,6353955.00,503368.00,14960.00,0.00,425332.00,0.00,1265997.00,51678.00,33436.00,88781.00,120566.00,379972.00,248303.00,5559.00,178983.00,155675.00,498444.00,743257.00,294324.00,47939.00,155183.00,13089.00,1129109.00
2006:Q3,6409740.00,23385.00,2617630.00,3768725.00,6409740.00,493695.00,14931.00,0.00,442203.00,0.00,1233918.00,51905.00,32210.00,79399.00,120982.00,381957.00,254571.00,5796.00,178051.00,143009.00,515870.00,724757.00,307375.00,55080.00,160980.00,12560.00,1200491.00
2006:Q4,6492439.00,23509.00,2627811.00,3841119.00,6492439.00,584022.00,15154.00,0.00,453708.00,0.00,1217304.00,55099.00,29004.00,72535.00,122015.00,377366.00,178619.00,5575.00,189486.00,136791.00,537186.00,714013.00,331688.00,65412.00,138057.00,11172.00,1258233.00
2007:Q1,6624119.00,23180.00,2644481.00,3956458.00,6624119.00,619241.00,13056.00,0.00,469370.00,0.00,1209416.00,54393.00,29004.00,72415.00,123234.00,379816.00,179365.00,5385.00,191119.00,132738.00,556265.00,697344.00,330912.00,76819.00,147783.00,12537.00,1323907.00
2007:Q2,6785814.00,23156.00,2684834.00,4077824.00,6785814.00,650886.00,11040.00,0.00,479502.00,0.00,1204282.00,56526.00,28874.00,73011.00,124464.00,381416.00,180113.00,5097.00,196619.00,138808.00,597466.00,688355.00,335208.00,76204.00,122627.00,11551.00,1423765.00
2007:Q3,7099555.00,22953.00,2823986.00,4252616.00,7099555.00,786667.00,12989.00,0.00,490209.00,0.00,1139090.00,58065.00,27447.00,70870.00,125707.00,384240.00,180859.00,5198.00,190981.00,184138.00,607356.00,693931.00,328934.00,78682.00,214645.00,12703.00,1506844.00
2007:Q4,7397749.00,23139.00,2910192.00,4464418.00,7397749.00,802671.00,12773.00,0.00,498126.00,0.00,1106300.00,57135.00,26336.00,68409.00,125800.00,382896.00,181605.00,5410.00,185232.00,240714.00,660824.00,702944.00,349763.00,88910.00,315197.00,9889.00,1576815.00
2008:Q1,7563813.00,23458.00,2938117.00,4602238.00,7563813.00,753665.00,9080.00,0.00,501614.00,0.00,1096151.00,54914.00,25732.00,73531.00,123015.00,381423.00,180827.00,6440.00,180426.00,396951.00,662477.00,728377.00,342439.00,92323.00,308061.00,12969.00,1633398.00
2008:Q2,7885840.00,23521.00,3102075.00,4760244.00,7885840.00,834759.00,9599.00,0.00,496237.00,0.00,1162310.00,54621.00,27826.00,80772.00,120482.00,379117.00,180049.00,6355.00,182928.00,433824.00,648909.00,854270.00,340940.00,99331.00,311194.00,28302.00,1634015.00
2008:Q3,8068431.00,23098.00,3152680.00,4892653.00,8068431.00,1051784.00,8502.00,3311.00,483724.00,14500.00,1161214.00,45397.00,27407.00,82385.00,116998.00,373610.00,179271.00,6063.00,174377.00,530050.00,646990.00,836742.00,340756.00,93175.00,350042.00,16624.00,1525509.00
2008:Q4,8166697.00,23346.00,3181923.00,4961428.00,8166697.00,1013684.00,10152.00,54427.00,478638.00,19708.00,1242498.00,50596.00,24386.00,82855.00,114273.00,366183.00,178492.00,5173.00,156936.00,773528.00,601191.00,909985.00,323731.00,89631.00,242649.00,25801.00,1402180.00
2009:Q1,8182826.00,22548.00,3118309.00,5041969.00,8182826.00,768934.00,9702.00,106711.00,470006.00,287029.00,1261340.00,45133.00,22806.00,91967.00,113762.00,363338.00,176926.00,4949.00,151263.00,804378.00,631336.00,953966.00,263273.00,93160.00,221979.00,21606.00,1319262.00
2009:Q2,8141099.00,22274.00,2948078.00,5170747.00,8141099.00,487292.00,13963.00,150370.00,476356.00,559051.00,1326500.00,38677.00,23488.00,100574.00,114520.00,367196.00,175361.00,4880.00,143452.00,757788.00,642042.00,949004.00,225613.00,101369.00,177219.00,22354.00,1284030.00
2009:Q3,8121259.00,23202.00,2800509.00,5297548.00,8121259.00,440870.00,13612.00,173327.00,488115.00,823541.00,1320702.00,34507.00,21811.00,105284.00,115205.00,368155.00,173794.00,5000.00,146226.00,649634.00,674308.00,919423.00,164022.00,105747.00,141568.00,22327.00,1214081.00
2009:Q4,8106793.00,23495.00,2706589.00,5376709.00,8106793.00,312840.00,14321.00,196407.00,492791.00,1068250.00,1417424.00,31296.00,20491.00,110656.00,116218.00,371939.00,172228.00,5199.00,152209.00,553903.00,656110.00,924546.00,99573.00,105193.00,110876.00,24319.00,1150004.00
2010:Q1,7715167.00,23581.00,6703787.00,987799.00,7715167.00,349038.00,17459.00,186396.00,494415.00,1237685.00,1421895.00,30757.00,18390.00,123598.00,116108.00,372833.00,173878.00,5289.00,155537.00,475138.00,677886.00,416977.00,65492.00,109109.00,127506.00,22560.00,1117221.00
2010:Q2,7696793.00,23850.00,6618868.00,1054075.00,7696793.00,222182.00,18337.00,175330.00,494247.00,1282889.00,1412864.00,30005.00,16185.00,133457.00,115998.00,373799.00,175528.00,5489.00,156660.00,460382.00,758944.00,387713.00,29876.00,114617.00,161881.00,22107.00,1148303.00
2010:Q3,7631053.00,23971.00,6503569.00,1103513.00,7631053.00,216202.00,18963.00,164401.00,506921.00,1232644.00,1463552.00,29504.00,12971.00,136411.00,115888.00,374836.00,177179.00,6153.00,153653.00,423561.00,751825.00,375056.00,5909.00,128694.00,173536.00,30133.00,1133061.00
2010:Q4,7605498.00,24161.00,6434523.00,1146814.00,7605498.00,289028.00,16008.00,149222.00,517149.00,1139601.00,1527207.00,26519.00,12810.00,151525.00,115778.00,375950.00,178829.00,5805.00,154699.00,410892.00,743796.00,377009.00,3569.00,143393.00,149812.00,21086.00,1095811.00
2011:Q1,7656044.00,24459.00,6437298.00,1194287.00,7656044.00,472540.00,12633.00,138445.00,514488.00,1069650.00,1561800.00,31421.00,6941.00,166726.00,116791.00,376669.00,176465.00,5665.00,153648.00,380983.00,643718.00,373899.00,8070.00,190707.00,153192.00,22240.00,1079353.00
2011:Q2,7585054.00,24498.00,6317319.00,1243237.00,7585054.00,447346.00,15330.00,103675.00,513638.00,1025557.00,1559594.00,30568.00,6006.00,171050.00,116887.00,375692.00,174101.00,5975.00,149996.00,367275.00,650601.00,368239.00,6263.00,216949.00,174725.00,31511.00,1074076.00
2011:Q3,7592222.00,24982.00,6282741.00,1284499.00,7592222.00,428314.00,13222.00,70588.00,513961.00,979151.00,1576558.00,32184.00,5366.00,173388.00,118052.00,375838.00,171737.00,6228.00,137992.00,391835.00,691163.00,368133.00,330.00,239200.00,166768.00,43249.00,1088965.00
2011:Q4,7584476.00,25268.00,6247324.00,1311884.00,7584476.00,329275.00,14323.00,31092.00,503861.00,941677.00,1634110.00,30566.00,4841.00,182139.00,122668.00,374379.00,169373.00,6530.00,128199.00,412099.00,832980.00,358924.00,316.00,248077.00,147730.00,33131.00,1078186.00
2012:Q1,7539839.00,24433.00,6178597.00,1336809.00,7539839.00,264590.00,10400.00,1462.00,494464.00,933269.00,1698520.00,29049.00,5131.00,195686.00,119987.00,372750.00,169858.00,7027.00,119295.00,334084.00,869714.00,347684.00,312.00,302894.00,148650.00,42008.00,1073005.00
2012:Q2,7548146.00,24468.00,6139839.00,1383839.00,7548146.00,274978.00,11028.00,1.00,490250.00,946488.00,1668172.00,32273.00,4820.00,200577.00,117437.00,364632.00,170342.00,7636.00,108894.00,341562.00,920634.00,342392.00,253.00,320611.00,169806.00,23859.00,1031501.00
2012:Q3,7550291.00,24394.00,6111541.00,1414356.00,7550291.00,308728.00,12144.00,1.00,489652.00,918393.00,1672617.00,30194.00,4000.00,198549.00,115326.00,363896.00,170828.00,7986.00,105781.00,337924.00,885896.00,323859.00,230.00,377817.00,165507.00,21651.00,1039312.00
2012:Q4,7560295.00,24879.00,6092689.00,1442727.00,7560295.00,236794.00,13146.00,1.00,485193.00,1003445.00,1669592.00,32099.00,2630.00,197017.00,114318.00,360912.00,171312.00,8078.00,103502.00,349933.00,950102.00,310609.00,304.00,357557.00,169607.00,22940.00,1001204.00
2013:Q1,7596160.00,24626.00,6103474.00,1468060.00,7596160.00,207297.00,5651.00,1.00,480744.00,1143369.00,1710508.00,27730.00,2445.00,206232.00,112986.00,359546.00,169860.00,7516.00,101419.00,331235.00,945739.00,300627.00,160.00,345873.00,153907.00,26017.00,957298.00
2013:Q2,7665042.00,24962.00,6137643.00,1502437.00,7665042.00,230389.00,7268.00,1.00,467965.00,1277313.00,1725663.00,26133.00,2173.00,210192.00,111609.00,358141.00,168407.00,7044.00,101186.00,351222.00,940259.00,292512.00,90.00,332579.00,125830.00,24978.00,904088.00
2013:Q3,7717790.00,25098.00,6147700.00,1544992.00,7717790.00,258034.00,7370.00,1.00,460659.00,1402740.00,1700388.00,26165.00,1947.00,206022.00,110216.00,355353.00,166955.00,6592.00,103415.00,360394.00,884401.00,294679.00,54.00,311599.00,105658.00,29136.00,926012.00
2013:Q4,7798225.00,24487.00,6200226.00,1573512.00,7798225.00,279134.00,8941.00,1.00,453197.00,1547383.00,1717315.00,25385.00,1857.00,199213.00,109459.00,354110.00,165502.00,6387.00,106342.00,367228.00,873616.00,287876.00,100.00,269266.00,114164.00,27973.00,883776.00
2014:Q1,7725110.00,24003.00,6111353.00,1589754.00,7725110.00,309621.00,12839.00,1.00,451734.00,1650451.00,1731031.00,22506.00,1760.00,201956.00,107918.00,350977.00,164899.00,5667.00,107250.00,330214.00,731362.00,283568.00,100.00,259983.00,113340.00,26120.00,861813.00
2014:Q2,7778524.00,24035.00,6150567.00,1603922.00,7778524.00,288844.00,14748.00,1.00,453425.00,1707559.00,1735940.00,20920.00,1785.00,201026.00,106491.00,348445.00,164295.00,5843.00,108306.00,332609.00,720869.00,285597.00,100.00,271007.00,114189.00,26422.00,870103.00
2014:Q3,7837560.00,23857.00,6186189.00,1627514.00,7837560.00,357386.00,14305.00,1.00,442828.00,1736430.00,1758191.00,20452.00,1781.00,193550.00,106018.00,344495.00,163693.00,5732.00,105946.00,350158.00,657971.00,290330.00,100.00,265985.00,106697.00,27173.00,888338.00
2014:Q4,7948383.00,24374.00,6275505.00,1648504.00,7948383.00,330902.00,13764.00,1.00,438367.00,1775509.00,1760279.00,20473.00,1730.00,187515.00,106151.00,339117.00,163089.00,5872.00,102206.00,390496.00,689820.00,295680.00,100.00,277790.00,121906.00,27976.00,899640.00
2015:Q1,7904936.00,24131.00,6234619.00,1646186.00,7904936.00,313989.00,11289.00,1.00,439322.00,1768804.00,1814987.00,19287.00,1476.00,190081.00,103510.00,336861.00,156783.00,5990.00,98803.00,328018.00,707895.00,292598.00,100.00,269420.00,124291.00,31026.00,890405.00
2015:Q2,7959876.00,24650.00,6257982.00,1677244.00,7959876.00,358405.00,10349.00,1.00,433491.00,1767950.00,1845453.00,23252.00,1819.00,186910.00,102107.00,333728.00,155147.00,6087.00,97068.00,338858.00,674577.00,285758.00,100.00,248420.00,125509.00,29644.00,935243.00
2015:Q3,8047070.00,24095.00,6293517.00,1729458.00,8047070.00,438105.00,10028.00,1.00,433862.00,1776326.00,1861471.00,20917.00,1829.00,178280.00,100168.00,328879.00,154846.00,6000.00,95118.00,399377.00,627004.00,281442.00,100.00,241091.00,122757.00,30344.00,939125.00
2015:Q4,8169002.00,24554.00,6368996.00,1775452.00,8169002.00,545594.00,11812.00,1.00,415960.00,1780405.00,1924718.00,23069.00,1818.00,175604.00,98584.00,326709.00,154376.00,6056.00,95500.00,467378.00,584903.00,281413.00,0.00,228146.00,109743.00,23674.00,913539.00
2016:Q1,8178390.00,24439.00,6350100.00,1803851.00,8178390.00,515116.00,14573.00,1.00,406296.00,1782344.00,1930140.00,23165.00,1527.00,173427.00,99438.00,331552.00,153515.00,6126.00,95926.00,460868.00,605719.00,282732.00,0.00,227635.00,102571.00,21735.00,943984.00
2016:Q2,8324043.00,24556.00,6455513.00,1843974.00,8324043.00,459034.00,12024.00,1.00,415901.00,1768637.00,1948487.00,22940.00,1502.00,178927.00,99244.00,336565.00,152840.00,6328.00,94510.00,566033.00,613380.00,299518.00,0.00,225662.00,122183.00,23115.00,977212.00
