1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1972:Q2,857684.00,41506.00,346318.00,60732.00,169358.00,239770.00,857684.00,723051.00,0.00,200569.00,353417.00,169065.00,118716.00,9335.00,1428.00,41885.00,11748.00,0.00,45924.00,3217.00,0.00,5179.00,0.00,15917.00,857684.00,237518.00,184108.00,22902.00,1000.00,3.00,29505.00,553066.00,71845.00,214916.00,1869.00,735.00,1831.00,36353.00,94233.00,33828.00,32423.00,48708.00,0.00,5750.00,2601.00,0.00,3449.00,0.00,0.00,0.00,3303.00,0.00,1222.00,67100.00
1972:Q3,871734.00,40680.00,351066.00,62929.00,172942.00,244117.00,871734.00,734517.00,0.00,203414.00,358627.00,172476.00,121428.00,9094.00,1334.00,42553.00,12815.00,0.00,45596.00,3930.00,0.00,6106.00,0.00,15789.00,871734.00,238137.00,182871.00,23241.00,1050.00,3.00,30972.00,562020.00,69708.00,217903.00,2125.00,872.00,1977.00,37297.00,97031.00,36295.00,32693.00,49785.00,0.00,6171.00,2636.00,0.00,2617.00,0.00,0.00,0.00,3569.00,0.00,1341.00,71577.00
1972:Q4,896276.00,41688.00,363483.00,65873.00,175818.00,249414.00,896276.00,751946.00,0.00,205352.00,371410.00,175184.00,128288.00,9701.00,1393.00,43542.00,14404.00,0.00,47829.00,4630.00,0.00,6789.00,0.00,16042.00,896276.00,242267.00,181778.00,26327.00,1100.00,8.00,33054.00,580831.00,71189.00,228547.00,2425.00,1000.00,2108.00,38150.00,97512.00,37818.00,33364.00,50958.00,0.00,6025.00,2704.00,0.00,1900.00,0.00,0.00,0.00,5958.00,0.00,1173.00,73178.00
1973:Q1,914088.00,40980.00,371244.00,68894.00,180262.00,252708.00,914088.00,764767.00,61.00,206028.00,379432.00,179246.00,133146.00,9601.00,1386.00,45546.00,15160.00,0.00,48897.00,4640.00,0.00,7916.00,0.00,16175.00,914088.00,246909.00,185863.00,24727.00,1133.00,13.00,35173.00,585865.00,75247.00,223381.00,2506.00,923.00,2229.00,39020.00,100941.00,39986.00,33182.00,52185.00,0.00,6466.00,2897.00,0.00,1336.00,0.00,0.00,0.00,3920.00,0.00,1646.00,81314.00
1973:Q2,925772.00,43095.00,367336.00,74970.00,183929.00,256442.00,925772.00,767317.00,144.00,209771.00,375107.00,182295.00,142130.00,9806.00,1462.00,50584.00,16615.00,0.00,49868.00,4839.00,0.00,8956.00,0.00,16325.00,925772.00,252351.00,189331.00,24502.00,1161.00,6.00,37351.00,594427.00,76437.00,223122.00,2827.00,846.00,2353.00,39830.00,101952.00,41224.00,35497.00,53471.00,0.00,6590.00,3053.00,0.00,837.00,0.00,0.00,0.00,4587.00,0.00,1801.00,78994.00
1973:Q3,941846.00,45893.00,365479.00,81941.00,187988.00,260545.00,941846.00,772921.00,255.00,213220.00,373692.00,185754.00,152379.00,10542.00,1650.00,56671.00,17057.00,0.00,50681.00,5690.00,0.00,10088.00,0.00,16546.00,941846.00,263284.00,200905.00,21890.00,1176.00,4.00,39309.00,599921.00,76916.00,221819.00,2657.00,921.00,2473.00,40667.00,103250.00,43334.00,35193.00,54945.00,0.00,6823.00,3192.00,0.00,855.00,0.00,0.00,0.00,4897.00,0.00,1979.00,78641.00
1973:Q4,966107.00,50054.00,372203.00,86234.00,192693.00,264923.00,966107.00,788544.00,400.00,217721.00,380560.00,189863.00,160563.00,11320.00,1796.00,59837.00,18040.00,0.00,53696.00,5915.00,0.00,9959.00,0.00,17000.00,966107.00,273233.00,207528.00,23431.00,1183.00,6.00,41085.00,618208.00,80463.00,229915.00,2806.00,997.00,2585.00,41611.00,103199.00,44383.00,35499.00,55970.00,0.00,6643.00,3252.00,0.00,1688.00,0.00,0.00,0.00,7526.00,0.00,1671.00,74666.00
1974:Q1,984688.00,54958.00,374816.00,88300.00,197202.00,269412.00,984688.00,800581.00,578.00,222690.00,383530.00,193783.00,166415.00,12414.00,2054.00,59877.00,19709.00,0.00,55536.00,5450.00,0.00,11375.00,0.00,17692.00,984688.00,284165.00,216140.00,24079.00,1199.00,8.00,42739.00,626215.00,79906.00,233109.00,3096.00,963.00,2677.00,42671.00,106362.00,45609.00,35113.00,57235.00,187.00,7132.00,3331.00,0.00,1780.00,0.00,0.00,0.00,5287.00,0.00,1757.00,74308.00
1974:Q2,1003566.00,58152.00,372699.00,94208.00,201835.00,276672.00,1003566.00,809186.00,787.00,229232.00,381384.00,197783.00,176229.00,14955.00,2661.00,65391.00,20132.00,0.00,56888.00,3641.00,0.00,12561.00,0.00,18151.00,1003566.00,288246.00,219153.00,23788.00,1214.00,0.00,44091.00,637574.00,83216.00,231349.00,3407.00,1030.00,2738.00,43838.00,107088.00,47142.00,38912.00,58908.00,358.00,7068.00,3228.00,0.00,1329.00,0.00,0.00,0.00,6092.00,0.00,1871.00,77746.00
1974:Q3,1033044.00,65361.00,376391.00,102062.00,206004.00,283226.00,1033044.00,823633.00,1028.00,236357.00,384868.00,201380.00,190756.00,17256.00,3239.00,73048.00,20537.00,0.00,59231.00,2938.00,0.00,14507.00,0.00,18655.00,1033044.00,312192.00,239174.00,26587.00,1226.00,0.00,45205.00,643275.00,84377.00,228790.00,3375.00,1075.00,2819.00,45039.00,107924.00,50161.00,38126.00,60758.00,598.00,7212.00,3111.00,0.00,1396.00,0.00,0.00,0.00,6822.00,0.00,1692.00,77577.00
1974:Q4,1062895.00,67813.00,387067.00,106124.00,207999.00,293892.00,1062895.00,842385.00,1300.00,243170.00,395294.00,202621.00,200957.00,19225.00,3734.00,76439.00,21458.00,0.00,62900.00,2809.00,0.00,14392.00,0.00,19553.00,1062895.00,322122.00,248991.00,26740.00,1238.00,0.00,45153.00,661228.00,85339.00,236843.00,3716.00,986.00,2973.00,46214.00,108617.00,53276.00,38238.00,61684.00,757.00,7398.00,3044.00,0.00,2987.00,0.00,0.00,0.00,7750.00,0.00,1406.00,79545.00
1975:Q1,1101549.00,69744.00,406793.00,108426.00,210167.00,306419.00,1101549.00,874912.00,1603.00,254526.00,414727.00,204056.00,204902.00,19469.00,3783.00,76072.00,24420.00,0.00,63515.00,2594.00,0.00,15049.00,0.00,21735.00,1101549.00,326189.00,256110.00,22971.00,1228.00,0.00,45880.00,689243.00,87706.00,247992.00,3037.00,1037.00,3201.00,47906.00,111735.00,57738.00,37947.00,63492.00,1294.00,7453.00,3107.00,0.00,6431.00,0.00,0.00,0.00,7625.00,0.00,1542.00,86117.00
1975:Q2,1135245.00,66683.00,428741.00,109510.00,214248.00,316063.00,1135245.00,906813.00,1937.00,261258.00,436626.00,206992.00,205343.00,18696.00,3583.00,76022.00,25603.00,0.00,64325.00,2440.00,0.00,14674.00,0.00,23089.00,1135245.00,324496.00,250799.00,25659.00,1226.00,0.00,46812.00,724259.00,89077.00,267127.00,3401.00,1072.00,3508.00,49392.00,113717.00,61567.00,43043.00,65872.00,1079.00,7619.00,3106.00,0.00,5639.00,0.00,0.00,0.00,7695.00,0.00,1345.00,86490.00
1975:Q3,1167347.00,65215.00,451163.00,111617.00,216917.00,322435.00,1167347.00,935694.00,2303.00,265658.00,459039.00,208694.00,207279.00,18046.00,3392.00,76956.00,26785.00,0.00,65334.00,2135.00,0.00,14631.00,0.00,24374.00,1167347.00,335937.00,260444.00,25362.00,1243.00,0.00,48888.00,746025.00,92563.00,276481.00,3317.00,1126.00,3826.00,51145.00,117693.00,65452.00,41962.00,67748.00,1334.00,8030.00,3119.00,0.00,4290.00,0.00,0.00,0.00,6863.00,0.00,1076.00,85385.00
1975:Q4,1218092.00,66604.00,476979.00,115166.00,222956.00,336387.00,1218092.00,971208.00,2700.00,270077.00,484853.00,213578.00,219785.00,19660.00,3783.00,78781.00,28511.00,0.00,68467.00,1929.00,0.00,18654.00,0.00,27099.00,1218092.00,353245.00,270268.00,30745.00,1274.00,0.00,50958.00,776855.00,93530.00,289561.00,3608.00,1175.00,4088.00,53487.00,121014.00,68839.00,42061.00,70714.00,1455.00,8029.00,3133.00,0.00,4545.00,0.00,0.00,0.00,8775.00,1500.00,1341.00,87992.00
1976:Q1,1259585.00,68428.00,500032.00,118587.00,227091.00,345447.00,1259585.00,1006709.00,3131.00,278165.00,508438.00,216975.00,223274.00,19972.00,3818.00,79029.00,31152.00,0.00,68754.00,1622.00,0.00,18927.00,0.00,29602.00,1259585.00,362574.00,269440.00,35755.00,1249.00,0.00,56130.00,806202.00,94440.00,301931.00,3615.00,1295.00,4287.00,57269.00,126421.00,71900.00,41323.00,73056.00,1915.00,7672.00,3258.00,0.00,6058.00,0.00,0.00,0.00,9284.00,1600.00,878.00,90809.00
1976:Q2,1298478.00,70028.00,515607.00,122030.00,236798.00,354015.00,1298478.00,1037882.00,3575.00,284516.00,524055.00,225736.00,229434.00,20951.00,3996.00,79556.00,34026.00,0.00,70290.00,1607.00,0.00,19008.00,0.00,31162.00,1298478.00,370442.00,274370.00,36008.00,1258.00,0.00,58806.00,834847.00,97741.00,307855.00,3750.00,1375.00,4448.00,59493.00,130705.00,74899.00,47681.00,76687.00,1669.00,7624.00,3333.00,0.00,6085.00,0.00,0.00,0.00,8972.00,1700.00,830.00,93189.00
1976:Q3,1333483.00,69647.00,532091.00,126588.00,241084.00,364073.00,1333483.00,1063705.00,4082.00,290157.00,540824.00,228642.00,235817.00,20976.00,3959.00,80871.00,36984.00,0.00,71497.00,1636.00,0.00,19894.00,0.00,33961.00,1333483.00,375896.00,276893.00,35022.00,1352.00,0.00,62629.00,859654.00,101262.00,314753.00,3968.00,1548.00,4588.00,62789.00,136368.00,75059.00,46312.00,78968.00,1746.00,7795.00,3385.00,0.00,5891.00,0.00,0.00,0.00,12754.00,1800.00,668.00,97933.00
1976:Q4,1373662.00,74789.00,550401.00,130263.00,243876.00,374333.00,1373662.00,1090269.00,4700.00,296826.00,558730.00,230013.00,247407.00,23499.00,4550.00,81241.00,40693.00,0.00,75251.00,1475.00,0.00,20698.00,0.00,35986.00,1373662.00,387570.00,278960.00,39154.00,1515.00,0.00,67941.00,887672.00,100258.00,327931.00,4540.00,1765.00,4726.00,65944.00,140926.00,75346.00,46657.00,79959.00,2093.00,8405.00,3355.00,0.00,6000.00,0.00,0.00,0.00,16584.00,2055.00,1128.00,98420.00
1977:Q1,1410562.00,77592.00,567090.00,135711.00,248344.00,381825.00,1410562.00,1117708.00,5453.00,306027.00,575265.00,230963.00,255987.00,23687.00,4584.00,82118.00,45418.00,0.00,77317.00,1398.00,0.00,21465.00,0.00,36867.00,1410562.00,404295.00,288181.00,39768.00,1686.00,0.00,74660.00,900814.00,102391.00,335050.00,4376.00,1810.00,4862.00,70252.00,147179.00,76217.00,45466.00,81459.00,1866.00,9243.00,3230.00,0.00,5143.00,0.00,0.00,0.00,8715.00,2300.00,1255.00,105453.00
1977:Q2,1443925.00,83046.00,567606.00,140748.00,260914.00,391611.00,1443925.00,1135243.00,6363.00,312705.00,575703.00,240472.00,269940.00,24976.00,4735.00,84671.00,47980.00,0.00,83414.00,1434.00,0.00,22730.00,0.00,38742.00,1443925.00,406685.00,289229.00,34028.00,1878.00,0.00,81550.00,925752.00,105629.00,337510.00,3941.00,1884.00,4993.00,74458.00,152385.00,80103.00,46928.00,84540.00,1725.00,10338.00,2998.00,0.00,4101.00,0.00,0.00,0.00,10183.00,2600.00,1436.00,111488.00
1977:Q3,1492188.00,83502.00,593712.00,146033.00,267803.00,401138.00,1492188.00,1174105.00,7291.00,320704.00,601311.00,244799.00,277315.00,25134.00,4710.00,86022.00,52412.00,0.00,83943.00,1379.00,0.00,23715.00,0.00,40768.00,1492188.00,418619.00,293375.00,33482.00,2123.00,0.00,89639.00,952103.00,109779.00,339852.00,4574.00,1940.00,5106.00,79044.00,157756.00,81566.00,53102.00,87795.00,1671.00,11807.00,2770.00,0.00,2911.00,0.00,0.00,0.00,7849.00,3000.00,1581.00,121466.00
1977:Q4,1544243.00,89789.00,614181.00,152556.00,273620.00,414097.00,1544243.00,1207656.00,8100.00,329676.00,621737.00,248143.00,295411.00,27739.00,5182.00,88197.00,56803.00,0.00,91629.00,1347.00,0.00,24514.00,0.00,41176.00,1544243.00,434769.00,303381.00,32988.00,2412.00,0.00,95988.00,974982.00,108922.00,343769.00,4735.00,1998.00,5184.00,83324.00,161444.00,85675.00,53232.00,91175.00,1947.00,12290.00,2654.00,0.00,2431.00,0.00,0.00,0.00,11274.00,3349.00,1579.00,134492.00
1978:Q1,1589778.00,91638.00,633741.00,159366.00,283342.00,421691.00,1589778.00,1241971.00,8808.00,336357.00,640974.00,255832.00,305206.00,26603.00,4885.00,92621.00,59512.00,0.00,94576.00,1263.00,0.00,25746.00,0.00,42601.00,1589778.00,451682.00,311345.00,31857.00,2732.00,0.00,105748.00,989250.00,107819.00,344638.00,5004.00,2116.00,5131.00,87659.00,169069.00,86654.00,51966.00,94464.00,2625.00,13090.00,2720.00,0.00,2201.00,0.00,0.00,0.00,9026.00,3000.00,2068.00,148846.00
1978:Q2,1634247.00,97416.00,637824.00,169026.00,298639.00,431342.00,1634247.00,1268371.00,9431.00,345610.00,644960.00,268370.00,321844.00,27215.00,4906.00,99279.00,62611.00,0.00,98654.00,1352.00,0.00,27827.00,0.00,44032.00,1634247.00,468458.00,319383.00,31087.00,3001.00,0.00,114987.00,1020714.00,116027.00,348178.00,5587.00,2229.00,4839.00,90860.00,174018.00,91407.00,53425.00,98950.00,3569.00,13025.00,2811.00,0.00,2745.00,0.00,0.00,0.00,8350.00,2700.00,1994.00,145075.00
1978:Q3,1683039.00,97117.00,659402.00,177607.00,311442.00,437471.00,1683039.00,1307942.00,10039.00,353531.00,665986.00,278386.00,330191.00,25495.00,4434.00,105268.00,65755.00,0.00,98857.00,1377.00,0.00,29005.00,0.00,44906.00,1683039.00,482677.00,326612.00,29508.00,3143.00,0.00,123414.00,1051742.00,120977.00,353890.00,5823.00,2328.00,4640.00,95438.00,180515.00,93994.00,59653.00,102405.00,4043.00,12593.00,2923.00,0.00,1688.00,0.00,0.00,0.00,6745.00,2400.00,1687.00,148620.00
1978:Q4,1742475.00,107456.00,675125.00,187894.00,324876.00,447124.00,1742475.00,1342328.00,10700.00,361147.00,681346.00,289135.00,352603.00,28143.00,4930.00,111266.00,70407.00,0.00,104549.00,1259.00,0.00,32049.00,0.00,47544.00,1742475.00,512162.00,346599.00,31966.00,3184.00,0.00,130413.00,1069756.00,117374.00,358864.00,6172.00,2427.00,4353.00,99831.00,182596.00,96009.00,60259.00,107409.00,5138.00,12508.00,2974.00,0.00,1823.00,0.00,0.00,0.00,7564.00,2065.00,2390.00,160557.00
1979:Q1,1785664.00,115734.00,684106.00,198574.00,334127.00,453123.00,1785664.00,1366466.00,11398.00,370006.00,689699.00,295363.00,370549.00,28555.00,4990.00,117354.00,75627.00,0.00,110222.00,1266.00,0.00,32535.00,0.00,48649.00,1785664.00,537033.00,363215.00,31664.00,3192.00,0.00,138962.00,1093633.00,116724.00,364345.00,5994.00,2243.00,4229.00,103644.00,189421.00,99249.00,58551.00,109371.00,9899.00,13179.00,3061.00,0.00,1257.00,0.00,0.00,0.00,7847.00,2500.00,2119.00,154998.00
1979:Q2,1822034.00,128400.00,681578.00,208211.00,344686.00,459159.00,1822034.00,1382241.00,12118.00,380512.00,686724.00,302887.00,390472.00,30958.00,5550.00,122559.00,80506.00,0.00,114563.00,1380.00,0.00,34956.00,0.00,49321.00,1822034.00,555952.00,376234.00,34343.00,3159.00,0.00,142216.00,1122660.00,114193.00,363997.00,6092.00,2096.00,4099.00,105697.00,194151.00,105441.00,60046.00,113753.00,14505.00,14194.00,3035.00,0.00,2219.00,0.00,0.00,0.00,13996.00,3000.00,2146.00,143422.00
1979:Q3,1878333.00,137501.00,701618.00,219355.00,355757.00,464102.00,1878333.00,1420406.00,12854.00,390286.00,706688.00,310578.00,406148.00,35100.00,6440.00,126976.00,87309.00,0.00,112829.00,1179.00,0.00,36315.00,0.00,51779.00,1878333.00,563931.00,386013.00,28160.00,3024.00,0.00,146734.00,1162616.00,122820.00,370994.00,7106.00,2218.00,3909.00,109524.00,198859.00,112178.00,67607.00,114725.00,17780.00,14585.00,3001.00,0.00,1373.00,0.00,0.00,0.00,10125.00,3500.00,2312.00,151786.00
1979:Q4,1938579.00,144985.00,720317.00,235238.00,364182.00,473857.00,1938579.00,1451870.00,13600.00,397461.00,725255.00,315554.00,431643.00,36838.00,6750.00,135522.00,94778.00,0.00,120252.00,1361.00,0.00,36142.00,0.00,55066.00,1938579.00,607007.00,423281.00,29316.00,2805.00,0.00,151605.00,1184957.00,124507.00,378282.00,7286.00,2335.00,3283.00,113006.00,198709.00,117641.00,68259.00,116955.00,24939.00,14545.00,2985.00,0.00,2177.00,0.00,0.00,0.00,3946.00,3722.00,2380.00,146615.00
1980:Q1,1993101.00,155653.00,735824.00,249123.00,370864.00,481637.00,1993101.00,1486474.00,14339.00,412059.00,740698.00,319378.00,450792.00,39511.00,7450.00,144295.00,99954.00,0.00,119816.00,1264.00,0.00,38502.00,0.00,55835.00,1993101.00,621094.00,433539.00,34124.00,2635.00,0.00,150796.00,1223870.00,123945.00,383279.00,7297.00,2421.00,2724.00,115578.00,203315.00,124722.00,66161.00,122397.00,37719.00,14211.00,2989.00,0.00,2908.00,0.00,0.00,0.00,8109.00,3800.00,2295.00,148137.00
1980:Q2,2043465.00,164302.00,743632.00,257577.00,380809.00,497145.00,2043465.00,1520490.00,15056.00,431388.00,748317.00,325729.00,465917.00,42994.00,8103.00,148876.00,104016.00,0.00,109042.00,1263.00,0.00,38924.00,12699.00,57058.00,2043465.00,602181.00,419987.00,29518.00,2509.00,0.00,150167.00,1287614.00,132933.00,398133.00,7103.00,2593.00,3640.00,117057.00,205276.00,133066.00,67358.00,129872.00,49323.00,16506.00,3013.00,0.00,3683.00,0.00,0.00,0.00,12163.00,3800.00,2095.00,153670.00
1980:Q3,2104974.00,161823.00,781070.00,265008.00,390860.00,506213.00,2104974.00,1571066.00,15820.00,437306.00,785643.00,332297.00,476468.00,43220.00,8894.00,150744.00,109691.00,0.00,109705.00,1134.00,0.00,39662.00,13418.00,57440.00,2104974.00,612852.00,423530.00,31966.00,2493.00,0.00,154863.00,1331564.00,128200.00,417311.00,8147.00,2744.00,4243.00,119732.00,210772.00,140604.00,76924.00,133641.00,47961.00,17136.00,3029.00,0.00,3479.00,0.00,0.00,0.00,10689.00,3900.00,3052.00,160558.00
1980:Q4,2159513.00,163820.00,807189.00,278330.00,399440.00,510734.00,2159513.00,1604670.00,16700.00,439488.00,811634.00,336848.00,495745.00,43589.00,8649.00,159926.00,113959.00,0.00,113088.00,1165.00,0.00,42846.00,12523.00,59098.00,2159513.00,639341.00,442330.00,34396.00,2564.00,0.00,160051.00,1354891.00,128038.00,436261.00,8805.00,2766.00,4267.00,122530.00,212618.00,147815.00,77183.00,136284.00,42048.00,17057.00,3010.00,0.00,2881.00,0.00,0.00,0.00,6554.00,3904.00,2870.00,165281.00
1981:Q1,2224583.00,176604.00,838634.00,285034.00,408226.00,516085.00,2224583.00,1654696.00,17634.00,452370.00,843025.00,341667.00,508946.00,46880.00,9291.00,163383.00,117260.00,0.00,114340.00,1237.00,0.00,42467.00,14088.00,60941.00,2224583.00,639693.00,443220.00,28656.00,2728.00,0.00,165089.00,1407791.00,126388.00,441902.00,9001.00,2666.00,4424.00,125229.00,219959.00,153623.00,74439.00,139477.00,70044.00,17830.00,3182.00,0.00,950.00,0.00,0.00,0.00,19065.00,3700.00,-4088.00,177099.00
1981:Q2,2275258.00,194563.00,837682.00,298481.00,418219.00,526313.00,2275258.00,1677192.00,18563.00,469953.00,841914.00,346762.00,534705.00,47768.00,10248.00,173398.00,120851.00,0.00,120275.00,1199.00,0.00,46599.00,14367.00,63361.00,2275258.00,646469.00,438186.00,32498.00,2900.00,0.00,172885.00,1450466.00,128711.00,445248.00,9677.00,2449.00,4353.00,126784.00,225309.00,160053.00,75653.00,146259.00,75683.00,18888.00,3064.00,0.00,2897.00,0.00,0.00,0.00,16750.00,3643.00,5045.00,178323.00
1981:Q3,2359301.00,212570.00,867051.00,315259.00,431847.00,532574.00,2359301.00,1730861.00,19660.00,483822.00,871221.00,356158.00,563574.00,49294.00,10633.00,186719.00,124370.00,0.00,122730.00,1250.00,0.00,51309.00,17269.00,64866.00,2359301.00,668245.00,448580.00,36467.00,3091.00,0.00,180107.00,1514040.00,132991.00,449547.00,9816.00,2200.00,3932.00,129241.00,230963.00,165892.00,86895.00,149946.00,96446.00,19102.00,2952.00,0.00,2975.00,0.00,0.00,0.00,14043.00,3700.00,13399.00,177016.00
1981:Q4,2435768.00,215070.00,903113.00,323521.00,443653.00,550411.00,2435768.00,1783923.00,21100.00,492376.00,907217.00,363230.00,579818.00,51497.00,11865.00,190431.00,128986.00,0.00,126144.00,1239.00,0.00,52843.00,16813.00,72027.00,2435768.00,691823.00,460750.00,43236.00,3298.00,0.00,184539.00,1562389.00,136863.00,458679.00,10703.00,2000.00,4611.00,130707.00,233308.00,174716.00,87179.00,156449.00,107489.00,20184.00,2898.00,0.00,3570.00,0.00,0.00,0.00,20949.00,3860.00,8224.00,181556.00
1982:Q1,2508336.00,222460.00,933246.00,333348.00,456863.00,562419.00,2508336.00,1841692.00,22860.00,511040.00,936752.00,371040.00,593240.00,52588.00,12423.00,192214.00,137628.00,0.00,124422.00,1203.00,0.00,54834.00,17928.00,73404.00,2508336.00,710419.00,480688.00,36605.00,3080.00,0.00,190046.00,1613421.00,133005.00,474989.00,9840.00,1920.00,5124.00,132201.00,242769.00,188462.00,84313.00,162435.00,116826.00,20866.00,3187.00,0.00,3178.00,0.00,0.00,0.00,21481.00,2900.00,9925.00,184496.00
1982:Q2,2578789.00,239219.00,944377.00,351445.00,474230.00,569518.00,2578789.00,1877174.00,24914.00,521369.00,947862.00,383029.00,626135.00,54804.00,13356.00,201009.00,146951.00,0.00,130169.00,1167.00,0.00,58621.00,20058.00,75480.00,2578789.00,734748.00,502866.00,31586.00,2945.00,0.00,197351.00,1653440.00,136007.00,478111.00,9571.00,1897.00,5471.00,133746.00,249772.00,199167.00,86345.00,168574.00,122838.00,21916.00,3254.00,0.00,3671.00,0.00,0.00,0.00,18862.00,1904.00,12334.00,190601.00
1982:Q3,2691427.00,230488.00,1013958.00,370776.00,491353.00,584852.00,2691427.00,1969801.00,27186.00,531636.00,1017401.00,393578.00,643057.00,55820.00,12661.00,207102.00,160231.00,0.00,127072.00,1131.00,0.00,56685.00,22355.00,78569.00,2691427.00,763270.00,526279.00,33659.00,3014.00,0.00,200318.00,1729192.00,139540.00,490611.00,9549.00,1901.00,4938.00,135575.00,257609.00,207946.00,98516.00,174283.00,140457.00,23773.00,3332.00,0.00,7427.00,0.00,0.00,0.00,17758.00,2300.00,13677.00,198965.00
1982:Q4,2806468.00,226843.00,1077356.00,387243.00,508049.00,606977.00,2806468.00,2047367.00,29600.00,533077.00,1080707.00,403983.00,671734.00,62039.00,13415.00,205373.00,178519.00,0.00,128408.00,1095.00,0.00,60129.00,22756.00,87367.00,2806468.00,768592.00,517054.00,44459.00,3244.00,0.00,203835.00,1818070.00,144544.00,532292.00,10377.00,1900.00,5802.00,138027.00,268288.00,217596.00,99245.00,176919.00,137553.00,25360.00,3370.00,0.00,4735.00,0.00,0.00,0.00,36187.00,2700.00,13175.00,219806.00
1983:Q1,2895814.00,226311.00,1130245.00,402097.00,520910.00,616251.00,2895814.00,2122923.00,32309.00,545301.00,1133632.00,411681.00,683204.00,57689.00,12492.00,202193.00,196517.00,0.00,129844.00,1081.00,46.00,61481.00,21861.00,89687.00,2895814.00,794655.00,530485.00,49745.00,3987.00,0.00,210438.00,1873637.00,145566.00,570714.00,7647.00,1910.00,5934.00,140018.00,280258.00,226423.00,96374.00,180066.00,133936.00,28234.00,3082.00,0.00,4656.00,0.00,0.00,0.00,19159.00,2750.00,26910.00,227522.00
1983:Q2,3005791.00,233658.00,1179462.00,419074.00,543310.00,630287.00,3005791.00,2203282.00,35463.00,556969.00,1182806.00,428044.00,710000.00,59821.00,12432.00,202669.00,213061.00,220.00,134018.00,1067.00,74.00,63784.00,22854.00,92509.00,3005791.00,834781.00,555205.00,56051.00,4711.00,0.00,218814.00,1936919.00,149401.00,604981.00,8777.00,1940.00,9398.00,140729.00,290052.00,233448.00,98735.00,184530.00,122464.00,31653.00,3100.00,0.00,4398.00,0.00,0.00,0.00,19032.00,2773.00,31508.00,234091.00
1983:Q3,3122074.00,242383.00,1238968.00,438438.00,559704.00,642581.00,3122074.00,2285477.00,38535.00,565361.00,1242288.00,439293.00,742706.00,61658.00,14553.00,203580.00,231538.00,2229.00,136651.00,1053.00,122.00,68658.00,22664.00,93891.00,3122074.00,871527.00,593514.00,51430.00,5386.00,0.00,221197.00,2015226.00,154908.00,625762.00,8646.00,1976.00,10710.00,142558.00,300207.00,248051.00,111500.00,182817.00,119983.00,32722.00,3142.00,0.00,5268.00,1789.00,0.00,0.00,25032.00,3600.00,36555.00,235321.00
1983:Q4,3202392.00,253778.00,1277228.00,454898.00,575106.00,641382.00,3202392.00,2339400.00,41000.00,567652.00,1280539.00,450209.00,778359.00,65175.00,15652.00,206780.00,244807.00,3655.00,141455.00,1039.00,377.00,73470.00,25949.00,84633.00,3202392.00,896228.00,597186.00,64787.00,6023.00,0.00,228232.00,2068723.00,159203.00,646083.00,9002.00,2000.00,8947.00,145247.00,308738.00,257414.00,113787.00,184170.00,119697.00,34910.00,3149.00,0.00,3846.00,2995.00,0.00,0.00,25539.00,4492.00,39504.00,237441.00
1984:Q1,3304168.00,268645.00,1324160.00,471527.00,590092.00,649744.00,3304168.00,2415246.00,43368.00,583617.00,1327434.00,460827.00,801984.00,62363.00,16358.00,212323.00,255930.00,5630.00,148629.00,1611.00,128.00,72384.00,26628.00,86938.00,3304168.00,918567.00,600191.00,76853.00,6139.00,0.00,235384.00,2142645.00,159372.00,669056.00,7877.00,2017.00,9794.00,147842.00,321956.00,263161.00,111640.00,190729.00,132316.00,39164.00,3126.00,0.00,4257.00,4750.00,13742.00,690.00,19493.00,4100.00,37563.00,242956.00
1984:Q2,3422775.00,296549.00,1358733.00,487974.00,610773.00,668746.00,3422775.00,2489875.00,45649.00,605223.00,1361995.00,477008.00,838812.00,69993.00,18510.00,221368.00,263344.00,7600.00,152159.00,2192.00,337.00,82631.00,20678.00,94088.00,3422775.00,986910.00,663004.00,74845.00,6155.00,0.00,242906.00,2183940.00,161360.00,669888.00,8403.00,2021.00,10791.00,151675.00,333248.00,257266.00,115547.00,201352.00,134467.00,41727.00,3133.00,0.00,5104.00,6500.00,13750.00,1379.00,14695.00,3874.00,47760.00,251925.00
