1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2000:Q4,1661221.00,37700.00,117766.00,53860.00,142753.00,756748.00,119484.00,309989.00,239741.00,3723.00,83811.00,130535.00,93214.00,30821.00,109867.00,69800.00,118157.00,1199860.00,1189025.00,46648.00,1142377.00,8867.00,336010.00,-334042.00
2001:Q1,1681253.00,35326.00,120347.00,54474.00,139738.00,780536.00,123292.00,316915.00,250304.00,3770.00,86255.00,129948.00,91687.00,30090.00,110969.00,69177.00,118961.00,1428747.00,1216228.00,52839.00,1163389.00,8941.00,342628.00,-139050.00
2001:Q2,1720508.00,34148.00,124498.00,55842.00,138489.00,812133.00,128896.00,324800.00,264619.00,3870.00,89948.00,131086.00,91334.00,29736.00,113602.00,68746.00,120894.00,1407505.00,1250414.00,55118.00,1195296.00,8971.00,349460.00,-201340.00
2001:Q3,1713498.00,33269.00,125659.00,55839.00,133722.00,820535.00,131395.00,321165.00,272631.00,3875.00,91469.00,128952.00,88674.00,28624.00,113441.00,70978.00,113805.00,1655443.00,1256372.00,65514.00,1190858.00,8892.00,356150.00,34029.00
2001:Q4,1749560.00,41679.00,129812.00,57107.00,131894.00,851493.00,136944.00,328438.00,287035.00,3968.00,95108.00,129708.00,87973.00,28139.00,115862.00,72821.00,103072.00,1604823.00,1294383.00,70496.00,1223887.00,8967.00,363002.00,-61529.00
2002:Q1,1752179.00,40255.00,131930.00,57413.00,127707.00,865897.00,140253.00,327641.00,296823.00,3994.00,97186.00,128214.00,85713.00,27148.00,116322.00,73802.00,97778.00,1626924.00,1316154.00,71605.00,1244549.00,9237.00,369980.00,-68447.00
2002:Q2,1760018.00,43970.00,133631.00,57678.00,123382.00,886857.00,143491.00,333649.00,306487.00,4018.00,99212.00,126612.00,83367.00,26128.00,116701.00,74275.00,87417.00,1871998.00,1366203.00,76729.00,1289474.00,9322.00,377020.00,119453.00
2002:Q3,1760621.00,42580.00,134830.00,57661.00,118432.00,904077.00,146037.00,338576.00,314684.00,4022.00,100758.00,124378.00,80600.00,24974.00,116507.00,74312.00,82270.00,2210606.00,1389412.00,85135.00,1304277.00,9495.00,384122.00,427577.00
2002:Q4,1800255.00,46843.00,138661.00,58694.00,115552.00,942990.00,151289.00,354673.00,328761.00,4099.00,104168.00,124372.00,79254.00,24254.00,118433.00,74350.00,76852.00,2233388.00,1438302.00,95717.00,1342585.00,9598.00,391293.00,394195.00
2003:Q1,1795133.00,43833.00,145801.00,58656.00,115478.00,937913.00,151192.00,349974.00,328550.00,4096.00,104101.00,124292.00,79203.00,24239.00,118357.00,74020.00,73341.00,2350743.00,1465117.00,97398.00,1367719.00,9650.00,398523.00,477453.00
2003:Q2,1836458.00,45000.00,146660.00,60468.00,119044.00,953954.00,155861.00,347857.00,338697.00,4223.00,107316.00,128130.00,81649.00,24987.00,122012.00,73689.00,80865.00,2282772.00,1519965.00,97180.00,1422785.00,9623.00,405644.00,347540.00
2003:Q3,1828122.00,45593.00,150763.00,61326.00,116854.00,954587.00,151597.00,356067.00,336064.00,4337.00,106522.00,127342.00,83582.00,25970.00,116233.00,74414.00,71458.00,2252394.00,1528795.00,99902.00,1428893.00,9709.00,412861.00,301029.00
2003:Q4,1873708.00,53815.00,158973.00,63446.00,117058.00,964703.00,150435.00,361492.00,340324.00,4540.00,107912.00,129167.00,93383.00,29417.00,116554.00,75137.00,72055.00,2144864.00,1558759.00,106092.00,1452667.00,9676.00,420082.00,156347.00
2004:Q1,1909593.00,52975.00,167554.00,65508.00,117115.00,979576.00,149068.00,372394.00,344194.00,4740.00,109180.00,130845.00,95307.00,30427.00,119642.00,78078.00,72566.00,2959636.00,2330727.00,24853.00,2305874.00,9745.00,427399.00,191765.00
2004:Q2,1969424.00,49151.00,162187.00,69903.00,121146.00,1022080.00,152680.00,390124.00,359947.00,5111.00,114218.00,137052.00,98953.00,32021.00,120348.00,81018.00,75565.00,3109684.00,2393767.00,29662.00,2364105.00,9804.00,434859.00,271254.00
2004:Q3,1986967.00,44456.00,165039.00,72408.00,121643.00,1031044.00,151736.00,392476.00,365471.00,5347.00,116014.00,139379.00,97525.00,31994.00,122572.00,84512.00,76395.00,3273313.00,2428263.00,40755.00,2387508.00,9859.00,442399.00,392792.00
2004:Q4,2052444.00,50372.00,166752.00,75969.00,123760.00,1057719.00,152745.00,403872.00,376029.00,5663.00,119410.00,143635.00,107248.00,35669.00,125049.00,88007.00,78264.00,3255014.00,2473225.00,44348.00,2428877.00,9994.00,450066.00,321729.00
2005:Q1,2102770.00,61176.00,163189.00,78595.00,124282.00,1088871.00,151754.00,428088.00,381824.00,5911.00,121294.00,146075.00,105472.00,35526.00,128867.00,91582.00,79135.00,3400719.00,2528377.00,45613.00,2482764.00,10073.00,457802.00,404467.00
2005:Q2,2156260.00,63404.00,160406.00,81049.00,124398.00,1126779.00,150208.00,461068.00,386524.00,6148.00,122831.00,148108.00,107289.00,36616.00,133287.00,95157.00,79767.00,3455425.00,2576536.00,35855.00,2540681.00,10187.00,465672.00,403030.00
2005:Q3,2249773.00,55748.00,164289.00,86342.00,128623.00,1186521.00,153508.00,493600.00,404287.00,6603.00,128523.00,155158.00,113437.00,39251.00,138595.00,98737.00,83072.00,3453864.00,2602604.00,33787.00,2568817.00,10428.00,473714.00,367118.00
2005:Q4,2321081.00,66203.00,170198.00,90025.00,130198.00,1218872.00,153527.00,512709.00,414029.00,6939.00,131668.00,159148.00,116215.00,40746.00,142455.00,102316.00,84705.00,3485720.00,2639466.00,42657.00,2596809.00,10620.00,481989.00,353645.00
2006:Q1,2337524.00,66211.00,171092.00,92006.00,129297.00,1221546.00,150619.00,515550.00,415917.00,7144.00,132316.00,160118.00,120235.00,42699.00,143611.00,105979.00,84730.00,3431273.00,2645277.00,43151.00,2602126.00,10694.00,490305.00,284997.00
2006:Q2,2382278.00,66612.00,170079.00,95709.00,130683.00,1249947.00,150307.00,531464.00,425332.00,7485.00,135359.00,163996.00,119187.00,42849.00,147300.00,109642.00,86274.00,3552794.00,2683399.00,35169.00,2648230.00,10922.00,498870.00,359603.00
2006:Q3,2455041.00,65039.00,177063.00,101202.00,134247.00,1285551.00,152362.00,542253.00,442191.00,7969.00,140776.00,170763.00,125461.00,45735.00,148648.00,112029.00,89303.00,3582242.00,2702327.00,30353.00,2671974.00,11067.00,507532.00,361316.00
2006:Q4,2545510.00,71702.00,187511.00,105540.00,136040.00,1330023.00,152281.00,571388.00,453546.00,8365.00,144443.00,175420.00,133138.00,49205.00,151320.00,114415.00,91196.00,3559640.00,2755539.00,34264.00,2721275.00,11215.00,516249.00,276637.00
2007:Q1,2630563.00,67744.00,190718.00,110979.00,139117.00,1390539.00,153562.00,609217.00,469374.00,8850.00,149536.00,181815.00,136361.00,51032.00,152790.00,115494.00,93974.00,3638992.00,2813215.00,35994.00,2777221.00,11427.00,525219.00,289131.00
2007:Q2,2690814.00,61014.00,190474.00,115183.00,140397.00,1432906.00,152719.00,638627.00,479502.00,9241.00,152817.00,186021.00,142900.00,54191.00,155568.00,116574.00,95586.00,3594389.00,2861191.00,31179.00,2830012.00,11603.00,534368.00,187227.00
2007:Q3,2738256.00,60668.00,202934.00,119605.00,141738.00,1451618.00,151822.00,643737.00,490143.00,9652.00,156264.00,190440.00,145005.00,55668.00,156326.00,116976.00,97278.00,3621691.00,2876981.00,37156.00,2839825.00,11756.00,543603.00,189351.00
2007:Q4,2789958.00,71482.00,220681.00,123482.00,142291.00,1466216.00,149996.00,649008.00,498277.00,10021.00,158914.00,193897.00,141893.00,55082.00,159099.00,117379.00,98456.00,3779230.00,2921436.00,51239.00,2870197.00,11881.00,552992.00,292921.00
2008:Q1,2774959.00,66463.00,221909.00,126210.00,141481.00,1466086.00,146709.00,647315.00,501702.00,10297.00,160063.00,195525.00,131522.00,51518.00,157038.00,118507.00,98700.00,4038853.00,2943930.00,52695.00,2891235.00,11991.00,562455.00,520477.00
2008:Q2,2731900.00,66351.00,217807.00,126691.00,138175.00,1440820.00,140850.00,634969.00,496237.00,10389.00,158375.00,193684.00,127350.00,50453.00,153737.00,119634.00,97198.00,4092836.00,2948528.00,42209.00,2906319.00,12195.00,572126.00,559987.00
2008:Q3,2654562.00,65898.00,220687.00,125308.00,132943.00,1395107.00,133096.00,613583.00,483679.00,10327.00,154422.00,189067.00,114906.00,45871.00,149160.00,121296.00,94319.00,4336740.00,2941085.00,43729.00,2897356.00,12470.00,582006.00,801179.00
2008:Q4,2619209.00,79883.00,238651.00,125789.00,129830.00,1370994.00,127559.00,601585.00,478584.00,10417.00,152849.00,187358.00,90863.00,36234.00,143738.00,122958.00,92911.00,4892691.00,2955583.00,56024.00,2899559.00,12716.00,591608.00,1332784.00
2009:Q1,2561721.00,74737.00,251573.00,125258.00,125860.00,1340469.00,121308.00,588582.00,470000.00,10420.00,150159.00,184266.00,77932.00,31242.00,138153.00,121384.00,90847.00,5143764.00,2979647.00,55614.00,2924033.00,12866.00,601186.00,1550065.00
2009:Q2,2608418.00,99500.00,240964.00,128716.00,125884.00,1347006.00,118896.00,588755.00,476356.00,10756.00,152243.00,187035.00,92532.00,38363.00,136938.00,119810.00,91670.00,5106168.00,3011247.00,46260.00,2964987.00,13060.00,610908.00,1470953.00
2009:Q3,2644354.00,85519.00,246391.00,133759.00,127298.00,1357135.00,117681.00,583853.00,488270.00,11226.00,156105.00,191998.00,107790.00,45917.00,136567.00,118437.00,93543.00,4961911.00,3029022.00,61517.00,2967505.00,13241.00,620708.00,1298940.00
2009:Q4,2681341.00,99169.00,249079.00,136844.00,126738.00,1339163.00,89560.00,587628.00,492825.00,11533.00,157617.00,194075.00,112368.00,48715.00,139134.00,117063.00,118993.00,4959865.00,3084189.00,63908.00,3020281.00,13536.00,630526.00,1231614.00
2010:Q1,2692740.00,95350.00,254907.00,139097.00,125449.00,1361105.00,110811.00,585863.00,494466.00,11770.00,158195.00,195003.00,116768.00,51458.00,142639.00,117072.00,93892.00,5002590.00,3110065.00,63884.00,3046181.00,13676.00,640148.00,1238701.00
2010:Q2,2657027.00,95894.00,237826.00,140849.00,123669.00,1354859.00,106597.00,583870.00,494247.00,11965.00,158180.00,195200.00,105338.00,46761.00,146117.00,117081.00,93433.00,5327096.00,3103127.00,47474.00,3055653.00,13771.00,649802.00,1560396.00
2010:Q3,2708475.00,94978.00,238877.00,146352.00,125068.00,1372409.00,105032.00,585616.00,506972.00,12480.00,162309.00,200520.00,116253.00,52756.00,148421.00,117435.00,95406.00,5314504.00,3106409.00,52081.00,3054328.00,13898.00,659431.00,1534766.00
2010:Q4,2776946.00,104856.00,243105.00,151207.00,125769.00,1394552.00,102760.00,596040.00,517178.00,12941.00,165633.00,204854.00,126967.00,58764.00,152195.00,117789.00,96888.00,5295919.00,3157695.00,63026.00,3094669.00,14403.00,669000.00,1454821.00
2011:Q1,2762018.00,103975.00,243893.00,152245.00,123328.00,1375784.00,97948.00,585578.00,514387.00,13076.00,164795.00,204038.00,130758.00,61404.00,151895.00,118760.00,95938.00,5240511.00,3138589.00,60167.00,3078422.00,14509.00,678487.00,1408926.00
2011:Q2,2741645.00,108792.00,236610.00,153890.00,121372.00,1357262.00,93517.00,572233.00,513638.00,13263.00,164611.00,204033.00,129128.00,61346.00,154253.00,119590.00,95369.00,5308635.00,3103961.00,37699.00,3066262.00,14697.00,688067.00,1501910.00
2011:Q3,2715512.00,108425.00,243663.00,153996.00,121455.00,1343488.00,93581.00,557921.00,513990.00,13272.00,164724.00,204173.00,115457.00,54306.00,155402.00,119713.00,95434.00,5690951.00,3095772.00,48131.00,3047641.00,14960.00,697702.00,1882517.00
2011:Q4,2749799.00,121648.00,258901.00,153554.00,121225.00,1333739.00,90737.00,562220.00,503942.00,13186.00,163654.00,202847.00,124982.00,59211.00,157796.00,119964.00,95932.00,5599481.00,3110507.00,52392.00,3058115.00,15272.00,707372.00,1766330.00
2012:Q1,2774787.00,118976.00,279821.00,153216.00,121073.00,1325424.00,88013.00,567165.00,494430.00,13109.00,162707.00,201673.00,135249.00,64499.00,158248.00,120131.00,96477.00,5444728.00,3110349.00,51957.00,3058392.00,15403.00,716970.00,1602006.00
2012:Q2,2784568.00,117502.00,274868.00,154528.00,122226.00,1338265.00,86239.00,585089.00,490250.00,13174.00,163513.00,202672.00,132554.00,63111.00,160418.00,120364.00,98060.00,5604707.00,3117030.00,43438.00,3073592.00,15667.00,726524.00,1745486.00
2012:Q3,2821445.00,112141.00,287507.00,157035.00,124327.00,1347273.00,85061.00,593681.00,489623.00,13340.00,165568.00,205220.00,138558.00,66203.00,162118.00,120640.00,100423.00,5579625.00,3110226.00,55750.00,3054476.00,15560.00,736013.00,1717826.00
2012:Q4,2849060.00,118208.00,294534.00,158367.00,125501.00,1354864.00,83201.00,606699.00,485186.00,13405.00,166373.00,206217.00,138633.00,66242.00,163135.00,121311.00,102048.00,5657482.00,3104824.00,56201.00,3048623.00,15684.00,745450.00,1791524.00
2013:Q1,2872572.00,115576.00,299734.00,159666.00,126646.00,1353424.00,81356.00,610698.00,480752.00,13467.00,167151.00,207183.00,148378.00,71261.00,165224.00,121837.00,103643.00,5529710.00,3109716.00,54523.00,3055193.00,16009.00,754945.00,1649040.00
2013:Q2,2848318.00,112922.00,298421.00,158200.00,125598.00,1333106.00,78094.00,608718.00,467965.00,13297.00,165032.00,204555.00,149287.00,71729.00,168459.00,122597.00,103444.00,5521629.00,3093018.00,39410.00,3053608.00,15965.00,764470.00,1648176.00
2013:Q3,2837393.00,116601.00,305943.00,158575.00,126012.00,1298658.00,75749.00,584137.00,460654.00,13281.00,164837.00,204313.00,154148.00,74232.00,171099.00,123365.00,104447.00,5442702.00,3063794.00,46706.00,3017088.00,16078.00,774046.00,1588784.00
2013:Q4,2861348.00,125282.00,312618.00,158918.00,126400.00,1291304.00,73395.00,586768.00,453269.00,13263.00,164609.00,204030.00,162430.00,78497.00,172610.00,123832.00,105427.00,5285852.00,3048528.00,45304.00,3003224.00,16226.00,783621.00,1437477.00
2014:Q1,2882725.00,122136.00,319706.00,161158.00,128295.00,1289425.00,71949.00,586319.00,451401.00,13403.00,166353.00,206192.00,164706.00,79669.00,175207.00,128575.00,107656.00,5337373.00,3038687.00,43053.00,2995634.00,16277.00,793202.00,1489207.00
2014:Q2,2922816.00,121992.00,312427.00,164736.00,131261.00,1312476.00,71001.00,605419.00,452948.00,13653.00,169455.00,210037.00,170215.00,82507.00,178748.00,127608.00,110809.00,5322852.00,3035346.00,33653.00,3001693.00,16408.00,802902.00,1468196.00
2014:Q3,2913544.00,124050.00,318413.00,163794.00,130626.00,1292944.00,68053.00,601570.00,441898.00,13527.00,167896.00,208105.00,168902.00,81830.00,180663.00,133280.00,110937.00,5375317.00,3004634.00,37453.00,2967181.00,16487.00,812687.00,1541509.00
2014:Q4,2968760.00,141288.00,321541.00,165259.00,131912.00,1307901.00,66116.00,622001.00,437376.00,13601.00,168807.00,209234.00,173611.00,84256.00,183828.00,137238.00,112692.00,5355783.00,3012898.00,38916.00,2973982.00,16595.00,822542.00,1503748.00
2015:Q1,3012339.00,130646.00,331771.00,169022.00,135031.00,1330020.00,65091.00,640091.00,438912.00,13863.00,172063.00,213270.00,176534.00,85761.00,184350.00,139919.00,116015.00,5426373.00,3035645.00,38108.00,2997537.00,16695.00,832340.00,1541693.00
2015:Q2,2995162.00,134282.00,323666.00,170060.00,135978.00,1312799.00,62935.00,630335.00,433101.00,13901.00,172527.00,213845.00,176458.00,85722.00,187175.00,137683.00,117494.00,5490247.00,3040099.00,31059.00,3009040.00,16723.00,842429.00,1590996.00
2015:Q3,3030839.00,131249.00,326368.00,173783.00,139075.00,1333022.00,65690.00,643629.00,433852.00,14156.00,175695.00,217772.00,171041.00,82932.00,185545.00,146200.00,123852.00,5777801.00,3030053.00,31545.00,2998508.00,16656.00,852597.00,1878495.00
2015:Q4,3072287.00,132504.00,335092.00,177471.00,142149.00,1339438.00,63339.00,666683.00,416204.00,14406.00,178806.00,221627.00,178054.00,86544.00,184551.00,150643.00,124214.00,5734512.00,3023201.00,32792.00,2990409.00,16866.00,862668.00,1831777.00
2016:Q1,3086202.00,133676.00,339894.00,178456.00,142937.00,1342035.00,60674.00,680464.00,406613.00,14486.00,179798.00,222857.00,178937.00,86998.00,183891.00,151619.00,124902.00,5828069.00,3039660.00,32385.00,3007275.00,17058.00,872843.00,1898508.00
2016:Q2,3126317.00,132330.00,335178.00,179559.00,143821.00,1368802.00,61049.00,697957.00,414311.00,14576.00,180909.00,224235.00,181529.00,88333.00,189167.00,157689.00,125674.00,5873731.00,3058070.00,27044.00,3031026.00,17117.00,882987.00,1915557.00
2016:Q3,3168913.00,134087.00,330227.00,181938.00,145726.00,1393019.00,61858.00,712953.00,420133.00,14769.00,183306.00,227205.00,186584.00,90936.00,192915.00,158936.00,127340.00,5840596.00,3051053.00,29897.00,3021156.00,17283.00,893091.00,1879169.00
