1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1960:Q2,-20817.00,-36750.00,0.00,317.00,626.00,6832.00,-403.00,52.00,750.00,0.00,2870.00,563.00,3642.00,0.00,495.00,0.00,189.00,10286.00,1527.00,0.00,0.00,469.00,535.00,2595.00,696.00,336.00,-119.00,0.00,1270.00,1725.00,0.00,0.00,0.00,0.00,360.00,1193.00,0.00,-301.00,0.00,-31103.00
1960:Q3,-21904.00,-37680.00,0.00,317.00,129.00,7087.00,-540.00,57.00,776.00,0.00,2902.00,591.00,3761.00,0.00,488.00,0.00,208.00,10986.00,1884.00,0.00,0.00,501.00,384.00,2906.00,629.00,343.00,-121.00,0.00,1294.00,1818.00,0.00,0.00,0.00,0.00,392.00,1267.00,0.00,-311.00,0.00,-32890.00
1960:Q4,-21823.00,-36396.00,0.00,317.00,319.00,5791.00,-630.00,61.00,798.00,0.00,2927.00,565.00,3751.00,0.00,497.00,0.00,177.00,11340.00,1676.00,0.00,0.00,523.00,317.00,3587.00,582.00,357.00,-127.00,0.00,1327.00,1863.00,0.00,0.00,0.00,0.00,366.00,1191.00,0.00,-322.00,0.00,-33163.00
1961:Q1,-18976.00,-34844.00,0.00,317.00,162.00,7051.00,-677.00,67.00,824.00,0.00,3000.00,651.00,3754.00,0.00,479.00,0.00,240.00,9748.00,1882.00,0.00,0.00,559.00,321.00,2072.00,192.00,368.00,-130.00,0.00,1371.00,1895.00,0.00,0.00,0.00,0.00,370.00,1181.00,0.00,-333.00,0.00,-28724.00
1961:Q2,-18798.00,-34476.00,0.00,317.00,83.00,6754.00,-717.00,76.00,849.00,0.00,3197.00,545.00,3897.00,0.00,475.00,0.00,202.00,12968.00,2175.00,0.00,0.00,537.00,371.00,4727.00,258.00,384.00,-134.00,0.00,1427.00,1942.00,0.00,0.00,0.00,0.00,380.00,1246.00,0.00,-345.00,0.00,-31766.00
1961:Q3,-16675.00,-33611.00,0.00,317.00,-23.00,7719.00,-767.00,85.00,872.00,0.00,3280.00,529.00,4194.00,0.00,474.00,0.00,256.00,11422.00,1823.00,0.00,0.00,502.00,354.00,3252.00,229.00,400.00,-137.00,0.00,1483.00,1985.00,0.00,0.00,0.00,0.00,384.00,1504.00,0.00,-357.00,0.00,-28097.00
1961:Q4,-14814.00,-31597.00,0.00,317.00,160.00,7308.00,-882.00,93.00,890.00,0.00,3240.00,591.00,4443.00,0.00,449.00,0.00,174.00,12112.00,1781.00,0.00,0.00,508.00,348.00,3681.00,177.00,418.00,-143.00,0.00,1525.00,2021.00,0.00,0.00,0.00,0.00,387.00,1778.00,0.00,-369.00,0.00,-26926.00
1962:Q1,-13319.00,-31318.00,0.00,221.00,94.00,8728.00,-904.00,96.00,903.00,0.00,3135.00,594.00,4382.00,0.00,434.00,0.00,316.00,11977.00,2549.00,0.00,0.00,515.00,379.00,2693.00,174.00,426.00,-147.00,0.00,1558.00,2135.00,0.00,0.00,0.00,0.00,386.00,1691.00,0.00,-382.00,0.00,-25296.00
1962:Q2,-16521.00,-34783.00,0.00,214.00,134.00,8294.00,-863.00,97.00,915.00,0.00,3205.00,645.00,4936.00,0.00,431.00,0.00,254.00,14439.00,2459.00,0.00,0.00,461.00,365.00,4863.00,163.00,430.00,-150.00,0.00,1580.00,2351.00,0.00,0.00,0.00,0.00,384.00,1928.00,0.00,-395.00,0.00,-30960.00
1962:Q3,-13924.00,-33372.00,0.00,214.00,120.00,9015.00,-799.00,98.00,921.00,0.00,3260.00,552.00,5378.00,0.00,417.00,0.00,272.00,14718.00,2617.00,0.00,0.00,420.00,398.00,4589.00,160.00,436.00,-153.00,0.00,1600.00,2480.00,0.00,0.00,0.00,0.00,404.00,2176.00,0.00,-409.00,0.00,-28642.00
1962:Q4,-12010.00,-30859.00,0.00,214.00,240.00,7786.00,-808.00,100.00,923.00,0.00,3572.00,606.00,5472.00,0.00,455.00,0.00,289.00,14563.00,2198.00,0.00,0.00,381.00,411.00,4628.00,325.00,450.00,-159.00,0.00,1628.00,2555.00,0.00,0.00,0.00,0.00,400.00,2169.00,0.00,-423.00,0.00,-26573.00
1963:Q1,-9033.00,-29190.00,0.00,214.00,7.00,9281.00,-754.00,101.00,924.00,0.00,3493.00,680.00,5450.00,0.00,446.00,0.00,315.00,13865.00,2986.00,0.00,0.00,405.00,394.00,3222.00,200.00,461.00,-163.00,0.00,1661.00,2611.00,0.00,0.00,0.00,0.00,382.00,2144.00,0.00,-438.00,0.00,-22898.00
1963:Q2,-6438.00,-27860.00,0.00,179.00,20.00,9541.00,-756.00,102.00,919.00,0.00,3750.00,653.00,6278.00,0.00,448.00,0.00,288.00,17047.00,3486.00,0.00,0.00,380.00,376.00,5641.00,174.00,472.00,-167.00,0.00,1699.00,2632.00,0.00,0.00,0.00,0.00,394.00,2413.00,0.00,-453.00,0.00,-23485.00
1963:Q3,-2844.00,-26698.00,0.00,179.00,-7.00,11399.00,-741.00,104.00,914.00,0.00,3857.00,576.00,6842.00,0.00,445.00,0.00,286.00,17231.00,3841.00,0.00,0.00,377.00,392.00,4970.00,194.00,487.00,-170.00,0.00,1738.00,2670.00,0.00,0.00,0.00,0.00,439.00,2762.00,0.00,-469.00,0.00,-20075.00
1963:Q4,-2368.00,-25421.00,0.00,179.00,120.00,10101.00,-792.00,107.00,906.00,0.00,3940.00,628.00,7128.00,0.00,430.00,0.00,306.00,17300.00,3204.00,0.00,0.00,328.00,351.00,5381.00,335.00,503.00,-177.00,0.00,1774.00,2785.00,0.00,0.00,0.00,0.00,375.00,2926.00,0.00,-485.00,0.00,-19668.00
1964:Q1,-162.00,-23643.00,0.00,179.00,6.00,10943.00,-838.00,105.00,891.00,0.00,3938.00,657.00,6888.00,0.00,422.00,0.00,290.00,18197.00,3899.00,0.00,0.00,286.00,437.00,5426.00,344.00,526.00,-181.00,0.00,1808.00,2972.00,0.00,0.00,0.00,0.00,376.00,2806.00,0.00,-502.00,0.00,-18359.00
1964:Q2,2131.00,-22291.00,0.00,120.00,34.00,11209.00,-959.00,102.00,876.00,0.00,4106.00,730.00,7449.00,0.00,421.00,0.00,334.00,19220.00,4246.00,0.00,0.00,279.00,349.00,5522.00,434.00,553.00,-187.00,0.00,1840.00,3255.00,0.00,0.00,0.00,0.00,359.00,3089.00,0.00,-519.00,0.00,-17089.00
1964:Q3,4271.00,-21172.00,0.00,120.00,80.00,12209.00,-1118.00,104.00,862.00,0.00,4128.00,638.00,7748.00,0.00,410.00,0.00,262.00,20594.00,4378.00,0.00,0.00,293.00,458.00,6131.00,441.00,578.00,-192.00,0.00,1872.00,3551.00,0.00,0.00,0.00,0.00,394.00,3227.00,0.00,-537.00,0.00,-16323.00
1964:Q4,4993.00,-20211.00,0.00,120.00,804.00,11269.00,-1348.00,102.00,847.00,0.00,4205.00,695.00,7841.00,0.00,388.00,0.00,281.00,20308.00,3966.00,0.00,0.00,309.00,359.00,5939.00,581.00,601.00,-200.00,0.00,1909.00,3781.00,0.00,0.00,0.00,0.00,387.00,3232.00,0.00,-556.00,0.00,-15315.00
1965:Q1,7345.00,-19524.00,0.00,121.00,521.00,12973.00,-1468.00,99.00,835.00,0.00,4305.00,759.00,7962.00,0.00,376.00,0.00,386.00,21121.00,4894.00,0.00,0.00,270.00,464.00,5227.00,884.00,605.00,-204.00,0.00,1951.00,3955.00,0.00,0.00,0.00,0.00,381.00,3269.00,0.00,-575.00,0.00,-13776.00
1965:Q2,6849.00,-20346.00,0.00,246.00,401.00,13009.00,-1334.00,93.00,823.00,0.00,4526.00,719.00,7924.00,0.00,384.00,0.00,404.00,23232.00,5267.00,0.00,0.00,282.00,412.00,6331.00,1192.00,597.00,-209.00,0.00,2000.00,4105.00,0.00,0.00,0.00,0.00,420.00,3430.00,0.00,-595.00,0.00,-16383.00
1965:Q3,10857.00,-18047.00,0.00,247.00,301.00,14264.00,-1019.00,89.00,810.00,0.00,4590.00,645.00,8155.00,0.00,385.00,0.00,437.00,22430.00,4991.00,0.00,0.00,319.00,446.00,5833.00,644.00,590.00,-213.00,0.00,2048.00,4186.00,0.00,0.00,0.00,0.00,434.00,3768.00,0.00,-616.00,0.00,-11573.00
1965:Q4,11492.00,-17158.00,0.00,247.00,289.00,14271.00,-1037.00,83.00,796.00,0.00,4642.00,844.00,7634.00,0.00,385.00,0.00,496.00,22299.00,4427.00,0.00,0.00,307.00,451.00,6203.00,614.00,604.00,-222.00,0.00,2092.00,4340.00,0.00,0.00,0.00,0.00,442.00,3678.00,0.00,-637.00,0.00,-10807.00
1966:Q1,12197.00,-17810.00,0.00,247.00,157.00,16452.00,-876.00,87.00,787.00,0.00,4334.00,972.00,6973.00,0.00,381.00,0.00,493.00,24427.00,6512.00,0.00,0.00,309.00,609.00,6084.00,636.00,623.00,-226.00,0.00,1963.00,4551.00,0.00,0.00,0.00,0.00,441.00,3584.00,0.00,-659.00,0.00,-12230.00
1966:Q2,8714.00,-20191.00,0.00,91.00,237.00,16021.00,-847.00,96.00,780.00,0.00,4704.00,775.00,6099.00,0.00,366.00,0.00,583.00,25298.00,6180.00,0.00,0.00,374.00,610.00,6814.00,1029.00,652.00,-231.00,0.00,1853.00,4820.00,0.00,0.00,0.00,0.00,393.00,3486.00,0.00,-682.00,0.00,-16584.00
1966:Q3,7151.00,-24457.00,0.00,356.00,172.00,18345.00,-863.00,105.00,771.00,0.00,5099.00,774.00,5707.00,0.00,349.00,0.00,793.00,25546.00,5752.00,0.00,0.00,377.00,690.00,7246.00,974.00,684.00,-233.00,0.00,1735.00,5132.00,0.00,0.00,0.00,0.00,486.00,3409.00,0.00,-706.00,0.00,-18395.00
1966:Q4,2655.00,-23765.00,0.00,656.00,386.00,14083.00,-922.00,111.00,761.00,0.00,5032.00,752.00,4418.00,0.00,376.00,0.00,767.00,22434.00,3992.00,0.00,0.00,452.00,650.00,6161.00,757.00,716.00,-241.00,0.00,1948.00,5355.00,0.00,0.00,0.00,0.00,351.00,3023.00,0.00,-730.00,0.00,-19779.00
1967:Q1,6802.00,-20768.00,0.00,632.00,190.00,16334.00,-1090.00,121.00,759.00,0.00,4769.00,753.00,4001.00,0.00,368.00,0.00,732.00,22803.00,4364.00,0.00,0.00,457.00,733.00,5787.00,299.00,741.00,-245.00,0.00,2586.00,5550.00,0.00,0.00,0.00,0.00,296.00,2973.00,0.00,-738.00,0.00,-16002.00
1967:Q2,5213.00,-21973.00,0.00,839.00,304.00,15034.00,-1098.00,133.00,757.00,0.00,5178.00,772.00,4105.00,0.00,362.00,0.00,800.00,23538.00,3827.00,0.00,0.00,498.00,663.00,6167.00,567.00,768.00,-252.00,0.00,2552.00,5842.00,0.00,0.00,0.00,0.00,293.00,3360.00,0.00,-747.00,0.00,-18325.00
1967:Q3,8483.00,-20607.00,0.00,823.00,300.00,17232.00,-1034.00,147.00,753.00,0.00,5458.00,764.00,3518.00,0.00,354.00,0.00,775.00,25058.00,4034.00,0.00,0.00,468.00,848.00,7126.00,305.00,792.00,-256.00,0.00,2511.00,6090.00,0.00,0.00,0.00,0.00,419.00,3476.00,0.00,-755.00,0.00,-16575.00
1967:Q4,6696.00,-19563.00,0.00,1019.00,445.00,14731.00,-942.00,159.00,749.00,0.00,5736.00,813.00,2394.00,0.00,333.00,0.00,822.00,25868.00,4161.00,0.00,0.00,452.00,671.00,7961.00,187.00,812.00,-264.00,0.00,2510.00,6360.00,0.00,0.00,0.00,0.00,392.00,3390.00,0.00,-764.00,0.00,-19172.00
1968:Q1,5644.00,-25637.00,0.00,1203.00,437.00,18549.00,-937.00,165.00,742.00,0.00,5704.00,838.00,2884.00,0.00,320.00,0.00,1376.00,27048.00,5089.00,0.00,0.00,471.00,790.00,7754.00,358.00,844.00,-270.00,0.00,2540.00,6655.00,0.00,0.00,0.00,0.00,385.00,3206.00,-1.00,-773.00,0.00,-21404.00
1968:Q2,9189.00,-21515.00,0.00,1359.00,536.00,17656.00,-1138.00,172.00,734.00,0.00,5877.00,945.00,3151.00,0.00,299.00,0.00,1113.00,28014.00,4746.00,0.00,0.00,464.00,787.00,8339.00,652.00,845.00,-278.00,0.00,2591.00,6781.00,0.00,0.00,0.00,0.00,376.00,3492.00,0.00,-781.00,0.00,-18825.00
1968:Q3,12629.00,-21283.00,0.00,1199.00,479.00,20362.00,-1137.00,178.00,727.00,0.00,5932.00,823.00,3905.00,0.00,273.00,0.00,1171.00,28122.00,3761.00,0.00,0.00,400.00,818.00,9986.00,-259.00,872.00,-281.00,0.00,2656.00,6965.00,0.00,0.00,0.00,0.00,339.00,3656.00,-1.00,-790.00,0.00,-15493.00
1968:Q4,10851.00,-21645.00,0.00,1215.00,780.00,19512.00,-1393.00,183.00,721.00,0.00,6169.00,781.00,3234.00,0.00,272.00,0.00,1022.00,29423.00,4329.00,0.00,0.00,367.00,906.00,8951.00,736.00,956.00,-291.00,0.00,2734.00,7151.00,0.00,0.00,0.00,0.00,405.00,3978.00,0.00,-799.00,0.00,-18572.00
1969:Q1,12111.00,-25322.00,0.00,1172.00,425.00,25038.00,-2729.00,162.00,713.00,0.00,6121.00,884.00,3607.00,0.00,265.00,395.00,1380.00,30142.00,5452.00,0.00,0.00,324.00,843.00,6979.00,984.00,1138.00,-299.00,0.00,2855.00,7382.00,0.00,0.00,0.00,0.00,418.00,4485.00,0.00,-809.00,390.00,-18031.00
1969:Q2,8030.00,-28841.00,0.00,990.00,712.00,22403.00,-2840.00,131.00,708.00,0.00,6389.00,903.00,5166.00,0.00,240.00,580.00,1489.00,34073.00,5491.00,0.00,0.00,302.00,776.00,9339.00,731.00,1438.00,-307.00,0.00,2979.00,7590.00,0.00,0.00,0.00,0.00,526.00,5393.00,0.00,-818.00,633.00,-26043.00
1969:Q3,15421.00,-32996.00,0.00,923.00,513.00,33398.00,-2990.00,137.00,704.00,0.00,6390.00,1104.00,5365.00,0.00,218.00,964.00,1691.00,31126.00,5113.00,0.00,0.00,289.00,896.00,6716.00,679.00,1710.00,-311.00,0.00,3052.00,7807.00,0.00,0.00,0.00,0.00,613.00,4982.00,0.00,-827.00,407.00,-15705.00
1969:Q4,4736.00,-35138.00,0.00,917.00,1084.00,24610.00,-1465.00,143.00,703.00,0.00,6542.00,1278.00,3802.00,0.00,261.00,414.00,1585.00,30734.00,4738.00,0.00,0.00,257.00,776.00,6966.00,-41.00,1806.00,-322.00,0.00,3168.00,7998.00,0.00,0.00,0.00,0.00,761.00,4715.00,0.00,-837.00,749.00,-25998.00
1970:Q1,-2067.00,-54025.00,7623.00,317.00,950.00,30014.00,-3722.00,160.00,706.00,0.00,6422.00,1476.00,5767.00,0.00,252.00,208.00,1785.00,33811.00,5292.00,0.00,0.00,256.00,930.00,6895.00,607.00,1919.00,-331.00,0.00,3262.00,8227.00,0.00,0.00,0.00,0.00,833.00,5457.00,0.00,-846.00,1310.00,-35878.00
1970:Q2,-19807.00,-66300.00,7763.00,317.00,1106.00,24642.00,-3404.00,185.00,711.00,0.00,6654.00,1558.00,5641.00,0.00,244.00,160.00,916.00,36449.00,6021.00,0.00,0.00,258.00,866.00,7765.00,-21.00,1984.00,-342.00,0.00,3349.00,8631.00,0.00,0.00,0.00,0.00,920.00,5585.00,-1.00,-856.00,2290.00,-56256.00
1970:Q3,-13013.00,-61648.00,8105.00,304.00,1063.00,26211.00,-3845.00,210.00,717.00,0.00,6608.00,1643.00,5273.00,0.00,245.00,216.00,1885.00,31978.00,5264.00,0.00,0.00,229.00,997.00,5831.00,-560.00,2022.00,-347.00,0.00,3432.00,8715.00,0.00,0.00,0.00,0.00,830.00,5565.00,0.00,-866.00,866.00,-44991.00
1970:Q4,-12994.00,-58807.00,8581.00,304.00,1544.00,22894.00,-3290.00,229.00,723.00,0.00,6688.00,1799.00,3111.00,0.00,258.00,1573.00,1399.00,33535.00,5210.00,0.00,0.00,217.00,866.00,6315.00,-1407.00,2062.00,-361.00,0.00,3514.00,8853.00,0.00,0.00,0.00,0.00,1528.00,5848.00,0.00,-875.00,1765.00,-46529.00
1971:Q1,-2567.00,-54842.00,9335.00,314.00,1038.00,27320.00,-4265.00,241.00,710.00,0.00,6662.00,1699.00,6597.00,0.00,241.00,1165.00,1218.00,42158.00,9947.00,1000.00,0.00,206.00,964.00,8817.00,-812.00,1886.00,-378.00,0.00,3638.00,8982.00,0.00,0.00,0.00,0.00,1485.00,6595.00,61.00,-885.00,652.00,-44725.00
1971:Q2,-7024.00,-57241.00,9739.00,311.00,987.00,24598.00,-5276.00,268.00,693.00,0.00,6913.00,1657.00,7434.00,0.00,222.00,1575.00,1096.00,45634.00,9608.00,2000.00,0.00,255.00,990.00,11015.00,-1085.00,1723.00,-396.00,0.00,3786.00,9241.00,0.00,0.00,0.00,0.00,1636.00,7034.00,17.00,-896.00,706.00,-52658.00
1971:Q3,3070.00,-57226.00,10424.00,311.00,785.00,29881.00,-4728.00,322.00,676.00,0.00,6981.00,2046.00,8923.00,0.00,194.00,3454.00,1027.00,49232.00,11014.00,3000.00,0.00,325.00,971.00,10786.00,-821.00,1956.00,-406.00,0.00,3935.00,9472.00,0.00,0.00,0.00,0.00,1861.00,7078.00,104.00,-906.00,863.00,-46162.00
1971:Q4,570.00,-55828.00,11476.00,311.00,1315.00,25455.00,-4423.00,318.00,660.00,0.00,7208.00,1697.00,7358.00,0.00,143.00,3578.00,1302.00,52918.00,12287.00,4000.00,0.00,308.00,1051.00,11558.00,-780.00,2133.00,-423.00,0.00,4064.00,9693.00,0.00,0.00,0.00,0.00,1681.00,7551.00,167.00,-916.00,544.00,-52348.00
1972:Q1,13307.00,-52705.00,12396.00,312.00,1021.00,30942.00,-1980.00,358.00,642.00,0.00,7344.00,1863.00,8775.00,66.00,298.00,2629.00,1346.00,63729.00,19873.00,5000.00,0.00,333.00,880.00,11905.00,-238.00,1958.00,-444.00,0.00,4177.00,10915.00,0.00,0.00,0.00,0.00,1719.00,7799.00,635.00,-927.00,144.00,-50422.00
1972:Q2,15161.00,-54031.00,12681.00,312.00,1306.00,30865.00,-914.00,412.00,625.00,0.00,7960.00,1897.00,9340.00,200.00,460.00,2826.00,1222.00,71127.00,20717.00,6200.00,0.00,335.00,972.00,14551.00,-178.00,1815.00,-463.00,0.00,4276.00,12936.00,0.00,0.00,0.00,0.00,1728.00,8142.00,913.00,-937.00,120.00,-55966.00
1972:Q3,18241.00,-54272.00,13184.00,312.00,1215.00,33050.00,-1127.00,459.00,608.00,0.00,8216.00,2231.00,9267.00,293.00,634.00,2830.00,1341.00,73872.00,20730.00,7400.00,0.00,290.00,961.00,12968.00,-144.00,1889.00,-473.00,0.00,4372.00,14998.00,0.00,0.00,0.00,0.00,1751.00,8343.00,1164.00,-948.00,571.00,-55631.00
1972:Q4,23484.00,-50309.00,14160.00,312.00,1275.00,32517.00,843.00,460.00,591.00,0.00,8241.00,2102.00,8415.00,309.00,752.00,2643.00,1173.00,80565.00,21609.00,8600.00,0.00,206.00,1068.00,14341.00,502.00,2143.00,-493.00,0.00,4477.00,16445.00,0.00,0.00,0.00,0.00,1362.00,8889.00,1294.00,-959.00,1081.00,-57081.00
1973:Q1,25597.00,-55409.00,15128.00,312.00,1374.00,36879.00,759.00,463.00,604.00,0.00,8533.00,2819.00,9233.00,346.00,-302.00,3212.00,1646.00,107556.00,42130.00,10356.00,0.00,208.00,945.00,15044.00,493.00,2261.00,-518.00,0.00,4587.00,17645.00,0.00,0.00,0.00,0.00,1664.00,8885.00,1764.00,-970.00,3062.00,-81959.00
1973:Q2,22522.00,-62836.00,15261.00,312.00,1326.00,39897.00,971.00,466.00,619.00,0.00,8874.00,2457.00,10235.00,347.00,-609.00,3401.00,1801.00,114545.00,42348.00,10817.00,0.00,215.00,1131.00,18014.00,523.00,2211.00,-543.00,0.00,4702.00,18501.00,0.00,0.00,0.00,0.00,1711.00,9447.00,1508.00,-981.00,4941.00,-92023.00
1973:Q3,33013.00,-57290.00,15888.00,312.00,1701.00,43066.00,968.00,590.00,636.00,0.00,8824.00,3139.00,10553.00,358.00,-2406.00,4695.00,1979.00,113763.00,42703.00,11226.00,0.00,235.00,991.00,12811.00,729.00,2247.00,-545.00,0.00,4818.00,19020.00,0.00,0.00,0.00,0.00,2309.00,9194.00,881.00,-992.00,8136.00,-80750.00
1973:Q4,23547.00,-67862.00,17447.00,312.00,2499.00,40123.00,1307.00,714.00,655.00,0.00,8914.00,3513.00,11820.00,424.00,-2709.00,4719.00,1671.00,122058.00,44459.00,11427.00,0.00,178.00,1362.00,18188.00,592.00,2221.00,-557.00,0.00,4934.00,20067.00,0.00,0.00,0.00,0.00,2349.00,10314.00,654.00,-1003.00,6873.00,-98511.00
1974:Q1,27842.00,-68282.00,18524.00,0.00,1682.00,44661.00,957.00,594.00,735.00,0.00,8938.00,3165.00,13534.00,618.00,-3477.00,4436.00,1757.00,120997.00,45980.00,11433.00,0.00,118.00,1023.00,14291.00,526.00,2277.00,-580.00,0.00,5071.00,21015.00,0.00,0.00,0.00,0.00,2108.00,10862.00,396.00,-1015.00,7492.00,-93155.00
1974:Q2,15031.00,-77549.00,19382.00,0.00,1737.00,39757.00,1078.00,472.00,820.00,0.00,9419.00,2976.00,12993.00,2008.00,-3826.00,3893.00,1871.00,118254.00,43418.00,11258.00,0.00,144.00,1174.00,13542.00,505.00,2230.00,-603.00,0.00,5213.00,22161.00,0.00,-17.00,0.00,0.00,1435.00,10593.00,769.00,-1026.00,7458.00,-103223.00
1974:Q3,-2336.00,-94459.00,20985.00,0.00,1916.00,42266.00,758.00,418.00,904.00,0.00,9620.00,2814.00,12349.00,1942.00,-4664.00,1123.00,1692.00,111059.00,44716.00,11005.00,0.00,176.00,1161.00,9067.00,359.00,2088.00,-606.00,0.00,5370.00,23590.00,0.00,-48.00,0.00,0.00,1745.00,9550.00,454.00,-1038.00,3470.00,-113395.00
1974:Q4,-11724.00,-88760.00,23025.00,1723.00,2255.00,27347.00,690.00,532.00,983.00,0.00,10085.00,2502.00,8064.00,1851.00,-5068.00,1641.00,1406.00,163525.00,96513.00,10776.00,0.00,124.00,3193.00,9727.00,-25.00,2005.00,-624.00,0.00,5551.00,24697.00,0.00,-90.00,0.00,0.00,533.00,8052.00,275.00,-1050.00,3868.00,-175249.00
1975:Q1,282169.00,201226.00,23806.00,1542.00,1496.00,30977.00,1506.00,535.00,968.00,0.00,10137.00,2609.00,8775.00,1999.00,-6354.00,1405.00,1542.00,266389.00,198960.00,10510.00,0.00,109.00,3122.00,9888.00,101.00,2171.00,-661.00,0.00,5771.00,25861.00,0.00,-146.00,0.00,0.00,462.00,7427.00,1072.00,-1062.00,2804.00,15780.00
1975:Q2,305378.00,227716.00,23807.00,1376.00,1667.00,30806.00,1668.00,536.00,944.00,0.00,10538.00,3516.00,4617.00,1456.00,-7355.00,2741.00,1345.00,268615.00,199514.00,10137.00,0.00,94.00,2965.00,7659.00,643.00,2352.00,-698.00,0.00,6043.00,28740.00,0.00,-129.00,0.00,0.00,886.00,7231.00,507.00,-1074.00,3745.00,36763.00
1975:Q3,323543.00,232679.00,24202.00,1222.00,1542.00,40880.00,2035.00,601.00,918.00,0.00,10738.00,3281.00,5628.00,480.00,-5512.00,3773.00,1076.00,266429.00,183069.00,9820.00,0.00,92.00,2807.00,16882.00,175.00,2466.00,-713.00,0.00,6302.00,32945.00,0.00,-123.00,0.00,0.00,1791.00,7072.00,182.00,-1086.00,4748.00,57114.00
1975:Q4,314125.00,229313.00,26055.00,1125.00,1973.00,37897.00,1955.00,667.00,895.00,0.00,11278.00,3589.00,1909.00,112.00,-6730.00,2746.00,1341.00,276111.00,190061.00,9719.00,0.00,52.00,3201.00,18697.00,244.00,2588.00,-739.00,0.00,6485.00,35450.00,0.00,-76.00,0.00,0.00,1496.00,6593.00,131.00,-1099.00,3308.00,38014.00
1976:Q1,357397.00,265865.00,25764.00,1061.00,1736.00,40841.00,2158.00,705.00,884.00,0.00,11429.00,3479.00,2538.00,453.00,-4012.00,3773.00,723.00,284652.00,194259.00,9823.00,0.00,11.00,3120.00,20881.00,69.00,2443.00,-779.00,0.00,6686.00,35497.00,0.00,-84.00,0.00,0.00,1287.00,6601.00,90.00,1432.00,3316.00,72745.00
1976:Q2,362723.00,267850.00,25888.00,950.00,1546.00,43054.00,1501.00,746.00,880.00,0.00,12087.00,3168.00,2900.00,270.00,-3850.00,4992.00,741.00,292008.00,205336.00,10112.00,0.00,114.00,3048.00,19717.00,-244.00,2321.00,-816.00,0.00,6870.00,33278.00,0.00,-65.00,0.00,0.00,884.00,6468.00,70.00,1594.00,3321.00,70714.00
1976:Q3,379748.00,277669.00,26346.00,791.00,1958.00,49253.00,1526.00,684.00,884.00,0.00,12383.00,3583.00,3002.00,30.00,-4236.00,5306.00,569.00,299175.00,211257.00,10493.00,0.00,165.00,3088.00,18396.00,-48.00,2432.00,-834.00,0.00,7047.00,35445.00,0.00,-26.00,0.00,0.00,1084.00,5970.00,30.00,1454.00,3222.00,80573.00
1976:Q4,334078.00,243390.00,27301.00,650.00,1976.00,37759.00,1450.00,629.00,892.00,0.00,12619.00,3874.00,1466.00,185.00,-4972.00,6036.00,823.00,239993.00,151573.00,10873.00,0.00,141.00,2982.00,16720.00,-224.00,2493.00,-867.00,0.00,7225.00,38493.00,0.00,-56.00,0.00,0.00,1023.00,5870.00,0.00,727.00,3020.00,94085.00
1977:Q1,352474.00,252334.00,27590.00,576.00,1382.00,43070.00,1821.00,807.00,1026.00,0.00,12906.00,4169.00,3345.00,356.00,-4533.00,6835.00,790.00,248049.00,148792.00,11296.00,0.00,145.00,2882.00,20276.00,-457.00,2525.00,-916.00,0.00,7579.00,43725.00,0.00,-21.00,0.00,0.00,956.00,5537.00,2.00,1488.00,4240.00,104425.00
1977:Q2,361303.00,256102.00,26631.00,481.00,1626.00,49746.00,1143.00,1018.00,1163.00,0.00,13179.00,4465.00,2057.00,127.00,-4471.00,6870.00,1166.00,254687.00,151124.00,11802.00,0.00,76.00,2829.00,23678.00,-507.00,2496.00,-960.00,0.00,7916.00,43733.00,0.00,-98.00,0.00,0.00,1344.00,5632.00,0.00,1712.00,3910.00,106616.00
1977:Q3,381403.00,269436.00,26838.00,395.00,1944.00,54607.00,1569.00,1047.00,1304.00,0.00,13474.00,4172.00,3451.00,51.00,-5130.00,6885.00,1360.00,265646.00,157480.00,12317.00,0.00,6.00,2768.00,23039.00,-589.00,2501.00,-992.00,0.00,8242.00,47881.00,0.00,-100.00,0.00,0.00,1370.00,6481.00,0.00,1624.00,3618.00,115757.00
1977:Q4,368038.00,265079.00,27248.00,0.00,2113.00,46876.00,2018.00,1057.00,1452.00,0.00,13892.00,4229.00,2111.00,63.00,-7498.00,8064.00,1334.00,271954.00,168288.00,12764.00,0.00,-13.00,2378.00,20966.00,-818.00,2505.00,-1030.00,0.00,8558.00,46992.00,0.00,-163.00,0.00,0.00,1996.00,6448.00,80.00,-419.00,3422.00,96084.00
