1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1993:Q2,1914300.00,1242714.00,179840.00,6788.00,535.00,195479.00,28690.00,5825.00,4976.00,0.00,57281.00,44298.00,154574.00,1500.00,-72847.00,24240.00,40407.00,2275911.00,1618284.00,62711.00,91949.00,270.00,9204.00,125399.00,36780.00,2804.00,18610.00,0.00,84531.00,94108.00,4725.00,18084.00,30868.00,0.00,28763.00,-4763.00,3277.00,25177.00,25130.00,-361611.00
1993:Q3,1943104.00,1264461.00,181105.00,6548.00,1817.00,200707.00,29639.00,6111.00,5192.00,0.00,52578.00,43174.00,151124.00,1619.00,-75843.00,24359.00,50513.00,2284890.00,1639144.00,66269.00,86970.00,-11267.00,8348.00,125871.00,37672.00,2702.00,19672.00,0.00,78374.00,88036.00,4302.00,21560.00,32007.00,0.00,33867.00,-289.00,4437.00,23634.00,23581.00,-341786.00
1993:Q4,1918443.00,1265979.00,182369.00,6800.00,944.00,205030.00,26252.00,6570.00,5066.00,0.00,49697.00,45856.00,150287.00,2337.00,-88793.00,21429.00,38620.00,2381725.00,1762548.00,70202.00,89343.00,-23630.00,9564.00,126708.00,32659.00,2552.00,18128.00,0.00,77171.00,86605.00,4109.00,23983.00,29466.00,0.00,32538.00,-15484.00,4580.00,27193.00,23490.00,-463282.00
1994:Q1,2016066.00,1175471.00,183569.00,6503.00,1082.00,402039.00,31024.00,6452.00,5042.00,0.00,52928.00,34996.00,147150.00,4324.00,-94486.00,23002.00,36970.00,2489644.00,1733806.00,75196.00,87337.00,-18969.00,8572.00,225203.00,38466.00,2793.00,19711.00,0.00,88080.00,83598.00,3822.00,28596.00,43872.00,0.00,30753.00,-22181.00,6134.00,29243.00,25612.00,-473578.00
1994:Q2,2017451.00,1168988.00,188520.00,6555.00,2331.00,442474.00,37084.00,6681.00,5401.00,0.00,48367.00,30792.00,139348.00,4110.00,-93968.00,21418.00,9350.00,2547415.00,1725773.00,79065.00,91874.00,-5228.00,8865.00,259817.00,45924.00,2919.00,19461.00,0.00,78438.00,87372.00,4074.00,28554.00,58089.00,0.00,28368.00,-25115.00,5448.00,28049.00,25668.00,-529964.00
1994:Q3,2025657.00,1186518.00,193471.00,6640.00,2131.00,422936.00,39523.00,7118.00,5884.00,0.00,44809.00,30853.00,139131.00,4799.00,-96593.00,20889.00,17548.00,2560857.00,1744695.00,83559.00,89173.00,11661.00,8736.00,234429.00,46974.00,2913.00,14364.00,0.00,85606.00,89466.00,4631.00,27262.00,57225.00,0.00,26384.00,-28846.00,5644.00,29686.00,27295.00,-535200.00
1994:Q4,2061285.00,1200697.00,198422.00,6802.00,1559.00,413307.00,40904.00,8854.00,6443.00,0.00,52708.00,26856.00,150511.00,5284.00,-95038.00,24151.00,19825.00,2686281.00,1834839.00,87178.00,91052.00,24934.00,9833.00,237935.00,45841.00,2432.00,14681.00,0.00,83465.00,86517.00,4587.00,28400.00,54447.00,0.00,27293.00,-12970.00,6376.00,29968.00,29473.00,-624996.00
1995:Q1,2138966.00,1224494.00,201823.00,6590.00,2988.00,443041.00,71091.00,8490.00,4921.00,0.00,65334.00,23871.00,155647.00,5330.00,-111077.00,25454.00,10969.00,2737934.00,1891926.00,95347.00,87075.00,21979.00,8624.00,230673.00,43576.00,2026.00,15098.00,0.00,89410.00,88020.00,4227.00,28311.00,51061.00,0.00,27502.00,-11470.00,6396.00,29797.00,28356.00,-598968.00
1995:Q2,2145937.00,1264833.00,205224.00,6753.00,3355.00,388446.00,80707.00,9786.00,4654.00,0.00,59409.00,26067.00,161815.00,5950.00,-114556.00,25203.00,18291.00,2794920.00,1919007.00,103641.00,85485.00,63015.00,9427.00,205119.00,40142.00,2390.00,14481.00,0.00,83043.00,89522.00,4581.00,31292.00,59892.00,0.00,29030.00,-11900.00,7195.00,31369.00,28189.00,-648983.00
1995:Q3,2221878.00,1322234.00,208625.00,6618.00,2865.00,407054.00,77046.00,9445.00,4631.00,0.00,57235.00,28861.00,160200.00,6301.00,-120587.00,25643.00,25707.00,2905037.00,1995775.00,112559.00,86283.00,77169.00,9299.00,195671.00,42137.00,2522.00,13758.00,0.00,86463.00,91024.00,4834.00,35149.00,54920.00,0.00,39114.00,-12056.00,7578.00,33635.00,29203.00,-683159.00
1995:Q4,2285517.00,1368172.00,212026.00,6661.00,2637.00,422922.00,75447.00,11924.00,4526.00,0.00,57545.00,27619.00,160428.00,6677.00,-111667.00,26463.00,14137.00,3018787.00,2090370.00,121853.00,87225.00,79442.00,10737.00,184352.00,36563.00,4024.00,13782.00,0.00,95613.00,92527.00,4801.00,40176.00,56774.00,0.00,26883.00,-4569.00,7327.00,39154.00,31753.00,-733270.00
1996:Q1,2332639.00,1425548.00,219384.00,6600.00,2489.00,416476.00,68149.00,11593.00,4648.00,0.00,53034.00,30146.00,163737.00,7051.00,-131339.00,28253.00,26870.00,3115268.00,2202421.00,130163.00,84913.00,54852.00,9812.00,186825.00,31393.00,3831.00,16426.00,0.00,89500.00,96878.00,5156.00,45913.00,55640.00,0.00,30171.00,-6494.00,7077.00,38649.00,32142.00,-782629.00
1996:Q2,2320481.00,1419431.00,226742.00,7326.00,2546.00,436250.00,65138.00,11397.00,4804.00,0.00,49584.00,26895.00,151516.00,7574.00,-140021.00,25344.00,25955.00,3187412.00,2229728.00,138597.00,83897.00,32940.00,10203.00,219245.00,27893.00,3947.00,15117.00,0.00,90561.00,101231.00,5438.00,46739.00,61598.00,0.00,52654.00,-8832.00,7055.00,38510.00,30891.00,-866931.00
1996:Q3,2436745.00,1483290.00,234100.00,7174.00,2799.00,459920.00,64701.00,12163.00,4830.00,0.00,55132.00,25969.00,150729.00,8199.00,-132637.00,26760.00,33616.00,3272283.00,2269240.00,147658.00,83731.00,57553.00,10155.00,231076.00,27610.00,4374.00,13530.00,0.00,89430.00,105584.00,5268.00,46179.00,62050.00,0.00,52673.00,-8507.00,5173.00,36769.00,32737.00,-835538.00
1996:Q4,2522253.00,1536523.00,241458.00,7269.00,1973.00,453687.00,73406.00,12299.00,4558.00,0.00,60856.00,27966.00,159116.00,9174.00,-129178.00,38230.00,24916.00,3416378.00,2342225.00,157092.00,78826.00,80993.00,11201.00,213566.00,27350.00,4798.00,13582.00,2016.00,108379.00,112337.00,18997.00,44703.00,60795.00,0.00,60102.00,-4959.00,5607.00,32166.00,46602.00,-894125.00
1997:Q1,2540234.00,1484246.00,256707.00,6553.00,1994.00,468682.00,83592.00,14477.00,4701.00,0.00,76051.00,36998.00,144520.00,10569.00,-132531.00,46884.00,36791.00,3473481.00,2322510.00,169321.00,75423.00,106608.00,10558.00,228570.00,28909.00,4945.00,13044.00,2073.00,114560.00,113072.00,19402.00,49495.00,68775.00,0.00,52769.00,1752.00,6466.00,31319.00,53910.00,-933247.00
1997:Q2,2559514.00,1545742.00,270706.00,6699.00,3135.00,479218.00,81868.00,15611.00,4952.00,0.00,63312.00,32668.00,131495.00,12138.00,-138145.00,50861.00,-746.00,3555816.00,2338511.00,182925.00,73244.00,119593.00,12783.00,229131.00,26985.00,5311.00,15986.00,2139.00,112290.00,116120.00,20638.00,51880.00,82915.00,0.00,56689.00,6227.00,7613.00,34327.00,60509.00,-996302.00
1997:Q3,2660120.00,1580682.00,284705.00,4192.00,2173.00,497932.00,80253.00,16594.00,4810.00,0.00,56485.00,35287.00,154470.00,14312.00,-138745.00,53585.00,13385.00,3685072.00,2404411.00,197154.00,72098.00,146624.00,12316.00,235717.00,25621.00,5298.00,15445.00,2211.00,121872.00,117710.00,21806.00,61018.00,79652.00,0.00,57643.00,-1603.00,10019.00,40123.00,59937.00,-1024952.00
1997:Q4,2686444.00,1489887.00,297455.00,6635.00,3224.00,533050.00,85915.00,16938.00,4626.00,0.00,82911.00,35115.00,153377.00,18020.00,-155013.00,59709.00,54595.00,3866124.00,2478592.00,213009.00,73831.00,153094.00,13217.00,259215.00,28533.00,6639.00,17309.00,2294.00,130199.00,122325.00,23063.00,59181.00,81874.00,0.00,67695.00,2178.00,10465.00,54390.00,69021.00,-1179680.00
1998:Q1,2718063.00,1566057.00,322985.00,6605.00,2889.00,389776.00,83934.00,17646.00,5004.00,0.00,98218.00,44527.00,127820.00,22534.00,-95788.00,67309.00,58547.00,3990743.00,2534103.00,240898.00,74784.00,190228.00,13426.00,199764.00,26542.00,6698.00,21260.00,2247.00,143389.00,124182.00,24238.00,74393.00,78494.00,0.00,65634.00,-19502.00,17088.00,88803.00,84074.00,-1272680.00
1998:Q2,2693225.00,1546663.00,344765.00,6573.00,2737.00,398955.00,89454.00,18640.00,5543.00,0.00,98412.00,42299.00,122887.00,26298.00,-146448.00,69453.00,66994.00,4144059.00,2640087.00,273237.00,75812.00,180220.00,14629.00,227940.00,30999.00,7030.00,17747.00,2210.00,144086.00,126044.00,25388.00,62510.00,84692.00,0.00,67938.00,-22046.00,19696.00,79733.00,86107.00,-1450834.00
1998:Q3,2571838.00,1378653.00,365295.00,6700.00,1877.00,436186.00,85113.00,18966.00,5381.00,0.00,105729.00,42673.00,122720.00,29305.00,-154371.00,69346.00,58265.00,4219926.00,2622993.00,306201.00,77214.00,190884.00,15388.00,246529.00,35454.00,7596.00,19552.00,2177.00,155751.00,127667.00,26285.00,68659.00,90602.00,0.00,65794.00,-34723.00,21148.00,90396.00,84359.00,-1648088.00
1998:Q4,3077394.00,1827602.00,389575.00,6700.00,3293.00,446118.00,82963.00,23853.00,5173.00,0.00,99229.00,45203.00,149560.00,31630.00,-185937.00,75548.00,76885.00,4810647.00,3229011.00,334865.00,79503.00,152617.00,16139.00,258701.00,34764.00,9730.00,24032.00,2148.00,151626.00,127588.00,27304.00,66548.00,83122.00,0.00,67597.00,-54882.00,21194.00,88391.00,90649.00,-1733252.00
1999:Q1,3182939.00,1901898.00,405492.00,6697.00,1673.00,442439.00,76173.00,24163.00,4991.00,0.00,126868.00,40603.00,167254.00,33421.00,-248753.00,75706.00,124314.00,5022695.00,3389715.00,360215.00,80206.00,154309.00,15636.00,276953.00,32839.00,9723.00,26137.00,2235.00,157259.00,132211.00,27570.00,66475.00,93151.00,0.00,70415.00,-50048.00,21541.00,66600.00,89553.00,-1839756.00
1999:Q2,3268450.00,1960301.00,426409.00,6657.00,2700.00,432443.00,75100.00,25093.00,4952.00,0.00,123739.00,40810.00,168796.00,32114.00,-256518.00,77421.00,148433.00,5245187.00,3573035.00,377066.00,81484.00,147148.00,16406.00,299489.00,30330.00,10134.00,22588.00,2333.00,155672.00,137719.00,27655.00,71992.00,88687.00,0.00,69599.00,-51418.00,20406.00,74796.00,90066.00,-1976737.00
1999:Q3,3238231.00,1865151.00,444825.00,6701.00,3328.00,462485.00,89646.00,27222.00,5058.00,0.00,141182.00,37137.00,154789.00,35337.00,-237466.00,77109.00,125727.00,5319423.00,3614749.00,397416.00,82236.00,144764.00,16370.00,306348.00,31974.00,10315.00,19364.00,2439.00,161834.00,142769.00,27517.00,72862.00,86137.00,0.00,73469.00,-56440.00,19980.00,75424.00,89896.00,-2081192.00
1999:Q4,3681056.00,2187567.00,463242.00,6550.00,1886.00,479827.00,90009.00,26302.00,6034.00,0.00,123316.00,41470.00,161321.00,36270.00,-225968.00,89771.00,193459.00,5707205.00,3950008.00,416266.00,82552.00,139760.00,16798.00,302516.00,37113.00,8708.00,8835.00,2553.00,141880.00,147296.00,27878.00,91355.00,92293.00,0.00,72549.00,-3310.00,19851.00,53377.00,98927.00,-2026149.00
2000:Q1,3907204.00,2313722.00,485552.00,6629.00,3198.00,491586.00,93127.00,26665.00,5368.00,0.00,129503.00,46975.00,220602.00,35856.00,-204061.00,80593.00,171889.00,5905309.00,4110080.00,438109.00,84365.00,137948.00,16494.00,321854.00,32985.00,8370.00,17294.00,2632.00,144518.00,145839.00,27741.00,46655.00,93746.00,0.00,75758.00,26391.00,20327.00,53320.00,100883.00,-1998106.00
2000:Q2,3958820.00,2290873.00,504362.00,6514.00,2700.00,495989.00,90316.00,27391.00,6141.00,0.00,135710.00,45434.00,234597.00,37341.00,-207424.00,83625.00,205251.00,6117929.00,4244896.00,463177.00,84858.00,132235.00,16564.00,347399.00,30500.00,8777.00,13822.00,2723.00,156840.00,145739.00,27996.00,55756.00,109247.00,0.00,79187.00,24079.00,20237.00,50169.00,103728.00,-2159110.00
2000:Q3,4161701.00,2393061.00,527023.00,6554.00,2642.00,543924.00,97754.00,28365.00,7464.00,0.00,133078.00,42358.00,250786.00,37756.00,-206666.00,102990.00,194612.00,6419503.00,4431072.00,484419.00,85154.00,132801.00,18328.00,364455.00,32766.00,9213.00,16885.00,2830.00,175203.00,145156.00,28233.00,62939.00,116030.00,0.00,80861.00,27859.00,20858.00,60921.00,123520.00,-2257802.00
2000:Q4,4052424.00,2282641.00,549183.00,6390.00,2327.00,546682.00,100627.00,26464.00,5607.00,0.00,136567.00,46130.00,269703.00,38094.00,-251902.00,105932.00,187980.00,7153149.00,5138108.00,506237.00,85668.00,118157.00,19277.00,361392.00,33450.00,6598.00,18896.00,2535.00,178352.00,145059.00,28980.00,65209.00,113187.00,0.00,63374.00,35502.00,21746.00,85935.00,125487.00,-3100725.00
2001:Q1,3933037.00,2163045.00,562973.00,6478.00,1677.00,543151.00,110017.00,26371.00,3459.00,0.00,111072.00,65588.00,293575.00,37983.00,-309089.00,116619.00,200118.00,7192791.00,5176360.00,534204.00,86205.00,118961.00,19254.00,363369.00,32949.00,7071.00,29899.00,4296.00,229111.00,112454.00,29844.00,48479.00,92241.00,0.00,62923.00,38476.00,21985.00,39727.00,144983.00,-3259754.00
2001:Q2,3968033.00,2172930.00,576763.00,6357.00,887.00,519727.00,102071.00,25164.00,6047.00,0.00,115886.00,65565.00,294928.00,37862.00,-209583.00,136408.00,117021.00,7359763.00,5228625.00,566020.00,86547.00,120894.00,20168.00,361585.00,31524.00,7787.00,29858.00,4420.00,229622.00,107798.00,29616.00,55788.00,85218.00,0.00,63688.00,26035.00,22809.00,120309.00,161452.00,-3391731.00
2001:Q3,3838768.00,1944692.00,590553.00,6392.00,705.00,598650.00,106618.00,27011.00,5468.00,0.00,134383.00,81760.00,298318.00,37594.00,-220802.00,142051.00,85375.00,7399324.00,5165405.00,594187.00,86431.00,113805.00,20444.00,433657.00,39630.00,8182.00,39528.00,4717.00,236686.00,104413.00,30157.00,57035.00,83265.00,0.00,71510.00,34054.00,22701.00,83911.00,169606.00,-3560556.00
2001:Q4,4141647.00,2082800.00,604343.00,6217.00,-342.00,476833.00,88922.00,31767.00,3768.00,76749.00,141176.00,84637.00,302107.00,38145.00,-105324.00,152271.00,157578.00,7624988.00,5221741.00,633503.00,86032.00,103072.00,20305.00,401239.00,32018.00,12477.00,27274.00,120474.00,217826.00,100699.00,29671.00,55000.00,78465.00,0.00,68910.00,55563.00,22385.00,159709.00,178625.00,-3483340.00
2002:Q1,4072313.00,2076249.00,609023.00,6304.00,280.00,484426.00,70709.00,31425.00,5170.00,84897.00,156956.00,77719.00,315036.00,38624.00,-149834.00,153940.00,111389.00,7642761.00,5176799.00,642418.00,85526.00,97778.00,21173.00,452840.00,31816.00,13476.00,42659.00,117725.00,205408.00,101814.00,28564.00,51375.00,90188.00,0.00,68694.00,51944.00,22751.00,149301.00,190512.00,-3570448.00
2002:Q2,4109826.00,1974721.00,613703.00,6176.00,176.00,560920.00,99976.00,31476.00,4770.00,83935.00,167509.00,86801.00,320262.00,39073.00,-138331.00,182109.00,76550.00,7647154.00,5107674.00,651599.00,85787.00,87417.00,21006.00,506457.00,34031.00,14050.00,33136.00,121648.00,213268.00,106388.00,29592.00,58940.00,76972.00,0.00,74141.00,54007.00,23529.00,125695.00,221817.00,-3537328.00
2002:Q3,4083955.00,1797223.00,618384.00,6203.00,1124.00,587690.00,110578.00,33012.00,5585.00,82906.00,197568.00,104508.00,342491.00,40331.00,-109947.00,180708.00,85592.00,7684987.00,5056046.00,660779.00,86797.00,82270.00,20094.00,554579.00,34251.00,13784.00,32255.00,123317.00,223428.00,107475.00,30009.00,64702.00,71989.00,0.00,85291.00,61384.00,23635.00,132310.00,220592.00,-3601032.00
2002:Q4,4196726.00,1941902.00,623064.00,6028.00,-246.00,587322.00,108931.00,30770.00,5694.00,103027.00,147287.00,120039.00,345177.00,40920.00,-161636.00,192152.00,106295.00,7772379.00,5208947.00,669960.00,87554.00,76852.00,19616.00,568803.00,36253.00,6439.00,32843.00,114984.00,216918.00,103642.00,30115.00,52739.00,78481.00,0.00,90867.00,68650.00,25019.00,47769.00,235928.00,-3575653.00
2003:Q1,4303214.00,1945340.00,628911.00,6106.00,-793.00,617136.00,105547.00,32878.00,6301.00,110889.00,223432.00,110033.00,333979.00,39699.00,-167596.00,203186.00,108166.00,7739840.00,5094160.00,681048.00,86598.00,73341.00,19309.00,586425.00,35433.00,7899.00,33130.00,121544.00,235410.00,107567.00,31311.00,46899.00,79185.00,0.00,92224.00,77350.00,24702.00,52035.00,254270.00,-3436626.00
2003:Q2,4629588.00,2109432.00,634758.00,5977.00,-109.00,660345.00,138038.00,34083.00,6803.00,114421.00,240014.00,111077.00,357037.00,40473.00,-154410.00,226712.00,104937.00,7789774.00,5042217.00,692684.00,87484.00,80865.00,18852.00,609975.00,45162.00,6790.00,31496.00,116999.00,244358.00,106775.00,31974.00,45412.00,83219.00,0.00,101080.00,89573.00,25197.00,56976.00,272686.00,-3160186.00
2003:Q3,4711970.00,2111824.00,640605.00,6000.00,-94.00,701358.00,115501.00,36463.00,6772.00,112844.00,225953.00,100183.00,423956.00,40336.00,-162659.00,234722.00,118206.00,7742729.00,4980066.00,703588.00,87519.00,71458.00,18510.00,640307.00,33328.00,6262.00,25725.00,113868.00,234996.00,102405.00,33430.00,45117.00,84622.00,0.00,105571.00,101508.00,26512.00,47121.00,280816.00,-3030759.00
2003:Q4,4718112.00,2204072.00,646452.00,5823.00,-550.00,670192.00,109543.00,34172.00,7427.00,123913.00,203879.00,82382.00,432891.00,42465.00,-158214.00,242495.00,71170.00,7880115.00,5123346.00,715714.00,87919.00,72055.00,18231.00,606476.00,29561.00,4268.00,24599.00,119070.00,233492.00,100831.00,35004.00,35070.00,95169.00,0.00,109362.00,104883.00,29269.00,43527.00,292269.00,-3162003.00
2004:Q1,4770428.00,2215577.00,663644.00,5895.00,74.00,684505.00,110170.00,37736.00,7995.00,118794.00,251751.00,99980.00,444181.00,44172.00,-167732.00,251098.00,2587.00,7987136.00,5106948.00,773244.00,88324.00,72566.00,18117.00,595671.00,28005.00,4618.00,27691.00,106860.00,255970.00,100738.00,36018.00,46653.00,149934.00,0.00,104287.00,94512.00,32149.00,41939.00,302892.00,-3216709.00
2004:Q2,4782900.00,2243712.00,680836.00,5759.00,145.00,665374.00,97606.00,39605.00,9376.00,119243.00,241740.00,76575.00,432298.00,42640.00,-119741.00,259972.00,-12240.00,8084786.00,5149300.00,830866.00,88675.00,75565.00,17857.00,641810.00,32694.00,3856.00,27368.00,104319.00,253387.00,106651.00,36963.00,38734.00,95451.00,0.00,102724.00,80604.00,34210.00,49775.00,313977.00,-3301886.00
2004:Q3,4854786.00,2184851.00,698028.00,5780.00,2548.00,679538.00,107774.00,43115.00,9245.00,132902.00,240568.00,87752.00,429314.00,45385.00,-119050.00,270442.00,36594.00,8282759.00,5179353.00,888358.00,89073.00,76395.00,17707.00,722321.00,32178.00,6362.00,23919.00,105089.00,252749.00,103896.00,49532.00,35654.00,99145.00,0.00,109394.00,80714.00,36590.00,49479.00,324851.00,-3427973.00
2004:Q4,5048236.00,2288883.00,715220.00,5598.00,609.00,739311.00,107385.00,45985.00,9326.00,142378.00,217330.00,75301.00,440131.00,50755.00,-113137.00,272106.00,51055.00,8593283.00,5334310.00,947144.00,89301.00,78264.00,18575.00,756606.00,30786.00,5217.00,24028.00,119879.00,256097.00,104533.00,61952.00,42954.00,117819.00,1335.00,113852.00,79790.00,40350.00,40018.00,330473.00,-3545047.00
2005:Q1,5026479.00,2354416.00,750894.00,5598.00,672.00,758133.00,121587.00,46451.00,8742.00,131365.00,236040.00,85761.00,400675.00,47284.00,-208636.00,274042.00,13456.00,8605008.00,5256582.00,1010333.00,88673.00,79135.00,17551.00,740104.00,30230.00,5511.00,31342.00,121930.00,264054.00,103250.00,66955.00,33296.00,131708.00,2554.00,135198.00,71544.00,43233.00,31900.00,339925.00,-3578529.00
2005:Q2,5093917.00,2479696.00,786569.00,5533.00,999.00,735353.00,119973.00,45824.00,12056.00,140923.00,232064.00,85452.00,407241.00,50200.00,-210328.00,288286.00,-85924.00,8786760.00,5355632.00,1073632.00,89217.00,79767.00,17898.00,740562.00,33440.00,5128.00,27530.00,123775.00,260383.00,101153.00,82887.00,32401.00,128275.00,2638.00,124607.00,71065.00,46009.00,43875.00,346886.00,-3692843.00
2005:Q3,5134800.00,2553693.00,822243.00,5550.00,1673.00,718818.00,142831.00,45110.00,14181.00,164748.00,235873.00,83907.00,438502.00,52211.00,-197467.00,208900.00,-155973.00,8831504.00,5469129.00,1135173.00,89985.00,83072.00,17324.00,746437.00,35695.00,5353.00,25614.00,124915.00,269905.00,98680.00,94447.00,36411.00,127698.00,3394.00,75986.00,18881.00,48234.00,59164.00,266007.00,-3696704.00
2005:Q4,5069452.00,2557665.00,857917.00,5360.00,1756.00,726888.00,118001.00,45203.00,11944.00,154693.00,209194.00,72625.00,351784.00,55268.00,-218496.00,217076.00,-97427.00,9104705.00,5561746.00,1198369.00,89943.00,84705.00,18143.00,777469.00,34201.00,5305.00,24055.00,133786.00,274444.00,98150.00,107928.00,33429.00,123778.00,4798.00,117830.00,28976.00,51928.00,61770.00,273952.00,-4035254.00
2006:Q1,5229565.00,2585109.00,894069.00,5426.00,2477.00,790714.00,133079.00,44256.00,9903.00,144169.00,224584.00,82858.00,346353.00,52836.00,-186247.00,220075.00,-120096.00,9231870.00,5609329.00,1292811.00,90070.00,84730.00,17484.00,728667.00,38229.00,6122.00,28000.00,123718.00,278494.00,95243.00,120136.00,29853.00,152830.00,7915.00,109431.00,15907.00,50818.00,89162.00,262921.00,-4002305.00
2006:Q2,5092154.00,2512344.00,930221.00,5283.00,2595.00,775351.00,158192.00,44370.00,9792.00,144029.00,223067.00,95015.00,328264.00,55644.00,-164588.00,232314.00,-259739.00,9510978.00,5720021.00,1386811.00,90024.00,86274.00,17659.00,747372.00,40469.00,8460.00,22317.00,126317.00,282312.00,92867.00,133372.00,34211.00,153210.00,10594.00,114048.00,2672.00,54289.00,108003.00,279676.00,-4418824.00
2006:Q3,5206897.00,2571533.00,966373.00,5296.00,3293.00,800469.00,143841.00,41435.00,12604.00,143082.00,231109.00,81620.00,332614.00,58826.00,-138756.00,242054.00,-288496.00,9792425.00,5799357.00,1480816.00,90665.00,89303.00,17785.00,790897.00,41718.00,6127.00,24547.00,131118.00,302374.00,97587.00,135857.00,42922.00,160876.00,11395.00,122828.00,-13292.00,54924.00,118830.00,285791.00,-4585528.00
2006:Q4,4971792.00,2488134.00,1002525.00,5095.00,3194.00,689792.00,136639.00,40657.00,9215.00,114819.00,236548.00,84670.00,326024.00,62970.00,-153518.00,296251.00,-371222.00,10426086.00,6060692.00,1575613.00,90989.00,91196.00,17026.00,676540.00,37537.00,5944.00,28939.00,128588.00,317270.00,455093.00,138231.00,40462.00,150384.00,14699.00,114651.00,-26059.00,59739.00,113021.00,335531.00,-5454294.00
2007:Q1,5084111.00,2608346.00,1025997.00,5163.00,3538.00,659252.00,155418.00,39534.00,10451.00,119575.00,256906.00,78892.00,290593.00,58464.00,-75915.00,284415.00,-436518.00,10587419.00,6091281.00,1656940.00,91270.00,93974.00,16772.00,642427.00,41234.00,6380.00,36209.00,137485.00,318001.00,463145.00,140348.00,53951.00,151371.00,17345.00,123531.00,-39352.00,54795.00,152332.00,337980.00,-5503308.00
2007:Q2,5374549.00,2683978.00,1049469.00,5011.00,3170.00,760952.00,161938.00,38653.00,8303.00,114774.00,254278.00,87891.00,281946.00,57346.00,5513.00,295773.00,-434446.00,10926303.00,6229057.00,1738243.00,91030.00,95586.00,17388.00,640898.00,44712.00,8666.00,36772.00,138421.00,326572.00,471196.00,142985.00,52711.00,146996.00,17354.00,140335.00,-52468.00,57461.00,237473.00,344915.00,-5551754.00
2007:Q3,5501942.00,2739559.00,1072940.00,5015.00,3379.00,805414.00,165925.00,37518.00,3527.00,112356.00,274054.00,89188.00,289486.00,62293.00,-106594.00,308411.00,-360529.00,11187613.00,6317394.00,1819643.00,91689.00,97278.00,16715.00,734307.00,53000.00,8571.00,35038.00,137501.00,328059.00,479247.00,142428.00,65772.00,152271.00,23378.00,135466.00,-57503.00,56887.00,198981.00,351491.00,-5685671.00
2007:Q4,5476962.00,2634213.00,1096412.00,4861.00,2168.00,756400.00,161450.00,28770.00,3600.00,130041.00,271550.00,92013.00,264375.00,67602.00,-134318.00,330191.00,-232366.00,11514976.00,6605829.00,1902002.00,91370.00,98456.00,16474.00,740197.00,45879.00,12061.00,33531.00,134416.00,349610.00,487298.00,142919.00,70454.00,156331.00,28906.00,141695.00,-171586.00,55380.00,208096.00,365658.00,-6038014.00
2008:Q1,5288658.00,2410386.00,1124984.00,4562.00,1147.00,780786.00,178176.00,29459.00,7600.00,130883.00,287742.00,106532.00,263860.00,65996.00,-221753.00,331096.00,-212798.00,11360581.00,6336565.00,1926067.00,92065.00,98700.00,16260.00,850760.00,61618.00,12752.00,37067.00,155484.00,357630.00,487392.00,141732.00,53657.00,157136.00,36019.00,127384.00,-185706.00,57228.00,154255.00,386516.00,-6071923.00
2008:Q2,5197157.00,2346418.00,1153556.00,4484.00,565.00,691727.00,152180.00,30029.00,3200.00,119912.00,304038.00,100445.00,266869.00,64721.00,-255938.00,354607.00,-139656.00,11065846.00,6088075.00,1951838.00,89990.00,97198.00,15194.00,790455.00,42684.00,13518.00,35103.00,150596.00,348108.00,487486.00,142179.00,42521.00,172971.00,40775.00,128375.00,-188137.00,59720.00,119300.00,437897.00,-5868689.00
2008:Q3,5029690.00,2187166.00,1182128.00,4404.00,1978.00,703178.00,163484.00,26197.00,1900.00,121046.00,254117.00,117672.00,268640.00,67207.00,-374098.00,355363.00,-50692.00,10986253.00,5976557.00,1976751.00,68258.00,94319.00,14863.00,872277.00,53655.00,12841.00,28728.00,164285.00,359148.00,487580.00,132963.00,33206.00,159608.00,37561.00,107743.00,-192689.00,61302.00,126792.00,410505.00,-5956563.00
2008:Q4,5281538.00,2091481.00,1210699.00,4322.00,2177.00,659966.00,206028.00,24935.00,4700.00,157163.00,290822.00,139695.00,273692.00,64878.00,-420345.00,424643.00,146682.00,11068065.00,5960462.00,2003932.00,61997.00,92911.00,15118.00,975943.00,48935.00,11074.00,30012.00,171070.00,418677.00,487674.00,122708.00,35986.00,124953.00,35728.00,99113.00,-211682.00,54570.00,31287.00,497597.00,-5786528.00
