1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1954:Q1,-176.00,0.00,-176.00,0.00,-176.00,0.00,-176.00,-168.00,36.00,0.00,-204.00,0.00,224.00,224.00,0.00,-232.00,-260.00,28.00,0.00
1954:Q2,-80.00,0.00,-80.00,0.00,-80.00,0.00,-80.00,40.00,120.00,0.00,-80.00,0.00,32.00,32.00,0.00,-152.00,-152.00,0.00,0.00
1954:Q3,-512.00,0.00,-512.00,0.00,-512.00,0.00,-512.00,-700.00,-188.00,0.00,-512.00,0.00,656.00,656.00,0.00,-468.00,-468.00,0.00,0.00
1954:Q4,40.00,0.00,40.00,0.00,40.00,0.00,40.00,152.00,108.00,0.00,44.00,0.00,280.00,280.00,0.00,-392.00,-388.00,-4.00,0.00
1955:Q1,-176.00,0.00,-176.00,0.00,-176.00,0.00,-176.00,-324.00,-144.00,0.00,-180.00,0.00,120.00,120.00,0.00,28.00,24.00,4.00,0.00
1955:Q2,-80.00,0.00,-80.00,0.00,-80.00,0.00,-80.00,56.00,32.00,0.00,24.00,0.00,132.00,132.00,0.00,-268.00,-164.00,-104.00,0.00
1955:Q3,-52.00,0.00,-52.00,0.00,-52.00,0.00,-52.00,-148.00,36.00,0.00,-184.00,0.00,-60.00,-60.00,0.00,156.00,24.00,132.00,0.00
1955:Q4,-256.00,0.00,-256.00,0.00,-256.00,0.00,-256.00,-120.00,8.00,0.00,-128.00,0.00,-32.00,-32.00,0.00,-104.00,24.00,-128.00,0.00
1956:Q1,16.00,0.00,16.00,0.00,16.00,0.00,16.00,-164.00,-56.00,0.00,-108.00,0.00,-48.00,-48.00,0.00,228.00,104.00,124.00,0.00
1956:Q2,-276.00,0.00,-276.00,0.00,-276.00,0.00,-276.00,-204.00,80.00,0.00,-284.00,0.00,-412.00,-412.00,0.00,340.00,332.00,8.00,0.00
1956:Q3,292.00,0.00,292.00,0.00,292.00,0.00,292.00,620.00,316.00,0.00,304.00,0.00,-656.00,-656.00,0.00,328.00,340.00,-12.00,0.00
1956:Q4,2224.00,0.00,2224.00,0.00,2224.00,0.00,2224.00,2180.00,-156.00,0.00,2336.00,0.00,-104.00,-104.00,0.00,148.00,260.00,-112.00,0.00
1957:Q1,-80.00,0.00,-80.00,0.00,-80.00,0.00,-80.00,-232.00,-36.00,0.00,-196.00,0.00,-1392.00,-1392.00,0.00,1544.00,1428.00,116.00,0.00
1957:Q2,244.00,0.00,244.00,0.00,244.00,0.00,244.00,292.00,36.00,0.00,256.00,0.00,-1304.00,-1304.00,0.00,1256.00,1268.00,-12.00,0.00
1957:Q3,996.00,0.00,996.00,0.00,996.00,0.00,996.00,1016.00,60.00,0.00,956.00,0.00,-108.00,-108.00,0.00,88.00,48.00,40.00,0.00
1957:Q4,308.00,0.00,308.00,0.00,308.00,0.00,308.00,140.00,-192.00,0.00,332.00,0.00,-392.00,-392.00,0.00,560.00,584.00,-24.00,0.00
1958:Q1,268.00,0.00,268.00,0.00,268.00,0.00,268.00,376.00,68.00,0.00,308.00,0.00,1480.00,1480.00,0.00,-1588.00,-1548.00,-40.00,0.00
1958:Q2,168.00,0.00,168.00,0.00,168.00,0.00,168.00,52.00,-148.00,0.00,200.00,0.00,4300.00,4300.00,0.00,-4184.00,-4152.00,-32.00,0.00
1958:Q3,-212.00,0.00,-212.00,0.00,-212.00,0.00,-212.00,-36.00,-4.00,0.00,-32.00,0.00,1932.00,1932.00,0.00,-2108.00,-1928.00,-180.00,0.00
1958:Q4,-292.00,0.00,-292.00,0.00,-292.00,0.00,-292.00,-548.00,-28.00,0.00,-520.00,0.00,1388.00,1388.00,0.00,-1132.00,-1360.00,228.00,0.00
1959:Q1,-660.00,0.00,-660.00,0.00,-660.00,0.00,-660.00,-680.00,-16.00,0.00,-664.00,0.00,384.00,384.00,0.00,-364.00,-368.00,4.00,0.00
1959:Q2,1272.00,0.00,1272.00,0.00,1272.00,0.00,1272.00,1260.00,-12.00,0.00,1272.00,0.00,2960.00,2960.00,0.00,-2948.00,-2948.00,0.00,0.00
1959:Q3,-104.00,0.00,-104.00,0.00,-104.00,0.00,-104.00,640.00,188.00,0.00,452.00,0.00,668.00,668.00,0.00,-1412.00,-856.00,-556.00,0.00
1959:Q4,-352.00,0.00,-352.00,0.00,-352.00,0.00,-352.00,-944.00,-148.00,0.00,-796.00,0.00,288.00,288.00,0.00,304.00,-140.00,444.00,0.00
1960:Q1,-436.00,0.00,-436.00,0.00,-436.00,0.00,-436.00,-468.00,-8.00,0.00,-460.00,0.00,200.00,200.00,0.00,-168.00,-192.00,24.00,0.00
1960:Q2,-324.00,0.00,-324.00,0.00,-324.00,0.00,-324.00,-260.00,-32.00,0.00,-228.00,0.00,376.00,376.00,0.00,-440.00,-344.00,-96.00,0.00
1960:Q3,-408.00,0.00,-408.00,0.00,-408.00,0.00,-408.00,-308.00,-4.00,0.00,-304.00,0.00,2552.00,2552.00,0.00,-2652.00,-2548.00,-104.00,0.00
1960:Q4,-600.00,0.00,-600.00,0.00,-600.00,0.00,-600.00,-632.00,-12.00,0.00,-620.00,0.00,3684.00,3684.00,0.00,-3652.00,-3672.00,20.00,0.00
1961:Q1,0.00,0.00,0.00,0.00,-100.00,100.00,0.00,-186.00,32.00,0.00,-268.00,50.00,1484.00,1484.00,0.00,-1298.00,-1516.00,168.00,50.00
1961:Q2,600.00,0.00,600.00,0.00,-44.00,644.00,600.00,514.00,32.00,0.00,160.00,322.00,-680.00,-680.00,0.00,766.00,648.00,-204.00,322.00
1961:Q3,1436.00,0.00,1436.00,0.00,1932.00,-496.00,1436.00,1632.00,112.00,0.00,1768.00,-248.00,584.00,584.00,0.00,-780.00,-696.00,164.00,-248.00
1961:Q4,-1032.00,0.00,-1032.00,0.00,-1248.00,216.00,-1032.00,-1320.00,-92.00,0.00,-1336.00,108.00,2040.00,2040.00,0.00,-1752.00,-1948.00,88.00,108.00
1962:Q1,-492.00,0.00,-492.00,0.00,-948.00,456.00,-492.00,-804.00,-92.00,0.00,-940.00,228.00,1216.00,1216.00,0.00,-904.00,-1124.00,-8.00,228.00
1962:Q2,1120.00,0.00,1120.00,0.00,-176.00,1296.00,1120.00,700.00,228.00,0.00,-176.00,648.00,464.00,464.00,0.00,-44.00,-692.00,0.00,648.00
1962:Q3,-1740.00,0.00,-1740.00,0.00,-1324.00,-416.00,-1740.00,-1856.00,-308.00,0.00,-1340.00,-208.00,1780.00,1780.00,0.00,-1664.00,-1472.00,16.00,-208.00
1962:Q4,-1460.00,0.00,-1460.00,0.00,-56.00,-1404.00,-1460.00,-490.00,256.00,0.00,-44.00,-702.00,100.00,100.00,0.00,-1070.00,-356.00,-12.00,-702.00
1963:Q1,316.00,0.00,316.00,0.00,184.00,132.00,316.00,210.00,-44.00,0.00,188.00,66.00,444.00,444.00,0.00,-338.00,-400.00,-4.00,66.00
1963:Q2,-28.00,0.00,-28.00,0.00,-4.00,-24.00,-28.00,276.00,116.00,0.00,172.00,-12.00,464.00,464.00,0.00,-768.00,-580.00,-176.00,-12.00
1963:Q3,-124.00,0.00,-124.00,0.00,-236.00,112.00,-124.00,-544.00,-180.00,0.00,-420.00,56.00,784.00,784.00,0.00,-364.00,-604.00,184.00,56.00
1963:Q4,172.00,0.00,172.00,0.00,-60.00,232.00,172.00,200.00,124.00,0.00,-40.00,116.00,152.00,152.00,0.00,-180.00,-276.00,-20.00,116.00
1964:Q1,388.00,0.00,388.00,0.00,-524.00,912.00,388.00,-60.00,24.00,0.00,-540.00,456.00,184.00,184.00,0.00,264.00,-208.00,16.00,456.00
1964:Q2,-1504.00,0.00,-1504.00,0.00,-472.00,-1032.00,-1504.00,-700.00,292.00,0.00,-476.00,-516.00,-292.00,-292.00,0.00,-512.00,0.00,4.00,-516.00
1964:Q3,-360.00,0.00,-360.00,0.00,-540.00,180.00,-360.00,-382.00,72.00,0.00,-544.00,90.00,-80.00,-80.00,0.00,102.00,8.00,4.00,90.00
1964:Q4,1292.00,0.00,1292.00,0.00,472.00,820.00,1292.00,490.00,-388.00,0.00,468.00,410.00,688.00,688.00,0.00,114.00,-300.00,4.00,410.00
1965:Q1,-40.00,0.00,-40.00,0.00,-272.00,232.00,-40.00,-176.00,-32.00,0.00,-260.00,116.00,3332.00,3332.00,0.00,-3196.00,-3300.00,-12.00,116.00
1965:Q2,2088.00,0.00,2088.00,0.00,1864.00,224.00,2088.00,2128.00,156.00,0.00,1860.00,112.00,2360.00,2360.00,0.00,-2400.00,-2516.00,4.00,112.00
1965:Q3,332.00,0.00,332.00,0.00,-1320.00,1652.00,332.00,-674.00,-192.00,0.00,-1308.00,826.00,496.00,496.00,0.00,510.00,-304.00,-12.00,826.00
1965:Q4,-608.00,0.00,-608.00,0.00,104.00,-712.00,-608.00,-232.00,24.00,0.00,100.00,-356.00,476.00,476.00,0.00,-852.00,-500.00,4.00,-356.00
1966:Q1,-1424.00,0.00,-1424.00,0.00,-536.00,-888.00,-1424.00,-816.00,124.00,0.00,-496.00,-444.00,272.00,272.00,0.00,-880.00,-396.00,-40.00,-444.00
1966:Q2,564.00,0.00,564.00,0.00,-88.00,652.00,564.00,210.00,-32.00,0.00,-84.00,326.00,836.00,836.00,0.00,-482.00,-804.00,-4.00,326.00
1966:Q3,364.00,0.00,364.00,0.00,-1340.00,1704.00,364.00,-512.00,8.00,0.00,-1372.00,852.00,692.00,692.00,0.00,184.00,-700.00,32.00,852.00
1966:Q4,508.00,0.00,508.00,0.00,-184.00,692.00,508.00,94.00,-88.00,0.00,-164.00,346.00,484.00,484.00,0.00,-70.00,-396.00,-20.00,346.00
1967:Q1,-3904.00,0.00,-3904.00,0.00,124.00,-4028.00,-3904.00,-1874.00,4.00,0.00,136.00,-2014.00,204.00,204.00,0.00,-2234.00,-208.00,-12.00,-2014.00
1967:Q2,1736.00,0.00,1736.00,0.00,40.00,1696.00,1736.00,812.00,-72.00,0.00,36.00,848.00,60.00,60.00,0.00,864.00,12.00,4.00,848.00
1967:Q3,1868.00,0.00,1868.00,0.00,20.00,1848.00,1868.00,988.00,48.00,0.00,16.00,924.00,368.00,368.00,0.00,512.00,-416.00,4.00,924.00
1967:Q4,4772.00,0.00,4772.00,0.00,192.00,4580.00,4772.00,2538.00,48.00,0.00,200.00,2290.00,4048.00,4048.00,0.00,-1814.00,-4096.00,-8.00,2290.00
1968:Q1,1800.00,0.00,1800.00,0.00,228.00,1572.00,1800.00,1546.00,544.00,0.00,216.00,786.00,5448.00,5448.00,0.00,-5194.00,-5992.00,12.00,786.00
1968:Q2,636.00,0.00,636.00,0.00,1704.00,-1068.00,636.00,1566.00,380.00,0.00,1720.00,-534.00,88.00,88.00,0.00,-1018.00,-468.00,-16.00,-534.00
1968:Q3,1988.00,0.00,1988.00,0.00,92.00,1896.00,1988.00,1340.00,296.00,0.00,96.00,948.00,-296.00,-296.00,0.00,944.00,0.00,-4.00,948.00
1968:Q4,3756.00,0.00,3756.00,0.00,1456.00,2300.00,3756.00,3138.00,548.00,0.00,1440.00,1150.00,-548.00,-548.00,0.00,1166.00,0.00,16.00,1150.00
1969:Q1,404.00,0.00,404.00,0.00,124.00,280.00,404.00,40.00,-224.00,0.00,124.00,140.00,224.00,224.00,0.00,140.00,0.00,0.00,140.00
1969:Q2,-72.00,0.00,-72.00,0.00,912.00,-984.00,-72.00,1692.00,1268.00,0.00,916.00,-492.00,-1268.00,-1268.00,0.00,-496.00,0.00,-4.00,-492.00
1969:Q3,2700.00,0.00,2700.00,0.00,932.00,1768.00,2700.00,1848.00,44.00,0.00,920.00,884.00,-44.00,-44.00,0.00,896.00,0.00,12.00,884.00
1969:Q4,-2176.00,0.00,-2176.00,0.00,2168.00,-4344.00,-2176.00,2796.00,2780.00,0.00,2188.00,-2172.00,-2780.00,-2780.00,0.00,-2192.00,0.00,-20.00,-2172.00
1970:Q1,4836.00,3468.00,1368.00,3680.00,1012.00,-3324.00,4836.00,-798.00,-3824.00,3680.00,1008.00,-1662.00,3292.00,-176.00,3468.00,2342.00,4000.00,4.00,-1662.00
1970:Q2,-4044.00,0.00,-4044.00,148.00,-908.00,-3284.00,-4044.00,-2422.00,-56.00,148.00,-872.00,-1642.00,56.00,56.00,0.00,-1678.00,0.00,-36.00,-1642.00
1970:Q3,-1624.00,0.00,-1624.00,136.00,-1624.00,-136.00,-1624.00,-2192.00,-580.00,136.00,-1680.00,-68.00,1580.00,1580.00,0.00,-1012.00,-1000.00,56.00,-68.00
1970:Q4,-2472.00,0.00,-2472.00,-560.00,-36.00,-1876.00,-2472.00,-1602.00,-148.00,-560.00,44.00,-938.00,1688.00,1688.00,0.00,-2558.00,-1540.00,-80.00,-938.00
1971:Q1,2700.00,2868.00,-168.00,2368.00,-1020.00,-1516.00,2700.00,234.00,-436.00,2368.00,-940.00,-758.00,3304.00,436.00,2868.00,-838.00,0.00,-80.00,-758.00
1971:Q2,-1528.00,0.00,-1528.00,-784.00,-1008.00,264.00,-1528.00,-1972.00,-224.00,-784.00,-1096.00,132.00,1824.00,1824.00,0.00,-1380.00,-1600.00,88.00,132.00
1971:Q3,-4308.00,0.00,-4308.00,-600.00,-3404.00,-304.00,-4308.00,-4540.00,-400.00,-600.00,-3388.00,-152.00,1200.00,1200.00,0.00,-968.00,-800.00,-16.00,-152.00
1971:Q4,76.00,0.00,76.00,12.00,32.00,32.00,76.00,52.00,-4.00,12.00,28.00,16.00,4.00,4.00,0.00,20.00,0.00,4.00,16.00
1972:Q1,5376.00,2840.00,2536.00,2840.00,4.00,-308.00,5376.00,2694.00,0.00,2840.00,8.00,-154.00,5016.00,2176.00,2840.00,-2334.00,-2176.00,-4.00,-154.00
1972:Q2,240.00,0.00,240.00,-28.00,-740.00,1008.00,240.00,-260.00,0.00,-28.00,-736.00,504.00,0.00,0.00,0.00,500.00,0.00,-4.00,504.00
1972:Q3,-372.00,0.00,-372.00,0.00,60.00,-432.00,-372.00,-148.00,-12.00,0.00,80.00,-216.00,12.00,12.00,0.00,-236.00,0.00,-20.00,-216.00
1972:Q4,-200.00,0.00,-200.00,0.00,64.00,-264.00,-200.00,-88.00,0.00,0.00,44.00,-132.00,0.00,0.00,0.00,-112.00,0.00,20.00,-132.00
1973:Q1,-852.00,0.00,-852.00,0.00,52.00,-904.00,-852.00,-392.00,0.00,0.00,60.00,-452.00,0.00,0.00,0.00,-460.00,0.00,-8.00,-452.00
1973:Q2,-44.00,0.00,-44.00,-36.00,-32.00,24.00,-44.00,-4.00,0.00,-36.00,20.00,12.00,0.00,0.00,0.00,-40.00,0.00,-52.00,12.00
1973:Q3,92.00,0.00,92.00,0.00,52.00,40.00,92.00,20.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,72.00,0.00,52.00,20.00
1973:Q4,172.00,0.00,172.00,0.00,60.00,112.00,172.00,116.00,0.00,0.00,60.00,56.00,0.00,0.00,0.00,56.00,0.00,0.00,56.00
1974:Q1,984.00,0.00,984.00,0.00,836.00,148.00,984.00,934.00,0.00,0.00,860.00,74.00,0.00,0.00,0.00,50.00,0.00,-24.00,74.00
1974:Q2,1432.00,0.00,1432.00,116.00,976.00,340.00,1432.00,1246.00,0.00,116.00,960.00,170.00,0.00,0.00,0.00,186.00,0.00,16.00,170.00
1974:Q3,4012.00,0.00,4012.00,492.00,2912.00,608.00,4012.00,3680.00,0.00,492.00,2884.00,304.00,0.00,0.00,0.00,332.00,0.00,28.00,304.00
1974:Q4,-548.00,0.00,-548.00,80.00,336.00,-964.00,-548.00,-374.00,-340.00,80.00,368.00,-482.00,0.00,0.00,0.00,-174.00,340.00,-32.00,-482.00
1975:Q1,1300.00,0.00,1300.00,16.00,1228.00,56.00,1300.00,1200.00,128.00,16.00,1028.00,28.00,0.00,0.00,0.00,100.00,-128.00,200.00,28.00
1975:Q2,116.00,0.00,116.00,64.00,28.00,24.00,116.00,84.00,0.00,64.00,8.00,12.00,0.00,0.00,0.00,32.00,0.00,20.00,12.00
1975:Q3,1332.00,0.00,1332.00,100.00,380.00,852.00,1332.00,962.00,84.00,100.00,352.00,426.00,0.00,0.00,0.00,370.00,-84.00,28.00,426.00
1975:Q4,644.00,0.00,644.00,84.00,228.00,332.00,644.00,490.00,0.00,84.00,240.00,166.00,0.00,0.00,0.00,154.00,0.00,-12.00,166.00
1976:Q1,3108.00,0.00,3108.00,180.00,948.00,1980.00,3108.00,2142.00,0.00,180.00,972.00,990.00,0.00,0.00,0.00,966.00,0.00,-24.00,990.00
1976:Q2,6312.00,0.00,6312.00,-56.00,3192.00,3176.00,6312.00,4784.00,0.00,-56.00,3252.00,1588.00,4.00,4.00,0.00,1524.00,-4.00,-60.00,1588.00
1976:Q3,1632.00,0.00,1632.00,72.00,2864.00,-1304.00,1632.00,2272.00,0.00,72.00,2852.00,-652.00,0.00,0.00,0.00,-640.00,0.00,12.00,-652.00
1976:Q4,-828.00,0.00,-828.00,116.00,1844.00,-2788.00,-828.00,498.00,0.00,116.00,1776.00,-1394.00,0.00,0.00,0.00,-1326.00,0.00,68.00,-1394.00
1977:Q1,1448.00,0.00,1448.00,0.00,1556.00,-108.00,1448.00,1594.00,88.00,0.00,1560.00,-54.00,-240.00,-240.00,0.00,94.00,152.00,-4.00,-54.00
1977:Q2,96.00,0.00,96.00,332.00,320.00,-556.00,96.00,418.00,64.00,332.00,300.00,-278.00,0.00,0.00,0.00,-322.00,-64.00,20.00,-278.00
1977:Q3,-448.00,0.00,-448.00,36.00,-532.00,48.00,-448.00,-372.00,100.00,36.00,-532.00,24.00,0.00,0.00,0.00,-76.00,-100.00,0.00,24.00
1977:Q4,-68.00,0.00,-68.00,116.00,-168.00,-16.00,-68.00,-304.00,-248.00,116.00,-164.00,-8.00,-244.00,-244.00,0.00,480.00,492.00,-4.00,-8.00
1978:Q1,-748.00,0.00,-748.00,64.00,-1296.00,484.00,-748.00,-998.00,-4.00,64.00,-1300.00,242.00,4.00,4.00,0.00,246.00,0.00,4.00,242.00
1978:Q2,-992.00,0.00,-992.00,416.00,-1748.00,340.00,-992.00,-1134.00,0.00,416.00,-1720.00,170.00,0.00,0.00,0.00,142.00,0.00,-28.00,170.00
1978:Q3,-460.00,0.00,-460.00,172.00,-780.00,148.00,-460.00,-542.00,0.00,172.00,-788.00,74.00,0.00,0.00,0.00,82.00,0.00,8.00,74.00
1978:Q4,-988.00,0.00,-988.00,-5648.00,-13100.00,17760.00,-988.00,-9856.00,0.00,-5648.00,-13088.00,8880.00,-260.00,-260.00,0.00,9128.00,260.00,-12.00,8880.00
1979:Q1,18896.00,4556.00,14340.00,4568.00,344.00,9428.00,18896.00,9594.00,0.00,4568.00,312.00,4714.00,4556.00,0.00,4556.00,4746.00,0.00,32.00,4714.00
1979:Q2,-1288.00,0.00,-1288.00,-24.00,312.00,-1576.00,-1288.00,-452.00,0.00,-24.00,360.00,-788.00,0.00,0.00,0.00,-836.00,0.00,-48.00,-788.00
1979:Q3,-11116.00,0.00,-11116.00,0.00,208.00,-11324.00,-11116.00,-5074.00,380.00,0.00,208.00,-5662.00,0.00,0.00,0.00,-6042.00,-380.00,0.00,-5662.00
1979:Q4,2332.00,0.00,2332.00,-4.00,-108.00,2444.00,2332.00,1570.00,484.00,-4.00,-132.00,1222.00,-260.00,-260.00,0.00,1022.00,-224.00,24.00,1222.00
1980:Q1,17680.00,4608.00,13072.00,4608.00,136.00,8328.00,17680.00,8912.00,0.00,4608.00,140.00,4164.00,4608.00,0.00,4608.00,4160.00,0.00,-4.00,4164.00
1980:Q2,-2008.00,0.00,-2008.00,-448.00,396.00,-1956.00,-2008.00,-1018.00,0.00,-448.00,408.00,-978.00,0.00,0.00,0.00,-990.00,0.00,-12.00,-978.00
1980:Q3,4436.00,0.00,4436.00,1044.00,1176.00,2216.00,4436.00,3376.00,16.00,1044.00,1208.00,1108.00,0.00,0.00,0.00,1060.00,-16.00,-32.00,1108.00
1980:Q4,17116.00,0.00,17116.00,-5140.00,4960.00,17296.00,17116.00,8576.00,32.00,-5140.00,5036.00,8648.00,0.00,0.00,0.00,8540.00,-32.00,-76.00,8648.00
1981:Q1,22488.00,4372.00,18116.00,5764.00,2828.00,9524.00,22488.00,12922.00,-376.00,5764.00,2772.00,4762.00,4772.00,400.00,4372.00,4794.00,-24.00,56.00,4762.00
1981:Q2,3620.00,0.00,3620.00,92.00,3120.00,408.00,3620.00,3412.00,0.00,92.00,3116.00,204.00,0.00,0.00,0.00,208.00,0.00,4.00,204.00
1981:Q3,16.00,0.00,16.00,900.00,2588.00,-3472.00,16.00,1740.00,0.00,900.00,2576.00,-1736.00,8.00,8.00,0.00,-1732.00,-8.00,12.00,-1736.00
1981:Q4,-1048.00,0.00,-1048.00,536.00,1432.00,-3016.00,-1048.00,456.00,0.00,536.00,1428.00,-1508.00,4.00,4.00,0.00,-1508.00,-4.00,4.00,-1508.00
1982:Q1,4356.00,0.00,4356.00,1600.00,2188.00,568.00,4356.00,4076.00,0.00,1600.00,2192.00,284.00,4.00,4.00,0.00,276.00,-4.00,-4.00,284.00
1982:Q2,4528.00,0.00,4528.00,964.00,3256.00,308.00,4528.00,4370.00,0.00,964.00,3252.00,154.00,4.00,4.00,0.00,154.00,-4.00,4.00,154.00
1982:Q3,3176.00,0.00,3176.00,1736.00,1836.00,-396.00,3176.00,3342.00,0.00,1736.00,1804.00,-198.00,4.00,4.00,0.00,-170.00,-4.00,32.00,-198.00
1982:Q4,7796.00,0.00,7796.00,1188.00,2928.00,3680.00,7796.00,5952.00,0.00,1188.00,2924.00,1840.00,0.00,0.00,0.00,1844.00,0.00,4.00,1840.00
1983:Q1,3148.00,0.00,3148.00,392.00,8556.00,-5800.00,3148.00,6016.00,40.00,392.00,8484.00,-2900.00,0.00,0.00,0.00,-2868.00,-40.00,72.00,-2900.00
1983:Q2,-64.00,0.00,-64.00,1212.00,848.00,-2124.00,-64.00,1122.00,28.00,1212.00,944.00,-1062.00,0.00,0.00,0.00,-1186.00,-28.00,-96.00,-1062.00
1983:Q3,-2116.00,0.00,-2116.00,836.00,352.00,-3304.00,-2116.00,-444.00,12.00,836.00,360.00,-1652.00,0.00,0.00,0.00,-1672.00,-12.00,-8.00,-1652.00
