date,FA893065405.Q,FA103165405.Q,FA113165405.Q,FA313165403.Q,FA643165483.Q,FA893065405.Q,FA153065403.Q,FA103065403.Q,FA113065403.Q,FA313065405.Q,FA213065403.Q,FA763065403.Q,FA753065403.Q,FA543065405.Q,FA573065403.Q,FA223065443.Q,FA403065405.Q,FA413065405.Q,FA673065405.Q,FA613065403.Q,FA643065405.Q
2013:Q4,50088.00,2617.00,49727.00,0.00,-2256.00,50088.00,0.00,24.00,348.00,1060.00,-452.00,43492.00,44.00,3844.00,-284.00,120.00,-33188.00,33212.00,1076.00,-636.00,1428.00
2014:Q1,41408.00,2145.00,40747.00,0.00,-1484.00,41408.00,0.00,32.00,-132.00,-160.00,3460.00,37672.00,-504.00,676.00,-372.00,124.00,-18452.00,19672.00,-760.00,68.00,84.00
2014:Q2,52004.00,2460.00,46744.00,0.00,2800.00,52004.00,0.00,28.00,-132.00,-428.00,6152.00,41816.00,28.00,2380.00,388.00,100.00,-18380.00,22256.00,-2000.00,168.00,-372.00
2014:Q3,63900.00,3207.00,60941.00,0.00,-248.00,63900.00,0.00,32.00,-132.00,-1048.00,-3092.00,34388.00,220.00,2936.00,436.00,236.00,8592.00,22472.00,-2636.00,-308.00,1804.00
2014:Q4,76420.00,3601.00,68411.00,0.00,4408.00,76420.00,0.00,28.00,-132.00,-760.00,1808.00,38108.00,992.00,5100.00,-588.00,224.00,17336.00,32784.00,-4224.00,324.00,-14580.00
2015:Q1,85708.00,4129.00,78455.00,0.00,3124.00,85708.00,0.00,32.00,708.00,-328.00,6456.00,35928.00,640.00,2620.00,-260.00,220.00,25432.00,14388.00,1592.00,40.00,-1760.00
2015:Q2,95048.00,4591.00,87225.00,0.00,3232.00,95048.00,0.00,28.00,864.00,-276.00,920.00,43748.00,776.00,4700.00,-260.00,232.00,22648.00,35516.00,-10480.00,-3076.00,-292.00
2015:Q3,86200.00,4414.00,83874.00,0.00,-2088.00,86200.00,0.00,32.00,620.00,-748.00,6284.00,60428.00,2204.00,4880.00,-260.00,-576.00,-152.00,24100.00,-11712.00,-136.00,1236.00
2015:Q4,142464.00,7392.00,140456.00,0.00,-5384.00,142464.00,0.00,28.00,1128.00,92.00,6168.00,63984.00,1016.00,4804.00,-260.00,-396.00,16500.00,54708.00,-4988.00,-28.00,-292.00
2016:Q1,72153.00,3598.00,68359.00,0.00,196.00,72153.00,0.00,32.00,836.00,-244.00,1968.00,36080.00,920.00,8036.00,-260.00,-1540.00,8656.00,36568.00,-20300.00,0.00,1400.00
2016:Q2,115481.00,5667.00,107674.00,0.00,2140.00,115481.00,0.00,28.00,788.00,-212.00,2204.00,57232.00,3028.00,5304.00,-259.00,12.00,3020.00,52280.00,-7556.00,0.00,-388.00
2016:Q3,66274.00,3241.00,61581.00,0.00,1452.00,66274.00,0.00,32.00,724.00,-824.00,4752.00,39844.00,2072.00,4552.00,-258.00,-196.00,37560.00,-6904.00,-15804.00,-8.00,732.00
