date,FA893065105.Q,FA153165105.Q,FA103165105.Q,FA113165105.Q,FA893065105.Q,FA153065103.Q,FA103065105.Q,FA113065103.Q,FA313065105.Q,FA213065103.Q,FA763065105.Q,FA753065103.Q,FA743065103.Q,FA473065100.Q,FA543065105.Q,FA573065103.Q,FA223065143.Q,FA403065105.Q,FA413065105.Q,FA673065105.Q,FA613065105.Q,FA643065105.Q,FV893065153.Q,FA893065125.Q,FA763065125.Q,FA753065203.Q,FA473065125.Q,FA673065123.Q,FA613065123.Q
1945:Q4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1973:Q1,45696.00,43392.00,461.00,1843.00,45696.00,8340.00,0.00,252.00,-800.00,128.00,35204.00,0.00,-168.00,536.00,-1832.00,-640.00,364.00,1900.00,2620.00,0.00,-592.00,384.00,0.00,ND,ND,ND,ND,ND,336.00
1973:Q2,40276.00,33056.00,1444.00,5776.00,40276.00,-6632.00,0.00,180.00,-3652.00,212.00,43728.00,0.00,-164.00,172.00,-2324.00,-136.00,32.00,2380.00,4576.00,0.00,1880.00,24.00,0.00,ND,ND,ND,ND,ND,332.00
1973:Q3,42920.00,36720.00,1240.00,4960.00,42920.00,-2856.00,0.00,0.00,2756.00,516.00,37248.00,0.00,192.00,752.00,-2136.00,-72.00,-72.00,5224.00,1688.00,0.00,-1708.00,1388.00,0.00,ND,ND,ND,ND,ND,340.00
1973:Q4,44152.00,44704.00,-110.00,-442.00,44152.00,3636.00,0.00,-132.00,-1384.00,1344.00,26916.00,0.00,196.00,304.00,-1264.00,-72.00,344.00,3996.00,2856.00,0.00,6528.00,884.00,0.00,ND,ND,ND,ND,ND,332.00
1974:Q1,42128.00,40412.00,343.00,1373.00,42128.00,9296.00,0.00,-4.00,-824.00,596.00,24228.00,0.00,-68.00,68.00,-1288.00,-24.00,156.00,868.00,6532.00,0.00,2024.00,568.00,0.00,ND,ND,ND,ND,ND,336.00
1974:Q2,35360.00,33968.00,278.00,1114.00,35360.00,-4228.00,0.00,-16.00,1956.00,496.00,30584.00,0.00,-72.00,-312.00,-2084.00,-44.00,-160.00,7236.00,2120.00,0.00,-80.00,-36.00,0.00,ND,ND,ND,ND,ND,332.00
1974:Q3,34680.00,38364.00,-737.00,-2947.00,34680.00,2556.00,0.00,-44.00,228.00,388.00,22364.00,0.00,352.00,328.00,-1404.00,-16.00,32.00,8460.00,5412.00,0.00,-2952.00,-1024.00,0.00,ND,ND,ND,ND,ND,336.00
1974:Q4,29908.00,36472.00,-1313.00,-5251.00,29908.00,4508.00,0.00,-68.00,4264.00,1492.00,13308.00,0.00,4.00,204.00,-824.00,-24.00,256.00,5844.00,3544.00,0.00,-2404.00,-196.00,0.00,ND,ND,ND,ND,ND,336.00
1975:Q1,31204.00,32000.00,-159.00,-637.00,31204.00,11328.00,-2084.00,-156.00,-416.00,1276.00,13308.00,0.00,-144.00,364.00,-1104.00,-272.00,-332.00,12.00,11128.00,0.00,-720.00,-984.00,0.00,ND,ND,ND,ND,ND,336.00
1975:Q2,34540.00,32088.00,490.00,1962.00,34540.00,-2960.00,4.00,-92.00,4752.00,564.00,25580.00,0.00,60.00,104.00,-1540.00,-140.00,-100.00,2332.00,6124.00,0.00,824.00,-972.00,0.00,ND,ND,ND,ND,ND,308.00
1975:Q3,41672.00,40868.00,161.00,643.00,41672.00,-1048.00,-12.00,60.00,5652.00,464.00,27748.00,0.00,32.00,1000.00,-1640.00,-120.00,-60.00,4680.00,4540.00,0.00,1500.00,-1124.00,0.00,ND,ND,ND,ND,ND,1516.00
1975:Q4,47804.00,53948.00,-1229.00,-4915.00,47804.00,3620.00,104.00,200.00,6212.00,772.00,29184.00,0.00,28.00,452.00,-1460.00,-112.00,-988.00,2948.00,7412.00,0.00,224.00,-792.00,0.00,ND,ND,ND,ND,ND,1472.00
1976:Q1,63528.00,58348.00,1036.00,4144.00,63528.00,14888.00,-2220.00,204.00,1724.00,232.00,38972.00,0.00,200.00,584.00,-1720.00,-84.00,-80.00,520.00,9444.00,0.00,1020.00,-156.00,0.00,ND,ND,ND,ND,ND,384.00
1976:Q2,49804.00,46428.00,675.00,2701.00,49804.00,-4736.00,-740.00,272.00,-4916.00,1204.00,48496.00,0.00,196.00,-76.00,-1220.00,-60.00,-44.00,-832.00,11708.00,0.00,732.00,-180.00,0.00,ND,ND,ND,ND,ND,256.00
1976:Q3,62012.00,59580.00,486.00,1946.00,62012.00,-4692.00,-512.00,424.00,572.00,728.00,52832.00,0.00,64.00,1064.00,-1628.00,-60.00,-124.00,2736.00,11544.00,0.00,-740.00,-196.00,0.00,ND,ND,ND,ND,ND,240.00
1976:Q4,67324.00,66180.00,229.00,915.00,67324.00,2476.00,-312.00,560.00,-340.00,1100.00,48796.00,0.00,56.00,456.00,-1440.00,-104.00,156.00,-440.00,14976.00,0.00,1600.00,-216.00,0.00,ND,ND,ND,ND,ND,0.00
1977:Q1,81356.00,77264.00,818.00,3274.00,81356.00,16556.00,1528.00,208.00,-236.00,8.00,50676.00,0.00,144.00,588.00,-1516.00,-40.00,-220.00,-3096.00,17984.00,0.00,-1112.00,-116.00,0.00,ND,ND,ND,ND,ND,1308.00
1977:Q2,91500.00,80400.00,2220.00,8880.00,91500.00,-6616.00,1296.00,288.00,2896.00,-904.00,80564.00,0.00,144.00,-532.00,-1100.00,16.00,208.00,3244.00,10596.00,0.00,1520.00,-120.00,0.00,ND,ND,ND,ND,ND,1284.00
1977:Q3,98536.00,92380.00,1231.00,4925.00,98536.00,-7216.00,1068.00,480.00,3388.00,648.00,78312.00,0.00,-204.00,916.00,-1584.00,-104.00,-28.00,740.00,17712.00,0.00,4532.00,-124.00,0.00,ND,ND,ND,ND,ND,1056.00
1977:Q4,99416.00,93652.00,1153.00,4611.00,99416.00,1100.00,1128.00,648.00,3788.00,1060.00,73236.00,0.00,-132.00,228.00,-1192.00,148.00,316.00,1064.00,16632.00,0.00,1520.00,-128.00,0.00,ND,ND,ND,ND,ND,1400.00
1978:Q1,100080.00,98756.00,265.00,1059.00,100080.00,21836.00,772.00,732.00,128.00,1736.00,57552.00,0.00,212.00,776.00,-1292.00,260.00,52.00,6592.00,9448.00,0.00,1328.00,-52.00,0.00,ND,ND,ND,ND,ND,1904.00
1978:Q2,101152.00,95368.00,1157.00,4627.00,101152.00,-3668.00,432.00,780.00,3388.00,1484.00,76276.00,0.00,264.00,-224.00,-800.00,164.00,8.00,7992.00,10572.00,0.00,4532.00,-48.00,0.00,ND,ND,ND,ND,ND,2404.00
1978:Q3,119024.00,111408.00,1523.00,6093.00,119024.00,-1260.00,188.00,908.00,3964.00,2576.00,82520.00,0.00,56.00,-764.00,-236.00,296.00,224.00,10872.00,12156.00,0.00,7592.00,-68.00,0.00,ND,ND,ND,ND,ND,2648.00
1978:Q4,124636.00,119816.00,964.00,3856.00,124636.00,7124.00,296.00,1016.00,2468.00,2148.00,76904.00,0.00,60.00,-940.00,1112.00,248.00,-728.00,10640.00,17288.00,0.00,7032.00,-32.00,0.00,ND,ND,ND,ND,ND,2924.00
1979:Q1,121652.00,123032.00,-276.00,-1104.00,121652.00,24820.00,1344.00,900.00,2956.00,3328.00,53852.00,0.00,60.00,1008.00,236.00,252.00,96.00,13700.00,18400.00,0.00,772.00,-72.00,0.00,ND,ND,ND,ND,ND,2092.00
1979:Q2,113608.00,104888.00,1744.00,6976.00,113608.00,-3136.00,1172.00,824.00,2668.00,3788.00,74272.00,0.00,60.00,-848.00,-104.00,-56.00,168.00,7896.00,18108.00,0.00,8868.00,-72.00,0.00,ND,ND,ND,ND,ND,1892.00
1979:Q3,123548.00,117648.00,1180.00,4720.00,123548.00,-712.00,1292.00,640.00,2244.00,5024.00,69216.00,0.00,60.00,-20.00,1524.00,476.00,396.00,5748.00,26024.00,0.00,11704.00,-68.00,0.00,ND,ND,ND,ND,ND,2932.00
1979:Q4,104908.00,120380.00,-3094.00,-12378.00,104908.00,4572.00,1080.00,496.00,1408.00,6564.00,48828.00,0.00,60.00,2220.00,5176.00,632.00,496.00,9400.00,24532.00,0.00,-484.00,-72.00,0.00,ND,ND,ND,ND,ND,3036.00
1980:Q1,98268.00,95028.00,-152.00,3392.00,98268.00,4928.00,6244.00,-468.00,3816.00,6724.00,34992.00,0.00,80.00,5784.00,3996.00,156.00,548.00,12796.00,20368.00,0.00,-1680.00,-16.00,0.00,ND,ND,ND,ND,ND,2664.00
1980:Q2,56484.00,62628.00,-1229.00,-4915.00,56484.00,-984.00,7440.00,-128.00,2512.00,7800.00,14500.00,0.00,80.00,580.00,2644.00,276.00,508.00,5792.00,15304.00,0.00,180.00,-20.00,0.00,ND,ND,ND,ND,ND,2608.00
1980:Q3,105264.00,97956.00,662.00,6646.00,105264.00,6912.00,7888.00,712.00,1796.00,9012.00,46440.00,0.00,80.00,-1164.00,744.00,240.00,372.00,3044.00,22132.00,0.00,7076.00,-20.00,0.00,ND,ND,ND,ND,ND,956.00
1980:Q4,110188.00,105268.00,984.00,3936.00,110188.00,9956.00,8012.00,1388.00,2712.00,8100.00,53320.00,0.00,80.00,972.00,-188.00,264.00,324.00,8888.00,16984.00,0.00,-604.00,-20.00,0.00,ND,ND,ND,ND,ND,2512.00
1981:Q1,76964.00,72352.00,122.00,4490.00,76964.00,18824.00,-608.00,2168.00,2712.00,8036.00,28996.00,0.00,80.00,-244.00,-576.00,276.00,412.00,1168.00,12552.00,0.00,3164.00,4.00,0.00,ND,ND,ND,ND,ND,3700.00
1981:Q2,86844.00,85868.00,195.00,781.00,86844.00,21928.00,-6112.00,2428.00,2240.00,6772.00,39680.00,0.00,80.00,-1916.00,-1000.00,60.00,220.00,2296.00,14408.00,0.00,5760.00,0.00,0.00,ND,ND,ND,ND,ND,3432.00
1981:Q3,58632.00,58876.00,-849.00,605.00,58632.00,9076.00,-8032.00,3076.00,2720.00,4496.00,23912.00,0.00,80.00,-1280.00,-692.00,24.00,244.00,9564.00,13512.00,0.00,1928.00,4.00,0.00,ND,ND,ND,ND,ND,52.00
1981:Q4,47772.00,50852.00,-616.00,-2464.00,47772.00,20116.00,-8976.00,3596.00,1884.00,3984.00,6424.00,0.00,80.00,-396.00,-700.00,-32.00,356.00,7176.00,16652.00,0.00,-2392.00,0.00,0.00,ND,ND,ND,ND,ND,604.00
1982:Q1,61048.00,54152.00,-221.00,7117.00,61048.00,37084.00,-16292.00,2500.00,1296.00,2388.00,-5416.00,0.00,-128.00,-1344.00,-428.00,0.00,116.00,5232.00,34896.00,0.00,1156.00,-12.00,0.00,ND,ND,ND,ND,ND,956.00
1982:Q2,44940.00,36508.00,86.00,8346.00,44940.00,5012.00,5044.00,2296.00,1588.00,2256.00,-20376.00,0.00,-252.00,-980.00,-2508.00,1116.00,208.00,10156.00,36932.00,0.00,4460.00,-12.00,0.00,ND,ND,ND,ND,ND,2524.00
1982:Q3,40520.00,33344.00,635.00,6541.00,40520.00,4832.00,-3108.00,1800.00,1844.00,3400.00,-39340.00,0.00,-280.00,-600.00,1628.00,1564.00,-8.00,15420.00,52804.00,0.00,576.00,-12.00,0.00,ND,ND,ND,ND,ND,488.00
1982:Q4,71440.00,65704.00,347.00,5389.00,71440.00,32508.00,-7196.00,1392.00,1084.00,3920.00,-48984.00,0.00,-220.00,-1076.00,-492.00,788.00,-40.00,10496.00,72724.00,0.00,6552.00,-16.00,0.00,ND,ND,ND,ND,ND,-216.00
1983:Q1,95456.00,87980.00,695.00,6781.00,95456.00,5828.00,1304.00,1044.00,-668.00,4656.00,1756.00,0.00,-60.00,1720.00,-1316.00,-2144.00,176.00,7648.00,70504.00,0.00,5060.00,-52.00,0.00,ND,ND,ND,ND,ND,400.00
1983:Q2,102072.00,95416.00,531.00,6125.00,102072.00,-8752.00,-956.00,1248.00,1648.00,4876.00,23328.00,0.00,40.00,2520.00,-2248.00,972.00,-184.00,9556.00,65460.00,0.00,4616.00,-52.00,0.00,ND,ND,ND,ND,ND,928.00
1983:Q3,128536.00,115052.00,1897.00,11587.00,128536.00,-23784.00,7508.00,1756.00,1508.00,4492.00,61508.00,0.00,60.00,1368.00,-1304.00,-504.00,-20.00,4820.00,72180.00,0.00,-1000.00,-52.00,0.00,ND,ND,ND,ND,ND,804.00
1983:Q4,138272.00,122388.00,2377.00,13507.00,138272.00,4764.00,644.00,2160.00,504.00,6596.00,57180.00,0.00,100.00,1172.00,-860.00,-264.00,0.00,15452.00,52216.00,0.00,-1340.00,-52.00,0.00,ND,ND,ND,ND,ND,1792.00
1984:Q1,154060.00,145764.00,859.00,7437.00,154060.00,34252.00,-3916.00,3648.00,252.00,5544.00,47772.00,0.00,100.00,4444.00,-1676.00,2512.00,-32.00,15536.00,43968.00,0.00,1632.00,24.00,0.00,ND,ND,ND,ND,ND,-1508.00
1984:Q2,139376.00,120136.00,3848.00,15392.00,139376.00,-4772.00,-4096.00,3492.00,40.00,5308.00,93176.00,0.00,160.00,3432.00,-1984.00,-480.00,-88.00,6236.00,29324.00,0.00,9604.00,24.00,0.00,ND,ND,ND,ND,ND,2120.00
1984:Q3,114792.00,111436.00,-129.00,3485.00,114792.00,-5944.00,-8100.00,3104.00,-1144.00,4488.00,69632.00,0.00,100.00,2016.00,-980.00,1016.00,-96.00,5880.00,45996.00,0.00,-1196.00,20.00,0.00,ND,ND,ND,ND,ND,3968.00
1984:Q4,135468.00,132980.00,498.00,1990.00,135468.00,-776.00,-1856.00,2804.00,3340.00,6440.00,40780.00,0.00,140.00,2720.00,-156.00,712.00,-12.00,15312.00,54768.00,8000.00,3248.00,4.00,0.00,ND,ND,ND,ND,ND,3192.00
1985:Q1,202928.00,193140.00,1158.00,8630.00,202928.00,84496.00,7000.00,1652.00,816.00,5908.00,29644.00,0.00,144.00,868.00,-316.00,1212.00,-28.00,20632.00,56572.00,2164.00,-7860.00,24.00,0.00,ND,ND,ND,ND,ND,1356.00
1985:Q2,142852.00,126472.00,2476.00,13904.00,142852.00,-8396.00,-472.00,1220.00,200.00,5440.00,39884.00,0.00,72.00,3308.00,712.00,-940.00,-136.00,13220.00,66668.00,7264.00,14764.00,44.00,0.00,ND,ND,ND,ND,ND,3776.00
1985:Q3,176252.00,215280.00,-8606.00,-30422.00,176252.00,-28292.00,3300.00,152.00,1552.00,6232.00,64736.00,0.00,48.00,4140.00,864.00,-716.00,-140.00,7692.00,88808.00,2368.00,25468.00,40.00,0.00,ND,ND,ND,ND,ND,832.00
1985:Q4,198368.00,191928.00,488.00,5952.00,198368.00,-6796.00,5052.00,-700.00,992.00,5960.00,62992.00,0.00,56.00,5892.00,-3192.00,3360.00,-100.00,27308.00,98172.00,9820.00,-10644.00,196.00,0.00,ND,ND,ND,ND,ND,4432.00
1986:Q1,174568.00,158220.00,-1322.00,17670.00,174568.00,52600.00,5304.00,-2000.00,-648.00,7212.00,-3148.00,0.00,40.00,10020.00,984.00,-312.00,-376.00,-488.00,98644.00,5824.00,860.00,52.00,0.00,ND,ND,ND,ND,ND,3244.00
1986:Q2,201048.00,162020.00,1607.00,37421.00,201048.00,-21512.00,-2380.00,3600.00,-72.00,4564.00,34516.00,0.00,40.00,4992.00,-320.00,-204.00,-564.00,-10420.00,137504.00,8660.00,42596.00,48.00,0.00,ND,ND,ND,ND,ND,1876.00
1986:Q3,257324.00,237100.00,896.00,19328.00,257324.00,-14336.00,1908.00,2800.00,-980.00,2604.00,42228.00,0.00,40.00,7668.00,2580.00,-820.00,-648.00,-3844.00,183236.00,9580.00,25288.00,20.00,0.00,ND,ND,ND,ND,ND,2772.00
1986:Q4,182464.00,240152.00,-1156.00,-56532.00,182464.00,-15428.00,9700.00,-3528.00,2200.00,1304.00,37504.00,0.00,100.00,10276.00,-1280.00,-604.00,-684.00,-8032.00,216664.00,-53660.00,-11932.00,-136.00,0.00,ND,ND,ND,ND,ND,4864.00
1987:Q1,259476.00,228192.00,3902.00,27382.00,259476.00,74632.00,13584.00,-2848.00,-700.00,736.00,10260.00,0.00,92.00,11372.00,-528.00,-6660.00,320.00,-8092.00,168056.00,7532.00,-8332.00,52.00,0.00,ND,ND,ND,ND,ND,4924.00
1987:Q2,261868.00,252584.00,-1022.00,10306.00,261868.00,-5216.00,3844.00,-4536.00,-600.00,-1324.00,96244.00,0.00,140.00,9980.00,-84.00,-1836.00,-372.00,-10600.00,154244.00,11776.00,10204.00,4.00,0.00,ND,ND,ND,ND,ND,3868.00
1987:Q3,217596.00,199660.00,1254.00,16682.00,217596.00,244.00,13052.00,-3124.00,-12580.00,1136.00,88340.00,0.00,152.00,9792.00,-56.00,-984.00,776.00,4944.00,123768.00,23272.00,-31112.00,-24.00,0.00,ND,ND,ND,ND,ND,4744.00
1987:Q4,222504.00,206032.00,395.00,16077.00,222504.00,1376.00,-14792.00,1444.00,648.00,4108.00,127416.00,0.00,184.00,11044.00,2244.00,-816.00,408.00,1336.00,87420.00,2152.00,-1760.00,92.00,0.00,ND,ND,ND,ND,ND,2820.00
1988:Q1,191264.00,193376.00,-839.00,-1273.00,191264.00,40508.00,-11476.00,-8744.00,272.00,3756.00,124184.00,0.00,200.00,7316.00,-12064.00,872.00,424.00,12916.00,28456.00,5764.00,-1180.00,60.00,0.00,ND,ND,ND,ND,ND,3808.00
1988:Q2,246832.00,232700.00,2298.00,11834.00,246832.00,-9684.00,-16732.00,46240.00,72.00,740.00,84820.00,0.00,200.00,8948.00,644.00,1152.00,100.00,10720.00,66800.00,6032.00,46772.00,8.00,0.00,ND,ND,ND,ND,ND,3408.00
1988:Q3,227528.00,213640.00,2288.00,11600.00,227528.00,-6932.00,19124.00,-14728.00,-340.00,0.00,139252.00,0.00,200.00,7420.00,552.00,1520.00,-692.00,-2360.00,97268.00,8132.00,-20996.00,108.00,0.00,ND,ND,ND,ND,ND,352.00
1988:Q4,229100.00,222576.00,819.00,5705.00,229100.00,-1472.00,2984.00,352.00,1176.00,5448.00,99528.00,0.00,200.00,9068.00,2892.00,2172.00,-120.00,3540.00,90316.00,8332.00,4520.00,164.00,0.00,ND,ND,ND,ND,ND,1728.00
1989:Q1,156217.00,155829.00,-286.00,674.00,156217.00,3124.00,-4800.00,7584.00,1.00,4648.00,50138.00,0.00,200.00,14019.00,412.00,3448.00,-1840.00,-2688.00,94904.00,4648.00,-17529.00,-52.00,0.00,ND,ND,ND,ND,ND,2604.00
1989:Q2,208473.00,205149.00,242.00,3082.00,208473.00,10516.00,12512.00,-8960.00,787.00,6040.00,54249.00,0.00,200.00,6846.00,988.00,1228.00,656.00,6078.00,89839.00,3368.00,24143.00,-16.00,0.00,ND,ND,ND,ND,ND,5636.00
1989:Q3,255121.00,246897.00,1090.00,7134.00,255121.00,10068.00,13256.00,-10296.00,349.00,4740.00,39856.00,0.00,200.00,3451.00,1100.00,3572.00,592.00,9872.00,126423.00,-12736.00,64701.00,-28.00,0.00,ND,ND,ND,ND,ND,2252.00
1989:Q4,285618.00,291614.00,-1779.00,-4217.00,285618.00,12272.00,14780.00,-10440.00,-39.00,3368.00,21389.00,0.00,200.00,2828.00,1740.00,2232.00,772.00,7046.00,169625.00,38560.00,21253.00,32.00,0.00,ND,ND,ND,ND,ND,-63264.00
1990:Q1,231492.00,208316.00,4063.00,19113.00,231492.00,12896.00,6944.00,-8368.00,15437.00,2488.00,66309.00,0.00,224.00,5778.00,1352.00,-1312.00,112.00,9775.00,138081.00,-20640.00,2431.00,-16.00,0.00,ND,ND,ND,ND,ND,4096.00
1990:Q2,244384.00,218368.00,4673.00,21343.00,244384.00,10612.00,8376.00,-904.00,23322.00,2968.00,10799.00,0.00,296.00,4066.00,1504.00,764.00,220.00,-8386.00,154803.00,18792.00,17160.00,-8.00,0.00,ND,ND,ND,ND,ND,3084.00
1990:Q3,186692.00,191700.00,-1445.00,-3563.00,186692.00,11492.00,3408.00,76.00,17344.00,3964.00,-24780.00,0.00,216.00,7393.00,1716.00,384.00,-156.00,5429.00,138105.00,17588.00,4518.00,-4.00,0.00,ND,ND,0.00,ND,ND,3196.00
1990:Q4,169765.00,181521.00,-2726.00,-9030.00,169765.00,10056.00,3848.00,-1012.00,10379.00,4932.00,-65860.00,0.00,-12.00,5895.00,992.00,252.00,140.00,14546.00,158149.00,31076.00,-3633.00,16.00,0.00,ND,ND,0.00,ND,ND,1760.00
1991:Q1,177104.00,197668.00,-4614.00,-15950.00,177104.00,3552.00,3600.00,-1752.00,6013.00,3584.00,-17912.00,0.00,124.00,707.00,-3904.00,-1328.00,624.00,13193.00,128904.00,17604.00,24318.00,-224.00,0.00,7700.00,8800.00,0.00,1408.00,168.00,-2676.00
1991:Q2,213749.00,221681.00,-2190.00,-5742.00,213749.00,7124.00,5708.00,-1988.00,7428.00,968.00,-33956.00,0.00,-180.00,6632.00,-904.00,-1772.00,-288.00,10897.00,141798.00,52260.00,19926.00,96.00,0.00,15852.00,12308.00,0.00,1680.00,276.00,1588.00
1991:Q3,74809.00,81189.00,-1518.00,-4862.00,74809.00,2176.00,2632.00,1732.00,11694.00,2168.00,-92650.00,0.00,-188.00,7770.00,-1852.00,-1220.00,1056.00,1609.00,154321.00,47796.00,-62158.00,-76.00,0.00,6228.00,4888.00,0.00,760.00,328.00,252.00
1991:Q4,191541.00,197465.00,-1759.00,-4165.00,191541.00,-6996.00,204.00,-596.00,-28549.00,1284.00,-13373.00,0.00,72.00,1559.00,-4936.00,-1556.00,-504.00,19255.00,132043.00,34752.00,58890.00,-8.00,0.00,-544.00,-816.00,0.00,1060.00,392.00,-1180.00
1992:Q1,193750.00,196658.00,-1140.00,-1768.00,193750.00,-6900.00,740.00,-1304.00,5210.00,-764.00,9143.00,0.00,620.00,-6663.00,4668.00,-864.00,-1544.00,30106.00,94849.00,40292.00,26244.00,-84.00,0.00,-11060.00,-12384.00,0.00,-256.00,412.00,1168.00
1992:Q2,108694.00,114818.00,-1494.00,-4630.00,108694.00,-6808.00,540.00,-948.00,-1629.00,-1480.00,-71287.00,0.00,1072.00,13495.00,-1504.00,-1028.00,1272.00,16606.00,159564.00,39556.00,-39454.00,728.00,0.00,-1892.00,-1808.00,0.00,-680.00,464.00,132.00
1992:Q3,179328.00,184640.00,-1646.00,-3666.00,179328.00,-6720.00,-884.00,1624.00,-9287.00,936.00,-22719.00,0.00,1208.00,-1367.00,-132.00,-572.00,-616.00,24959.00,101007.00,61448.00,29283.00,1160.00,0.00,4940.00,1452.00,0.00,744.00,632.00,2112.00
1992:Q4,187690.00,195882.00,-2147.00,-6045.00,187690.00,-9108.00,-1640.00,2900.00,3663.00,-1124.00,-7925.00,0.00,1024.00,6231.00,-1216.00,-772.00,-320.00,49716.00,115921.00,40836.00,-11757.00,1260.00,0.00,-11536.00,-8500.00,0.00,-3204.00,588.00,-420.00
1993:Q1,83439.00,98323.00,-3221.00,-11663.00,83439.00,-8908.00,-5148.00,-2512.00,-4908.00,-556.00,3779.00,0.00,1356.00,2320.00,-5148.00,96.00,-148.00,22095.00,115601.00,14624.00,-50104.00,1000.00,0.00,-6140.00,-5788.00,0.00,-348.00,448.00,-452.00
1993:Q2,200588.00,198012.00,-46.00,2622.00,200588.00,-9008.00,-5408.00,-780.00,-10077.00,-14100.00,58078.00,0.00,1408.00,1535.00,-72.00,-284.00,260.00,72379.00,13441.00,31696.00,60056.00,1464.00,0.00,-520.00,2164.00,0.00,-1176.00,600.00,-2108.00
1993:Q3,178896.00,169984.00,1184.00,7728.00,178896.00,-9108.00,-5316.00,-540.00,-5790.00,-3656.00,16456.00,0.00,1208.00,884.00,-1440.00,436.00,-44.00,35701.00,114365.00,40640.00,-6132.00,1232.00,0.00,-4256.00,-3288.00,0.00,-608.00,716.00,-1076.00
1993:Q4,163236.00,158932.00,344.00,3960.00,163236.00,-9108.00,-4856.00,-1168.00,-3084.00,-5548.00,53099.00,0.00,648.00,3037.00,-3972.00,-304.00,168.00,30007.00,100990.00,15576.00,-12996.00,748.00,0.00,-16008.00,-13648.00,0.00,-2896.00,548.00,-12.00
1994:Q1,174582.00,169618.00,179.00,4785.00,174582.00,-8912.00,1448.00,-1532.00,-8260.00,-3112.00,-31139.00,0.00,500.00,6683.00,-212.00,496.00,264.00,23657.00,192026.00,46868.00,-46725.00,2532.00,0.00,-6704.00,-6284.00,0.00,-1000.00,860.00,-280.00
1994:Q2,170548.00,160980.00,1138.00,8430.00,170548.00,-9008.00,1808.00,2708.00,-1671.00,-512.00,66205.00,0.00,76.00,2083.00,112.00,896.00,584.00,5802.00,128489.00,5640.00,-36416.00,3752.00,0.00,21568.00,18220.00,0.00,1680.00,516.00,1152.00
1994:Q3,163133.00,145885.00,2540.00,14708.00,163133.00,-9108.00,1924.00,384.00,286.00,3592.00,83116.00,0.00,312.00,4727.00,84.00,876.00,412.00,-6424.00,86143.00,4588.00,-11651.00,3872.00,0.00,20040.00,12896.00,0.00,4040.00,524.00,2580.00
1994:Q4,200664.00,189552.00,1274.00,9838.00,200664.00,-9108.00,1820.00,1364.00,-5842.00,3852.00,142054.00,0.00,1644.00,7478.00,420.00,-132.00,452.00,-11139.00,54556.00,3316.00,8793.00,1136.00,0.00,10772.00,7140.00,0.00,1652.00,504.00,1476.00
1995:Q1,159661.00,151085.00,-899.00,9475.00,159661.00,-8908.00,1108.00,-1168.00,-2957.00,4732.00,92189.00,0.00,272.00,8789.00,544.00,664.00,516.00,-1187.00,57123.00,11988.00,-6925.00,2880.00,0.00,11300.00,4792.00,0.00,3964.00,608.00,1936.00
1995:Q2,177116.00,163036.00,-167.00,14247.00,177116.00,-9008.00,1132.00,-528.00,-7782.00,3524.00,75027.00,0.00,2012.00,-2075.00,624.00,664.00,488.00,4545.00,62241.00,12188.00,32177.00,1888.00,0.00,29848.00,26100.00,0.00,828.00,624.00,2296.00
1995:Q3,185427.00,164219.00,1327.00,19881.00,185427.00,-9108.00,1096.00,-848.00,-2933.00,1768.00,65568.00,0.00,44.00,3904.00,1220.00,664.00,516.00,13489.00,99498.00,1688.00,6316.00,2544.00,0.00,17436.00,10852.00,0.00,3552.00,516.00,2516.00
1995:Q4,147646.00,136214.00,-720.00,12152.00,147646.00,-7964.00,1172.00,-536.00,-5838.00,2836.00,9096.00,0.00,1472.00,5225.00,-1008.00,668.00,536.00,4872.00,156392.00,17164.00,-36541.00,100.00,0.00,4096.00,3884.00,0.00,-308.00,716.00,-196.00
1996:Q1,270890.00,254150.00,651.00,16089.00,270890.00,-8924.00,-15252.00,-596.00,-6568.00,1180.00,67636.00,0.00,520.00,9911.00,-1500.00,664.00,536.00,-17474.00,142923.00,29260.00,67481.00,1092.00,0.00,1264.00,-2996.00,0.00,1244.00,884.00,2132.00
1996:Q2,235866.00,211002.00,2387.00,22477.00,235866.00,-8924.00,-6580.00,-840.00,-1952.00,1588.00,52587.00,0.00,940.00,8426.00,-1504.00,664.00,556.00,-613.00,152716.00,28528.00,10393.00,-120.00,0.00,40956.00,31624.00,0.00,1504.00,928.00,6900.00
