1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1985:Q1,680819.00,21812.00,435081.00,67916.00,50496.00,91551.00,4199.00,9764.00,912871.00,724675.00,60657.00,33352.00,37683.00,25644.00,1760.00,29100.00,-232052.00
1985:Q2,693752.00,22677.00,438888.00,69987.00,53373.00,93724.00,5280.00,9823.00,928057.00,736169.00,61926.00,35083.00,38424.00,26253.00,1980.00,28222.00,-234305.00
1985:Q3,697330.00,23746.00,435838.00,70920.00,56180.00,95945.00,5699.00,9002.00,942027.00,746326.00,62957.00,36123.00,38725.00,26759.00,2200.00,28937.00,-244697.00
1985:Q4,745617.00,24317.00,480430.00,66558.00,58119.00,98210.00,7998.00,9985.00,939013.00,739342.00,63798.00,34952.00,41283.00,27190.00,2420.00,30028.00,-193396.00
1986:Q1,699877.00,25037.00,445359.00,54197.00,60178.00,100548.00,6745.00,7813.00,928308.00,724905.00,69046.00,34455.00,39252.00,28457.00,2640.00,29553.00,-228431.00
1986:Q2,698998.00,25606.00,439732.00,50678.00,65151.00,102911.00,7294.00,7626.00,948500.00,739512.00,71303.00,35161.00,39528.00,29549.00,2860.00,30587.00,-249502.00
1986:Q3,713748.00,25981.00,445868.00,49627.00,71063.00,105315.00,7077.00,8817.00,972637.00,759201.00,73364.00,34213.00,40386.00,31005.00,3080.00,31388.00,-258889.00
1986:Q4,754570.00,26589.00,478450.00,51446.00,72737.00,107724.00,7632.00,9992.00,957963.00,741486.00,74822.00,32630.00,42216.00,32062.00,3300.00,31447.00,-203393.00
1987:Q1,768698.00,29412.00,478401.00,54924.00,75048.00,110188.00,8787.00,11938.00,996462.00,772240.00,75513.00,37905.00,42807.00,33097.00,3676.00,31224.00,-227764.00
1987:Q2,767794.00,30032.00,473821.00,53811.00,76347.00,112681.00,8424.00,12678.00,1015196.00,788985.00,75274.00,39389.00,43037.00,33842.00,4096.00,30573.00,-247402.00
1987:Q3,784655.00,30136.00,483385.00,54615.00,78794.00,115227.00,8892.00,13606.00,1041089.00,811164.00,75167.00,40469.00,43964.00,34607.00,4564.00,31154.00,-256434.00
1987:Q4,826050.00,31272.00,522817.00,56506.00,80214.00,117813.00,6828.00,10600.00,1040470.00,805346.00,76252.00,40608.00,45983.00,35651.00,5084.00,31546.00,-214420.00
1988:Q1,841289.00,31881.00,525483.00,60292.00,82883.00,120427.00,8300.00,12023.00,1082179.00,841376.00,78516.00,41759.00,46643.00,37137.00,5467.00,31281.00,-240890.00
1988:Q2,853910.00,32490.00,535005.00,57996.00,85428.00,123119.00,9413.00,10459.00,1124675.00,877010.00,81939.00,41875.00,47514.00,39068.00,5879.00,31390.00,-270765.00
1988:Q3,857301.00,33098.00,531672.00,57922.00,86539.00,125840.00,9012.00,13218.00,1143603.00,890081.00,85529.00,40550.00,47804.00,40996.00,6321.00,32322.00,-286302.00
1988:Q4,919686.00,41271.00,576977.00,63925.00,88180.00,128620.00,8548.00,12165.00,1158550.00,895916.00,88294.00,40682.00,50757.00,42460.00,6797.00,33644.00,-238864.00
1989:Q1,933798.00,44916.00,578192.00,65171.00,90818.00,131467.00,8463.00,14771.00,1196590.00,927042.00,90464.00,42390.00,51488.00,43489.00,7097.00,34620.00,-262792.00
1989:Q2,949415.00,49278.00,582649.00,64939.00,94295.00,134396.00,8532.00,15326.00,1230524.00,955263.00,92268.00,43782.00,52449.00,44171.00,7397.00,35194.00,-281109.00
1989:Q3,955830.00,53680.00,578290.00,66361.00,95893.00,137363.00,8216.00,16027.00,1241956.00,964676.00,93781.00,43963.00,52866.00,44701.00,7697.00,34272.00,-286126.00
1989:Q4,981557.00,57444.00,598546.00,66469.00,96799.00,140418.00,8005.00,13876.00,1221447.00,937992.00,95080.00,43876.00,54242.00,45276.00,8722.00,36259.00,-239890.00
1990:Q1,970447.00,60404.00,589012.00,67828.00,94174.00,143577.00,6095.00,9357.00,1232614.00,943706.00,96140.00,46080.00,53795.00,45835.00,10370.00,36688.00,-262167.00
1990:Q2,982717.00,63414.00,594132.00,67270.00,95581.00,146740.00,5866.00,9714.00,1273395.00,979042.00,96941.00,47088.00,54533.00,46317.00,12329.00,37145.00,-290678.00
1990:Q3,1009184.00,65775.00,616781.00,65278.00,95060.00,149965.00,5720.00,10605.00,1315130.00,1012945.00,97495.00,46090.00,55975.00,46769.00,14658.00,41198.00,-305946.00
1990:Q4,1025972.00,66788.00,626861.00,66417.00,91002.00,153326.00,6103.00,15475.00,1271060.00,967178.00,97817.00,42141.00,56691.00,47238.00,17427.00,42568.00,-245088.00
1991:Q1,995056.00,69141.00,588570.00,69889.00,88244.00,156685.00,5774.00,16753.00,1252691.00,950905.00,97716.00,41281.00,55161.00,47734.00,18364.00,41530.00,-257635.00
1991:Q2,1012318.00,71495.00,601309.00,66997.00,88837.00,160065.00,6469.00,17146.00,1283130.00,980610.00,97500.00,40363.00,56201.00,48290.00,19352.00,40814.00,-270812.00
1991:Q3,1031888.00,73848.00,616744.00,65630.00,89161.00,163507.00,6202.00,16796.00,1299482.00,995877.00,96420.00,39797.00,57271.00,48786.00,20393.00,40938.00,-267594.00
1991:Q4,1070728.00,76202.00,650126.00,67752.00,85478.00,167005.00,6785.00,17380.00,1266095.00,961380.00,96724.00,37508.00,59091.00,49102.00,21490.00,40800.00,-195367.00
1992:Q1,1055128.00,77669.00,628500.00,70839.00,84605.00,170576.00,6002.00,16937.00,1284690.00,977573.00,97908.00,38176.00,58386.00,49210.00,22366.00,41071.00,-229562.00
1992:Q2,1079892.00,79138.00,647414.00,69787.00,86007.00,174157.00,6432.00,16957.00,1328251.00,1019494.00,99961.00,35602.00,59795.00,49085.00,22283.00,42031.00,-248359.00
1992:Q3,1094437.00,80605.00,655911.00,70374.00,85310.00,177744.00,6554.00,17939.00,1341346.00,1031412.00,102668.00,32351.00,60597.00,48953.00,23132.00,42233.00,-246909.00
1992:Q4,1129603.00,82073.00,683484.00,74065.00,82677.00,181351.00,7389.00,18564.00,1303072.00,988942.00,103812.00,30831.00,62201.00,49040.00,25775.00,42471.00,-173469.00
1993:Q1,1125861.00,83571.00,667385.00,77383.00,83807.00,185012.00,8101.00,20602.00,1342419.00,1025995.00,106272.00,30550.00,61958.00,49327.00,26010.00,42307.00,-216558.00
1993:Q2,1134365.00,85068.00,669612.00,75235.00,85357.00,188757.00,9931.00,20405.00,1374196.00,1057388.00,107041.00,28921.00,62638.00,49790.00,26552.00,41866.00,-239831.00
1993:Q3,1149200.00,86566.00,678692.00,74097.00,87373.00,192529.00,10437.00,19506.00,1401438.00,1082549.00,107576.00,29103.00,63516.00,50291.00,25225.00,43178.00,-252238.00
1993:Q4,1197064.00,88063.00,720020.00,75547.00,85628.00,196349.00,10069.00,21388.00,1360556.00,1035046.00,108731.00,28443.00,65802.00,50693.00,28357.00,43484.00,-163492.00
1994:Q1,1191129.00,89355.00,702132.00,79327.00,86141.00,200214.00,12256.00,21704.00,1394879.00,1064540.00,112710.00,27736.00,65516.00,51253.00,28955.00,44169.00,-203750.00
1994:Q2,1222850.00,90659.00,728748.00,77869.00,87192.00,204156.00,9989.00,24237.00,1446770.00,1111514.00,116549.00,26966.00,67321.00,51812.00,27904.00,44704.00,-223920.00
1994:Q3,1243143.00,91975.00,743608.00,78658.00,86684.00,208223.00,10257.00,23738.00,1469031.00,1125020.00,121182.00,26560.00,68439.00,52372.00,31217.00,44241.00,-225888.00
1994:Q4,1304523.00,93230.00,797428.00,82964.00,85408.00,212353.00,9149.00,23991.00,1461045.00,1106979.00,125024.00,24664.00,71244.00,52931.00,35170.00,45033.00,-156522.00
1995:Q1,1305239.00,94993.00,787638.00,88932.00,83866.00,216564.00,9021.00,24225.00,1494713.00,1131862.00,130824.00,25058.00,71266.00,54023.00,38152.00,43528.00,-189474.00
1995:Q2,1326811.00,96804.00,800375.00,88473.00,83125.00,220874.00,9330.00,27830.00,1526218.00,1156199.00,133440.00,23833.00,72562.00,55115.00,41208.00,43861.00,-199407.00
1995:Q3,1367743.00,98663.00,833782.00,90679.00,82747.00,225197.00,9997.00,26678.00,1583245.00,1205810.00,137647.00,22561.00,74635.00,56206.00,42284.00,44102.00,-215502.00
1995:Q4,1422303.00,101090.00,878603.00,96728.00,80945.00,229565.00,10261.00,25111.00,1579669.00,1184941.00,140320.00,23073.00,77310.00,57298.00,50947.00,45780.00,-157366.00
1996:Q1,1423858.00,103096.00,865240.00,106292.00,81286.00,233967.00,11613.00,22364.00,1627597.00,1222302.00,146401.00,23879.00,77378.00,58390.00,52891.00,46356.00,-203739.00
1996:Q2,1464244.00,105103.00,890511.00,113253.00,82725.00,238464.00,13026.00,21162.00,1686495.00,1269179.00,156103.00,22697.00,79590.00,59474.00,52352.00,47100.00,-222251.00
1996:Q3,1465428.00,107109.00,877754.00,118371.00,83470.00,243051.00,14461.00,21212.00,1725148.00,1295612.00,162696.00,23291.00,79785.00,59609.00,54895.00,49260.00,-259720.00
1996:Q4,1538466.00,109116.00,928331.00,128525.00,82046.00,247792.00,14282.00,28374.00,1718409.00,1273063.00,169841.00,23992.00,82902.00,57192.00,60094.00,51325.00,-179943.00
1997:Q1,1535943.00,111338.00,906349.00,137737.00,80463.00,252661.00,17663.00,29732.00,1769838.00,1311149.00,177235.00,24778.00,82877.00,61276.00,61052.00,51471.00,-233895.00
1997:Q2,1563101.00,113561.00,919261.00,147113.00,79485.00,257541.00,16356.00,29784.00,1834694.00,1365473.00,188027.00,25403.00,84326.00,61821.00,59255.00,50389.00,-271593.00
1997:Q3,1604120.00,115785.00,939573.00,154235.00,76869.00,262439.00,23629.00,31590.00,1874807.00,1388629.00,193636.00,21918.00,86328.00,61860.00,71417.00,51019.00,-270687.00
1997:Q4,1664300.00,118008.00,993588.00,160441.00,73769.00,267387.00,19938.00,31169.00,1869141.00,1361106.00,204925.00,20752.00,89245.00,59925.00,80971.00,52217.00,-204841.00
1998:Q1,1687408.00,120194.00,1005328.00,166922.00,72104.00,272362.00,19532.00,30966.00,1917338.00,1395370.00,212329.00,22456.00,90449.00,62611.00,83375.00,50748.00,-229930.00
1998:Q2,1694119.00,122380.00,1002086.00,172565.00,70734.00,277491.00,20869.00,27994.00,1958317.00,1432830.00,216784.00,22279.00,90879.00,63389.00,83047.00,49109.00,-264198.00
1998:Q3,1735885.00,124567.00,1024242.00,184084.00,70163.00,282796.00,21782.00,28251.00,2022012.00,1480470.00,227918.00,24305.00,91882.00,64037.00,83735.00,49665.00,-286127.00
1998:Q4,1773274.00,126753.00,1051246.00,190752.00,66198.00,288191.00,18932.00,31202.00,1992295.00,1448432.00,233142.00,22254.00,96255.00,61540.00,84971.00,45701.00,-219021.00
1999:Q1,1789887.00,127800.00,1053925.00,197517.00,66671.00,293710.00,19429.00,30835.00,2050189.00,1501928.00,241091.00,23847.00,98344.00,63692.00,79981.00,41306.00,-260302.00
1999:Q2,1863322.00,128800.00,1095652.00,206961.00,69107.00,299341.00,31539.00,31922.00,2139226.00,1582779.00,251419.00,24520.00,99936.00,65459.00,75042.00,40071.00,-275904.00
1999:Q3,1950542.00,129900.00,1164764.00,216520.00,70564.00,305090.00,30022.00,33682.00,2226449.00,1659489.00,263327.00,25668.00,101526.00,66130.00,71011.00,39298.00,-275907.00
1999:Q4,2036207.00,130895.00,1229787.00,225220.00,72015.00,311020.00,30859.00,36411.00,2234873.00,1657593.00,272556.00,22859.00,104942.00,63560.00,67182.00,46181.00,-198666.00
2000:Q1,2109472.00,130650.00,1278051.00,235288.00,78144.00,317134.00,33766.00,36439.00,2343488.00,1740248.00,288726.00,25429.00,106684.00,66050.00,70518.00,45833.00,-234016.00
2000:Q2,2220008.00,132004.00,1360932.00,248504.00,79477.00,323289.00,39405.00,36397.00,2479368.00,1851019.00,310127.00,26889.00,107549.00,67173.00,69696.00,46915.00,-259360.00
2000:Q3,2323886.00,133357.00,1448917.00,258764.00,80897.00,329572.00,35912.00,36467.00,2588566.00,1932418.00,327177.00,27667.00,109189.00,68700.00,74179.00,49236.00,-264680.00
2000:Q4,2430592.00,134711.00,1542420.00,266732.00,77678.00,336010.00,35915.00,37126.00,2613083.00,1939233.00,342148.00,28146.00,109867.00,64577.00,83311.00,45801.00,-182491.00
2001:Q1,2399766.00,134246.00,1507147.00,266340.00,80619.00,342628.00,35339.00,33447.00,2628650.00,1947028.00,342111.00,31652.00,110969.00,67592.00,78420.00,50878.00,-228884.00
2001:Q2,2379014.00,133782.00,1480711.00,264596.00,81570.00,349460.00,33321.00,35574.00,2639608.00,1951662.00,342653.00,33828.00,113602.00,69849.00,77796.00,50218.00,-260594.00
2001:Q3,2358980.00,133317.00,1452121.00,262910.00,84292.00,356150.00,36136.00,34054.00,2613933.00,1909069.00,343626.00,37647.00,113441.00,72712.00,83797.00,53641.00,-254953.00
2001:Q4,2348554.00,132852.00,1438818.00,261979.00,80897.00,363002.00,39211.00,31795.00,2514824.00,1817916.00,343919.00,35470.00,115862.00,69882.00,89123.00,42652.00,-166270.00
2002:Q1,2366288.00,137629.00,1441903.00,267840.00,82282.00,369980.00,36347.00,30307.00,2565813.00,1855375.00,348578.00,35898.00,116322.00,73358.00,88680.00,47602.00,-199525.00
2002:Q2,2379037.00,142406.00,1442255.00,273731.00,84298.00,377020.00,30582.00,28745.00,2598871.00,1875524.00,353327.00,34660.00,116701.00,77752.00,86799.00,54108.00,-219834.00
2002:Q3,2399222.00,147183.00,1443033.00,280682.00,84450.00,384122.00,31767.00,27985.00,2560024.00,1832497.00,358077.00,32480.00,116507.00,77740.00,84404.00,58319.00,-160802.00
2002:Q4,2438893.00,151960.00,1458570.00,287373.00,81905.00,391293.00,37418.00,30374.00,2436332.00,1719534.00,362826.00,32197.00,118433.00,74813.00,83499.00,45030.00,2561.00
2003:Q1,2417293.00,153170.00,1419375.00,283885.00,104451.00,398523.00,28501.00,29388.00,2527567.00,1799889.00,356544.00,45581.00,118357.00,79291.00,83644.00,44261.00,-110274.00
2003:Q2,2421531.00,154380.00,1396801.00,275152.00,122541.00,405644.00,35253.00,31760.00,2526507.00,1797930.00,350261.00,48735.00,122012.00,81630.00,83562.00,42377.00,-104976.00
2003:Q3,2433147.00,155590.00,1392710.00,267762.00,141028.00,412861.00,32468.00,30728.00,2498082.00,1783467.00,343979.00,48424.00,116233.00,82268.00,82450.00,41261.00,-64935.00
2003:Q4,2457338.00,156800.00,1403862.00,261193.00,153581.00,420082.00,28218.00,33602.00,2425505.00,1701793.00,337696.00,51277.00,116554.00,79345.00,92329.00,46511.00,31833.00
2004:Q1,2528209.00,160913.00,1438201.00,270966.00,162265.00,427399.00,34599.00,33866.00,2550944.00,1805212.00,344356.00,57635.00,119642.00,82370.00,91267.00,50462.00,-22735.00
2004:Q2,2553538.00,165026.00,1445035.00,274221.00,167733.00,434859.00,32077.00,34587.00,2627929.00,1860975.00,351016.00,60967.00,120348.00,85290.00,99635.00,49698.00,-74391.00
2004:Q3,2599932.00,169139.00,1472502.00,278522.00,171230.00,442399.00,34236.00,31904.00,2662820.00,1883098.00,357675.00,59836.00,122572.00,86434.00,103688.00,49517.00,-62888.00
2004:Q4,2647467.00,173251.00,1501545.00,284875.00,168975.00,450066.00,36040.00,32715.00,2609483.00,1830643.00,364335.00,61768.00,125049.00,79627.00,102612.00,45449.00,37984.00
2005:Q1,2722393.00,176510.00,1538626.00,302335.00,179625.00,457802.00,34972.00,32523.00,2745897.00,1944055.00,380986.00,62466.00,128867.00,82218.00,98495.00,48810.00,-23504.00
2005:Q2,2807312.00,179770.00,1591542.00,312563.00,189665.00,465672.00,35049.00,33051.00,2867719.00,2031068.00,397638.00,67175.00,133287.00,84973.00,98197.00,55381.00,-60407.00
2005:Q3,2912999.00,183029.00,1657124.00,322805.00,199592.00,473714.00,45227.00,31508.00,2970368.00,2108390.00,414289.00,69305.00,138595.00,84933.00,99887.00,54969.00,-57369.00
2005:Q4,2982621.00,186288.00,1700544.00,334528.00,202637.00,481989.00,43079.00,33556.00,2987807.00,2108248.00,430941.00,70992.00,142455.00,82074.00,99770.00,53327.00,-5186.00
2006:Q1,3009286.00,189605.00,1710303.00,341284.00,206181.00,490305.00,35902.00,35706.00,3078950.00,2167880.00,440929.00,69468.00,143611.00,84102.00,115460.00,57500.00,-69664.00
2006:Q2,3095567.00,192982.00,1761598.00,342693.00,213572.00,498870.00,48938.00,36914.00,3159566.00,2235216.00,450917.00,71816.00,147300.00,86015.00,106521.00,61781.00,-63999.00
2006:Q3,3120989.00,196418.00,1777551.00,345993.00,214207.00,507532.00,43328.00,35960.00,3146101.00,2217738.00,460905.00,71108.00,148648.00,85155.00,101829.00,60718.00,-25112.00
2006:Q4,3172392.00,199916.00,1812853.00,348868.00,208841.00,516249.00,48279.00,37386.00,3035288.00,2099243.00,470893.00,59397.00,151320.00,86976.00,108272.00,59187.00,137104.00
2007:Q1,3219669.00,203476.00,1825283.00,357432.00,218455.00,525219.00,51652.00,38152.00,3139121.00,2180280.00,484579.00,61231.00,152790.00,86976.00,111526.00,61739.00,80548.00
2007:Q2,3305405.00,207099.00,1859271.00,363136.00,232621.00,534368.00,65473.00,43437.00,3253987.00,2265370.00,498264.00,63511.00,155568.00,89585.00,108748.00,72941.00,51418.00
2007:Q3,3332863.00,210787.00,1863774.00,369455.00,239422.00,543603.00,62129.00,43693.00,3307655.00,2301780.00,511950.00,66496.00,156326.00,88689.00,104584.00,77830.00,25208.00
2007:Q4,3372758.00,214541.00,1897931.00,374906.00,238161.00,552992.00,45842.00,48385.00,3284241.00,2261804.00,525635.00,60593.00,159099.00,85425.00,111651.00,80034.00,88517.00
2008:Q1,3374182.00,220092.00,1858950.00,384454.00,257702.00,562455.00,43494.00,47035.00,3334311.00,2294791.00,524893.00,61938.00,157038.00,86279.00,118362.00,91010.00,39871.00
2008:Q2,3368182.00,225643.00,1818800.00,377438.00,283735.00,572126.00,39087.00,51353.00,3345019.00,2312804.00,524150.00,65025.00,153737.00,87142.00,105246.00,96915.00,23163.00
2008:Q3,3312051.00,231194.00,1748845.00,382011.00,284878.00,582006.00,34362.00,48755.00,3265683.00,2245089.00,523408.00,67438.00,149160.00,87142.00,94652.00,98794.00,46368.00
2008:Q4,3208037.00,236745.00,1672688.00,380708.00,260719.00,591608.00,21167.00,44402.00,3093432.00,2093572.00,522666.00,64748.00,143738.00,86679.00,95534.00,86495.00,114605.00
2009:Q1,3159272.00,247101.00,1587025.00,386590.00,242483.00,601186.00,47794.00,47093.00,3078586.00,2101051.00,516084.00,65015.00,138153.00,87389.00,86143.00,84751.00,80686.00
2009:Q2,3155429.00,257457.00,1566563.00,389697.00,232208.00,610908.00,54513.00,44083.00,3089483.00,2121509.00,509502.00,68236.00,136938.00,87291.00,77657.00,88350.00,65946.00
2009:Q3,3171022.00,267813.00,1556455.00,394508.00,221311.00,620708.00,66910.00,43317.00,3049650.00,2114346.00,502920.00,45722.00,136567.00,85377.00,67759.00,96959.00,121372.00
2009:Q4,3215960.00,278169.00,1590062.00,397573.00,204489.00,630526.00,70062.00,45079.00,2980476.00,2064079.00,496338.00,43648.00,139134.00,82953.00,61256.00,93068.00,235484.00
2010:Q1,3266699.00,270821.00,1628291.00,409416.00,212010.00,640148.00,62213.00,43800.00,3082082.00,2147679.00,505596.00,45040.00,142639.00,84813.00,55107.00,101208.00,184617.00
2010:Q2,3315262.00,263474.00,1669743.00,417639.00,215821.00,649802.00,51991.00,46792.00,3166569.00,2215335.00,514854.00,42035.00,146117.00,86741.00,54060.00,107427.00,148693.00
2010:Q3,3350985.00,256126.00,1697538.00,422758.00,213558.00,659431.00,55073.00,46501.00,3184843.00,2221015.00,524112.00,42745.00,148421.00,87064.00,54169.00,107317.00,166142.00
2010:Q4,3370834.00,248778.00,1746384.00,427828.00,209694.00,669000.00,18072.00,51078.00,3133089.00,2157231.00,533371.00,42942.00,152195.00,83796.00,51800.00,111754.00,237745.00
2011:Q1,3385749.00,249084.00,1729150.00,440785.00,223605.00,678487.00,18386.00,46252.00,3217541.00,2221064.00,548616.00,44671.00,151895.00,84414.00,53563.00,113318.00,168208.00
2011:Q2,3432928.00,249389.00,1747504.00,456111.00,226625.00,688067.00,19234.00,45998.00,3316010.00,2295685.00,563861.00,46977.00,154253.00,88211.00,51123.00,115900.00,116918.00
2011:Q3,3463364.00,249695.00,1748334.00,471694.00,225308.00,697702.00,16304.00,54327.00,3353348.00,2306030.00,579106.00,48188.00,155402.00,88720.00,47517.00,128385.00,110016.00
2011:Q4,3499435.00,250000.00,1771573.00,482650.00,218480.00,707372.00,14262.00,55098.00,3304154.00,2240671.00,594351.00,47703.00,157796.00,87191.00,47593.00,128849.00,195281.00
2012:Q1,3527193.00,251000.00,1775536.00,485153.00,228808.00,716970.00,17316.00,52410.00,3380009.00,2307963.00,595493.00,49040.00,158248.00,91132.00,45310.00,132823.00,147184.00
2012:Q2,3570119.00,252000.00,1804099.00,487587.00,232512.00,726524.00,13480.00,53917.00,3428540.00,2351484.00,596635.00,50705.00,160418.00,92033.00,42409.00,134856.00,141579.00
2012:Q3,3607969.00,253000.00,1825456.00,490520.00,236168.00,736013.00,12988.00,53824.00,3459269.00,2369999.00,597777.00,52006.00,162118.00,94481.00,41429.00,141459.00,148700.00
2012:Q4,3631779.00,254000.00,1836998.00,493495.00,231885.00,745450.00,14227.00,55724.00,3379313.00,2293235.00,598920.00,50348.00,163135.00,91989.00,41182.00,140504.00,252466.00
2013:Q1,3681416.00,254250.00,1854476.00,505866.00,241584.00,754945.00,15380.00,54915.00,3530288.00,2427289.00,611130.00,48726.00,165224.00,94006.00,40140.00,143773.00,151128.00
2013:Q2,3750861.00,254500.00,1892733.00,513829.00,250577.00,764470.00,15637.00,59115.00,3669314.00,2543847.00,623340.00,52014.00,168459.00,96618.00,36245.00,148791.00,81547.00
2013:Q3,3801720.00,254750.00,1922269.00,522005.00,254473.00,774046.00,13324.00,60853.00,3734913.00,2593875.00,635551.00,50601.00,171099.00,98318.00,34645.00,150824.00,66807.00
2013:Q4,3822186.00,255000.00,1938336.00,527517.00,249802.00,783621.00,14540.00,53370.00,3707768.00,2554812.00,647761.00,53603.00,172610.00,95241.00,35734.00,148007.00,114418.00
2014:Q1,3860406.00,256000.00,1960873.00,534159.00,254494.00,793202.00,14779.00,46899.00,3793056.00,2616380.00,651344.00,55443.00,174652.00,100068.00,34300.00,160869.00,67350.00
2014:Q2,3929231.00,256906.00,1997467.00,545251.00,259216.00,802902.00,17764.00,49725.00,3880892.00,2682754.00,660435.00,56108.00,177990.00,103871.00,33931.00,165803.00,48339.00
2014:Q3,3959744.00,257387.00,2011324.00,553202.00,257520.00,812687.00,19862.00,47762.00,3880657.00,2692734.00,666978.00,45591.00,179517.00,103369.00,31417.00,161051.00,79087.00
2014:Q4,4004207.00,258132.00,2047089.00,562436.00,249070.00,822542.00,17906.00,47032.00,3829028.00,2625647.00,678412.00,48449.00,182667.00,100783.00,31346.00,161724.00,175179.00
2015:Q1,4022797.00,258490.00,2040099.00,575732.00,251468.00,832340.00,19168.00,45500.00,3901627.00,2675962.00,688976.00,50226.00,183108.00,106100.00,31542.00,165713.00,121170.00
2015:Q2,4084214.00,258935.00,2066746.00,585429.00,262103.00,842429.00,23602.00,44970.00,3969835.00,2719676.00,701474.00,50549.00,185652.00,109329.00,32173.00,170982.00,114379.00
2015:Q3,4085524.00,259178.00,2040323.00,595902.00,267609.00,852597.00,24192.00,45723.00,3972576.00,2704713.00,714900.00,49754.00,184536.00,110714.00,31685.00,176274.00,112948.00
2015:Q4,4077322.00,259366.00,2013943.00,608397.00,261916.00,862668.00,26298.00,44734.00,3902762.00,2610092.00,731438.00,61156.00,183564.00,106814.00,34059.00,175639.00,174560.00
2016:Q1,4086810.00,259443.00,1991192.00,619960.00,270084.00,872843.00,25275.00,48013.00,3961219.00,2643917.00,743958.00,63890.00,182781.00,111017.00,35516.00,180140.00,125591.00
2016:Q2,4170476.00,259417.00,2047093.00,628997.00,278420.00,882997.00,26898.00,46654.00,4080593.00,2733563.00,756551.00,67403.00,187326.00,114369.00,35138.00,186243.00,89883.00
