1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1993:Q3,2404680.00,6949.00,24790.00,126907.00,165690.00,3326.00,55051.00,931492.00,20072.00,562514.00,165341.00,397173.00,91893.00,2750.00,254263.00,121491.00,327673.00,26103.00,43178.00,572030.00,1568885.00,64778.00,252269.00,0.00,332936.00,72013.00,260923.00,145630.00,82017.00,63613.00,19506.00,718351.00,35415.00,24608.00,2985.00,7822.00,491186.00
1993:Q4,2510597.00,6730.00,21192.00,126151.00,192578.00,3521.00,58627.00,980834.00,18817.00,594551.00,176739.00,417812.00,103241.00,2800.00,261425.00,114167.00,340997.00,29003.00,43484.00,593313.00,1633406.00,62389.00,271821.00,0.00,372453.00,68802.00,303651.00,148119.00,83501.00,64618.00,21388.00,723526.00,33710.00,25001.00,1947.00,6762.00,543862.00
1994:Q1,2592608.00,6921.00,51132.00,131866.00,195303.00,3717.00,58128.00,1009565.00,22860.00,605360.00,173610.00,431750.00,109188.00,2850.00,269307.00,130429.00,330689.00,31903.00,44169.00,598786.00,1633397.00,65757.00,271120.00,0.00,348240.00,44255.00,303985.00,138159.00,74379.00,63780.00,21704.00,754598.00,33819.00,25223.00,1911.00,6685.00,578653.00
1994:Q2,2648350.00,7096.00,66804.00,138125.00,210365.00,3913.00,55607.00,1025232.00,22990.00,604184.00,171652.00,432532.00,115133.00,2900.00,280025.00,128049.00,328840.00,34803.00,44704.00,604812.00,1674540.00,64680.00,290447.00,0.00,346338.00,43105.00,303233.00,137494.00,74773.00,62721.00,24237.00,770721.00,40623.00,25585.00,2076.00,12962.00,616744.00
1994:Q3,2738524.00,7189.00,72495.00,142467.00,196954.00,4108.00,75114.00,1059050.00,19969.00,626320.00,164793.00,461527.00,119050.00,2950.00,290761.00,128323.00,351444.00,37704.00,44241.00,619435.00,1703246.00,65478.00,299169.00,0.00,350817.00,41279.00,309538.00,134874.00,72650.00,62224.00,23738.00,789980.00,39190.00,25981.00,2410.00,10799.00,626046.00
1994:Q4,2735805.00,7153.00,105774.00,148553.00,204201.00,4304.00,46616.00,1040672.00,24850.00,632571.00,162938.00,469633.00,106793.00,3000.00,273458.00,122101.00,352812.00,40604.00,45033.00,617982.00,1791270.00,63284.00,373929.00,0.00,364076.00,42669.00,321407.00,136361.00,73015.00,63346.00,23991.00,786565.00,43064.00,26432.00,2024.00,14608.00,626762.00
1995:Q1,2876852.00,7646.00,132788.00,153446.00,201500.00,4492.00,56608.00,1100250.00,28833.00,670713.00,170283.00,500430.00,111956.00,3238.00,285510.00,126693.00,377573.00,44907.00,43528.00,627421.00,1848974.00,75708.00,382087.00,0.00,377136.00,51870.00,325266.00,136811.00,73188.00,63623.00,24225.00,808249.00,44758.00,26744.00,2027.00,15987.00,644382.00
1995:Q2,3011931.00,7686.00,132083.00,153882.00,206560.00,4680.00,62488.00,1172813.00,33084.00,724385.00,182338.00,542047.00,115589.00,3476.00,296279.00,125681.00,412156.00,50421.00,43861.00,639620.00,1915898.00,79009.00,410073.00,0.00,389452.00,49097.00,340355.00,139376.00,76049.00,63327.00,27830.00,824281.00,45877.00,27021.00,2039.00,16817.00,668010.00
1995:Q3,3149327.00,7380.00,128735.00,156367.00,197530.00,4868.00,66199.00,1254862.00,37617.00,780277.00,193334.00,586943.00,123932.00,3714.00,309322.00,127298.00,448511.00,55996.00,44102.00,657479.00,1955862.00,76101.00,403948.00,0.00,413878.00,56833.00,357045.00,139092.00,76241.00,62851.00,26678.00,847305.00,48860.00,27424.00,2281.00,19155.00,728149.00
1995:Q4,3306770.00,7283.00,131933.00,158455.00,201317.00,5056.00,67634.00,1342678.00,43441.00,816947.00,197355.00,619592.00,123051.00,3952.00,355287.00,122111.00,484180.00,60277.00,45780.00,680066.00,2083600.00,74782.00,418824.00,0.00,488107.00,56160.00,431947.00,142601.00,79577.00,63024.00,25111.00,885506.00,48669.00,27950.00,2262.00,18457.00,790615.00
1996:Q1,3438274.00,7159.00,119677.00,154050.00,202349.00,5244.00,72540.00,1418558.00,30965.00,888669.00,228705.00,659964.00,123610.00,4190.00,371124.00,126553.00,512003.00,65586.00,46356.00,708199.00,2144961.00,73156.00,444015.00,0.00,498440.00,52464.00,445976.00,144386.00,81047.00,63339.00,22364.00,912237.00,50363.00,28388.00,2409.00,19566.00,849842.00
1996:Q2,3531611.00,7072.00,106085.00,161720.00,198107.00,5431.00,76399.00,1472635.00,42316.00,910263.00,218608.00,691655.00,128726.00,4428.00,386902.00,126630.00,534464.00,71070.00,47100.00,724898.00,2172752.00,72339.00,444762.00,0.00,505932.00,54502.00,451430.00,152012.00,88094.00,63918.00,21162.00,929065.00,47480.00,28765.00,2148.00,16567.00,903587.00
1996:Q3,3669745.00,7052.00,91587.00,166489.00,202006.00,5619.00,76478.00,1571085.00,47544.00,971905.00,212478.00,759427.00,139253.00,4666.00,407717.00,139897.00,543271.00,75506.00,49260.00,741495.00,2250925.00,64459.00,474734.00,0.00,538515.00,65816.00,472699.00,148849.00,84844.00,64005.00,21212.00,953867.00,49289.00,29198.00,2065.00,18026.00,939758.00
1996:Q4,3819739.00,7045.00,100636.00,175192.00,201057.00,5807.00,70852.00,1669616.00,57864.00,1040330.00,236874.00,803456.00,134400.00,4904.00,432118.00,126000.00,585280.00,81310.00,51325.00,745619.00,2379315.00,64041.00,521682.00,0.00,567073.00,67476.00,499597.00,153824.00,89667.00,64157.00,28374.00,989810.00,54511.00,29784.00,2124.00,22603.00,1006135.00
1997:Q1,3957252.00,6795.00,86658.00,178559.00,202428.00,5995.00,91678.00,1742943.00,52073.00,1091734.00,229849.00,861885.00,144896.00,5142.00,449098.00,130675.00,601272.00,84491.00,51471.00,774287.00,2455510.00,56172.00,567770.00,0.00,574241.00,69321.00,504920.00,155529.00,91403.00,64126.00,29732.00,1022479.00,49587.00,30211.00,2149.00,17227.00,1019624.00
1997:Q2,4187546.00,6801.00,90036.00,184754.00,202905.00,6183.00,92320.00,1804281.00,66414.00,1113289.00,200971.00,912318.00,151675.00,5380.00,467523.00,132343.00,723832.00,95628.00,50389.00,798074.00,2516358.00,56763.00,573814.00,0.00,589032.00,71337.00,517695.00,163383.00,98906.00,64477.00,29784.00,1049865.00,53717.00,30622.00,2160.00,20935.00,1192191.00
1997:Q3,4390874.00,6689.00,87082.00,189503.00,203291.00,6371.00,98316.00,1886447.00,75321.00,1157026.00,205812.00,951214.00,160630.00,5618.00,487852.00,135779.00,803708.00,105501.00,51019.00,817168.00,2598817.00,56098.00,599233.00,0.00,620571.00,64349.00,556222.00,162932.00,99764.00,63168.00,31590.00,1073235.00,55158.00,31037.00,2189.00,21932.00,1244738.00
1997:Q4,4490429.00,6611.00,111025.00,202687.00,214424.00,6559.00,90823.00,1892352.00,77763.00,1153213.00,193240.00,959973.00,157299.00,5856.00,498221.00,143261.00,838216.00,108118.00,52217.00,824136.00,2633563.00,58907.00,618473.00,0.00,633242.00,65084.00,568158.00,168418.00,105917.00,62501.00,31169.00,1068063.00,55291.00,31373.00,2068.00,21850.00,1207787.00
1998:Q1,4700262.00,6545.00,49436.00,202119.00,219584.00,6747.00,112207.00,1934319.00,79680.00,1158014.00,191572.00,966442.00,169504.00,6094.00,521027.00,148824.00,1004540.00,120997.00,50748.00,844196.00,2694309.00,58304.00,612437.00,0.00,657413.00,76706.00,580707.00,167241.00,106780.00,60461.00,30966.00,1113320.00,54628.00,31758.00,2090.00,20780.00,1385867.00
1998:Q2,4829907.00,6524.00,69035.00,202898.00,215995.00,6935.00,105186.00,1991248.00,91025.00,1159523.00,169220.00,990303.00,176611.00,6332.00,557757.00,146196.00,1045407.00,126132.00,49109.00,865242.00,2782047.00,60114.00,628576.00,0.00,681855.00,71372.00,610483.00,168973.00,109638.00,59335.00,27994.00,1160205.00,54330.00,32202.00,2116.00,20012.00,1370021.00
1998:Q3,4747066.00,6719.00,91091.00,207264.00,217155.00,7123.00,91036.00,1988603.00,111741.00,1121618.00,160599.00,961019.00,171844.00,6570.00,576830.00,146484.00,933205.00,118355.00,49665.00,890366.00,2829283.00,64632.00,657156.00,0.00,677937.00,73981.00,603956.00,165984.00,107660.00,58324.00,28251.00,1183163.00,52160.00,32615.00,1978.00,17567.00,1167450.00
1998:Q4,5047713.00,6899.00,116561.00,213173.00,221001.00,7310.00,71993.00,2059733.00,111404.00,1166244.00,183494.00,982750.00,185563.00,6808.00,589714.00,142266.00,1108661.00,134371.00,45701.00,920044.00,2824041.00,70715.00,627575.00,0.00,674448.00,72878.00,601570.00,167946.00,111312.00,56634.00,31202.00,1196021.00,56134.00,32953.00,1918.00,21263.00,1474983.00
1999:Q1,5224134.00,6653.00,101483.00,212974.00,206357.00,7498.00,86326.00,2094007.00,105532.00,1153717.00,192992.00,960725.00,199492.00,7046.00,628220.00,163247.00,1216610.00,139970.00,41306.00,947703.00,2914131.00,63310.00,654952.00,0.00,678835.00,77249.00,601586.00,164429.00,108489.00,55940.00,30835.00,1268257.00,53513.00,33347.00,2040.00,18126.00,1527668.00
1999:Q2,5495636.00,6545.00,114462.00,216156.00,207696.00,7686.00,83258.00,2110321.00,99655.00,1135597.00,179477.00,956120.00,212741.00,7284.00,655044.00,140621.00,1327123.00,150006.00,40071.00,1091691.00,2972512.00,60643.00,673591.00,0.00,678439.00,70105.00,608334.00,160166.00,104962.00,55204.00,31922.00,1320516.00,47235.00,33803.00,2152.00,11280.00,1656976.00
1999:Q3,5553312.00,6799.00,119968.00,219734.00,208745.00,7874.00,82364.00,2196911.00,104419.00,1152245.00,189180.00,963065.00,230539.00,7522.00,702186.00,134925.00,1245527.00,147532.00,39298.00,1143635.00,3071270.00,62367.00,684991.00,0.00,694978.00,81753.00,613225.00,159882.00,105462.00,54420.00,33682.00,1387281.00,48089.00,34132.00,2269.00,11688.00,1701560.00
1999:Q4,5621154.00,6725.00,123301.00,237512.00,217412.00,8062.00,79943.00,2077295.00,105047.00,1058365.00,185675.00,872690.00,232334.00,7760.00,673789.00,119542.00,1435081.00,168391.00,46181.00,1101709.00,3053942.00,60468.00,676469.00,0.00,647052.00,89171.00,557881.00,156805.00,105701.00,51104.00,36411.00,1414355.00,62382.00,34404.00,2570.00,25408.00,2003716.00
2000:Q1,5743442.00,6599.00,40051.00,229047.00,215384.00,8250.00,75897.00,2147500.00,101584.00,1059370.00,194957.00,864413.00,263721.00,8000.00,714825.00,120797.00,1521314.00,179596.00,45833.00,1153174.00,3181459.00,59741.00,751326.00,0.00,669880.00,101623.00,568257.00,154406.00,103291.00,51115.00,36439.00,1452865.00,56802.00,34747.00,2276.00,19779.00,2089143.00
2000:Q2,5943929.00,6552.00,95914.00,230188.00,216577.00,9234.00,87465.00,2185720.00,100012.00,1032891.00,181040.00,851851.00,291011.00,8000.00,753806.00,124757.00,1522179.00,170301.00,46915.00,1248127.00,3226278.00,56909.00,762844.00,0.00,651182.00,101245.00,549937.00,154761.00,103200.00,51561.00,36397.00,1508272.00,55913.00,35157.00,2335.00,18421.00,2054063.00
2000:Q3,6100325.00,6359.00,86072.00,231468.00,220290.00,10217.00,92415.00,2241051.00,97319.00,1008879.00,174616.00,834263.00,331781.00,8000.00,795072.00,112411.00,1552667.00,167888.00,49236.00,1330251.00,3250230.00,55210.00,740645.00,0.00,681452.00,109756.00,571696.00,156570.00,105896.00,50674.00,36467.00,1550984.00,28902.00,35492.00,2436.00,-9026.00,1942786.00
2000:Q4,6204016.00,6384.00,81724.00,236327.00,226354.00,11201.00,91333.00,2334532.00,114302.00,1021426.00,177846.00,843580.00,348228.00,8000.00,842576.00,117339.00,1482537.00,149467.00,45801.00,1421017.00,3327699.00,56601.00,803348.00,0.00,703316.00,120919.00,582397.00,164332.00,114519.00,49813.00,37126.00,1531607.00,31369.00,35904.00,2594.00,-7129.00,1852842.00
2001:Q1,6158055.00,6177.00,14822.00,234884.00,211135.00,12185.00,129483.00,2425647.00,106559.00,1019783.00,175274.00,844509.00,378711.00,8000.00,912594.00,114750.00,1350833.00,127553.00,50878.00,1479708.00,3553008.00,53176.00,845324.00,134083.00,717126.00,172028.00,545098.00,162134.00,115140.00,46994.00,33447.00,1571516.00,36202.00,36425.00,2494.00,-2717.00,1654541.00
2001:Q2,6418956.00,6103.00,17547.00,237780.00,214122.00,13168.00,126259.00,2488268.00,113311.00,988301.00,159963.00,828338.00,390328.00,8000.00,988328.00,118873.00,1473625.00,132249.00,50218.00,1540744.00,3519554.00,53803.00,806479.00,129693.00,706075.00,186978.00,519097.00,152342.00,105118.00,47224.00,35574.00,1601926.00,33662.00,36923.00,2520.00,-5781.00,1718095.00
2001:Q3,6309878.00,6316.00,36258.00,247218.00,212338.00,14152.00,111762.00,2545309.00,113168.00,995064.00,177737.00,817327.00,409633.00,8000.00,1019444.00,137226.00,1281358.00,106980.00,53641.00,1557320.00,3517659.00,59918.00,805295.00,112143.00,685318.00,189339.00,495979.00,150660.00,104118.00,46542.00,34054.00,1649296.00,20975.00,37282.00,2550.00,-18857.00,1433884.00
2001:Q4,6652140.00,6157.00,54439.00,255114.00,200896.00,15136.00,151071.00,2734950.00,108449.00,1095208.00,218237.00,876971.00,504123.00,8000.00,1019170.00,115707.00,1441451.00,116094.00,42652.00,1518473.00,3609687.00,57609.00,810100.00,137979.00,703961.00,198475.00,505486.00,145427.00,99364.00,46063.00,31795.00,1693131.00,29685.00,37609.00,2522.00,-10446.00,1612673.00
2002:Q1,6731850.00,6109.00,11926.00,257277.00,200275.00,16119.00,132550.00,2814533.00,116024.00,1109955.00,222569.00,887386.00,523891.00,8000.00,1056663.00,109469.00,1477303.00,115129.00,47602.00,1543558.00,3632004.00,56530.00,795025.00,123199.00,720547.00,215169.00,505378.00,143547.00,98049.00,45498.00,30307.00,1744877.00,17972.00,38055.00,2530.00,-22613.00,1607025.00
2002:Q2,6709081.00,6519.00,-12473.00,264296.00,209666.00,17103.00,166046.00,2953134.00,125691.00,1148159.00,247185.00,900974.00,575823.00,8000.00,1095461.00,119922.00,1280216.00,98079.00,54108.00,1552465.00,3750409.00,63652.00,802487.00,158784.00,743655.00,225519.00,518136.00,147181.00,102152.00,45029.00,28745.00,1784532.00,21373.00,38423.00,2489.00,-19539.00,1521874.00
2002:Q3,6735565.00,6481.00,26354.00,265093.00,208942.00,16681.00,213172.00,3064433.00,125451.00,1211343.00,262250.00,949093.00,603979.00,9750.00,1113910.00,133701.00,1088781.00,85750.00,58319.00,1567858.00,3814627.00,64818.00,828523.00,166568.00,746974.00,226571.00,520403.00,141272.00,96664.00,44608.00,27985.00,1821287.00,17200.00,38787.00,2593.00,-24180.00,1235475.00
2002:Q4,6959505.00,6661.00,64569.00,273394.00,220344.00,16259.00,190134.00,3197795.00,128547.00,1285498.00,268918.00,1016580.00,637478.00,11500.00,1134772.00,125834.00,1229421.00,90112.00,45030.00,1499952.00,4027640.00,67796.00,914441.00,161585.00,819298.00,257228.00,562070.00,136433.00,92682.00,43751.00,30374.00,1867043.00,30670.00,39095.00,2627.00,-11052.00,1373980.00
2003:Q1,7151326.00,6731.00,36078.00,253954.00,167612.00,15836.00,379166.00,3297941.00,122427.00,1322878.00,283025.00,1039853.00,651417.00,13250.00,1187969.00,114959.00,1208832.00,88276.00,44261.00,1537680.00,4124285.00,69006.00,940895.00,182036.00,798514.00,262588.00,535926.00,138812.00,95533.00,43279.00,29388.00,1894714.00,70920.00,39473.00,2627.00,28820.00,1293453.00
2003:Q2,7562021.00,6864.00,12844.00,254033.00,175030.00,15414.00,379238.00,3466650.00,124604.00,1415263.00,287617.00,1127646.00,664997.00,15000.00,1246786.00,126080.00,1448104.00,100865.00,42377.00,1534522.00,4264853.00,70616.00,982619.00,205843.00,821746.00,300306.00,521440.00,133440.00,90859.00,42581.00,31760.00,1944240.00,74589.00,39878.00,2627.00,32084.00,1581419.00
2003:Q3,7776884.00,7005.00,49304.00,254277.00,165682.00,17117.00,429666.00,3560166.00,119064.00,1484336.00,284745.00,1199591.00,641538.00,17250.00,1297978.00,125151.00,1483137.00,109191.00,41261.00,1534927.00,4267393.00,73388.00,936809.00,238872.00,792544.00,278843.00,513701.00,132527.00,90813.00,41714.00,30728.00,1987316.00,75209.00,40235.00,2627.00,32347.00,1755385.00
2003:Q4,8251390.00,7281.00,75854.00,262899.00,167773.00,18820.00,473168.00,3672414.00,133122.00,1513524.00,290919.00,1222605.00,661110.00,19500.00,1345158.00,124987.00,1696233.00,124456.00,46511.00,1580994.00,4589243.00,74711.00,953790.00,239868.00,1022607.00,276105.00,746502.00,133963.00,92175.00,41788.00,33602.00,2054464.00,76238.00,40529.00,2627.00,33082.00,2079422.00
2004:Q1,8525582.00,7254.00,-5205.00,262881.00,169530.00,20523.00,546020.00,3893027.00,144503.00,1658086.00,315465.00,1342621.00,679504.00,21750.00,1389184.00,113556.00,1725986.00,134129.00,50462.00,1607419.00,4774634.00,74147.00,989088.00,277123.00,1054394.00,296518.00,757876.00,130117.00,89421.00,40696.00,33866.00,2137473.00,78426.00,40871.00,2627.00,34928.00,2138460.00
