1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q4,39909.00,21104.00,7042.00,11937.00,23700.00,563.00,-1199.00,0.00,23064.00,23967.00,30957.00,22744.00,8485.00,-272.00,-6991.00,8033.00,34.00,1642.00,0.00,0.00,0.00,922.00,-53.00,783.00,0.00,192.00,627.00,3.00,624.00,0.00,3381.00,465.00,962.00,131.00,0.00,0.00,831.00,15024.00,3356.00,62.00,0.00,3294.00,5073.00,4209.00,269.00,595.00,2107.00,-368.00,4476.00,77.00,302.00,0.00,3695.00,-3393.00,-903.00,8456.00
1952:Q1,8914.00,4557.00,1665.00,3178.00,5870.00,183.00,318.00,0.00,6371.00,6945.00,6884.00,6047.00,898.00,-61.00,61.00,-1830.00,-7.00,-1343.00,0.00,0.00,0.00,-762.00,48.00,-791.00,0.00,-19.00,-1625.00,1.00,-1626.00,0.00,1470.00,164.00,273.00,31.00,0.00,0.00,242.00,-1891.00,1140.00,59.00,0.00,1081.00,-241.00,-267.00,-130.00,156.00,573.00,-1952.00,-1725.00,55.00,260.00,139.00,343.00,-222.00,-574.00,696.00
1952:Q2,8370.00,4244.00,1809.00,3260.00,5577.00,195.00,289.00,0.00,6061.00,7662.00,5379.00,6239.00,-798.00,-61.00,2283.00,-34.00,18.00,1342.00,0.00,0.00,0.00,-1270.00,294.00,-1227.00,0.00,-337.00,556.00,1.00,555.00,0.00,-1180.00,354.00,146.00,30.00,0.00,0.00,116.00,-2317.00,1446.00,-24.00,0.00,1470.00,-444.00,-422.00,104.00,-126.00,664.00,-2124.00,-2202.00,97.00,246.00,6.00,705.00,-465.00,-1602.00,-486.00
1952:Q3,8359.00,4209.00,1764.00,3360.00,5746.00,192.00,175.00,0.00,6113.00,6303.00,6541.00,5795.00,810.00,-63.00,-238.00,5289.00,-4.00,548.00,0.00,0.00,0.00,452.00,-21.00,383.00,0.00,90.00,104.00,1.00,103.00,0.00,3747.00,64.00,378.00,30.00,0.00,0.00,348.00,5527.00,1169.00,42.00,0.00,1127.00,587.00,461.00,136.00,-10.00,390.00,2524.00,628.00,85.00,144.00,6.00,664.00,-526.00,-190.00,621.00
1952:Q4,9335.00,4667.00,1815.00,3478.00,6331.00,194.00,199.00,0.00,6724.00,3559.00,7350.00,6271.00,1147.00,-67.00,-3791.00,1999.00,-23.00,238.00,0.00,0.00,0.00,648.00,-216.00,629.00,0.00,235.00,805.00,1.00,804.00,0.00,-135.00,228.00,238.00,30.00,0.00,0.00,208.00,5790.00,1012.00,-15.00,0.00,1027.00,1558.00,1024.00,321.00,213.00,693.00,2318.00,143.00,-139.00,205.00,9.00,681.00,-485.00,3164.00,820.00
1953:Q1,9836.00,4941.00,1712.00,3614.00,6797.00,180.00,-108.00,0.00,6868.00,7166.00,7255.00,6587.00,745.00,-77.00,-89.00,-1621.00,27.00,-3045.00,0.00,0.00,0.00,586.00,17.00,517.00,0.00,52.00,-670.00,1.00,-671.00,0.00,962.00,166.00,353.00,32.00,0.00,0.00,321.00,-1532.00,799.00,39.00,0.00,760.00,608.00,97.00,219.00,292.00,518.00,-1983.00,-1374.00,125.00,-225.00,7.00,745.00,-976.00,-298.00,566.00
1953:Q2,9846.00,4959.00,1860.00,3739.00,6766.00,165.00,-399.00,0.00,6532.00,7314.00,7607.00,6680.00,1008.00,-82.00,-293.00,625.00,-28.00,2122.00,0.00,0.00,0.00,-1660.00,-18.00,-1710.00,0.00,68.00,366.00,1.00,365.00,0.00,-702.00,221.00,306.00,33.00,0.00,0.00,273.00,918.00,940.00,-73.00,0.00,1013.00,-392.00,-366.00,34.00,-60.00,545.00,325.00,-806.00,77.00,229.00,8.00,841.00,-620.00,-782.00,1240.00
1953:Q3,9596.00,4817.00,1854.00,3853.00,6778.00,154.00,-501.00,0.00,6431.00,6627.00,7156.00,6845.00,395.00,-84.00,-529.00,3994.00,11.00,153.00,0.00,0.00,0.00,1886.00,20.00,1778.00,0.00,88.00,-80.00,0.00,-80.00,0.00,1435.00,170.00,419.00,31.00,0.00,0.00,388.00,4523.00,580.00,50.00,0.00,530.00,404.00,290.00,49.00,65.00,315.00,816.00,2198.00,128.00,82.00,7.00,884.00,-809.00,-196.00,879.00
1953:Q4,7227.00,3652.00,1817.00,3954.00,5712.00,142.00,11.00,0.00,5865.00,3317.00,5706.00,6761.00,-969.00,-86.00,-2389.00,45.00,29.00,682.00,0.00,0.00,0.00,982.00,-10.00,1008.00,0.00,-16.00,644.00,0.00,644.00,0.00,-2540.00,121.00,127.00,27.00,0.00,0.00,100.00,2434.00,1267.00,55.00,0.00,1212.00,-354.00,-583.00,-151.00,380.00,388.00,560.00,587.00,-224.00,210.00,9.00,838.00,-637.00,2548.00,-17.00
1954:Q1,7786.00,3580.00,1893.00,4045.00,6358.00,124.00,-3.00,0.00,6479.00,6416.00,5928.00,6671.00,-663.00,-79.00,488.00,-4271.00,1.00,-2840.00,50.00,0.00,0.00,-1287.00,108.00,-1353.00,0.00,-42.00,-888.00,0.00,-888.00,0.00,258.00,115.00,320.00,23.00,0.00,0.00,297.00,-4759.00,900.00,123.00,0.00,777.00,15.00,-323.00,61.00,277.00,737.00,-2641.00,-3646.00,79.00,-203.00,8.00,691.00,-901.00,62.00,-426.00
1954:Q2,8044.00,3700.00,1762.00,4163.00,6745.00,126.00,-9.00,0.00,6863.00,7309.00,5784.00,6621.00,-753.00,-84.00,1525.00,-529.00,13.00,1650.00,50.00,0.00,0.00,-3028.00,26.00,-3013.00,0.00,-41.00,409.00,0.00,409.00,0.00,-6.00,243.00,140.00,16.00,0.00,0.00,124.00,-2054.00,894.00,-41.00,0.00,935.00,-908.00,-649.00,-126.00,-133.00,522.00,50.00,-3016.00,78.00,326.00,6.00,583.00,-263.00,-446.00,-952.00
1954:Q3,8616.00,3961.00,1856.00,4310.00,7109.00,131.00,-171.00,0.00,7069.00,6740.00,5941.00,6694.00,-659.00,-94.00,799.00,5546.00,22.00,1407.00,50.00,0.00,0.00,1529.00,-38.00,1492.00,0.00,75.00,-72.00,0.00,-72.00,0.00,2319.00,39.00,252.00,18.00,0.00,0.00,234.00,4747.00,1375.00,100.00,0.00,1275.00,-359.00,-172.00,-118.00,-69.00,228.00,1328.00,1839.00,74.00,262.00,8.00,488.00,-233.00,329.00,-996.00
1954:Q4,9271.00,4287.00,1846.00,4484.00,7622.00,142.00,-135.00,0.00,7629.00,4491.00,6569.00,6628.00,49.00,-109.00,-2078.00,4763.00,8.00,1569.00,50.00,0.00,0.00,1123.00,-9.00,1157.00,0.00,-25.00,897.00,1.00,896.00,0.00,814.00,202.00,100.00,27.00,0.00,0.00,73.00,6841.00,495.00,-53.00,0.00,548.00,1182.00,489.00,273.00,420.00,96.00,3301.00,1604.00,-159.00,322.00,11.00,426.00,-115.00,3138.00,-918.00
1955:Q1,10548.00,4865.00,1996.00,4686.00,8373.00,162.00,-277.00,-2.00,8260.00,9420.00,7497.00,6701.00,932.00,-135.00,1923.00,726.00,-11.00,-1508.00,-25.00,0.00,0.00,253.00,-10.00,20.00,150.00,93.00,-853.00,3.00,-856.00,0.00,2400.00,81.00,389.00,34.00,0.00,0.00,355.00,-1197.00,477.00,-31.00,0.00,508.00,401.00,360.00,-258.00,299.00,531.00,-742.00,-1831.00,125.00,-158.00,13.00,418.00,-589.00,-1161.00,-598.00
1955:Q2,10714.00,4923.00,2054.00,4856.00,8593.00,186.00,-221.00,-2.00,8561.00,8139.00,8245.00,7040.00,1356.00,-150.00,-106.00,3047.00,-20.00,949.00,-25.00,0.00,0.00,-640.00,71.00,-755.00,50.00,-6.00,564.00,4.00,560.00,0.00,1577.00,277.00,365.00,36.00,0.00,0.00,329.00,3153.00,604.00,-120.00,0.00,724.00,1062.00,744.00,125.00,193.00,160.00,1625.00,-910.00,162.00,450.00,22.00,439.00,-11.00,421.00,-127.00
1955:Q3,10997.00,5054.00,2176.00,4994.00,8761.00,197.00,-548.00,-2.00,8412.00,6820.00,8687.00,7523.00,1326.00,-162.00,-1867.00,7348.00,-4.00,550.00,-25.00,0.00,0.00,1924.00,-107.00,1831.00,50.00,150.00,79.00,4.00,75.00,0.00,4371.00,120.00,333.00,44.00,0.00,0.00,289.00,9215.00,465.00,-9.00,0.00,474.00,1022.00,948.00,-153.00,227.00,278.00,3975.00,3222.00,135.00,118.00,21.00,480.00,-383.00,1591.00,475.00
1955:Q4,11494.00,5273.00,2189.00,5099.00,9131.00,204.00,-690.00,-2.00,8647.00,3137.00,9548.00,8071.00,1646.00,-169.00,-6411.00,6274.00,6.00,971.00,-25.00,0.00,0.00,2694.00,-28.00,2662.00,50.00,10.00,908.00,3.00,905.00,0.00,1255.00,265.00,200.00,58.00,2.00,0.00,140.00,12685.00,1302.00,-9.00,0.00,1311.00,3143.00,1849.00,454.00,840.00,750.00,4195.00,3182.00,-286.00,399.00,15.00,509.00,-124.00,5509.00,1108.00
1956:Q1,11042.00,5021.00,2220.00,5171.00,8972.00,213.00,-728.00,-5.00,8462.00,8303.00,9711.00,8356.00,1524.00,-168.00,-1408.00,-4034.00,-34.00,-3132.00,0.00,0.00,0.00,-2149.00,-46.00,-2403.00,25.00,275.00,-880.00,2.00,-882.00,0.00,1122.00,282.00,757.00,76.00,2.00,0.00,679.00,-2626.00,422.00,0.00,0.00,422.00,1966.00,1451.00,282.00,233.00,522.00,-1879.00,-3297.00,91.00,-451.00,16.00,453.00,-920.00,158.00,1468.00
1956:Q2,11292.00,5110.00,2236.00,5268.00,9214.00,230.00,-911.00,-5.00,8537.00,7963.00,9779.00,8761.00,1188.00,-170.00,-1816.00,-76.00,46.00,839.00,0.00,0.00,0.00,-3193.00,154.00,-3211.00,25.00,-161.00,405.00,1.00,404.00,0.00,1156.00,348.00,323.00,90.00,2.00,0.00,231.00,1740.00,887.00,-73.00,0.00,960.00,1490.00,1493.00,-106.00,103.00,234.00,1739.00,-2958.00,53.00,295.00,6.00,456.00,-168.00,574.00,1476.00
1956:Q3,10558.00,4756.00,2217.00,5389.00,8973.00,251.00,-298.00,-5.00,8931.00,8286.00,10018.00,9169.00,1021.00,-172.00,-1732.00,4598.00,-22.00,298.00,0.00,0.00,0.00,-59.00,46.00,-92.00,25.00,-38.00,26.00,1.00,25.00,0.00,3491.00,527.00,337.00,97.00,4.00,0.00,236.00,6330.00,1179.00,112.00,0.00,1067.00,596.00,724.00,-211.00,83.00,573.00,1704.00,2084.00,33.00,161.00,7.00,534.00,-380.00,645.00,1343.00
1956:Q4,11234.00,5032.00,2334.00,5533.00,9401.00,280.00,-756.00,-5.00,8929.00,5477.00,10064.00,9328.00,909.00,-173.00,-4587.00,4554.00,19.00,1710.00,0.00,0.00,0.00,1149.00,-66.00,1143.00,25.00,47.00,883.00,3.00,880.00,0.00,-87.00,703.00,177.00,100.00,3.00,0.00,74.00,9141.00,1004.00,-23.00,0.00,1027.00,2200.00,1416.00,272.00,512.00,921.00,2559.00,2495.00,6.00,-44.00,15.00,687.00,-746.00,3452.00,1419.00
1957:Q1,11386.00,5109.00,2322.00,5702.00,9657.00,302.00,-606.00,-6.00,9359.00,9011.00,9813.00,9532.00,454.00,-172.00,-802.00,-1862.00,60.00,-2591.00,0.00,0.00,0.00,-325.00,50.00,-552.00,100.00,77.00,-1092.00,4.00,-1096.00,0.00,1207.00,451.00,428.00,126.00,5.00,0.00,297.00,-1060.00,1445.00,-25.00,0.00,1470.00,1138.00,126.00,510.00,502.00,760.00,-1674.00,-2536.00,20.00,-213.00,9.00,883.00,-1105.00,347.00,763.00
1957:Q2,10772.00,4874.00,2287.00,5842.00,9454.00,302.00,-377.00,-6.00,9384.00,8833.00,9904.00,9599.00,479.00,-174.00,-1071.00,699.00,-22.00,693.00,0.00,0.00,0.00,-1861.00,-6.00,-1939.00,100.00,-16.00,543.00,5.00,538.00,0.00,138.00,1163.00,45.00,147.00,5.00,0.00,-107.00,1770.00,1432.00,-33.00,0.00,1465.00,1360.00,1251.00,40.00,69.00,903.00,-4.00,-2261.00,47.00,294.00,22.00,1079.00,-807.00,551.00,827.00
1957:Q3,10465.00,4737.00,2308.00,5955.00,9375.00,293.00,-320.00,-6.00,9354.00,9348.00,10196.00,9821.00,552.00,-177.00,-848.00,3859.00,-23.00,613.00,0.00,0.00,0.00,749.00,-4.00,546.00,100.00,107.00,-88.00,5.00,-93.00,0.00,1944.00,373.00,291.00,154.00,4.00,0.00,133.00,4707.00,1557.00,44.00,0.00,1513.00,-71.00,-314.00,135.00,108.00,299.00,1117.00,1554.00,-5.00,256.00,3.00,1128.00,-874.00,6.00,1141.00
1957:Q4,9478.00,4261.00,2309.00,6040.00,8948.00,271.00,-236.00,-6.00,8989.00,3776.00,8551.00,9565.00,-833.00,-181.00,-4775.00,1876.00,-22.00,1326.00,0.00,0.00,0.00,975.00,90.00,816.00,100.00,-31.00,678.00,4.00,674.00,0.00,-1662.00,350.00,231.00,149.00,5.00,0.00,77.00,6651.00,1642.00,58.00,0.00,1584.00,1165.00,159.00,375.00,631.00,479.00,2160.00,1110.00,71.00,24.00,5.00,972.00,-953.00,5213.00,-161.00
1958:Q1,7914.00,3508.00,2308.00,6097.00,8194.00,231.00,-55.00,-7.00,8377.00,9135.00,7008.00,8668.00,-1471.00,-189.00,2127.00,-3425.00,29.00,-3059.00,550.00,0.00,0.00,-1246.00,311.00,-1195.00,-100.00,-262.00,-1230.00,4.00,-1234.00,0.00,1114.00,144.00,273.00,136.00,4.00,0.00,133.00,-5552.00,2159.00,294.00,0.00,1865.00,-433.00,-1163.00,456.00,274.00,221.00,-4065.00,-3126.00,24.00,-332.00,15.00,685.00,-1032.00,-757.00,-1132.00
1958:Q2,8087.00,3587.00,2306.00,6172.00,8366.00,195.00,78.00,-7.00,8646.00,7152.00,6744.00,8311.00,-1374.00,-193.00,408.00,1271.00,-28.00,1251.00,550.00,0.00,0.00,-2080.00,-291.00,-2054.00,-200.00,465.00,446.00,4.00,442.00,0.00,156.00,421.00,555.00,136.00,0.00,0.00,419.00,863.00,1155.00,75.00,0.00,1080.00,-243.00,-121.00,-345.00,223.00,858.00,1366.00,-2504.00,12.00,219.00,21.00,489.00,-292.00,1494.00,-1700.00
1958:Q3,9277.00,4138.00,2283.00,6266.00,9122.00,170.00,-61.00,-7.00,9238.00,8496.00,7853.00,8194.00,-144.00,-196.00,643.00,7236.00,40.00,1004.00,-100.00,0.00,0.00,951.00,-231.00,835.00,50.00,297.00,93.00,4.00,89.00,0.00,4747.00,145.00,356.00,137.00,1.00,0.00,218.00,6593.00,1450.00,4.00,0.00,1446.00,-443.00,-213.00,-506.00,276.00,485.00,3238.00,1331.00,1.00,531.00,26.00,408.00,97.00,741.00,-1207.00
1958:Q4,10778.00,4831.00,2218.00,6379.00,10108.00,166.00,-217.00,-7.00,10064.00,5771.00,9126.00,8498.00,826.00,-198.00,-3355.00,6473.00,-23.00,1884.00,-100.00,0.00,0.00,2932.00,-14.00,2917.00,50.00,-21.00,856.00,3.00,853.00,0.00,387.00,375.00,162.00,141.00,1.00,0.00,20.00,9828.00,1115.00,-137.00,0.00,1252.00,2575.00,1177.00,424.00,974.00,404.00,3713.00,1704.00,49.00,268.00,29.00,447.00,-208.00,4293.00,-765.00
1959:Q1,11502.00,5200.00,2370.00,6510.00,10442.00,172.00,-157.00,-11.00,10469.00,9433.00,9702.00,8916.00,985.00,-198.00,-270.00,672.00,-6.00,-2817.00,-100.00,0.00,0.00,1580.00,292.00,1188.00,100.00,0.00,-789.00,-13.00,-776.00,0.00,1661.00,261.00,882.00,142.00,1.00,0.00,739.00,941.00,586.00,-6.00,0.00,592.00,254.00,-273.00,491.00,36.00,511.00,-123.00,-344.00,52.00,5.00,15.00,664.00,-674.00,1036.00,-583.00
1959:Q2,12640.00,5719.00,2464.00,6643.00,11099.00,198.00,-249.00,-10.00,11058.00,10341.00,11167.00,9194.00,2173.00,-200.00,-826.00,5813.00,-6.00,967.00,-100.00,0.00,0.00,1195.00,120.00,824.00,200.00,51.00,549.00,-12.00,561.00,0.00,2074.00,415.00,719.00,144.00,3.00,0.00,572.00,6639.00,668.00,-194.00,0.00,862.00,2376.00,1928.00,407.00,41.00,738.00,1835.00,909.00,79.00,34.00,26.00,655.00,-647.00,717.00,317.00
1959:Q3,10958.00,4976.00,2486.00,6776.00,10272.00,216.00,-83.00,-15.00,10420.00,11615.00,9759.00,9497.00,608.00,-345.00,1856.00,4267.00,8.00,-484.00,-100.00,0.00,0.00,2371.00,-382.00,2207.00,100.00,446.00,-114.00,-41.00,-73.00,0.00,1909.00,197.00,480.00,145.00,4.00,0.00,331.00,2411.00,637.00,69.00,0.00,568.00,313.00,543.00,-243.00,13.00,260.00,349.00,684.00,51.00,117.00,10.00,832.00,-724.00,-1195.00,-430.00
1959:Q4,10529.00,4787.00,2496.00,6911.00,10157.00,240.00,212.00,-13.00,10622.00,6391.00,10628.00,9584.00,1390.00,-346.00,-4238.00,4349.00,-13.00,1442.00,-100.00,0.00,0.00,1351.00,502.00,1310.00,200.00,-661.00,1586.00,0.00,1586.00,0.00,-98.00,390.00,-210.00,145.00,5.00,0.00,-360.00,8586.00,845.00,-212.00,0.00,1057.00,2903.00,1425.00,676.00,802.00,569.00,3255.00,875.00,17.00,122.00,27.00,588.00,-492.00,4231.00,259.00
1960:Q1,11816.00,5358.00,2581.00,7047.00,10925.00,283.00,-217.00,-21.00,11012.00,10173.00,11905.00,10014.00,2013.00,-121.00,-1732.00,-1242.00,-11.00,-2664.00,-232.00,0.00,0.00,-982.00,-2.00,-1635.00,0.00,655.00,-1799.00,1.00,-1800.00,0.00,2562.00,650.00,1234.00,151.00,6.00,0.00,1077.00,490.00,534.00,112.00,0.00,422.00,1561.00,538.00,1061.00,-38.00,351.00,-559.00,-1333.00,73.00,-137.00,2.00,527.00,-666.00,839.00,1198.00
1960:Q2,10691.00,4842.00,2585.00,7161.00,10425.00,292.00,-151.00,-25.00,10591.00,7382.00,10538.00,10264.00,453.00,-179.00,-3156.00,25.00,19.00,1005.00,-181.00,0.00,0.00,-1849.00,17.00,-1739.00,143.00,-270.00,704.00,1.00,703.00,0.00,517.00,636.00,-826.00,155.00,7.00,0.00,-988.00,3181.00,1011.00,120.00,0.00,891.00,1648.00,879.00,661.00,108.00,369.00,914.00,-914.00,84.00,69.00,23.00,359.00,-313.00,3209.00,265.00
1960:Q3,10178.00,4603.00,2674.00,7253.00,10155.00,291.00,129.00,-24.00,10598.00,10897.00,10585.00,10128.00,642.00,-185.00,312.00,2252.00,51.00,200.00,259.00,0.00,0.00,-1694.00,-109.00,-1801.00,-153.00,369.00,-267.00,1.00,-268.00,0.00,2854.00,668.00,181.00,152.00,5.00,0.00,24.00,1940.00,1017.00,235.00,0.00,782.00,-498.00,-314.00,-409.00,225.00,400.00,987.00,-108.00,83.00,59.00,1.00,195.00,-136.00,-298.00,302.00
1960:Q4,9598.00,4339.00,2615.00,7324.00,9968.00,273.00,66.00,-23.00,10330.00,4360.00,8819.00,10043.00,-1057.00,-168.00,-4459.00,1813.00,-56.00,520.00,1654.00,0.00,0.00,-794.00,140.00,-694.00,-74.00,-166.00,870.00,0.00,870.00,0.00,-1008.00,866.00,-239.00,139.00,3.00,0.00,-381.00,6272.00,1314.00,-13.00,0.00,1327.00,2359.00,1109.00,729.00,521.00,245.00,1507.00,765.00,0.00,82.00,40.00,-120.00,162.00,5969.00,-1215.00
1961:Q1,9310.00,4274.00,2564.00,7372.00,9844.00,245.00,-19.00,-27.00,10097.00,9948.00,9093.00,9837.00,-594.00,-150.00,855.00,-1701.00,41.00,-1782.00,272.00,0.00,0.00,-535.00,-226.00,-527.00,-180.00,398.00,-1655.00,2.00,-1657.00,0.00,902.00,751.00,305.00,125.00,3.00,0.00,177.00,-2556.00,215.00,-146.00,0.00,361.00,-281.00,-11.00,-189.00,-81.00,670.00,-1666.00,-1639.00,52.00,93.00,44.00,63.00,-13.00,148.00,-732.00
1961:Q2,10165.00,4665.00,2616.00,7494.00,10378.00,230.00,254.00,-29.00,10891.00,11379.00,10079.00,10042.00,233.00,-196.00,1300.00,5965.00,24.00,1310.00,591.00,0.00,0.00,-239.00,51.00,-589.00,297.00,2.00,582.00,2.00,580.00,0.00,2607.00,596.00,494.00,110.00,1.00,0.00,383.00,4665.00,2056.00,103.00,0.00,1953.00,108.00,-298.00,119.00,287.00,1168.00,1474.00,-337.00,77.00,119.00,17.00,-220.00,322.00,-488.00,-554.00
1961:Q3,10866.00,4991.00,2634.00,7691.00,10931.00,210.00,81.00,-32.00,11254.00,10881.00,11027.00,10133.00,1106.00,-212.00,-146.00,3738.00,25.00,139.00,743.00,0.00,0.00,-1292.00,-368.00,-1348.00,15.00,409.00,45.00,2.00,43.00,0.00,3552.00,658.00,-132.00,110.00,1.00,0.00,-243.00,3884.00,998.00,291.00,0.00,707.00,-324.00,-210.00,-349.00,235.00,383.00,1647.00,973.00,56.00,151.00,23.00,-255.00,382.00,373.00,15.00
1961:Q4,11919.00,5489.00,2762.00,7961.00,11629.00,202.00,-45.00,-35.00,11821.00,6386.00,11183.00,10455.00,893.00,-165.00,-4797.00,5368.00,-2.00,3428.00,-506.00,0.00,0.00,856.00,844.00,808.00,0.00,-796.00,1031.00,3.00,1028.00,0.00,831.00,514.00,-784.00,123.00,3.00,0.00,-910.00,10165.00,1451.00,77.00,0.00,1374.00,3171.00,1453.00,742.00,976.00,-100.00,3796.00,1624.00,77.00,146.00,43.00,-546.00,649.00,5435.00,-401.00
